locus	selected_path_id	source	segmentation	rule
f11r.2	f11r.2|P03	socthody qodory tshy daiin ytchy ytchaky kchol daiin	socthody | qodory | tshy | daiin | ytchy | ytchaky | kchol | daiin	source-symbol stream
f11r.3	f11r.3|P03	qoty chol cthy dor ykychy choty dain chaiin daiin dod	qoty | chol | cthy | dor | ykychy | choty | dain | chaiin | daiin | dod	source-symbol stream
f11r.4	f11r.4|P01	dchol chy kchy dy daiin	dchol | chy | kchy | dy | daiin	source-symbol stream
f11r.5	f11r.5|P02	tchol shor shor dky shcphy daiin cthy dy chodl daiin	tchol | shor | shor | dky | shcphy | daiin | cthy | dy | chodl | daiin	source-symbol stream
f11r.6	f11r.6|P03	odl dsy otol chaiin ykchor dair chody cthy s daiin	odl | dsy | otol | chaiin | ykchor | dair | chody | cthy | s | daiin	source-symbol stream
f11r.7	f11r.7|P01	qotchy okchol cthy dy	qotchy | okchol | cthy | dy	source-symbol stream
f11v.1	f11v.1|P01	poldchody shcphy shordy qoty shol cphar dan y	poldchody | shcphy | shordy | qoty | shol | cphar | dan | y	source-symbol stream
f11v.2	f11v.2|P02	shol dy chckhy shcthy daiin dam ytchy dain dchy	shol | dy | chckhy | shcthy | daiin | dam | ytchy | dain | dchy	source-symbol stream
f11v.3	f11v.3|P02	otchor dy kchy tchy ar qokchd oky chol dy dy	otchor | dy | kchy | tchy | ar | qokchd | oky | chol | dy | dy	source-symbol stream
f11v.4	f11v.4|P02	qokchor chololer chyky dchy qoky ctho tchey tan	qokchor | chololer | chyky | dchy | qoky | ctho | tchey | tan	source-symbol stream
f11v.5	f11v.5|P01	dd	dd	source-symbol stream
f11v.6	f11v.6|P02	soydy qoteey qotchor dy ddy cthor shy arg	soydy | qoteey | qotchor | dy | ddy | cthor | shy | arg	source-symbol stream
f11v.7	f11v.7|P02	ycheor ksho dor cthey schold	ycheor | ksho | dor | cthey | schold	source-symbol stream
f13r.1	f13r.1|P01	torshor opchy shol dy qopchy shol opchor dypchy dchg	torshor | opchy | shol | dy | qopchy | shol | opchor | dypchy | dchg	source-symbol stream
f13r.10	f13r.10|P01	sotchy kchy okorory	sotchy | kchy | okorory	source-symbol stream
f13r.2	f13r.2|P02	dchol chol dol shkchy ydal shy ykchy qotey daiin s y	dchol | chol | dol | shkchy | ydal | shy | ykchy | qotey | daiin | s | y	source-symbol stream
f13r.3	f13r.3|P01	s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar	s | y | dchor | shaiin | oeees | ykor | chor | ytshy | ykchy | kchy | dar	source-symbol stream
f13r.4	f13r.4|P01	qodchy ytchy otchor	qodchy | ytchy | otchor	source-symbol stream
f13r.5	f13r.5|P01	shorodo shy tshy kchol dpchy qopchy otchol cfholdy	shorodo | shy | tshy | kchol | dpchy | qopchy | otchol | cfholdy	source-symbol stream
f13r.6	f13r.6|P03	tchor dor daiin qotchol okchy okchoroiin chckhy d	tchor | dor | daiin | qotchol | okchy | okchoroiin | chckhy | d	source-symbol stream
f13r.7	f13r.7|P02	dchy qoky chol dy qokhy d oldy okchor doaiin	dchy | qoky | chol | dy | qokhy | d | oldy | okchor | doaiin	source-symbol stream
f13r.8	f13r.8|P02	shochy qokchy torchy kccky s okchey daiin	shochy | qokchy | torchy | kccky | s | okchey | daiin	source-symbol stream
f13r.9	f13r.9|P02	oldy shey chol doiin ykoly okchal daldy	oldy | shey | chol | doiin | ykoly | okchal | daldy	source-symbol stream
f13v.1	f13v.1|P01	koair chtoiin otchy kchod otol otchy octhos	koair | chtoiin | otchy | kchod | otol | otchy | octhos	source-symbol stream
f13v.10	f13v.10|P03	yol chy kchey kchor dal	yol | chy | kchey | kchor | dal	source-symbol stream
f13v.2	f13v.2|P01	oko qokol chodal otchol cphol choty	oko | qokol | chodal | otchol | cphol | choty	source-symbol stream
f13v.3	f13v.3|P01	qokchy qokod chy otchy cthody	qokchy | qokod | chy | otchy | cthody	source-symbol stream
f13v.4	f13v.4|P02	ols chey okos oaiin okshy qocky	ols | chey | okos | oaiin | okshy | qocky	source-symbol stream
f13v.5	f13v.5|P01	qoky daiin	qoky | daiin	source-symbol stream
f13v.6	f13v.6|P01	foldaiin olcphy shol dy oty shor qotyd dairod	foldaiin | olcphy | shol | dy | oty | shor | qotyd | dairod	source-symbol stream
f13v.7	f13v.7|P03	dain okal chy qokchory dchy kokydaiin shon	dain | okal | chy | qokchory | dchy | kokydaiin | shon	source-symbol stream
f13v.8	f13v.8|P03	otchy daiin ydain ykol okchy okald dytaiin	otchy | daiin | ydain | ykol | okchy | okald | dytaiin	source-symbol stream
f13v.9	f13v.9|P01	tchtod otal cthor ytal y cho tal sho qocthy	tchtod | otal | cthor | ytal | y | cho | tal | sho | qocthy	source-symbol stream
f14r.1	f14r.1|P02	pchodaiin chopol shoiin daiin dain	pchodaiin | chopol | shoiin | daiin | dain	source-symbol stream
f14r.10	f14r.10|P01	qotchor chod shoty chody dol dy dy okchydy	qotchor | chod | shoty | chody | dol | dy | dy | okchydy	source-symbol stream
f14r.11	f14r.11|P01	dchokchy schol dy shey dar qoty ykeeyky	dchokchy | schol | dy | shey | dar | qoty | ykeeyky	source-symbol stream
f14r.12	f14r.12|P01	oeeeb chey keor chey tchyky chodalg	oeeeb | chey | keor | chey | tchyky | chodalg	source-symbol stream
f14r.13	f14r.13|P01	sodaiin chy kchy kchy ykeody	sodaiin | chy | kchy | kchy | ykeody	source-symbol stream
f14r.2	f14r.2|P03	oykeey soiiin chok qokchy da okol	oykeey | soiiin | chok | qokchy | da | okol	source-symbol stream
f14r.3	f14r.3|P01	ydaiin olchy kchor daiin olol	ydaiin | olchy | kchor | daiin | olol	source-symbol stream
f14r.4	f14r.4|P02	ochkchar kol shy daiin dorody	ochkchar | kol | shy | daiin | dorody	source-symbol stream
f14r.5	f14r.5|P01	qokchol dar dalo qotolo	qokchol | dar | dalo | qotolo	source-symbol stream
f14r.6	f14r.6|P01	ychol oir okor choor ockhy	ychol | oir | okor | choor | ockhy	source-symbol stream
f14r.7	f14r.7|P01	otcho dain chckhy	otcho | dain | chckhy	source-symbol stream
f14r.8	f14r.8|P02	soshy fchol shor cheor ykaiin s	soshy | fchol | shor | cheor | ykaiin | s	source-symbol stream
f14r.9	f14r.9|P02	sody chody otchody qotchy koiin sy shoty dy	sody | chody | otchody | qotchy | koiin | sy | shoty | dy	source-symbol stream
f14v.1	f14v.1|P01	pdychoiin yfodain otyshy dy ypchor daiin kol ydain	pdychoiin | yfodain | otyshy | dy | ypchor | daiin | kol | ydain	source-symbol stream
f14v.2	f14v.2|P03	okchor dchytshy oty chy cthy otchy ty chol daiin	okchor | dchytshy | oty | chy | cthy | otchy | ty | chol | daiin	source-symbol stream
f14v.3	f14v.3|P02	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychy | dy | daiin | chcthy | ykykaiin | dytchy | ykchy | ky | dy	source-symbol stream
f14v.4	f14v.4|P02	ytychy ksho ykshy shokshor yty darody dyotyds	ytychy | ksho | ykshy | shokshor | yty | darody | dyotyds	source-symbol stream
f14v.5	f14v.5|P01	okshy daiin okchor chky qotchy daiin cthor oty	okshy | daiin | okchor | chky | qotchy | daiin | cthor | oty	source-symbol stream
f14v.6	f14v.6|P02	qoty choky cthy chokchy dydydy chckhy dchyd n	qoty | choky | cthy | chokchy | dydydy | chckhy | dchyd | n	source-symbol stream
f14v.7	f14v.7|P02	oykshy choty dydy odyd otchy okchy dshy dardy	oykshy | choty | dydy | odyd | otchy | okchy | dshy | dardy	source-symbol stream
f14v.8	f14v.8|P01	chokshor daiin okshody daiin dol dair dam	chokshor | daiin | okshody | daiin | dol | dair | dam	source-symbol stream
f14v.9	f14v.9|P01	dykchy ctholdg dchckhy	dykchy | ctholdg | dchckhy	source-symbol stream
f15r.1	f15r.1|P01	tshor shey tchaly shy chtols shey daiin	tshor | shey | tchaly | shy | chtols | shey | daiin	source-symbol stream
f15r.10	f15r.10|P02	ychain chckhhy okshy saiiin dolchds	ychain | chckhhy | okshy | saiiin | dolchds	source-symbol stream
f15r.11	f15r.11|P01	okaiin otaiin chl sy chor choross	okaiin | otaiin | chl | sy | chor | choross	source-symbol stream
f15r.12	f15r.12|P01	qotor shor tcheor chy cthaiin shan	qotor | shor | tcheor | chy | cthaiin | shan	source-symbol stream
f15r.13	f15r.13|P01	ykshol dor sheey cthy dain sky shor shoty	ykshol | dor | sheey | cthy | dain | sky | shor | shoty	source-symbol stream
f15r.14	f15r.14|P02	otcho kchy chol daiin cthar ytol dor dom	otcho | kchy | chol | daiin | cthar | ytol | dor | dom	source-symbol stream
f15r.15	f15r.15|P03	qotchor chaiin chykol daky	qotchor | chaiin | chykol | daky	source-symbol stream
f15r.2	f15r.2|P01	otchor qokchor oly okor shy koly	otchor | qokchor | oly | okor | shy | koly	source-symbol stream
f15r.3	f15r.3|P03	qokaiin qotchytydy daiin chol cthy	qokaiin | qotchytydy | daiin | chol | cthy	source-symbol stream
f15r.4	f15r.4|P01	scheaiin chodaiin chl sol ckhaiin sal	scheaiin | chodaiin | chl | sol | ckhaiin | sal	source-symbol stream
f15r.5	f15r.5|P01	qotchy r shor cthy daiin cthy dy	qotchy | r | shor | cthy | daiin | cthy | dy	source-symbol stream
f15r.6	f15r.6|P02	dchy kokaiin chdy saiin okear	dchy | kokaiin | chdy | saiin | okear	source-symbol stream
f15r.7	f15r.7|P01	daiin shkaiin cthy sho keocthy	daiin | shkaiin | cthy | sho | keocthy	source-symbol stream
f15r.8	f15r.8|P01	shocthy tol kaiin s dain ctholy	shocthy | tol | kaiin | s | dain | ctholy	source-symbol stream
f15r.9	f15r.9|P03	octhain qokaiin chos odaiin cthls y	octhain | qokaiin | chos | odaiin | cthls | y	source-symbol stream
f15v.1	f15v.1|P01	poror orshy choiin dtchan opchordy	poror | orshy | choiin | dtchan | opchordy	source-symbol stream
f15v.10	f15v.10|P01	sor chor cthoiin cthy qokaiin	sor | chor | cthoiin | cthy | qokaiin	source-symbol stream
f15v.11	f15v.11|P02	soloiin cheor chol daiin cthy	soloiin | cheor | chol | daiin | cthy	source-symbol stream
f15v.12	f15v.12|P01	daiin cthor chol chor	daiin | cthor | chol | chor	source-symbol stream
f15v.2	f15v.2|P02	chor or oro r aiin cthy kain dar	chor | or | oro | r | aiin | cthy | kain | dar	source-symbol stream
f15v.3	f15v.3|P01	cthor daiin qokor okeor okaiin	cthor | daiin | qokor | okeor | okaiin	source-symbol stream
f15v.4	f15v.4|P01	doiin choky shol qoky qotchod	doiin | choky | shol | qoky | qotchod	source-symbol stream
f15v.5	f15v.5|P01	otchor chor chor ytchor cthy s	otchor | chor | chor | ytchor | cthy | s	source-symbol stream
f15v.6	f15v.6|P01	qotchey choty kaiin otchy r aiin	qotchey | choty | kaiin | otchy | r | aiin	source-symbol stream
f15v.7	f15v.7|P02	coy choiin sho s chy s chy tor ols	coy | choiin | sho | s | chy | s | chy | tor | ols	source-symbol stream
f15v.8	f15v.8|P01	ytchor chor ol oiin oty shol daiin	ytchor | chor | ol | oiin | oty | shol | daiin	source-symbol stream
f15v.9	f15v.9|P02	otcholocthol chol chol chody kan	otcholocthol | chol | chol | chody | kan	source-symbol stream
f16r.1	f16r.1|P01	pocheody qopchey sykaiin opchy dor ychy daiin dy chor orom	pocheody | qopchey | sykaiin | opchy | dor | ychy | daiin | dy | chor | orom	source-symbol stream
f16r.10	f16r.10|P02	toror dalydal opchy fchol ypchocfy okal	toror | dalydal | opchy | fchol | ypchocfy | okal	source-symbol stream
f16r.11	f16r.11|P01	sokchy qokol choty okchy cthy chy kchy	sokchy | qokol | choty | okchy | cthy | chy | kchy	source-symbol stream
f16r.12	f16r.12|P02	dychokchy shcthy shtshy sho tchokyd	dychokchy | shcthy | shtshy | sho | tchokyd	source-symbol stream
f16r.13	f16r.13|P02	qokchor dl dy shey	qokchor | dl | dy | shey	source-symbol stream
f16r.2	f16r.2|P03	ychykchy otey kol shor ody otody qoy oeesordy	ychykchy | otey | kol | shor | ody | otody | qoy | oeesordy	source-symbol stream
f16r.3	f16r.3|P03	ydor sheal okchy qoykoiin choky ykair	ydor | sheal | okchy | qoykoiin | choky | ykair	source-symbol stream
f16r.4	f16r.4|P01	dainod ychealod	dainod | ychealod	source-symbol stream
f16r.5	f16r.5|P03	tchor chor chs ykch shocthy opchy tyky	tchor | chor | chs | ykch | shocthy | opchy | tyky	source-symbol stream
f16r.6	f16r.6|P02	oshaiin dyky oeees deeeod aiin dtoaiin	oshaiin | dyky | oeees | deeeod | aiin | dtoaiin	source-symbol stream
f16r.7	f16r.7|P02	daiin dalchy dyky schy saiin doal qoky	daiin | dalchy | dyky | schy | saiin | doal | qoky	source-symbol stream
f16r.8	f16r.8|P01	shotchy ydain yky shody otol daiin	shotchy | ydain | yky | shody | otol | daiin	source-symbol stream
f16r.9	f16r.9|P01	saiin ytaiin	saiin | ytaiin	source-symbol stream
f16v.1	f16v.1|P02	pchraiin otchor chpchol chpchey s pchocty	pchraiin | otchor | chpchol | chpchey | s | pchocty	source-symbol stream
f16v.10	f16v.10|P02	qokchy chydy ykchy chckhy otain cthor cthy	qokchy | chydy | ykchy | chckhy | otain | cthor | cthy	source-symbol stream
f16v.11	f16v.11|P01	okytaiin chkchy saiin	okytaiin | chkchy | saiin	source-symbol stream
f16v.12	f16v.12|P01	daiin yky otor chody	daiin | yky | otor | chody	source-symbol stream
f16v.13	f16v.13|P01	sokar oaorar	sokar | oaorar	source-symbol stream
f16v.2	f16v.2|P01	ytchor y ky chokchy qokchocthor shory	ytchor | y | ky | chokchy | qokchocthor | shory	source-symbol stream
f16v.3	f16v.3|P03	ykchy dy choy qoty chykchy koshet	ykchy | dy | choy | qoty | chykchy | koshet	source-symbol stream
f16v.4	f16v.4|P01	dchol chcthody cphod chotol dal	dchol | chcthody | cphod | chotol | dal	source-symbol stream
f16v.5	f16v.5|P01	ytchy chyty chor chol ytchy dan	ytchy | chyty | chor | chol | ytchy | dan	source-symbol stream
f16v.6	f16v.6|P02	sor chkar oty chkar chol dairin	sor | chkar | oty | chkar | chol | dairin	source-symbol stream
f16v.7	f16v.7|P02	pchocthy chypchy qotchy chcfhhy sy	pchocthy | chypchy | qotchy | chcfhhy | sy	source-symbol stream
f16v.8	f16v.8|P02	daiin chol y daiin chcthy qotchar chor sholo	daiin | chol | y | daiin | chcthy | qotchar | chor | sholo	source-symbol stream
f16v.9	f16v.9|P01	dshy okaiin okaiin chol chor cthor ty chody	dshy | okaiin | okaiin | chol | chor | cthor | ty | chody	source-symbol stream
f17r.1	f17r.1|P03	fshody daram ydar chom opydy ypod chop otchy dody oldckhy	fshody | daram | ydar | chom | opydy | ypod | chop | otchy | dody | oldckhy	source-symbol stream
f17r.10	f17r.10|P02	dar chear dsheor ain y mol	dar | chear | dsheor | ain | y | mol	source-symbol stream
f17r.11	f17r.11|P01	otchol cthar okaiin chol daiiin	otchol | cthar | okaiin | chol | daiiin	source-symbol stream
f17r.12	f17r.12|P02	ychody chotom	ychody | chotom	source-symbol stream
f17r.13	f17r.13|P01	oteeeon oiil	oteeeon | oiil	source-symbol stream
f17r.2	f17r.2|P01	ydair choky okshy qodar ckhody dor otchol qodcthy ods	ydair | choky | okshy | qodar | ckhody | dor | otchol | qodcthy | ods	source-symbol stream
f17r.3	f17r.3|P01	chol or chy qodam okor chor okchom	chol | or | chy | qodam | okor | chor | okchom	source-symbol stream
f17r.4	f17r.4|P03	tchor shol qokol qor olaiin opydg rom ypchy ypaim	tchor | shol | qokol | qor | olaiin | opydg | rom | ypchy | ypaim	source-symbol stream
f17r.5	f17r.5|P01	ychekchy cthy chor shor cphor cphaldy dair cthey qody	ychekchy | cthy | chor | shor | cphor | cphaldy | dair | cthey | qody	source-symbol stream
f17r.6	f17r.6|P02	tsho qofcho qokcheor chekeg	tsho | qofcho | qokcheor | chekeg	source-symbol stream
f17r.7	f17r.7|P02	ksheo qokchy choldshy zepchy dsa opchordy	ksheo | qokchy | choldshy | zepchy | dsa | opchordy	source-symbol stream
f17r.8	f17r.8|P01	dchchy dychear schar ykchy	dchchy | dychear | schar | ykchy	source-symbol stream
f17r.9	f17r.9|P02	soy chckhy o dar chypcham	soy | chckhy | o | dar | chypcham	source-symbol stream
f17v.1	f17v.1|P02	pchodol chor fchy opydaiin odaldy	pchodol | chor | fchy | opydaiin | odaldy	source-symbol stream
f17v.10	f17v.10|P03	oytor okeor okar okol daiir ar	oytor | okeor | okar | okol | daiir | ar	source-symbol stream
f17v.11	f17v.11|P01	qokcheo qokoiir ctheol chol	qokcheo | qokoiir | ctheol | chol	source-symbol stream
f17v.12	f17v.12|P02	oy choy koaiin chckhey ol chor	oy | choy | koaiin | chckhey | ol | chor	source-symbol stream
f17v.13	f17v.13|P01	ykeor chol chol cthol chkor sheol	ykeor | chol | chol | cthol | chkor | sheol	source-symbol stream
f17v.14	f17v.14|P01	olo r okeeol chodaiin okeol tchory	olo | r | okeeol | chodaiin | okeol | tchory	source-symbol stream
f17v.15	f17v.15|P02	ychor cthy cheeky cheo otor oteol	ychor | cthy | cheeky | cheo | otor | oteol	source-symbol stream
f17v.16	f17v.16|P01	okcheol chol okeol cthol otcheolom	okcheol | chol | okeol | cthol | otcheolom	source-symbol stream
f17v.17	f17v.17|P02	qoain sar she dol qopchaiin cthor	qoain | sar | she | dol | qopchaiin | cthor	source-symbol stream
f17v.18	f17v.18|P03	otor cheeor ol chol dor chr oreees	otor | cheeor | ol | chol | dor | chr | oreees	source-symbol stream
f17v.19	f17v.19|P01	dain chey qoaiin cthor cholchom	dain | chey | qoaiin | cthor | cholchom	source-symbol stream
f17v.2	f17v.2|P01	ycheey keeor cthodal okol odaiin okal	ycheey | keeor | cthodal | okol | odaiin | okal	source-symbol stream
f17v.20	f17v.20|P01	ykeey okeey cheor chol sho odaiin	ykeey | okeey | cheor | chol | sho | odaiin	source-symbol stream
f17v.21	f17v.21|P01	oal sheor sholor or shecthy cpheor daiin	oal | sheor | sholor | or | shecthy | cpheor | daiin	source-symbol stream
f17v.22	f17v.22|P01	qokeee dar chey keeor cheeol ctheey cthy	qokeee | dar | chey | keeor | cheeol | ctheey | cthy	source-symbol stream
f17v.23	f17v.23|P03	chkeey okeor shor okeom	chkeey | okeor | shor | okeom	source-symbol stream
f17v.3	f17v.3|P02	oldaim odaiin okal oldaiin chockhol olol	oldaim | odaiin | okal | oldaiin | chockhol | olol	source-symbol stream
f17v.4	f17v.4|P02	kchor fchol cphol olcheol okeeey	kchor | fchol | cphol | olcheol | okeeey	source-symbol stream
f17v.5	f17v.5|P01	ychol chol dolcheey tchol dar ckhy	ychol | chol | dolcheey | tchol | dar | ckhy	source-symbol stream
f17v.6	f17v.6|P01	oekor or okaiin or otaiin d	oekor | or | okaiin | or | otaiin | d	source-symbol stream
f17v.7	f17v.7|P01	sor chkeey poiis cheor os s aiin	sor | chkeey | poiis | cheor | os | s | aiin	source-symbol stream
f17v.8	f17v.8|P01	qokeey kchar ol dy choldaiin sy	qokeey | kchar | ol | dy | choldaiin | sy	source-symbol stream
f17v.9	f17v.9|P01	ycheol shol kchol choltaiin ol	ycheol | shol | kchol | choltaiin | ol	source-symbol stream
f18r.1	f18r.1|P02	pdrairdy darodsf yoar ykchol dar o m chckhy ockhor dal	pdrairdy | darodsf | yoar | ykchol | dar | o | m | chckhy | ockhor | dal	source-symbol stream
f18r.10	f18r.10|P01	dar shor qokchol ol ydaiin	dar | shor | qokchol | ol | ydaiin	source-symbol stream
f18r.11	f18r.11|P01	sotchaiin chokchy chckhol chor g	sotchaiin | chokchy | chckhol | chor | g	source-symbol stream
f18r.12	f18r.12|P01	ychair cthol daiin qokchy cthy	ychair | cthol | daiin | qokchy | cthy	source-symbol stream
f18r.13	f18r.13|P02	or shaiin cthar cthal okal dar	or | shaiin | cthar | cthal | okal | dar	source-symbol stream
f18r.14	f18r.14|P02	ychekchy kchaiin	ychekchy | kchaiin	source-symbol stream
f18r.2	f18r.2|P01	otshol qokchol chykchy okchal daiin dy chol dain	otshol | qokchol | chykchy | okchal | daiin | dy | chol | dain	source-symbol stream
f18r.3	f18r.3|P02	qokchor chor chckhy orchey qokchol dy ytchar g	qokchor | chor | chckhy | orchey | qokchol | dy | ytchar | g	source-symbol stream
f18r.4	f18r.4|P02	chor cthor okeor ykchol okain	chor | cthor | okeor | ykchol | okain	source-symbol stream
f18r.5	f18r.5|P01	tchor shor cthaiin cthol chlol chom	tchor | shor | cthaiin | cthol | chlol | chom	source-symbol stream
f18r.6	f18r.6|P01	ychy kchor dair ytol chcthy dar dar dal	ychy | kchor | dair | ytol | chcthy | dar | dar | dal	source-symbol stream
f18r.7	f18r.7|P01	oshor shaiin cthy sholdy doldy doldaiin	oshor | shaiin | cthy | sholdy | doldy | doldaiin	source-symbol stream
f18r.8	f18r.8|P02	qokchor ckhol olody okaldy dary	qokchor | ckhol | olody | okaldy | dary	source-symbol stream
f18r.9	f18r.9|P01	chol chcthal okshal chykald	chol | chcthal | okshal | chykald	source-symbol stream
f18v.1	f18v.1|P01	told shor ytshy otchdal dchal dchy ytdg	told | shor | ytshy | otchdal | dchal | dchy | ytdg	source-symbol stream
f18v.10	f18v.10|P03	yko dshy dair ykol dom	yko | dshy | dair | ykol | dom	source-symbol stream
f18v.2	f18v.2|P02	qoeees or oaiin shy okshy qokchy qokchy s g	qoeees | or | oaiin | shy | okshy | qokchy | qokchy | s | g	source-symbol stream
f18v.3	f18v.3|P02	or shy qoky qoky chkchy qokshy qokam	or | shy | qoky | qoky | chkchy | qokshy | qokam	source-symbol stream
f18v.4	f18v.4|P01	qotchy qokay qokchy ykcho ydl dar	qotchy | qokay | qokchy | ykcho | ydl | dar	source-symbol stream
f18v.5	f18v.5|P01	ychoees ykchy qol kchy qotchol daiir om	ychoees | ykchy | qol | kchy | qotchol | daiir | om	source-symbol stream
f18v.6	f18v.6|P01	qotor chor otchy qokeees chy s ar ykar	qotor | chor | otchy | qokeees | chy | s | ar | ykar	source-symbol stream
f18v.7	f18v.7|P01	ychol dor chod qokol daiin qokol dar dy	ychol | dor | chod | qokol | daiin | qokol | dar | dy	source-symbol stream
f18v.8	f18v.8|P01	tolol sh cphoy daror ddy ytor ykam	tolol | sh | cphoy | daror | ddy | ytor | ykam	source-symbol stream
f18v.9	f18v.9|P01	okchor qotchy qokchy ytol doky dy	okchor | qotchy | qokchy | ytol | doky | dy	source-symbol stream
f19r.1	f19r.1|P01	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	pchor | qodchy | qotshy | dy | tchy | qotchy | qoky | daiin | dchydy	source-symbol stream
f19r.10	f19r.10|P01	daiin cthor chol ykchor chordy	daiin | cthor | chol | ykchor | chordy	source-symbol stream
f19r.11	f19r.11|P01	qotchy qolody choldy cthyd	qotchy | qolody | choldy | cthyd	source-symbol stream
f19r.12	f19r.12|P01	ykchor chor daiin daiinol	ykchor | chor | daiin | daiinol	source-symbol stream
f19r.13	f19r.13|P02	osocthor ytchor	osocthor | ytchor	source-symbol stream
f19r.2	f19r.2|P02	dshy chor y tchy chol dytchy chordy daiin dyty s choy	dshy | chor | y | tchy | chol | dytchy | chordy | daiin | dyty | s | choy	source-symbol stream
f19r.3	f19r.3|P01	oscheor shy tdaiin chol dor yky	oscheor | shy | tdaiin | chol | dor | yky	source-symbol stream
f19r.4	f19r.4|P01	qokorar daiin chckhy shy kchor	qokorar | daiin | chckhy | shy | kchor	source-symbol stream
f19r.5	f19r.5|P02	otchy tchy qoky daiin r	otchy | tchy | qoky | daiin | r	source-symbol stream
f19r.6	f19r.6|P01	yshor shy daiin otytchy daiin	yshor | shy | daiin | otytchy | daiin	source-symbol stream
f19r.7	f19r.7|P02	qokcho ky cthar dor chan dar	qokcho | ky | cthar | dor | chan | dar	source-symbol stream
f19r.8	f19r.8|P01	or chor daky dal chor dorl shy	or | chor | daky | dal | chor | dorl | shy	source-symbol stream
f19r.9	f19r.9|P02	qotchor dy dor y tchykchy shdaiin	qotchor | dy | dor | y | tchykchy | shdaiin	source-symbol stream
f19v.1	f19v.1|P03	pochaiin cthor chpcheos opchey pykchy	pochaiin | cthor | chpcheos | opchey | pykchy	source-symbol stream
f19v.10	f19v.10|P02	daiin chor daiin qokor y okchan	daiin | chor | daiin | qokor | y | okchan	source-symbol stream
f19v.11	f19v.11|P02	qotol dar okchor daiin cthor otam	qotol | dar | okchor | daiin | cthor | otam	source-symbol stream
f19v.12	f19v.12|P03	otch okchodshy daiin or otaiin dair	otch | okchodshy | daiin | or | otaiin | dair	source-symbol stream
f19v.13	f19v.13|P01	yees ykchol oty ytor ytar ytchor ytaiin	yees | ykchol | oty | ytor | ytar | ytchor | ytaiin	source-symbol stream
f19v.14	f19v.14|P02	otcholcheaiin cthol	otcholcheaiin | cthol	source-symbol stream
f19v.2	f19v.2|P01	qokchy kchol sor qokchos ykchy darom	qokchy | kchol | sor | qokchos | ykchy | darom	source-symbol stream
f19v.3	f19v.3|P02	otchy chol daiin qotol ytol daiin	otchy | chol | daiin | qotol | ytol | daiin	source-symbol stream
f19v.4	f19v.4|P01	ytch chcthy qotol daiin daiin	ytch | chcthy | qotol | daiin | daiin	source-symbol stream
f19v.5	f19v.5|P01	qotchy qoteey daiin doty qot	qotchy | qoteey | daiin | doty | qot	source-symbol stream
f19v.6	f19v.6|P01	ychoy kchor cthol chocthy s	ychoy | kchor | cthol | chocthy | s	source-symbol stream
f19v.7	f19v.7|P02	ycho r chaiin cthor	ycho | r | chaiin | cthor	source-symbol stream
f19v.8	f19v.8|P01	toy tchey qo dchol qokchs dom	toy | tchey | qo | dchol | qokchs | dom	source-symbol stream
f19v.9	f19v.9|P03	ychor oky chor ytal chol okyddor	ychor | oky | chor | ytal | chol | okyddor	source-symbol stream
f1r.1	f1r.1|P02	fachys ykal ar ataiin shol shory cthres y kor sholdy	fachys | ykal | ar | ataiin | shol | shory | cthres | y | kor | sholdy	source-symbol stream
f1r.10	f1r.10|P01	dain os teody	dain | os | teody	source-symbol stream
f1r.11	f1r.11|P03	ydain cphesaiin ols cphey ytain shoshy cphodal es	ydain | cphesaiin | ols | cphey | ytain | shoshy | cphodal | es	source-symbol stream
f1r.12	f1r.12|P01	oksho kshoy otairin oteol okan shodain sckhey daiin	oksho | kshoy | otairin | oteol | okan | shodain | sckhey | daiin	source-symbol stream
f1r.13	f1r.13|P01	shoy ckhey kodaiin cphy cphodaiils cthey sho oldain d	shoy | ckhey | kodaiin | cphy | cphodaiils | cthey | sho | oldain | d	source-symbol stream
f1r.14	f1r.14|P02	dain oiin chol odaiin chodain chdy okain dan cthy kod	dain | oiin | chol | odaiin | chodain | chdy | okain | dan | cthy | kod	source-symbol stream
f1r.15	f1r.15|P02	daiin shckhey ckeor chor shey kol chol chol kor chal	daiin | shckhey | ckeor | chor | shey | kol | chol | chol | kor | chal	source-symbol stream
f1r.16	f1r.16|P02	sho chol shodan kshy kchy dor chodaiin sho kchom	sho | chol | shodan | kshy | kchy | dor | chodaiin | sho | kchom	source-symbol stream
f1r.17	f1r.17|P02	ycho tchey chokain sheo pshol dydyd cthy daicthy	ycho | tchey | chokain | sheo | pshol | dydyd | cthy | daicthy	source-symbol stream
f1r.18	f1r.18|P01	yto shol she kodshey cphealy dar ain dain ckhyds	yto | shol | she | kodshey | cphealy | dar | ain | dain | ckhyds	source-symbol stream
f1r.19	f1r.19|P02	dchar shcthaiin okaiir chey rchy potol cthols dlocta	dchar | shcthaiin | okaiir | chey | rchy | potol | cthols | dlocta	source-symbol stream
f1r.2	f1r.2|P02	sory ckhar or y kair chtaiin shar are cthar cthar dan	sory | ckhar | or | y | kair | chtaiin | shar | are | cthar | cthar | dan	source-symbol stream
f1r.20	f1r.20|P01	shok chor chey dain ckhey	shok | chor | chey | dain | ckhey	source-symbol stream
