language	model_kind	config	seed	unit	category	output	train_occurrences	held_occurrences
latin	real	primary_42L_4D_34S_7N_11W	71	c	L	t	4	1
latin	real	primary_42L_4D_34S_7N_11W	71	h	L	u	2	1
latin	real	primary_42L_4D_34S_7N_11W	71	z	D	ss	2	1
latin	real	primary_42L_4D_34S_7N_11W	71	v	L	l	1	0
latin	real	primary_42L_4D_34S_7N_11W	89	ol	W	exercitus	1825	712
latin	real	primary_42L_4D_34S_7N_11W	89	y	W	omnibus	1554	554
latin	real	primary_42L_4D_34S_7N_11W	89	C	W	caesare	1445	711
latin	real	primary_42L_4D_34S_7N_11W	89	ar	W	exercitum	1423	766
latin	real	primary_42L_4D_34S_7N_11W	89	or	W	legatis	1322	535
latin	real	primary_42L_4D_34S_7N_11W	89	s	W	propter	1322	486
latin	real	primary_42L_4D_34S_7N_11W	89	aN	S	cum	1169	556
latin	real	primary_42L_4D_34S_7N_11W	89	d	W	quibus	1144	597
latin	real	primary_42L_4D_34S_7N_11W	89	o	W	haeduorum	1126	609
latin	real	primary_42L_4D_34S_7N_11W	89	ok	S	per	1084	625
latin	real	primary_42L_4D_34S_7N_11W	89	ot	S	par	1033	689
latin	real	primary_42L_4D_34S_7N_11W	89	k	W	proeliis	1025	478
latin	real	primary_42L_4D_34S_7N_11W	89	al	W	nostris	915	476
latin	real	primary_42L_4D_34S_7N_11W	89	S	S	ter	910	439
latin	real	primary_42L_4D_34S_7N_11W	89	t	N		883	359
latin	real	primary_42L_4D_34S_7N_11W	89	Ce	N		866	609
latin	real	primary_42L_4D_34S_7N_11W	89	qok	S	eti	862	444
latin	real	primary_42L_4D_34S_7N_11W	89	daN	S	qui	844	387
latin	real	primary_42L_4D_34S_7N_11W	89	Cedy	S	ius	732	448
latin	real	primary_42L_4D_34S_7N_11W	89	qot	L	s	727	353
latin	real	primary_42L_4D_34S_7N_11W	89	e	L	i	699	453
latin	real	primary_42L_4D_34S_7N_11W	89	Cy	S	tes	671	212
latin	real	primary_42L_4D_34S_7N_11W	89	E	N		669	497
latin	real	primary_42L_4D_34S_7N_11W	89	l	W	caesar	666	524
latin	real	primary_42L_4D_34S_7N_11W	89	ody	S	ere	608	272
latin	real	primary_42L_4D_34S_7N_11W	89	dy	S	quo	603	204
latin	real	primary_42L_4D_34S_7N_11W	89	aI	S	tum	597	414
latin	real	primary_42L_4D_34S_7N_11W	89	p	N		572	338
latin	real	primary_42L_4D_34S_7N_11W	89	Se	N		570	260
latin	real	primary_42L_4D_34S_7N_11W	89	Col	S	nos	522	188
latin	real	primary_42L_4D_34S_7N_11W	89	Cey	S	tem	521	264
latin	real	primary_42L_4D_34S_7N_11W	89	Ey	L	e	505	370
latin	real	primary_42L_4D_34S_7N_11W	89	ey	S	unt	498	259
latin	real	primary_42L_4D_34S_7N_11W	89	Edy	L	e	469	312
latin	real	primary_42L_4D_34S_7N_11W	89	edy	S	ent	446	253
latin	real	primary_42L_4D_34S_7N_11W	89	od	S	ari	445	222
latin	real	primary_42L_4D_34S_7N_11W	89	Sedy	S	num	418	173
latin	real	primary_42L_4D_34S_7N_11W	89	am	S	tur	408	242
latin	real	primary_42L_4D_34S_7N_11W	89	olk	L	s	402	152
latin	real	primary_42L_4D_34S_7N_11W	89	yk	S	ess	396	149
latin	real	primary_42L_4D_34S_7N_11W	89	Cor	S	ita	376	100
latin	real	primary_42L_4D_34S_7N_11W	89	yt	L	s	375	90
latin	real	primary_42L_4D_34S_7N_11W	89	r	S	de	374	250
latin	real	primary_42L_4D_34S_7N_11W	89	qo	S	in	371	233
latin	real	primary_42L_4D_34S_7N_11W	89	Co	S	ani	364	121
latin	real	primary_42L_4D_34S_7N_11W	89	dal	S	se	362	174
latin	real	primary_42L_4D_34S_7N_11W	89	T	L	s	344	121
latin	real	primary_42L_4D_34S_7N_11W	89	dar	S	res	341	227
latin	real	primary_42L_4D_34S_7N_11W	89	Cdy	S	ium	331	167
latin	real	primary_42L_4D_34S_7N_11W	89	a	L	i	278	128
latin	real	primary_42L_4D_34S_7N_11W	89	Ky	S	non	273	120
latin	real	primary_42L_4D_34S_7N_11W	89	ai	L	i	264	143
latin	real	primary_42L_4D_34S_7N_11W	89	air	L	e	254	210
latin	real	primary_42L_4D_34S_7N_11W	89	Ty	L	a	251	74
latin	real	primary_42L_4D_34S_7N_11W	89	K	L	s	250	98
latin	real	primary_42L_4D_34S_7N_11W	89	Sey	L	a	236	148
latin	real	primary_42L_4D_34S_7N_11W	89	N	L	t	222	88
latin	real	primary_42L_4D_34S_7N_11W	89	f	N		220	104
latin	real	primary_42L_4D_34S_7N_11W	89	ky	S	que	204	69
latin	real	primary_42L_4D_34S_7N_11W	89	So	L	e	201	76
latin	real	primary_42L_4D_34S_7N_11W	89	qokaI	L	a	201	74
latin	real	primary_42L_4D_34S_7N_11W	89	i	L	n	199	118
latin	real	primary_42L_4D_34S_7N_11W	89	op	N		198	110
latin	real	primary_42L_4D_34S_7N_11W	89	Sol	D	ii	195	51
latin	real	primary_42L_4D_34S_7N_11W	89	qokaN	L	l	190	72
latin	real	primary_42L_4D_34S_7N_11W	89	qokEdy	L	l	189	105
latin	real	primary_42L_4D_34S_7N_11W	89	qokal	L	a	187	41
latin	real	primary_42L_4D_34S_7N_11W	89	qokedy	D	xx	185	62
latin	real	primary_42L_4D_34S_7N_11W	89	CE	L	e	178	98
latin	real	primary_42L_4D_34S_7N_11W	89	Sy	S	us	173	68
latin	real	primary_42L_4D_34S_7N_11W	89	eol	L	e	173	75
latin	real	primary_42L_4D_34S_7N_11W	89	q	L	d	173	71
latin	real	primary_42L_4D_34S_7N_11W	89	CEy	S	sar	171	113
latin	real	primary_42L_4D_34S_7N_11W	89	Ceol	L	a	167	77
latin	real	primary_42L_4D_34S_7N_11W	89	daI	S	pro	165	148
latin	real	primary_42L_4D_34S_7N_11W	89	os	S	nis	164	86
latin	real	primary_42L_4D_34S_7N_11W	89	qol	S	min	158	45
latin	real	primary_42L_4D_34S_7N_11W	89	lk	L	s	156	249
latin	real	primary_42L_4D_34S_7N_11W	89	qokEy	D	cc	149	134
latin	real	primary_42L_4D_34S_7N_11W	89	okaN	L	l	144	92
latin	real	primary_42L_4D_34S_7N_11W	89	okal	L	c	143	52
latin	real	primary_42L_4D_34S_7N_11W	89	m	L	t	138	80
latin	real	primary_42L_4D_34S_7N_11W	89	otal	S	mis	130	48
latin	real	primary_42L_4D_34S_7N_11W	89	oky	L	a	129	44
latin	real	primary_42L_4D_34S_7N_11W	89	oty	L	c	127	48
latin	real	primary_42L_4D_34S_7N_11W	89	P	L	r	107	66
latin	real	primary_42L_4D_34S_7N_11W	89	n	L	d	86	37
latin	real	primary_42L_4D_34S_7N_11W	89	g	L	i	73	38
latin	real	primary_42L_4D_34S_7N_11W	89	F	L	n	35	13
latin	real	primary_42L_4D_34S_7N_11W	89	I	L	t	18	9
latin	real	primary_42L_4D_34S_7N_11W	89	x	L	t	14	11
latin	real	primary_42L_4D_34S_7N_11W	89	b	L	o	12	3
latin	real	primary_42L_4D_34S_7N_11W	89	j	L	m	7	3
latin	real	primary_42L_4D_34S_7N_11W	89	u	L	t	5	3
latin	real	primary_42L_4D_34S_7N_11W	89	c	L	m	4	1
latin	real	primary_42L_4D_34S_7N_11W	89	h	L	i	2	1
latin	real	primary_42L_4D_34S_7N_11W	89	z	D	nn	2	1
latin	real	primary_42L_4D_34S_7N_11W	89	v	L	m	1	0
latin	real	primary_42L_4D_34S_7N_11W	107	ol	W	exercitus	1825	712
latin	real	primary_42L_4D_34S_7N_11W	107	y	W	exercitum	1554	554
latin	real	primary_42L_4D_34S_7N_11W	107	C	W	castris	1445	711
latin	real	primary_42L_4D_34S_7N_11W	107	ar	W	caesarem	1423	766
latin	real	primary_42L_4D_34S_7N_11W	107	or	W	caesari	1322	535
latin	real	primary_42L_4D_34S_7N_11W	107	s	W	omnibus	1322	486
latin	real	primary_42L_4D_34S_7N_11W	107	aN	S	tum	1169	556
latin	real	primary_42L_4D_34S_7N_11W	107	d	W	haeduorum	1144	597
latin	real	primary_42L_4D_34S_7N_11W	107	o	W	helvetii	1126	609
latin	real	primary_42L_4D_34S_7N_11W	107	ok	S	quo	1084	625
latin	real	primary_42L_4D_34S_7N_11W	107	ot	S	in	1033	689
latin	real	primary_42L_4D_34S_7N_11W	107	k	W	possent	1025	478
latin	real	primary_42L_4D_34S_7N_11W	107	al	W	civitates	915	476
latin	real	primary_42L_4D_34S_7N_11W	107	S	W	auxilium	910	439
latin	real	primary_42L_4D_34S_7N_11W	107	t	N		883	359
latin	real	primary_42L_4D_34S_7N_11W	107	Ce	S	ani	866	609
latin	real	primary_42L_4D_34S_7N_11W	107	qok	N		862	444
latin	real	primary_42L_4D_34S_7N_11W	107	daN	S	et	844	387
latin	real	primary_42L_4D_34S_7N_11W	107	Cedy	S	tem	732	448
latin	real	primary_42L_4D_34S_7N_11W	107	qot	S	era	727	353
latin	real	primary_42L_4D_34S_7N_11W	107	e	S	ter	699	453
latin	real	primary_42L_4D_34S_7N_11W	107	Cy	S	ant	671	212
latin	real	primary_42L_4D_34S_7N_11W	107	E	N		669	497
latin	real	primary_42L_4D_34S_7N_11W	107	l	S	qui	666	524
latin	real	primary_42L_4D_34S_7N_11W	107	ody	S	ius	608	272
latin	real	primary_42L_4D_34S_7N_11W	107	dy	S	res	603	204
latin	real	primary_42L_4D_34S_7N_11W	107	aI	S	tia	597	414
latin	real	primary_42L_4D_34S_7N_11W	107	p	N		572	338
latin	real	primary_42L_4D_34S_7N_11W	107	Se	S	per	570	260
latin	real	primary_42L_4D_34S_7N_11W	107	Col	S	non	522	188
latin	real	primary_42L_4D_34S_7N_11W	107	Cey	S	nis	521	264
latin	real	primary_42L_4D_34S_7N_11W	107	Ey	L	t	505	370
latin	real	primary_42L_4D_34S_7N_11W	107	ey	S	rat	498	259
latin	real	primary_42L_4D_34S_7N_11W	107	Edy	L	t	469	312
latin	real	primary_42L_4D_34S_7N_11W	107	edy	L	t	446	253
latin	real	primary_42L_4D_34S_7N_11W	107	od	S	re	445	222
latin	real	primary_42L_4D_34S_7N_11W	107	Sedy	S	iam	418	173
latin	real	primary_42L_4D_34S_7N_11W	107	am	S	rum	408	242
latin	real	primary_42L_4D_34S_7N_11W	107	olk	L	e	402	152
latin	real	primary_42L_4D_34S_7N_11W	107	yk	L	e	396	149
latin	real	primary_42L_4D_34S_7N_11W	107	Cor	S	nos	376	100
latin	real	primary_42L_4D_34S_7N_11W	107	yt	L	e	375	90
latin	real	primary_42L_4D_34S_7N_11W	107	r	L	i	374	250
latin	real	primary_42L_4D_34S_7N_11W	107	qo	S	par	371	233
latin	real	primary_42L_4D_34S_7N_11W	107	Co	S	tri	364	121
latin	real	primary_42L_4D_34S_7N_11W	107	dal	S	ari	362	174
latin	real	primary_42L_4D_34S_7N_11W	107	T	L	e	344	121
latin	real	primary_42L_4D_34S_7N_11W	107	dar	S	qua	341	227
latin	real	primary_42L_4D_34S_7N_11W	107	Cdy	S	cum	331	167
latin	real	primary_42L_4D_34S_7N_11W	107	a	L	t	278	128
latin	real	primary_42L_4D_34S_7N_11W	107	Ky	L	a	273	120
latin	real	primary_42L_4D_34S_7N_11W	107	ai	L	i	264	143
latin	real	primary_42L_4D_34S_7N_11W	107	air	L	t	254	210
latin	real	primary_42L_4D_34S_7N_11W	107	Ty	L	a	251	74
latin	real	primary_42L_4D_34S_7N_11W	107	K	L	e	250	98
latin	real	primary_42L_4D_34S_7N_11W	107	Sey	L	a	236	148
latin	real	primary_42L_4D_34S_7N_11W	107	N	L	s	222	88
latin	real	primary_42L_4D_34S_7N_11W	107	f	N		220	104
latin	real	primary_42L_4D_34S_7N_11W	107	ky	L	i	204	69
latin	real	primary_42L_4D_34S_7N_11W	107	So	S	men	201	76
latin	real	primary_42L_4D_34S_7N_11W	107	qokaI	D	xx	201	74
latin	real	primary_42L_4D_34S_7N_11W	107	i	L	i	199	118
latin	real	primary_42L_4D_34S_7N_11W	107	op	N		198	110
latin	real	primary_42L_4D_34S_7N_11W	107	Sol	S	se	195	51
latin	real	primary_42L_4D_34S_7N_11W	107	qokaN	S	bat	190	72
latin	real	primary_42L_4D_34S_7N_11W	107	qokEdy	D	ii	189	105
latin	real	primary_42L_4D_34S_7N_11W	107	qokal	L	c	187	41
latin	real	primary_42L_4D_34S_7N_11W	107	qokedy	L	p	185	62
latin	real	primary_42L_4D_34S_7N_11W	107	CE	L	s	178	98
latin	real	primary_42L_4D_34S_7N_11W	107	Sy	S	atu	173	68
latin	real	primary_42L_4D_34S_7N_11W	107	eol	L	t	173	75
latin	real	primary_42L_4D_34S_7N_11W	107	q	S	eti	173	71
latin	real	primary_42L_4D_34S_7N_11W	107	CEy	S	mis	171	113
latin	real	primary_42L_4D_34S_7N_11W	107	Ceol	S	iis	167	77
latin	real	primary_42L_4D_34S_7N_11W	107	daI	L	a	165	148
latin	real	primary_42L_4D_34S_7N_11W	107	os	L	a	164	86
latin	real	primary_42L_4D_34S_7N_11W	107	qol	S	hos	158	45
latin	real	primary_42L_4D_34S_7N_11W	107	lk	L	e	156	249
latin	real	primary_42L_4D_34S_7N_11W	107	qokEy	D	cc	149	134
latin	real	primary_42L_4D_34S_7N_11W	107	okaN	L	a	144	92
latin	real	primary_42L_4D_34S_7N_11W	107	okal	L	c	143	52
latin	real	primary_42L_4D_34S_7N_11W	107	m	L	s	138	80
latin	real	primary_42L_4D_34S_7N_11W	107	otal	L	c	130	48
latin	real	primary_42L_4D_34S_7N_11W	107	oky	L	m	129	44
latin	real	primary_42L_4D_34S_7N_11W	107	oty	L	c	127	48
latin	real	primary_42L_4D_34S_7N_11W	107	P	N		107	66
latin	real	primary_42L_4D_34S_7N_11W	107	n	L	o	86	37
latin	real	primary_42L_4D_34S_7N_11W	107	g	L	i	73	38
latin	real	primary_42L_4D_34S_7N_11W	107	F	L	u	35	13
latin	real	primary_42L_4D_34S_7N_11W	107	I	L	s	18	9
latin	real	primary_42L_4D_34S_7N_11W	107	x	L	l	14	11
latin	real	primary_42L_4D_34S_7N_11W	107	b	L	i	12	3
latin	real	primary_42L_4D_34S_7N_11W	107	j	L	q	7	3
latin	real	primary_42L_4D_34S_7N_11W	107	u	L	c	5	3
latin	real	primary_42L_4D_34S_7N_11W	107	c	L	l	4	1
latin	real	primary_42L_4D_34S_7N_11W	107	h	D	dd	2	1
latin	real	primary_42L_4D_34S_7N_11W	107	z	L	o	2	1
latin	real	primary_42L_4D_34S_7N_11W	107	v	L	v	1	0
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ol	W	omnibus	1825	712
latin	real	sensitivity_36L_4D_40S_7N_11W	311	y	W	exercitus	1554	554
latin	real	sensitivity_36L_4D_40S_7N_11W	311	C	W	proelium	1445	711
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ar	W	hostibus	1423	766
latin	real	sensitivity_36L_4D_40S_7N_11W	311	or	W	auxilium	1322	535
latin	real	sensitivity_36L_4D_40S_7N_11W	311	s	W	caesar	1322	486
latin	real	sensitivity_36L_4D_40S_7N_11W	311	aN	S	cum	1169	556
latin	real	sensitivity_36L_4D_40S_7N_11W	311	d	W	proeliis	1144	597
latin	real	sensitivity_36L_4D_40S_7N_11W	311	o	W	haeduorum	1126	609
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ok	S	per	1084	625
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ot	N		1033	689
latin	real	sensitivity_36L_4D_40S_7N_11W	311	k	W	coeperunt	1025	478
latin	real	sensitivity_36L_4D_40S_7N_11W	311	al	W	quibus	915	476
latin	real	sensitivity_36L_4D_40S_7N_11W	311	S	S	con	910	439
latin	real	sensitivity_36L_4D_40S_7N_11W	311	t	S	ter	883	359
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Ce	N		866	609
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qok	N		862	444
latin	real	sensitivity_36L_4D_40S_7N_11W	311	daN	S	quo	844	387
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Cedy	S	et	732	448
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qot	S	ari	727	353
latin	real	sensitivity_36L_4D_40S_7N_11W	311	e	N		699	453
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Cy	W	milia	671	212
latin	real	sensitivity_36L_4D_40S_7N_11W	311	E	N		669	497
latin	real	sensitivity_36L_4D_40S_7N_11W	311	l	S	tra	666	524
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ody	S	ant	608	272
latin	real	sensitivity_36L_4D_40S_7N_11W	311	dy	S	tur	603	204
latin	real	sensitivity_36L_4D_40S_7N_11W	311	aI	S	mis	597	414
latin	real	sensitivity_36L_4D_40S_7N_11W	311	p	N		572	338
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Se	S	pos	570	260
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Col	S	iis	522	188
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Cey	S	rat	521	264
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Ey	S	ere	505	370
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ey	S	is	498	259
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Edy	S	ent	469	312
latin	real	sensitivity_36L_4D_40S_7N_11W	311	edy	S	unt	446	253
latin	real	sensitivity_36L_4D_40S_7N_11W	311	od	S	tem	445	222
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Sedy	S	que	418	173
latin	real	sensitivity_36L_4D_40S_7N_11W	311	am	S	qua	408	242
latin	real	sensitivity_36L_4D_40S_7N_11W	311	olk	N		402	152
latin	real	sensitivity_36L_4D_40S_7N_11W	311	yk	S	ver	396	149
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Cor	S	num	376	100
latin	real	sensitivity_36L_4D_40S_7N_11W	311	yt	S	min	375	90
latin	real	sensitivity_36L_4D_40S_7N_11W	311	r	L	a	374	250
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qo	S	pro	371	233
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Co	L	e	364	121
latin	real	sensitivity_36L_4D_40S_7N_11W	311	dal	S	era	362	174
latin	real	sensitivity_36L_4D_40S_7N_11W	311	T	L	i	344	121
latin	real	sensitivity_36L_4D_40S_7N_11W	311	dar	S	si	341	227
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Cdy	S	tes	331	167
latin	real	sensitivity_36L_4D_40S_7N_11W	311	a	L	e	278	128
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Ky	S	se	273	120
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ai	L	u	264	143
latin	real	sensitivity_36L_4D_40S_7N_11W	311	air	L	e	254	210
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Ty	S	tum	251	74
latin	real	sensitivity_36L_4D_40S_7N_11W	311	K	S	su	250	98
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Sey	S	ea	236	148
latin	real	sensitivity_36L_4D_40S_7N_11W	311	N	L	t	222	88
latin	real	sensitivity_36L_4D_40S_7N_11W	311	f	L	s	220	104
latin	real	sensitivity_36L_4D_40S_7N_11W	311	ky	S	set	204	69
latin	real	sensitivity_36L_4D_40S_7N_11W	311	So	S	ad	201	76
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qokaI	L	l	201	74
latin	real	sensitivity_36L_4D_40S_7N_11W	311	i	L	n	199	118
latin	real	sensitivity_36L_4D_40S_7N_11W	311	op	L	s	198	110
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Sol	L	a	195	51
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qokaN	D	ii	190	72
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qokEdy	L	c	189	105
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qokal	S	ae	187	41
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qokedy	L	a	185	62
latin	real	sensitivity_36L_4D_40S_7N_11W	311	CE	L	s	178	98
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Sy	S	cit	173	68
latin	real	sensitivity_36L_4D_40S_7N_11W	311	eol	S	nis	173	75
latin	real	sensitivity_36L_4D_40S_7N_11W	311	q	S	par	173	71
latin	real	sensitivity_36L_4D_40S_7N_11W	311	CEy	L	e	171	113
latin	real	sensitivity_36L_4D_40S_7N_11W	311	Ceol	L	e	167	77
latin	real	sensitivity_36L_4D_40S_7N_11W	311	daI	D	xx	165	148
latin	real	sensitivity_36L_4D_40S_7N_11W	311	os	S	tia	164	86
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qol	L	a	158	45
latin	real	sensitivity_36L_4D_40S_7N_11W	311	lk	L	n	156	249
latin	real	sensitivity_36L_4D_40S_7N_11W	311	qokEy	L	c	149	134
latin	real	sensitivity_36L_4D_40S_7N_11W	311	okaN	L	t	144	92
latin	real	sensitivity_36L_4D_40S_7N_11W	311	okal	L	c	143	52
latin	real	sensitivity_36L_4D_40S_7N_11W	311	m	L	t	138	80
latin	real	sensitivity_36L_4D_40S_7N_11W	311	otal	S	er	130	48
latin	real	sensitivity_36L_4D_40S_7N_11W	311	oky	L	a	129	44
latin	real	sensitivity_36L_4D_40S_7N_11W	311	oty	L	s	127	48
latin	real	sensitivity_36L_4D_40S_7N_11W	311	P	L	i	107	66
latin	real	sensitivity_36L_4D_40S_7N_11W	311	n	L	t	86	37
latin	real	sensitivity_36L_4D_40S_7N_11W	311	g	L	t	73	38
latin	real	sensitivity_36L_4D_40S_7N_11W	311	F	L	i	35	13
latin	real	sensitivity_36L_4D_40S_7N_11W	311	I	L	c	18	9
latin	real	sensitivity_36L_4D_40S_7N_11W	311	x	L	c	14	11
latin	real	sensitivity_36L_4D_40S_7N_11W	311	b	L	m	12	3
latin	real	sensitivity_36L_4D_40S_7N_11W	311	j	L	l	7	3
latin	real	sensitivity_36L_4D_40S_7N_11W	311	u	L	a	5	3
latin	real	sensitivity_36L_4D_40S_7N_11W	311	c	L	e	4	1
latin	real	sensitivity_36L_4D_40S_7N_11W	311	h	D	mm	2	1
latin	real	sensitivity_36L_4D_40S_7N_11W	311	z	L	g	2	1
latin	real	sensitivity_36L_4D_40S_7N_11W	311	v	D	ll	1	0
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ol	W	legiones	1825	712
latin	real	sensitivity_36L_4D_40S_7N_11W	329	y	W	possent	1554	554
latin	real	sensitivity_36L_4D_40S_7N_11W	329	C	W	legatis	1445	711
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ar	W	navibus	1423	766
latin	real	sensitivity_36L_4D_40S_7N_11W	329	or	W	milia	1322	535
latin	real	sensitivity_36L_4D_40S_7N_11W	329	s	W	civitates	1322	486
latin	real	sensitivity_36L_4D_40S_7N_11W	329	aN	S	cum	1169	556
latin	real	sensitivity_36L_4D_40S_7N_11W	329	d	W	galliae	1144	597
latin	real	sensitivity_36L_4D_40S_7N_11W	329	o	W	exercitus	1126	609
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ok	N		1084	625
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ot	S	ver	1033	689
latin	real	sensitivity_36L_4D_40S_7N_11W	329	k	W	haeduis	1025	478
latin	real	sensitivity_36L_4D_40S_7N_11W	329	al	W	castris	915	476
latin	real	sensitivity_36L_4D_40S_7N_11W	329	S	S	era	910	439
latin	real	sensitivity_36L_4D_40S_7N_11W	329	t	W	hostibus	883	359
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Ce	S	tra	866	609
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qok	S	per	862	444
latin	real	sensitivity_36L_4D_40S_7N_11W	329	daN	S	rum	844	387
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Cedy	S	ari	732	448
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qot	S	ad	727	353
latin	real	sensitivity_36L_4D_40S_7N_11W	329	e	N		699	453
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Cy	S	ius	671	212
latin	real	sensitivity_36L_4D_40S_7N_11W	329	E	N		669	497
latin	real	sensitivity_36L_4D_40S_7N_11W	329	l	S	res	666	524
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ody	S	tis	608	272
latin	real	sensitivity_36L_4D_40S_7N_11W	329	dy	S	que	603	204
latin	real	sensitivity_36L_4D_40S_7N_11W	329	aI	S	est	597	414
latin	real	sensitivity_36L_4D_40S_7N_11W	329	p	N		572	338
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Se	S	pro	570	260
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Col	S	ani	522	188
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Cey	S	int	521	264
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Ey	S	tur	505	370
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ey	S	ere	498	259
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Edy	S	tem	469	312
latin	real	sensitivity_36L_4D_40S_7N_11W	329	edy	S	ore	446	253
latin	real	sensitivity_36L_4D_40S_7N_11W	329	od	N		445	222
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Sedy	S	is	418	173
latin	real	sensitivity_36L_4D_40S_7N_11W	329	am	S	iis	408	242
latin	real	sensitivity_36L_4D_40S_7N_11W	329	olk	N		402	152
latin	real	sensitivity_36L_4D_40S_7N_11W	329	yk	L	s	396	149
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Cor	S	are	376	100
latin	real	sensitivity_36L_4D_40S_7N_11W	329	yt	N		375	90
latin	real	sensitivity_36L_4D_40S_7N_11W	329	r	S	rem	374	250
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qo	S	cas	371	233
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Co	S	ine	364	121
latin	real	sensitivity_36L_4D_40S_7N_11W	329	dal	S	num	362	174
latin	real	sensitivity_36L_4D_40S_7N_11W	329	T	L	t	344	121
latin	real	sensitivity_36L_4D_40S_7N_11W	329	dar	S	sar	341	227
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Cdy	S	nis	331	167
latin	real	sensitivity_36L_4D_40S_7N_11W	329	a	S	de	278	128
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Ky	L	t	273	120
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ai	L	i	264	143
latin	real	sensitivity_36L_4D_40S_7N_11W	329	air	S	ex	254	210
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Ty	S	nte	251	74
latin	real	sensitivity_36L_4D_40S_7N_11W	329	K	L	s	250	98
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Sey	L	a	236	148
latin	real	sensitivity_36L_4D_40S_7N_11W	329	N	L	t	222	88
latin	real	sensitivity_36L_4D_40S_7N_11W	329	f	L	t	220	104
latin	real	sensitivity_36L_4D_40S_7N_11W	329	ky	L	t	204	69
latin	real	sensitivity_36L_4D_40S_7N_11W	329	So	L	a	201	76
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qokaI	L	x	201	74
latin	real	sensitivity_36L_4D_40S_7N_11W	329	i	L	u	199	118
latin	real	sensitivity_36L_4D_40S_7N_11W	329	op	L	c	198	110
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Sol	S	nos	195	51
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qokaN	S	iti	190	72
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qokEdy	L	a	189	105
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qokal	L	e	187	41
latin	real	sensitivity_36L_4D_40S_7N_11W	329	qokedy	L	m	185	62
latin	real	sensitivity_36L_4D_40S_7N_11W	329	CE	L	a	178	98
latin	real	sensitivity_36L_4D_40S_7N_11W	329	Sy	S	qui	173	68
