page	physical_folio	locus	chunk_index	section	units	decoded_seed_11	decoded_seed_29	decoded_seed_47	decoded_seed_71	decoded_seed_89	decoded_seed_107
f81v	f81	f81v.11	3	B	oky	a	a	xx	a	a	m
f81v	f81	f81v.11	4	B	yk Ey	se	st	iis	misi	esse	et
f81v	f81	f81v.11	5	B	qok y	per caesar	ver exercitum	e caesaris	res nostrorum	eti omnibus	exercitum
f81v	f81	f81v.11	6	B	oky	a	a	xx	a	a	m
f81v	f81	f81v.11	7	B	l ky	t	a	arii	quius	caesar que	quii
f81v	f81	f81v.11	8	B	ol Cy	omnibus ere	castris cum	haeduorum que	caesarem tus	exercitus tes	exercitus ant
f81v	f81	f81v.11	9	B	ky	t	a	i	us	que	i
f81v	f81	f81v.11	10	B	d Sol y d	exercitum ac caesar exercitum	exercitus ii exercitum exercitus	celeriter sar caesaris celeriter	civitates que nostrorum civitates	quibus ii omnibus quibus	haeduorum se exercitum haeduorum
f81v	f81	f81v.12	0	B	qol	c	pro	ad	min	min	hos
f81v	f81	f81v.12	1	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.12	2	B	Cdy	ant	sar	num	tis	ium	cum
f81v	f81	f81v.12	3	B	Sedy	et	qua	est	num	num	iam
f81v	f81	f81v.12	4	B	qokedy	xx	c	l	ii	xx	p
f81v	f81	f81v.12	5	B	yt edy	dei	et	res	si	sent	et
f81v	f81	f81v.12	6	B	Ce t edy	ari legatos i	proelium t	rhenum res	caesaris i	ent	anit
f81v	f81	f81v.12	7	B	lk e d ey	s exercitum i	e exercitus sse	i celeriter tur	omn civitates e	si quibus unt	eter haeduorum rat
f81v	f81	f81v.12	8	B	yt edy	dei	et	res	si	sent	et
f81v	f81	f81v.13	0	B	yk e Sey	sa	ssi	t	misa	essia	etera
f81v	f81	f81v.13	1	B	d C s edy t edy	exercitum habebat legiones i legatos i	exercitus civitates proeliis t proelium t	celeriter nostrorum possent resres	civitates legiones galliae i caesaris i	quibus caesare propter entent	haeduorum castris omnibus tt
f81v	f81	f81v.13	2	B	yt edy	dei	et	res	si	sent	et
f81v	f81	f81v.13	3	B	dar	a	mis	de	ani	res	qua
f81v	f81	f81v.13	4	B	yk e d a y	s exercitum e caesar	s exercitus i exercitum	celeriter i caesaris	mis civitates i nostrorum	essi quibus i omnibus	eter haeduorum t exercitum
f81v	f81	f81v.13	5	B	qot y	non caesar	res exercitum	caesaris	s nostrorum	s omnibus	era exercitum
f81v	f81	f81v.13	6	B	yk edy	si	st	res	misi	essent	et
f81v	f81	f81v.13	7	B	okal	c	s	a	a	c	c
f81v	f81	f81v.14	0	B	d Sedy	exercitum et	exercitus qua	celeriter est	civitates num	quibus num	haeduorum iam
f81v	f81	f81v.14	1	B	yk Edy	se	st	et	mise	esse	et
f81v	f81	f81v.14	2	B	S E ky	cont	essent a	legatos rei	navibus us	terque	auxilium i
f81v	f81	f81v.14	3	B	daN	qua	est	non	rem	qui	et
f81v	f81	f81v.14	4	B	ok edy	etii	int	inres	teri	perent	quot
f81v	f81	f81v.14	5	B	qok E d	per exercitum	ver exercitus	ere celeriter	res civitates	eti quibus	haeduorum
f81v	f81	f81v.14	6	B	qokedy	xx	c	l	ii	xx	p
f81v	f81	f81v.14	7	B	l C p Cdy	habebat ant	civitates sar	ari nostrorum num	qui legiones tis	caesar caesare ium	qui castris cum
f81v	f81	f81v.15	0	B	qokal	e	p	a	c	a	c
f81v	f81	f81v.15	1	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.15	2	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.15	3	B	S Ey	cone	essent t	legatos iis	navibus i	tere	auxilium t
f81v	f81	f81v.15	4	B	s al S T dy	legiones navibus conaesque	proeliis finibus essent erem	possent qui legatos amis	galliae galliam navibus squo	propter nostris tersquo	omnibus civitates auxilium eres
f81v	f81	f81v.15	5	B	qo f Cedy	cerani	minius	teretem	partem	inius	partem
f81v	f81	f81v.15	6	B	r	nos	tur	pro	bus	de	i
f81v	f81	f81v.15	7	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.15	8	B	l t ar y	legatos helvetii caesar	proelium tum exercitum	ari caesar caesaris	qui caesaris castris nostrorum	caesar exercitum omnibus	qui caesarem exercitum
f81v	f81	f81v.16	0	B	l or	longius	hostibus	ari omnibus	qui caesar	caesar legatis	qui caesari
f81v	f81	f81v.16	1	B	Sedy	et	qua	est	num	num	iam
f81v	f81	f81v.16	2	B	qo Edy	cere	mint	teret	pare	ine	part
f81v	f81	f81v.16	3	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.16	4	B	Cy	ere	cum	que	tus	tes	ant
f81v	f81	f81v.16	5	B	r S dy	nosconque	tur essent rem	pro legatos mis	bus navibus quo	deterquo	i auxilium res
f81v	f81	f81v.16	6	B	l Sedy	et	qua	ariest	quinum	caesar num	quiiam
f81v	f81	f81v.16	7	B	dar	a	mis	de	ani	res	qua
f81v	f81	f81v.16	8	B	Cdy	ant	sar	num	tis	ium	cum
f81v	f81	f81v.16	9	B	p Cdy	ant	sar	num	tis	ium	cum
f81v	f81	f81v.17	0	B	s S k Cdy	legiones con helvetios ant	proeliis essent haeduorum sar	possent legatos gallorum num	galliae navibus aritis	propter ter proeliis ium	omnibus auxilium possent cum
f81v	f81	f81v.17	1	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.17	2	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.17	3	B	Sedy	et	qua	est	num	num	iam
f81v	f81	f81v.17	4	B	qol Cedy	cani	proius	adtem	mintem	minius	hostem
f81v	f81	f81v.17	5	B	qokaI	cc	xx	cc	xx	a	xx
f81v	f81	f81v.17	6	B	Ky	tur	a	m	t	non	a
f81v	f81	f81v.17	7	B	d l	exercitum	exercitus	celeriter ari	civitates qui	quibus caesar	haeduorum qui
f81v	f81	f81v.17	8	B	r al	nos navibus	tur finibus	proqui	bus galliam	de nostris	i civitates
f81v	f81	f81v.18	0	B	qok Cdy	perant	versar	enum	restis	etiium	cum
f81v	f81	f81v.18	1	B	Cey	iis	iis	rat	ant	tem	nis
f81v	f81	f81v.18	2	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.18	3	B	Ce ky	arit	a	rhenum i	us	que	anii
f81v	f81	f81v.18	4	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.18	5	B	Sedy	et	qua	est	num	num	iam
f81v	f81	f81v.18	6	B	qokedy	xx	c	l	ii	xx	p
f81v	f81	f81v.18	7	B	qokedy	xx	c	l	ii	xx	p
f81v	f81	f81v.18	8	B	C Ky	habebat tur	civitates a	nostrorum m	legiones t	caesare non	castris a
f81v	f81	f81v.18	9	B	qok y	per caesar	ver exercitum	e caesaris	res nostrorum	eti omnibus	exercitum
f81v	f81	f81v.19	0	B	s olk Ey	legiones se	proeliis et	possent neriis	galliae ari	propter se	omnibus et
f81v	f81	f81v.19	1	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.19	2	B	Sedy	et	qua	est	num	num	iam
f81v	f81	f81v.19	3	B	qok ar	per helvetii	vertum	e caesar	res castris	eti exercitum	caesarem
f81v	f81	f81v.19	4	B	S Ky	contur	essent a	legatos m	navibus t	ternon	auxilium a
f81v	f81	f81v.19	5	B	d edy	exercitum i	exercitus t	celeriter res	civitates i	quibus ent	haeduorum t
f81v	f81	f81v.19	6	B	qok ar	per helvetii	vertum	e caesar	res castris	eti exercitum	caesarem
f81v	f81	f81v.19	7	B	qokal	e	p	a	c	a	c
f81v	f81	f81v.19	8	B	d ol Cy	exercitum omnibus ere	exercitus castris cum	celeriter haeduorum que	civitates caesarem tus	quibus exercitus tes	haeduorum exercitus ant
f81v	f81	f81v.20	0	B	qo T ey	ceraesi	minesse	teratur	parse	insunt	parerat
f81v	f81	f81v.20	1	B	Ce k al	ari helvetios navibus	haeduorum finibus	rhenum gallorum qui	ari galliam	proeliis nostris	ani possent civitates
f81v	f81	f81v.20	2	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.20	3	B	qokedy	xx	c	l	ii	xx	p
f81v	f81	f81v.20	4	B	l Se t y	quo legatos caesar	iti proelium exercitum	aritra caesaris	quiver caesaris nostrorum	caesar omnibus	quiper exercitum
f81v	f81	f81v.20	5	B	qol dy	cque	prorem	admis	minquo	minquo	hosres
f81v	f81	f81v.20	6	B	l t edy	legatos i	proelium t	arires	qui caesaris i	caesar ent	quit
f81v	f81	f81v.20	7	B	qot aI	noncum	resum	ius	sius	stum	eratia
f81v	f81	f81v.21	0	B	l So	tri	ad	aria	quia	caesar e	quimen
f81v	f81	f81v.21	1	B	qok ey	peri	versse	etur	rese	etiunt	rat
f81v	f81	f81v.21	2	B	l Sedy	et	qua	ariest	quinum	caesar num	quiiam
f81v	f81	f81v.21	3	B	l Sedy	et	qua	ariest	quinum	caesar num	quiiam
f81v	f81	f81v.21	4	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.21	5	B	q olk y	ins caesar	se exercitum	iner caesaris	dar nostrorum	ds omnibus	etie exercitum
f81v	f81	f81v.21	6	B	l Ce dal	aria	nis	ari rhenum tri	quiiti	caesar se	quianiari
f81v	f81	f81v.21	7	B	qol	c	pro	ad	min	min	hos
f81v	f81	f81v.21	8	B	ot ar	ven helvetii	contum	caesar	per castris	par exercitum	in caesarem
f81v	f81	f81v.22	0	B	qokal	e	p	a	c	a	c
f81v	f81	f81v.22	1	B	qol	c	pro	ad	min	min	hos
f81v	f81	f81v.22	2	B	o N	civitates e	legiones t	legiones e	omnibus t	haeduorum t	helvetii s
f81v	f81	f81v.22	3	B	CEy	cae	tus	a	si	sar	mis
f81v	f81	f81v.22	4	B	dal	a	nis	tri	iti	se	ari
f81v	f81	f81v.22	5	B	l Cedy	ani	ius	aritem	quitem	caesar ius	quitem
f81v	f81	f81v.22	6	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.22	7	B	s al C t edy t ar	legiones navibus habebat legatos i legatos helvetii	proeliis finibus civitates proelium t proelium tum	possent qui nostrorum res caesar	galliae galliam legiones caesaris i caesaris castris	propter nostris caesare ent exercitum	omnibus civitates castris t caesarem
f81v	f81	f81v.23	0	B	Sol	ac	ii	sar	que	ii	se
f81v	f81	f81v.23	1	B	q e t Cy	in legatos ere	s proelium cum	ique	d caesaris tus	dites	etiterant
f81v	f81	f81v.23	2	B	yk aN	stum	squi	cum	miscum	esscum	etum
f81v	f81	f81v.23	3	B	olk aI	scum	eum	nerius	arius	stum	etia
f81v	f81	f81v.23	4	B	Sedy	et	qua	est	num	num	iam
f81v	f81	f81v.23	5	B	qok y	per caesar	ver exercitum	e caesaris	res nostrorum	eti omnibus	exercitum
f81v	f81	f81v.23	6	B	d Cedy	exercitum ani	exercitus ius	celeriter tem	civitates tem	quibus ius	haeduorum tem
f81v	f81	f81v.23	7	B	r ol	nos omnibus	tur castris	pro haeduorum	bus caesarem	de exercitus	i exercitus
f81v	f81	f81v.23	8	B	ol T dy	omnibus aesque	castris erem	haeduorum amis	caesarem squo	exercitus squo	exercitus eres
f81v	f81	f81v.24	0	B	yt ey	dei	esse	tur	se	sunt	erat
f81v	f81	f81v.24	1	B	ok Cedy	etiani	inius	intem	tertem	perius	quotem
f81v	f81	f81v.24	2	B	qokal	e	p	a	c	a	c
f81v	f81	f81v.24	3	B	ok Ey	etie	int	iniis	teri	pere	quot
f81v	f81	f81v.24	4	B	qol	c	pro	ad	min	min	hos
f81v	f81	f81v.24	5	B	C Edy	habebat e	civitates t	nostrorum et	legiones e	caesare e	castris t
f81v	f81	f81v.24	6	B	s al	legiones navibus	proeliis finibus	possent qui	galliae galliam	propter nostris	omnibus civitates
f81v	f81	f81v.24	7	B	t eol	legatos i	proelium t	t	caesaris e	e	t
f81v	f81	f81v.24	8	B	d Cdy	exercitum ant	exercitus sar	celeriter num	civitates tis	quibus ium	haeduorum cum
f81v	f81	f81v.24	9	B	l y	caesar	exercitum	ari caesaris	qui nostrorum	caesar omnibus	qui exercitum
f81v	f81	f81v.25	0	B	o Sedy	civitates et	legiones qua	legiones est	omnibus num	haeduorum num	helvetii iam
f81v	f81	f81v.25	1	B	qot edy	noni	rest	res	si	sent	erat
f81v	f81	f81v.25	2	B	Sol	ac	ii	sar	que	ii	se
f81v	f81	f81v.25	3	B	Cedy	ani	ius	tem	tem	ius	tem
f81v	f81	f81v.25	4	B	y S Cey	caesar coniis	exercitum essent iis	caesaris legatos rat	nostrorum navibus ant	omnibus tertem	exercitum auxilium nis
f81v	f81	f81v.25	5	B	ol Cey	omnibus iis	castris iis	haeduorum rat	caesarem ant	exercitus tem	exercitus nis
f81v	f81	f81v.25	6	B	qol Cedy t C d	cani legatos habebat exercitum	proius proelium civitates exercitus	adtem nostrorum celeriter	mintem caesaris legiones civitates	minius caesare quibus	hostem castris haeduorum
f81v	f81	f81v.25	7	B	oky	a	a	xx	a	a	m
f81v	f81	f81v.26	0	B	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f81v	f81	f81v.26	1	B	Ce Col t ar	ariint legatos helvetii	non proelium tum	rhenum ani caesar	est caesaris castris	nos exercitum	aninon caesarem
f81v	f81	f81v.26	2	B	o N	civitates e	legiones t	legiones e	omnibus t	haeduorum t	helvetii s
f81v	f81	f81v.26	3	B	ok edy	etii	int	inres	teri	perent	quot
f81v	f81	f81v.26	4	B	dal	a	nis	tri	iti	se	ari
f81v	f81	f81v.26	5	B	Sey	a	si	t	a	a	a
f81v	f81	f81v.26	6	B	olk eol	si	et	nert	are	se	et
f81v	f81	f81v.26	7	B	olk Edy	se	et	neret	are	se	et
f81v	f81	f81v.26	8	B	ok eol	etii	int	int	tere	pere	quot
f81v	f81	f81v.27	0	B	d Se ol	exercitum quo omnibus	exercitus iti castris	celeriter tra haeduorum	civitates ver caesarem	quibus exercitus	haeduorum per exercitus
f81v	f81	f81v.27	1	B	o i N	civitates ie	legiones nt	legiones ue	omnibus it	haeduorum nt	helvetii is
f81v	f81	f81v.27	2	B	olk Edy	se	et	neret	are	se	et
f81v	f81	f81v.27	3	B	t edy	legatos i	proelium t	res	caesaris i	ent	t
f81v	f81	f81v.27	4	B	Ce ky	arit	a	rhenum i	us	que	anii
f81v	f81	f81v.27	5	B	S K edy	consi	essent et	legatos eres	navibus si	tersent	auxilium et
f81v	f81	f81v.27	6	B	C al	habebat navibus	civitates finibus	nostrorum qui	legiones galliam	caesare nostris	castris civitates
f81v	f81	f81v.28	0	B	ot aI	vencum	conum	ius	perius	partum	intia
f81v	f81	f81v.28	1	B	olk al	s navibus	e finibus	nerqui	ar galliam	s nostris	e civitates
f85r1	f85	f85r1.1	0	T	p d Se ody	exercitum quotra	exercitus itique	celeriter traret	civitates verunt	quibus ere	haeduorum perius
f85r1	f85	f85r1.1	1	T	S d ol	con exercitum omnibus	essent exercitus castris	legatos celeriter haeduorum	navibus civitates caesarem	ter quibus exercitus	auxilium haeduorum exercitus
f85r1	f85	f85r1.1	2	T	Sey	a	si	t	a	a	a
f85r1	f85	f85r1.1	3	T	ot Cdy	venant	consar	num	pertis	parium	incum
f85r1	f85	f85r1.1	4	T	d Sedy	exercitum et	exercitus qua	celeriter est	civitates num	quibus num	haeduorum iam
f85r1	f85	f85r1.1	5	T	s o E edy	legiones civitates i	proeliis legiones t	possent legiones reres	galliae omnibus i	propter haeduorum ent	omnibus helvetii t
f85r1	f85	f85r1.1	6	T	d Ce f o ey	exercitum ari civitates i	exercitus legiones sse	celeriter rhenum e legiones tur	civitates omnibus e	quibus haeduorum unt	haeduorum ani helvetii rat
f85r1	f85	f85r1.1	7	T	s air	legiones a	proeliis a	possent ita	galliae a	propter e	omnibus t
f85r1	f85	f85r1.1	8	T	Sedy	et	qua	est	num	num	iam
f85r1	f85	f85r1.1	9	T	s od air Sey	legiones teraa	proeliis ariasi	possent peritat	galliae eaa	propter ariea	omnibus reta
f85r1	f85	f85r1.2	0	T	y o N	caesar civitates e	exercitum legiones t	caesaris legiones e	nostrorum omnibus t	omnibus haeduorum t	exercitum helvetii s
f85r1	f85	f85r1.2	1	T	CEy	cae	tus	a	si	sar	mis
f85r1	f85	f85r1.2	2	T	qo T dy	ceraesque	minerem	teramis	parsquo	insquo	pareres
f85r1	f85	f85r1.2	3	T	ot edy	veni	cont	res	peri	parent	int
f85r1	f85	f85r1.2	4	T	d ol	exercitum omnibus	exercitus castris	celeriter haeduorum	civitates caesarem	quibus exercitus	haeduorum exercitus
f85r1	f85	f85r1.2	5	T	ar aN	helvetii tum	tumqui	caesar cum	castris cum	exercitum cum	caesarem tum
f85r1	f85	f85r1.2	6	T	ok S d	eticon exercitum	in essent exercitus	in legatos celeriter	ter navibus civitates	perter quibus	quo auxilium haeduorum
f85r1	f85	f85r1.2	7	T	ok Cedy	etiani	inius	intem	tertem	perius	quotem
f85r1	f85	f85r1.2	8	T	ot edy	veni	cont	res	peri	parent	int
f85r1	f85	f85r1.2	9	T	C K dy	habebat sque	civitates erem	nostrorum emis	legiones squo	caesare squo	castris eres
f85r1	f85	f85r1.2	10	T	ot am	ventem	conita	ant	perint	partur	inrum
f85r1	f85	f85r1.3	0	T	t ar ar	legatos helvetii helvetii	proelium tumtum	caesar caesar	caesaris castris castris	exercitum exercitum	caesarem caesarem
f85r1	f85	f85r1.3	1	T	ot edy	veni	cont	res	peri	parent	int
f85r1	f85	f85r1.3	2	T	op CEy	cae	tus	inia	si	sar	mis
f85r1	f85	f85r1.3	3	T	yk d air	s exercitum a	s exercitus a	celeriter ita	mis civitates a	ess quibus e	e haeduorum t
f85r1	f85	f85r1.3	4	T	Cy	ere	cum	que	tus	tes	ant
f85r1	f85	f85r1.3	5	T	qot edy	noni	rest	res	si	sent	erat
f85r1	f85	f85r1.3	6	T	qok Cdy	perant	versar	enum	restis	etiium	cum
f85r1	f85	f85r1.3	7	T	ot edy	veni	cont	res	peri	parent	int
f85r1	f85	f85r1.3	8	T	Ceol	ii	tem	ii	a	a	iis
f85r1	f85	f85r1.3	9	T	s aN	legiones tum	proeliis qui	possent cum	galliae cum	propter cum	omnibus tum
f85r1	f85	f85r1.3	10	T	ot e d am	ven exercitum tem	con exercitus ita	celeriter ant	per civitates int	pari quibus tur	inter haeduorum rum
f85r1	f85	f85r1.4	0	T	od E daN	terqua	ariest	perrenon	erem	ariqui	reet
f85r1	f85	f85r1.4	1	T	qok e Cy	perere	vercum	eque	restus	etiites	terant
f85r1	f85	f85r1.4	2	T	daN	qua	est	non	rem	qui	et
f85r1	f85	f85r1.4	3	T	Ce k Cy	ari helvetios ere	haeduorum cum	rhenum gallorum que	aritus	proeliis tes	ani possent ant
f85r1	f85	f85r1.4	4	T	ol Sedy	omnibus et	castris qua	haeduorum est	caesarem num	exercitus num	exercitus iam
f85r1	f85	f85r1.4	5	T	qokEdy	c	cc	c	cc	l	ii
f85r1	f85	f85r1.4	6	T	d ol t S dy	exercitum omnibus legatos conque	exercitus castris proelium essent rem	celeriter haeduorum legatos mis	civitates caesarem caesaris navibus quo	quibus exercitus terquo	haeduorum exercitus auxilium res
f85r1	f85	f85r1.4	7	T	ot ar	ven helvetii	contum	caesar	per castris	par exercitum	in caesarem
f85r1	f85	f85r1.4	8	T	ot Cdy	venant	consar	num	pertis	parium	incum
f85r1	f85	f85r1.4	9	T	ol s	omnibus legiones	castris proeliis	haeduorum possent	caesarem galliae	exercitus propter	exercitus omnibus
f85r1	f85	f85r1.5	0	T	t Cedy	legatos ani	proelium ius	tem	caesaris tem	ius	tem
f85r1	f85	f85r1.5	1	T	k Cedy	helvetios ani	haeduorum ius	gallorum tem	aritem	proeliis ius	possent tem
f85r1	f85	f85r1.5	2	T	qo daN	cerqua	minest	ternon	parrem	inqui	paret
f85r1	f85	f85r1.5	3	T	olk Edy	se	et	neret	are	se	et
f85r1	f85	f85r1.5	4	T	or aN	longius tum	hostibus qui	omnibus cum	caesar cum	legatis cum	caesari tum
f85r1	f85	f85r1.5	5	T	ol Sedy	omnibus et	castris qua	haeduorum est	caesarem num	exercitus num	exercitus iam
f85r1	f85	f85r1.5	6	T	ok Cy	etiere	incum	inque	tertus	pertes	quoant
f85r1	f85	f85r1.5	7	T	k edy	helvetios i	haeduorum t	gallorum res	arii	proeliis ent	possent t
f85r1	f85	f85r1.5	8	T	t edy	legatos i	proelium t	res	caesaris i	ent	t
f85r1	f85	f85r1.5	9	T	t d am	legatos exercitum tem	proelium exercitus ita	celeriter ant	caesaris civitates int	quibus tur	haeduorum rum
f85r1	f85	f85r1.6	0	T	r or aN	nos longius tum	tur hostibus qui	pro omnibus cum	bus caesar cum	de legatis cum	i caesari tum
f85r1	f85	f85r1.6	1	T	Sey	a	si	t	a	a	a
f85r1	f85	f85r1.6	2	T	p Cey	iis	iis	rat	ant	tem	nis
f85r1	f85	f85r1.6	3	T	qokEy	l	l	c	m	cc	cc
f85r1	f85	f85r1.6	4	T	Cor	est	ini	quo	iis	ita	nos
f85r1	f85	f85r1.6	5	T	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f85r1	f85	f85r1.6	6	T	Sedy	et	qua	est	num	num	iam
f85r1	f85	f85r1.7	0	T	p Cedy	ani	ius	tem	tem	ius	tem
f85r1	f85	f85r1.7	1	T	or aN	longius tum	hostibus qui	omnibus cum	caesar cum	legatis cum	caesari tum
f85r1	f85	f85r1.7	2	T	Se f Cdy	quoant	itisar	traenum	vertis	ium	percum
f85r1	f85	f85r1.7	3	T	qo p ar	cer helvetii	mintum	ter caesar	par castris	in exercitum	par caesarem
f85r1	f85	f85r1.7	4	T	S Edy	cone	essent t	legatos et	navibus e	tere	auxilium t
f85r1	f85	f85r1.7	5	T	qokedy	xx	c	l	ii	xx	p
f85r1	f85	f85r1.7	6	T	qot Cedy	nonani	resius	tem	stem	sius	eratem
f85r1	f85	f85r1.7	7	T	k C dar	helvetios habebat a	haeduorum civitates mis	gallorum nostrorum de	ari legiones ani	proeliis caesare res	possent castris qua
f85r1	f85	f85r1.7	8	T	y p Cdy l d o	caesar ant exercitum civitates	exercitum sar exercitus legiones	caesaris numari celeriter legiones	nostrorum tisqui civitates omnibus	omnibus ium caesar quibus haeduorum	exercitum cumqui haeduorum helvetii
f85r1	f85	f85r1.8	0	T	daN	qua	est	non	rem	qui	et
f85r1	f85	f85r1.8	1	T	C K dy	habebat sque	civitates erem	nostrorum emis	legiones squo	caesare squo	castris eres
f85r1	f85	f85r1.8	2	T	qot Cdy	nonant	ressar	num	stis	sium	eracum
f85r1	f85	f85r1.8	3	T	op C s d	habebat legiones exercitum	civitates proeliis exercitus	ini nostrorum possent celeriter	legiones galliae civitates	caesare propter quibus	castris omnibus haeduorum
f85r1	f85	f85r1.8	4	T	qok Cdy	perant	versar	enum	restis	etiium	cum
f85r1	f85	f85r1.8	5	T	ot Cy	venere	concum	que	pertus	partes	inant
f85r1	f85	f85r1.8	6	T	q od al	inter navibus	sari finibus	iperqui	de galliam	dari nostris	etire civitates
f85r1	f85	f85r1.8	7	T	daN	qua	est	non	rem	qui	et
f85r1	f85	f85r1.8	8	T	dal	a	nis	tri	iti	se	ari
f85r1	f85	f85r1.8	9	T	S dar	cona	essent mis	legatos de	navibus ani	terres	auxilium qua
f85r1	f85	f85r1.8	10	T	or am	longius tem	hostibus ita	omnibus ant	caesar int	legatis tur	caesari rum
f85r1	f85	f85r1.9	0	T	t S E d	legatos con exercitum	proelium essent exercitus	legatos re celeriter	caesaris navibus civitates	ter quibus	auxilium haeduorum
f85r1	f85	f85r1.9	1	T	l Cey	iis	iis	arirat	quiant	caesar tem	quinis
f85r1	f85	f85r1.9	2	T	qok e Sy	perare	vertra	eare	rese	etiius	teratu
f85r1	f85	f85r1.9	3	T	d air	exercitum a	exercitus a	celeriter ita	civitates a	quibus e	haeduorum t
f85r1	f85	f85r1.9	4	T	Se dar	quoa	itimis	trade	verani	res	perqua
f85r1	f85	f85r1.9	5	T	Se ol	quo omnibus	iti castris	tra haeduorum	ver caesarem	exercitus	per exercitus
f85r1	f85	f85r1.9	6	T	qo ar	cer helvetii	mintum	ter caesar	par castris	in exercitum	par caesarem
f85r1	f85	f85r1.9	7	T	Co f Cdy	eraant	anisar	quaenum	itatis	aniium	tricum
f85r1	f85	f85r1.9	8	T	qot dy	nonque	resrem	mis	squo	squo	erares
f85r1	f85	f85r1.9	9	T	o f ar	civitates helvetii	legiones tum	legiones e caesar	omnibus castris	haeduorum exercitum	helvetii caesarem
f85r1	f85	f85r1.10	0	T	d air	exercitum a	exercitus a	celeriter ita	civitates a	quibus e	haeduorum t
f85r1	f85	f85r1.10	1	T	C ot aN	habebat ventum	civitates conqui	nostrorum cum	legiones percum	caesare parcum	castris intum
f85r1	f85	f85r1.10	2	T	Ce od	ariter	ari	rhenum per	e	ari	anire
f85r1	f85	f85r1.10	3	T	Ce olk Edy	arise	et	rhenum neret	are	se	aniet
f85r1	f85	f85r1.11	0	T	p dar	a	mis	de	ani	res	qua
f85r1	f85	f85r1.11	1	T	ol	omnibus	castris	haeduorum	caesarem	exercitus	exercitus
f85r1	f85	f85r1.11	2	T	S d air	con exercitum a	essent exercitus a	legatos celeriter ita	navibus civitates a	ter quibus e	auxilium haeduorum t
f85r1	f85	f85r1.11	3	T	qo p C Edy	cer habebat e	min civitates t	ter nostrorum et	par legiones e	in caesare e	par castris t
f85r1	f85	f85r1.11	4	T	dal	a	nis	tri	iti	se	ari
f85r1	f85	f85r1.11	5	T	C dal	habebat a	civitates nis	nostrorum tri	legiones iti	caesare se	castris ari
f85r1	f85	f85r1.11	6	T	Cor	est	ini	quo	iis	ita	nos
f85r1	f85	f85r1.11	7	T	Se f S or o	quocon longius civitates	iti essent hostibus legiones	trae legatos omnibus legiones	ver navibus caesar omnibus	ter legatis haeduorum	per auxilium caesari helvetii
f85r1	f85	f85r1.11	8	T	r aN	nostum	turqui	procum	buscum	decum	itum
f85r1	f85	f85r1.11	9	T	d ol or	exercitum omnibus longius	exercitus castris hostibus	celeriter haeduorum omnibus	civitates caesarem caesar	quibus exercitus legatis	haeduorum exercitus caesari
f85r1	f85	f85r1.11	10	T	aN	tum	qui	cum	cum	cum	tum
f85r1	f85	f85r1.11	11	T	op a k am	e helvetios tem	i haeduorum ita	inii gallorum ant	iariint	i proeliis tur	t possent rum
f85r1	f85	f85r1.12	0	T	t daI	legatos t	proelium hos	m	caesaris bat	pro	a
f85r1	f85	f85r1.12	1	T	ok e ody	etitra	inque	inret	terunt	periere	quoterius
f85r1	f85	f85r1.12	2	T	l Cdy	ant	sar	arinum	quitis	caesar ium	quicum
f85r1	f85	f85r1.12	3	T	lk or	s longius	e hostibus	i omnibus	omn caesar	s legatis	e caesari
f85r1	f85	f85r1.12	4	T	o E s e ar y	civitates legiones helvetii caesar	legiones proeliis tum exercitum	legiones re possent caesar caesaris	omnibus galliae castris nostrorum	haeduorum propter i exercitum omnibus	helvetii omnibus ter caesarem exercitum
f85r1	f85	f85r1.12	5	T	dar	a	mis	de	ani	res	qua
f85r1	f85	f85r1.12	6	T	Se daN	quoqua	itiest	tranon	verrem	qui	peret
f85r1	f85	f85r1.12	7	T	ot o	ven civitates	con legiones	legiones	per omnibus	par haeduorum	in helvetii
f85r1	f85	f85r1.12	8	T	daN	qua	est	non	rem	qui	et
f85r1	f85	f85r1.12	9	T	d l ar	exercitum helvetii	exercitus tum	celeriter ari caesar	civitates qui castris	quibus caesar exercitum	haeduorum qui caesarem
f85r1	f85	f85r1.12	10	T	am	tem	ita	ant	int	tur	rum
