page	physical_folio	split	locus	line_number	section	language	hand	eva_clean	ivtff_raw
f58r	f58	train	f58r.20	20	S	A	3	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	ysheockhy.olchey.oleesey.alaiin.olkeal.daldy.otalar.ar.aroda[i:?]m
f58r	f58	train	f58r.21	21	S	A	3	tcheos ycheor sheain okey qotaily daiin chy cholkor olkeol oty	tcheos.ycheor.sheain.okey.qotaily.daiin.chy.cholkor.olkeol.oty
f58r	f58	train	f58r.22	22	S	A	3	dcholy ytar chol dal qoaiir chalolky osal chotam chal olseeg	dcholy.ytar.chol.dal.qoaiir.chalolky.osal.chotam.chal.olsee[g:m]
f58r	f58	train	f58r.23	23	S	A	3	shol aleedy chotar okeal sheody qokalchar otal choky sar	shol.[a:o]leedy.chotar.okeal.sheody.qokalchar.otal.choky.sar
f58r	f58	train	f58r.24	24	S	A	3	tazain oteeos okeal ar otalor cheoekar cheky otakas	tazain.oteeos.okeal.ar.otalor.cheoekar.cheky.otaka[s:r]
f58r	f58	train	f58r.25	25	S	A	3	oar cheekey oteeoaly otar alkar or aldar	oar.cheekey.oteeoaly.otar.alkar.or,aldar<$>
f58r	f58	train	f58r.26	26	S	A	3	kshar shoky opcheear ofadain opsheolaiin opydaiin podaiir	<%>kshar.shoky.opcheear.ofadain.opsheolaiin.opydaiin.podaiir
f58r	f58	train	f58r.27	27	S	A	3	yteor oty chaltar ar sheeetchy tal al chear chear chor ar am	yteor.oty.chaltar.ar.sheeetchy.tal,al,chear.chear.chor,ar,am
f58r	f58	train	f58r.28	28	S	A	3	yshealkair odalaly dalal chy s air shokar olaldy okalody	yshealkair.odalaly.dalal.chy.s,air.shokar.olaldy.okalody
f58r	f58	train	f58r.29	29	S	A	3	odalar cheor sar alol daly cheom chor ar aldam chal cheal r omy	odalar.cheor.sar.alol,daly.cheom.chor,ar,aldam.chal.cheal.[r:s],omy
f58r	f58	train	f58r.30	30	S	A	3	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	ytor.ar.alom.qokalor.chdy.dair.chody.cheol.okolchy.otaldy
f58r	f58	train	f58r.31	31	S	A	3	odshchol taiin okal or chol ol ekar otarchol chol kam qokal	odshchol.taiin.okal,or.chol,ol,ekar.otarchol.chol.kam.qokal
f58r	f58	train	f58r.32	32	S	A	3	oqotaly qokaiin chtaldy qoky dar al chol taly qokaldy	oqotaly.qokaiin.chtaldy.qoky.dar.al.chol,taly.qokaldy
f58r	f58	train	f58r.33	33	S	A	3	schoy dalols qokalos cheor oekeody qokaly qokar dy	scho{cthh}y.dalols.qokalos.cheor.oekeody.qokaly.qokar.dy
f58r	f58	train	f58r.34	34	S	A	3	yssheol chokey dalol shokalol qokaly kaldy ytaipom	yssheol.chokey.dalol.shokalol.qokaly.kaldy.ytaipom
f58r	f58	train	f58r.35	35	S	A	3	dtos sheol qokor sharal ckhol shol ar aiin sheoctham	dto[s:r].sheol.qokor.sharal.ckhol.shol,ar.aiin.sheoctham
f58r	f58	train	f58r.36	36	S	A	3	skaiin shokal chockhy qoky chcthy ykeeshy shoekar	skaiin.shokal.chockhy.qoky.chcthy.ykeeshy.shoekar
f58r	f58	train	f58r.37	37	S	A	3	opolkeor olchocfhy cphol chykaldy cholols chkaiin olfcham	opolkeor.olchocfhy.cphol.chykaldy.cholols.chkaiin,olfcham
f58r	f58	train	f58r.38	38	S	A	3	s ysheos okaly cheos otey ykar ls aiin okaiin ytolkal	s,ysheos.okaly.cheos.otey.ykar.ls.aiin.okaiin.ytolkal
f58r	f58	train	f58r.39	39	S	A	3	dtshol dytal okar olol sheol qockhy qokaly salol dalam	dtshol.dytal.okar,olol.sheol.qockhy.qokaly.salol.dalam
f58r	f58	train	f58r.40	40	S	A	3	yroleeey ar airaly pchody tshaly alols ykaly kar aram	y[r:?]oleeey.ar,airaly.pchody.tshaly.alols.ykaly.kar.aram
f58r	f58	train	f58r.41	41	S	A	3	dchol chokal saiin dal okal s alchey	dchol.chokal.saiin.dal.okal,s,alchey<$>
f58v	f58	train	f58v.1	1	S	A	3	tol shokchy opaiin opaiin chofaly ypar ypal opal opaldaiin	<%>tol.shokchy.opaiin.opaiin.chofaly.ypar.ypal.opal.opaldaiin
f58v	f58	train	f58v.2	2	S	A	3	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	dair.or.{ch'h}aiin.tair.y.qotalody.s,aiin.okeody.qotair.ar.alor.orky
f58v	f58	train	f58v.3	3	S	A	3	todal qotain shoy qokeol okey qokalchal daly ar aim	todal.qotain.sho{@246;k@191;@191;h}y<!corr?>.qokeol.okey.qokalchal.daly.ar.aim
f58v	f58	train	f58v.4	4	S	A	3	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	or,aiin.okair,y.dair,al.qokal.qokaiin.qokaly.okar.olkaly.okal
f58v	f58	train	f58v.5	5	S	A	3	faiir ofas ar qotaiin sholy qotaiin yqokaly okal qokaly okaly	faiir.ofas,ar.qotaiin.sholy.qotaiin.yqokaly.okal.qokaly.okaly
f58v	f58	train	f58v.6	6	S	A	3	qokair ar aly shor daiin choly dal ykaiin org fchey okaly oky	qokair.ar.aly.sho[r:s].daiin.choly.dal.ykaiin.org.fchey.okaly.oky
f58v	f58	train	f58v.7	7	S	A	3	y daiin qokeey qokar lchedy qokalor sheols oteor aiin cheky	y.daiin.qokeey.qokar.lchedy.qokalor.sheols.oteor.aiin.cheky
f58v	f58	train	f58v.8	8	S	A	3	taiin ckhey daldy qokair alar ytal aiin otaiin ykaiin ykaly dam	taiin.ckhey.daldy.qokair.alar.ytal,aiin.otaiin.ykaiin.ykaly.dam
f58v	f58	train	f58v.9	9	S	A	3	salal qolaiin chockhey tcholy qokaiin qokaiinos orcheey olaly	salal.qolaiin.chockhey.tcholy.qokaiin.qokaiinos.orcheey.olaly
f58v	f58	train	f58v.10	10	S	A	3	ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory	ykair.shey.key.ctholy.qotalom.qokals.qokaiin.okal.okaldy.ory
f58v	f58	train	f58v.11	11	S	A	3	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals	tchol,shol.tor.qokair.or.y,ykaiin.dory.okaiir.chodaiin.otals
f58v	f58	train	f58v.12	12	S	A	3	oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy	oreeey.cheekey.cheal.qokey.chedal.dy.tolair.opchey.poaly.cfhy
f58v	f58	train	f58v.13	13	S	A	3	qoeear alkeain ytal chos alor okal chcthy tal y kar	qoeear.alkeain.ytal.chos.alor.okal.chcthy.tal,{ckh'h}y.kar
f58v	f58	train	f58v.14	14	S	A	3	shar air alor chol oeear sho qotal chol tal ar tar aropam	shar.air.alo[r:s].chol.oeear.sho.qotal.chol.tal,ar.tar.aropam
f58v	f58	train	f58v.15	15	S	A	3	qot oiin okal aral s air qoal talchos okal cho ytam dam	qot,oiin.okal.aral.s.air.qoal.talchos.okal.cho.ytam.dam
f58v	f58	train	f58v.16	16	S	A	3	ykam qokair okaly qokal chaly cheockhey olaly taldar al	ykam.qokair.okaly.qokal.chaly.cheockhey.olaly.taldar,al
f58v	f58	train	f58v.17	17	S	A	3	daiin alal dal qokar otal chodol qokeal cheol chos okeeam	daiin.alal.dal.qok[a:?]r.otal.chodol.qokeal.cheol.chos.okeeam
f58v	f58	train	f58v.18	18	S	A	3	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	taiin.chal.sheal.qockhy.dar.aiin.ockhey.qokeey.qoaiin.aral
f58v	f58	train	f58v.19	19	S	A	3	okain chokal sheoldy qokor olkam cheol dar chokeey okalchy	okain.chokal.sheoldy.qokor.olkam.cheol.dar.chokeey.okalchy
f58v	f58	train	f58v.20	20	S	A	3	tolain ar ykeain qokeey otal chol okal ar ty chkalarol	tolain.ar.ykeain.qokeey.otal.chol.okal.ar.{chh}ty.chkalarol
f58v	f58	train	f58v.21	21	S	A	3	olain olalor odaiin qetair otal qokal dair oiy otam	olain.olalor.odaiin.qetair.otal.qokal.da[ir:in].oi[?:sh]y.otam
f58v	f58	train	f58v.22	22	S	A	3	okar sheey shekealy	okar.sheey.shekealy<$>
f58v	f58	train	f58v.23	23	S	A	3	pchshy sheoltey shopalchedy sheolkeal qokar aldaiin qokalar dal	<%>pchshy.sheoltey.shopalchedy.sheolkeal.qokar.aldaiin.qokalar.dal
f58v	f58	train	f58v.24	24	S	A	3	qokal daiin qokal cham qokalcheal okor air ain ar als okam daly	qokal.daiin.qokal.cham.qokalcheal.okor,air.ain,ar,als.okam.daly
f58v	f58	train	f58v.25	25	S	A	3	qotain okeor sheey qokeol okeoly qokaly qokair or tas ykal	qotain.okeor.sheey.qokeol.okeoly.qokaly.qokair,or,tas.ykal
f58v	f58	train	f58v.26	26	S	A	3	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam	ykaly.qokal,ol.al.qokeos.okal.ar.okos.al.shekar.qokair,alam
f58v	f58	train	f58v.27	27	S	A	3	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	qokar.s.aiin.al.y.qokchedy.qo[e:?]kaly.odaiin.qokar.char,alaiinom
f58v	f58	train	f58v.28	28	S	A	3	ycheockhy okey okal otaly okaldy okeor sheey	ycheockhy.okey.okal.otaly.okaldy.okeor.sheey<$>
f58v	f58	train	f58v.29	29	S	A	3	polal keeo o leeckhey dalar ykeeody choar ckhar yfair alam	<%>polal.keeo.o,leeckhey.dalar.ykeeody.choar.ckhar.yfair,alam
f58v	f58	train	f58v.30	30	S	A	3	daiin sheoy ykey sheky qokal qokeey okain okar ol dam	daiin.sheo{ikh}y.ykey.sheky.qokal.qokeey.okain.okar.ol,dam
f58v	f58	train	f58v.31	31	S	A	3	tcheor chor kar okal qokeey qokal shol qokain ar oetalchg	tcheor.chor.kar.okal.qokeey.qokal.shol.qokain.ar.oetalchg
f58v	f58	train	f58v.32	32	S	A	3	psheey qoty qokar qokey ky ykar cheal otal kol olchedy	psheey.qoty.qokar.qokey.ky.ykar.cheal.otal.kol,olchedy
f58v	f58	train	f58v.33	33	S	A	3	qoair chol ar chey	qoa[ir:is].chol,ar.chey<$>
f58v	f58	train	f58v.34	34	S	A	3	tol sheo keo ar qofcheal dar aey opchal shockhy okaly	<%>tol,sheo.keo,ar.qofcheal.dar.a{iph}ey.opchal.shockhy.okaly
f58v	f58	train	f58v.35	35	S	A	3	daiin otain okain chey okeey qokeeos olar sheo daly dalychs	daiin.otain.okain.chey.okeey.qokeeos.olar.sheo.daly.dalychs
f58v	f58	train	f58v.36	36	S	A	3	tcheody okeor ockhy qokal okal shokey qokeey dalar	tcheody.oke[o:y]r.ockhy.qokal.okal,shokey.qokeey.dalar
f58v	f58	train	f58v.37	37	S	A	3	olkeey okar ar choky otair otol chokey cheeky dalar	olkeey.okar.ar.choky.otair.otol.chokey.cheeky.dalar
f58v	f58	train	f58v.38	38	S	A	3	ykeeody qokar qoky keey qokol okal okor cheky sydy	ykeeody.qokar.qoky.keey.qokol.okal.okor.cheky.sydy
f58v	f58	train	f58v.39	39	S	A	3	oshar qokain okam shear cher sarols	oshar.qokain.okam.shear.ch[er:?].sarols<$>
f66r	f66	train	f66r.1	1	T	B	5	rary	rary
f66r	f66	train	f66r.2	2	T	B	5	rals	[r:s]als
f66r	f66	train	f66r.3	3	T	B	5	qor	qo[r:n]
f66r	f66	train	f66r.4	4	T	B	5	dary	dary
f66r	f66	train	f66r.5	5	T	B	5	ykeol	ykeol
f66r	f66	train	f66r.6	6	T	B	5	saly	saly
f66r	f66	train	f66r.7	7	T	B	5	salf	salf
f66r	f66	train	f66r.8	8	T	B	5	fary	fary
f66r	f66	train	f66r.9	9	T	B	5	qotesy	qotesy
f66r	f66	train	f66r.10	10	T	B	5	ykaly	ykaly
f66r	f66	train	f66r.11	11	T	B	5	doly	doly
f66r	f66	train	f66r.12	12	T	B	5	saiin	saiin
f66r	f66	train	f66r.13	13	T	B	5	qokal	qokal
f66r	f66	train	f66r.14	14	T	B	5	qolsa	qolsa
f66r	f66	train	f66r.15	15	T	B	5	raral	raral
f66r	f66	train	f66r.16	16	T	B	5	y	y
f66r	f66	train	f66r.17	17	T	B	5	o	o
f66r	f66	train	f66r.18	18	T	B	5	s	s
f66r	f66	train	f66r.19	19	T	B	5	sh	sh
f66r	f66	train	f66r.20	20	T	B	5	y	y
f66r	f66	train	f66r.21	21	T	B	5	d	d
f66r	f66	train	f66r.22	22	T	B	5	o	o
f66r	f66	train	f66r.23	23	T	B	5	f	f
f66r	f66	train	f66r.24	24	T	B	5		@169;
f66r	f66	train	f66r.25	25	T	B	5	x	x
f66r	f66	train	f66r.26	26	T	B	5	air	air
f66r	f66	train	f66r.27	27	T	B	5	d	d
f66r	f66	train	f66r.28	28	T	B	5	sh	sh
f66r	f66	train	f66r.29	29	T	B	5	y	y
f66r	f66	train	f66r.30	30	T	B	5	f	f
f66r	f66	train	f66r.31	31	T	B	5	f	f
f66r	f66	train	f66r.32	32	T	B	5	y	y
f66r	f66	train	f66r.33	33	T	B	5	o	o
f66r	f66	train	f66r.34	34	T	B	5	d	d
f66r	f66	train	f66r.35	35	T	B	5	s	s
f66r	f66	train	f66r.36	36	T	B	5	f	f
f66r	f66	train	f66r.37	37	T	B	5	c	c<!cf f57v seq.>
f66r	f66	train	f66r.38	38	T	B	5		@172;<!cf f57v?>
f66r	f66	train	f66r.39	39	T	B	5	x	x
f66r	f66	train	f66r.40	40	T	B	5	t	t
f66r	f66	train	f66r.41	41	T	B	5	o	o
f66r	f66	train	f66r.42	42	T	B	5		@195;
f66r	f66	train	f66r.43	43	T	B	5	l	l
f66r	f66	train	f66r.44	44	T	B	5	r	r
f66r	f66	train	f66r.45	45	T	B	5	t	t
f66r	f66	train	f66r.46	46	T	B	5	o	o
f66r	f66	train	f66r.47	47	T	B	5	x	x
f66r	f66	train	f66r.48	48	T	B	5	p	p
f66r	f66	train	f66r.49	49	T	B	5	d	d
f66r	f66	train	f66r.50	50	T	B	5	pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals	<%>pdaiin.oteedy.opchedy.chap.chefchy.shddy.ypches.cholpchd.okedals
f66r	f66	train	f66r.51	51	T	B	5	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd	sair.shekey.qokeedar.okal.okedy.qokeedy.qokal.okedy.qokshd
f66r	f66	train	f66r.52	52	T	B	5	ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy	ykshedy.chady.cthdy.qokees.cheeo.okcho,dy.chekeey.chedy.chckhy
f66r	f66	train	f66r.53	53	T	B	5	shdy qotedy chdy chedy qotedal chcpheor ykady dar qotey kol ar	shdy.qotedy.chdy.chedy.qotedal.chcpheor.ykady.dar.qotey,k[o:a]l,ar
f66r	f66	train	f66r.54	54	T	B	5	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary	qokeeody.qokeody.qokeody.qokar.sheky.qokeeody.okedy.kodary
f66r	f66	train	f66r.55	55	T	B	5	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin	ykeeody.choekeey.okeody.chekeody.qokeey.dyky.chctho.rotaiin
f66r	f66	train	f66r.56	56	T	B	5	dsheol okaiin sheodaiin	dsheol.okaiin.sheodaiin<$>
f66r	f66	train	f66r.57	57	T	B	5	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd	<%>tocpheey.dol.kchody.qokeody.qokshy.qopaiin.dairykodas.okyd
f66r	f66	train	f66r.58	58	T	B	5	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol	dsholdaiir.dalky.shky.qoky.shekair.choty.dar.okeey.shdy.ykol
f66r	f66	train	f66r.59	59	T	B	5	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard	qo,cheky.shcthy.dalalshedy.cheta,r,sheod.shokaiir.ch{ckhh}y.da[r:s]d
f66r	f66	train	f66r.60	60	T	B	5	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy	shor.sheodal.sholdy.qokchedy.qopchy.qoty,chedaiir.chees,kardy
f66r	f66	train	f66r.61	61	T	B	5	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	qokchey.qokaiir.cheky.daly.daiin.dal,shedy.chedy.lkar.ol.okedy
f66r	f66	train	f66r.62	62	T	B	5	ol cheeky daiir chky axor akar y daiin	ol.cheeky.daiir.chky.axor.akar,{i'h},y.daiin<$>
f66r	f66	train	f66r.63	63	T	B	5	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram	<%>pchof.sholfordaiin.qotar.otalor.fchedy[r:s].chedy.dar.odair.ofaram
f66r	f66	train	f66r.64	64	T	B	5	dalcheeeky sheol dairody chekchy shed ykesho l lor sheor cheal	dalcheeeky.sheol.dairody.chekchy.shed.ykesho.l.lor.sheor,che[a:o]l
f66r	f66	train	f66r.65	65	T	B	5	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry	dor.shedy.okar.shedy.kcheody.chxar.daly.fchdar.cheor,aly.[r:s]y
f66r	f66	train	f66r.66	66	T	B	5	shor shckheody dal shedy qokor al shes	shor.shckheody.dal,shedy.qokor,al,shes<$>
f66r	f66	train	f66r.67	67	T	B	5	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair	<%>psheody.cfhol.shofol.okeody.qokaldy.ytarody.shedy.shedy.dair
f66r	f66	train	f66r.68	68	T	B	5	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	sair,ol.daiin.daiin.dal.dol.cheody.dair,aly.dairal.dolarshy,dor
f66r	f66	train	f66r.69	69	T	B	5	tosheo qokaldy oky ol kcheeky qoky dary okees oly	tosheo.qokaldy.oky.ol.kcheeky.qoky.dary.okees.oly<$>
f66r	f66	train	f66r.70	70	T	B	5	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	<%>todeeey.keody.chdy.keody.shedy.shekeefy.chdy.sheol.shol.kedy.daly
f66r	f66	train	f66r.71	71	T	B	5	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	saiir.cheol.kal.sheody.chcthedy.dal.shol.qokeody.chody.kechody
f66r	f66	train	f66r.72	72	T	B	5	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey	sshedy.oteedy.ykeeody.sheocthy.ol,ld,lshedy.chokeey.chekey.chey
f66r	f66	train	f66r.73	73	T	B	5	ysheeod qoteeod qotol qoky chckhedy shey dcheol cheky cheo dor	ysheeod.qoteeod.qotol,qoky.chckhedy.shey.dcheol.cheky.cheo,dor
f66r	f66	train	f66r.74	74	T	B	5	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam	ydaiin.shedy.otchedy.oteochey.tolchedy.lsheody.qoky,daiin.otam
f66r	f66	train	f66r.75	75	T	B	5	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	tcheo.sheor.oteody.lpchees,ol,ar.alkey.otey.ltsholy.shecthy.r,ol
f66r	f66	train	f66r.76	76	T	B	5	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy	daiin.sheol.qocthedy.qokedy.lchey.qokaly.shcthy.qotal.otchdy
f66r	f66	train	f66r.77	77	T	B	5	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	qokey.ar.olkeol.qokal.cheoky.ykchdy.chody.sheody.qoky.ldy
f66r	f66	train	f66r.78	78	T	B	5	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin	dor.aiin.sheeol.lshedy.lchedy.cheedy.shekol.dalol.lodaiin
f66r	f66	train	f66r.79	79	T	B	5	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy	sheol.oteey,ldaiin.okalchedy.pchedy.kody.qotchedy.cphedy
f66r	f66	train	f66r.80	80	T	B	5	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	daiin.shey.qoteoly.raiin.sheedy.shcthy.lkeol.qokol.dkar
f66r	f66	train	f66r.81	81	T	B	5	lchey lkeedy chety shekaly shckhar	lchey.lkeedy.chety.shekaly.shckhar<$>
f66r	f66	train	f66r.82	82	T	B	5	otcheo daiin chty ykees cheg	otcheo,daiin.chty.ykees,cheg
f66v	f66	train	f66v.1	1	H	B	5	okeodof sheod ychoopy opch dal dor sheefy ytody daldeam	<%>okeodof.sheod.ychoopy.opch.dal.dor,sheefy.ytody.da[l:?]deam
f66v	f66	train	f66v.2	2	H	B	5	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy	teodal.t[che:{chh}]dy.dshey.okshedy.okeedy.dcheeky.daldy.qotal.sy
f66v	f66	train	f66v.3	3	H	B	5	ytos s or sheeky okechdy okeedal dar otal chody cheky	ytos.s.or.sheeky.okechdy.ok[ee:ch]dal.dar.otal.chody.cheky
f66v	f66	train	f66v.4	4	H	B	5	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	shokeshy.daiin.cheos.chety.dol.chckhy.dal.ko,dal.chekal.dal
f66v	f66	train	f66v.5	5	H	B	5	shdy shedefam qokedy chokal dal	shdy.shedefam.qokedy.chokal.dal<$>
f66v	f66	train	f66v.6	6	H	B	5	tchod sheody shckhed chos chor sheo keody chepar sheopam	<%>tchod.sheody.shckhed.chos.chor.sheo.keody.chepar.sheopam
f66v	f66	train	f66v.7	7	H	B	5	qokeos sheody chekeos chody kotody qotchdy chckhd ytchdy	qokeos.sheody.chekeos.chody.kotody.qotchdy.chckhd.ytchdy
f66v	f66	train	f66v.8	8	H	B	5	dchekeedy cheody qokchdy qokol keedy cheky chety kody	dchekeedy.cheody.qokchdy.qokol.keedy.cheky.chety.kody<$>
f66v	f66	train	f66v.9	9	H	B	5	pody sheody chpadar sheey fchdly cheoseesey kchy qofchal	<%>pody.sheody.chpadar.sheey.fchdly.cheoseesey.kchy.qofchal
f66v	f66	train	f66v.10	10	H	B	5	dshal keedy qok or okaiin dol kaldaiin otal dokal okag	dshal.keedy.qok,[o:y]r.okaiin.dol.kaldaiin.otal.dokal.okag
f66v	f66	train	f66v.11	11	H	B	5	yteeod aiin shekeod saiin ykofar otaiin otar chedy kar	yteeod.aiin.shekeod.saiin.ykofar.otaiin.otar.ched[y:o].kar[{c'}:s]
f66v	f66	train	f66v.12	12	H	B	5	qekar okedy cheky dal chekal chckhy kal kal dar chkchody	qekar.okedy.cheky.dal.chekal.chckhy.kal.kal.dar.chk[ch:ee]ody
f66v	f66	train	f66v.13	13	H	B	5	ydees shey daiin dalkal ykedaiin shedar okchdy oty	ydees.shey.daiin.dalkal<->ykedaiin.shedar.ok[ch:ee]dy.oty<$>
f75r	f75	train	f75r.1	1	B	B	2	kchedykary okeey qokar shyk chedy qotar shedy	<%>kchedykary<->okeey.qokar.shyk,chedy.qotar.shedy
f75r	f75	train	f75r.2	2	B	B	2	dain shey ly ssheol qoldy chedykar chekeedy ror	dain.shey.ly<->ssheol.qol{chh}dy.chedykar.chekeedy.ror
f75r	f75	train	f75r.3	3	B	B	2	qokain chal orchey qey kain sheeky ltain olkar or	qokain.chal<->orchey.qey.kain.sheeky.ltain.olkar.or
f75r	f75	train	f75r.4	4	B	B	2	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	dackhy.lkamo<->ykeey.lshey.kal.dy.shey.ok.shey.qokeedy
f75r	f75	train	f75r.5	5	B	B	2	shey kar chey ckhey r ain ol olsheedy qokeey qoky	shey,kar.chey<->ckhey.r.ain.ol.olsheedy.qokeey.qoky
f75r	f75	train	f75r.6	6	B	B	2	pcheykeeor olky dar okey qokain chcthy qokeedy qoky	pcheykeeor.olky<->dar.okey.qokain.chcthy.qokeedy.qoky
f75r	f75	train	f75r.7	7	B	B	2	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	pchedy.qokshdy<->ytain.chedy.qokar.chy.lol.chedy.qoky
f75r	f75	train	f75r.8	8	B	B	2	sor chey qokardy dsheckhy qokain chckhy lshedy okeedy	sor.chey.qokardy<->dsheckhy.qokain.chckhy.lshedy.okeedy
f75r	f75	train	f75r.9	9	B	B	2	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal	qokchdy.chcthy.lo<->qokedy.qokan.checkhy.qokar.olchedy.sal
f75r	f75	train	f75r.10	10	B	B	2	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	dshor.qotar.chdy<->shey.qokain.chckhy.dy.otey.tedy.lchedy
f75r	f75	train	f75r.11	11	B	B	2	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	qokeedy.qokair.oly<->qokeedy.dy.qokal.okar.shedy.dor.chekam
f75r	f75	train	f75r.12	12	B	B	2	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	ssheckhy.qokal.oly<->shey.r.ol.cheey.shey.dy,olshedy.qoky
f75r	f75	train	f75r.13	13	B	B	2	pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy	pchedy.keedy.qokedy<->qokedy.qokedy.qokedy.qokain.olshedy
f75r	f75	train	f75r.14	14	B	B	2	sain al keishy qokain dy olshedy qokain chckhy qokain otar aly	sain.al,keishy.qokain,dy<->olshedy.qokain.chckhy.qokain.otar,aly
f75r	f75	train	f75r.15	15	B	B	2	sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky	sain.qokain.qolkeeoly<->saiin.chedy<->sol.or.shedy.okchdy.qoky
f75r	f75	train	f75r.16	16	B	B	2	dshedy qokar sheedy lch shokain chy okshedy qokain chedy	dshedy.qokar.sheedy.lch<->shokain.chy<->okshedy.qokain.chedy
f75r	f75	train	f75r.17	17	B	B	2	pchedar shepchy lshedary dal shal shy kol shedy qokam	pchedar.shepchy.lshedary<->dal<->shal<->shy,kol.shedy.qokam
f75r	f75	train	f75r.18	18	B	B	2	sol sheedy qol shedy qol otain char sar oly	sol.sheedy.qol.shedy.qol<->otain.char.sar.oly
f75r	f75	train	f75r.19	19	B	B	2	qokshedy qol shey qoky shey ey qokain ar	qokshedy.qol,shey.qoky<->shey.{ith}ey.qokain.ar
f75r	f75	train	f75r.20	20	B	B	2	ry shey qor chey lchey lo ydain shey qokain	ry,shey.qor.chey.lchey,lo<->ydain.shey.qokain
f75r	f75	train	f75r.21	21	B	B	2	oqokain chey qckhsy or ysheor ol lor am	oqokain.chey.qckhsy.or<->ysheor.ol.lor.am
f75r	f75	train	f75r.22	22	B	B	2	odar shey qokain chedy or shey kar chedy sar	odar,shey.qokain.chedy<->or,shey.kar.chedy,sar
f75r	f75	train	f75r.23	23	B	B	2	pchey kshey qokeey qokal sshey qol chedyqokam	pchey,kshey.qokeey.qokal<->sshey.qol.chedyqokam
f75r	f75	train	f75r.24	24	B	B	2	qokain olkeey qolkary sain checthy lor ol	qokain.olkeey.qolkary<->sain.checthy.lor.ol
f75r	f75	train	f75r.25	25	B	B	2	sain shckhy qokeedy shy dy qokeedy lchedy ram	sain.shckhy.qokeedy.shy.dy<->qokeedy.lchedy.ram
f75r	f75	train	f75r.26	26	B	B	2	dain ol sheol dain ol qoly dar ajy	dain.ol.sheol.dain.ol.qoly<->dar,ajy<$>
f75r	f75	train	f75r.27	27	B	B	2	pdalshor shtol qoty pshar shedy okaldy dar otar otody dy rol	<%>pdalshor.shtol.qoty.pshar.shedy.okaldy<->dar.otar.otody.dy.rol
f75r	f75	train	f75r.28	28	B	B	2	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	tchedy.pchedy.qokeey.sol.oldair.shecthy.qol<->l.sheedy.qokeedy.lolchedy
f75r	f75	train	f75r.29	29	B	B	2	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	dain.chkal.dy.lo,lkaiin.ol.okeedyqol.dain.olchey.qokeedy.chedy.qotan
f75r	f75	train	f75r.30	30	B	B	2	qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom	qo,dain.cheeky.qokey.qokain.cheky.qokal.dain.chedy.o,kalol,shedy.okar,olom
