page	physical_folio	locus	chunk_index	section	units	decoded_seed_11	decoded_seed_29	decoded_seed_47	decoded_seed_71	decoded_seed_89	decoded_seed_107
f47r	f47	f47r.10	1	H	ot Co	simin	erein	uua	ersuue	gersi	uua
f47r	f47	f47r.10	2	H	k Ey	uuen	vrouuue mir	under diu	geriten ten	geuuan e	uuol von
f47r	f47	f47r.10	3	H	t or	ere geuuan	uuolde	vrouuue	durch guoten	sch uuaere	sinen
f47r	f47	f47r.10	4	H	Cey	nen	diu	er	man	an	er
f47r	f47	f47r.10	5	H	ot Cy	sigen	erich	daz	ersals	geruue	des
f47r	f47	f47r.10	6	H	t Col	eresch	her	dar	durch min	schmit	dar
f47r	f47	f47r.10	7	H	daI	z	t	e	z	sol	e
f47r	f47	f47r.10	8	H	d am	sprach nie	schoene nie	sprach iht	uuolde eit	ritter in	vrouuue ich
f47r	f47	f47r.11	0	H	d So	sprach ist	schoene sol	sprach e	uuolde e	ritter mir	vrouuue hie
f47r	f47	f47r.11	1	H	P y	i geschach	i vrouuuen	l begunde	s vrouuuen	z geschiht	r sprach
f47r	f47	f47r.11	2	H	daN	er	han	gen	des	des	die
f47r	f47	f47r.11	3	H	daN y	er geschach	han vrouuuen	gen begunde	des vrouuuen	des geschiht	die sprach
f47v	f47	f47v.1	0	H	p Se ot	gessi	uuaer	man	gerers	ungemach derger	sin
f47v	f47	f47v.1	1	H	Ce or	geschiht geuuan	ber uuolde	gesehen vrouuue	guoten	uuaere	sch sinen
f47v	f47	f47v.1	2	H	Col So	schist	hersol	dare	mine	mitmir	darhie
f47v	f47	f47v.1	3	H	Co p Cy	mingen	einich	uuadaz	uueals	si ungemach uue	uuades
f47v	f47	f47v.1	4	H	s al	geriten uuolde	ritter man	geschehen schoene	mohte uuider	vrouuuen ein	enmohte muoste
f47v	f47	f47v.1	5	H	s ar y	geriten uuaere geschach	ritter geschiht vrouuuen	geschehen der begunde	mohte ritter vrouuuen	vrouuuen durch geschiht	enmohte uuaere sprach
f47v	f47	f47v.2	0	H	d S Ey	sprach dern	schoene ungemach mir	sprach geschiht diu	uuolde uuaten	ritter iche	vrouuue ritter von
f47v	f47	f47v.2	1	H	Sy	t	get	im	ter	t	ten
f47v	f47	f47v.2	2	H	P y	i geschach	i vrouuuen	l begunde	s vrouuuen	z geschiht	r sprach
f47v	f47	f47v.2	3	H	ot Cey	sinen	erdiu	er	ersman	geran	er
f47v	f47	f47v.2	4	H	d ai i dy	sprach uuich	schoene mennen	sprach enuue	uuolde irste	ritter alen	vrouuue iaere
f47v	f47	f47v.2	5	H	Cor y	die geschach	ben vrouuuen	mit begunde	sin vrouuuen	und geschiht	vil sprach
f47v	f47	f47v.2	6	H	d ai i y	sprach uu geschach	schoene men vrouuuen	sprach en begunde	uuolde ir vrouuuen	ritter al geschiht	vrouuue ia sprach
f47v	f47	f47v.3	0	H	Sol	mir	iu	ane	ze	z	her
f47v	f47	f47v.3	1	H	C ar	gesellen uuaere	cunegin geschiht	vrouuuen der	geschehen ritter	geschach durch	geschach uuaere
f47v	f47	f47v.3	2	H	ot eol	sin	ern	von	erso	gert	e
f47v	f47	f47v.3	3	H	d or	sprach geuuan	schoene uuolde	sprach vrouuue	uuolde guoten	ritter uuaere	vrouuue sinen
f47v	f47	f47v.3	4	H	ot Col	sisch	erher	dar	ersmin	germit	dar
f47v	f47	f47v.3	5	H	C k Cy	gesellen uuegen	cunegin vrouuue ich	vrouuuen under daz	geschehen geriten als	geschach geuuan uue	geschach uuol des
f47v	f47	f47v.3	6	H	daN	er	han	gen	des	des	die
f47v	f47	f47v.4	0	H	qot ol	her ritter	gel sprach	enmohte	sprach	get enmohte	uuolde
f47v	f47	f47v.4	1	H	S Ey	dern	ungemach mir	geschiht diu	uuaten	iche	ritter von
f47v	f47	f47v.4	2	H	k ol	uue ritter	vrouuue sprach	under enmohte	geriten sprach	geuuan enmohte	uuol uuolde
f47v	f47	f47v.4	3	H	So	ist	sol	e	e	mir	hie
f47v	f47	f47v.4	4	H	k E Cy	uuegen	vrouuue uueich	under eindaz	geriten chals	geuuan uue	uuol mandes
f47v	f47	f47v.4	5	H	qot y	her geschach	gel vrouuuen	begunde	vrouuuen	get geschiht	sprach
f47v	f47	f47v.4	6	H	Ty	e	t	t	n	so	t
f47v	f47	f47v.5	0	H	d Sol y	sprach mir geschach	schoene iu vrouuuen	sprach ane begunde	uuolde ze vrouuuen	ritter z geschiht	vrouuue her sprach
f47v	f47	f47v.5	1	H	S E s	der geriten	ungemach uue ritter	geschiht ein geschehen	uuach mohte	ich vrouuuen	ritter man enmohte
f47v	f47	f47v.5	2	H	Cor	die	ben	mit	sin	und	vil
f47v	f47	f47v.5	3	H	ody	ten	in	zen	ein	eit	iht
f47v	f47	f47v.5	4	H	Sy	t	get	im	ter	t	ten
f47v	f47	f47v.5	5	H	s y	geriten geschach	ritter vrouuuen	geschehen begunde	mohte vrouuuen	vrouuuen geschiht	enmohte sprach
f47v	f47	f47v.5	6	H	s ar y	geriten uuaere geschach	ritter geschiht vrouuuen	geschehen der begunde	mohte ritter vrouuuen	vrouuuen durch geschiht	enmohte uuaere sprach
f47v	f47	f47v.6	0	H	C ody	gesellen ten	cunegin in	vrouuuen zen	geschehen ein	geschach eit	geschach iht
f47v	f47	f47v.6	1	H	Ce or	geschiht geuuan	ber uuolde	gesehen vrouuue	guoten	uuaere	sch sinen
f47v	f47	f47v.6	2	H	s aN	geriten gesehen	ritter und	geschehen und	mohte ich	vrouuuen iht	enmohte der
f47v	f47	f47v.6	3	H	d o C od	sprach vrouuuen gesellen ide	schoene geschach cunegin	sprach geschach vrouuuen ich	uuolde geschach geschehen er	ritter geschehen geschach ant	vrouuue geschehen geschach e
f47v	f47	f47v.6	4	H	Col	sch	her	dar	min	mit	dar
f47v	f47	f47v.7	0	H	p Co daN	miner	einhan	uuagen	uuedes	ungemach sides	uuadie
f47v	f47	f47v.7	1	H	d air	sprach t	schoene ane	sprach vil	uuolde von	ritter e	vrouuue han
f47v	f47	f47v.7	2	H	d Ty	sprach e	schoene t	sprach t	uuolde n	ritter so	vrouuue t
f47v	f47	f47v.8	0	H	daN	er	han	gen	des	des	die
f47v	f47	f47v.8	1	H	Ce ot ar	geschiht si uuaere	berer geschiht	gesehen der	ers ritter	ger durch	sch uuaere
f47v	f47	f47v.8	2	H	C od al y	gesellen ide uuolde geschach	cunegin man vrouuuen	vrouuuen ich schoene begunde	geschehen er uuider vrouuuen	geschach antein geschiht	geschach e muoste sprach
f47v	f47	f47v.8	3	H	s al	geriten uuolde	ritter man	geschehen schoene	mohte uuider	vrouuuen ein	enmohte muoste
f47v	f47	f47v.9	0	H	qot CEy	herget	gele	e	e	getgen	art
f47v	f47	f47v.9	1	H	Ce t y	geschiht ere geschach	ber vrouuuen	gesehen begunde	durch vrouuuen	sch geschiht	sch sprach
f47v	f47	f47v.9	2	H	Col	sch	her	dar	min	mit	dar
f47v	f47	f47v.9	3	H	Col	sch	her	dar	min	mit	dar
f47v	f47	f47v.9	4	H	daI	z	t	e	z	sol	e
f47v	f47	f47v.10	0	H	C ot Col t Cey	gesellen sischerenen	cunegin erherdiu	vrouuuen darer	geschehen ersmin durch man	geschach germitschan	geschach darer
f47v	f47	f47v.10	1	H	o	vrouuuen	geschach	geschach	geschach	geschehen	geschehen
f47v	f47	f47v.10	2	H	t C ot Cy	ere gesellen sigen	cunegin erich	vrouuuen daz	durch geschehen ersals	sch geschach geruue	geschach des
f47v	f47	f47v.10	3	H	dy	ich	nen	uue	ste	en	ere
f47v	f47	f47v.10	4	H	Col	sch	her	dar	min	mit	dar
f47v	f47	f47v.10	5	H	C ody	gesellen ten	cunegin in	vrouuuen zen	geschehen ein	geschach eit	geschach iht
f47v	f47	f47v.10	6	H	dar	den	ze	get	ent	als	e
f47v	f47	f47v.11	0	H	ot Ey	sin	ermir	diu	ersten	gere	von
f47v	f47	f47v.11	1	H	Co	min	ein	uua	uue	si	uua
f47v	f47	f47v.11	2	H	Cdy	zen	et	als	ant	iu	als
f47v	f47	f47v.11	3	H	Cy	gen	ich	daz	als	uue	des
f47v	f47	f47v.11	4	H	k ey	uuen	vrouuue ten	under ant	geriten e	geuuan e	uuol gen
f47v	f47	f47v.11	5	H	Cy ky	gene	ichz	dazt	alse	uueden	dest
f47v	f47	f47v.11	6	H	d Cy	sprach gen	schoene ich	sprach daz	uuolde als	ritter uue	vrouuue des
f47v	f47	f47v.11	7	H	daN	er	han	gen	des	des	die
f47v	f47	f47v.11	8	H	Cy	gen	ich	daz	als	uue	des
f47v	f47	f47v.12	0	H	Cy	gen	ich	daz	als	uue	des
f47v	f47	f47v.12	1	H	C ok E s y	gesellen ger geriten geschach	cunegin gesellen uue ritter vrouuuen	vrouuuen ein geschehen begunde	geschehen gesch mohte vrouuuen	geschach uuaren vrouuuen geschiht	geschach man enmohte sprach
f47v	f47	f47v.12	2	H	Cy	gen	ich	daz	als	uue	des
f47v	f47	f47v.12	3	H	Cy	gen	ich	daz	als	uue	des
f47v	f47	f47v.12	4	H	Ce ky	geschiht e	berz	gesehen t	e	den	scht
f47v	f47	f47v.12	5	H	Co Cy	mingen	einich	uuadaz	uueals	siuue	uuades
f47v	f47	f47v.12	6	H	daN	er	han	gen	des	des	die
f47v	f47	f47v.13	0	H	d Sy	sprach t	schoene get	sprach im	uuolde ter	ritter t	vrouuue ten
f47v	f47	f47v.13	1	H	daN	er	han	gen	des	des	die
f47v	f47	f47v.13	2	H	C d l e t y	gesellen sprach sinere geschach	cunegin schoene ger vrouuuen	vrouuuen sprach sinher begunde	geschehen uuolde dert durch vrouuuen	geschach ritter sch geschiht	geschach vrouuue berein sprach
f47v	f47	f47v.13	3	H	C aN	gesellen gesehen	cunegin und	vrouuuen und	geschehen ich	geschach iht	geschach der
f47v	f47	f47v.13	4	H	d CEy	sprach get	schoene e	sprach e	uuolde e	ritter gen	vrouuue art
f47v	f47	f47v.13	5	H	otal d	s sprach	n schoene	n sprach	r uuolde	h ritter	s vrouuue
f47v	f47	f47v.14	0	H	Col	sch	her	dar	min	mit	dar
f47v	f47	f47v.14	1	H	Cey	nen	diu	er	man	an	er
f52r	f52	f52r.1	0	H	t d ok C F y	ere sprach ger gesellen s geschach	schoene gesellen cunegin a vrouuuen	sprach vrouuuen s begunde	durch uuolde ges geschehen s vrouuuen	sch ritter uuaren geschach s geschiht	vrouuue geschach z sprach
f52r	f52	f52r.1	1	H	y P k o	geschach iuue vrouuuen	vrouuuen i vrouuue geschach	begunde l under geschach	vrouuuen s geriten geschach	geschiht z geuuan geschehen	sprach r uuol geschehen
f52r	f52	f52r.1	2	H	yt air	anet	ane	gervil	von	se	han
f52r	f52	f52r.1	3	H	S ar	der uuaere	ungemach geschiht	geschiht der	uua ritter	ich durch	ritter uuaere
f52r	f52	f52r.1	4	H	qo f y daN	man geschach er	sint vrouuuen han	in begunde gen	vro vrouuuen des	man geschiht des	si sprach die
f52r	f52	f52r.1	5	H	y p Cy	geschach gen	vrouuuen ich	begunde daz	vrouuuen als	geschiht ungemach uue	sprach des
f52r	f52	f52r.1	6	H	ot Col	sisch	erher	dar	ersmin	germit	dar
f52r	f52	f52r.1	7	H	dar	den	ze	get	ent	als	e
f52r	f52	f52r.1	8	H	yt y	ane geschach	vrouuuen	ger begunde	vrouuuen	s geschiht	sprach
f52r	f52	f52r.2	0	H	oty	e	n	t	n	z	z
f52r	f52	f52r.2	1	H	S or	der geuuan	ungemach uuolde	geschiht vrouuue	uua guoten	ich uuaere	ritter sinen
f52r	f52	f52r.2	2	H	yk ol dy	gel ritter ich	sprach nen	enmohte uue	s sprach ste	s enmohte en	uuolde ere
f52r	f52	f52r.2	3	H	qok y	ver geschach	vrouuuen	begunde	ber vrouuuen	ver geschiht	ver sprach
f52r	f52	f52r.2	4	H	k ol dal	uue ritter von	vrouuue sprach gen	under enmohte ers	geriten sprach sch	geuuan enmohte ers	uuol uuolde ger
f52r	f52	f52r.2	5	H	ot E e s	si geriten	eruue ritter	einher geschehen	erscht mohte	ger vrouuuen	manein enmohte
f52r	f52	f52r.2	6	H	dal s	von geriten	gen ritter	ers geschehen	sch mohte	ers vrouuuen	ger enmohte
f52r	f52	f52r.2	7	H	ot ar d l	si uuaere sprach sin	er geschiht schoene ger	der sprach sin	ers ritter uuolde der	ger durch ritter	uuaere vrouuue ber
f52r	f52	f52r.3	0	H	t C ot Sey	ere gesellen sit	cunegin ere	vrouuuen ez	durch geschehen ersim	sch geschach gere	geschach sol
f52r	f52	f52r.3	1	H	qot y	her geschach	gel vrouuuen	begunde	vrouuuen	get geschiht	sprach
f52r	f52	f52r.3	2	H	ok Col	gersch	gesellen her	dar	gesmin	uuaren mit	dar
f52r	f52	f52r.3	3	H	t C ody	ere gesellen ten	cunegin in	vrouuuen zen	durch geschehen ein	sch geschach eit	geschach iht
f52r	f52	f52r.3	4	H	qot am	hernie	gelnie	iht	eit	getin	ich
f52r	f52	f52r.3	5	H	oky	t	n	n	t	t	r
f52r	f52	f52r.3	6	H	yt ol dy	ane ritter ich	sprach nen	ger enmohte uue	sprach ste	s enmohte en	uuolde ere
f52r	f52	f52r.4	0	H	l So p Cy	sinistgen	gersolich	sinedaz	dereals	mir ungemach uue	berhiedes
f52r	f52	f52r.4	1	H	qok y	ver geschach	vrouuuen	begunde	ber vrouuuen	ver geschiht	ver sprach
f52r	f52	f52r.4	2	H	qot Cy	hergen	gelich	daz	als	getuue	des
f52r	f52	f52r.4	3	H	oty	e	n	t	n	z	z
f52r	f52	f52r.4	4	H	dar	den	ze	get	ent	als	e
f52r	f52	f52r.4	5	H	oty	e	n	t	n	z	z
f52r	f52	f52r.4	6	H	d am	sprach nie	schoene nie	sprach iht	uuolde eit	ritter in	vrouuue ich
f52r	f52	f52r.4	7	H	y C T od	geschach gesellen geide	vrouuuen cunegin ges	begunde vrouuuen rich	vrouuuen geschehen ser	geschiht geschach sant	sprach geschach ne
f52r	f52	f52r.5	0	H	oky	t	n	n	t	t	r
f52r	f52	f52r.5	1	H	Cor	die	ben	mit	sin	und	vil
f52r	f52	f52r.5	2	H	ok C al	ger gesellen uuolde	gesellen cunegin man	vrouuuen schoene	ges geschehen uuider	uuaren geschach ein	geschach muoste
f52r	f52	f52r.5	3	H	ok C ar	ger gesellen uuaere	gesellen cunegin geschiht	vrouuuen der	ges geschehen ritter	uuaren geschach durch	geschach uuaere
f52r	f52	f52r.5	4	H	S or	der geuuan	ungemach uuolde	geschiht vrouuue	uua guoten	ich uuaere	ritter sinen
f52r	f52	f52r.5	5	H	t ol	ere ritter	sprach	enmohte	durch sprach	sch enmohte	uuolde
f52r	f52	f52r.5	6	H	yk air	gelt	ane	vil	svon	se	han
f52r	f52	f52r.5	7	H	yt C d am	ane gesellen sprach nie	cunegin schoene nie	ger vrouuuen sprach iht	geschehen uuolde eit	s geschach ritter in	geschach vrouuue ich
f52r	f52	f52r.6	0	H	daN	er	han	gen	des	des	die
f52r	f52	f52r.6	1	H	Se daN	geser	uuahan	mangen	gerdes	derdes	sindie
f52r	f52	f52r.6	2	H	q od al	side uuolde	sman	lich schoene	uuer uuider	lantein	ne muoste
f52r	f52	f52r.6	3	H	dy	ich	nen	uue	ste	en	ere
f52r	f52	f52r.6	4	H	C ok am	gesellen gernie	cunegin gesellen nie	vrouuuen iht	geschehen geseit	geschach uuaren in	geschach ich
f52r	f52	f52r.6	5	H	ot Cor dy	sidieich	erbennen	mituue	erssinste	gerunden	vilere
f52r	f52	f52r.6	6	H	ok Col	gersch	gesellen her	dar	gesmin	uuaren mit	dar
f52r	f52	f52r.6	7	H	d o	sprach vrouuuen	schoene geschach	sprach geschach	uuolde geschach	ritter geschehen	vrouuue geschehen
f52r	f52	f52r.7	0	H	qok y	ver geschach	vrouuuen	begunde	ber vrouuuen	ver geschiht	ver sprach
f52r	f52	f52r.7	1	H	qo K o m	mane vrouuuen a	sini geschach e	il geschach z	vroi geschach n	manz geschehen n	sen geschehen n
f52r	f52	f52r.7	2	H	dal s	von geriten	gen ritter	ers geschehen	sch mohte	ers vrouuuen	ger enmohte
f52r	f52	f52r.7	3	H	S od ai m	derideuua	ungemach me	geschiht ichez	uuaerin	ichantan	ritter ein
f52r	f52	f52r.7	4	H	t C am	ere gesellen nie	cunegin nie	vrouuuen iht	durch geschehen eit	sch geschach in	geschach ich
f52r	f52	f52r.7	5	H	d ody	sprach ten	schoene in	sprach zen	uuolde ein	ritter eit	vrouuue iht
f52r	f52	f52r.7	6	H	yk Ey	geln	mir	diu	sten	se	von
f52r	f52	f52r.7	7	H	d ai g	sprach uur	schoene mt	sprach en	uuolde iz	ritter at	vrouuue it
f52r	f52	f52r.7	8	H	am	nie	nie	iht	eit	in	ich
f52r	f52	f52r.8	0	H	or CEy	geuuan get	uuolde e	vrouuue e	guoten e	uuaere gen	sinen art
f52r	f52	f52r.8	1	H	d or	sprach geuuan	schoene uuolde	sprach vrouuue	uuolde guoten	ritter uuaere	vrouuue sinen
f52r	f52	f52r.8	2	H	Sey	t	e	ez	im	e	sol
f52r	f52	f52r.8	3	H	k o m	uue vrouuuen a	vrouuue geschach e	under geschach z	geriten geschach n	geuuan geschehen n	uuol geschehen n
f52r	f52	f52r.8	4	H	s	geriten	ritter	geschehen	mohte	vrouuuen	enmohte
f52r	f52	f52r.8	5	H	CEy	get	e	e	e	gen	art
f52r	f52	f52r.8	6	H	d Co m	sprach mina	schoene eine	sprach uuaz	uuolde uuen	ritter sin	vrouuue uuan
f52r	f52	f52r.8	7	H	daN	er	han	gen	des	des	die
f52v	f52	f52v.1	0	H	p Cor	die	ben	mit	sin	ungemach und	vil
f52v	f52	f52v.1	1	H	C P ol	gesellen i ritter	cunegin i sprach	vrouuuen l enmohte	geschehen s sprach	geschach z enmohte	geschach r uuolde
f52v	f52	f52v.1	2	H	P ai N	iuuund	ime	lez	sin	zan	rin
f52v	f52	f52v.1	3	H	ot Ce or	si geschiht geuuan	erber uuolde	gesehen vrouuue	ers guoten	ger uuaere	sch sinen
f52v	f52	f52v.1	4	H	yt or k ol	ane geuuan uue ritter	uuolde vrouuue sprach	ger vrouuue under enmohte	guoten geriten sprach	s uuaere geuuan enmohte	sinen uuol uuolde
f52v	f52	f52v.1	5	H	Co P ar	mini uuaere	eini geschiht	uualder	uues ritter	siz durch	uuar uuaere
f52v	f52	f52v.2	0	H	yt Cey	anenen	diu	gerer	man	san	er
f52v	f52	f52v.2	1	H	Col	sch	her	dar	min	mit	dar
f52v	f52	f52v.2	2	H	T od ai i r	geideuue	gesmenien	richensi	serir	santalz	neiar
f52v	f52	f52v.2	3	H	Sy	t	get	im	ter	t	ten
f52v	f52	f52v.2	4	H	k or	uue geuuan	vrouuue uuolde	under vrouuue	geriten guoten	geuuan uuaere	uuol sinen
f52v	f52	f52v.2	5	H	e s e Cor	geriten die	ritter ben	her geschehen hermit	t mohte tsin	vrouuuen und	ein enmohte einvil
f52v	f52	f52v.2	6	H	Cy	gen	ich	daz	als	uue	des
f52v	f52	f52v.2	7	H	d am	sprach nie	schoene nie	sprach iht	uuolde eit	ritter in	vrouuue ich
f52v	f52	f52v.3	0	H	o or Cor	vrouuuen geuuan die	geschach uuolde ben	geschach vrouuue mit	geschach guoten sin	geschehen uuaere und	geschehen sinen vil
f52v	f52	f52v.3	1	H	Co C ar	min gesellen uuaere	ein cunegin geschiht	uua vrouuuen der	uue geschehen ritter	si geschach durch	uua geschach uuaere
f52v	f52	f52v.3	2	H	l s	sin geriten	ger ritter	sin geschehen	der mohte	vrouuuen	ber enmohte
f52v	f52	f52v.3	3	H	C t E or	gesellen ere geuuan	cunegin uue uuolde	vrouuuen ein vrouuue	geschehen durch ch guoten	geschach sch uuaere	geschach man sinen
f52v	f52	f52v.3	4	H	yt ol	ane ritter	sprach	ger enmohte	sprach	s enmohte	uuolde
f52v	f52	f52v.3	5	H	Se ol	ges ritter	uua sprach	man enmohte	ger sprach	der enmohte	sin uuolde
f52v	f52	f52v.3	6	H	ot am	sinie	ernie	iht	erseit	gerin	ich
f52v	f52	f52v.4	0	H	t Cor	eredie	ben	mit	durch sin	schund	vil
f52v	f52	f52v.4	1	H	T e or	ge geuuan	ges uuolde	rher vrouuue	st guoten	s uuaere	nein sinen
f52v	f52	f52v.4	2	H	T eol	gen	gesn	rvon	so	st	ne
f52v	f52	f52v.4	3	H	CE or	s geuuan	u uuolde	i vrouuue	m guoten	uuaere	r sinen
f52v	f52	f52v.4	4	H	Ceol	z	t	e	vil	diu	mit
f52v	f52	f52v.4	5	H	C K Ey	gesellen en	cunegin imir	vrouuuen ldiu	geschehen iten	geschach ze	geschach envon
f52v	f52	f52v.4	6	H	s ody	geriten ten	ritter in	geschehen zen	mohte ein	vrouuuen eit	enmohte iht
f52v	f52	f52v.5	0	H	yt Ey	anen	mir	gerdiu	ten	se	von
f52v	f52	f52v.5	1	H	T or Ce os	ge geuuan geschiht t	ges uuolde bern	r vrouuue gesehen e	s guoten e	s uuaere ist	n sinen sche
f52v	f52	f52v.5	2	H	P e od ar	iide uuaere	i geschiht	lherichder	ster ritter	zant durch	reine uuaere
f52v	f52	f52v.5	3	H	dy	ich	nen	uue	ste	en	ere
f52v	f52	f52v.5	4	H	s ar g	geriten uuaere r	ritter geschiht t	geschehen dern	mohte ritter z	vrouuuen durch t	enmohte uuaere t
f52v	f52	f52v.6	0	H	qot o daN	her vrouuuen er	gel geschach han	geschach gen	geschach des	get geschehen des	geschehen die
f52v	f52	f52v.6	1	H	T or	ge geuuan	ges uuolde	r vrouuue	s guoten	s uuaere	n sinen
f52v	f52	f52v.6	2	H	oty	e	n	t	n	z	z
f52v	f52	f52v.6	3	H	k Col y	uuesch geschach	vrouuue her vrouuuen	under dar begunde	geriten min vrouuuen	geuuan mit geschiht	uuol dar sprach
f52v	f52	f52v.7	0	H	p Ceol	z	t	e	vil	ungemach diu	mit
f52v	f52	f52v.7	1	H	Sol o N	mir vrouuuen und	iu geschach e	ane geschach z	ze geschach n	z geschehen n	her geschehen n
f52v	f52	f52v.7	2	H	T or	ge geuuan	ges uuolde	r vrouuue	s guoten	s uuaere	n sinen
f52v	f52	f52v.7	3	H	aN	gesehen	und	und	ich	iht	der
f52v	f52	f52v.8	0	H	k o daN	uue vrouuuen er	vrouuue geschach han	under geschach gen	geriten geschach des	geuuan geschehen des	uuol geschehen die
f52v	f52	f52v.8	1	H	Ty	e	t	t	n	so	t
f52v	f52	f52v.8	2	H	qokEy	z	z	ff	z	zz	n
f52v	f52	f52v.8	3	H	s	geriten	ritter	geschehen	mohte	vrouuuen	enmohte
f52v	f52	f52v.8	4	H	ol	ritter	sprach	enmohte	sprach	enmohte	uuolde
f52v	f52	f52v.9	0	H	daN	er	han	gen	des	des	die
f52v	f52	f52v.9	1	H	K eol	en	in	lvon	io	zt	ene
f52v	f52	f52v.9	2	H	Col	sch	her	dar	min	mit	dar
f52v	f52	f52v.9	3	H	qok ey l	vernsin	tenger	antsin	bereder	vere	vergenber
f52v	f52	f52v.9	4	H	daN	er	han	gen	des	des	die
f52v	f52	f52v.10	0	H	y ok Ey	geschach gern	vrouuuen gesellen mir	begunde diu	vrouuuen gesten	geschiht uuaren e	sprach von
f52v	f52	f52v.10	1	H	qok ody	verten	in	zen	berein	vereit	veriht
f52v	f52	f52v.10	2	H	Col	sch	her	dar	min	mit	dar
f52v	f52	f52v.10	3	H	s ol s	geriten ritter geriten	ritter sprach ritter	geschehen enmohte geschehen	mohte sprach mohte	vrouuuen enmohte vrouuuen	enmohte uuolde enmohte
f52v	f52	f52v.10	4	H	aN	gesehen	und	und	ich	iht	der
f52v	f52	f52v.11	0	H	daN	er	han	gen	des	des	die
f52v	f52	f52v.11	1	H	S or	der geuuan	ungemach uuolde	geschiht vrouuue	uua guoten	ich uuaere	ritter sinen
f52v	f52	f52v.11	2	H	qo daN	maner	sinhan	igen	vrodes	mandes	sdie
f52v	f52	f52v.11	3	H	K ey	en	iten	lant	ie	ze	engen
f52v	f52	f52v.11	4	H	s al	geriten uuolde	ritter man	geschehen schoene	mohte uuider	vrouuuen ein	enmohte muoste
f52v	f52	f52v.12	0	H	qo e k ar	manuue uuaere	sin vrouuue geschiht	iher under der	vrot geriten ritter	man geuuan durch	sein uuol uuaere
f52v	f52	f52v.12	1	H	K ol	e ritter	i sprach	l enmohte	i sprach	z enmohte	en uuolde
f52v	f52	f52v.12	2	H	yk C ody	gel gesellen ten	cunegin in	vrouuuen zen	s geschehen ein	s geschach eit	geschach iht
f52v	f52	f52v.12	3	H	Ky	e	t	t	z	zen	t
f52v	f52	f52v.13	0	H	yk or	gel geuuan	uuolde	vrouuue	s guoten	s uuaere	sinen
f52v	f52	f52v.13	1	H	ok ai N	geruuund	gesellen me	ez	gesin	uuaren an	in
f52v	f52	f52v.13	2	H	K E ey	en	iuueten	leinant	iche	ze	enmangen
f52v	f52	f52v.13	3	H	d ai i g	sprach uur	schoene ment	sprach enn	uuolde irz	ritter alt	vrouuue iat
f52v	f52	f52v.14	0	H	od ar	ide uuaere	geschiht	ichder	er ritter	ant durch	e uuaere
f52v	f52	f52v.14	1	H	Ce ok or	geschiht ger geuuan	ber gesellen uuolde	gesehen vrouuue	ges guoten	uuaren uuaere	sch sinen
f52v	f52	f52v.14	2	H	K Ey	en	imir	ldiu	iten	ze	envon
f53r	f53	f53r.1	0	H	k od am Co T ody	uueideniemingeten	vrouuue nieeingesin	under ichihtuuarzen	geriten ereituuesein	geuuan antinsiseit	uuol eichuuaniht
f53r	f53	f53r.1	1	H	oty	e	n	t	n	z	z
f53r	f53	f53r.2	0	H	d ol	sprach ritter	schoene sprach	sprach enmohte	uuolde sprach	ritter enmohte	vrouuue uuolde
f53r	f53	f53r.2	1	H	daI	z	t	e	z	sol	e
f53r	f53	f53r.2	2	H	s Co Se	geriten minges	ritter einuua	geschehen uuaman	mohte uueger	vrouuuen sider	enmohte uuasin
f53r	f53	f53r.2	3	H	oty	e	n	t	n	z	z
f53r	f53	f53r.3	0	H	So a s	ist geriten	sole ritter	ei geschehen	ee mohte	miri vrouuuen	hies enmohte
f53r	f53	f53r.3	1	H	C ok a n	gesellen gern	cunegin gesellen ez	vrouuuen in	geschehen geser	geschach uuaren in	geschach si
f53r	f53	f53r.3	2	H	ody	ten	in	zen	ein	eit	iht
f53r	f53	f53r.4	0	H	yt Co daN	aneminer	einhan	geruuagen	uuedes	ssides	uuadie
f53r	f53	f53r.4	1	H	yk y	gel geschach	vrouuuen	begunde	s vrouuuen	s geschiht	sprach
f53r	f53	f53r.4	2	H	ot Cey	sinen	erdiu	er	ersman	geran	er
f53r	f53	f53r.4	3	H	ot od	siide	er	ich	erser	gerant	e
f53r	f53	f53r.5	0	H	ok S	gerder	gesellen ungemach	geschiht	gesuua	uuaren ich	ritter
f53r	f53	f53r.5	1	H	ot ol	si ritter	er sprach	enmohte	ers sprach	ger enmohte	uuolde
f53r	f53	f53r.5	2	H	F y	s geschach	a vrouuuen	s begunde	s vrouuuen	s geschiht	z sprach
f53r	f53	f53r.5	3	H	P od ol	iide ritter	i sprach	lich enmohte	ser sprach	zant enmohte	re uuolde
f53r	f53	f53r.5	4	H	yk ody	gelten	in	zen	sein	seit	iht
f53r	f53	f53r.5	5	H	qok C od	ver gesellen ide	cunegin	vrouuuen ich	ber geschehen er	ver geschach ant	ver geschach e
f53r	f53	f53r.5	6	H	ot Co	simin	erein	uua	ersuue	gersi	uua
f53r	f53	f53r.5	7	H	qot	her	gel	<EMPTY>	<EMPTY>	get	<EMPTY>
f53r	f53	f53r.5	8	H	oty	e	n	t	n	z	z
f53r	f53	f53r.6	0	H	yk e od ar	gelide uuaere	geschiht	herichder	ster ritter	sant durch	eine uuaere
