replay_id	surface	content_class	observed_route	observed_reading_de	source_reading_de	ordered_recipe_trace	recipe_support_tier	recipe_support_rank	running_event_count	running_page_count	bounded_shell_match	replay_pass
G469-E095	odory	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:od] · EINHEIT · POSTEN	[DROGENNAME:od] · EINHEIT · POSTEN	OR+Y	RUNNING_EXACT_RECIPE	32	3	3	NO	YES
G469-E096	doly	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:d] · FORTSETZEN · POSTEN	[DROGENNAME:d] · FORTSETZEN · POSTEN	OL+Y	RUNNING_EXACT_RECIPE	11	31	11	NO	YES
G469-E097	opchosam	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:opchos] · HIER	[DROGENNAME:opchos] · HIER	AM_ADDR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E098	saloiinsheol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	AL+SH+OL	ADDRESS_HYBRID_SHELL_ONLY	98	0	0	NO	YES
G469-E099	otold	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · FORTSETZEN · [DROGENNAME:d]	DANACH · FORTSETZEN · [DROGENNAME:d]	OT+OL	RUNNING_EXACT_RECIPE	17	9	8	NO	YES
G469-E100	opchoroiin	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	O+IIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E101	korainy	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	GEBEN · EINHEIT · ANTEIL · POSTEN	GEBEN · EINHEIT · ANTEIL · POSTEN	K+OR+AIN+Y	ADDRESS_FULL_FORMULA_ONLY	83	0	0	NO	YES
G469-E102	oporain	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:opor] · ANTEIL	[DROGENNAME:opor] · ANTEIL	AIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E103	okshdchos	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	SETZEN · HALTEN · [DROGENNAME:dchos]	SETZEN · HALTEN · [DROGENNAME:dchos]	OK+SH	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E104	yorain	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:yor] · ANTEIL	[DROGENNAME:yor] · ANTEIL	AIN	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E105	ofakal	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	O+LOCAL_CHAR_F+AL	RUNNING_EXACT_RECIPE	45	1	1	NO	YES
G469-E106	ytarem	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	AR	OUTSIDE_BOUNDED_SHELL_ATLAS	0	0	0	NO	YES
G469-E107	otolarol	DRUG_OR_INGREDIENT_OBJECT	EXACT_KNOWN_LABEL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	OT+OL+AR+OL	ADDRESS_FULL_FORMULA_ONLY	88	0	0	NO	YES
