surface	source_reading_id	working_model_level	v99r7_spoken_default_de	axis_tags	macro_tags	unconditional_global_export_allowed	gdt734_composition_semantic_credit	gdt734_component_export_allowed	gdt806_semantic_credit	gdt806_renderer_license
ckhedy	ckhedy#GLOBAL	W2_PROVISIONAL_WORKING	Arzneikompositum in der Gradmitte, abgeschlossen	VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|SCALAR	1	0	0	0	0
ckheey	ckheey#GLOBAL	W2_PROVISIONAL_WORKING	Arzneikompositum am Gradende	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
ckheody	ckheody#GLOBAL	W3_SOLID_WORKING_THEORY	fertiger Ansatz eines Arzneikompositums	PREPARATION|CLOSE	CARRIER|PROCESS	1	0	0	0	0
ckhey	ckhey#GLOBAL	W3_SOLID_WORKING_THEORY	Arzneikompositum in der Gradmitte	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
ckhody	ckhody#GLOBAL	W3_SOLID_WORKING_THEORY	Arzneikompositum ansetzen und fertigstellen	PREPARATION|CLOSE	CARRIER|PROCESS	1	0	0	0	0
ckhol	ckhol#V84_1	W2_PROVISIONAL_WORKING	Mischung	PREPARATION	CARRIER	1	0	0	0	0
ckhor	ckhor#GLOBAL	W2_PROVISIONAL_WORKING	Portion Arzneikompositum	AMOUNT|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
cphdor	cphdor#1	W2_PROVISIONAL_WORKING	eine Portion Arzneikompositum abmessen	AMOUNT|PREPARATION|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
cphochy	cphochy#1	W2_PROVISIONAL_WORKING	trockene Mischung, Grundstufe	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
cphol	cphol#GLOBAL	W3_SOLID_WORKING_THEORY	zusammengesetzter Drogenstoff	MATERIAL	CARRIER	1	0	0	0	0
cphy	cphy#1	W2_PROVISIONAL_WORKING	Mischung, Grundform	PREPARATION	CARRIER	1	0	0	0	0
cth	cth#GLOBAL	W3_SOLID_WORKING_THEORY	Pflanzendroge	MATERIAL	CARRIER	1	0	0	0	0
cthal	cthal#GLOBAL	W3_SOLID_WORKING_THEORY	Pflanzendroge aus Rohdroge I	MATERIAL	CARRIER	1	0	0	0	0
cthar	cthar#GLOBAL	W3_SOLID_WORKING_THEORY	Pflanzenanteil I	PART	CARRIER	1	0	0	0	0
cthdy	cthdy#GLOBAL	W3_SOLID_WORKING_THEORY	Krautdroge fertig aufbereiten	MATERIAL|CLOSE	CARRIER|PROCESS	1	0	0	0	0
ctheey	ctheey#GLOBAL	W3_SOLID_WORKING_THEORY	CTH-Drogenmaterial, Form II	MATERIAL	CARRIER	1	0	0	0	0
ctheod	ctheod#GLOBAL	W2_PROVISIONAL_WORKING	Krautansatz auf der mittleren Stufe abschließen	VALUE|MATERIAL|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
ctheol	ctheol#GLOBAL	W3_SOLID_WORKING_THEORY	Krautdrogenstoff der Mittelstufe	VALUE|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
cthey	cthey#GLOBAL	W3_SOLID_WORKING_THEORY	Pflanzendroge, Form I	MATERIAL	CARRIER	1	0	0	0	0
ctho	ctho#GLOBAL	W3_SOLID_WORKING_THEORY	Krautansatz	MATERIAL|PREPARATION	CARRIER	1	0	0	0	0
cthod	cthod#GLOBAL	W2_PROVISIONAL_WORKING	gieße den Krautansatz ab	MATERIAL|PREPARATION	CARRIER	1	0	0	0	0
cthoiin	cthoiin#GLOBAL	W2_PROVISIONAL_WORKING	Pflanzenzubereitung, Form III	PREPARATION	CARRIER	1	0	0	0	0
cthol	cthol#GLOBAL	W3_SOLID_WORKING_THEORY	Pflanzendrogenstoff	MATERIAL	CARRIER	1	0	0	0	0
ctholy	ctholy#GLOBAL	W3_SOLID_WORKING_THEORY	Pflanzendroge, Grundform	MATERIAL	CARRIER	1	0	0	0	0
cthom	cthom#GLOBAL	W3_SOLID_WORKING_THEORY	eine Handvoll Pflanzenansatz	AMOUNT|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
cthoor	cthoor#1	W2_PROVISIONAL_WORKING	eine Portion Krautansatz	AMOUNT|MATERIAL|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
cthor	cthor#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion Pflanzendroge	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
cthororaiin	cthororaiin#1	W2_PROVISIONAL_WORKING	drei Portionen Krautdroge	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
cthory	cthory#GLOBAL	W2_PROVISIONAL_WORKING	eine Portion Pflanzendroge	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
cthy	cthy#GLOBAL	W3_SOLID_WORKING_THEORY	CTH-Drogenmaterial	MATERIAL	CARRIER	1	0	0	0	0
daiir	daiir#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessene Fraktion III	PART	CARRIER	1	0	0	0	0
daiiy	daiiy#GLOBAL	W2_PROVISIONAL_WORKING	abgemessene Drogenportion, abgeschlossen	AMOUNT|MATERIAL|CLOSE	CARRIER|PROCESS|SCALAR	1	0	0	0	0
dail	dail#GLOBAL	W2_PROVISIONAL_WORKING	abgewogener Rohstoffposten II	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
daim	daim#GLOBAL	W3_SOLID_WORKING_THEORY	eine zweite Portion abmessen	AMOUNT|PROCESS	PROCESS|SCALAR	1	0	0	0	0
dair	dair#1	W2_PROVISIONAL_WORKING	abgemessener Anteil II	PART	CARRIER	1	0	0	0	0
dairodg	dairodg#GLOBAL	W2_PROVISIONAL_WORKING	abgemessene Fraktion II, als Zubereitung abgeschlossen	PART|PREPARATION|CLOSE	CARRIER|PROCESS	1	0	0	0	0
dalar	dalar#GLOBAL	W3_SOLID_WORKING_THEORY	erste Fraktion Rohdroge I abmessen	AMOUNT|PART|MATERIAL|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
dalchedy	dalchedy#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen	DRY|VALUE|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
daldy	daldy#GLOBAL	W3_SOLID_WORKING_THEORY	abgewogener Rohstoffposten I, abgeschlossen	AMOUNT|MATERIAL|CLOSE	CARRIER|PROCESS|SCALAR	1	0	0	0	0
dalor	dalor#GLOBAL	W3_SOLID_WORKING_THEORY	eine abgemessene Portion Rohdroge I	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
dals	dals#GLOBAL	W3_SOLID_WORKING_THEORY	eine Charge Rohdroge I abmessen	AMOUNT|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
dalshedy	dalshedy#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessenen Rohstoff I bis zur Mittelstufe einweichen und abschließen	MOIST|VALUE|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
daly	daly#GLOBAL	W2_PROVISIONAL_WORKING	abgewogener Rohstoffposten I, Grundform	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
dar	dar#1	W3_SOLID_WORKING_THEORY	abgemessener Anteil I	PART	CARRIER	1	0	0	0	0
daral	daral#GLOBAL	W2_PROVISIONAL_WORKING	erste Fraktion Rohdroge I abmessen	AMOUNT|PART|MATERIAL|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
darchd	darchd#GLOBAL	W2_PROVISIONAL_WORKING	miss die erste Fraktion ab, trockne sie und schließe ab	DRY|PART	CARRIER|QUALITY	1	0	0	0	0
dary	dary#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessene Fraktion I, abgeschlossen	PART|CLOSE	CARRIER|PROCESS	1	0	0	0	0
dchaiin	dchaiin#GLOBAL	W2_PROVISIONAL_WORKING	abgemessene Trockendroge, Grad III	DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
dchedy	dchedy#1	W2_PROVISIONAL_WORKING	fertige abgemessene Trockenportion	DRY|AMOUNT|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
dcheey	dcheey#1	W2_PROVISIONAL_WORKING	eine Portion vollständig trocknen und abschließen	DRY|AMOUNT|PROCESS	PROCESS|QUALITY|SCALAR	1	0	0	0	0
dchol	dchol#GLOBAL	W3_SOLID_WORKING_THEORY	Maß trockenen Materials	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
dchor	dchor#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessener Pflanzenteil	PART	CARRIER	1	0	0	0	0
dchy	dchy#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion Trockendroge in Grundform	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
ddor	ddor#GLOBAL	W2_PROVISIONAL_WORKING	eine Portion abmessen	AMOUNT|PROCESS	PROCESS|SCALAR	1	0	0	0	0
dedy	dedy#GLOBAL	W2_PROVISIONAL_WORKING	eine Portion auf Mittelstufe abmessen und fertigstellen	AMOUNT|VALUE|PROCESS|CLOSE	PROCESS|SCALAR	1	0	0	0	0
deey	deey#GLOBAL	W3_SOLID_WORKING_THEORY	die letzte Portion abmessen	AMOUNT|PROCESS	PROCESS|SCALAR	1	0	0	0	0
dl	dl#GLOBAL	W2_PROVISIONAL_WORKING	Rohstoffmaß	MATERIAL	CARRIER	1	0	0	0	0
doiin	doiin#GLOBAL	W2_PROVISIONAL_WORKING	Zubereitungsmaß, Form III	PREPARATION	CARRIER	1	0	0	0	0
dolshedy	dolshedy#GLOBAL	W2_PROVISIONAL_WORKING	eingeweichtes Material	MATERIAL	CARRIER	1	0	0	0	0
doly	doly#GLOBAL	W2_PROVISIONAL_WORKING	ein Maß Abguss	AMOUNT	SCALAR	1	0	0	0	0
dor	dor#GLOBAL	W3_SOLID_WORKING_THEORY	miss eine Portion Droge ab	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
doraiin	doraiin#GLOBAL	W2_PROVISIONAL_WORKING	drei abgemessene Drogenportionen	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
dory	dory#GLOBAL	W2_PROVISIONAL_WORKING	abgemessene Portion	AMOUNT	SCALAR	1	0	0	0	0
dshedy	dshedy#1	W2_PROVISIONAL_WORKING	bis zur Mittelstufe angefeuchtete Drogenportion	MOIST|AMOUNT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
dsheey	dsheey#GLOBAL	W3_SOLID_WORKING_THEORY	abgemessene, vollständig angefeuchtete Droge	MOIST|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
dsheol	dsheol#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion eingeweichter Droge	AMOUNT|MATERIAL	CARRIER|SCALAR	1	0	0	0	0
dshey	dshey#1	W2_PROVISIONAL_WORKING	abgemessene Feuchtmenge, Mittelstufe	MOIST|VALUE	QUALITY|SCALAR	1	0	0	0	0
dsho	dsho#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion Feuchtansatz abmessen	MOIST|AMOUNT|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
dshor	dshor#1	W2_PROVISIONAL_WORKING	abgemessene Blütendroge	MATERIAL	CARRIER	1	0	0	0	0
dshy	dshy#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion leicht angefeuchteter Droge	MOIST|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
fchedy	fchedy#GLOBAL	W3_SOLID_WORKING_THEORY	Blütenfraktion bis zur Mittelstufe trocknen und abschließen	DRY|VALUE|PART|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
fchoky	fchoky#1	W2_PROVISIONAL_WORKING	heiß-trockene Blütenzubereitung in Grundform	HOT|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
kaiin	kaiin#GLOBAL	W3_SOLID_WORKING_THEORY	heiß, Grad III	HOT|VALUE	QUALITY|SCALAR	1	0	0	0	0
kain	kain#1	W2_PROVISIONAL_WORKING	heiß, Grad II	HOT|VALUE	QUALITY|SCALAR	1	0	0	0	0
kair	kair#GLOBAL	W3_SOLID_WORKING_THEORY	heiße Drogenfraktion II	HOT|PART|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
kalchdy	kalchdy#GLOBAL	W2_PROVISIONAL_WORKING	Rohdroge I erhitzen, trocknen und abschließen	HOT|DRY|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY	1	0	0	0	0
kalol	kalol#GLOBAL	W2_PROVISIONAL_WORKING	heißer Rohstoff der ersten Klasse	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
kar	kar#GLOBAL	W3_SOLID_WORKING_THEORY	heiße Drogenfraktion I	HOT|PART|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
kary	kary#GLOBAL	W3_SOLID_WORKING_THEORY	erste erhitzte Fraktion, abgeschlossen	HOT|PART|CLOSE	CARRIER|PROCESS|QUALITY	1	0	0	0	0
kchaiin	kchaiin#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-getrocknete Droge auf Stufe III	HOT|DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
kchal	kchal#GLOBAL	W2_PROVISIONAL_WORKING	Rohstoffklasse I, heiß-trocken am Gradanfang	HOT|DRY|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
kchdy	kchdy#1	W3_SOLID_WORKING_THEORY	heiß-trockene Anfangsstufe erreicht	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
kchedy	kchedy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und trocken in der Mitte des Grades, abgeschlossen	HOT|DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
kcheey	kcheey#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und trocken am Ende des Grades	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
kcho	kcho#GLOBAL	W3_SOLID_WORKING_THEORY	Zubereitung: heiß und trocken	HOT|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
kchol	kchol#GLOBAL	W3_SOLID_WORKING_THEORY	erhitztes Trockengut	HOT|DRY	QUALITY	1	0	0	0	0
kchor	kchor#GLOBAL	W3_SOLID_WORKING_THEORY	Drogenportion, heiß-trocken	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
kchy	kchy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und trocken am Anfang des Grades	HOT|DRY|VALUE	QUALITY|SCALAR	1	0	0	0	0
kechy	kechy#GLOBAL	W3_SOLID_WORKING_THEORY	mäßig erhitzen, trocknen und abschließen	HOT|DRY|PROCESS	PROCESS|QUALITY	1	0	0	0	0
kedy	kedy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß in der Mitte des Grades, abgeschlossen	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
keed	keed#GLOBAL	W2_PROVISIONAL_WORKING	Erhitzung bis Endstufe abgeschlossen	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
keedy	keedy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß am Ende des Grades, abgeschlossen	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
keeody	keeody#GLOBAL	W2_PROVISIONAL_WORKING	vollständig ausgekochter Ansatz	PREPARATION	CARRIER	1	0	0	0	0
keeol	keeol#GLOBAL	W3_SOLID_WORKING_THEORY	stark erhitzter Drogenstoff	HOT|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
keey	keey#1	W2_PROVISIONAL_WORKING	heiß am Ende des Grades	HOT|VALUE	QUALITY|SCALAR	1	0	0	0	0
keodar	keodar#GLOBAL	W2_PROVISIONAL_WORKING	miss die erste Fraktion des auf Mittelstufe erhitzten Ansatzes ab	HOT|VALUE|PART|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
keol	keol#GLOBAL	W3_SOLID_WORKING_THEORY	heißer Drogenstoff	HOT|MATERIAL	CARRIER|QUALITY	1	0	0	0	0
keor	keor#GLOBAL	W3_SOLID_WORKING_THEORY	heiße Drogenportion	HOT|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	0	0	0	0
key	key#GLOBAL	W3_SOLID_WORKING_THEORY	heiß in der Mitte des Grades	HOT|VALUE	QUALITY|SCALAR	1	0	0	0	0
kodaiin	kodaiin#GLOBAL	W2_PROVISIONAL_WORKING	drei Portionen erhitzter Zubereitung	HOT|AMOUNT|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
kshdy	kshdy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und feucht am Anfang des Grades, abgeschlossen	HOT|MOIST|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
kshedy	kshedy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und feucht in der Mitte des Grades, abgeschlossen	HOT|MOIST|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	0	0	0	0
ksheey	ksheey#GLOBAL	W2_PROVISIONAL_WORKING	heiß und feucht am Ende des Grades	HOT|MOIST|VALUE	QUALITY|SCALAR	1	0	0	0	0
ksheo	ksheo#GLOBAL	W3_SOLID_WORKING_THEORY	heißer Feuchtansatz	HOT|MOIST|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
ksheody	ksheody#GLOBAL	W3_SOLID_WORKING_THEORY	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	HOT|MOIST|VALUE|PREPARATION|PROCESS|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
kshey	kshey#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und feucht in der Mitte des Grades	HOT|MOIST|VALUE	QUALITY|SCALAR	1	0	0	0	0
ksho	ksho#GLOBAL	W3_SOLID_WORKING_THEORY	erhitze, weiche ein und setze an	HOT|PROCESS	PROCESS|QUALITY	1	0	0	0	0
kshy	kshy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß und feucht am Anfang des Grades	HOT|MOIST|VALUE	QUALITY|SCALAR	1	0	0	0	0
ky	ky#GLOBAL	W3_SOLID_WORKING_THEORY	heiß am Anfang des Grades	HOT|VALUE	QUALITY|SCALAR	1	0	0	0	0
oaiin	oaiin#GLOBAL	W3_SOLID_WORKING_THEORY	drei Ansatzportionen	AMOUNT|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
oaiir	oaiir#GLOBAL	W2_PROVISIONAL_WORKING	Zubereitungsanteil III	PART|PREPARATION	CARRIER	1	0	0	0	0
oain	oain#GLOBAL	W3_SOLID_WORKING_THEORY	zwei Teile Ansatz	PART|PREPARATION	CARRIER	1	0	0	0	0
oal	oal#GLOBAL	W2_PROVISIONAL_WORKING	Rohstoffklasse I im Ansatz	VALUE|MATERIAL|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
ochedy	ochedy#GLOBAL	W3_SOLID_WORKING_THEORY	Ansatz aus getrockneter Droge, abgeschlossen	DRY|MATERIAL|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY	1	0	0	0	0
ockhedy	ockhedy#GLOBAL	W3_SOLID_WORKING_THEORY	Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|SCALAR	1	0	0	0	0
ockhey	ockhey#GLOBAL	W2_PROVISIONAL_WORKING	Ansatz eines Arzneikompositums in der Gradmitte	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
ockhy	ockhy#GLOBAL	W2_PROVISIONAL_WORKING	Ansatz eines Arzneikompositums am Gradanfang	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
octhdy	octhdy#GLOBAL	W2_PROVISIONAL_WORKING	fertig aufbereitete Drogenzubereitung, Grundform	MATERIAL|PREPARATION|CLOSE	CARRIER|PROCESS	1	0	0	0	0
od	od#GLOBAL	W2_PROVISIONAL_WORKING	miss vom Ansatz ab	PREPARATION	CARRIER	1	0	0	0	0
odaiin	odaiin#GLOBAL	W3_SOLID_WORKING_THEORY	Zubereitung, Wertstufe III	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
odain	odain#GLOBAL	W3_SOLID_WORKING_THEORY	Zubereitung, Wertstufe II	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
odal	odal#GLOBAL	W2_PROVISIONAL_WORKING	abgewogener Rohstoffposten I im Ansatz	AMOUNT|MATERIAL|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
odam	odam#GLOBAL	W3_SOLID_WORKING_THEORY	ein Maß Ansatz abmessen	AMOUNT|PREPARATION|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
odan	odan#GLOBAL	W2_PROVISIONAL_WORKING	Zubereitung, Wertstufe I	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
odar	odar#1	W2_PROVISIONAL_WORKING	Anteil I abmessen	AMOUNT|PART|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
odol	odol#GLOBAL	W2_PROVISIONAL_WORKING	Drogenstoff im Ansatz abmessen	AMOUNT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|SCALAR	1	0	0	0	0
ody	ody#GLOBAL	W3_SOLID_WORKING_THEORY	fertiggestellter Ansatz	PREPARATION|CLOSE	CARRIER|PROCESS	1	0	0	0	0
oeeal	oeeal#GLOBAL	W2_PROVISIONAL_WORKING	Rohstoffklasse I im Ansatz, am Gradende	VALUE|MATERIAL|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
oeedaiin	oeedaiin#GLOBAL	W2_PROVISIONAL_WORKING	drei Portionen vollständig bereiteten Ansatzes	AMOUNT|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
oeees	oeees#GLOBAL	W3_SOLID_WORKING_THEORY	Ansatzcharge der letzten Stufe	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
oees	oees#GLOBAL	W2_PROVISIONAL_WORKING	Ansatzcharge auf Endstufe	VALUE|PREPARATION	CARRIER|SCALAR	1	0	0	0	0
oiiin	oiiin#GLOBAL	W3_SOLID_WORKING_THEORY	Zubereitung in Form IV	PREPARATION	CARRIER	1	0	0	0	0
oiin	oiin#GLOBAL	W2_PROVISIONAL_WORKING	Zubereitungsform III	PREPARATION	CARRIER	1	0	0	0	0
oin	oin#GLOBAL	W2_PROVISIONAL_WORKING	bereite einen zweiten Ansatz	PREPARATION	CARRIER	1	0	0	0	0
okaiin	okaiin#1	W3_SOLID_WORKING_THEORY	heißer Ansatz, Grad III	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okain	okain#1	W3_SOLID_WORKING_THEORY	heißer Ansatz, Grad II	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okair	okair#GLOBAL	W3_SOLID_WORKING_THEORY	heiße Drogenfraktion II im Ansatz	HOT|PART|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
okaly	okaly#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoff-I-Ansatz leicht erhitzen und abschließen	HOT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY	1	0	0	0	0
okar	okar#1	W2_PROVISIONAL_WORKING	Anteil I des heißen Ansatzes	HOT|PART|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
okaram	okaram#GLOBAL	W2_PROVISIONAL_WORKING	ein Maß der ersten erhitzten Ansatzfraktion	HOT|AMOUNT|PART|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okarol	okarol#GLOBAL	W2_PROVISIONAL_WORKING	Ansatzstoff aus heißer Drogenfraktion I	HOT|PART|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
okary	okary#GLOBAL	W3_SOLID_WORKING_THEORY	heiße Ansatzfraktion I, abgeschlossen	HOT|PART|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY	1	0	0	0	0
okchal	okchal#GLOBAL	W2_PROVISIONAL_WORKING	Ansatz aus heiß-trockenem Rohstoff Klasse I am Gradanfang	HOT|DRY|VALUE|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okchdy	okchdy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz am Anfang des Grades, abgeschlossen	HOT|DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
okcheey	okcheey#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz am Ende des Grades	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okchey	okchey#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz in der Mitte des Grades	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okchol	okchol#GLOBAL	W3_SOLID_WORKING_THEORY	heißer Ansatz aus Trockengut	HOT|DRY|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
okchor	okchor#GLOBAL	W3_SOLID_WORKING_THEORY	eine Portion heiß-trockene Droge im Ansatz	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okchy	okchy#GLOBAL	W3_SOLID_WORKING_THEORY	heiß-trockener Ansatz am Anfang des Grades	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okdy	okdy#GLOBAL	W2_PROVISIONAL_WORKING	heißer Ansatz am Anfang des Grades, abgeschlossen	HOT|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
okeal	okeal#GLOBAL	W3_SOLID_WORKING_THEORY	Rohstoffklasse I im Ansatz, heiß in der Gradmitte	HOT|VALUE|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okedy	okedy#1	W2_PROVISIONAL_WORKING	heißer Ansatz, Mittelstufe erreicht	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okeedal	okeedal#GLOBAL	W3_SOLID_WORKING_THEORY	Ansatz vollständig erhitzen und Rohdroge I abmessen	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
okeedy	okeedy#GLOBAL	W3_SOLID_WORKING_THEORY	heißer Ansatz am Ende des Grades, abgeschlossen	HOT|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	0	0	0	0
okeeol	okeeol#GLOBAL	W3_SOLID_WORKING_THEORY	vollständig erhitzter Ansatzstoff	HOT|MATERIAL|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
okees	okees#1	W2_PROVISIONAL_WORKING	heiße Zubereitung, Endstufe	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	0	0	0	0
okeeshy	okeeshy#GLOBAL	W2_PROVISIONAL_WORKING	heißer, vollständig angefeuchteter Ansatz	HOT|MOIST|PREPARATION	CARRIER|QUALITY	1	0	0	0	0
