contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C01349	TARGET	ol	GDT800-O3077	f79r	f79r	f79r.6	3	L1	okar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|PREPARATION	CARRIER|QUALITY	1	HOT|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C01350	TARGET	ol	GDT800-O3077	f79r	f79r	f79r.6	3	R1	olkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01351	TARGET	ol	GDT800-O3078	f79r	f79r	f79r.7	5	L1	qokl	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01352	TARGET	ol	GDT800-O3078	f79r	f79r	f79r.7	5	R1	cheey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01353	TARGET	qokol	GDT800-O3079	f79r	f79r	f79r.8	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01354	TARGET	qokol	GDT800-O3079	f79r	f79r	f79r.8	1	R1	cheedy	1	C2_GDT739_NARROW_PROJECTED	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01355	TARGET	qokol	GDT800-O3086	f79v	f79v	f79v.14	4	L1	okeey	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01356	TARGET	qokol	GDT800-O3086	f79v	f79v	f79v.14	4	R1	sheedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01357	TARGET	ol	GDT800-O3089	f79v	f79v	f79v.17	4	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C01358	TARGET	ol	GDT800-O3089	f79v	f79v	f79v.17	4	R1	dar	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C01359	TARGET	ol	GDT800-O3093	f79v	f79v	f79v.23	3	L1	okar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|PREPARATION	CARRIER|QUALITY	1	HOT|PART|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C01360	TARGET	ol	GDT800-O3093	f79v	f79v	f79v.23	3	R1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01361	TARGET	qokol	GDT800-O3094	f79v	f79v	f79v.23	6	L1	otylor	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01362	TARGET	qokol	GDT800-O3094	f79v	f79v	f79v.23	6	R1	okeedy	0	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	0	0	0
G806-C01363	TARGET	ol	GDT800-O3096	f79v	f79v	f79v.25	2	L1	qokeey	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01364	TARGET	ol	GDT800-O3096	f79v	f79v	f79v.25	2	R1	olshdy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY	1	MOIST|MATERIAL|CLOSE	CARRIER|PROCESS|QUALITY	0	0	0
G806-C01365	TARGET	ol	GDT800-O3097	f79v	f79v	f79v.25	9	L1	sain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01366	TARGET	ol	GDT800-O3097	f79v	f79v	f79v.25	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01367	TARGET	ol	GDT800-O3098	f79v	f79v	f79v.26	7	L1	tar	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|MATERIAL	CARRIER|QUALITY	1	COLD|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01368	TARGET	ol	GDT800-O3098	f79v	f79v	f79v.26	7	R1	otol	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PREPARATION	CARRIER|QUALITY	1	COLD|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C01369	TARGET	ol	GDT800-O3101	f79v	f79v	f79v.32	2	L1	olkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01370	TARGET	ol	GDT800-O3101	f79v	f79v	f79v.32	2	R1	or	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C01371	TARGET	ol	GDT800-O3102	f79v	f79v	f79v.32	5	L1	ocheey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01372	TARGET	ol	GDT800-O3102	f79v	f79v	f79v.32	5	R1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01373	TARGET	ol	GDT800-O3103	f79v	f79v	f79v.32	6	L1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01374	TARGET	ol	GDT800-O3103	f79v	f79v	f79v.32	6	R1	o	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01375	TARGET	ol	GDT800-O3106	f79v	f79v	f79v.35	5	L1	chl	1	C2_GDT739_NARROW_PROJECTED	DRY|PROCESS	PROCESS|QUALITY	1	DRY|PROCESS	PROCESS|QUALITY	0	0	0
G806-C01376	TARGET	ol	GDT800-O3106	f79v	f79v	f79v.35	5	R1	otol	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PREPARATION	CARRIER|QUALITY	1	COLD|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C01377	TARGET	ol	GDT800-O3107	f79v	f79v	f79v.35	9	L1	otain	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01378	TARGET	ol	GDT800-O3107	f79v	f79v	f79v.35	9	R1	oteedy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01379	TARGET	ol	GDT800-O3108	f79v	f79v	f79v.36	2	L1	ysheey	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01380	TARGET	ol	GDT800-O3108	f79v	f79v	f79v.36	2	R1	shey	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01381	TARGET	ol	GDT800-O3109	f79v	f79v	f79v.37	2	L1	pol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01382	TARGET	ol	GDT800-O3109	f79v	f79v	f79v.37	2	R1	shal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01383	TARGET	ol	GDT800-O3113	f79v	f79v	f79v.40	4	L1	okain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01384	TARGET	ol	GDT800-O3113	f79v	f79v	f79v.40	4	R1	oiin	1	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C01385	TARGET	ol	GDT800-O3114	f79v	f79v	f79v.40	10	L1	qokar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01386	TARGET	ol	GDT800-O3114	f79v	f79v	f79v.40	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01387	TARGET	ol	GDT800-O3115	f79v	f79v	f79v.41	4	L1	okain	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01388	TARGET	ol	GDT800-O3115	f79v	f79v	f79v.41	4	R1	keey	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01389	TARGET	ol	GDT800-O3116	f79v	f79v	f79v.42	5	L1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01390	TARGET	ol	GDT800-O3116	f79v	f79v	f79v.42	5	R1	ain	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01391	TARGET	ol	GDT800-O3120	f79v	f79v	f79v.6	7	L1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01392	TARGET	ol	GDT800-O3120	f79v	f79v	f79v.6	7	R1	shedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01393	TARGET	ol	GDT800-O3123	f79v	f79v	f79v.9	2	L1	sar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01394	TARGET	ol	GDT800-O3123	f79v	f79v	f79v.9	2	R1	sheey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01395	TARGET	ol	GDT800-O3129	f7r	f7r	f7r.9	2	L1	qokechy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01396	TARGET	ol	GDT800-O3129	f7r	f7r	f7r.9	2	R1	choiin	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|PREPARATION	CARRIER|QUALITY	1	DRY|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C01397	TARGET	cheol	GDT800-O3132	f7v	f7v	f7v.3	11	L1	l	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01398	TARGET	cheol	GDT800-O3132	f7v	f7v	f7v.3	11	R1	dy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01399	TARGET	ol	GDT800-O3138	f80r	f80r	f80r.12	2	L1	dykshy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01400	TARGET	ol	GDT800-O3138	f80r	f80r	f80r.12	2	R1	otchedy	0	C2_GDT739_NARROW_PROJECTED	COLD|DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	1	COLD|DRY|VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|QUALITY|SCALAR	0	0	0
G806-C01401	TARGET	okal	GDT800-O3139	f80r	f80r	f80r.12	8	L1	qokain	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01402	TARGET	okal	GDT800-O3139	f80r	f80r	f80r.12	8	R1	qotain	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01403	TARGET	cheol	GDT800-O3140	f80r	f80r	f80r.13	3	L1	qotair	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01404	TARGET	cheol	GDT800-O3140	f80r	f80r	f80r.13	3	R1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01405	TARGET	otal	GDT800-O3145	f80r	f80r	f80r.14	12	L1	qotar	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|PART|MATERIAL	CARRIER|QUALITY	1	COLD|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01406	TARGET	otal	GDT800-O3145	f80r	f80r	f80r.14	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01407	TARGET	ol	GDT800-O3146	f80r	f80r	f80r.16	4	L1	qokar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01408	TARGET	ol	GDT800-O3146	f80r	f80r	f80r.16	4	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01409	TARGET	ol	GDT800-O3147	f80r	f80r	f80r.17	8	L1	chetain	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01410	TARGET	ol	GDT800-O3147	f80r	f80r	f80r.17	8	R1	olkar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01411	TARGET	ol	GDT800-O3158	f80r	f80r	f80r.23	10	L1	ty	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE	QUALITY|SCALAR	1	COLD|VALUE	QUALITY|SCALAR	0	0	0
G806-C01412	TARGET	ol	GDT800-O3158	f80r	f80r	f80r.23	10	R1	keedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01413	TARGET	ol	GDT800-O3160	f80r	f80r	f80r.24	5	L1	r	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01414	TARGET	ol	GDT800-O3160	f80r	f80r	f80r.24	5	R1	dain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01415	TARGET	ol	GDT800-O3167	f80r	f80r	f80r.27	5	L1	olkaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01416	TARGET	ol	GDT800-O3167	f80r	f80r	f80r.27	5	R1	olkain	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01417	TARGET	ol	GDT800-O3174	f80r	f80r	f80r.32	8	L1	okain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01418	TARGET	ol	GDT800-O3174	f80r	f80r	f80r.32	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01419	TARGET	otal	GDT800-O3175	f80r	f80r	f80r.33	4	L1	lkar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01420	TARGET	otal	GDT800-O3175	f80r	f80r	f80r.33	4	R1	olkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01421	TARGET	ol	GDT800-O3176	f80r	f80r	f80r.33	8	L1	shecthy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01422	TARGET	ol	GDT800-O3176	f80r	f80r	f80r.33	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01423	TARGET	ol	GDT800-O3177	f80r	f80r	f80r.34	5	L1	qokar	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01424	TARGET	ol	GDT800-O3177	f80r	f80r	f80r.34	5	R1	qockhey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01425	TARGET	ol	GDT800-O3179	f80r	f80r	f80r.36	10	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01426	TARGET	ol	GDT800-O3179	f80r	f80r	f80r.36	10	R1	lom	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01427	TARGET	ol	GDT800-O3182	f80r	f80r	f80r.37	9	L1	qokaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01428	TARGET	ol	GDT800-O3182	f80r	f80r	f80r.37	9	R1	shey	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01429	TARGET	ol	GDT800-O3184	f80r	f80r	f80r.38	13	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01430	TARGET	ol	GDT800-O3184	f80r	f80r	f80r.38	13	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01431	TARGET	otal	GDT800-O3186	f80r	f80r	f80r.41	2	L1	tolkain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01432	TARGET	otal	GDT800-O3186	f80r	f80r	f80r.41	2	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01433	TARGET	ol	GDT800-O3187	f80r	f80r	f80r.41	5	L1	qokar	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01434	TARGET	ol	GDT800-O3187	f80r	f80r	f80r.41	5	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01435	TARGET	ol	GDT800-O3188	f80r	f80r	f80r.42	8	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01436	TARGET	ol	GDT800-O3188	f80r	f80r	f80r.42	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01437	TARGET	ol	GDT800-O3195	f80r	f80r	f80r.49	7	L1	lkl	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01438	TARGET	ol	GDT800-O3195	f80r	f80r	f80r.49	7	R1	shees	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01439	TARGET	ol	GDT800-O3197	f80r	f80r	f80r.51	2	L1	talkl	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01440	TARGET	ol	GDT800-O3197	f80r	f80r	f80r.51	2	R1	s	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01441	TARGET	ol	GDT800-O3201	f80r	f80r	f80r.52	6	L1	lkaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01442	TARGET	ol	GDT800-O3201	f80r	f80r	f80r.52	6	R1	olor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01443	TARGET	cheol	GDT800-O3202	f80r	f80r	f80r.52	11	L1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01444	TARGET	cheol	GDT800-O3202	f80r	f80r	f80r.52	11	R1	kain	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01445	TARGET	cheol	GDT800-O3205	f80r	f80r	f80r.53	5	L1	qokal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01446	TARGET	cheol	GDT800-O3205	f80r	f80r	f80r.53	5	R1	lchor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01447	TARGET	qokol	GDT800-O3210	f80v	f80v	f80v.12	6	L1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01448	TARGET	qokol	GDT800-O3210	f80v	f80v	f80v.12	6	R1	olkain	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01449	TARGET	ol	GDT800-O3211	f80v	f80v	f80v.13	3	L1	ar	1	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C01450	TARGET	ol	GDT800-O3211	f80v	f80v	f80v.13	3	R1	olor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01451	TARGET	otal	GDT800-O3212	f80v	f80v	f80v.14	5	L1	qokas	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01452	TARGET	otal	GDT800-O3212	f80v	f80v	f80v.14	5	R1	qopshedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01453	TARGET	otal	GDT800-O3214	f80v	f80v	f80v.15	9	L1	qoteedy	1	C2_GDT739_NARROW_PROJECTED	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01454	TARGET	otal	GDT800-O3214	f80v	f80v	f80v.15	9	R1	dain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01455	TARGET	ol	GDT800-O3215	f80v	f80v	f80v.15	11	L1	dain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01456	TARGET	ol	GDT800-O3215	f80v	f80v	f80v.15	11	R1	dal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01457	TARGET	cheol	GDT800-O3217	f80v	f80v	f80v.16	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01458	TARGET	cheol	GDT800-O3217	f80v	f80v	f80v.16	1	R1	key	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01459	TARGET	cheol	GDT800-O3221	f80v	f80v	f80v.17	5	L1	qokal	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01460	TARGET	cheol	GDT800-O3221	f80v	f80v	f80v.17	5	R1	dy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01461	TARGET	otal	GDT800-O3222	f80v	f80v	f80v.2	4	L1	olkain	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01462	TARGET	otal	GDT800-O3222	f80v	f80v	f80v.2	4	R1	chckhy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01463	TARGET	ol	GDT800-O3223	f80v	f80v	f80v.20	2	L1	ysheeyqorar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01464	TARGET	ol	GDT800-O3223	f80v	f80v	f80v.20	2	R1	cheey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01465	TARGET	ol	GDT800-O3224	f80v	f80v	f80v.20	7	L1	qokaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01466	TARGET	ol	GDT800-O3224	f80v	f80v	f80v.20	7	R1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01467	TARGET	okal	GDT800-O3225	f80v	f80v	f80v.21	3	L1	kain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01468	TARGET	okal	GDT800-O3225	f80v	f80v	f80v.21	3	R1	y	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01469	TARGET	okal	GDT800-O3227	f80v	f80v	f80v.21	9	L1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C01470	TARGET	okal	GDT800-O3227	f80v	f80v	f80v.21	9	R1	otam	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|AMOUNT	QUALITY|SCALAR	1	COLD|AMOUNT	QUALITY|SCALAR	0	0	0
G806-C01471	TARGET	ol	GDT800-O3230	f80v	f80v	f80v.22	3	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01472	TARGET	ol	GDT800-O3230	f80v	f80v	f80v.22	3	R1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01473	TARGET	ol	GDT800-O3234	f80v	f80v	f80v.24	7	L1	otaiin	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01474	TARGET	ol	GDT800-O3234	f80v	f80v	f80v.24	7	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01475	TARGET	ol	GDT800-O3241	f80v	f80v	f80v.28	7	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01476	TARGET	ol	GDT800-O3241	f80v	f80v	f80v.28	7	R1	kaiin	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01477	TARGET	ol	GDT800-O3242	f80v	f80v	f80v.29	4	L1	olkain	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
