target_surface	channel	denominator	view	candidate_a	candidate_b	target_uncentered_delta	target_uncentered_decimal	k12_exact_median	k12_exact_median_decimal	target_centered_delta	target_centered_decimal	selected_by_centered_sign	selected_sign	uncentered_centered_same_nonzero_sign	uncentered_margin_ge_1_20	centered_margin_ge_1_20	all_12_controls_bilateral	robust_stable_controls	required_robust_controls_pass	oriented_rank_of_13_ties_against	rank_le_3	control_deltas
qokeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	QOKEOL-PROCESS	QOKEOL-MAT	25/273	0.0915750915751	343/3680	0.0932065217391	-1639/1004640	-0.00163143016404	QOKEOL-MAT	-1	0	1	0	1	12	1	7	0	okeol:13/72|qotol:47/350|tol:41/368|sal:1/8|oteol:1/15|kol:-2/15|chl:1/40|okol:53/228|lol:3/22|kal:1/14|otchol:3/40|cthol:13/315
qokol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	QOKOL-PROCESS	QOKOL-MAT	1/20	0.05	107/480	0.222916666667	-83/480	-0.172916666667	QOKOL-MAT	-1	0	1	1	1	11	1	5	0	sheol:17/72|dol:1/3|okol:1/2|sol:-2/5|qokal:-11/136|qotol:7/30|shol:7/20|dal:17/80|al:1/14|cthol:0/1|tol:0/1|okeol:3/10
qokol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	QOKOL-PROCESS	QOKOL-MAT	1/12	0.0833333333333	87/560	0.155357142857	-121/1680	-0.0720238095238	QOKOL-MAT	-1	0	1	1	1	11	1	6	0	sheol:1/3|dol:3/8|okol:1/2|sol:-1/3|qokal:-1/6|qotol:3/20|shol:13/30|dal:9/56|al:1/36|cthol:0/1|tol:0/1|okeol:5/12
qokol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	QOKOL-PROCESS	QOKOL-MAT	1/174	0.00574712643678	375/31133	0.0120450968426	-34117/5417142	-0.0062979704058	QOKOL-MAT	-1	0	0	0	1	12	1	7	0	sheol:1/30|dol:0/1|okol:2/53|sol:-1/114|qokal:-1/60|qotol:3/86|shol:7/326|dal:1/382|al:-1/408|cthol:0/1|tol:3/68|okeol:3/88
qokol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	QOKOL-PROCESS	QOKOL-MAT	51/6832	0.00746487119438	83/10560	0.00785984848485	-1781/4509120	-0.000394977290469	QOKOL-MAT	-1	0	0	0	1	12	1	7	0	sheol:1/19|dol:5/528|okol:73/1368|sol:-67/1230|qokal:-1/72|qotol:13/350|shol:447/13640|dal:1/160|al:-109/15351|cthol:-1/315|tol:-7/368|okeol:83/1512
qokol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	RAW	QOKOL-PROCESS	QOKOL-MAT	71/370	0.191891891892	811/3672	0.220860566449	-19679/679320	-0.0289686745569	QOKOL-MAT	-1	0	1	0	1	12	1	6	0	sheol:33/136|dol:73/744|okol:159/380|sol:43/216|qokal:19/156|qotol:11/63|shol:169/1008|dal:415/9246|al:2739/5767|cthol:51/200|tol:25/48|okeol:109/308
qokol	C3_GDT734_GLOBAL_RESIDUAL	MAPPED_CONTACTS	PAIR_STABLE	QOKOL-PROCESS	QOKOL-MAT	1/6	0.166666666667	4757/18480	0.257413419913	-559/6160	-0.0907467532468	QOKOL-MAT	-1	0	1	1	1	12	1	4	0	sheol:305/966|dol:43/368|okol:215/476|sol:31/120|qokal:23/180|qotol:79/308|shol:339/1720|dal:4/133|al:2237/5096|cthol:13/55|tol:3/7|okeol:23/60
qokol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	RAW	QOKOL-PROCESS	QOKOL-MAT	5/58	0.0862068965517	87/946	0.0919661733615	-79/13717	-0.0057592768098	QOKOL-MAT	-1	0	1	0	1	12	1	6	0	sheol:1/10|dol:9/152|okol:8/53|sol:17/114|qokal:19/360|qotol:4/43|shol:27/326|dal:7/382|al:3/17|cthol:1/34|tol:3/17|okeol:1/11
qokol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	QOKOL-PROCESS	QOKOL-MAT	449/6832	0.0657201405152	10909/101680	0.107287568843	-451187/10854340	-0.0415674283282	QOKOL-MAT	-1	0	1	0	1	12	1	4	0	sheol:5/38|dol:41/528|okol:245/1368|sol:22/205|qokal:89/2034|qotol:17/175|shol:133/1240|dal:13/240|al:2753/15351|cthol:2/45|tol:3/23|okeol:95/756
qokol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	QOKOL-PROCESS	QOKOL-MAT	7/40	0.175	104959/550179	0.190772457691	-347107/22007160	-0.015772457691	QOKOL-MAT	-1	0	1	0	1	12	1	5	0	sheol:204/851|dol:13/110|okol:475/1104|sol:7/64|qokal:1807/15580|qotol:145/782|shol:1097/5822|dal:21/370|al:2101/5146|cthol:73/378|tol:15/32|okeol:25/76
qokol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	QOKOL-PROCESS	QOKOL-MAT	51/320	0.159375	14143/60515	0.233710650252	-287899/3872960	-0.074335650252	QOKOL-MAT	-1	0	1	1	1	12	1	4	0	sheol:129/416|dol:29/200|okol:19/42|sol:83/506|qokal:43/371|qotol:119/494|shol:111/490|dal:163/4140|al:1242/3355|cthol:1/6|tol:31/90|okeol:67/168
qokol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	QOKOL-PROCESS	QOKOL-MAT	17/174	0.0977011494253	87/688	0.126453488372	-1721/59856	-0.0287523389468	QOKOL-MAT	-1	0	1	0	1	12	1	5	0	sheol:2/15|dol:9/152|okol:10/53|sol:8/57|qokal:13/360|qotol:11/86|shol:17/163|dal:4/191|al:71/408|cthol:1/34|tol:15/68|okeol:1/8
qokol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	QOKOL-PROCESS	QOKOL-MAT	139/1708	0.0813817330211	15823/128800	0.122849378882	-325803/7856800	-0.0414676458609	QOKOL-MAT	-1	0	1	0	1	12	1	5	0	sheol:7/38|dol:23/264|okol:53/228|sol:13/246|qokal:27/904|qotol:47/350|shol:191/1364|dal:29/480|al:2644/15351|cthol:13/315|tol:41/368|okeol:13/72
