target_reference	subject_kind	subject_surface	channel	denominator	view	candidate_a	candidate_b	a_l1_hits	a_l1_denominator	a_l1_rate	a_r1_hits	a_r1_denominator	a_r1_rate	candidate_a_score	b_l1_hits	b_l1_denominator	b_l1_rate	b_r1_hits	b_r1_denominator	b_r1_rate	candidate_b_score	uncentered_delta_a_minus_b	uncentered_delta_decimal	bilaterally_scoreable
cheol	K12_CONTROL	qotol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	9	25	9/25	0	35	0/1	9/50	6	25	6/25	10	35	2/7	46/175	-29/350	-0.0828571428571	1
cheol	K12_CONTROL	okeol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	7	27	7/27	2	28	1/14	125/756	8	27	8/27	6	28	3/14	193/756	-17/189	-0.0899470899471	1
cheol	K12_CONTROL	cthol	C3_GDT734_GLOBAL_RESIDUAL	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	18	45	2/5	0	35	0/1	1/5	13	45	13/45	1	35	1/35	10/63	13/315	0.0412698412698	1
cheol	TARGET	cheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	39	53	39/53	12	61	12/61	3015/6466	31	53	31/53	38	61	38/61	3905/6466	-445/3233	-0.137643055985	1
cheol	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	55	71	55/71	12	82	6/41	2681/5822	35	71	35/71	46	82	23/41	1534/2911	-387/5822	-0.0664720027482	1
cheol	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	45	93	15/31	15	83	15/83	855/2573	75	93	25/31	51	83	51/83	1828/2573	-973/2573	-0.37815779246	1
cheol	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	29	37	29/37	8	46	4/23	815/1702	21	37	21/37	35	46	35/46	2261/3404	-631/3404	-0.185370152761	1
cheol	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	83	95	83/95	8	82	4/41	3783/7790	39	95	39/95	59	82	59/82	8803/15580	-1237/15580	-0.0793966623877	1
cheol	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	62	75	62/75	11	74	11/74	5413/11100	32	75	32/75	49	74	49/74	6043/11100	-21/370	-0.0567567567568	1
cheol	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	27	30	9/10	3	33	1/11	109/220	15	30	1/2	20	33	20/33	73/132	-19/330	-0.0575757575758	1
cheol	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	119	173	119/173	21	167	21/167	11753/28891	101	173	101/173	73	167	73/167	14748/28891	-2995/28891	-0.103665501367	1
cheol	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	12	24	1/2	2	23	2/23	27/92	17	24	17/24	16	23	16/23	775/1104	-451/1104	-0.408514492754	1
cheol	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	13	14	13/14	5	32	5/32	243/448	6	14	3/7	26	32	13/16	139/224	-5/64	-0.078125	1
cheol	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	15	17	15/17	0	23	0/1	15/34	8	17	8/17	15	23	15/23	439/782	-47/391	-0.120204603581	1
cheol	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	12	19	12/19	3	16	3/16	249/608	15	19	15/19	10	16	5/8	215/304	-181/608	-0.297697368421	1
cheol	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	21	27	7/9	1	14	1/14	107/252	16	27	16/27	2	14	1/7	139/378	43/756	0.0568783068783	1
cheol	TARGET	cheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	30	40	3/4	7	40	7/40	37/80	25	40	5/8	22	40	11/20	47/80	-1/8	-0.125	1
cheol	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	36	49	36/49	11	70	11/70	437/980	26	49	26/49	39	70	39/70	533/980	-24/245	-0.0979591836735	1
cheol	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	33	61	33/61	8	55	8/55	2303/6710	46	61	46/61	36	55	36/55	2363/3355	-2423/6710	-0.361102831595	1
cheol	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	21	26	21/26	4	32	1/8	97/208	16	26	8/13	23	32	23/32	555/832	-167/832	-0.200721153846	1
cheol	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	56	63	8/9	6	53	6/53	239/477	29	63	29/63	39	53	39/53	1997/3339	-36/371	-0.0970350404313	1
cheol	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	38	45	38/45	9	46	9/46	2153/4140	21	45	7/15	31	46	31/46	787/1380	-52/1035	-0.0502415458937	1
cheol	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	17	20	17/20	2	25	2/25	93/200	10	20	1/2	14	25	14/25	53/100	-13/200	-0.065	1
cheol	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	89	130	89/130	13	125	13/125	2563/6500	77	130	77/130	51	125	51/125	3251/6500	-172/1625	-0.105846153846	1
cheol	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	11	21	11/21	2	18	1/9	20/63	16	21	16/21	12	18	2/3	5/7	-25/63	-0.396825396825	1
cheol	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	10	11	10/11	3	23	3/23	263/506	5	11	5/11	19	23	19/23	162/253	-61/506	-0.120553359684	1
cheol	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	11	13	11/13	0	19	0/1	11/26	7	13	7/13	11	19	11/19	138/247	-67/494	-0.135627530364	1
cheol	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	9	14	9/14	3	12	1/4	25/56	12	14	6/7	7	12	7/12	121/168	-23/84	-0.27380952381	1
cheol	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	19	24	19/24	1	12	1/12	7/16	15	24	5/8	1	12	1/12	17/48	1/12	0.0833333333333	1
cheol	TARGET	cheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	39	141	13/47	12	141	4/47	17/94	31	141	31/141	38	141	38/141	23/94	-3/47	-0.063829787234	1
cheol	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	55	163	55/163	12	163	12/163	67/326	35	163	35/163	46	163	46/163	81/326	-7/163	-0.0429447852761	1
cheol	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	45	204	15/68	15	204	5/68	5/34	75	204	25/68	51	204	1/4	21/68	-11/68	-0.161764705882	1
cheol	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	29	90	29/90	8	90	4/45	37/180	21	90	7/30	35	90	7/18	14/45	-19/180	-0.105555555556	1
cheol	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	83	180	83/180	8	180	2/45	91/360	39	180	13/60	59	180	59/180	49/180	-7/360	-0.0194444444444	1
cheol	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	62	191	62/191	11	191	11/191	73/382	32	191	32/191	49	191	49/191	81/382	-4/191	-0.020942408377	1
cheol	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	27	76	27/76	3	76	3/76	15/76	15	76	15/76	20	76	5/19	35/152	-5/152	-0.0328947368421	1
cheol	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	119	343	17/49	21	343	3/49	10/49	101	343	101/343	73	343	73/343	87/343	-17/343	-0.0495626822157	1
cheol	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	12	53	12/53	2	53	2/53	7/53	17	53	17/53	16	53	16/53	33/106	-19/106	-0.179245283019	1
cheol	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	13	57	13/57	5	57	5/57	3/19	6	57	2/19	26	57	26/57	16/57	-7/57	-0.122807017544	1
cheol	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	15	43	15/43	0	43	0/1	15/86	8	43	8/43	15	43	15/43	23/86	-4/43	-0.093023255814	1
cheol	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	12	44	3/11	3	44	3/44	15/88	15	44	15/44	10	44	5/22	25/88	-5/44	-0.113636363636	1
cheol	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	RAW	CHEOL-MAT	CHEOL-QUAL	21	51	7/17	1	51	1/51	11/51	16	51	16/51	2	51	2/51	3/17	2/51	0.0392156862745	1
cheol	TARGET	cheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	30	90	1/3	7	94	7/94	115/564	25	90	5/18	22	94	11/47	433/1692	-22/423	-0.0520094562648	1
cheol	K12_CONTROL	shol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	36	110	18/55	11	124	11/124	2837/13640	26	110	13/55	39	124	39/124	3757/13640	-23/341	-0.0674486803519	1
cheol	K12_CONTROL	al	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	33	129	11/43	8	119	8/119	1653/10234	46	129	46/129	36	119	36/119	5059/15351	-737/4386	-0.168034655723	1
cheol	K12_CONTROL	sheol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	21	57	7/19	4	57	4/57	25/114	16	57	16/57	23	57	23/57	13/38	-7/57	-0.122807017544	1
cheol	K12_CONTROL	qokal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	56	108	14/27	6	113	6/113	872/3051	29	108	29/108	39	113	39/113	7489/24408	-19/904	-0.021017699115	1
cheol	K12_CONTROL	dal	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	38	120	19/60	9	80	9/80	103/480	21	120	7/40	31	80	31/80	9/32	-1/15	-0.0666666666667	1
cheol	K12_CONTROL	dol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	17	44	17/44	2	48	1/24	113/528	10	44	5/22	14	48	7/24	137/528	-1/22	-0.0454545454545	1
cheol	K12_CONTROL	chol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	89	236	89/236	13	252	13/252	3187/14868	77	236	77/236	51	252	17/84	655/2478	-743/14868	-0.0499730965833	1
cheol	K12_CONTROL	okol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	11	38	11/38	2	36	1/18	59/342	16	38	8/19	12	36	1/3	43/114	-35/171	-0.204678362573	1
cheol	K12_CONTROL	sol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	10	15	2/3	3	41	3/41	91/246	5	15	1/3	19	41	19/41	49/123	-7/246	-0.0284552845528	1
cheol	K12_CONTROL	qotol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	11	25	11/25	0	35	0/1	11/50	7	25	7/25	11	35	11/35	52/175	-27/350	-0.0771428571429	1
cheol	K12_CONTROL	okeol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	9	27	1/3	3	28	3/28	37/168	12	27	4/9	7	28	1/4	25/72	-8/63	-0.126984126984	1
cheol	K12_CONTROL	cthol	GDT734_GLOBAL652_SENSITIVITY	ALL_OPPORTUNITIES	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	19	45	19/45	1	35	1/35	71/315	15	45	1/3	1	35	1/35	19/105	2/45	0.0444444444444	1
cheol	TARGET	cheol	C1_EXACT_LOCAL	MAPPED_CONTACTS	RAW	CHEOL-MAT	CHEOL-QUAL	1	1	1/1	0	1	0/1	1/2	1	1	1/1	0	1	0/1	1/2	0/1	0	1
cheol	TARGET	cheol	C1_EXACT_LOCAL	MAPPED_CONTACTS	PAIR_STABLE	CHEOL-MAT	CHEOL-QUAL	1	1	1/1	0	0	NA	NA	1	1	1/1	0	0	NA	NA	NA	NA	0
otal	TARGET	otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	11	12	11/12	4	7	4/7	125/168	9	12	3/4	4	7	4/7	37/56	1/12	0.0833333333333	1
otal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	14	17	14/17	1	4	1/4	73/136	7	17	7/17	1	4	1/4	45/136	7/34	0.205882352941	1
otal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	8	9	8/9	3	12	1/4	41/72	7	9	7/9	7	12	7/12	49/72	-1/9	-0.111111111111	1
otal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	14	14	1/1	2	8	1/4	5/8	9	14	9/14	5	8	5/8	71/112	-1/112	-0.00892857142857	1
otal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	5	6	5/6	0	2	0/1	5/12	3	6	1/2	0	2	0/1	1/4	1/6	0.166666666667	1
otal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	8	8	1/1	1	5	1/5	3/5	5	8	5/8	4	5	4/5	57/80	-9/80	-0.1125	1
otal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	6	8	3/4	2	10	1/5	19/40	6	8	3/4	7	10	7/10	29/40	-1/4	-0.25	1
otal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	1	4	1/4	1	4	1/4	1/4	4	4	1/1	4	4	1/1	1/1	-3/4	-0.75	1
otal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	2	2	1/1	3	5	3/5	4/5	0	2	0/1	3	5	3/5	3/10	1/2	0.5	1
otal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	3	3	1/1	0	5	0/1	1/2	2	3	2/3	1	5	1/5	13/30	1/15	0.0666666666667	1
otal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	1	2	1/2	1	2	1/2	1/2	2	2	1/1	0	2	0/1	1/2	0/1	0	1
otal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	3	5	3/5	1	5	1/5	2/5	5	5	1/1	3	5	3/5	4/5	-2/5	-0.4	1
otal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	RAW	OTAL-MAT	OTAL-QUAL	10	23	10/23	3	20	3/20	269/920	17	23	17/23	8	20	2/5	131/230	-51/184	-0.277173913043	1
otal	TARGET	otal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	10	10	1/1	3	6	1/2	3/4	7	10	7/10	4	6	2/3	41/60	1/15	0.0666666666667	1
otal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	8	9	8/9	1	3	1/3	11/18	5	9	5/9	1	3	1/3	4/9	1/6	0.166666666667	1
otal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	5	5	1/1	2	9	2/9	11/18	5	5	1/1	5	9	5/9	7/9	-1/6	-0.166666666667	1
otal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	9	9	1/1	1	4	1/4	5/8	5	9	5/9	3	4	3/4	47/72	-1/36	-0.0277777777778	1
otal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	3	4	3/4	0	2	0/1	3/8	2	4	1/2	0	2	0/1	1/4	1/8	0.125	1
otal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	7	7	1/1	1	4	1/4	5/8	4	7	4/7	3	4	3/4	37/56	-1/28	-0.0357142857143	1
otal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	4	6	2/3	2	10	1/5	13/30	5	6	5/6	7	10	7/10	23/30	-1/3	-0.333333333333	1
otal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	1	4	1/4	1	4	1/4	1/4	4	4	1/1	4	4	1/1	1/1	-3/4	-0.75	1
otal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	2	2	1/1	2	3	2/3	5/6	0	2	0/1	1	3	1/3	1/6	2/3	0.666666666667	1
otal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	2	2	1/1	0	5	0/1	1/2	1	2	1/2	1	5	1/5	7/20	3/20	0.15	1
otal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	1	2	1/2	1	2	1/2	1/2	2	2	1/1	0	2	0/1	1/2	0/1	0	1
otal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	2	4	1/2	1	3	1/3	5/12	4	4	1/1	1	3	1/3	2/3	-1/4	-0.25	1
otal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	MAPPED_CONTACTS	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	8	18	4/9	2	17	2/17	43/153	14	18	7/9	5	17	5/17	82/153	-13/51	-0.254901960784	1
otal	TARGET	otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	11	117	11/117	4	117	4/117	5/78	9	117	1/13	4	117	4/117	1/18	1/117	0.00854700854701	1
otal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	14	180	7/90	1	180	1/180	1/24	7	180	7/180	1	180	1/180	1/45	7/360	0.0194444444444	1
otal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	8	90	4/45	3	90	1/30	11/180	7	90	7/90	7	90	7/90	7/90	-1/60	-0.0166666666667	1
otal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	14	204	7/102	2	204	1/102	2/51	9	204	3/68	5	204	5/204	7/204	1/204	0.00490196078431	1
otal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	5	76	5/76	0	76	0/1	5/152	3	76	3/76	0	76	0/1	3/152	1/76	0.0131578947368	1
otal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	8	191	8/191	1	191	1/191	9/382	5	191	5/191	4	191	4/191	9/382	0/1	0	1
otal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	6	163	6/163	2	163	2/163	4/163	6	163	6/163	7	163	7/163	13/326	-5/326	-0.0153374233129	1
otal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	1	53	1/53	1	53	1/53	1/53	4	53	4/53	4	53	4/53	4/53	-3/53	-0.0566037735849	1
otal	K12_CONTROL	sol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	2	57	2/57	3	57	1/19	5/114	0	57	0/1	3	57	1/19	1/38	1/57	0.0175438596491	1
otal	K12_CONTROL	qotol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	3	43	3/43	0	43	0/1	3/86	2	43	2/43	1	43	1/43	3/86	0/1	0	1
otal	K12_CONTROL	cthol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	1	51	1/51	1	51	1/51	1/51	2	51	2/51	0	51	0/1	1/51	0/1	0	1
otal	K12_CONTROL	okeol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	3	44	3/44	1	44	1/44	1/22	5	44	5/44	3	44	3/44	1/11	-1/22	-0.0454545454545	1
otal	K12_CONTROL	chol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	RAW	OTAL-MAT	OTAL-QUAL	10	343	10/343	3	343	3/343	13/686	17	343	17/343	8	343	8/343	25/686	-6/343	-0.0174927113703	1
otal	TARGET	otal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	10	79	10/79	3	75	1/25	329/3950	7	79	7/79	4	75	4/75	841/11850	73/5925	0.0123206751055	1
otal	K12_CONTROL	qokal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	8	108	2/27	1	113	1/113	253/6102	5	108	5/108	1	113	1/113	673/24408	1/72	0.0138888888889	1
otal	K12_CONTROL	sheol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	5	57	5/57	2	57	2/57	7/114	5	57	5/57	5	57	5/57	5/57	-1/38	-0.0263157894737	1
otal	K12_CONTROL	al	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	9	129	3/43	1	119	1/119	200/5117	5	129	5/129	3	119	3/119	491/15351	109/15351	0.00710051462445	1
otal	K12_CONTROL	dol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	3	44	3/44	0	48	0/1	3/88	2	44	1/22	0	48	0/1	1/44	1/88	0.0113636363636	1
otal	K12_CONTROL	dal	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	7	120	7/120	1	80	1/80	17/480	4	120	1/30	3	80	3/80	17/480	0/1	0	1
otal	K12_CONTROL	shol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	4	110	2/55	2	124	1/62	179/6820	5	110	1/22	7	124	7/124	139/2728	-337/13640	-0.024706744868	1
otal	K12_CONTROL	okol	C2_GDT739_NARROW_PROJECTED	ALL_OPPORTUNITIES	PAIR_STABLE	OTAL-MAT	OTAL-QUAL	1	38	1/38	1	36	1/36	37/1368	4	38	2/19	4	36	1/9	37/342	-37/456	-0.0811403508772	1
