audit_serial	event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	selection_stratum	surface_examples_archive_only	local_or_page_owner	owner_status	legacy_handle_revealed_after_source_freeze	legacy_support_class	exact_literal_layer_from_selected_edition	legacy_context_expansion	occurrence_consistency_class	occurrence_consistency_reason	exact_source_match_row_id	portable_atomic_reading_after_v77	occurrence_audit_action	strongest_contradiction_from_selected_edition	semantic_ceiling
27	55	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:INDICATION_AND_USE]	Streiche das Öl äußerlich um die Lider, ohne das Auge zu berühren.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Lider, Auge, äußerliches Öl.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
28	56	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:FORMAL_START]	Setze den ersten Posten an.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Posten.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
29	57	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:DOSE]	Nimm ein örtlich vorgeschriebenes Maß.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
30	61	H4	f55v	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE]	Miss eine Portion des Ansatzes ab.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
31	62	H4	f55v	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:ACTION_IMPLEMENT]	Wring sie durch Leinwand und lass sie klar absetzen.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Leinwand, Klarstand.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
32	68	H4	f55v	f55v.11	F013	H4-S004	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_DOSE]	Nimm ein örtliches Maß der zurückbehaltenen Blätter.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Blätter; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
33	69	H4	f55v	f55v.11	F013	H4-S004	308e8ea2d5d190c498e8	FROZEN_14_CONTROL	okal|qokal	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	LOKALEN_RELATIONSSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:TARGET]	Lege sie an die bezeichnete äußere Stelle.	FORMAL_ONLY	local relation-slot behavior is reusable; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind äußere Zielstelle.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
34	71	H4	f55v	f55v.11	F013	H4-S004	7a4bb8136330ee4e6e56	FROZEN_14_CONTROL	chor|or|shor|sor	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	ANSATZ?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [CARD:ANSATZ?] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Führe sie als zweiten Ansatz.	BROAD_CONTEXTUAL	active-post/ansatz continuation recurs, but the object and operation are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
35	72	H4	f55v	f55v.11	F013	H4-S004	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:MEDIUM]	Mische sie mit Honig.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Honig.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
36	75	H5	f56r	f56r.5	F014	H5-S001	2cc054357a929df85f64	TOP10_RECURRENT_NONCONTROL	cho|sho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:HARVEST_AND_HABITAT]	Sammle das ganze oberirdische Kraut an einem feuchten Standort.	CONTRADICTORY	one Herbal page assigns collection, crushing, drying, and adding honey to the same card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an oberirdisches Kraut; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind feuchter Standort.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
37	77	H5	f56r	f56r.5	F014	H5-S001	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE]	Nimm nur ein kleines örtliches Maß.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
38	78	H5	f56r	f56r.7	F015	H5-S001	2cc054357a929df85f64	TOP10_RECURRENT_NONCONTROL	cho|sho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_ACTION]	Zerstoße die frischen klebrigen Blätter.	CONTRADICTORY	one Herbal page assigns collection, crushing, drying, and adding honey to the same card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an klebrige Blätter.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
39	81	H5	f56r	f56r.7	F015	H5-S001	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:USE_DURATION]	Lass die Auflage nur kurz einwirken.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Einwirkdauer.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
40	82	H5	f56r	f56r.7	F015	H5-S001	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:TARGET]	An der örtlich bezeichneten Hautstelle.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Hautstelle.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
41	85	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:CONDITION_AND_USE]	Wiederhole den Gebrauch nur, wenn er vertragen wird.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Verträglichkeit, Wiederholung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
42	88	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	TOP10_RECURRENT_NONCONTROL	cho|sho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:STORAGE_CONDITION]	Trockne sie im Schatten.	CONTRADICTORY	one Herbal page assigns collection, crushing, drying, and adding honey to the same card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Schatten.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
43	94	H5	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	TOP10_RECURRENT_NONCONTROL	cho|sho	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2cc054357a929df85f64] > [CONTEXT_EXEMPLAR:MEDIUM]	Gib Honig hinzu.	CONTRADICTORY	one Herbal page assigns collection, crushing, drying, and adding honey to the same card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Honig.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
44	98	H5	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	FROZEN_14_CONTROL	otchey	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	ANTEIL?	EXACT_WORKING_MNEMONIC	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:faf321940aed922846a9] > [CARD:ANTEIL?] > [CONTEXT_EXEMPLAR:SELECT_PART]	Führe den ausgewählten Trankanteil als Gabe.	HIGH_CONTEXTUAL_LOW_SUPPORT	two occurrences select a portion; support is too small and unattested	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Trankanteil, Gabe.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
45	100	H5	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	PAGE_OWNER_ONLY	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_MNEMONIC_AND_STRICT_FORMAL_PROMPT	[OWNER:WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:DOSE]	Nimm ein kleines örtliches Maß.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
46	101	B1	f81v	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	qokedy	B1_SHARED_TWO_ROW_POOL	PAGE_OWNER_ONLY	SPÜLEN?	EXACT_WORKING_MNEMONIC	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
47	102	B1	f81v	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
48	104	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	FROZEN_14_CONTROL	okal|qokal	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	LOKALEN_RELATIONSSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	FORMAL_ONLY	local relation-slot behavior is reusable; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
49	105	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	TOP10_RECURRENT_NONCONTROL	char|dar|sar	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:4d4559019a961b834aa1] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	Daraus, aus demselben Ansatz.	BROAD_CONTEXTUAL	same-post linkage recurs, but merging and deictic source readings vary	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
50	106	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	FROZEN_14_CONTROL	cheol|chol|ol|qol|sol|tol	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	FORMAL_ONLY	active record-state linkage recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
51	109	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
52	110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	FROZEN_14_CONTROL	cheol|chol|ol|qol|sol|tol	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	FORMAL_ONLY	active record-state linkage recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
