event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_record	joint_tuple_id	surface_display_only	position_in_field	field_length	complete_field_surface_display_only	terminal_status	v77_r4_decision	v77_r4_gloss	occurrence_reading	semantic_ceiling
163	f81v	f81v.27	B1	F042	B1-S019	63	bc4f1f5c006c74a4d26d	tedy	1	1	tedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
166	f81v	f81v.27	B1	F044	B1-S021	66	dd0ecaf5e27d81befffc	chal	1	1	chal	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
167	f82r	f82r.2	B2	F045	B2-S001	1	259b2b3b0bf859882e2c	dchedy	1	1	dchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
168	f82r	f82r.2	B2	F046	B2-S002	2	28ffbc88b97772a75f1e	qolchedy	1	1	qolchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
169	f82r	f82r.2	B2	F047	B2-S003	3	1645e612504fcef59ced	qokain	1	3	qokain dy qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
170	f82r	f82r.2	B2	F047	B2-S003	4	b921a237be883a820352	dy	2	3	qokain dy qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
171	f82r	f82r.2	B2	F047	B2-S003	5	7d25241b0e56c836372a	qokeedy	3	3	qokain dy qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
172	f82r	f82r.2	B2	F048	B2-S004	6	308e8ea2d5d190c498e8	qokal	1	3	qokal lcheckhy lched	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
175	f82r	f82r.3	B2	F049	B2-S004	9	0275fbf14e07935b0a45	qokeey	1	2	qokeey lcheckhedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
179	f82r	f82r.3	B2	F050	B2-S005	13	2cc8bb3c2af19607888f	chckhy	3	4	qokaly solkaiin chckhy qokaiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
180	f82r	f82r.3	B2	F050	B2-S005	14	b5fcea1eaed06b2f2291	qokaiin	4	4	qokaly solkaiin chckhy qokaiin	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
181	f82r	f82r.4	B2	F051	B2-S005	15	b5fcea1eaed06b2f2291	qokaiin	1	4	qokaiin octheol chkeey ldy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
186	f82r	f82r.4	B2	F052	B2-S006	20	308e8ea2d5d190c498e8	qokal	2	4	oteey qokal sheckhy qoky	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
188	f82r	f82r.4	B2	F052	B2-S006	22	276a7c2d74d1143446f4	qoky	4	4	oteey qokal sheckhy qoky	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
192	f82r	f82r.7	B2	F054	B2-S008	26	bc4f1f5c006c74a4d26d	shedy	3	3	sotaiin qokar shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
194	f82r	f82r.7	B2	F056	B2-S010	28	0275fbf14e07935b0a45	qokeey	1	4	qokeey qoky ls cheey	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
195	f82r	f82r.7	B2	F056	B2-S010	29	276a7c2d74d1143446f4	qoky	2	4	qokeey qoky ls cheey	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
197	f82r	f82r.7	B2	F056	B2-S010	31	b5df9126607030b95175	cheey	4	4	qokeey qoky ls cheey	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
198	f82r	f82r.19	B2	F057	B2-S011	32	1645e612504fcef59ced	okain	1	4	okain char okain qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
199	f82r	f82r.19	B2	F057	B2-S011	33	4d4559019a961b834aa1	char	2	4	okain char okain qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
200	f82r	f82r.19	B2	F057	B2-S011	34	1645e612504fcef59ced	okain	3	4	okain char okain qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
201	f82r	f82r.19	B2	F057	B2-S011	35	7d25241b0e56c836372a	qokeedy	4	4	okain char okain qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
203	f82r	f82r.23	B2	F059	B2-S012	37	b5df9126607030b95175	cheey	1	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
205	f82r	f82r.23	B2	F059	B2-S012	39	0275fbf14e07935b0a45	qokeey	3	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
207	f82r	f82r.23	B2	F059	B2-S012	41	2f1c5e56e8f0ff459065	daiin	5	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
208	f82r	f82r.23	B2	F059	B2-S012	42	b921a237be883a820352	chey	6	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
210	f82r	f82r.23	B2	F060	B2-S013	44	de7321bface5628e35d6	lchedy	1	1	lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
213	f82r	f82r.26	B2	F062	B2-S015	47	7d25241b0e56c836372a	qokeedy	2	2	tshey qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
214	f82r	f82r.26	B2	F063	B2-S016	48	dd0ecaf5e27d81befffc	cheal	1	7	cheal lchedar ches aiin oteey qokaiin okey	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
217	f82r	f82r.26	B2	F063	B2-S016	51	2f1c5e56e8f0ff459065	aiin	4	7	cheal lchedar ches aiin oteey qokaiin okey	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
219	f82r	f82r.26	B2	F063	B2-S016	53	b5fcea1eaed06b2f2291	qokaiin	6	7	cheal lchedar ches aiin oteey qokaiin okey	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
224	f82r	f82r.27	B2	F066	B2-S018	58	7d25241b0e56c836372a	qokeedy	1	1	qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
227	f82r	f82r.27	B2	F069	B2-S021	61	7d25241b0e56c836372a	qokeedy	1	1	qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
232	f83r	f83r.3	B3	F073	B3-S003	4	b921a237be883a820352	chey	1	4	chey daiin chey lchedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
233	f83r	f83r.3	B3	F073	B3-S003	5	2f1c5e56e8f0ff459065	daiin	2	4	chey daiin chey lchedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
234	f83r	f83r.3	B3	F073	B3-S003	6	b921a237be883a820352	chey	3	4	chey daiin chey lchedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
235	f83r	f83r.3	B3	F073	B3-S003	7	de7321bface5628e35d6	lchedy	4	4	chey daiin chey lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
236	f83r	f83r.3	B3	F074	B3-S004	8	b5fcea1eaed06b2f2291	qokaiin	1	3	qokaiin qotal dar	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
238	f83r	f83r.3	B3	F074	B3-S004	10	4d4559019a961b834aa1	dar	3	3	qokaiin qotal dar	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
239	f83r	f83r.6	B3	F075	B3-S005	11	259b2b3b0bf859882e2c	schedy	1	1	schedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
241	f83r	f83r.6	B3	F076	B3-S006	13	308e8ea2d5d190c498e8	qokal	2	3	chedchy qokal olchedy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
242	f83r	f83r.6	B3	F076	B3-S006	14	28ffbc88b97772a75f1e	olchedy	3	3	chedchy qokal olchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
243	f83r	f83r.6	B3	F077	B3-S007	15	b5fcea1eaed06b2f2291	qokaiin	1	3	qokaiin chedy qokeedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
244	f83r	f83r.6	B3	F077	B3-S007	16	6f7ff8287eddf4da9fdb	chedy	2	3	qokaiin chedy qokeedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
245	f83r	f83r.6	B3	F077	B3-S007	17	7d25241b0e56c836372a	qokeedy	3	3	qokaiin chedy qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
246	f83r	f83r.6	B3	F078	B3-S008	18	de7321bface5628e35d6	lchedy	1	1	lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
247	f83r	f83r.6	B3	F079	B3-S009	19	276a7c2d74d1143446f4	qoky	1	1	qoky	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
251	f83r	f83r.8	B3	F081	B3-S011	23	276a7c2d74d1143446f4	qoky	2	4	shecthedchy qoky chedy chary	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
252	f83r	f83r.8	B3	F081	B3-S011	24	6f7ff8287eddf4da9fdb	chedy	3	4	shecthedchy qoky chedy chary	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
254	f83r	f83r.11	B3	F082	B3-S012	26	7a4bb8136330ee4e6e56	sor	1	2	sor shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
255	f83r	f83r.11	B3	F082	B3-S012	27	bc4f1f5c006c74a4d26d	shedy	2	2	sor shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
256	f83r	f83r.11	B3	F083	B3-S013	28	b5fcea1eaed06b2f2291	qokaiin	1	4	qokaiin chkain shcthey qokedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
259	f83r	f83r.11	B3	F083	B3-S013	31	7db18b2f0fb7ed0fcfd3	qokedy	4	4	qokaiin chkain shcthey qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
262	f83r	f83r.11	B3	F085	B3-S015	34	de7321bface5628e35d6	lchedy	1	1	lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
265	f83r	f83r.14	B3	F088	B3-S017	37	7d25241b0e56c836372a	qokeedy	1	1	qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
266	f83r	f83r.14	B3	F089	B3-S018	38	bc4f1f5c006c74a4d26d	shedy	1	1	shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
268	f83r	f83r.14	B3	F091	B3-S020	40	dd0ecaf5e27d81befffc	dal	1	2	dal lchedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
269	f83r	f83r.14	B3	F091	B3-S020	41	de7321bface5628e35d6	lchedy	2	2	dal lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
270	f83r	f83r.14	B3	F092	B3-S021	42	b5fcea1eaed06b2f2291	qokaiin	1	4	qokaiin shcthy dal sy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	PER?__DURCH_ODER_GEMAESS?	[PER?__DURCH_ODER_GEMAESS?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
271	f83r	f83r.14	B3	F092	B3-S021	43	e0b630cb1b5df5e7105b	shcthy	2	4	qokaiin shcthy dal sy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
272	f83r	f83r.14	B3	F092	B3-S021	44	dd0ecaf5e27d81befffc	dal	3	4	qokaiin shcthy dal sy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
273	f83r	f83r.14	B3	F092	B3-S021	45	b921a237be883a820352	sy	4	4	qokaiin shcthy dal sy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
274	f83r	f83r.15	B3	F093	B3-S021	46	2f1c5e56e8f0ff459065	saiin	1	7	saiin shedal shecthy chey tal shcthy dalchdy	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
277	f83r	f83r.15	B3	F093	B3-S021	49	b921a237be883a820352	chey	4	7	saiin shedal shecthy chey tal shcthy dalchdy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
278	f83r	f83r.15	B3	F093	B3-S021	50	dd0ecaf5e27d81befffc	tal	5	7	saiin shedal shecthy chey tal shcthy dalchdy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
279	f83r	f83r.15	B3	F093	B3-S021	51	e0b630cb1b5df5e7105b	shcthy	6	7	saiin shedal shecthy chey tal shcthy dalchdy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
282	f83r	f83r.15	B3	F095	B3-S023	54	de7321bface5628e35d6	lchedy	1	1	lchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
283	f83r	f83r.16	B3	F096	B3-S024	55	259b2b3b0bf859882e2c	tchedy	1	1	tchedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
287	f83r	f83r.16	B3	F098	B3-S026	59	6f7ff8287eddf4da9fdb	chedy	3	6	cheedar chldaiin chedy qokain checthy chealror	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
288	f83r	f83r.16	B3	F098	B3-S026	60	1645e612504fcef59ced	qokain	4	6	cheedar chldaiin chedy qokain checthy chealror	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
289	f83r	f83r.16	B3	F098	B3-S026	61	e0b630cb1b5df5e7105b	checthy	5	6	cheedar chldaiin chedy qokain checthy chealror	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
293	f83r	f83r.20	B3	F101	B3-S028	65	0275fbf14e07935b0a45	qokeey	1	2	qokeey qokedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
294	f83r	f83r.20	B3	F101	B3-S028	66	7db18b2f0fb7ed0fcfd3	qokedy	2	2	qokeey qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
295	f83r	f83r.20	B3	F102	B3-S029	67	dcda95c81a5460feb191	sol	1	3	sol cheeety qokedy	NONCLOSE	CODEBOOK_ATTESTED_CATEGORY	ET?__UND_ODER_AUCH?	[ET?__UND_ODER_AUCH?]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
297	f83r	f83r.20	B3	F102	B3-S029	69	7db18b2f0fb7ed0fcfd3	qokedy	3	3	sol cheeety qokedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
298	f83r	f83r.20	B3	F103	B3-S030	70	276a7c2d74d1143446f4	qoky	1	2	qoky saiin	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
299	f83r	f83r.20	B3	F103	B3-S030	71	2f1c5e56e8f0ff459065	saiin	2	2	qoky saiin	NONCLOSE	FORMAL_LABEL_NOT_WORD	FORMAL_PARAMETER_CHANNEL__NOT_A_WORD	[FORMAL_LABEL_NOT_WORD]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
302	f83r	f83r.22	B3	F105	B3-S031	74	7d25241b0e56c836372a	qokeedy	1	1	qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
304	f83r	f83r.22	B3	F106	B3-S032	76	6f7ff8287eddf4da9fdb	chedy	2	5	chedain chedy qotedaiin otaiin otedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
310	f83r	f83r.24	B3	F108	B3-S034	82	e0b630cb1b5df5e7105b	checthy	2	6	soiiin checthy chety otaiin olsaly shedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
314	f83r	f83r.24	B3	F108	B3-S034	86	bc4f1f5c006c74a4d26d	shedy	6	6	soiiin checthy chety otaiin olsaly shedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
315	f83r	f83r.25	B4	F109	B4-S001	1	7d25241b0e56c836372a	qokeedy	1	1	qokeedy	TERMINAL	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
317	f83r	f83r.25	B4	F110	B4-S002	3	0275fbf14e07935b0a45	qokeey	2	3	qolchey qokeey qokedy	NONCLOSE	EXEMPLAR_VALUE_UNKNOWN	UNKNOWN	[EXEMPLAR_VALUE_UNKNOWN]	CREATIVE_TEN_PAGE_DEFAULT_ONLY__NOT_TRANSLATION
