source_group_id	edition	page	locus	kind	block	source_group_index	ivtff_group_raw	left_separator	right_separator	model	reading	role
IT2a|f77r.19|G007	IT2a	f77r	f77r.19	P	f77r:P1	7	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokeey⟧	UNREAD
IT2a|f77r.19|G008	IT2a	f77r	f77r.19	P	f77r:P1	8	laiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦laiin⟧	UNREAD
IT2a|f77r.19|G009	IT2a	f77r	f77r.19	P	f77r:P1	9	chey	DEFINITE_SPACE	LINE_END	M	⟦chey⟧	UNREAD
IT2a|f77r.20|G001	IT2a	f77r	f77r.20	P	f77r:P1	1	qotain	LINE_START	DEFINITE_SPACE	M	⟦qotain⟧	UNREAD
IT2a|f77r.20|G002	IT2a	f77r	f77r.20	P	f77r:P1	2	sheal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheal⟧	UNREAD
IT2a|f77r.20|G003	IT2a	f77r	f77r.20	P	f77r:P1	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.20|G004	IT2a	f77r	f77r.20	P	f77r:P1	4	qoteey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qoteey⟧	UNREAD
IT2a|f77r.20|G005	IT2a	f77r	f77r.20	P	f77r:P1	5	qokain	DEFINITE_SPACE	DEFINITE_SPACE	M	ist?	COPULA
IT2a|f77r.20|G006	IT2a	f77r	f77r.20	P	f77r:P1	6	sheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheey⟧	UNREAD
IT2a|f77r.20|G007	IT2a	f77r	f77r.20	P	f77r:P1	7	qotedy	DEFINITE_SPACE	DEFINITE_SPACE	M	aus der Mündung?	SOURCE
IT2a|f77r.20|G008	IT2a	f77r	f77r.20	P	f77r:P1	8	dalchedy	DEFINITE_SPACE	LINE_END	M	⟦dalchedy⟧	UNREAD
IT2a|f77r.21|G001	IT2a	f77r	f77r.21	P	f77r:P1	1	chedaiin	LINE_START	DEFINITE_SPACE	M	⟦chedaiin⟧	UNREAD
IT2a|f77r.21|G002	IT2a	f77r	f77r.21	P	f77r:P1	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
IT2a|f77r.21|G003	IT2a	f77r	f77r.21	P	f77r:P1	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.21|G004	IT2a	f77r	f77r.21	P	f77r:P1	4	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokedy⟧	UNREAD
IT2a|f77r.21|G005	IT2a	f77r	f77r.21	P	f77r:P1	5	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokeey⟧	UNREAD
IT2a|f77r.21|G006	IT2a	f77r	f77r.21	P	f77r:P1	6	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.21|G007	IT2a	f77r	f77r.21	P	f77r:P1	7	shear	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shear⟧	UNREAD
IT2a|f77r.21|G008	IT2a	f77r	f77r.21	P	f77r:P1	8	olaiiny	DEFINITE_SPACE	LINE_END	M	⟦olaiiny⟧	UNREAD
IT2a|f77r.22|G001	IT2a	f77r	f77r.22	P	f77r:P1	1	qoteedy	LINE_START	DEFINITE_SPACE	M	warm?	QUALITY
IT2a|f77r.22|G002	IT2a	f77r	f77r.22	P	f77r:P1	2	al	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦al⟧	UNREAD
IT2a|f77r.22|G003	IT2a	f77r	f77r.22	P	f77r:P1	3	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lchedy⟧	UNREAD
IT2a|f77r.22|G004	IT2a	f77r	f77r.22	P	f77r:P1	4	r	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦r⟧	UNREAD
IT2a|f77r.22|G005	IT2a	f77r	f77r.22	P	f77r:P1	5	oin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦oin⟧	UNREAD
IT2a|f77r.22|G006	IT2a	f77r	f77r.22	P	f77r:P1	6	chy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chy⟧	UNREAD
IT2a|f77r.22|G007	IT2a	f77r	f77r.22	P	f77r:P1	7	chedaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedaiin⟧	UNREAD
IT2a|f77r.22|G008	IT2a	f77r	f77r.22	P	f77r:P1	8	cheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheey⟧	UNREAD
IT2a|f77r.22|G009	IT2a	f77r	f77r.22	P	f77r:P1	9	okedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦okedy⟧	UNREAD
IT2a|f77r.22|G010	IT2a	f77r	f77r.22	P	f77r:P1	10	qoky	DEFINITE_SPACE	LINE_END	M	⟦qoky⟧	UNREAD
IT2a|f77r.23|G001	IT2a	f77r	f77r.23	P	f77r:P1	1	sheoky	LINE_START	DEFINITE_SPACE	M	⟦sheoky⟧	UNREAD
IT2a|f77r.23|G002	IT2a	f77r	f77r.23	P	f77r:P1	2	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.23|G003	IT2a	f77r	f77r.23	P	f77r:P1	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.23|G004	IT2a	f77r	f77r.23	P	f77r:P1	4	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lchedy⟧	UNREAD
IT2a|f77r.23|G005	IT2a	f77r	f77r.23	P	f77r:P1	5	olshedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦olshedy⟧	UNREAD
IT2a|f77r.23|G006	IT2a	f77r	f77r.23	P	f77r:P1	6	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.23|G007	IT2a	f77r	f77r.23	P	f77r:P1	7	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.23|G008	IT2a	f77r	f77r.23	P	f77r:P1	8	qokol	DEFINITE_SPACE	LINE_END	M	⟦qokol⟧	UNREAD
IT2a|f77r.24|G001	IT2a	f77r	f77r.24	P	f77r:P1	1	daiin	LINE_START	DEFINITE_SPACE	M	⟦daiin⟧	UNREAD
IT2a|f77r.24|G002	IT2a	f77r	f77r.24	P	f77r:P1	2	dol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦dol⟧	UNREAD
IT2a|f77r.24|G003	IT2a	f77r	f77r.24	P	f77r:P1	3	shor	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shor⟧	UNREAD
IT2a|f77r.24|G004	IT2a	f77r	f77r.24	P	f77r:P1	4	cphey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cphey⟧	UNREAD
IT2a|f77r.24|G005	IT2a	f77r	f77r.24	P	f77r:P1	5	lfcheol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lfcheol⟧	UNREAD
IT2a|f77r.24|G006	IT2a	f77r	f77r.24	P	f77r:P1	6	shear	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shear⟧	UNREAD
IT2a|f77r.24|G007	IT2a	f77r	f77r.24	P	f77r:P1	7	qolchy	DEFINITE_SPACE	LINE_END	M	⟦qolchy⟧	UNREAD
IT2a|f77r.25|G001	IT2a	f77r	f77r.25	P	f77r:P2	1	otedy	LINE_START	DEFINITE_SPACE	M	Mündung?	PLACE
IT2a|f77r.25|G002	IT2a	f77r	f77r.25	P	f77r:P2	2	qokor	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokor⟧	UNREAD
IT2a|f77r.25|G003	IT2a	f77r	f77r.25	P	f77r:P2	3	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
IT2a|f77r.25|G004	IT2a	f77r	f77r.25	P	f77r:P2	4	qokal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokal⟧	UNREAD
IT2a|f77r.25|G005	IT2a	f77r	f77r.25	P	f77r:P2	5	shedar	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shedar⟧	UNREAD
IT2a|f77r.25|G006	IT2a	f77r	f77r.25	P	f77r:P2	6	dal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦dal⟧	UNREAD
IT2a|f77r.25|G007	IT2a	f77r	f77r.25	P	f77r:P2	7	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.25|G008	IT2a	f77r	f77r.25	P	f77r:P2	8	daror	DEFINITE_SPACE	LINE_END	M	⟦daror⟧	UNREAD
IT2a|f77r.26|G001	IT2a	f77r	f77r.26	P	f77r:P2	1	qoteedy	LINE_START	DEFINITE_SPACE	M	warm?	QUALITY
IT2a|f77r.26|G002	IT2a	f77r	f77r.26	P	f77r:P2	2	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.26|G003	IT2a	f77r	f77r.26	P	f77r:P2	3	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.26|G004	IT2a	f77r	f77r.26	P	f77r:P2	4	chcthy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chcthy⟧	UNREAD
IT2a|f77r.26|G005	IT2a	f77r	f77r.26	P	f77r:P2	5	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lchedy⟧	UNREAD
IT2a|f77r.26|G006	IT2a	f77r	f77r.26	P	f77r:P2	6	qokaly	DEFINITE_SPACE	LINE_END	M	⟦qokaly⟧	UNREAD
IT2a|f77r.27|G001	IT2a	f77r	f77r.27	P	f77r:P2	1	solchedy	LINE_START	DEFINITE_SPACE	M	hier?	LOCATION
IT2a|f77r.27|G002	IT2a	f77r	f77r.27	P	f77r:P2	2	qokain	DEFINITE_SPACE	DEFINITE_SPACE	M	ist?	COPULA
IT2a|f77r.27|G003	IT2a	f77r	f77r.27	P	f77r:P2	3	okaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	Rohr?	VESSEL
IT2a|f77r.27|G004	IT2a	f77r	f77r.27	P	f77r:P2	4	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
IT2a|f77r.27|G005	IT2a	f77r	f77r.27	P	f77r:P2	5	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.27|G006	IT2a	f77r	f77r.27	P	f77r:P2	6	qotedy	DEFINITE_SPACE	LINE_END	M	aus der Mündung?	SOURCE
IT2a|f77r.28|G001	IT2a	f77r	f77r.28	P	f77r:P2	1	olchey	LINE_START	DEFINITE_SPACE	M	⟦olchey⟧	UNREAD
IT2a|f77r.28|G002	IT2a	f77r	f77r.28	P	f77r:P2	2	qotey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qotey⟧	UNREAD
IT2a|f77r.28|G003	IT2a	f77r	f77r.28	P	f77r:P2	3	qokain	DEFINITE_SPACE	DEFINITE_SPACE	M	ist?	COPULA
IT2a|f77r.28|G004	IT2a	f77r	f77r.28	P	f77r:P2	4	olcheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦olcheedy⟧	UNREAD
IT2a|f77r.28|G005	IT2a	f77r	f77r.28	P	f77r:P2	5	sar	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sar⟧	UNREAD
IT2a|f77r.28|G006	IT2a	f77r	f77r.28	P	f77r:P2	6	lom	DEFINITE_SPACE	LINE_END	M	⟦lom⟧	UNREAD
IT2a|f77r.29|G001	IT2a	f77r	f77r.29	P	f77r:P2	1	saiin	LINE_START	DEFINITE_SPACE	M	⟦saiin⟧	UNREAD
IT2a|f77r.29|G002	IT2a	f77r	f77r.29	P	f77r:P2	2	cheeol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheeol⟧	UNREAD
IT2a|f77r.29|G003	IT2a	f77r	f77r.29	P	f77r:P2	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.29|G004	IT2a	f77r	f77r.29	P	f77r:P2	4	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.29|G005	IT2a	f77r	f77r.29	P	f77r:P2	5	qotal	DEFINITE_SPACE	LINE_END	M	⟦qotal⟧	UNREAD
IT2a|f77r.30|G001	IT2a	f77r	f77r.30	P	f77r:P2	1	qokaiin	LINE_START	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.30|G002	IT2a	f77r	f77r.30	P	f77r:P2	2	chckhey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chckhey⟧	UNREAD
IT2a|f77r.30|G003	IT2a	f77r	f77r.30	P	f77r:P2	3	saiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦saiin⟧	UNREAD
IT2a|f77r.30|G004	IT2a	f77r	f77r.30	P	f77r:P2	4	qolkain	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qolkain⟧	UNREAD
IT2a|f77r.30|G005	IT2a	f77r	f77r.30	P	f77r:P2	5	cheeky	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheeky⟧	UNREAD
IT2a|f77r.30|G006	IT2a	f77r	f77r.30	P	f77r:P2	6	lol	DEFINITE_SPACE	LINE_END	M	⟦lol⟧	UNREAD
IT2a|f77r.31|G001	IT2a	f77r	f77r.31	P	f77r:P2	1	qokain	LINE_START	DEFINITE_SPACE	M	ist?	COPULA
IT2a|f77r.31|G002	IT2a	f77r	f77r.31	P	f77r:P2	2	chckhy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chckhy⟧	UNREAD
IT2a|f77r.31|G003	IT2a	f77r	f77r.31	P	f77r:P2	3	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokeey⟧	UNREAD
IT2a|f77r.31|G004	IT2a	f77r	f77r.31	P	f77r:P2	4	qotedy	DEFINITE_SPACE	DEFINITE_SPACE	M	aus der Mündung?	SOURCE
IT2a|f77r.31|G005	IT2a	f77r	f77r.31	P	f77r:P2	5	qotedy	DEFINITE_SPACE	DEFINITE_SPACE	M	aus der Mündung?	SOURCE
IT2a|f77r.31|G006	IT2a	f77r	f77r.31	P	f77r:P2	6	qotary	DEFINITE_SPACE	LINE_END	M	⟦qotary⟧	UNREAD
IT2a|f77r.32|G001	IT2a	f77r	f77r.32	P	f77r:P2	1	qor	LINE_START	DEFINITE_SPACE	M	⟦qor⟧	UNREAD
IT2a|f77r.32|G002	IT2a	f77r	f77r.32	P	f77r:P2	2	ain	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦ain⟧	UNREAD
IT2a|f77r.32|G003	IT2a	f77r	f77r.32	P	f77r:P2	3	cheol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheol⟧	UNREAD
IT2a|f77r.32|G004	IT2a	f77r	f77r.32	P	f77r:P2	4	ol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦ol⟧	UNREAD
IT2a|f77r.32|G005	IT2a	f77r	f77r.32	P	f77r:P2	5	chealor	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chealor⟧	UNREAD
IT2a|f77r.32|G006	IT2a	f77r	f77r.32	P	f77r:P2	6	cheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheey⟧	UNREAD
IT2a|f77r.32|G007	IT2a	f77r	f77r.32	P	f77r:P2	7	qetaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qetaiin⟧	UNREAD
IT2a|f77r.32|G008	IT2a	f77r	f77r.32	P	f77r:P2	8	dary	DEFINITE_SPACE	LINE_END	M	⟦dary⟧	UNREAD
IT2a|f77r.33|G001	IT2a	f77r	f77r.33	P	f77r:P2	1	daiin	LINE_START	DEFINITE_SPACE	M	⟦daiin⟧	UNREAD
IT2a|f77r.33|G002	IT2a	f77r	f77r.33	P	f77r:P2	2	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.33|G003	IT2a	f77r	f77r.33	P	f77r:P2	3	qol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qol⟧	UNREAD
IT2a|f77r.33|G004	IT2a	f77r	f77r.33	P	f77r:P2	4	keedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦keedy⟧	UNREAD
IT2a|f77r.33|G005	IT2a	f77r	f77r.33	P	f77r:P2	5	qoteeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qoteeedy⟧	UNREAD
IT2a|f77r.33|G006	IT2a	f77r	f77r.33	P	f77r:P2	6	sar	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sar⟧	UNREAD
IT2a|f77r.33|G007	IT2a	f77r	f77r.33	P	f77r:P2	7	oiiiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦oiiiin⟧	UNREAD
IT2a|f77r.33|G008	IT2a	f77r	f77r.33	P	f77r:P2	8	cheety	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheety⟧	UNREAD
IT2a|f77r.33|G009	IT2a	f77r	f77r.33	P	f77r:P2	9	dy	DEFINITE_SPACE	LINE_END	M	⟦dy⟧	UNREAD
IT2a|f77r.34|G001	IT2a	f77r	f77r.34	P	f77r:P2	1	qokaiin	LINE_START	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.34|G002	IT2a	f77r	f77r.34	P	f77r:P2	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
IT2a|f77r.34|G003	IT2a	f77r	f77r.34	P	f77r:P2	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.34|G004	IT2a	f77r	f77r.34	P	f77r:P2	4	qol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qol⟧	UNREAD
IT2a|f77r.34|G005	IT2a	f77r	f77r.34	P	f77r:P2	5	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.34|G006	IT2a	f77r	f77r.34	P	f77r:P2	6	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.34|G007	IT2a	f77r	f77r.34	P	f77r:P2	7	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.34|G008	IT2a	f77r	f77r.34	P	f77r:P2	8	checkhy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦checkhy⟧	UNREAD
IT2a|f77r.34|G009	IT2a	f77r	f77r.34	P	f77r:P2	9	raiin	DEFINITE_SPACE	LINE_END	M	⟦raiin⟧	UNREAD
IT2a|f77r.35|G001	IT2a	f77r	f77r.35	P	f77r:P2	1	solkeey	LINE_START	DEFINITE_SPACE	M	⟦solkeey⟧	UNREAD
IT2a|f77r.35|G002	IT2a	f77r	f77r.35	P	f77r:P2	2	okaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	Rohr?	VESSEL
IT2a|f77r.35|G003	IT2a	f77r	f77r.35	P	f77r:P2	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.35|G004	IT2a	f77r	f77r.35	P	f77r:P2	4	qokain	DEFINITE_SPACE	DEFINITE_SPACE	M	ist?	COPULA
IT2a|f77r.35|G005	IT2a	f77r	f77r.35	P	f77r:P2	5	sheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheedy⟧	UNREAD
IT2a|f77r.35|G006	IT2a	f77r	f77r.35	P	f77r:P2	6	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.35|G007	IT2a	f77r	f77r.35	P	f77r:P2	7	chedaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedaiin⟧	UNREAD
IT2a|f77r.35|G008	IT2a	f77r	f77r.35	P	f77r:P2	8	chealy	DEFINITE_SPACE	LINE_END	M	⟦chealy⟧	UNREAD
IT2a|f77r.36|G001	IT2a	f77r	f77r.36	P	f77r:P2	1	dshedy	LINE_START	DEFINITE_SPACE	M	⟦dshedy⟧	UNREAD
IT2a|f77r.36|G002	IT2a	f77r	f77r.36	P	f77r:P2	2	pchedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦pchedy⟧	UNREAD
IT2a|f77r.36|G003	IT2a	f77r	f77r.36	P	f77r:P2	3	qotain	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qotain⟧	UNREAD
IT2a|f77r.36|G004	IT2a	f77r	f77r.36	P	f77r:P2	4	chedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chedy⟧	UNREAD
IT2a|f77r.36|G005	IT2a	f77r	f77r.36	P	f77r:P2	5	dolchl	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦dolchl⟧	UNREAD
IT2a|f77r.36|G006	IT2a	f77r	f77r.36	P	f77r:P2	6	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	fließt?	FLOW
IT2a|f77r.36|G007	IT2a	f77r	f77r.36	P	f77r:P2	7	qokol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qokol⟧	UNREAD
IT2a|f77r.36|G008	IT2a	f77r	f77r.36	P	f77r:P2	8	olchey	DEFINITE_SPACE	LINE_END	M	⟦olchey⟧	UNREAD
IT2a|f77r.37|G001	IT2a	f77r	f77r.37	P	f77r:P2	1	teeolain	LINE_START	DEFINITE_SPACE	M	⟦teeolain⟧	UNREAD
IT2a|f77r.37|G002	IT2a	f77r	f77r.37	P	f77r:P2	2	chey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chey⟧	UNREAD
IT2a|f77r.37|G003	IT2a	f77r	f77r.37	P	f77r:P2	3	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	M	warm?	QUALITY
IT2a|f77r.37|G004	IT2a	f77r	f77r.37	P	f77r:P2	4	qokain	DEFINITE_SPACE	DEFINITE_SPACE	M	ist?	COPULA
IT2a|f77r.37|G005	IT2a	f77r	f77r.37	P	f77r:P2	5	cheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheedy⟧	UNREAD
IT2a|f77r.37|G006	IT2a	f77r	f77r.37	P	f77r:P2	6	cheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheey⟧	UNREAD
IT2a|f77r.37|G007	IT2a	f77r	f77r.37	P	f77r:P2	7	lchedy	DEFINITE_SPACE	LINE_END	M	⟦lchedy⟧	UNREAD
IT2a|f77r.38|G001	IT2a	f77r	f77r.38	P	f77r:P3	1	pol	LINE_START	DEFINITE_SPACE	M	⟦pol⟧	UNREAD
IT2a|f77r.38|G002	IT2a	f77r	f77r.38	P	f77r:P3	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
IT2a|f77r.38|G003	IT2a	f77r	f77r.38	P	f77r:P3	3	qoeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qoeedy⟧	UNREAD
IT2a|f77r.38|G004	IT2a	f77r	f77r.38	P	f77r:P3	4	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	aus dem Rohr?	SOURCE
IT2a|f77r.38|G005	IT2a	f77r	f77r.38	P	f77r:P3	5	chcphey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦chcphey⟧	UNREAD
IT2a|f77r.38|G006	IT2a	f77r	f77r.38	P	f77r:P3	6	qol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qol⟧	UNREAD
IT2a|f77r.38|G007	IT2a	f77r	f77r.38	P	f77r:P3	7	ltaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦ltaiin⟧	UNREAD
IT2a|f77r.38|G008	IT2a	f77r	f77r.38	P	f77r:P3	8	shedy	DEFINITE_SPACE	DEFINITE_SPACE	M	Flüssigkeit?	MATERIAL
IT2a|f77r.38|G009	IT2a	f77r	f77r.38	P	f77r:P3	9	qol	DEFINITE_SPACE	LINE_END	M	⟦qol⟧	UNREAD
IT2a|f77r.39|G001	IT2a	f77r	f77r.39	P	f77r:P3	1	olaiin	LINE_START	DEFINITE_SPACE	M	⟦olaiin⟧	UNREAD
IT2a|f77r.39|G002	IT2a	f77r	f77r.39	P	f77r:P3	2	cheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦cheey⟧	UNREAD
IT2a|f77r.39|G003	IT2a	f77r	f77r.39	P	f77r:P3	3	sheckhey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheckhey⟧	UNREAD
IT2a|f77r.39|G004	IT2a	f77r	f77r.39	P	f77r:P3	4	lsheey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦lsheey⟧	UNREAD
IT2a|f77r.39|G005	IT2a	f77r	f77r.39	P	f77r:P3	5	qykaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qykaiin⟧	UNREAD
IT2a|f77r.39|G006	IT2a	f77r	f77r.39	P	f77r:P3	6	sheedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheedy⟧	UNREAD
IT2a|f77r.39|G007	IT2a	f77r	f77r.39	P	f77r:P3	7	laiin	DEFINITE_SPACE	LINE_END	M	⟦laiin⟧	UNREAD
IT2a|f77r.40|G001	IT2a	f77r	f77r.40	P	f77r:P3	1	daiiin	LINE_START	DEFINITE_SPACE	M	⟦daiiin⟧	UNREAD
IT2a|f77r.40|G002	IT2a	f77r	f77r.40	P	f77r:P3	2	ol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦ol⟧	UNREAD
IT2a|f77r.40|G003	IT2a	f77r	f77r.40	P	f77r:P3	3	eeedy	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦eeedy⟧	UNREAD
IT2a|f77r.40|G004	IT2a	f77r	f77r.40	P	f77r:P3	4	okaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	Rohr?	VESSEL
IT2a|f77r.40|G005	IT2a	f77r	f77r.40	P	f77r:P3	5	sheeol	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sheeol⟧	UNREAD
IT2a|f77r.40|G006	IT2a	f77r	f77r.40	P	f77r:P3	6	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qotaiin⟧	UNREAD
IT2a|f77r.40|G007	IT2a	f77r	f77r.40	P	f77r:P3	7	shody	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦shody⟧	UNREAD
IT2a|f77r.40|G008	IT2a	f77r	f77r.40	P	f77r:P3	8	qoty	DEFINITE_SPACE	LINE_END	M	⟦qoty⟧	UNREAD
IT2a|f77r.41|G001	IT2a	f77r	f77r.41	P	f77r:P3	1	daiin	LINE_START	DEFINITE_SPACE	M	⟦daiin⟧	UNREAD
IT2a|f77r.41|G002	IT2a	f77r	f77r.41	P	f77r:P3	2	sh	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦sh⟧	UNREAD
IT2a|f77r.41|G003	IT2a	f77r	f77r.41	P	f77r:P3	3	qolchey	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qolchey⟧	UNREAD
IT2a|f77r.41|G004	IT2a	f77r	f77r.41	P	f77r:P3	4	qotedy	DEFINITE_SPACE	DEFINITE_SPACE	M	aus der Mündung?	SOURCE
IT2a|f77r.41|G005	IT2a	f77r	f77r.41	P	f77r:P3	5	qotal	DEFINITE_SPACE	DEFINITE_SPACE	M	⟦qotal⟧	UNREAD
