model	edition	block	run_id	source_ids	raw	boundary_meaning
V	ZL3b	f77r:P2	ZL3b|f77r.25|G001	"[""ZL3b|f77r.25|G001""]"	otedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.25|G003	"[""ZL3b|f77r.25|G003""]"	shedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.26|G001	"[""ZL3b|f77r.26|G001"", ""ZL3b|f77r.26|G002"", ""ZL3b|f77r.26|G003""]"	qoteedy qokeedy qokaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.27|G001	"[""ZL3b|f77r.27|G001"", ""ZL3b|f77r.27|G002"", ""ZL3b|f77r.27|G003"", ""ZL3b|f77r.27|G004"", ""ZL3b|f77r.27|G005"", ""ZL3b|f77r.27|G006""]"	solchedy qokain okaiin shedy qokeedy qotedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.28|G003	"[""ZL3b|f77r.28|G003""]"	qokain	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.29|G003	"[""ZL3b|f77r.29|G003"", ""ZL3b|f77r.29|G004""]"	qokeedy qokeedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.30|G001	"[""ZL3b|f77r.30|G001""]"	qokaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.31|G001	"[""ZL3b|f77r.31|G001""]"	qokain	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.31|G004	"[""ZL3b|f77r.31|G004"", ""ZL3b|f77r.31|G005""]"	qotedy qotedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.34|G001	"[""ZL3b|f77r.34|G001"", ""ZL3b|f77r.34|G002""]"	qokaiin shedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.34|G005	"[""ZL3b|f77r.34|G005"", ""ZL3b|f77r.34|G006""]"	qokaiin qokaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.35|G002	"[""ZL3b|f77r.35|G002""]"	okaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.35|G004	"[""ZL3b|f77r.35|G004""]"	qokain	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.35|G006	"[""ZL3b|f77r.35|G006""]"	qokaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.36|G006	"[""ZL3b|f77r.36|G006""]"	qokeedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P2	ZL3b|f77r.37|G003	"[""ZL3b|f77r.37|G003"", ""ZL3b|f77r.37|G004""]"	qoteedy qokain	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.38|G002	"[""ZL3b|f77r.38|G002""]"	shedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.38|G004	"[""ZL3b|f77r.38|G004""]"	qokaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.38|G008	"[""ZL3b|f77r.38|G008""]"	shedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.40|G004	"[""ZL3b|f77r.40|G004""]"	okaiin	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.41|G004	"[""ZL3b|f77r.41|G004""]"	qotedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.42|G001	"[""ZL3b|f77r.42|G001"", ""ZL3b|f77r.42|G002"", ""ZL3b|f77r.42|G003"", ""ZL3b|f77r.42|G004""]"	qokeedy qotedy qokeedy qokeedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.43|G006	"[""ZL3b|f77r.43|G006"", ""ZL3b|f77r.43|G007""]"	qoteedy qotedy	lexical-censoring, not sentence boundary
V	ZL3b	f77r:P3	ZL3b|f77r.45|G001	"[""ZL3b|f77r.45|G001""]"	qokaiin	lexical-censoring, not sentence boundary
V	ZL3b	f21r:P1	ZL3b|f21r.9|G001	"[""ZL3b|f21r.9|G001""]"	okaiin	lexical-censoring, not sentence boundary
V	ZL3b	f29v:P1	ZL3b|f29v.4|G003	"[""ZL3b|f29v.4|G003""]"	okaiin	lexical-censoring, not sentence boundary
V	ZL3b	f29v:P1	ZL3b|f29v.4|G009	"[""ZL3b|f29v.4|G009""]"	okaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.10|G006	"[""IT2a|f77r.10|G006""]"	qotedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.10|G009	"[""IT2a|f77r.10|G009""]"	qokain	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.11|G001	"[""IT2a|f77r.11|G001"", ""IT2a|f77r.11|G002"", ""IT2a|f77r.11|G003""]"	qoteedy qokaiin shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.11|G005	"[""IT2a|f77r.11|G005""]"	shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.11|G007	"[""IT2a|f77r.11|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.12|G002	"[""IT2a|f77r.12|G002""]"	qoteedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.13|G001	"[""IT2a|f77r.13|G001""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.14|G004	"[""IT2a|f77r.14|G004"", ""IT2a|f77r.14|G005"", ""IT2a|f77r.14|G006"", ""IT2a|f77r.14|G007"", ""IT2a|f77r.14|G008"", ""IT2a|f77r.15|G001"", ""IT2a|f77r.15|G002""]"	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.15|G004	"[""IT2a|f77r.15|G004"", ""IT2a|f77r.15|G005""]"	shedy qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.15|G007	"[""IT2a|f77r.15|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.16|G004	"[""IT2a|f77r.16|G004"", ""IT2a|f77r.16|G005""]"	qokaiin shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.16|G007	"[""IT2a|f77r.16|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.17|G001	"[""IT2a|f77r.17|G001"", ""IT2a|f77r.17|G002""]"	qoteedy qoteedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.17|G008	"[""IT2a|f77r.17|G008""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.19|G001	"[""IT2a|f77r.19|G001""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.19|G004	"[""IT2a|f77r.19|G004"", ""IT2a|f77r.19|G005""]"	qokeedy qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.20|G003	"[""IT2a|f77r.20|G003""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.20|G005	"[""IT2a|f77r.20|G005""]"	qokain	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.20|G007	"[""IT2a|f77r.20|G007""]"	qotedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.21|G002	"[""IT2a|f77r.21|G002"", ""IT2a|f77r.21|G003""]"	shedy qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.22|G001	"[""IT2a|f77r.22|G001""]"	qoteedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.23|G002	"[""IT2a|f77r.23|G002""]"	qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P1	IT2a|f77r.23|G006	"[""IT2a|f77r.23|G006""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.25|G001	"[""IT2a|f77r.25|G001""]"	otedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.25|G003	"[""IT2a|f77r.25|G003""]"	shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.26|G001	"[""IT2a|f77r.26|G001"", ""IT2a|f77r.26|G002"", ""IT2a|f77r.26|G003""]"	qoteedy qokeedy qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.27|G001	"[""IT2a|f77r.27|G001"", ""IT2a|f77r.27|G002"", ""IT2a|f77r.27|G003"", ""IT2a|f77r.27|G004"", ""IT2a|f77r.27|G005"", ""IT2a|f77r.27|G006""]"	solchedy qokain okaiin shedy qokeedy qotedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.28|G003	"[""IT2a|f77r.28|G003""]"	qokain	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.29|G003	"[""IT2a|f77r.29|G003"", ""IT2a|f77r.29|G004""]"	qokeedy qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.30|G001	"[""IT2a|f77r.30|G001""]"	qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.31|G001	"[""IT2a|f77r.31|G001""]"	qokain	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.31|G004	"[""IT2a|f77r.31|G004"", ""IT2a|f77r.31|G005""]"	qotedy qotedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.34|G001	"[""IT2a|f77r.34|G001"", ""IT2a|f77r.34|G002""]"	qokaiin shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.34|G006	"[""IT2a|f77r.34|G006"", ""IT2a|f77r.34|G007""]"	qokaiin qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.35|G002	"[""IT2a|f77r.35|G002""]"	okaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.35|G004	"[""IT2a|f77r.35|G004""]"	qokain	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.35|G006	"[""IT2a|f77r.35|G006""]"	qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.36|G006	"[""IT2a|f77r.36|G006""]"	qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P2	IT2a|f77r.37|G003	"[""IT2a|f77r.37|G003"", ""IT2a|f77r.37|G004""]"	qoteedy qokain	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.38|G002	"[""IT2a|f77r.38|G002""]"	shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.38|G004	"[""IT2a|f77r.38|G004""]"	qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.38|G008	"[""IT2a|f77r.38|G008""]"	shedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.40|G004	"[""IT2a|f77r.40|G004""]"	okaiin	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.41|G004	"[""IT2a|f77r.41|G004""]"	qotedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.42|G001	"[""IT2a|f77r.42|G001"", ""IT2a|f77r.42|G002"", ""IT2a|f77r.42|G003"", ""IT2a|f77r.42|G004""]"	qokeedy qotedy qokeedy qokeedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.43|G005	"[""IT2a|f77r.43|G005"", ""IT2a|f77r.43|G006""]"	qoteedy qotedy	lexical-censoring, not sentence boundary
V	IT2a	f77r:P3	IT2a|f77r.45|G001	"[""IT2a|f77r.45|G001""]"	qokaiin	lexical-censoring, not sentence boundary
V	IT2a	f21r:P1	IT2a|f21r.9|G001	"[""IT2a|f21r.9|G001""]"	okaiin	lexical-censoring, not sentence boundary
V	IT2a	f29v:P1	IT2a|f29v.4|G003	"[""IT2a|f29v.4|G003""]"	okaiin	lexical-censoring, not sentence boundary
V	IT2a	f29v:P1	IT2a|f29v.4|G009	"[""IT2a|f29v.4|G009""]"	okaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.10|G004	"[""RF1b|f77r.10|G004""]"	qotedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.10|G007	"[""RF1b|f77r.10|G007""]"	qokain	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.11|G001	"[""RF1b|f77r.11|G001"", ""RF1b|f77r.11|G002"", ""RF1b|f77r.11|G003""]"	qoteedy qokaiin shedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.11|G007	"[""RF1b|f77r.11|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.13|G001	"[""RF1b|f77r.13|G001""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.14|G004	"[""RF1b|f77r.14|G004"", ""RF1b|f77r.14|G005""]"	qoteedy qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.14|G007	"[""RF1b|f77r.14|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.15|G001	"[""RF1b|f77r.15|G001""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.15|G005	"[""RF1b|f77r.15|G005""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.15|G007	"[""RF1b|f77r.15|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.16|G004	"[""RF1b|f77r.16|G004""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.16|G007	"[""RF1b|f77r.16|G007""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.17|G001	"[""RF1b|f77r.17|G001"", ""RF1b|f77r.17|G002""]"	qoteedy qoteedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.17|G008	"[""RF1b|f77r.17|G008""]"	qoteedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.19|G001	"[""RF1b|f77r.19|G001""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.19|G004	"[""RF1b|f77r.19|G004"", ""RF1b|f77r.19|G005""]"	qokeedy qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.20|G003	"[""RF1b|f77r.20|G003""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.20|G005	"[""RF1b|f77r.20|G005""]"	qokain	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.20|G007	"[""RF1b|f77r.20|G007""]"	qotedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.21|G002	"[""RF1b|f77r.21|G002"", ""RF1b|f77r.21|G003""]"	shedy qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.22|G001	"[""RF1b|f77r.22|G001""]"	qoteedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.23|G002	"[""RF1b|f77r.23|G002""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P1	RF1b|f77r.23|G006	"[""RF1b|f77r.23|G006""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.25|G001	"[""RF1b|f77r.25|G001""]"	otedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.25|G003	"[""RF1b|f77r.25|G003""]"	shedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.26|G001	"[""RF1b|f77r.26|G001""]"	qoteedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.26|G003	"[""RF1b|f77r.26|G003""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.27|G002	"[""RF1b|f77r.27|G002"", ""RF1b|f77r.27|G003"", ""RF1b|f77r.27|G004"", ""RF1b|f77r.27|G005"", ""RF1b|f77r.27|G006""]"	qokain okaiin shedy qokeedy qotedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.28|G003	"[""RF1b|f77r.28|G003""]"	qokain	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.29|G003	"[""RF1b|f77r.29|G003"", ""RF1b|f77r.29|G004""]"	qokeedy qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.30|G001	"[""RF1b|f77r.30|G001""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.31|G001	"[""RF1b|f77r.31|G001""]"	qokain	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.31|G005	"[""RF1b|f77r.31|G005""]"	qotedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.34|G001	"[""RF1b|f77r.34|G001"", ""RF1b|f77r.34|G002""]"	qokaiin shedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.34|G005	"[""RF1b|f77r.34|G005"", ""RF1b|f77r.34|G006""]"	qokaiin qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.35|G002	"[""RF1b|f77r.35|G002""]"	okaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.35|G004	"[""RF1b|f77r.35|G004""]"	qokain	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.36|G006	"[""RF1b|f77r.36|G006""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P2	RF1b|f77r.37|G004	"[""RF1b|f77r.37|G004""]"	qokain	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.38|G002	"[""RF1b|f77r.38|G002""]"	shedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.38|G004	"[""RF1b|f77r.38|G004""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.40|G004	"[""RF1b|f77r.40|G004""]"	okaiin	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.41|G005	"[""RF1b|f77r.41|G005""]"	qotedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.42|G001	"[""RF1b|f77r.42|G001""]"	qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.42|G003	"[""RF1b|f77r.42|G003"", ""RF1b|f77r.42|G004""]"	qokeedy qokeedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.43|G005	"[""RF1b|f77r.43|G005""]"	qoteedy	lexical-censoring, not sentence boundary
V	RF1b	f77r:P3	RF1b|f77r.45|G001	"[""RF1b|f77r.45|G001""]"	qokaiin	lexical-censoring, not sentence boundary
V	RF1b	f21r:P1	RF1b|f21r.9|G001	"[""RF1b|f21r.9|G001""]"	okaiin	lexical-censoring, not sentence boundary
V	RF1b	f29v:P1	RF1b|f29v.4|G003	"[""RF1b|f29v.4|G003""]"	okaiin	lexical-censoring, not sentence boundary
V	RF1b	f29v:P1	RF1b|f29v.4|G009	"[""RF1b|f29v.4|G009""]"	okaiin	lexical-censoring, not sentence boundary
