target_ordinal	surface	reader_decision	final_recipe	observed_requirement_modes	neutral_component_reading_de	known_contextual_readings_de	primary_structural_formula	primary_visible_formula	primary_anchor_recipe	primary_anchor_start_atom	primary_anchor_atom_count	primary_anchor_old_event_count	primary_anchor_old_surfaces	primary_visible_stem_status	primary_visible_stem_surface	extension_direction	left_extension_recipe	left_visible_affix	left_channel_class	left_channel_observation_count	left_channel_recipe_variants	left_interface_pair	left_interface_old_event_count	right_extension_recipe	right_visible_affix	right_channel_class	right_channel_observation_count	right_channel_recipe_variants	right_interface_pair	right_interface_old_event_count	primary_old_supported_interfaces	primary_interface_count	primary_full_arm_joint_count	primary_repeated_invariant_channel_count	primary_anchor_context_modes	primary_anchor_context_relation	primary_context_compatible	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_relation	primary_structural_support_class	recurrent_primary_anchor_family_target_count	initial_flag_reasons	secondary_bridge_present	secondary_structural_formula	secondary_anchor_recipe	secondary_visible_stem_status	secondary_visible_stem_surface	secondary_context_relation	secondary_supported_interfaces	secondary_interface_count	secondary_repaired_dimension	flag_resolution	current_caution	working_default	reading_scope	guard
33	cthom	READ_KNOWN_FRAGMENT_WORKING_CARD	CH+T+O+M_LOCAL	REQUIRES_ACTIVE_ARGUMENT	Nehmen und einstellen; zur Ausführung; hier.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Ausführung; an der bezeichneten Stelle.	[CH+T+O]+M_LOCAL	[ctho]+m	CH+T+O	1	3	2	ctho	ALIGNED_EXACT_OLD_SURFACE_STEM	ctho	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	M_LOCAL	m	SINGLETON_VISIBLE_CHANNEL	1	M_LOCAL	O>M_LOCAL	5	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
35	dairal	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+AIR+AL	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	Hier; entlang der Bahn; am Zielort.	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	[D_ADDR+AIR]+AL	[dair]+al	D_ADDR+AIR	1	2	9	dair	ALIGNED_EXACT_OLD_SURFACE_STEM	dair	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AL	al	SINGLETON_VISIBLE_CHANNEL	1	AL	AIR>AL	1	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
39	dalcheeeky	READ_KNOWN_FRAGMENT_WORKING_CARD	AL+CH+K+EEE+Y	SELF_CONTAINED	Am Zielort; den Posten nehmen und geben; auf Grad III.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III.	AL+[CH+K]+EEE+Y	[NO_EXACT_OLD_VISIBLE_STEM]	CH+K	2	2	1	chckh	NO_EXACT_OLD_SURFACE_STEM	NONE	BOTH_SIDES	AL	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	AL>CH	5	EEE+Y	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	K>EEE	3	2	2	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
40	dalky	READ_KNOWN_FRAGMENT_WORKING_CARD	AL+K+Y	SELF_CONTAINED	Am Zielort; den Posten geben.	Ordne den laufenden Eintrag zu; zur Zielspalte.	AL+[K+Y]	dal+[ky]	K+Y	2	2	7	kchy|ky	ALIGNED_EXACT_OLD_SURFACE_STEM	ky	LEFT_EXTENSION	AL	dal	SINGLETON_VISIBLE_CHANNEL	1	AL	AL>K	1	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
42	dard	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+AR+D_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	Hier; vom Ausgang; erneut hier.	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	[D_ADDR+AR]+D_ADDR	[dar]+d	D_ADDR+AR	1	2	47	dar	ALIGNED_EXACT_OLD_SURFACE_STEM	dar	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	5	D_ADDR	AR>D_ADDR	1	1	1	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	1	D_ADDR+AR+D_ADDR+AR+DY	TARGET_MODE_SET_EQUAL	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
44	dcheol	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+CH+E+O+L	REQUIRES_ACTIVE_ARGUMENT	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	D_ADDR+[CH+E+O+L]	d+[cheol]	CH+E+O+L	2	4	29	cheol	ALIGNED_EXACT_OLD_SURFACE_STEM	cheol	LEFT_EXTENSION	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	4	D_ADDR	D_ADDR>CH	18	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
45	dkar	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+K+AR	REQUIRES_ACTIVE_ARGUMENT	Hier; geben; vom Ausgang.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	D_ADDR+[K+AR]	d+[kar]	K+AR	2	2	6	kar|skar	ALIGNED_EXACT_OLD_SURFACE_STEM	kar	LEFT_EXTENSION	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	4	D_ADDR	D_ADDR>K	3	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	3	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
47	dolarshy	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+OL+AR+SH+Y	SELF_CONTAINED	Hier; fortsetzen; vom Ausgang; den Posten halten.	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	[D_ADDR+OL]+AR+SH+Y	[dol]+arshy	D_ADDR+OL	1	2	13	dchol|dol	ALIGNED_EXACT_OLD_SURFACE_STEM	dol	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	AR+SH+Y	arshy	SINGLETON_VISIBLE_CHANNEL	1	AR+SH+Y	OL>AR	3	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
48	dsholdaiir	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+SH+OL+DA+IIN+R	REQUIRES_ACTIVE_ARGUMENT	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	D_ADDR+[SH+OL]+DA+IIN+R	d+[shol]+daiir	SH+OL	2	2	18	shol	ALIGNED_EXACT_OLD_SURFACE_STEM	shol	BOTH_SIDES	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	4	D_ADDR	D_ADDR>SH	9	DA+IIN+R	daiir	SINGLETON_VISIBLE_CHANNEL	1	DA+IIN+R	OL>DA	1	2	2	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
50	dytcheey	READ_KNOWN_FRAGMENT_WORKING_CARD	D_ADDR+Y+T+CH+EE+Y	SELF_CONTAINED	Hier; beide Posten einstellen und nehmen; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle.	D_ADDR+[Y+T]+CH+EE+Y	d+[yt]+cheey	Y+T	2	2	1	yt	ALIGNED_EXACT_OLD_SURFACE_STEM	yt	BOTH_SIDES	D_ADDR	d	REPEATED_INVARIANT_VISIBLE_CHANNEL	4	D_ADDR	D_ADDR>Y	117	CH+EE+Y	cheey	SINGLETON_VISIBLE_CHANNEL	1	CH+EE+Y	T>CH	18	2	2	1	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
52	fchdar	READ_KNOWN_FRAGMENT_WORKING_CARD	LOCAL_CHAR_F+CHD+AR	REQUIRES_ACTIVE_ARGUMENT	Hier; bearbeiten; vom Ausgang.	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	LOCAL_CHAR_F+[CHD+AR]	[NO_EXACT_OLD_VISIBLE_STEM]	CHD+AR	2	2	3	chedar	NO_EXACT_OLD_SURFACE_STEM	NONE	LEFT_EXTENSION	LOCAL_CHAR_F	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	LOCAL_CHAR_F>CHD	3	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	YES	0	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
53	fchedyr	READ_KNOWN_FRAGMENT_WORKING_CARD	LOCAL_CHAR_F+CHD+Y+R	SELF_CONTAINED	Hier; den Posten bearbeiten und markieren.	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	LOCAL_CHAR_F+[CHD+Y]+R	f+[chedy]+r	CHD+Y	2	2	107	chdy|chedchy|chedy	ALIGNED_EXACT_OLD_SURFACE_STEM	chedy	BOTH_SIDES	LOCAL_CHAR_F	f	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	LOCAL_CHAR_F	LOCAL_CHAR_F>CHD	3	R	r	SINGLETON_VISIBLE_CHANNEL	1	R	Y>R	2	2	2	1	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
54	folchol	READ_KNOWN_FRAGMENT_WORKING_CARD	LOCAL_CHAR_F+OL+OL	REQUIRES_ACTIVE_ACTION	Hier; zweimal fortsetzen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	LOCAL_CHAR_F+[OL+OL]	[NO_EXACT_OLD_VISIBLE_STEM]	OL+OL	2	2	2	olol	NO_EXACT_OLD_SURFACE_STEM	NONE	LEFT_EXTENSION	LOCAL_CHAR_F	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	LOCAL_CHAR_F>OL	3	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_DISJOINT	NO	0	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	1	ANCHOR_CONTEXT_MODE_DIFFERENCE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	EXPLICIT_WORKING_DEFAULT__NO_QUALIFIED_SECONDARY	ANCHOR_CONTEXT_MODE_DIFFERENCE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
55	fshodchy	READ_KNOWN_FRAGMENT_WORKING_CARD	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	SELF_CONTAINED	Hier; den Posten halten und nehmen; zur Ausführung; hier.	Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	LOCAL_CHAR_F+[SH+O+D_ADDR]+CH+Y	f+[shod]+chy	SH+O+D_ADDR	2	3	2	shod	ALIGNED_EXACT_OLD_SURFACE_STEM	shod	BOTH_SIDES	LOCAL_CHAR_F	f	REPEATED_INVARIANT_VISIBLE_CHANNEL	2	LOCAL_CHAR_F	LOCAL_CHAR_F>SH	3	CH+Y	chy	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	CH+Y	D_ADDR>CH	18	2	2	0	2	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
56	kardy	READ_KNOWN_FRAGMENT_WORKING_CARD	K+AR+DY	REQUIRES_ACTIVE_ARGUMENT	Geben; vom Ausgang; abschließen.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	[K+AR]+DY	[kar]+dy	K+AR	1	2	6	kar|skar	ALIGNED_EXACT_OLD_SURFACE_STEM	kar	RIGHT_EXTENSION	NONE	NONE	NONE	0	NONE	NONE	0	DY	dy	REPEATED_AMBIGUOUS_VISIBLE_CHANNEL	6	DY|D_ADDR+Y	AR>DY	3	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	3	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
57	kcheeky	READ_KNOWN_FRAGMENT_WORKING_CARD	K+CH+EE+K+Y	SELF_CONTAINED	Den Posten geben, nehmen und erneut geben; auf Grad II.	Ordne den laufenden Eintrag zu, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad II.	K+CH+EE+[K+Y]	kchee+[ky]	K+Y	4	2	7	kchy|ky	ALIGNED_EXACT_OLD_SURFACE_STEM	ky	LEFT_EXTENSION	K+CH+EE	kchee	SINGLETON_VISIBLE_CHANNEL	1	K+CH+EE	EE>K	5	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
58	kcheody	READ_KNOWN_FRAGMENT_WORKING_CARD	K+CH+E+O+D_ADDR+Y	SELF_CONTAINED	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+[CH+E+O]+D_ADDR+Y	k+[cheo]+dy	CH+E+O	2	3	6	cheo	ALIGNED_EXACT_OLD_SURFACE_STEM	cheo	BOTH_SIDES	K	k	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	K	K>CH	21	D_ADDR+Y	dy	REPEATED_AMBIGUOUS_VISIBLE_CHANNEL	6	DY|D_ADDR+Y	O>D_ADDR	114	2	2	1	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	3	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
59	kchody	READ_KNOWN_FRAGMENT_WORKING_CARD	K+CH+O+D_ADDR+Y	SELF_CONTAINED	Den Posten geben und nehmen; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	K+[CH+O+D_ADDR+Y]	k+[chody]	CH+O+D_ADDR+Y	2	4	8	chody	ALIGNED_EXACT_OLD_SURFACE_STEM	chody	LEFT_EXTENSION	K	k	REPEATED_INVARIANT_VISIBLE_CHANNEL	3	K	K>CH	21	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
60	kechody	READ_KNOWN_FRAGMENT_WORKING_CARD	K+E+CH+O+D_ADDR+Y	SELF_CONTAINED	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+[CH+O+D_ADDR+Y]	ke+[chody]	CH+O+D_ADDR+Y	3	4	8	chody	ALIGNED_EXACT_OLD_SURFACE_STEM	chody	LEFT_EXTENSION	K+E	ke	SINGLETON_VISIBLE_CHANNEL	1	K+E	E>CH	35	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	2	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
61	keedey	READ_KNOWN_FRAGMENT_WORKING_CARD	K+EE+D_ADDR+E+Y	SELF_CONTAINED	Den Posten geben; auf Grad II; hier; auf Grad I.	Gib den Pflanzenposten zu; auf Grad II und auf Grad I; an der bezeichneten Stelle.	K+EE+D_ADDR+[E+Y]	keed+[ey]	E+Y	4	2	5	edy|ey|qey	ALIGNED_EXACT_OLD_SURFACE_STEM	ey	LEFT_EXTENSION	K+EE+D_ADDR	keed	SINGLETON_VISIBLE_CHANNEL	1	K+EE+D_ADDR	D_ADDR>E	2	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
63	keody	READ_KNOWN_FRAGMENT_WORKING_CARD	K+E+O+D_ADDR+Y	SELF_CONTAINED	Den Posten geben; auf Grad I; zur Ausführung; hier.	Gib den Pflanzenposten zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle. || Ordne den laufenden Eintrag zu; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+E+[O+D_ADDR+Y]	[NO_EXACT_OLD_VISIBLE_STEM]	O+D_ADDR+Y	3	3	1	qodchy	NO_EXACT_OLD_SURFACE_STEM	NONE	LEFT_EXTENSION	K+E	NONE	NO_ALIGNED_VISIBLE_CHANNEL	0	NONE	E>O	206	NONE	NONE	NONE	0	NONE	NONE	0	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	YES	0	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	1	NONE	NO	NONE	NONE	NONE	NONE	NONE	0	0	NONE	NOT_FLAGGED	NONE	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	GERMAN_WORKING_READING__NOT_PLAINTEXT	EXACT_SURFACE_KEY_ONLY__NO_FUZZY_EXTENSION_OR_NEW_MEANING
