component_recipe	intake_tier	register	incoming_action	incoming_argument	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	outgoing_action	outgoing_argument	baseline_clause_de	order_safe_clause_de	order_repair_rule	clause_changed_by_order_repair
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	R	AIN	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	R	AIN	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	R	AIN	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	R	AIN	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	R	NONE	NONE	Y	R	NONE	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang kennzeichne den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	R	NONE	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	R	NONE	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	R	NONE	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	R	NONE	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	R	OR	NONE	Y	R	NONE	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang kennzeichne den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	R	OR	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	R	OR	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	R	OR	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	R	OR	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	R	Y	NONE	Y	R	NONE	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang kennzeichne den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	R	Y	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	R	Y	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	R	Y	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	R	Y	NONE	Y	R	NONE	R	Y	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang markiere den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	S	AIIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	S	AIIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	S	AIIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	S	AIIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	S	AIIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	S	AIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	S	AIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	S	AIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	S	AIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	S	AIN	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	S	NONE	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	S	NONE	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	S	NONE	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	S	NONE	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	S	NONE	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	S	OR	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	S	OR	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	S	OR	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	S	OR	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	S	OR	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	S	Y	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den laufenden Eintrag; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	S	Y	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	S	Y	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	S	Y	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	S	Y	NONE	Y	S	NONE	S	Y	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang wähle den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH	AIIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	SH	AIIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	SH	AIIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	SH	AIIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	SH	AIIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH	AIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	SH	AIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	SH	AIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	SH	AIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	SH	AIN	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH	NONE	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	SH	NONE	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	SH	NONE	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	SH	NONE	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	SH	NONE	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH	OR	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	SH	OR	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	SH	OR	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	SH	OR	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	SH	OR	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	SH	Y	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	SH	Y	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Pflanzenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	SH	Y	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	SH	Y	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Positionsposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	SH	Y	NONE	Y	SH	NONE	SH	Y	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	Im laufenden Gang halte den Drogenposten; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	T	AIIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang lege den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	T	AIIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	T	AIIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Stationsposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Stationsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	T	AIIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Positionsposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Positionsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	T	AIIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Drogenposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Drogenposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	T	AIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang lege den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	T	AIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	T	AIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Stationsposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Stationsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	T	AIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Positionsposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Positionsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	T	AIN	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Drogenposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Drogenposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	T	NONE	NONE	Y	T	NONE	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	Im laufenden Gang lege den laufenden Eintrag fest; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	HERBAL	T	NONE	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Pflanzenposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	BIOLOGICAL	T	NONE	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Stationsposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Stationsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	CELESTIAL	T	NONE	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Positionsposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Positionsposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
CARRIER_Q+O+Y	T2_FUTURE_STRONG	PHARMA	T	NONE	NONE	Y	T	NONE	T	Y	Im laufenden Gang stelle den Drogenposten ein; als neuen Einsatz und als Ausführung.	Im laufenden Gang stelle den Drogenposten ein; als neuen Einsatz und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO
