collision_id	register	incoming_action	incoming_argument	outgoing_action	outgoing_argument	baseline_clause_de	colliding_recipes	collision_recipe_count	repaired_clause_count	repair_status
BC166	PHARMA	NONE	Y	NONE	Y	Bezug: den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC167	PHARMA	OK	AIIN	OK	Y	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC168	PHARMA	OK	AIN	OK	Y	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC169	PHARMA	OK	NONE	OK	Y	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC170	PHARMA	OK	OR	OK	Y	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC171	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten als Ansatz an; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC172	PHARMA	P	AIIN	P	Y	Im laufenden Gang setze den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC173	PHARMA	P	AIN	P	Y	Im laufenden Gang setze den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC174	PHARMA	P	NONE	P	Y	Im laufenden Gang setze den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC175	PHARMA	P	OR	P	Y	Im laufenden Gang setze den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC176	PHARMA	P	Y	P	Y	Im laufenden Gang setze den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC177	PHARMA	R	AIIN	R	Y	Im laufenden Gang markiere den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC178	PHARMA	R	AIN	R	Y	Im laufenden Gang markiere den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC179	PHARMA	R	NONE	R	Y	Im laufenden Gang markiere den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC180	PHARMA	R	OR	R	Y	Im laufenden Gang markiere den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC181	PHARMA	R	Y	R	Y	Im laufenden Gang markiere den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC182	PHARMA	S	AIIN	S	Y	Im laufenden Gang wähle den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC183	PHARMA	S	AIN	S	Y	Im laufenden Gang wähle den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC184	PHARMA	S	NONE	S	Y	Im laufenden Gang wähle den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC185	PHARMA	S	OR	S	Y	Im laufenden Gang wähle den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC186	PHARMA	S	Y	S	Y	Im laufenden Gang wähle den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC187	PHARMA	SH	AIIN	SH	Y	Im laufenden Gang halte den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC188	PHARMA	SH	AIN	SH	Y	Im laufenden Gang halte den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC189	PHARMA	SH	NONE	SH	Y	Im laufenden Gang halte den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC190	PHARMA	SH	OR	SH	Y	Im laufenden Gang halte den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC191	PHARMA	SH	Y	SH	Y	Im laufenden Gang halte den Drogenposten; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC192	PHARMA	T	AIIN	T	Y	Im laufenden Gang stelle den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC193	PHARMA	T	AIN	T	Y	Im laufenden Gang stelle den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC194	PHARMA	T	NONE	T	Y	Im laufenden Gang stelle den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC195	PHARMA	T	OR	T	Y	Im laufenden Gang stelle den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC196	PHARMA	T	Y	T	Y	Im laufenden Gang stelle den Drogenposten ein; entlang der Transferbahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC197	SOURCE_SECTION_T	CH	AIIN	CH	Y	Im laufenden Gang entnimm den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC198	SOURCE_SECTION_T	CH	AIN	CH	Y	Im laufenden Gang entnimm den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC199	SOURCE_SECTION_T	CH	NONE	CH	Y	Im laufenden Gang entnimm den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC200	SOURCE_SECTION_T	CH	OR	CH	Y	Im laufenden Gang entnimm den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC201	SOURCE_SECTION_T	CH	Y	CH	Y	Im laufenden Gang entnimm den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC202	SOURCE_SECTION_T	CHD	AIIN	CHD	Y	Im laufenden Gang bearbeite den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC203	SOURCE_SECTION_T	CHD	AIN	CHD	Y	Im laufenden Gang bearbeite den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC204	SOURCE_SECTION_T	CHD	NONE	CHD	Y	Im laufenden Gang bearbeite den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC205	SOURCE_SECTION_T	CHD	OR	CHD	Y	Im laufenden Gang bearbeite den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC206	SOURCE_SECTION_T	CHD	Y	CHD	Y	Im laufenden Gang bearbeite den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC207	SOURCE_SECTION_T	K	AIIN	K	Y	Im laufenden Gang ordne den laufenden Eintrag zu; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC208	SOURCE_SECTION_T	K	AIN	K	Y	Im laufenden Gang ordne den laufenden Eintrag zu; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC209	SOURCE_SECTION_T	K	NONE	K	Y	Im laufenden Gang ordne den laufenden Eintrag zu; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC210	SOURCE_SECTION_T	K	OR	K	Y	Im laufenden Gang ordne den laufenden Eintrag zu; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC211	SOURCE_SECTION_T	K	Y	K	Y	Im laufenden Gang ordne den laufenden Eintrag zu; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC212	SOURCE_SECTION_T	NONE	AIIN	NONE	Y	Bezug: den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC213	SOURCE_SECTION_T	NONE	AIN	NONE	Y	Bezug: den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC214	SOURCE_SECTION_T	NONE	NONE	NONE	Y	Bezug: den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC215	SOURCE_SECTION_T	NONE	Y	NONE	Y	Bezug: den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC216	SOURCE_SECTION_T	OK	AIIN	OK	Y	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC217	SOURCE_SECTION_T	OK	AIN	OK	Y	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC218	SOURCE_SECTION_T	OK	NONE	OK	Y	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC219	SOURCE_SECTION_T	OK	OR	OK	Y	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC220	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC221	SOURCE_SECTION_T	P	AIIN	P	Y	Im laufenden Gang setze den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC222	SOURCE_SECTION_T	P	AIN	P	Y	Im laufenden Gang setze den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC223	SOURCE_SECTION_T	P	NONE	P	Y	Im laufenden Gang setze den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC224	SOURCE_SECTION_T	P	OR	P	Y	Im laufenden Gang setze den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC225	SOURCE_SECTION_T	P	Y	P	Y	Im laufenden Gang setze den laufenden Eintrag ein; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC226	SOURCE_SECTION_T	R	AIIN	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC227	SOURCE_SECTION_T	R	AIN	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC228	SOURCE_SECTION_T	R	NONE	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC229	SOURCE_SECTION_T	R	OR	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC230	SOURCE_SECTION_T	R	Y	R	Y	Im laufenden Gang kennzeichne den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC231	SOURCE_SECTION_T	S	AIIN	S	Y	Im laufenden Gang wähle den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC232	SOURCE_SECTION_T	S	AIN	S	Y	Im laufenden Gang wähle den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC233	SOURCE_SECTION_T	S	NONE	S	Y	Im laufenden Gang wähle den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC234	SOURCE_SECTION_T	S	OR	S	Y	Im laufenden Gang wähle den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC235	SOURCE_SECTION_T	S	Y	S	Y	Im laufenden Gang wähle den laufenden Eintrag; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC236	SOURCE_SECTION_T	SH	AIIN	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC237	SOURCE_SECTION_T	SH	AIN	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC238	SOURCE_SECTION_T	SH	NONE	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC239	SOURCE_SECTION_T	SH	OR	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC240	SOURCE_SECTION_T	SH	Y	SH	Y	Im laufenden Gang halte den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC241	SOURCE_SECTION_T	T	AIIN	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC242	SOURCE_SECTION_T	T	AIN	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC243	SOURCE_SECTION_T	T	NONE	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC244	SOURCE_SECTION_T	T	OR	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
BC245	SOURCE_SECTION_T	T	Y	T	Y	Im laufenden Gang lege den laufenden Eintrag fest; entlang der Lesebahn.	AIR+Y|Y+AIR	2	2	RESOLVED
