statement_id	page	record	card_ordinal_in_statement	surface	forward_component_recipe	generation_layer
B4-S003	f83r	B4	3	otchey	OT+Y	SMALL_CONTEXT_PHRASE
B4-S003	f83r	B4	4	qokeey	OK+EE+Y	SMALL_CONTEXT_PHRASE
B4-S003	f83r	B4	5	qoky	OK+Y	SMALL_CONTEXT_PHRASE
B4-S003	f83r	B4	6	tol	OL	SMALL_CONTEXT_PHRASE
B4-S003	f83r	B4	7	shedy	SHED+DY	SMALL_CONTEXT_PHRASE
B4-S004	f83r	B4	1	qokylddy	OK+Y+LD+DY	PRODUCTIVE_Y_PACKER
B4-S005	f83r	B4	1	dain	AIN	PRODUCTIVE_Y_PACKER
B4-S005	f83r	B4	2	chedy	CHD+Y	PRODUCTIVE_Y_PACKER
B4-S005	f83r	B4	3	qokeedy	OK+EE+DY	PRODUCTIVE_Y_PACKER
B4-S006	f83r	B4	1	shckhedy	SH+CKH+E+DY	PRODUCTIVE_Y_PACKER
B4-S007	f83r	B4	1	shckhedy	SH+CKH+E+DY	PRODUCTIVE_Y_PACKER
B4-S008	f83r	B4	1	saiin	AIIN	PRODUCTIVE_Y_PACKER
B4-S008	f83r	B4	2	cheeky	CHK+EE+Y	PRODUCTIVE_Y_PACKER
B4-S008	f83r	B4	3	sheey	SH+EE+Y	PRODUCTIVE_Y_PACKER
B4-S008	f83r	B4	4	qokedy	OK+E+DY	PRODUCTIVE_Y_PACKER
B4-S009	f83r	B4	1	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B4-S010	f83r	B4	1	oldy	OL+DY	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	1	saiin	AIIN	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	2	cheky	CHK+E+Y	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	3	okeeol	OK+EE+OL	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	4	okain	OK+AIN	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	5	chdy	CHD+Y	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	6	sol	OL	PRODUCTIVE_Y_PACKER
B4-S011	f83r	B4	7	lkedy	L+K+E+DY	PRODUCTIVE_Y_PACKER
B4-S012	f83r	B4	1	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B4-S013	f83r	B4	1	qokol	OK+OL	PRODUCTIVE_Y_PACKER
B4-S013	f83r	B4	2	shedy	SHED+DY	PRODUCTIVE_Y_PACKER
B4-S014	f83r	B4	1	or	OR	SMALL_CONTEXT_PHRASE
B4-S014	f83r	B4	2	chey	Y	SMALL_CONTEXT_PHRASE
B4-S014	f83r	B4	3	qockhey	O+CKH+E+Y	SMALL_CONTEXT_PHRASE
B4-S014	f83r	B4	4	dairydy	AIR+Y+DY	SMALL_CONTEXT_PHRASE
B4-S015	f83r	B4	1	qokain	OK+AIN	PRODUCTIVE_Y_PACKER
B4-S015	f83r	B4	2	shey	SH+EE+Y	PRODUCTIVE_Y_PACKER
B4-S015	f83r	B4	3	kain	K+AIN	PRODUCTIVE_Y_PACKER
B4-S015	f83r	B4	4	chckhal	CH+CKH+AL	PRODUCTIVE_Y_PACKER
B4-S015	f83r	B4	5	solkey	SOLK+E+Y	PRODUCTIVE_Y_PACKER
B4-S015	f83r	B4	6	lchedy	L+CHD+DY	PRODUCTIVE_Y_PACKER
B4-S016	f83r	B4	1	qolkain	OL+K+AIN	SMALL_CONTEXT_PHRASE
B4-S016	f83r	B4	2	dal	AL	SMALL_CONTEXT_PHRASE
B4-S016	f83r	B4	3	skar	K+AR	SMALL_CONTEXT_PHRASE
B4-S016	f83r	B4	4	shedy	SHED+DY	SMALL_CONTEXT_PHRASE
B5-S001	f83r	B5	1	otchdy	OT+CHD+DY	PRODUCTIVE_Y_PACKER
B5-S002	f83r	B5	1	qokchdy	OK+CHD+DY	PRODUCTIVE_Y_PACKER
B5-S003	f83r	B5	1	shedal	SHED+AL	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	2	dal	AL	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	3	cheol	OL	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	4	lol	L+OL	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	5	chdal	CHD+AL	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	6	aiin	AIIN	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	7	sol	OL	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	8	daiiin	DA+IIN	SMALL_CONTEXT_PHRASE
B5-S003	f83r	B5	9	chedy	CHD+Y	SMALL_CONTEXT_PHRASE
B6-S001	f83r	B6	1	solkeey	SOLK+EE+Y	BOUND_EXEMPLAR
B6-S001	f83r	B6	2	qekey	E+K+E+Y	BOUND_EXEMPLAR
B6-S001	f83r	B6	3	raly	R+AL+Y	BOUND_EXEMPLAR
B6-S001	f83r	B6	4	ol	OL	BOUND_EXEMPLAR
B6-S001	f83r	B6	5	daiin	AIIN	BOUND_EXEMPLAR
B6-S001	f83r	B6	6	ol	OL	BOUND_EXEMPLAR
B6-S001	f83r	B6	7	dain	AIN	BOUND_EXEMPLAR
B6-S001	f83r	B6	8	chey	Y	BOUND_EXEMPLAR
B6-S001	f83r	B6	9	ldalor	L+AL+OR	BOUND_EXEMPLAR
