page	locus	section	language	hand	line_mode	token_count	licensed_action_positions	identity_positions	specificity_open_positions	strict_card_debt_positions	critical_positions	major_positions	specificity_points	licensed_operation_signals	licensed_practical_operation_labels	practical_operation_labels	extra_practical_operation_labels	extra_practical_operation_count	anchor_drift_count	class_counts	practical_translation_de
f80v	f80v.35	B	B	2	ACTION_SEQUENCE	12	2	3	10	6	3	7	21	ACT_ADD	zugeben	zugeben	NONE	0	0	A2_IDENTITY_BEARING_ENTITY:2|B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT:2|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:2|C2_STATE_WITHOUT_OBJECT:3|D1_UNRESOLVED_COMPONENT:1|D2_STRUCTURAL_OR_REGISTER_META:1|D3_GENERIC_CARRIER:1	Kaltes Gut; Holzdrogenansatz auf Kühlstufe II; erste erhitzte Drogenfraktion im Ansatz. Hierzu zweimal Drogenstoff zugeben. Danach: Heizgrad II; erhitzter Ansatz in Form III; Grundansatz; Heizgrad II; mittlere Feuchtstufe; fertig aufbereitete Holzdroge.
f83v	f83v.12	B	B	2	MIXED_RECORD	11	1	3	9	4	1	8	19	ACT_MEASURE	abmessen	abmessen|führen	führen	1	0	A1_LICENSED_OPERATION:1|A2_IDENTITY_BEARING_ENTITY:1|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:3|C2_STATE_WITHOUT_OBJECT:4|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D1_UNRESOLVED_COMPONENT:1	Maß III; feuchtes Arzneikompositum auf Anfangsstufe; zweiter Mazerationsansatz. Daraus die erste Holzdrogenfraktion abmessen und bis zur Trocken-Endstufe führen; Rohdroge I; heiße Endstufe abgeschlossen; erste erhitzte Drogenfraktion im Ansatz; Feucht-Endstufe abgeschlossen; Heizgrad II; schließlich Holzrohstoffansatz in Form I.
f85r2	f85r2.5	C	B	2	NOMINAL_REGISTER	3	0	2	2	2	1	1	6	NONE	NONE	NONE	NONE	0	0	A2_IDENTITY_BEARING_ENTITY:1|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:1|D1_UNRESOLVED_COMPONENT:1	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Blüten- oder Frucht-Rohdroge I.
f86v3	f86v3.13	C	B	2	MIXED_RECORD	11	2	1	9	3	2	7	19	ACT_COOL|ACT_DRY|ACT_FINISH|ACT_HEAT|ACT_SET	abkühlen|abschließen|ansetzen|erhitzen|fertigstellen|trocknen	abkühlen|abschließen|ansetzen|erhitzen|fertigstellen|halten|nehmen|trocknen|verbinden	halten|nehmen|verbinden	3	2	A1_LICENSED_OPERATION:2|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:4|C2_STATE_WITHOUT_OBJECT:2|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D1_UNRESOLVED_COMPONENT:1|D2_STRUCTURAL_OR_REGISTER_META:1	Vom vollständig eingeweichten Ansatz eine Portion vollständig eingeweichte Droge nehmen; abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen. Auf Heizstufe II mit drei Teilen der ersten erhitzten Ansatzfraktion und drei Dosen Trockendroge verbinden; hierzu bis zur Mittelstufe trocknen und abschließen, einen gleichen Teil erhitzen und abschließen und das Trockengut auf Heizstufe II halten.
f86v3	f86v3.18	C	B	2	MIXED_RECORD	7	1	3	4	1	1	3	17	ACT_TAKE	nehmen	abschließen|ansetzen|fertigstellen|nehmen	abschließen|ansetzen|fertigstellen	3	0	A1_LICENSED_OPERATION:1|A2_IDENTITY_BEARING_ENTITY:2|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:2|C2_STATE_WITHOUT_OBJECT:1|D3_GENERIC_CARRIER:1	Drei Dosen bis zur Mittelstufe getrocknetes Pulver; abgemessene Trockendroge, fertig. Heiß-trocken auf Anfangsstufe abschließen, fertig getrocknetes Pulver nehmen, mit Feuchtgut ansetzen und den angefeuchteten Ansatz fertigstellen. Zum Schluss ein Maß erhitzter Saatgutzubereitung.
f86v3	f86v3.19	C	B	2	ACTION_SEQUENCE	10	3	1	7	2	3	4	17	ACT_DRY|ACT_FINISH|ACT_HEAT|ACT_TAKE	abschließen|erhitzen|nehmen|trocknen	abschließen|abteilen|erhitzen|nehmen|trocknen	abteilen	1	0	A1_LICENSED_OPERATION:3|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:1|C2_STATE_WITHOUT_OBJECT:3|D2_STRUCTURAL_OR_REGISTER_META:1|D3_GENERIC_CARRIER:2	Eine Dosis bis zur Mittelstufe trocknen und abschließen; kalter Ansatz auf Grad II. Den Holzdrogenansatz mäßig erhitzen, trocknen und abschließen. Ein Maß nehmen und erhitzen; Trockengut heiß-trocken auf Anfangsstufe abschließen, weiteres Trockengut kalt-trocken auf Anfangsstufe abschließen und die erste abgemessene Fraktion in drei Teile fertig abteilen.
f86v5	f86v5.2	T	B	2	ACTION_SEQUENCE	12	2	3	9	4	1	8	28	ACT_COOL|ACT_TAKE	abkühlen|kühlen|nehmen	abkühlen|nehmen	NONE	0	0	A1_LICENSED_OPERATION:1|A2_IDENTITY_BEARING_ENTITY:2|B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT:1|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:6|C2_STATE_WITHOUT_OBJECT:1|D2_STRUCTURAL_OR_REGISTER_META:1	Zweite Fraktion des Drogenholzpostens: abgeschlossene Kaltzubereitung mit leicht angefeuchteter erster heißer Drogenfraktion, einer weiteren ersten heißen Drogenfraktion und Blüten- oder Fruchtstand. Getrockneten Pulverstoff nehmen; Rohdroge I, kalt auf Anfangsstufe, im Grundansatz. Hiervon den Drogenstoff abkühlen, wobei die Befehlsform leserunsicher ist. Zweimal je ein Maß kalten Ansatzes.
f86v5	f86v5.24	T	B	2	MIXED_RECORD	9	1	1	8	3	3	5	13	ACT_HEAT	erhitzen	erhitzen	NONE	0	0	A1_LICENSED_OPERATION:1|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:4|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D1_UNRESOLVED_COMPONENT:1|D2_STRUCTURAL_OR_REGISTER_META:2	Drogenfraktion I im Ansatz · Menge III · hiervon auf Stufe II erhitzen · Rohstoffklasse I im heißen Anfangsansatz · fertiggestellter heiß-trockener Ansatz · trockenes Arzneikompositum, Anfangsstufe · kalt, Grad III, im Zubereitungsrahmen · erste erhitzte Drogenfraktion im Ansatz · kalt, Grad III, im Zubereitungsrahmen.
f86v5	f86v5.4	T	B	2	MIXED_RECORD	11	1	5	7	4	2	5	23	ACT_DRY	trocknen	abmessen|ansetzen|bringen|trocknen|verwenden	abmessen|ansetzen|bringen|verwenden	4	0	A1_LICENSED_OPERATION:1|A2_IDENTITY_BEARING_ENTITY:3|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:2|C2_STATE_WITHOUT_OBJECT:2|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D1_UNRESOLVED_COMPONENT:1|D3_GENERIC_CARRIER:1	Trockne hiervon Samenpulver bis zur Mittelstufe. Heiß ansetzen; das bis zur Schlussstufe eingeweichte Gut zunächst auf Kälte-Anfangsstufe, dann auf Stufe III bringen. Saatgut der Charge II als Trockenpulver mit der fertig abgekühlten Holzdroge verwenden; eine Maßeinheit der ersten erhitzten Holzdrogenfraktion abmessen.
f86v6	f86v6.25	T	B	2	ACTION_SEQUENCE	10	3	2	6	2	1	5	25	ACT_COOL|ACT_FINISH|ACT_HEAT|ACT_MEASURE	abkühlen|abmessen|abschließen|erhitzen|kühlen	abkühlen|abmessen|abschließen|erhitzen|führen|verbinden	führen|verbinden	2	0	A1_LICENSED_OPERATION:3|A2_IDENTITY_BEARING_ENTITY:1|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:4|C2_STATE_WITHOUT_OBJECT:1|D1_UNRESOLVED_COMPONENT:1	Den Ansatz vollständig abkühlen und abschließen. Von der heißen Fraktion I und der ersten erhitzten Holzdrogenfraktion die erste Ansatzfraktion abmessen; hiervon drei Teile erhitzen. Eine Portion vollständig bis zur letzten Heizstufe führen und mit dem fertig getrockneten Blütenansatz verbinden; dazu drei heiße Teile und ein Maß der ersten Drogenfraktion.
f86v6	f86v6.31	T	B	2	MIXED_RECORD	11	1	3	8	4	2	6	23	ACT_COOL|ACT_TAKE	kühlen|nehmen	abmessen|abteilen|erhitzen|kühlen|nehmen|trocknen	abmessen|abteilen|erhitzen|trocknen	4	0	A1_LICENSED_OPERATION:1|A2_IDENTITY_BEARING_ENTITY:2|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:5|C2_STATE_WITHOUT_OBJECT:1|D1_UNRESOLVED_COMPONENT:1|D3_GENERIC_CARRIER:1	Die zweite Fraktion als Trockenpulver abmessen und auf Stufe III erhitzen. Aus dem Holzdrogenansatz die erste erhitzte Fraktion sowie das heiß-trocken aufbereitete Material nehmen. Die erste heiße Fraktion aus Rohdroge I abmessen und den erhitzten Holzdrogenansatz bis zur Mittelstufe trocknen. Aus dem Kaltansatz ein Maß nehmen, erneut kühlen und eine Handvoll Ansatz als Portion abteilen.
f86v6	f86v6.4	T	B	2	QUANTITY_LABEL	13	0	5	9	5	1	8	30	NONE	NONE	NONE	NONE	0	0	A2_IDENTITY_BEARING_ENTITY:4|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:6|C2_STATE_WITHOUT_OBJECT:1|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D1_UNRESOLVED_COMPONENT:1	Abgemessene Blüten- oder Fruchtdroge, feucht auf Anfangsstufe abgeschlossen; Blüten- oder Fruchtstand. Drei Teile Grundansatz; vollständig erhitzter und abgeschlossener Holzdrogenansatz; feuchte abgemessene Rohstoffmenge I auf Anfangsstufe. Eine Portion kalten Ansatzes der Mittelstufe und eine abgemessene Trockenfraktion I auf Anfangsstufe; vollständig getrocknete Charge der ersten heißen Holzfraktion; erste erhitzte Drogenfraktion im Ansatz; ein Maß Rohdroge I.
f86v6	f86v6.5	T	B	2	NOMINAL_REGISTER	12	0	3	10	5	2	8	23	NONE	NONE	NONE	NONE	0	0	A2_IDENTITY_BEARING_ENTITY:2|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:7|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D1_UNRESOLVED_COMPONENT:1|D3_GENERIC_CARRIER:1	Kalte Drogenfraktion I · Holzstoff · Trockengut · erste erhitzte Drogenfraktion im Ansatz · Grad/Maß III · trockene Fraktion I · Drogenportion · kalt-feuchter Ansatz, Mittelstufe · heiße Drogenfraktion I · Trockenpulver-Ansatz, Form I · kalt angesetzte Charge, leicht angewärmt · kalte Drogenfraktion I.
f88r	f88r.19	P	A	1	ACTION_SEQUENCE	8	4	0	7	5	2	5	16	ACT_ADD|ACT_DRY|ACT_FINISH	abschließen|trocknen|zugeben	abschließen|bringen|trocknen|verbinden|zugeben	bringen|verbinden	2	0	A1_LICENSED_OPERATION:1|B1_LICENSED_OPERATION_WITH_GENERIC_OBJECT:3|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:1|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D3_GENERIC_CARRIER:2	Eine Dosis heißen Trockenabsuds bis zur Mittelstufe trocknen und abschließen; auf Grad III bringen. Zweimal heißen Drogenstoff der Mittelstufe zugeben. Danach Drogenstoff aus Arzneikompositum zugeben und mit heißem Ansatzstoff sowie trockenem Drogenstoff verbinden.
f8r	f8r.15	H	A	1	MIXED_RECORD	10	1	0	9	4	2	7	15	ACT_DRY|ACT_FINISH	abschließen|trocknen	abnehmen|abschließen|ansetzen|führen|nachtrocknen|trocknen	abnehmen|ansetzen|führen|nachtrocknen	4	0	A1_LICENSED_OPERATION:1|C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:4|C2_STATE_WITHOUT_OBJECT:2|C3_VALUE_WITHOUT_AXIS_OR_OBJECT:1|D3_GENERIC_CARRIER:2	Eine Dosis Arzneikompositum bis zur Mittelstufe trocknen und abschließen. Das Trockengut bis zur Mittelstufe führen; eine Charge unter Wärme getrockneter Droge leicht nachtrocknen. Drei Teile als Materialmaß abnehmen und die vierte abgemessene, leicht getrocknete Fraktion mit Arzneikompositum auf Anfangsstufe ansetzen.
f95v1	f95v1.7	H	B	3	NOMINAL_REGISTER	11	0	1	11	2	2	9	14	NONE	NONE	NONE	NONE	0	0	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY:5|C2_STATE_WITHOUT_OBJECT:4|D1_UNRESOLVED_COMPONENT:1|D3_GENERIC_CARRIER:1	Eine Dosis bis zur Mittelstufe angefeuchtete Droge; Heizgrad II; heiße Fraktion I und erste erhitzte Fraktion im Ansatz. Trocken auf Anfangsstufe; kalte Fraktion I und erste kalte Fraktion im Ansatz; trocken abgeschlossen; heiß-trocken abgeschlossen. Danach abgemessenes heißes Drogenmaterial auf Stufe II und eine abgeschlossene erste kalte Ansatzfraktion.
