event_card_ordinal	edition_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	state_status	state_marker_sequence	gdt576_source_clause_de	gdt576_source_clause_sha256	retained_action_block_de	target_clause_de	target_clause_sha256	repeat_group_ids	repeat_group_count	repeat_slot_count	modifier_fragment_count	bound_fragment_count	unbound_fragment_count	repeat_particle_count	repeat_particle_profile	inverse_key	guard
37	3037	G407-E3037	G407-S461	f81v	BIOLOGICAL	chetedy	CH+E+T+E+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten und stelle ihn ein; auf Grad I und auf Grad I; an der D-Stelle.	736b898ad890469ead458b42c2fdd195280493a7fecce011576efbda013cd2fe	Entnimm den Stationsposten und stelle ihn ein	Entnimm den Stationsposten und stelle ihn ein; beim Entnehmen: auf Grad I; beim Einstellen: ebenfalls auf Grad I; an der D-Stelle.	2d6a889197aaec10fbb1e63b6a7797996e1984aba984b77bdaa6a1b0060d3580	GDT575-D058	1	2	3	2	1	1	ebenfalls:1	G407-E3037	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
38	3038	G407-E3038	G407-S461	f81v	BIOLOGICAL	lkedey	L+K+E+D_ADDR+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsposten zu; über die sichtbare Verbindung; auf Grad I und auf Grad I; an der D-Stelle.	2123b9acca19ff603f67f58efcba2986211a5f1d97b5c561a6c2797e65230004	Führe den Stationsposten zu	Führe den Stationsposten zu; über die sichtbare Verbindung; beim Zuführen: auf Grad I; an der D-Stelle; beim Zuführen: erneut auf Grad I.	5efb6300a4c16db9a0b554d1c15ddd459160cdf291fb7c1e9f05c6f0ebeeb6fe	GDT575-D059	1	2	4	2	2	1	erneut:1	G407-E3038	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
39	3040	G407-E3040	G407-S462	f81v	BIOLOGICAL	ykeshey	Y+K+E+SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Führe den äußeren Stationsposten und den inneren Stationsposten zu und halte den äußeren Stationsposten und den inneren Stationsposten; auf Grad I und auf Grad I.	f6c5da861a82394024312c6065f359e553bd569c4c853bf2f98e26b85dc7f77b	Führe den äußeren Stationsposten und den inneren Stationsposten zu und halte den äußeren Stationsposten und den inneren Stationsposten	Führe den äußeren Stationsposten und den inneren Stationsposten zu und halte den äußeren Stationsposten und den inneren Stationsposten; beim Zuführen: auf Grad I; beim Halten: ebenfalls auf Grad I.	5da3603046e0fd48c8821c3b5b2bfda57965df8e2319017ebc8efb2684f1fe92	GDT575-D060	1	2	2	2	0	1	ebenfalls:1	G407-E3040	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
40	3041	G407-E3041	G407-S462	f81v	BIOLOGICAL	dchsed	D_ADDR+CH+S+E+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Entnimm denselben Stationsposten und wähle ihn; auf Grad I; an der D-Stelle und an der D-Stelle.	6989c714f7c04868c237508acd91481ff746a9721f11e2045d5f95c9a6ee59a4	Entnimm denselben Stationsposten und wähle ihn	Entnimm denselben Stationsposten und wähle ihn; beim Entnehmen: an der D-Stelle; auf Grad I; beim Wählen: wieder an der D-Stelle.	b993de4bb593df2388b2ea61d14b5c6b35e1969839d22d154f5af8a3a3416e02	GDT575-D061	1	2	3	2	1	1	wieder:1	G407-E3041	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
41	3278	G407-E3278	G407-S513	f82r	BIOLOGICAL	deeedy	D_ADDR+EEE+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Stationsposten im Stationsgang an; auf Grad III; an der D-Stelle und an der D-Stelle.	50afc4e4296ccb03460f44a45545b2096040d3e3c56f314525a1057e7eab3c21	Im laufenden Gang setze den Stationsposten im Stationsgang an	Im laufenden Gang setze den Stationsposten im Stationsgang an; beim fortgeführten Ansetzen: an der D-Stelle; auf Grad III; beim fortgeführten Ansetzen: wieder an der D-Stelle.	cde2c1cc0b0a825a8c558520b6464271e086203469265dfd90a0b4f29c73df16	GDT575-D063	1	2	3	2	1	1	wieder:1	G407-E3278	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
42	3377	G407-E3377	G407-S535	f82r	BIOLOGICAL	qoesedy	CARRIER_Q+O+E+S+E+DY	STATE_CARD	DY	Wähle denselben Stationsposten; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I; schließe den Schritt.	f153e0398fc1bbcd935dfefc45a2ddf997d02cf96e2bf53891c33ee656eae148	Wähle denselben Stationsposten	Wähle denselben Stationsposten; als neuen Einsatz; als Ausführung; beim Wählen: auf Grad I; beim Wählen: erneut auf Grad I; schließe den Schritt.	874d33bdbbe20427763d50f743f41f15b3d9c752c4000d1079c3666911444e47	GDT575-D064	1	2	4	2	2	1	erneut:1	G407-E3377	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
43	3528	G407-E3528	G407-S576	f83r	BIOLOGICAL	checphedy	CH+E+CH+P+E+DY	STATE_CARD	DY	Entnimm dieselbe Stationseinheit und entnimm sie und setze sie ein; auf Grad I und auf Grad I; schließe den Schritt.	5fa0a7be69baa43c5eaa53de2bb98f3902aa715e8e4d265dfef1abdc10ba0977	Entnimm dieselbe Stationseinheit und entnimm sie und setze sie ein	Entnimm dieselbe Stationseinheit und entnimm sie und setze sie ein; beim ersten Entnehmen: auf Grad I; beim Einsetzen: ebenfalls auf Grad I; schließe den Schritt.	18853e0ad3582e48548870ef3743730c90c2e90d26f80842ea3ca100add0867c	GDT575-D065	1	2	2	2	0	1	ebenfalls:1	G407-E3528	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
44	3533	G407-E3533	G407-S579	f83r	BIOLOGICAL	shedkedy	SH+E+K+E+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten und führe ihn zu; auf Grad I und auf Grad I; an der D-Stelle.	723f3ea874ed6a51eed84199b1b03fc9f3ff486f36e322926596abfcfab2b617	Halte den Stationsposten und führe ihn zu	Halte den Stationsposten und führe ihn zu; beim Halten: auf Grad I; beim Zuführen: ebenfalls auf Grad I; an der D-Stelle.	e316e648650a831c8b18146d29158e727578c34555d3db5a13d432c383305142	GDT575-D066	1	2	3	2	1	1	ebenfalls:1	G407-E3533	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
45	3605	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten und führe ihn zu; auf Grad I, als Ausführung und auf Grad I; an der D-Stelle und an der D-Stelle.	8a79edde75770649e29463972f3b16013981f9ee5f8954a666a2e5a4015380f3	Entnimm den Stationsposten und führe ihn zu	Entnimm den Stationsposten und führe ihn zu; beim Entnehmen: an der D-Stelle; beim Entnehmen: auf Grad I; als Ausführung; beim Zuführen: ebenfalls auf Grad I; beim Zuführen: wieder an der D-Stelle.	94fbfe809236038f084aa827119637fe6bb0679b1f2bab3a990d190f3c3ef521	GDT575-D067|GDT575-D068	2	4	5	4	1	2	ebenfalls:1|wieder:1	G407-E3605	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
46	3664	G407-E3664	G407-S616	f83r	BIOLOGICAL	shecthedy	SH+E+CH+T+E+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I und auf Grad I; an der D-Stelle.	8e7fc16582342560c6d8854e034a14c5e95361caca99192bed51030066a03fc9	Halte den Stationsposten, entnimm ihn und stelle ihn ein	Halte den Stationsposten, entnimm ihn und stelle ihn ein; beim Halten: auf Grad I; beim Einstellen: ebenfalls auf Grad I; an der D-Stelle.	e78bbd0512d318d5589ca936af1a0dfda0e9b7e9391b0c19d54e4297376729da	GDT575-D069	1	2	3	2	1	1	ebenfalls:1	G407-E3664	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
47	3781	G407-E3781	G407-S647	f83r	BIOLOGICAL	qekey	E+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationsposten zu; auf Grad I und auf Grad I.	708bd200d091b97051356a76a12b1d6e9e910767747247214dfeeb7198a96118	Führe den Stationsposten zu	Führe den Stationsposten zu; beim Zuführen: auf Grad I; beim Zuführen: erneut auf Grad I.	695155fbc97399645d3f15e9e335dbba312473ced9f1c08711ad169a32e0f6a9	GDT575-D071	1	2	2	2	0	1	erneut:1	G407-E3781	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
48	3870	G407-E3870	G407-S650	f88r	PHARMA	olsheody	O+L+SH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Drogenposten; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung; an der D-Stelle.	bf3fe98e2e8275f6bbfb580bc3f5d3354e025368c49c05e2b021fba4ebb12301	Halte den Drogenposten	Halte den Drogenposten; beim Halten: als Ausführung; über die Gefäßverbindung; auf Grad I; beim Halten: erneut als Ausführung; an der D-Stelle.	36e3f200789d61571bfbfc078e784a635b7b900cf5dc894823a7ff2a940e3e64	GDT575-D073	1	2	5	2	3	1	erneut:1	G407-E3870	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
49	3919	G407-E3919	G407-S652	f88r	PHARMA	cheotey	CH+E+O+T+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Drogenposten und stelle ihn ein; auf Grad I, als Ausführung und auf Grad I.	7e796dbad1cd62e42492bc85b853486abec546b6193ab7386728ac0da2da4692	Nimm den Drogenposten und stelle ihn ein	Nimm den Drogenposten und stelle ihn ein; beim Nehmen: auf Grad I; als Ausführung; beim Einstellen: ebenfalls auf Grad I.	7fc39c55f922cd5c67afabaf8021281e7b798f8e8adfe367768d3770bd97b968	GDT575-D074	1	2	3	2	1	1	ebenfalls:1	G407-E3919	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
50	3928	G407-E3928	G407-S652	f88r	PHARMA	qoekeor	CARRIER_Q+O+E+K+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Gib die Ansatzeinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I.	89ec56f1a6c2cd46b999ccbb10fa2d6e28a36d33ff8b952ec47d4af996de161e	Gib die Ansatzeinheit zu	Gib die Ansatzeinheit zu; als neuen Einsatz; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	cb07eb0195204e0abc5a41db97fce00be795c7ec29b793805426ab65764c4065	GDT575-D075	1	2	4	2	2	1	erneut:1	G407-E3928	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
51	3950	G407-E3950	G407-S654	f88v	PHARMA	qoekeol	O+E+K+E+OL	STATE_CARD	OL	Weiter: gib denselben Drogenposten zu; als Ausführung, auf Grad I und auf Grad I.	0b31ff950cf9c7b284fc3aa1bf83793fef41fcd03008af2b6965c4b8bf85b81a	Weiter: gib denselben Drogenposten zu	Weiter: gib denselben Drogenposten zu; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I.	5f780118932fde2d20c3cda939ffa6f83fc486a27431c4fc9a854de1c08e2994	GDT575-D076	1	2	3	2	1	1	erneut:1	G407-E3950	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
52	3962	G407-E3962	G407-S654	f88v	PHARMA	okearcheol	OK+E+AR+CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Drogenposten als Ansatz an und nimm ihn; vom Ausgangsgefäß und über die Gefäßverbindung; auf Grad I, auf Grad I und als Ausführung.	6240743849682cb1bafde59fd796bde3d5245dac730808ac7c1e68f6e3e83749	Setze denselben Drogenposten als Ansatz an und nimm ihn	Setze denselben Drogenposten als Ansatz an und nimm ihn; beim Ansetzen: auf Grad I; vom Ausgangsgefäß; beim Nehmen: ebenfalls auf Grad I; als Ausführung; über die Gefäßverbindung.	474b1fafb0693462bce4abc1e693967405787ba617dbdfa62b11c68fd6e95176	GDT575-D077	1	2	5	2	3	1	ebenfalls:1	G407-E3962	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
53	4023	G407-E4023	G407-S662	f88v	PHARMA	dairodain	D_ADDR+AIR+O+D_ADDR+AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang gib den Drogenanteil zu; entlang der Transferbahn; als Ausführung; an der D-Stelle und an der D-Stelle.	b801f23a65133a2401ecacb028cec92bf075f8b734ed41c0e3824bc9ee370822	Im laufenden Gang gib den Drogenanteil zu	Im laufenden Gang gib den Drogenanteil zu; beim fortgeführten Zugeben: an der D-Stelle; entlang der Transferbahn; als Ausführung; beim fortgeführten Zugeben: wieder an der D-Stelle.	5ed86476f73875af1f4d671f213e3d426d3e80a7c2a18ea59a7e5b80ce74c17c	GDT575-D078	1	2	4	2	2	1	wieder:1	G407-E4023	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
54	4353	G407-E4353	G407-S685	f89r	PHARMA	doigom	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm denselben Drogenposten; als Ausführung und als Ausführung; an der D-Stelle, mit der i-Variante, beim G-Vermerk und bei der m-Ortsmarke.	328f7e037c76dcc5db57791db5c72780a43cce8c5b58185eaf98d3ce7c4156c6	Im laufenden Gang nimm denselben Drogenposten	Im laufenden Gang nimm denselben Drogenposten; an der D-Stelle; beim fortgeführten Nehmen: als Ausführung; mit der i-Variante; beim G-Vermerk; beim fortgeführten Nehmen: erneut als Ausführung; bei der m-Ortsmarke.	74ae261caa47dd55953335c038ef7947b54ecfdcd6ac6e78812080dcf99bb3c2	GDT575-D083	1	2	6	2	4	1	erneut:1	G407-E4353	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
55	4380	G407-E4380	G407-S685	f89r	PHARMA	ocheol	O+CH+E+O+L	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Mengenwert; über die Gefäßverbindung; als Ausführung, auf Grad I und als Ausführung.	c553a5b7ea772778c9d5c453c724205f40e229ea72148c02687f27ad28afd7d5	Nimm denselben Mengenwert	Nimm denselben Mengenwert; beim Nehmen: als Ausführung; auf Grad I; beim Nehmen: erneut als Ausführung; über die Gefäßverbindung.	2b02a92f0d08cc56e7959f207b63fb627629f839073d0e7aff358476422cadc5	GDT575-D086	1	2	4	2	2	1	erneut:1	G407-E4380	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
56	4493	G407-E4493	G407-S698	f95v	HERBAL	shekshey	SH+E+K+SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Pflanzenposten, gib ihn zu und halte ihn; auf Grad I und auf Grad I.	c07ac7d51eda9cc770e1869373a7654e23ab0c128cac505c1edb7f7fb81cc2f1	Halte den Pflanzenposten, gib ihn zu und halte ihn	Halte den Pflanzenposten, gib ihn zu und halte ihn; beim ersten Halten: auf Grad I; beim zweiten Halten: ebenfalls auf Grad I.	a18c6304171bcaa591f270e604da2d48efec5b9722e53dff260677e36e3b4225	GDT575-D088	1	2	2	2	0	1	ebenfalls:1	G407-E4493	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
57	4815	G515-E0239	G515-S023	f31r	HERBAL	qoekedy	CARRIER_Q+O+E+K+E+DY	STATE_CARD	DY	Gib dieselbe Arbeitseinheit zu; als neuen Einsatz, als Ausführung, auf Grad I und auf Grad I; schließe den Schritt.	3fc1d38bd7c1d727b7e54eca251454c72e167b8e7ea1ae97e2a5256f72b742a6	Gib dieselbe Arbeitseinheit zu	Gib dieselbe Arbeitseinheit zu; als neuen Einsatz; als Ausführung; beim Zugeben: auf Grad I; beim Zugeben: erneut auf Grad I; schließe den Schritt.	d7d05d8e35b31ca4b91cecb9bf9ea3f2610f6de421e977b1d17b19fb16e95191	GDT575-D091	1	2	4	2	2	1	erneut:1	G515-E0239	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
58	5055	G515-E0525	G515-S067	f66r	SOURCE_SECTION_T	oteochey	OT+E+O+CH+E+Y	STATE_CARD	OT	Danach: entnimm den laufenden Eintrag; auf Grad I, als Ausführung und auf Grad I.	c4e33d2d0c946dbf5e1e5ebc60da67b43dc8e803d6ab46d4505821a4b9b04ec3	Danach: entnimm den laufenden Eintrag	Danach: entnimm den laufenden Eintrag; beim Entnehmen: auf Grad I; als Ausführung; beim Entnehmen: erneut auf Grad I.	408daaad858a2ee1cb068f109656505b10e0bda8fbf513904686dcf10741afa0	GDT575-D096	1	2	3	2	1	1	erneut:1	G515-E0525	EXPLICIT_EVENT_CARD__NEVER_LOOK_UP_BY_SOURCE_TEXT
