anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
266	266	232	G407-E1033	G407-S052	f68r1	CELESTIAL	STATE_CARD	opcheeol	O+P+CH+EE+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	53	78	53	56	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
267	267	233	G407-E1035	G407-S052	f68r1	CELESTIAL	NONSTATE_CARD	choctheeey	CH+O+CH+T+EEE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	3	1	35	54	35	38	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
268	268	233	G407-E1035	G407-S052	f68r1	CELESTIAL	NONSTATE_CARD	choctheeey	CH+O+CH+T+EEE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	3	3	1	70	89	54	57	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
269	269	234	G407-E1036	G407-S052	f68r1	CELESTIAL	NONSTATE_CARD	okchoal	OK+CH+O+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	41	66	41	44	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
270	270	235	G407-E1037	G407-S052	f68r1	CELESTIAL	NONSTATE_CARD	tochso	T+O+CH+S+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	3	1	43	68	43	46	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
271	271	235	G407-E1037	G407-S052	f68r1	CELESTIAL	NONSTATE_CARD	tochso	T+O+CH+S+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	3	3	1	83	108	61	64	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
272	272	236	G407-E1041	G407-S053	f68r1	CELESTIAL	NONSTATE_CARD	cheeteey	CH+EE+T+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	40	59	40	43	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
273	273	237	G407-E1043	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	chpor	CH+P+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P12	2	2	1	40	60	40	43	die Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
274	274	238	G407-E1044	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	cheokorchey	CH+E+O+K+OR+CH+E+Y	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P12	2	3	1	61	81	61	64	die Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
275	276	239	G407-E1044	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	cheokorchey	CH+E+O+K+OR+CH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	3	1	86	105	69	72	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
276	275	238	G407-E1044	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	cheokorchey	CH+E+O+K+OR+CH+E+Y	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P12	3	3	1	118	138	85	88	die Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
277	277	239	G407-E1044	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	cheokorchey	CH+E+O+K+OR+CH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	3	3	1	143	162	93	96	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
278	278	240	G407-E1052	G407-S054	f68r1	CELESTIAL	NONSTATE_CARD	eckhear	E+CH+K+E+AR	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P12	2	2	1	45	70	45	48	dieselbe Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
279	279	241	G407-E1058	G407-S054	f68r1	CELESTIAL	STATE_CARD	chkchykoly	CH+K+CH+Y+K+OL+Y	Y|Y	PAIRED_ARGUMENT	PAIRED	GDT573-P21	2	4	1	54	80	54	57	die beiden Positionsposten	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
280	280	241	G407-E1058	G407-S054	f68r1	CELESTIAL	STATE_CARD	chkchykoly	CH+K+CH+Y+K+OL+Y	Y|Y	PAIRED_ARGUMENT	PAIRED	GDT573-P21	3	4	1	93	119	70	73	die beiden Positionsposten	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
281	281	241	G407-E1058	G407-S054	f68r1	CELESTIAL	STATE_CARD	chkchykoly	CH+K+CH+Y+K+OL+Y	Y|Y	PAIRED_ARGUMENT	PAIRED	GDT573-P21	4	4	1	134	160	88	91	die beiden Positionsposten	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
282	282	242	G407-E1082	G407-S056	f71v	CELESTIAL	NONSTATE_CARD	chpchy	CH+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	3	1	36	55	36	39	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
283	283	242	G407-E1082	G407-S056	f71v	CELESTIAL	NONSTATE_CARD	chpchy	CH+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	3	3	1	69	88	53	56	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
284	284	243	G407-E1094	G407-S056	f71v	CELESTIAL	NONSTATE_CARD	cheols	CH+E+O+L+S	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P12	2	2	1	45	70	45	48	dieselbe Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
285	285	244	G407-E1095	G407-S056	f71v	CELESTIAL	NONSTATE_CARD	okaikaly	OK+A_ADDR+IIN+K+AL+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	36	55	36	39	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
286	286	245	G407-E1099	G407-S057	f71v	CELESTIAL	NONSTATE_CARD	sheky	SH+E+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	36	55	36	39	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
287	287	246	G407-E1109	G407-S057	f71v	CELESTIAL	STATE_CARD	otchr	OT+CH+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	56	81	56	59	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
288	288	247	G407-E1110	G407-S057	f71v	CELESTIAL	NONSTATE_CARD	chtos	CH+T+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	3	1	43	68	43	46	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
289	289	247	G407-E1110	G407-S057	f71v	CELESTIAL	NONSTATE_CARD	chtos	CH+T+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	3	3	1	83	108	61	64	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
290	290	248	G407-E1111	G407-S057	f71v	CELESTIAL	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	48	73	48	51	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
291	291	249	G407-E1112	G407-S057	f71v	CELESTIAL	STATE_CARD	shepchol	SH+E+P+CH+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	3	1	50	75	50	53	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
292	292	249	G407-E1112	G407-S057	f71v	CELESTIAL	STATE_CARD	shepchol	SH+E+P+CH+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	3	3	1	89	114	67	70	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
293	293	250	G407-E1115	G407-S057	f71v	CELESTIAL	NONSTATE_CARD	shopcho	SH+O+P+CH+O	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P12	2	3	1	39	64	39	42	dieselbe Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
294	294	250	G407-E1115	G407-S057	f71v	CELESTIAL	NONSTATE_CARD	shopcho	SH+O+P+CH+O	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P12	3	3	1	78	103	56	59	dieselbe Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
295	295	251	G407-E1127	G407-S059	f71v	CELESTIAL	NONSTATE_CARD	okeosar	OK+E+O+S+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	42	67	42	45	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
296	296	252	G407-E1129	G407-S059	f71v	CELESTIAL	NONSTATE_CARD	chkeeal	CH+K+EE+AL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	43	66	43	46	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
297	297	253	G407-E1131	G407-S059	f71v	CELESTIAL	NONSTATE_CARD	cheekaiin	CH+K+EE+K+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P10	2	3	1	34	51	34	37	den Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
298	298	253	G407-E1131	G407-S059	f71v	CELESTIAL	NONSTATE_CARD	cheekaiin	CH+K+EE+K+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P10	3	3	1	65	82	51	54	den Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
299	299	254	G407-E1133	G407-S059	f71v	CELESTIAL	NONSTATE_CARD	okchor	OK+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P12	2	2	1	36	56	36	39	die Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
300	300	255	G407-E1138	G407-S060	f72r	CELESTIAL	NONSTATE_CARD	cthey	CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	40	59	40	43	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
301	301	256	G407-E1149	G407-S062	f72r	CELESTIAL	NONSTATE_CARD	cheoky	CH+E+O+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	39	58	39	42	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
302	302	257	G407-E1150	G407-S062	f72r	CELESTIAL	NONSTATE_CARD	okaiir	OK+IIN+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	45	70	45	48	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
303	303	258	G407-E1152	G407-S063	f72r	CELESTIAL	STATE_CARD	sheoltey	SH+E+OL+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	45	64	45	48	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
304	304	259	G407-E1153	G407-S063	f72r	CELESTIAL	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	48	73	48	51	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
305	305	260	G407-E1158	G407-S063	f72r	CELESTIAL	NONSTATE_CARD	okalshey	S+A_ADDR+L+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	36	55	36	39	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
306	306	261	G407-E1161	G407-S063	f72r	CELESTIAL	STATE_CARD	chekeol	CH+K+E+OL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	51	74	51	54	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
307	307	262	G407-E1182	G407-S064	f72r	CELESTIAL	NONSTATE_CARD	shetey	SH+E+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	37	56	37	40	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
308	308	263	G407-E1188	G407-S064	f72r	CELESTIAL	NONSTATE_CARD	chetey	CH+E+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	40	59	40	43	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
309	309	264	G407-E1200	G407-S065	f72r	CELESTIAL	NONSTATE_CARD	cheky	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	39	58	39	42	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
310	310	265	G407-E1208	G407-S066	f72r	CELESTIAL	NONSTATE_CARD	okees	OK+EE+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	42	67	42	45	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
311	311	266	G407-E1217	G407-S066	f72r	CELESTIAL	NONSTATE_CARD	atchor	A_ADDR+T+CH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P12	2	2	1	41	61	41	44	die Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
312	312	267	G407-E1218	G407-S066	f72r	CELESTIAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	39	58	39	42	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
313	313	268	G407-E1232	G407-S067	f72r	CELESTIAL	NONSTATE_CARD	okalchal	OK+CH+AL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	39	62	39	42	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
314	314	269	G407-E1244	G407-S067	f72r	CELESTIAL	NONSTATE_CARD	ckhal	CH+K+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	45	70	45	48	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
315	315	270	G407-E1245	G407-S067	f72r	CELESTIAL	NONSTATE_CARD	chekaiin	CH+K+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P10	2	2	1	37	54	37	40	den Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
316	316	271	G407-E1254	G407-S067	f72r	CELESTIAL	NONSTATE_CARD	chekaiin	CH+K+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P10	2	2	1	37	54	37	40	den Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
317	317	272	G407-E1270	G407-S068	f72r	CELESTIAL	NONSTATE_CARD	shokal	SH+OK+AL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	40	63	40	43	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
318	318	273	G407-E1283	G407-S070	f72r	CELESTIAL	NONSTATE_CARD	chas	CH+A_ADDR+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	45	70	45	48	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
319	319	274	G407-E1291	G407-S071	f72r	CELESTIAL	NONSTATE_CARD	chs	CH+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	43	66	43	46	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
320	320	275	G407-E1292	G407-S071	f72r	CELESTIAL	NONSTATE_CARD	chchs	CH+CH+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	3	1	39	62	39	42	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
321	321	275	G407-E1292	G407-S071	f72r	CELESTIAL	NONSTATE_CARD	chchs	CH+CH+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	3	3	1	77	100	57	60	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
322	322	276	G407-E1302	G407-S072	f72r	CELESTIAL	NONSTATE_CARD	chekoy	CH+K+O+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	2	1	39	58	39	42	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
323	323	277	G407-E1308	G407-S072	f72r	CELESTIAL	NONSTATE_CARD	chocthar	CH+O+CH+T+AR	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P12	2	3	1	41	66	41	44	dieselbe Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
324	324	277	G407-E1308	G407-S072	f72r	CELESTIAL	NONSTATE_CARD	chocthar	CH+O+CH+T+AR	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P12	3	3	1	82	107	60	63	dieselbe Positionseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
325	325	278	G407-E1319	G407-S073	f72r	CELESTIAL	NONSTATE_CARD	okeos	OK+E+O+S	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	40	63	40	43	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
326	326	279	G407-E1328	G407-S073	f72r	CELESTIAL	NONSTATE_CARD	chekackhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	3	1	35	54	35	38	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
327	327	279	G407-E1328	G407-S073	f72r	CELESTIAL	NONSTATE_CARD	chekackhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	3	3	1	69	88	53	56	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
328	328	280	G407-E1329	G407-S073	f72r	CELESTIAL	NONSTATE_CARD	chokees	OK+EE+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	42	67	42	45	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
329	329	281	G407-E1331	G407-S074	f72r	CELESTIAL	NONSTATE_CARD	chekar	CH+K+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	45	70	45	48	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
330	330	282	G407-E1334	G407-S074	f72r	CELESTIAL	NONSTATE_CARD	ches	CH+E+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	45	70	45	48	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
331	331	283	G407-E1339	G407-S074	f72r	CELESTIAL	NONSTATE_CARD	ches	CH+E+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	45	70	45	48	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
332	332	284	G407-E1342	G407-S074	f72r	CELESTIAL	NONSTATE_CARD	shocthy	SH+O+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	3	1	32	51	32	35	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
333	333	284	G407-E1342	G407-S074	f72r	CELESTIAL	NONSTATE_CARD	shocthy	SH+O+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	3	3	1	67	86	51	54	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
334	334	285	G407-E1372	G407-S077	f72r	CELESTIAL	NONSTATE_CARD	chteos	CH+T+E+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	3	1	43	68	43	46	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
335	335	285	G407-E1372	G407-S077	f72r	CELESTIAL	NONSTATE_CARD	chteos	CH+T+E+O+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	3	3	1	83	108	61	64	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
336	336	286	G407-E1383	G407-S077	f72r	CELESTIAL	NONSTATE_CARD	cheor	CH+E+O+R	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	48	73	48	51	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
337	337	287	G407-E1393	G407-S079	f72r	CELESTIAL	NONSTATE_CARD	shees	SH+EE+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	42	67	42	45	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
338	338	288	G407-E1394	G407-S079	f72r	CELESTIAL	STATE_CARD	opcholalaiin	O+P+CH+OL+AL+AIIN	AIIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P10	2	2	1	45	62	45	48	den Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
339	339	289	G407-E1398	G407-S079	f72r	CELESTIAL	NONSTATE_CARD	okaipchy	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	2	3	1	33	52	33	36	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
340	340	289	G407-E1398	G407-S079	f72r	CELESTIAL	NONSTATE_CARD	okaipchy	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P09	3	3	1	66	85	50	53	den Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
341	341	290	G407-E1411	G407-S079	f72r	CELESTIAL	NONSTATE_CARD	shes	SH+E+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	42	67	42	45	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
342	342	291	G407-E1415	G407-S080	f72r	CELESTIAL	STATE_CARD	ckhol	CH+K+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P09	2	2	1	53	78	53	56	denselben Positionsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
343	343	292	G407-E1420	G407-S081	f72r	CELESTIAL	STATE_CARD	octheolarl	O+CH+T+E+OL+AR+L	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P10	2	2	1	52	75	52	55	denselben Positionswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
