event_serial	statement_id	record_unit_id	page	local_address	visible_identity	short_form_reading	statement_translation_de	line_crossing_statement
90	H5-S003	H5	f56r	H5-S003	qokokchy	Führe es mit diesem laufenden Posten aus: erneut ansetzen.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Halte den übrigen Pflanzenstoff zurück und beginne damit eine zweite Zubereitung.	NO
91	H5-S004	H5	f56r	H5-S004	okchy	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.	NO
92	H5-S004	H5	f56r	H5-S004	chokcheo	Führe es aus dem Vorrat oder am Ansatz aus: Auszug zugeben.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.	NO
93	H5-S004	H5	f56r	H5-S004	kchal	Führe es an der bezeichneten Stelle aus: an der Zielstelle bearbeiten.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Auszugsflüssigkeit zu, führe den Ansatz durch Tuch und trenne den Auszug ab.	NO
94	H5-S005	H5	f56r	H5-S005	sho	Setze die gelernte Fachkarte: Zutat.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	NO
95	H5-S005	H5	f56r	H5-S005	chokchy	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	NO
96	H5-S005	H5	f56r	H5-S005	kchoar	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug daraus.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	NO
97	H5-S005	H5	f56r	H5-S005	sotodan	Danach oder in demselben Gang: danach anwenden.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Gib Bindestoff zum abgetrennten Pflanzenstoff und führe ihn bis zur gebundenen Stufe weiter.	NO
98	H5-S006	H5	f56r	H5-S006	otchey	Danach oder in demselben Gang: nächster Teilposten.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	NO
99	H5-S006	H5	f56r	H5-S006	keol	Danach oder in demselben Gang: kurz weiterbearbeiten.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	NO
100	H5-S006	H5	f56r	H5-S006	daiin	Setze Maß, Portion oder Stufe: Sollmaß.	Bei der Bildpflanze, dem frischen Kraut und den zwei getrennten Zubereitungen: Bemiss eine örtliche Portion des zweiten Auszugs und gebrauche sie als dosiertes Mittel.	NO
101	B1-S001	B1	f81v	B1-S001	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	NO
102	B1-S002	B1	f81v	B1-S002	okaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
103	B1-S002	B1	f81v	B1-S002	kair	Nenne Quelle, Lauf, Auszug oder Ansatz: Beckenwasser.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
104	B1-S002	B1	f81v	B1-S002	okal	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
105	B1-S002	B1	f81v	B1-S002	sar	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
106	B1-S002	B1	f81v	B1-S002	ol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
107	B1-S002	B1	f81v	B1-S002	kain	Setze Maß, Portion oder Stufe: eine Portion.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
108	B1-S002	B1	f81v	B1-S002	olkain	Danach oder in demselben Gang: weitere Portion.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
109	B1-S002	B1	f81v	B1-S002	al	Setze die bezeichnete Zielstelle: dorthin.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
110	B1-S002	B1	f81v	B1-S002	ol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
111	B1-S002	B1	f81v	B1-S002	rol	Danach oder in demselben Gang: vom vorigen Gang weiterführen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
112	B1-S002	B1	f81v	B1-S002	dl	Setze die gelernte Fachkarte: Zusatz.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
113	B1-S002	B1	f81v	B1-S002	olor	Danach oder in demselben Gang: Fortsetzungsansatz.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
114	B1-S002	B1	f81v	B1-S002	ol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
115	B1-S002	B1	f81v	B1-S002	sheckhal	Führe aus und beachte Dauer oder Endpunkt: kurz zur Zielstelle durchleiten.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
116	B1-S002	B1	f81v	B1-S002	daiin	Setze Maß, Portion oder Stufe: Sollmaß.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
117	B1-S002	B1	f81v	B1-S002	qokeedal	Führe aus und beachte Dauer oder Endpunkt: dort länger halten.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
118	B1-S002	B1	f81v	B1-S002	daiin	Setze Maß, Portion oder Stufe: Sollmaß.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
119	B1-S002	B1	f81v	B1-S002	chckhy	Führe es mit diesem laufenden Posten aus: durchleiten.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
120	B1-S002	B1	f81v	B1-S002	schedy	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Sollmaß ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, führe den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmaß ein, halte dort länger, leite durch, setze um und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
121	B1-S003	B1	f81v	B1-S003	qol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
122	B1-S003	B1	f81v	B1-S003	sshkchdy	Führe die Handlung aus; schließe nur bei Endkarte: im Arbeitsgang schwenken; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Führe weiter, schwenke den Posten und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
123	B1-S004	B1	f81v	B1-S004	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	NO
124	B1-S004	B1	f81v	B1-S004	ol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	NO
125	B1-S004	B1	f81v	B1-S004	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, lass absetzen und schließe	NO
126	B1-S005	B1	f81v	B1-S005	qolchedy	Danach oder in demselben Gang: weiterüberführen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten weiter und schließe	NO
127	B1-S006	B1	f81v	B1-S006	qokain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	NO
128	B1-S006	B1	f81v	B1-S006	shckhy	Führe es mit diesem laufenden Posten aus: durchleiten.	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	NO
129	B1-S006	B1	f81v	B1-S006	dl	Setze die gelernte Fachkarte: Zusatz.	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	NO
130	B1-S006	B1	f81v	B1-S006	ral	Setze die bezeichnete Zielstelle: zur Zielstelle.	Im gemeinsamen zweireihigen Figurenbecken: Gib eine Portion und den Zusatz zu, leite durch, führe zur Zielstelle und übergib an den folgenden Umsetzschritt.	NO
131	B1-S007	B1	f81v	B1-S007	qokchdy	Führe die Handlung aus; schließe nur bei Endkarte: Umsetzung ansetzen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Setze die abgekühlte Badmischung um und schließe	NO
132	B1-S008	B1	f81v	B1-S008	chey	Nimm diesen Posten wieder auf: dieser Posten.	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO
133	B1-S008	B1	f81v	B1-S008	ol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO
134	B1-S008	B1	f81v	B1-S008	cheky	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO
135	B1-S008	B1	f81v	B1-S008	ol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO
136	B1-S008	B1	f81v	B1-S008	shedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO
137	B1-S009	B1	f81v	B1-S009	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	NO
138	B1-S010	B1	f81v	B1-S010	qokedy	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Setze kurz an und schließe	NO
139	B1-S011	B1	f81v	B1-S011	chckhy	Führe es mit diesem laufenden Posten aus: durchleiten.	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an	NO
140	B1-S011	B1	f81v	B1-S011	qoky	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	Im gemeinsamen zweireihigen Figurenbecken: Leite durch und setze den Posten an	NO
141	B1-S012	B1	f81v	B1-S012	lsho	Setze die gelernte Fachkarte: Waschgang beginnen.	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	NO
142	B1-S012	B1	f81v	B1-S012	qokey	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	NO
143	B1-S012	B1	f81v	B1-S012	lshedy	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	NO
144	B1-S013	B1	f81v	B1-S013	lshedy	Führe die Handlung aus; schließe nur bei Endkarte: waschen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Wasche und schließe	NO
145	B1-S014	B1	f81v	B1-S014	chedy	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	NO
146	B1-S014	B1	f81v	B1-S014	qolky	Danach oder in demselben Gang: auf dem Arbeitsweg weiterleiten.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	NO
147	B1-S014	B1	f81v	B1-S014	lchedal	Setze die gelernte Fachkarte: zur Ablaufstelle führen.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	NO
148	B1-S014	B1	f81v	B1-S014	qol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	NO
149	B1-S014	B1	f81v	B1-S014	otar	Danach oder in demselben Gang: danach von dort.	Im gemeinsamen zweireihigen Figurenbecken: Setze um, führe weiter, leite am Auslass ab und führe danach von dort weiter.	NO
150	B1-S015	B1	f81v	B1-S015	ytey	Setze Maß, Portion oder Stufe: kurzen Teil des aktuellen Postens nehmen.	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	NO
151	B1-S015	B1	f81v	B1-S015	okchedy	Führe die Handlung aus; schließe nur bei Endkarte: angesetzten Inhalt überführen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	NO
152	B1-S016	B1	f81v	B1-S016	qokal	Führe es an der bezeichneten Stelle aus: dort ansetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	NO
153	B1-S016	B1	f81v	B1-S016	okeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	NO
154	B1-S016	B1	f81v	B1-S016	qol	Danach oder in demselben Gang: fortsetzen.	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	NO
155	B1-S016	B1	f81v	B1-S016	cheedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Setze dort länger an, führe weiter, lass absetzen und schließe	NO
156	B1-S017	B1	f81v	B1-S017	sal	Setze die bezeichnete Zielstelle: dorthin.	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.	NO
157	B1-S017	B1	f81v	B1-S017	teol	Danach oder in demselben Gang: kurz weiterleiten.	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.	NO
158	B1-S017	B1	f81v	B1-S017	dchdy	Führe die Handlung aus; schließe nur bei Endkarte: weitergeführten Posten überführen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Führe dorthin, führe kurz weiter, setze um und schließe.	NO
159	B1-S018	B1	f81v	B1-S018	ly	Setze die gelernte Fachkarte: aktuellen Posten abführen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
160	B1-S018	B1	f81v	B1-S018	dsheol	Danach oder in demselben Gang: kurz weiter ruhen lassen.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
161	B1-S018	B1	f81v	B1-S018	oiiin	Setze Maß, Portion oder Stufe: Sollstufe.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
162	B1-S018	B1	f81v	B1-S018	olkeedy	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Stelle das Gefäß bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle länger und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
163	B1-S019	B1	f81v	B1-S019	tedy	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Lass absetzen und schließe	NO
164	B1-S020	B1	f81v	B1-S020	cheky	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe	NO
165	B1-S020	B1	f81v	B1-S020	shckhedy	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	Im gemeinsamen zweireihigen Figurenbecken: Wärme kurz, seih und schließe	NO
166	B1-S021	B1	f81v	B1-S021	chal	Setze die bezeichnete Zielstelle: dorthin.	Im gemeinsamen zweireihigen Figurenbecken: Führe den Posten dorthin	NO
167	B2-S001	B2	f82r	B2-S001	dchedy	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Setze um und schließe	NO
168	B2-S002	B2	f82r	B2-S002	qolchedy	Danach oder in demselben Gang: weiterüberführen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Führe weiter und schließe	NO
169	B2-S003	B2	f82r	B2-S003	qokain	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	NO
170	B2-S003	B2	f82r	B2-S003	dy	Nimm diesen Posten wieder auf: dieser Posten.	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	NO
171	B2-S003	B2	f82r	B2-S003	qokeedy	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	NO
172	B2-S004	B2	f82r	B2-S004	qokal	Führe es an der bezeichneten Stelle aus: dort ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
173	B2-S004	B2	f82r	B2-S004	lcheckhy	Setze die gelernte Fachkarte: Ausgangsdurchlass.	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
174	B2-S004	B2	f82r	B2-S004	lched	Setze die gelernte Fachkarte: abführen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
175	B2-S004	B2	f82r	B2-S004	qokeey	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
176	B2-S004	B2	f82r	B2-S004	lcheckhedy	Setze die gelernte Fachkarte: abseihen; Schluss.	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	YES__CONTINUE_ACROSS_PHYSICAL_LINE
177	B2-S005	B2	f82r	B2-S005	qokaly	Führe es an der bezeichneten Stelle aus: dies dort ansetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
178	B2-S005	B2	f82r	B2-S005	solkaiin	Führe es in der angegebenen Portion oder Stufe aus: bis Sollmass sammeln.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
179	B2-S005	B2	f82r	B2-S005	chckhy	Führe es mit diesem laufenden Posten aus: durchleiten.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
180	B2-S005	B2	f82r	B2-S005	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
181	B2-S005	B2	f82r	B2-S005	qokaiin	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
182	B2-S005	B2	f82r	B2-S005	octheol	Danach oder in demselben Gang: bereitgestellten Gang fortsetzen.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
183	B2-S005	B2	f82r	B2-S005	chkeey	Führe aus und beachte Dauer oder Endpunkt: diesen Posten länger warm halten.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
184	B2-S005	B2	f82r	B2-S005	ldy	Setze die gelernte Fachkarte: abziehen; Ende.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	YES__CONTINUE_ACROSS_PHYSICAL_LINE
185	B2-S006	B2	f82r	B2-S006	oteey	Danach oder in demselben Gang: langer Folgeposten.	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	NO
