burst_id	burst_position	event_id	stream_ordinal	statement_id	physical_page	owner_de	source_recipe	replacement_recipe	neighbor_id	mutation_family	neutral_selection_class	schedule_rule
G455-B0119	1	G407-E1731	1731	P1009-S133	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	S	CH	G447-N21897	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0119	2	G407-E1732	1732	P1009-S133	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OL+K+E+DY	OL+E+DY	G447-N17908	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0120	1	G407-E1739	1739	P1009-S134	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+AIN	AIN	G447-N09605	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0120	2	G407-E1740	1740	P1009-S134	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OL+T+E+DY	OL+E+DY	G447-N18444	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0121	1	G407-E1745	1745	P1009-S135	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	D_ADDR+AR	AR	G447-N07992	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0121	2	G407-E1746	1746	P1009-S135	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0122	1	G407-E1747	1747	P1009-S136	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+AIN	AIN	G447-N14854	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0122	2	G407-E1748	1748	P1009-S136	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OL+DY	DY	G447-N17679	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0123	1	G407-E1749	1749	P1009-S137	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OL	OT	G447-N17443	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0123	2	G407-E1750	1750	P1009-S137	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+EE+DY	EE+DY	G447-N10340	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0124	1	G407-E1754	1754	P1009-S139	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+AR	AR	G447-N18790	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0124	2	G407-E1755	1755	P1009-S139	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	D_ADDR+AR+D_ADDR+AR+DY	AR+D_ADDR+AR+DY	G447-N08039	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0125	1	G407-E1758	1758	P1009-S141	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+EE+T+Y	EE+T+Y	G447-N26015	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0125	2	G407-E1759	1759	P1009-S141	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0126	1	G407-E1762	1762	P1009-S144	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	L+OL	L	G447-N12220	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0126	2	G407-E1763	1763	P1009-S144	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0127	1	G407-E1773	1773	P1009-S154	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+E+Y	E+Y	G447-N19367	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0127	2	G407-E1774	1774	P1009-S154	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+OL+DY	OL+DY	G447-N10899	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0128	1	G407-E1775	1775	P1009-S155	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	D_ADDR+AR	AR	G447-N07992	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0128	2	G407-E1776	1776	P1009-S155	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0129	1	G407-E1777	1777	P1009-S156	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+AIN	AIN	G447-N14854	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0129	2	G407-E1778	1778	P1009-S156	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0130	1	G407-E1779	1779	P1009-S157	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	AL	AIR	G447-N00244	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0130	2	G407-E1780	1780	P1009-S157	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+EE+DY	EE+DY	G447-N10340	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0131	1	G407-E1786	1786	P1009-S162	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0131	2	G407-E1787	1787	P1009-S162	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	K+EE+DY	EE+DY	G447-N10340	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0132	1	G407-E1788	1788	P1009-S163	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0132	2	G407-E1789	1789	P1009-S163	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0133	1	G407-E1792	1792	P1009-S166	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+EE+Y	EE+Y	G447-N19508	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0133	2	G407-E1793	1793	P1009-S166	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0134	1	G407-E1794	1794	P1009-S167	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	D_ADDR+OR	D_ADDR	G447-N08893	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0134	2	G407-E1795	1795	P1009-S167	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	Y+SH+E+DY	Y+E+DY	G447-N30054	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0135	1	G407-E1796	1796	P1009-S168	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+K+AR	CH+CHD+AR	G447-N04160	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0135	2	G407-E1797	1797	P1009-S168	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OL+DY	DY	G447-N17679	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0136	1	G407-E1798	1798	P1009-S169	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+AIN	AIN	G447-N14854	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0136	2	G407-E1799	1799	P1009-S169	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+K+AR	CH+CHD+AR	G447-N04160	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0137	1	G407-E1803	1803	P1009-S170	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	S+AIN	AIN	G447-N21920	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0137	2	G407-E1804	1804	P1009-S170	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0138	1	G407-E1813	1813	P1009-S174	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	Y	AIIN	G447-N28193	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0138	2	G407-E1814	1814	P1009-S174	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	S+SH+E+DY	SH+S+E+DY	G447-N23476	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0139	1	G407-E1815	1815	P1009-S175	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+CH+K+Y	CH+SH+K+Y	G447-N23810	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0139	2	G407-E1816	1816	P1009-S175	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+E+Y	E+Y	G447-N16446	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0140	1	G407-E1819	1819	P1009-S176	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+Y	OT	G447-N19746	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0140	2	G407-E1820	1820	P1009-S176	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0141	1	G407-E1824	1824	P1009-S179	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+E+Y	E+Y	G447-N16446	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0141	2	G407-E1825	1825	P1009-S179	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0142	1	G407-E1826	1826	P1009-S180	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+E+OL	E+OL	G447-N25209	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0142	2	G407-E1827	1827	P1009-S180	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0143	1	G407-E1828	1828	P1009-S181	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	AIN	AIIN	G447-N00049	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0143	2	G407-E1829	1829	P1009-S181	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0144	1	G407-E1830	1830	P1009-S182	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OT+OL	OL	G447-N19625	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0144	2	G407-E1831	1831	P1009-S182	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0145	1	G407-E1837	1837	P1009-S183	f76r	unbebilderter Textabschnitt A0	CH+CH+P+Y	CH+CH+CHD+Y	G447-N02296	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0145	2	G407-E1838	1838	P1009-S183	f76r	unbebilderter Textabschnitt A0	CH+CH+P+Y	CH+CH+CHD+Y	G447-N02296	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0146	1	G407-E1846	1846	P1009-S184	f76r	unbebilderter Textabschnitt A0	OT+D_ADDR+D_ADDR+Y+AR	D_ADDR+D_ADDR+Y+AR	G447-N19108	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0146	2	G407-E1847	1847	P1009-S184	f76r	unbebilderter Textabschnitt A0	CH+T+AR	CH+CHD+AR	G447-N06749	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0147	1	G407-E1860	1860	P1009-S185	f76r	unbebilderter Textabschnitt A0	OK+EE+D_ADDR	EE+D_ADDR	G447-N16564	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0147	2	G407-E1861	1861	P1009-S185	f76r	unbebilderter Textabschnitt A0	OK+E+DY	E+DY	G447-N16029	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0148	1	G407-E1862	1862	P1009-S186	f76r	unbebilderter Textabschnitt A0	SH+K+Y	CHD+K+Y	G447-N26143	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0148	2	G407-E1863	1863	P1009-S186	f76r	unbebilderter Textabschnitt A0	OT+E+DY	E+DY	G447-N19154	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0149	1	G407-E1865	1865	P1009-S188	f76r	unbebilderter Textabschnitt A0	SH+OL	OL	G447-N26813	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0149	2	G407-E1866	1866	P1009-S188	f76r	unbebilderter Textabschnitt A0	OT+Y	OT	G447-N19746	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0150	1	G407-E1874	1874	P1009-S190	f76r	unbebilderter Textabschnitt A1	OR	AIIN	G447-N18502	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0150	2	G407-E1875	1875	P1009-S190	f76r	unbebilderter Textabschnitt A1	CH+K+OR	CH+CHD+OR	G447-N04667	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0151	1	G407-E1879	1879	P1009-S192	f76r	unbebilderter Textabschnitt A1	CHD+Y	CHD	G447-N07628	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0151	2	G407-E1880	1880	P1009-S192	f76r	unbebilderter Textabschnitt A1	OK+CHD+DY	CHD+OK+DY	G447-N15771	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0152	1	G407-E1883	1883	P1009-S193	f76r	unbebilderter Textabschnitt A1	S+OL+CHD+Y	S+CHD+Y	G447-N23138	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0152	2	G407-E1884	1884	P1009-S193	f76r	unbebilderter Textabschnitt A1	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0153	1	G407-E1885	1885	P1009-S194	f76r	unbebilderter Textabschnitt A1	CARRIER_Q+O+P+CHD+Y	CARRIER_Q+O+CHD+P+Y	G447-N01781	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0153	2	G407-E1886	1886	P1009-S194	f76r	unbebilderter Textabschnitt A1	OK+EE+O	EE+O	G447-N16579	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0154	1	G407-E1890	1890	P1009-S196	f76r	unbebilderter Textabschnitt A1	SH+EE+Y	EE+Y	G447-N26042	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0154	2	G407-E1891	1891	P1009-S196	f76r	unbebilderter Textabschnitt A1	OK+EE+S	EE+S	G447-N16715	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0155	1	G407-E1900	1900	P1009-S197	f76r	unbebilderter Textabschnitt A2	OK+EE+Y	EE+Y	G447-N16738	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0155	2	G407-E1901	1901	P1009-S197	f76r	unbebilderter Textabschnitt A2	SH+E+DY	E+DY	G447-N24630	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0156	1	G407-E1907	1907	P1009-S198	f76r	unbebilderter Textabschnitt A2	CH+K+AIN	CH+CHD+AIN	G447-N04067	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0156	2	G407-E1908	1908	P1009-S198	f76r	unbebilderter Textabschnitt A2	OL+DY	DY	G447-N17679	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0157	1	G407-E1910	1910	P1009-S200	f76r	unbebilderter Textabschnitt A2	AL	AIR	G447-N00244	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0157	2	G407-E1911	1911	P1009-S200	f76r	unbebilderter Textabschnitt A2	SH+CH+K+Y	CH+SH+K+Y	G447-N23810	ADJACENT_SWAP	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0158	1	G407-E1915	1915	P1009-S201	f76r	unbebilderter Textabschnitt A2	AIN	AIIN	G447-N00049	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0158	2	G407-E1916	1916	P1009-S201	f76r	unbebilderter Textabschnitt A2	OL+K+EE+Y	K+EE+Y	G447-N18061	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0159	1	G407-E1925	1925	P1009-S203	f76r	unbebilderter Textabschnitt A3	OR+AIN	AIN	G447-N18515	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0159	2	G407-E1926	1926	P1009-S203	f76r	unbebilderter Textabschnitt A3	OT+EE+DY	EE+DY	G447-N19400	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0160	1	G407-E1930	1930	P1009-S204	f76r	unbebilderter Textabschnitt A3	R+AIIN+LOCAL_CHAR_I	AIIN+LOCAL_CHAR_I	G447-N21357	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0160	2	G407-E1931	1931	P1009-S204	f76r	unbebilderter Textabschnitt A3	CH+K+AIN	CH+CHD+AIN	G447-N04067	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0161	1	G407-E1937	1937	P1009-S205	f76r	unbebilderter Textabschnitt A3	CARRIER_Q+O+OL	CARRIER_Q+O	G447-N01730	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0161	2	G407-E1938	1938	P1009-S205	f76r	unbebilderter Textabschnitt A3	CH+T+E+Y	CH+CHD+E+Y	G447-N06996	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0162	1	G407-E1948	1948	P1009-S206	f76r	unbebilderter Textabschnitt A3	OK+E+OR	E+OR	G447-N16403	ATOM_DELETION	NEUTRAL_READABLE	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
G455-B0162	2	G407-E1949	1949	P1009-S206	f76r	unbebilderter Textabschnitt A3	OK+EE+DY	EE+DY	G447-N16531	ATOM_DELETION	NEUTRAL_STOP	ONE_MAXIMUM_NEUTRAL_STOP_PAIR_PER_MULTI_CARD_STATEMENT__EARLIEST_TIE
