join_ordinal	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	section	language	hand	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
70	GDT800-O1627	800	G407-E0648	f24v	f24v	f24v.7	4	4	olom	olo	m	H	A	1	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
71	GDT800-O1628	803	G407-E0651	f24v	f24v	f24v.8	3	4	shol	sho	l	H	A	1	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
72	GDT800-O1629	805	G407-E0653	f24v	f24v	f24v.9	1	5	ychol	ycho	l	H	A	1	4	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
73	GDT800-O1630	806	G407-E0654	f24v	f24v	f24v.9	2	5	chol	cho	l	H	A	1	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
74	GDT800-O1631	809	G407-E0657	f24v	f24v	f24v.9	5	5	om	o	m	H	A	1	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S032	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
75	GDT800-O1714	907	G515-E0215	f31r	f31r	f31r.10	1	8	tol	to	l	H	B	2	7	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S018	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
76	GDT800-O1715	917	G515-E0225	f31r	f31r	f31r.11	3	9	dal	da	l	H	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S022	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
77	GDT800-O1716	941	G515-E0249	f31r	f31r	f31r.15	2	4	sheol	sheo	l	H	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S027	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
78	GDT800-O1717	943	G515-E0251	f31r	f31r	f31r.15	4	4	okedam	okeda	m	H	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S027	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
79	GDT800-O1718	887	G515-E0195	f31r	f31r	f31r.6	8	8	dal	da	l	H	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S013	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
80	GDT800-O1719	891	G515-E0199	f31r	f31r	f31r.7	4	8	sheol	sheo	l	H	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S013	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
81	GDT800-O1720	898	G515-E0206	f31r	f31r	f31r.8	3	7	cheol	cheo	l	H	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S017	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
82	GDT800-O1721	901	G515-E0209	f31r	f31r	f31r.8	6	7	cheol	cheo	l	H	B	2	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S017	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
83	GDT800-O1722	906	G515-E0214	f31r	f31r	f31r.9	4	4	okeol	okeo	l	H	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G515-S017	1	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
84	GDT800-O2208	217	G515-E0003	f4r	f4r	f4r.1	3	9	sheol	sheo	l	H	A	1	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
85	GDT800-O2209	218	G515-E0004	f4r	f4r	f4r.1	4	9	ol	o	l	H	A	1	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
86	GDT800-O2210	267	G515-E0053	f4r	f4r	f4r.10	1	4	odal	oda	l	H	A	1	3	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S005	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
87	GDT800-O2211	225	G515-E0011	f4r	f4r	f4r.2	2	9	shol	sho	l	H	A	1	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
88	GDT800-O2212	226	G515-E0012	f4r	f4r	f4r.2	3	9	shol	sho	l	H	A	1	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
89	GDT800-O2213	227	G515-E0013	f4r	f4r	f4r.2	4	9	cthol	ctho	l	H	A	1	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
90	GDT800-O2214	232	G515-E0018	f4r	f4r	f4r.2	9	9	chom	cho	m	H	A	1	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
91	GDT800-O2215	233	G515-E0019	f4r	f4r	f4r.3	1	7	otchol	otcho	l	H	A	1	6	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
92	GDT800-O2216	234	G515-E0020	f4r	f4r	f4r.3	2	7	chol	cho	l	H	A	1	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S002	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
93	GDT800-O2217	254	G515-E0040	f4r	f4r	f4r.7	2	4	cthol	ctho	l	H	A	1	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S004	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
94	GDT800-O2218	256	G515-E0042	f4r	f4r	f4r.7	4	4	cthom	ctho	m	H	A	1	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S004	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
95	GDT800-O2219	258	G515-E0044	f4r	f4r	f4r.8	2	5	shol	sho	l	H	A	1	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S004	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
96	GDT800-O2220	259	G515-E0045	f4r	f4r	f4r.8	3	5	shol	sho	l	H	A	1	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S004	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
97	GDT800-O2357	1022	G407-E0767	f55v	f55v	f55v.10	2	12	ol	o	l	H	B	2	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
98	GDT800-O2358	1030	G407-E0775	f55v	f55v	f55v.10	10	12	kal	ka	l	H	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
99	GDT800-O2359	1032	G407-E0777	f55v	f55v	f55v.10	12	12	ol	o	l	H	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
100	GDT800-O2360	1038	G407-E0783	f55v	f55v	f55v.11	6	10	okal	oka	l	H	B	2	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S037	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
101	GDT800-O2361	1051	G407-E0796	f55v	f55v	f55v.12	9	9	otam	ota	m	H	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	1	G407-S037	1	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
102	GDT800-O2362	961	G407-E0706	f55v	f55v	f55v.3	5	11	al	a	l	H	B	2	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
103	GDT800-O2363	965	G407-E0710	f55v	f55v	f55v.3	9	11	ol	o	l	H	B	2	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
104	GDT800-O2364	967	G407-E0712	f55v	f55v	f55v.3	11	11	am	a	m	H	B	2	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
105	GDT800-O2365	972	G407-E0717	f55v	f55v	f55v.4	5	8	al	a	l	H	B	2	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S034	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
106	GDT800-O2366	1013	G407-E0758	f55v	f55v	f55v.9	3	10	okal	oka	l	H	B	2	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S036	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
107	GDT800-O2367	1053	G407-E0798	f56r	f56r	f56r.1	2	10	chal	cha	l	H	A	1	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S038	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
108	GDT800-O2368	1120	G407-E0865	f56r	f56r	f56r.11	4	6	cthol	ctho	l	H	A	1	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
109	GDT800-O2369	1129	G407-E0874	f56r	f56r	f56r.13	3	3	kchal	kcha	l	H	A	1	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
110	GDT800-O2370	1131	G407-E0876	f56r	f56r	f56r.14	2	4	chol	cho	l	H	A	1	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
111	GDT800-O2371	1132	G407-E0877	f56r	f56r	f56r.14	3	4	chotol	choto	l	H	A	1	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
112	GDT800-O2372	1136	G407-E0881	f56r	f56r	f56r.15	3	4	chol	cho	l	H	A	1	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
113	GDT800-O2373	1155	G407-E0900	f56r	f56r	f56r.19	2	3	keol	keo	l	H	A	1	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
114	GDT800-O2374	1063	G407-E0808	f56r	f56r	f56r.2	2	7	chol	cho	l	H	A	1	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S039	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
115	GDT800-O2375	1095	G407-E0840	f56r	f56r	f56r.7	2	5	kchol	kcho	l	H	A	1	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S039	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
116	GDT800-O2376	1098	G407-E0843	f56r	f56r	f56r.7	5	5	dal	da	l	H	A	1	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S039	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
117	GDT800-O2377	1104	G407-E0849	f56r	f56r	f56r.9	2	5	kchol	kcho	l	H	A	1	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
118	GDT800-O2378	1105	G407-E0850	f56r	f56r	f56r.9	3	5	shol	sho	l	H	A	1	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S040	0	NONE	0	NONE	0	WHOLE_PLANT_ARTICLE	HERBAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
119	GDT800-O2561	1169	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0266	f66r	f66r	f66r.13	1	1	qokal	qoka	l	T	B	5	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
120	GDT800-O2562	1171	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0268	f66r	f66r	f66r.15	1	1	raral	rara	l	T	B	5	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
121	GDT800-O2563	1215	G515-E0312	f66r	f66r	f66r.51	4	9	okal	oka	l	T	B	5	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S031	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
122	GDT800-O2564	1218	G515-E0315	f66r	f66r	f66r.51	7	9	qokal	qoka	l	T	B	5	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S033	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
123	GDT800-O2565	1240	G515-E0337	f66r	f66r	f66r.53	10	11	kol	ko	l	T	B	5	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S038	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
124	GDT800-O2566	1262	G515-E0359	f66r	f66r	f66r.57	2	8	dol	do	l	T	B	5	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S042	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
125	GDT800-O2567	1303	G515-E0400	f66r	f66r	f66r.61	6	11	dal	da	l	T	B	5	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S044	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
126	GDT800-O2568	1307	G515-E0404	f66r	f66r	f66r.61	10	11	ol	o	l	T	B	5	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S045	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
127	GDT800-O2569	1309	G515-E0406	f66r	f66r	f66r.62	1	8	ol	o	l	T	B	5	7	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G515-S046	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
128	GDT800-O2570	1325	G515-E0422	f66r	f66r	f66r.63	9	9	ofaram	ofara	m	T	B	5	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S047	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
129	GDT800-O2571	1327	G515-E0424	f66r	f66r	f66r.64	2	10	sheol	sheo	l	T	B	5	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S047	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
130	GDT800-O2572	1335	G515-E0432	f66r	f66r	f66r.64	10	10	cheal	chea	l	T	B	5	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S048	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
131	GDT800-O2573	1349	G515-E0446	f66r	f66r	f66r.66	3	7	dal	da	l	T	B	5	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G515-S051	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
132	GDT800-O2574	1352	G515-E0449	f66r	f66r	f66r.66	6	7	al	a	l	T	B	5	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G515-S052	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
133	GDT800-O2575	1364	G515-E0461	f66r	f66r	f66r.68	2	12	ol	o	l	T	B	5	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S056	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
134	GDT800-O2576	1367	G515-E0464	f66r	f66r	f66r.68	5	12	dal	da	l	T	B	5	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S056	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
135	GDT800-O2577	1368	G515-E0465	f66r	f66r	f66r.68	6	12	dol	do	l	T	B	5	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S056	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
136	GDT800-O2578	1372	G515-E0469	f66r	f66r	f66r.68	10	12	dairal	daira	l	T	B	5	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G515-S056	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
137	GDT800-O2579	1378	G515-E0475	f66r	f66r	f66r.69	4	9	ol	o	l	T	B	5	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G515-S056	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
138	GDT800-O2580	1391	G515-E0488	f66r	f66r	f66r.70	8	11	sheol	sheo	l	T	B	5	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G515-S058	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
