projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
192	0	NONE	1675	G407-E1012	f67r2	f67r2	f67r2.73	9	11	okol	oko	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S051	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
193	0	NONE	1694	G407-E1031	f68r1	f68r1	f68r1.1	4	9	cphol	cpho	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S052	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
194	0	NONE	1712	G407-E1049	f68r1	f68r1	f68r1.3	4	8	chokal	choka	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S054	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
195	0	NONE	1716	G407-E1053	f68r1	f68r1	f68r1.3	8	8	daram	dara	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S054	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
196	0	NONE	1785	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2033	f69v	f69v	f69v.1	30	40	chol	cho	l	10	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
197	0	NONE	1797	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2045	f69v	f69v	f69v.2	2	38	chol	cho	l	36	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
198	0	NONE	1799	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2047	f69v	f69v	f69v.2	4	38	dal	da	l	34	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
199	0	NONE	1813	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2061	f69v	f69v	f69v.2	18	38	cheal	chea	l	20	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
200	0	NONE	1822	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2070	f69v	f69v	f69v.2	27	38	chol	cho	l	11	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
201	0	NONE	1824	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2072	f69v	f69v	f69v.2	29	38	ol	o	l	9	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
202	0	NONE	1828	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076	f69v	f69v	f69v.2	33	38	dal	da	l	5	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
203	0	NONE	1835	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2083	f69v	f69v	f69v.3	2	29	otaldal	otalda	l	27	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
204	0	NONE	1845	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2093	f69v	f69v	f69v.3	12	29	oteeal	oteea	l	17	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
205	0	NONE	1860	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2108	f69v	f69v	f69v.3	27	29	dal	da	l	2	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
206	0	NONE	1874	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2122	f69v	f69v	f69v.13	1	1	okeal	okea	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
207	0	NONE	1877	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2125	f69v	f69v	f69v.16	1	1	oteol	oteo	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
208	0	NONE	1880	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2128	f69v	f69v	f69v.19	1	1	saral	sara	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
209	0	NONE	1907	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2241	f70v2	f70v	f70v2.1	12	42	sal	sa	l	30	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
210	0	NONE	1922	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2256	f70v2	f70v	f70v2.1	27	42	al	a	l	15	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
211	0	NONE	1925	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2259	f70v2	f70v	f70v2.1	30	42	chol	cho	l	12	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
212	0	NONE	1936	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2270	f70v2	f70v	f70v2.1	41	42	otalal	otala	l	1	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
213	0	NONE	1937	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2271	f70v2	f70v	f70v2.1	42	42	oteeam	oteea	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
214	0	NONE	1954	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2288	f70v2	f70v	f70v2.16	1	2	otal	ota	l	1	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
215	0	NONE	1963	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2297	f70v2	f70v	f70v2.21	4	33	am	a	m	29	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
216	0	NONE	1964	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2298	f70v2	f70v	f70v2.21	5	33	aral	ara	l	28	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
217	0	NONE	1973	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2307	f70v2	f70v	f70v2.21	14	33	chotol	choto	l	19	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
218	0	NONE	1983	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2317	f70v2	f70v	f70v2.21	24	33	dalal	dala	l	9	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
219	0	NONE	1987	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2321	f70v2	f70v	f70v2.21	28	33	okeeol	okeeo	l	5	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
220	0	NONE	1994	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2328	f70v2	f70v	f70v2.22	2	2	am	a	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
221	0	NONE	1996	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2330	f70v2	f70v	f70v2.23	2	2	al	a	l	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
222	0	NONE	1998	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2332	f70v2	f70v	f70v2.25	1	1	otalam	otala	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
223	0	NONE	2000	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2334	f70v2	f70v	f70v2.27	1	1	okaram	okara	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
224	0	NONE	2005	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2339	f70v2	f70v	f70v2.32	1	22	otal	ota	l	21	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
225	0	NONE	2008	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2342	f70v2	f70v	f70v2.32	4	22	dal	da	l	18	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
226	0	NONE	2013	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2347	f70v2	f70v	f70v2.32	9	22	shal	sha	l	13	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
227	0	NONE	2017	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2351	f70v2	f70v	f70v2.32	13	22	al	a	l	9	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
228	0	NONE	2019	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2353	f70v2	f70v	f70v2.32	15	22	al	a	l	7	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
229	0	NONE	2026	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2360	f70v2	f70v	f70v2.32	22	22	daim	dai	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
230	0	NONE	2054	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2170	f70v1	f70v	f70v1.1	27	38	dal	da	l	11	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
231	0	NONE	2065	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2181	f70v1	f70v	f70v1.1	38	38	sheal	shea	l	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
232	0	NONE	2068	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2184	f70v1	f70v	f70v1.2	3	4	am	a	m	1	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
233	0	NONE	2071	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2187	f70v1	f70v	f70v1.3	2	2	sal	sa	l	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
234	0	NONE	2073	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2189	f70v1	f70v	f70v1.5	1	1	okalal	okala	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
235	0	NONE	2079	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2195	f70v1	f70v	f70v1.11	1	2	otal	ota	l	1	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
236	0	NONE	2086	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2202	f70v1	f70v	f70v1.12	6	23	shol	sho	l	17	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
237	0	NONE	2099	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2215	f70v1	f70v	f70v1.12	19	23	dal	da	l	4	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
238	0	NONE	2100	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2216	f70v1	f70v	f70v1.12	20	23	al	a	l	3	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
239	0	NONE	2103	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2219	f70v1	f70v	f70v1.12	23	23	dal	da	l	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
240	0	NONE	2110	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2226	f70v1	f70v	f70v1.16	2	3	otal	ota	l	1	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
241	0	NONE	2121	G407-E1066	f71v	f71v	f71v.1	8	37	dal	da	l	29	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S055	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
242	0	NONE	2122	G407-E1067	f71v	f71v	f71v.1	9	37	al	a	l	28	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S055	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
243	0	NONE	2133	G407-E1078	f71v	f71v	f71v.1	20	37	cheol	cheo	l	17	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S056	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
244	0	NONE	2135	G407-E1080	f71v	f71v	f71v.1	22	37	okam	oka	m	15	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S056	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
245	0	NONE	2139	G407-E1084	f71v	f71v	f71v.1	26	37	al	a	l	11	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S056	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
246	0	NONE	2148	G407-E1093	f71v	f71v	f71v.1	35	37	arol	aro	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S056	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
247	0	NONE	2152	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0596	f71v	f71v	f71v.2	2	2	arom	aro	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
248	0	NONE	2163	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0607	f71v	f71v	f71v.10	2	3	am	a	m	1	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
249	0	NONE	2167	G407-E1096	f71v	f71v	f71v.12	1	30	chal	cha	l	29	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S057	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
250	0	NONE	2169	G407-E1098	f71v	f71v	f71v.12	3	30	al	a	l	27	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S057	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
