page	locus	section	language	hand	token_count	new_v50_positions	new_v51_positions	new_v52_positions	new_v53_positions	new_v54_positions	new_v55_positions	new_v56_positions	residual_unknown_positions	assigned_fraction	complete	action_positions	action_ordinals	action_surfaces	line_mode	v54_target_surfaces	v55_target_surfaces	v56_target_surfaces	remaining_unknown_surfaces	zl3b_line	literal_token_glosses_de	aligned_line_de	practical_translation_de	review_note	v57_semantic_revisions	v57_bound_compounds	v57_ol_decision	v57_reader_support	v58_local_dispatch	v58_patch_basis	v58_semantic_revisions	v58_target_surfaces	v59_value_dispatch	v59_patch_basis	v59_value_confidence	v59_semantic_revisions	v59_target_surfaces	v60_scope_dispatch	v60_patch_basis	v60_semantic_revisions
f49r	f49r.16	H	A	1	4	1	0	2	0	0	0	0	0	1.000000	1	2	1|4	qocho|qotchody	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	qocho cheey dchey qotchody	Trockenansatz nehmen | trocken am Ende des Grades | fertige abgemessene Mittelstufen-Trockenportion | abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	Trockenansatz nehmen · trocken am Ende des Grades · fertige abgemessene Mittelstufen-Trockenportion · abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	Trockenansatz nehmen; trocken am Ende des Grades; fertige abgemessene Mittelstufen-Trockenportion; abkühlen, bis zur Mittelstufe trocknen und neu ansetzen.	Both newly filled positions are explicit actions; qotchody retains a visible result rival.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	dchey#3=NOMINAL_FINISHED_MIDDLE_DRY_PORTION | qotchody#4=ACTION_WHOLE_WITH_FINISHED_ENDPOINT	dchey#3:MEDIAL_RESULT_SLOT | qotchody#4:V59_WHOLE_TOKEN_ACTION_LICENSE	2
f56r	f56r.6	H	A	1	6	1	1	0	0	0	0	0	0	1.000000	1	1	1	ykcho	MIXED_RECORD	NONE	NONE	NONE	NONE	ykcho dy dchey keey daiin y	hieraus einen heiß-trockenen Ansatz bereiten | ; | fertige abgemessene Mittelstufen-Trockenportion | heiß am Ende des Grades | Qualitätsgrad III des heißen Endzustands | .	hieraus einen heiß-trockenen Ansatz bereiten; · fertige abgemessene Mittelstufen-Trockenportion · heiß am Ende des Grades · Qualitätsgrad III des heißen Endzustands.	Hieraus einen heiß-trockenen Ansatz bereiten; fertige abgemessene Mittelstufen-Trockenportion; heiß am Ende des Grades; Qualitätsgrad III des heißen Endzustands.	GDT677 closes ykcho; Der Ansatzschritt eröffnet die Zeile; die folgenden Schluss- und Messfelder beschreiben sein Ergebnis. GDT686: daiin#5=GRADE:LEFT:keey	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#5=GRADE:LEFT:keey	Der Wert steht zwischen einer heißen Endzelle und dem Eintragsschluss; V59 bindet die Stufe an den sichtbaren Zustand und erzeugt keine Aktion.	AMBER	1	daiin	dy#2=CLAUSE_STOP | dchey#3=NOMINAL_FINISHED_MIDDLE_DRY_PORTION | y#6=LINE_STOP	dy#2:INTERNAL_ACTION_TO_RESULT_BOUNDARY | dchey#3:MEDIAL_RESULT_SLOT | y#6:GDT659_EOS_CLOSE	3
f75r	f75r.3	B	B	2	9	1	0	0	3	0	0	0	0	1.000000	1	2	4|6	qey|sheeky	MIXED_RECORD	NONE	NONE	NONE	NONE	qokain chal orchey qey kain sheeky ltain olkar or	heiß, Grad II | Rohstoffklasse I, trocken am Gradanfang | eine Portion bis zur Mittelstufe getrocknete Droge | die vorstehende Mittelstufenportion anschließend nehmen | heiß, Grad II | vollständig einweichen, erhitzen und abschließen | Holzdroge, kalt auf Stufe II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Drogenportion	Heiß, Grad II · Rohstoffklasse I, trocken, Anfangsstufe · Portion mittelgetrockneter Droge · diese Portion anschließend nehmen · heiß, Grad II · vollständig einweichen, erhitzen und abschließen · Holzdroge, kalt auf Stufe II · erste erhitzte Drogenfraktion im Ansatz · Drogenportion.	Auf Heizstufe II Rohdroge I leicht trocknen. Eine Portion bis zur Mittelstufe getrocknete Droge anschließend nehmen, auf Heizstufe II bringen, vollständig einweichen, erhitzen und abschließen. Dazu Holzdroge auf Kältestufe II und eine Portion der ersten erhitzten Ansatzfraktion.	qey erhält sein konkretes Objekt ausschließlich von der unmittelbar vorstehenden orchey-Portion	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f76v	f76v.10	B	B	2	10	1	0	2	0	0	0	0	0	1.000000	1	3	1|3|4	cphdor|qopchdy|dshedy	MIXED_RECORD	NONE	NONE	NONE	NONE	cphdor shedal qopchdy dshedy shedy tchedy lsheetal shecphy daiin dy	eine Portion Arzneikompositum abmessen | feuchte abgemessene Rohstoffmenge I in der Gradmitte | fertig getrocknetes Pulver nehmen | eine abgemessene Portion Droge bis zur Mittelstufe einweichen | fertige mittlere Feuchtstufe | fertige kalt-trockene Mittelstufe | Rohholzdroge I, vollständig eingeweicht und kaltgestellt | bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum | drei Portionen des eingeweichten Arzneikompositums | .	eine Portion Arzneikompositum abmessen · feuchte abgemessene Rohstoffmenge I in der Gradmitte · fertig getrocknetes Pulver nehmen · eine abgemessene Portion Droge bis zur Mittelstufe einweichen · fertige mittlere Feuchtstufe · fertige kalt-trockene Mittelstufe · Rohholzdroge I, vollständig eingeweicht und kaltgestellt · bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · drei Portionen des eingeweichten Arzneikompositums.	Eine Portion Arzneikompositum abmessen; feuchte abgemessene Rohstoffmenge I in der Gradmitte; fertig getrocknetes Pulver nehmen; eine abgemessene Portion Droge bis zur Mittelstufe einweichen; fertige mittlere Feuchtstufe; fertige kalt-trockene Mittelstufe; Rohholzdroge I, vollständig eingeweicht und kaltgestellt; bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum; drei Portionen des eingeweichten Arzneikompositums.	cphdor preserves the learned dor measure action; lsheetal is its concrete wood/raw/cold result card. GDT686: daiin#9=AMOUNT:LEFT:shecphy	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#9=AMOUNT:LEFT:shecphy	Der vollständige Stoffkopf steht unmittelbar links und dy schließt danach das Wertfeld; die Portion ist lokal, die absolute Einheit bleibt unbenannt.	AMBER	1	daiin	qopchdy#3=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | dshedy#4=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | shedy#5=NOMINAL_FINISHED_RESULT_STATE | tchedy#6=NOMINAL_FINISHED_RESULT_STATE | dy#10=LINE_STOP	qopchdy#3:V59_WHOLE_TOKEN_ACTION_LICENSE | dshedy#4:V59_WHOLE_TOKEN_ACTION_LICENSE | shedy#5:V59_WHOLE_TOKEN_NOMINAL_STATE | tchedy#6:V59_WHOLE_TOKEN_NOMINAL_STATE | dy#10:TERMINAL_AFTER_VALUE_BLOCK	5
f77r	f77r.38	B	B	2	9	1	1	0	0	0	0	0	0	1.000000	1	3	3|6|9	qoeedy|qol|qol	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	Pulverstoff | fertige mittlere Feuchtstufe | den vollständig fertigen Ansatz nehmen | heiß, Grad III | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | Drogenstoff zugeben | Holzdroge, kalt auf Stufe III | fertige mittlere Feuchtstufe | Drogenstoff zugeben	Pulverstoff · fertige mittlere Feuchtstufe · den vollständig fertigen Ansatz nehmen · heiß, Grad III · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · Drogenstoff zugeben · Holzdroge, kalt auf Stufe III · fertige mittlere Feuchtstufe · Drogenstoff zugeben.	Pulverstoff; fertige mittlere Feuchtstufe; den vollständig fertigen Ansatz nehmen; heiß, Grad III; bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum; Drogenstoff zugeben; Holzdroge, kalt auf Stufe III; fertige mittlere Feuchtstufe; Drogenstoff zugeben.	GDT677 closes ltaiin; Zwischen Zugebe- und Feuchtfeldern als konkret bezeichnetes Zugabegut lesbar.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	shedy#2=NOMINAL_FINISHED_RESULT_STATE | qoeedy#3=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | shedy#8=NOMINAL_FINISHED_RESULT_STATE	shedy#2:V59_WHOLE_TOKEN_NOMINAL_STATE | qoeedy#3:V59_WHOLE_TOKEN_ACTION_LICENSE | shedy#8:V59_WHOLE_TOKEN_NOMINAL_STATE	3
f77v	f77v.7	B	B	2	11	1	0	2	0	0	0	0	0	1.000000	1	4	2|3|5|11	qolsheedy|qy|ycheedy|qolky	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	olshedy qolsheedy qy rr ycheedy okedy lshedy chs shdal chedy qolky	vollständig eingeweichte Holzdroge im Ansatz, fertig | vollständig eingeweichte Droge zugeben | hiervon nehmen | getrocknete Wurzeldroge | hiervon vollständig trocknen | fertiger heißer Ansatz, Mittelstufe | fertig eingeweichtes Drogenholz | Trockengut, Grundform | feuchte abgemessene Rohstoffmenge I am Gradanfang | fertige mittlere Trockenstufe | leicht erhitzten Drogenstoff hinzugeben	vollständig eingeweichte Holzdroge im Ansatz, fertig · vollständig eingeweichte Droge zugeben · hiervon nehmen · getrocknete Wurzeldroge · hiervon vollständig trocknen · fertiger heißer Ansatz, Mittelstufe · fertig eingeweichtes Drogenholz · Trockengut, Grundform · feuchte abgemessene Rohstoffmenge I am Gradanfang · fertige mittlere Trockenstufe · leicht erhitzten Drogenstoff hinzugeben.	Vollständig eingeweichte Holzdroge im Ansatz, fertig; vollständig eingeweichte Droge zugeben; hiervon nehmen; getrocknete Wurzeldroge; hiervon vollständig trocknen; fertiger heißer Ansatz, Mittelstufe; fertig eingeweichtes Drogenholz; Trockengut, Grundform; feuchte abgemessene Rohstoffmenge I am Gradanfang; fertige mittlere Trockenstufe; leicht erhitzten Drogenstoff hinzugeben.	ZL3b rr is rendered from the shared IT2a/RF1b rchr reading; two Wurzelteile remains the named ZL3b-only rival.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	olshedy#1=NOMINAL_FINISHED_RESULT_STATE | qolsheedy#2=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | ycheedy#5=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | okedy#6=NOMINAL_FINISHED_RESULT_STATE | lshedy#7=NOMINAL_FINISHED_RESULT_STATE | chedy#10=NOMINAL_FINISHED_RESULT_STATE	olshedy#1:V59_WHOLE_TOKEN_NOMINAL_STATE | qolsheedy#2:V59_WHOLE_TOKEN_ACTION_LICENSE | ycheedy#5:V59_WHOLE_TOKEN_ACTION_LICENSE | okedy#6:V59_WHOLE_TOKEN_NOMINAL_STATE | lshedy#7:V59_WHOLE_TOKEN_NOMINAL_STATE | chedy#10:V59_WHOLE_TOKEN_NOMINAL_STATE	6
f7r	f7r.2	H	A	1	9	1	0	2	0	0	0	0	0	1.000000	1	2	1|5	dcheey|dold	MIXED_RECORD	NONE	NONE	NONE	NONE	dcheey keo r shor dold dchey kchey otchy cheody	eine Dosis vollständig trocknen und abschließen | Ansatz auf mittlerer Heizstufe | Wurzel | Blüten-/Fruchtstand; reproduktiver Teil | Drogenstoff abmessen und abschließen | fertige abgemessene Mittelstufen-Trockenportion | heiß und trocken in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | fertiger Trockenansatz	eine Dosis vollständig trocknen und abschließen · Ansatz auf mittlerer Heizstufe · Wurzel · Blüten-/Fruchtstand; reproduktiver Teil · Drogenstoff abmessen und abschließen · fertige abgemessene Mittelstufen-Trockenportion · heiß und trocken in der Mitte des Grades · kalt-trockener Ansatz am Anfang des Grades · fertiger Trockenansatz.	Eine Dosis vollständig trocknen und abschließen; Ansatz auf mittlerer Heizstufe; Wurzel; Blüten-/Fruchtstand; reproduktiver Teil; Drogenstoff abmessen und abschließen; fertige abgemessene Mittelstufen-Trockenportion; heiß und trocken in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; fertiger Trockenansatz.	The practical renderer joins ZL3b keo r through both alternate readers' keor; it does not print Ansatz plus Wurzel.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	dchey#6=NOMINAL_FINISHED_MIDDLE_DRY_PORTION | cheody#9=NOMINAL_FINISHED_RESULT_STATE	dchey#6:MEDIAL_RESULT_SLOT | cheody#9:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f80r	f80r.17	B	B	2	13	1	0	0	0	4	0	0	0	1.000000	1	5	3|6|7|11|13	sheky|sheky|chetain|sheky|da	ACTION_SEQUENCE	solky|shkeol|chetain|da	NONE	NONE	NONE	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	Saatgutansatz, leicht erhitzt | feuchtes Arzneikompositum am Gradanfang | bis zur Mittelstufe einweichen, erhitzen und abschließen | eingeweichter Drogenstoff, bis Mittelstufe erhitzt | heiße Drogenfraktion I | bis zur Mittelstufe einweichen, erhitzen und abschließen | bis Mittelstufe trocknen, dann auf Kühlstufe II bringen | Grundansatz | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | heiß im Zubereitungsrahmen, Grad II | bis zur Mittelstufe einweichen, erhitzen und abschließen | Rohstoffklasse I, heiß am Gradanfang | eine Teilmenge abmessen	leicht erhitzter Saatgutansatz · feuchtes Arzneikompositum, Anfangsstufe · bis Mittelstufe einweichen, erhitzen und abschließen · eingeweichter Drogenstoff, bis Mittelstufe erhitzt · heiße Drogenfraktion I · bis Mittelstufe einweichen, erhitzen und abschließen · bis Mittelstufe trocknen, dann auf Kühlstufe II bringen · Grundansatz · erste erhitzte Drogenfraktion im Ansatz · heiß, Grad II, im Zubereitungsrahmen · bis Mittelstufe einweichen, erhitzen und abschließen · Rohstoffklasse I im heißen Anfangsansatz · eine Teilmenge abmessen	Leicht erhitzten Saatgutansatz und angefeuchtetes Arzneikompositum bis zur Mittelstufe einweichen, erhitzen und abschließen. Eingeweichten, bis Mitte erhitzten Drogenstoff mit der ersten heißen Drogenfraktion erneut bis zur Mittelstufe einweichen, erhitzen und abschließen; danach bis zur Mittelstufe trocknen und auf Kühlstufe II bringen. Grundansatz mit erster erhitzter Drogenfraktion bei Heizstufe II: bis zur Mittelstufe einweichen, erhitzen und abschließen. Von Rohstoffklasse I im heißen Anfangsansatz eine Teilmenge abmessen.	solky retains a salt-preparation rival; source-final da is RF1b exact and IT2a day, so only the concrete part-measure core is used. GDT683: Der folgende heiße Fraktionsansatz macht ol zum Stoffkern der zweiten Arbeitsphase; okain bleibt dabei ein Heizwert und da nur eine Teilmenge. Rival: RF1b l = Pfund / Gewichtseinheit.	1	0	MAJORITY_OL_BASE_WITH_READER_RIVAL	IT2A_ONLY_EXACT	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f80v	f80v.27	B	B	2	10	1	1	0	0	0	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	NONE	NONE	pshol kain olkar shey qokain dal oltaiin okain shal qoty	eingeweichter Pulverstoff | heiß, Grad II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | feucht in der Mitte des Grades | heiß, Grad II | abgemessene Rohstoffmenge I | Holzdrogenansatz, kalt auf Stufe III | heiß im Zubereitungsrahmen, Grad II | Rohstoffklasse I, feucht am Gradanfang | kalt am Anfang des Grades	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	Eingeweichter Pulverstoff · heiß, Grad II · erste erhitzte Drogenfraktion im Ansatz · feucht, Mittelstufe · heiß, Grad II · abgemessene Rohstoffmenge I · Holzdrogenansatz, kalt auf Stufe III · heiß, Grad II, im Zubereitungsrahmen · Rohstoffklasse I, feucht, Anfangsstufe · kalt, Anfangsstufe.	GDT677 closes oltaiin; Im Heiß-/Kaltregister sauberer Gegenpol zu den benachbarten Heizstufen.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f80v	f80v.35	B	B	2	12	1	0	2	0	0	0	0	0	1.000000	1	2	5|6	qol|qol	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	tol oltain olkar y qol qol kain okiin ol kain shey ldy	kalt | Holzdrogenansatz, kalt auf Stufe II | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Hierzu: | Drogenstoff zugeben | Drogenstoff zugeben | heiß, Grad II | erhitzter Ansatz, Form III | Grundansatz | heiß, Grad II | feucht in der Mitte des Grades | fertig aufbereitete Holzdroge	kalt · Holzdrogenansatz, kalt auf Stufe II · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · Hierzu: · Drogenstoff zugeben · Drogenstoff zugeben · heiß, Grad II · erhitzter Ansatz, Form III · Grundansatz · heiß, Grad II · feucht in der Mitte des Grades · fertig aufbereitete Holzdroge.	Kalt; Holzdrogenansatz, kalt auf Stufe II; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; Hierzu: Drogenstoff zugeben; Drogenstoff zugeben; heiß, Grad II; erhitzter Ansatz, Form III; Grundansatz; heiß, Grad II; feucht in der Mitte des Grades; fertig aufbereitete Holzdroge.	Both cards are nominal objects and states inside the inherited two-qol action sequence. GDT683: Freies ol ist der Stoffträger im zweiten nominalen Zustandsblock; nur die beiden qol an Position 5 und 6 sind hier Befehle. Rival: erhitzter Ansatz aus dem vorhergehenden Form-III-Schritt. GDT685: tol#1=kalt; Rubrik- oder Stoffkopf offen	1	0	BILATERAL_PORTABLE_OL_BASE	BOTH_EXACT	tol#1=kalt; Rubrik- oder Stoffkopf offen	Das folgende oltain benennt den Holzdrogenansatz bereits selbst; tol wird nicht doppelt zum Kaltansatz nominalisiert.	1	tol	NONE	NONE	NONE	0	NONE	y#4=RIGHT_REFERENCE | ldy#12=NOMINAL_FINISHED_RESULT_STATE	y#4:LOCAL_QOL_QOL_RIGHT_ACTION | ldy#12:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f83v	f83v.12	B	B	2	11	1	0	2	0	0	0	0	0	1.000000	1	1	4	lldar	MIXED_RECORD	NONE	NONE	NONE	NONE	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	drei Portionen feuchten Arzneikompositums | Arzneikompositum: feucht, Gradanfang | zweiter Mazerationsansatz | erste Holzdrogenfraktion abmessen | trocken am Ende des Grades | Rohstoffklasse I | fertige heiße Endstufe | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | fertige feuchte Endstufe | heiß, Grad II | Ansatz aus Holzrohstoff, Form I	drei Portionen feuchten Arzneikompositums · Arzneikompositum: feucht, Gradanfang · zweiter Mazerationsansatz · erste Holzdrogenfraktion abmessen · trocken am Ende des Grades · Rohstoffklasse I · fertige heiße Endstufe · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · fertige feuchte Endstufe · heiß, Grad II · Ansatz aus Holzrohstoff, Form I.	Drei Portionen feuchten Arzneikompositums; Arzneikompositum: feucht, Gradanfang; zweiter Mazerationsansatz; erste Holzdrogenfraktion abmessen; trocken am Ende des Grades; Rohstoffklasse I; fertige heiße Endstufe; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; fertige feuchte Endstufe; heiß, Grad II; Ansatz aus Holzrohstoff, Form I.	qoeeo keeps learned oeeo as a nominal preparation; lldar preserves the known ldar measure action. GDT686: daiin#1=AMOUNT:RIGHT:shckhy	0	0	NONE	NONE	NONE	NONE	0	NONE	daiin#1=AMOUNT:RIGHT:shckhy	Der zeileninitiale D-Wert bindet explorativ nach rechts an den ersten Warenposten; die GDT627-Teilkontakte priorisieren hier Menge vor Grad.	AMBER	1	daiin	qokeedy#7=NOMINAL_FINISHED_RESULT_STATE | sheedy#9=NOMINAL_FINISHED_RESULT_STATE	qokeedy#7:V59_WHOLE_TOKEN_NOMINAL_STATE | sheedy#9:V59_WHOLE_TOKEN_NOMINAL_STATE	2
f85r2	f85r2.5	C	B	2	3	1	0	2	0	0	0	0	0	1.000000	1	0	NONE	NONE	NOMINAL_REGISTER	NONE	NONE	NONE	NONE	ockhdar olkar shoral	erste abgemessene Fraktion des Arzneikompositum-Ansatzes | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | Blüten- oder Frucht-Rohdroge I	erste abgemessene Fraktion des Arzneikompositum-Ansatzes · erste erhitzte Drogenfraktion im Ansatz (nur ZL3b; Leser-Rivale olkor/ar) · Blüten- oder Frucht-Rohdroge I.	Erste abgemessene Fraktion des Arzneikompositum-Ansatzes; erste erhitzte Drogenfraktion im Ansatz; Blüten- oder Frucht-Rohdroge I.	The two new cards close their slots, but the middle olkar remains explicitly reader-quarantined as olkor/ar.	0	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	0
f86v3	f86v3.13	C	B	2	11	1	0	0	3	0	0	0	0	1.000000	1	2	3|10	tcheody|qokady	MIXED_RECORD	NONE	NONE	NONE	NONE	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	vollständig eingeweichter Ansatz | eine Portion vollständig eingeweichte Droge | abkühlen, bis zur Mittelstufe trocknen und ansetzen | heiß, Grad II | drei Portionen der ersten erhitzten Drogenfraktion im Ansatz | erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen | abgemessene Trockendroge, Dosis III | Hierzu: | fertige mittlere Trockenstufe | einen gleichen Teil erhitzen | Trockengut, heiß auf Stufe II	vollständig eingeweichter Ansatz · eine Portion vollständig eingeweichte Droge · abkühlen, bis zur Mittelstufe trocknen und ansetzen · heiß, Grad II · drei Portionen der ersten erhitzten Drogenfraktion im Ansatz · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · abgemessene Trockendroge, Dosis III · Hierzu: · fertige mittlere Trockenstufe · einen gleichen Teil erhitzen · Trockengut, heiß auf Stufe II.	Vollständig eingeweichter Ansatz; eine Portion vollständig eingeweichte Droge; abkühlen, bis zur Mittelstufe trocknen und ansetzen; heiß, Grad II; drei Portionen der ersten erhitzten Drogenfraktion im Ansatz; erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen; abgemessene Trockendroge, Dosis III; Hierzu: fertige mittlere Trockenstufe; einen gleichen Teil erhitzen; Trockengut, heiß auf Stufe II.	osheey und orsheey bilden den natürlichen Stoff-zu-Portion-Auftakt; IT2a bestätigt or sheey als getrennte Komponenten GDT686: qodaiin#5=AMOUNT:RIGHT:olkar	0	0	NONE	NONE	NONE	NONE	0	NONE	qodaiin#5=AMOUNT:RIGHT:olkar	qod bleibt global offen; dieser keyed Locusoverride bindet den Wert an den unmittelbar folgenden Fraktionskopf und stimmt damit Literal- und Praxislayer ab.	AMBER	1	qodaiin	tcheody#3=ACTION_WHOLE_WITH_FINISHED_ENDPOINT | y#8=RIGHT_REFERENCE | chedy#9=NOMINAL_FINISHED_RESULT_STATE | qokady#10=ACTION_WHOLE_WITH_FINISHED_ENDPOINT	tcheody#3:V59_WHOLE_TOKEN_ACTION_LICENSE | y#8:GDT659_RIGHT_REFERENCE | chedy#9:V59_WHOLE_TOKEN_NOMINAL_STATE | qokady#10:V59_WHOLE_TOKEN_ACTION_LICENSE	4
f86v3	f86v3.18	C	B	2	7	1	0	2	0	0	0	0	0	1.000000	1	1	4	qopchol	MIXED_RECORD	NONE	NONE	NONE	NONE	pchedaiin dchedy qokchdy qopchol shol sheody solkam	drei Dosen bis Mittelstufe getrocknetes Pulver | fertige abgemessene Trockenportion | fertige heiß-trockene Anfangsstufe | nimm getrockneten Pulverstoff | feucht | fertiger angefeuchteter Ansatz | ein Maß erhitzter Saatgutzubereitung	drei Dosen bis Mittelstufe getrocknetes Pulver · fertige abgemessene Trockenportion · fertige heiß-trockene Anfangsstufe · nimm getrockneten Pulverstoff · feucht · fertiger angefeuchteter Ansatz · ein Maß erhitzter Saatgutzubereitung.	Drei Dosen bis Mittelstufe getrocknetes Pulver; fertige abgemessene Trockenportion; fertige heiß-trockene Anfangsstufe; nimm getrockneten Pulverstoff; feucht; fertiger angefeuchteter Ansatz; ein Maß erhitzter Saatgutzubereitung.	pchedaiin is the measured powder result; IT2a's rolkam keeps a root-preparation rival for solkam. GDT685: shol#5=vorheriger Pulverstoff: feucht	0	0	NONE	NONE	shol#5=vorheriger Pulverstoff: feucht	Der unmittelbar vorherige qopchol-Befehl liefert den Pulverstoffkopf.	1	shol	NONE	NONE	NONE	0	NONE	dchedy#2=NOMINAL_FINISHED_RESULT_STATE | qokchdy#3=NOMINAL_FINISHED_RESULT_STATE | sheody#6=NOMINAL_FINISHED_RESULT_STATE	dchedy#2:V59_WHOLE_TOKEN_NOMINAL_STATE | qokchdy#3:V59_WHOLE_TOKEN_NOMINAL_STATE | sheody#6:V59_WHOLE_TOKEN_NOMINAL_STATE	3
f86v3	f86v3.19	C	B	2	10	1	0	2	0	0	0	0	0	1.000000	1	3	1|3|4	dchey|olkechy|qokam	ACTION_SEQUENCE	NONE	NONE	NONE	NONE	dchey otain olkechy qokam chol kchdy chol tchdy dar aiindy	Eine abgemessene Portion bis zur Mittelstufe trocknen | kalt im Zubereitungsrahmen, Grad II | Holzdrogenansatz mäßig erhitzen, trocknen und abschließen | nimm ein Maß und erhitze es | trocken | fertige heiß-trockene Anfangsstufe | trocken | fertige kalt-trockene Anfangsstufe | abgemessene Fraktion I | drei fertig abgeteilte Teile	Eine abgemessene Portion bis zur Mittelstufe trocknen · kalt im Zubereitungsrahmen, Grad II · Holzdrogenansatz mäßig erhitzen, trocknen und abschließen · nimm ein Maß und erhitze es · trocken · fertige heiß-trockene Anfangsstufe · trocken · fertige kalt-trockene Anfangsstufe · abgemessene Fraktion I · drei fertig abgeteilte Teile.	Eine abgemessene Portion bis zur Mittelstufe trocknen; kalt im Zubereitungsrahmen, Grad II; Holzdrogenansatz mäßig erhitzen, trocknen und abschließen; nimm ein Maß und erhitze es; trocken; fertige heiß-trockene Anfangsstufe; trocken; fertige kalt-trockene Anfangsstufe; abgemessene Fraktion I; drei fertig abgeteilte Teile.	IT2a splits aiin dy and directly supports the final quantity-plus-close reading. GDT685: chol#5=erhitztes Maß: trocken | chol#7=zweite Zustandszelle: trocken	0	0	NONE	NONE	chol#5=erhitztes Maß: trocken | chol#7=zweite Zustandszelle: trocken	Die beiden chol bleiben getrennte Zustandszellen vor gegensätzlichen heiß-trocken/kalt-trocken-Abschlüssen.	2	chol|chol	NONE	NONE	NONE	0	NONE	dchey#1=ACTION_DRY_MEASURED_PORTION_TO_MIDDLE | kchdy#6=NOMINAL_FINISHED_RESULT_STATE | tchdy#8=NOMINAL_FINISHED_RESULT_STATE | aiindy#10=NOMINAL_FINISHED_RESULT_STATE	dchey#1:LINE_ENTRY_NO_IMMEDIATE_VALUE | kchdy#6:V59_WHOLE_TOKEN_NOMINAL_STATE | tchdy#8:V59_WHOLE_TOKEN_NOMINAL_STATE | aiindy#10:V59_WHOLE_TOKEN_NOMINAL_STATE	4
