page	locus	ordinal	surface	target_family	line_position	action_licensed_before	dispatch_class	v59_literal_gloss_de	v60_literal_gloss_de	dy_contribution	confidence	evidence_key	strongest_rival_de	left_surface	right_surface	reader_support	strict_debt_before	strict_debt_after	mechanical_flags_before	mechanical_flags_after	specificity_open_before	specificity_open_after	low_confidence_before	low_confidence_after	four_layer_debt_before	four_layer_debt_after
f77r	f77r.38	2	shedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht in der Mitte des Grades, abgeschlossen	fertige mittlere Feuchtstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	pol	qoeedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f77r	f77r.38	3	qoeedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	nimm den vollständig fertiggestellten Ansatz	den vollständig fertigen Ansatz nehmen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	shedy	qokaiin	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f77r	f77r.38	8	shedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht in der Mitte des Grades, abgeschlossen	fertige mittlere Feuchtstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	ltaiin	qol	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f77v	f77v.7	1	olshedy	BOUND_DY	INITIAL	0	NOMINAL_FINISHED_RESULT_STATE	Holzdroge im Ansatz vollständig eingeweicht	vollständig eingeweichte Holzdroge im Ansatz, fertig	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	<BOS>	qolsheedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f77v	f77v.7	2	qolsheedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	vollständig eingeweichten und fertigen Drogenstoff zugeben	vollständig eingeweichte Droge zugeben	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	AMBER	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	olshedy	qy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	HARD_GENERIC_CARRIER	NONE	1	0	0	0	1	0
f77v	f77v.7	5	ycheedy	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	trockne hiervon vollständig und stelle es fertig	hiervon vollständig trocknen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	rr	okedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f77v	f77v.7	6	okedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heißer Ansatz in der Mitte des Grades, abgeschlossen	fertiger heißer Ansatz, Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	ycheedy	lshedy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f77v	f77v.7	7	lshedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	eingeweichtes Drogenholz	fertig eingeweichtes Drogenholz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	okedy	chs	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f77v	f77v.7	10	chedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	trocken in der Mitte des Grades, abgeschlossen	fertige mittlere Trockenstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	shdal	qolky	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f7r	f7r.2	6	dchey	DCHEY	MEDIAL	0	NOMINAL_FINISHED_MIDDLE_DRY_PORTION	abgemessene Trockendroge der Mittelstufe, abgeschlossen	fertige abgemessene Mittelstufen-Trockenportion	NOT_APPLICABLE	HIGH	MEDIAL_RESULT_SLOT	Trocknungsbefehl	dold	kchey	BOTH_EXACT	0	0	NONE	NONE	1	0	0	0	1	0
f7r	f7r.2	9	cheody	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	getrockneter Ansatz	fertiger Trockenansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	otchy	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f80v	f80v.35	4	y	NAKED_Y	MEDIAL	0	RIGHT_REFERENCE	hierzu:	Hierzu:	NOT_APPLICABLE	AMBER	LOCAL_QOL_QOL_RIGHT_ACTION	bloßes Scharnier	olkar	qol	ALL_SEPARATE	1	0	NONE	NONE	1	0	0	0	1	0
f80v	f80v.35	12	ldy	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	Holzdroge, fertig aufbereitet	fertig aufbereitete Holzdroge	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	shey	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f83v	f83v.12	7	qokeedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß am Ende des Grades, abgeschlossen	fertige heiße Endstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	qoal	olkar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f83v	f83v.12	9	sheedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht am Ende des Grades, abgeschlossen	fertige feuchte Endstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	olkar	qokain	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f86v3	f86v3.13	3	tcheody	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	abkühlen, bis zur Mittelstufe trocknen und ansetzen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	AMBER	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	orsheey	qokain	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f86v3	f86v3.13	8	y	NAKED_Y	MEDIAL	0	RIGHT_REFERENCE	hierzu:	Hierzu:	NOT_APPLICABLE	HIGH	GDT659_RIGHT_REFERENCE	neuer Unterposten	chedaiin	chedy	IT2a:MERGE_RIGHT|RF1b:SEPARATE	1	0	NONE	NONE	1	0	0	0	1	0
f86v3	f86v3.13	9	chedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	trocken in der Mitte des Grades, abgeschlossen	fertige mittlere Trockenstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	y	qokady	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f86v3	f86v3.13	10	qokady	BOUND_DY	MEDIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	erhitze einen gleichen Teil und schließe ab	einen gleichen Teil erhitzen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	chedy	cholkain	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f86v3	f86v3.18	2	dchedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	abgemessene Trockendroge, fertig	fertige abgemessene Trockenportion	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	pchedaiin	qokchdy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f86v3	f86v3.18	3	qokchdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß und trocken am Anfang des Grades, abgeschlossen	fertige heiß-trockene Anfangsstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	dchedy	qopchol	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f86v3	f86v3.18	6	sheody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	angefeuchteter Ansatz, abgeschlossen	fertiger angefeuchteter Ansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	shol	solkam	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f86v3	f86v3.19	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	otain	ONE_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f86v3	f86v3.19	6	kchdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß und trocken am Anfang des Grades, abgeschlossen	fertige heiß-trockene Anfangsstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	chol	chol	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f86v3	f86v3.19	8	tchdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	kalt und trocken am Anfang des Grades, abgeschlossen	fertige kalt-trockene Anfangsstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	chol	dar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f86v3	f86v3.19	10	aiindy	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	drei Teile, fertig abgeteilt	drei fertig abgeteilte Teile	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	dar	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f86v5	f86v5.2	2	yteody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	Eintrag/Bezug: kalte Zubereitung, abgeschlossen	Eintrag: fertige kalte Zubereitung	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	losair	qokar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	NON_SINGLE_GLOSS|STRUCTURAL_META_AS_VALUE	NONE	1	0	0	0	1	0
f86v5	f86v5.24	5	kchody	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	fertiggestellter heiß-trockener Ansatz	fertiger heiß-trockener Ansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	okal	chckhy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
f86v5	f86v5.4	8	ltedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	bis zur Mittelstufe abgekühlte und fertige Holzdroge	fertig abgekühlte Holzdroge, Mittelstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	chepy	dar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f86v6	f86v6.25	1	yteedy	BOUND_DY	INITIAL	1	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	kühle hiervon vollständig ab und schließe	hiervon vollständig abkühlen	ACTION_FROM_WHOLE__DY_ONLY_ENDPOINT	HIGH	V59_WHOLE_TOKEN_ACTION_LICENSE	dy als selbständiger Befehl innerhalb des Wortes	<BOS>	qokar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f86v6	f86v6.25	8	ofchedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	fertig getrockneter Blütenansatz	fertig getrockneter Blütenansatz	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	okeeeey	qokaiin	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f86v6	f86v6.31	5	olkchdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß-trocken aufbereitetes Drogenmaterial	fertige heiß-trockene Drogenportion	FINISHED_ENDPOINT_NOT_NEW_VERB	AMBER	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	olkar	okar	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	1	0	HARD_GENERIC_CARRIER	NONE	1	0	0	0	1	0
f86v6	f86v6.4	2	shdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	feucht am Anfang des Grades, abgeschlossen	fertige feuchte Anfangsstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	dshor	shor	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f86v6	f86v6.4	6	olkeedy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	Holzdrogenansatz vollständig erhitzt und abgeschlossen	vollständig erhitzter Holzdrogenansatz, fertig	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	aiin	shdal	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	0	0	0	0	0	0
f88r	f88r.19	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	chokol	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f8r	f8r.15	1	dchey	DCHEY	INITIAL	1	ACTION_DRY_MEASURED_PORTION_TO_MIDDLE	eine Dosis bis zur Mittelstufe trocknen und abschließen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NOT_APPLICABLE	HIGH	LINE_ENTRY_NO_IMMEDIATE_VALUE	fertige abgemessene Mittelstufen-Trockenportion	<BOS>	ckhol	BOTH_EXACT	0	0	NONE	NONE	0	0	0	0	0	0
f95v1	f95v1.7	8	chdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	trocken am Anfang des Grades, abgeschlossen	fertige Trocken-Anfangsstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	otar	kchdy	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f95v1	f95v1.7	9	kchdy	BOUND_DY	MEDIAL	0	NOMINAL_FINISHED_RESULT_STATE	heiß und trocken am Anfang des Grades, abgeschlossen	fertige heiß-trockene Anfangsstufe	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	chdy	dolkain	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	STATE_ONLY_NO_OBJECT	STATE_ONLY_NO_OBJECT	1	1	0	0	1	1
f95v1	f95v1.7	11	otardy	BOUND_DY	FINAL	0	NOMINAL_FINISHED_RESULT_STATE	erste kalte Ansatzfraktion, abgeschlossen	fertige erste kalte Ansatzfraktion	FINISHED_ENDPOINT_NOT_NEW_VERB	HIGH	V59_WHOLE_TOKEN_NOMINAL_STATE	dy als selbständiger Befehl innerhalb des Wortes	dolkain	<EOS>	CURRENT_EXACT_SURFACE__FORMAL_DY_PRIOR	0	0	NONE	NONE	1	0	0	0	1	0
