statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S224	P1005-F77R-S069	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.37	1	NO	4	qokain cheedy cheey lchedy	OK+AIN | CH+EE+D_ADDR+Y | SH+EE+Y | L+CHD+DY	SETZEN · PORTION ; NEHMEN · LÄNGER · TEIL · POSTEN ; HALTEN · LÄNGER · POSTEN ; LEITEN · UMSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: eine Portion ansetzen; entnehmen länger vom bezeichneten Teil diesen Posten; halten länger diesen Posten; weiter umsetzen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0319|P1003-E0320|P1003-E0321|P1003-E0322
P1006-S225	P1005-F77R-S070	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	1	NO	2	pol shedy	P+OL | SHED+DY	EINSETZEN · FORTSETZEN ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: einsetzen damit fortfahren; absetzen lassen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0323|P1003-E0324
P1006-S226	P1005-F77R-S071	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38	1	NO	6	qoeedy qokaiin chcphey qol ltaiin shedy	CARRIER_Q+O+EE+D_ADDR+Y | OK+AIIN | CH+CPH+E+Y | OL | L+T+AIIN | SHED+DY	BEGINN · AUSFÜHREN · LÄNGER · TEIL · POSTEN ; SETZEN · MASS ; NEHMEN · UMLEITEN · KURZ · POSTEN ; FORTSETZEN ; LEITEN · STELLEN · MASS ; ABSETZEN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: einen neuen Gang beginnen ausführen länger vom bezeichneten Teil diesen Posten; den Posten nach Maß ansetzen; entnehmen umleiten kurz diesen Posten; mit demselben Ansatz fortfahren; weiterleiten einstellen nach Maß; absetzen lassen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0325|P1003-E0326|P1003-E0327|P1003-E0328|P1003-E0329|P1003-E0330
P1006-S227	P1005-F77R-S072	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.38|f77r.39	2	YES	7	qol olaiin cheey sheckhey lsheey qykaiin sheedy	OL | OL+AIIN | SH+EE+Y | SH+E+CKH+E+Y | L+SH+EE+Y | Y+K+AIIN | SH+EE+DY	FORTSETZEN ; FORTSETZEN · MASS ; HALTEN · LÄNGER · POSTEN ; HALTEN · KURZ · DURCHLASS · KURZ · POSTEN ; LEITEN · HALTEN · LÄNGER · POSTEN ; POSTEN · GEBEN · MASS ; HALTEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: mit demselben Ansatz fortfahren; damit fortfahren nach Maß; halten länger diesen Posten; halten kurz durch den Durchlass kurz diesen Posten; weiterleiten halten länger diesen Posten; diesen Posten zugeben nach Maß; halten länger. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0331|P1003-E0332|P1003-E0333|P1003-E0334|P1003-E0335|P1003-E0336|P1003-E0337
P1006-S228	P1005-F77R-S073	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.39|f77r.40	2	YES	4	laiin daiiin ol eeedy	L+AIIN | DA+IIN | OL | EEE+DY	LEITEN · MASS ; ZWEIT · STUFE ; FORTSETZEN ; VOLL · SCHLUSS	An der bezeichneten Körper-/Beckenstation: weiterleiten nach Maß; als zweiten Gang auf die Stufe; mit demselben Ansatz fortfahren; vollständig. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0338|P1003-E0339|P1003-E0340|P1003-E0341
P1006-S229	P1005-F77R-S074	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.40	1	NO	4	okaiin sheeol qotaiin shody	OK+AIIN | SH+EE+OL | OT+AIIN | SH+O+DY	SETZEN · MASS ; HALTEN · LÄNGER · FORTSETZEN ; DANACH · MASS ; HALTEN · AUSFÜHREN · SCHLUSS	An der bezeichneten Körper-/Beckenstation: den Posten nach Maß ansetzen; halten länger damit fortfahren; danach nach Maß; halten ausführen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0342|P1003-E0343|P1003-E0344|P1003-E0345
P1006-S230	P1005-F77R-S075	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.40|f77r.41	2	YES	5	qoty daiin sh qolchey qotedy	OT+Y | AIIN | SH | OL+Y | OT+E+DY	DANACH · POSTEN ; MASS ; HALTEN ; FORTSETZEN · POSTEN ; DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach diesen Posten; nach dem vorgeschriebenen Maß arbeiten; halten; damit fortfahren diesen Posten; danach kurz halten. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0346|P1003-E0347|P1003-E0348|P1003-E0349|P1003-E0350
P1006-S231	P1005-F77R-S076	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.41|f77r.42	2	YES	7	qotal r ain chl s arol qokeedy	OT+AL | R | AIN | CH+L | S | AR+OL | OK+EE+DY	DANACH · ZIEL ; MERKEN ; PORTION ; NEHMEN · LEITEN ; AUSWÄHLEN ; QUELLE · FORTSETZEN ; SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach zur Zielstelle; merken; eine Portion nehmen; entnehmen weiterleiten; auswählen; aus der Quelle damit fortfahren; länger ansetzen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0351|P1003-E0352|P1003-E0353|P1003-E0354|P1003-E0355|P1003-E0356|P1003-E0357
P1006-S232	P1005-F77R-S077	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	1	NO	1	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0358
P1006-S233	P1005-F77R-S078	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0359
P1006-S234	P1005-F77R-S079	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: länger ansetzen. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0360
P1006-S235	P1005-F77R-S080	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.42|f77r.43	2	YES	10	qokeey s aiin al d chee ol cheedy qotaiin qoteedy	OK+EE+Y | S | AIIN | AL | D_ADDR | SH+EE | OL | CH+EE+D_ADDR+Y | OT+AIIN | OT+EE+DY	SETZEN · LÄNGER · POSTEN ; AUSWÄHLEN ; MASS ; ZIEL ; TEIL ; HALTEN · LÄNGER ; FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; DANACH · MASS ; DANACH · LÄNGER · SCHLUSS	An der bezeichneten Körper-/Beckenstation: ansetzen länger diesen Posten; auswählen; nach dem vorgeschriebenen Maß arbeiten; an die bezeichnete Zielstelle gehen; vom bezeichneten Teil; halten länger; mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; danach nach Maß; danach länger halten. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0361|P1003-E0362|P1003-E0363|P1003-E0364|P1003-E0365|P1003-E0366|P1003-E0367|P1003-E0368|P1003-E0369|P1003-E0370
P1006-S236	P1005-F77R-S081	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.43	1	NO	1	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	An der bezeichneten Körper-/Beckenstation: danach kurz halten. Dann den Teilgang schließen.	LICENSED_DY_CLOSE	Dann den Teilgang schließen.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0371
P1006-S237	P1005-F77R-S082	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	f77r.43|f77r.44|f77r.45|f77r.46|f77r.47|f77r.48	6	YES	38	raiin sheey qepchedy qol cheedy qokear cheey loly dy qokaiin ches lchear dal chr sl s ain ol raiin lod daiin chlchpsheey tal cheol dag as otey daiin ysheey dal saiisol sal dalo tain dary dalo sodar oloky	R+AIIN | SH+EE+Y | CARRIER_Q+E+P+CHD+Y | OL | CH+EE+D_ADDR+Y | OK+E+AR | SH+EE+Y | L+OL+Y | Y | OK+AIIN | CH+E+S | L+CH+E+AR | AL | CH+R | S+L | S | AIN | OL | R+AIIN | L+O+D_ADDR | AIIN | CH+L+CH+P+SH+EE+Y | T+AL | CHEO+L | DA+LOCAL_CHAR_G | A_ADDR+S | OT+E+Y | AIIN | Y+SH+EE+Y | AL | S+A_ADDR+IIN+S+OL | S+AL | D_ADDR+AL+O | T+AIN | DA+R+Y | D_ADDR+AL+O | S+O+DA+R | OL+OK+Y	MERKEN · MASS ; HALTEN · LÄNGER · POSTEN ; BEGINN · KURZ · EINSETZEN · UMSETZEN · POSTEN ; FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; SETZEN · KURZ · QUELLE ; HALTEN · LÄNGER · POSTEN ; LEITEN · FORTSETZEN · POSTEN ; POSTEN ; SETZEN · MASS ; NEHMEN · KURZ · AUSWÄHLEN ; LEITEN · NEHMEN · KURZ · QUELLE ; ZIEL ; NEHMEN · MERKEN ; AUSWÄHLEN · LEITEN ; AUSWÄHLEN ; PORTION ; FORTSETZEN ; MERKEN · MASS ; LEITEN · AUSFÜHREN · TEIL ; MASS ; NEHMEN · LEITEN · NEHMEN · EINSETZEN · HALTEN · LÄNGER · POSTEN ; STELLEN · ZIEL ; AUSZUG · LEITEN ; ZWEIT · EINMAL ; ORT · AUSWÄHLEN ; DANACH · KURZ · POSTEN ; MASS ; POSTEN · HALTEN · LÄNGER · POSTEN ; ZIEL ; AUSWÄHLEN · ORT · STUFE · AUSWÄHLEN · FORTSETZEN ; AUSWÄHLEN · ZIEL ; TEIL · ZIEL · AUSFÜHREN ; STELLEN · PORTION ; ZWEIT · MERKEN · POSTEN ; TEIL · ZIEL · AUSFÜHREN ; AUSWÄHLEN · AUSFÜHREN · ZWEIT · MERKEN ; FORTSETZEN · SETZEN · POSTEN	An der bezeichneten Körper-/Beckenstation: merken nach Maß; halten länger diesen Posten; einen neuen Gang beginnen kurz einsetzen umsetzen diesen Posten; mit demselben Ansatz fortfahren; entnehmen länger vom bezeichneten Teil diesen Posten; ansetzen kurz aus der Quelle; halten länger diesen Posten; weiterleiten damit fortfahren diesen Posten; diesen Posten weiterführen; den Posten nach Maß ansetzen; entnehmen kurz auswählen; weiterleiten entnehmen kurz aus der Quelle; an die bezeichnete Zielstelle gehen; entnehmen merken; auswählen weiterleiten; auswählen; eine Portion nehmen; mit demselben Ansatz fortfahren; merken nach Maß; weiterleiten ausführen vom bezeichneten Teil; nach dem vorgeschriebenen Maß arbeiten; entnehmen weiterleiten entnehmen einsetzen halten länger diesen Posten; einstellen zur Zielstelle; den Auszug weiterleiten; als zweiten Gang einmal; am bezeichneten Ort auswählen; danach kurz diesen Posten; nach dem vorgeschriebenen Maß arbeiten; diesen Posten halten länger diesen Posten; an die bezeichnete Zielstelle gehen; auswählen am bezeichneten Ort auf die Stufe auswählen damit fortfahren; auswählen zur Zielstelle; vom bezeichneten Teil zur Zielstelle ausführen; einstellen eine Portion; als zweiten Gang merken diesen Posten; vom bezeichneten Teil zur Zielstelle ausführen; auswählen ausführen als zweiten Gang merken; damit fortfahren ansetzen diesen Posten. Der lange Prosalauf endet vor dem unteren Beschriftungsfeld; der sichtbare Besitzerwechsel setzt den Text zurück.	OWNER_RESET_TO_LOWER_STATION_LABELS	Der lange Prosalauf endet vor dem unteren Beschriftungsfeld; der sichtbare Besitzerwechsel setzt den Text zurück.	PASS1005_FLUENT_WORKSHOP	PASS1005	P1003-E0372|P1003-E0373|P1003-E0374|P1003-E0375|P1003-E0376|P1003-E0377|P1003-E0378|P1003-E0379|P1003-E0380|P1003-E0381|P1003-E0382|P1003-E0383|P1003-E0384|P1003-E0385|P1003-E0386|P1003-E0387|P1003-E0388|P1003-E0389|P1003-E0390|P1003-E0391|P1003-E0392|P1003-E0393|P1003-E0394|P1003-E0395|P1003-E0396|P1003-E0397|P1003-E0398|P1003-E0399|P1003-E0400|P1003-E0401|P1003-E0402|P1003-E0403|P1003-E0404|P1003-E0405|P1003-E0406|P1003-E0407|P1003-E0408|P1003-E0409
P1006-S238	P915-C129	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.1	1	NO	3	par shey keedy	P+AR | SH+E+Y | K+EE+DY	EINSETZEN · QUELLE | HALTEN · KURZ · POSTEN | GEBEN · LÄNGER · SCHLUSS	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0858|P912-E0859|P912-E0860
P1006-S239	P915-C130	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.1	1	NO	5	shekal dal dar ol pchedy	SH+E+K+AL | AL | D_ADDR+AR | OL | P+CHD+DY	HALTEN · KURZ · GEBEN · ZIEL | ZIEL | TEIL · QUELLE | FORTSETZEN | EINSETZEN · UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0861|P912-E0862|P912-E0863|P912-E0864|P912-E0865
P1006-S240	P915-C131	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.1|f81v.2	2	YES	4	shek dain ofalsheky qokedy	SH+E+K | AIN | O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y | OK+E+DY	HALTEN · KURZ · GEBEN | PORTION | AUSFÜHREN · NEBENWEG · ORT · SPÜLEN · KURZ · GEBEN · POSTEN | SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, kurz halten und behandeln, die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0866|P912-E0867|P912-E0868|P912-E0869
P1006-S241	P915-C132	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.2|f81v.3	2	YES	14	okaiin kair okal sar ol kain olkain al ol rol dl saiin daiin olkeedy	OK+AIIN | K+AIR | OK+AL | S+AR | OL | K+AIN | OL+K+AIN | AL | OL | R+OL | L | S+AIIN | AIIN | SOLK+EE+DY	SETZEN · MASS | GEBEN · LAUF | SETZEN · ZIEL | AUSWÄHLEN · QUELLE | FORTSETZEN | GEBEN · PORTION | FORTSETZEN · GEBEN · PORTION | ZIEL | FORTSETZEN | MERKEN · FORTSETZEN | LEITEN | AUSWÄHLEN · MASS | MASS | AUFFANGEN · LÄNGER · SCHLUSS	Nach Sollwert den Beckenlauf zur Zielstelle öffnen, eine Portion aus der Quelle zugeben, den Ansatz warm weiterführen und länger im Empfangsbecken halten; schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0870|P912-E0871|P912-E0872|P912-E0873|P912-E0874|P912-E0875|P912-E0876|P912-E0877|P912-E0878|P912-E0879|P912-E0880|P912-E0881|P912-E0882|P912-E0883
P1006-S242	P915-C133	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.3	1	NO	1	okedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0884
P1006-S243	P915-C134	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.3	1	NO	5	dykain shek chdy dalal oldy	D_ADDR+Y+K+AIN | SH+E+K | CHD+Y | AL+AL | OL+DY	TEIL · POSTEN · GEBEN · PORTION | HALTEN · KURZ · GEBEN | UMSETZEN · POSTEN | ZIEL · ZIEL | FORTSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0885|P912-E0886|P912-E0887|P912-E0888|P912-E0889
P1006-S244	P915-C135	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.4|f81v.5	2	YES	15	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy okaiin daiin otain chckhy okeedy	OK+AIIN | OK+AIN | CHK+EE+Y | Y | OL | K+AIIN | AIN | Y | AIIN | CH+CTH+Y | OK+AIIN | AIIN | OT+AIN | CKH+Y | OK+EE+DY	SETZEN · MASS | SETZEN · PORTION | BEHANDELN · LÄNGER · POSTEN | POSTEN | FORTSETZEN | GEBEN · MASS | PORTION | POSTEN | MASS | NEHMEN · BEREIT · POSTEN | SETZEN · MASS | MASS | DANACH · PORTION | DURCHLASS · POSTEN | SETZEN · LÄNGER · SCHLUSS	Nach Sollwert eine Portion in das zweireihige Bad geben, länger behandeln, den nächsten Teil nach Sollwert zuführen und durch den angeschlossenen Durchlass leiten; länger einwirken lassen und schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0890|P912-E0891|P912-E0892|P912-E0893|P912-E0894|P912-E0895|P912-E0896|P912-E0897|P912-E0898|P912-E0899|P912-E0900|P912-E0901|P912-E0902|P912-E0903|P912-E0904
P1006-S245	P915-C136	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.5|f81v.6	2	YES	15	qoky kar daiin okar qokain okaiin ol chedy cheol lky l s aiin okain daldy	OK+Y | K+AR | AIIN | OK+AR | OK+AIN | OK+AIIN | OL | CHD+Y | CHEO+L | L+K+Y | L | S | AIIN | OK+AIN | AL+DY	SETZEN · POSTEN | GEBEN · QUELLE | MASS | SETZEN · QUELLE | SETZEN · PORTION | SETZEN · MASS | FORTSETZEN | UMSETZEN · POSTEN | AUSZUG · LEITEN | LEITEN · GEBEN · POSTEN | LEITEN | AUSWÄHLEN | MASS | SETZEN · PORTION | ZIEL · SCHLUSS	Den aktuellen Posten aus der Quellstation nach Sollwert ansetzen, zur nächsten Aufnahme umsetzen und den Auszug weiterleiten; eine weitere Portion zugeben und an der Zielstelle schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0905|P912-E0906|P912-E0907|P912-E0908|P912-E0909|P912-E0910|P912-E0911|P912-E0912|P912-E0913|P912-E0914|P912-E0915|P912-E0916|P912-E0917|P912-E0918|P912-E0919
P1006-S246	P915-C137	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.7	1	NO	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	OL+OR | OL | SH+E+CKH+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+DY	FORTSETZEN · ANSATZ | FORTSETZEN | HALTEN · KURZ · DURCHLASS · ZIEL | MASS | SETZEN · LÄNGER · ZIEL | MASS | DURCHLASS · POSTEN | UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0920|P912-E0921|P912-E0922|P912-E0923|P912-E0924|P912-E0925|P912-E0926|P912-E0927
P1006-S247	P915-C138	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.7|f81v.8	2	YES	4	qol ykol or shedy	OL | Y+K+OL | OR | SHED+DY	FORTSETZEN | POSTEN · GEBEN · FORTSETZEN | ANSATZ | ABSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0928|P912-E0929|P912-E0930|P912-E0931
P1006-S248	P915-C139	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.8	1	NO	1	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0932
P1006-S249	P915-C140	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.8	1	NO	4	qolkeedy daiin dkain cphedy	SOLK+EE+D_ADDR+Y | AIIN | D_ADDR+K+AIN | CPH+E+DY	AUFFANGEN · LÄNGER · TEIL · POSTEN | MASS | TEIL · GEBEN · PORTION | UMLEITEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0933|P912-E0934|P912-E0935|P912-E0936
P1006-S250	P915-C141	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.8	1	NO	1	oldy	OL+DY	FORTSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0937
P1006-S251	P915-C142	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.9	1	NO	8	yar olchey kaiin okeey daiin olor checkhy daiidy	Y+AR | OL+Y | K+AIIN | OK+EE+Y | AIIN | OL+OR | CH+E+CKH+Y | DA+IIN+DY	POSTEN · QUELLE | FORTSETZEN · POSTEN | GEBEN · MASS | SETZEN · LÄNGER · POSTEN | MASS | FORTSETZEN · ANSATZ | NEHMEN · KURZ · DURCHLASS · POSTEN | ZWEIT · STUFE · SCHLUSS	Im gemeinsamen zweireihigen Badfeld durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0938|P912-E0939|P912-E0940|P912-E0941|P912-E0942|P912-E0943|P912-E0944|P912-E0945
P1006-S252	P915-C143	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.10	1	NO	4	polshy ashyteed qop okeedy	P+OL+SH+Y | A_ADDR+SH+Y+T+EE+D_ADDR | CARRIER_Q+O+P | OK+EE+DY	EINSETZEN · FORTSETZEN · HALTEN · POSTEN | ORT · HALTEN · POSTEN · STELLEN · LÄNGER · TEIL | BEGINN · AUSFÜHREN · EINSETZEN | SETZEN · LÄNGER · SCHLUSS	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0946|P912-E0947|P912-E0948|P912-E0949
P1006-S253	P915-C144	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.10	1	NO	1	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0950
P1006-S254	P915-C145	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.10	1	NO	1	okshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0951
