book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
1138	P912-E1138	f82r	BIOLOGICAL	f82r.4	CURRENT_BASE	ldy	L+DY	LEITEN · SCHLUSS	LEITEN · SCHLUSS	RUNNING_STATEMENT	P1006-S295	PASS1002
1139	P912-E1139	f82r	BIOLOGICAL	f82r.4	CURRENT_BASE	oteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S296	PASS1002
1140	P912-E1140	f82r	BIOLOGICAL	f82r.4	CURRENT_BASE	qokal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S296	PASS1002
1141	P912-E1141	f82r	BIOLOGICAL	f82r.4	CURRENT_BASE	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · POSTEN	Überlauf	RUNNING_STATEMENT	P1006-S296	PASS1002
1142	P912-E1142	f82r	BIOLOGICAL	f82r.4	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	RUNNING_STATEMENT	P1006-S296	PASS1002
1143	P912-E1143	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	sol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S296	PASS1002
1144	P912-E1144	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	lkchedy	L+K+CHD+Y	LEITEN · GEBEN · UMSETZEN · POSTEN	LEITEN · IN STATION GEBEN · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S296	PASS1002
1145	P912-E1145	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S296	PASS1002
1146	P912-E1146	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	qokal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S297	PASS1002
1147	P912-E1147	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	cthol	CTH+OL	BEREIT · FORTSETZEN	BEREIT · FORTSETZEN	RUNNING_STATEMENT	P1006-S297	PASS1002
1148	P912-E1148	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S297	PASS1002
1149	P912-E1149	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S297	PASS1002
1150	P912-E1150	f82r	BIOLOGICAL	f82r.5	CURRENT_BASE	qokal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S298	PASS1002
1151	P912-E1151	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	sar	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · QUELLSTATION	RUNNING_STATEMENT	P1006-S298	PASS1002
1152	P912-E1152	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S298	PASS1002
1153	P912-E1153	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S299	PASS1002
1154	P912-E1154	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	shedaiin	SHED+AIIN	ABSETZEN · MASS	ABSETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S299	PASS1002
1155	P912-E1155	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · POSTEN	Überlauf	RUNNING_STATEMENT	P1006-S299	PASS1002
1156	P912-E1156	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	okal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S299	PASS1002
1157	P912-E1157	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	sheky	SH+E+K+Y	HALTEN · KURZ · GEBEN · POSTEN	HALTEN · KURZ · IN STATION GEBEN · POSTEN	RUNNING_STATEMENT	P1006-S299	PASS1002
1158	P912-E1158	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	qotaiin	OT+AIIN	DANACH · MASS	DANACH · STATIONSWERT	RUNNING_STATEMENT	P1006-S299	PASS1002
1159	P912-E1159	f82r	BIOLOGICAL	f82r.6	CURRENT_BASE	chedol	CHD+OL	UMSETZEN · FORTSETZEN	UMSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S299	PASS1002
1160	P912-E1160	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	Frischwasser	RUNNING_STATEMENT	P1006-S299	PASS1002
1161	P912-E1161	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	sotaiin	S+OT+AIIN	AUSWÄHLEN · DANACH · MASS	AUSWÄHLEN · DANACH · STATIONSWERT	RUNNING_STATEMENT	P1006-S300	PASS1002
1162	P912-E1162	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	qokar	OK+AR	SETZEN · QUELLE	AN STATION SETZEN · QUELLSTATION	RUNNING_STATEMENT	P1006-S300	PASS1002
1163	P912-E1163	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S300	PASS1002
1164	P912-E1164	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	FORTSETZEN · HALTEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S301	PASS1002
1165	P912-E1165	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S302	PASS1002
1166	P912-E1166	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	RUNNING_STATEMENT	P1006-S302	PASS1002
1167	P912-E1167	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	ls	OL	FORTSETZEN	Düse	RUNNING_STATEMENT	P1006-S302	PASS1002
1168	P912-E1168	f82r	BIOLOGICAL	f82r.7	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	RUNNING_STATEMENT	P1006-S302	PASS1002
1169	P912-E1169	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	qekeey	CARRIER_Q+E+K+EE+Y	BEGINN · KURZ · GEBEN · LÄNGER · POSTEN	BEGINNEN · KURZ · IN STATION GEBEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S302	PASS1002
1170	P912-E1170	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	HALTEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S302	PASS1002
1171	P912-E1171	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S303	PASS1002
1172	P912-E1172	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	lcho	L+CH+O	LEITEN · NEHMEN · AUSFÜHREN	LEITEN · AUS STATION NEHMEN · AUSFÜHREN	RUNNING_STATEMENT	P1006-S304	PASS1002
1173	P912-E1173	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	r	R	MERKEN	MERKEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1174	P912-E1174	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	RUNNING_STATEMENT	P1006-S304	PASS1002
1175	P912-E1175	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	qokey	OK+E+Y	SETZEN · KURZ · POSTEN	AN STATION SETZEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1176	P912-E1176	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	qotal	OT+AL	DANACH · ZIEL	DANACH · ZIELSTATION	RUNNING_STATEMENT	P1006-S304	PASS1002
1177	P912-E1177	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1178	P912-E1178	f82r	BIOLOGICAL	f82r.8	CURRENT_BASE	qoteor	OT+E+OR	DANACH · KURZ · ANSATZ	DANACH · KURZ · ANSATZ	RUNNING_STATEMENT	P1006-S304	PASS1002
1179	P912-E1179	f82r	BIOLOGICAL	f82r.9	CURRENT_BASE	ssholshecthy	S+SH+O+LSH+E+CTH+Y	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · POSTEN	AUSWÄHLEN · HALTEN · AUSFÜHREN · SPÜLEN · KURZ · BEREIT · POSTEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1180	P912-E1180	f82r	BIOLOGICAL	f82r.9	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S304	PASS1002
1181	P912-E1181	f82r	BIOLOGICAL	f82r.9	CURRENT_BASE	chkedy	CHK+E+D_ADDR+Y	BEHANDELN · KURZ · TEIL · POSTEN	BEHANDELN · KURZ · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1182	P912-E1182	f82r	BIOLOGICAL	f82r.9	CURRENT_BASE	rchey	R+CH+E+Y	MERKEN · NEHMEN · KURZ · POSTEN	MERKEN · AUS STATION NEHMEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1183	P912-E1183	f82r	BIOLOGICAL	f82r.9	CURRENT_BASE	dairchey	D_ADDR+AIR+CH+E+Y	TEIL · LAUF · NEHMEN · KURZ · POSTEN	TEIL · BECKENLAUF · AUS STATION NEHMEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S304	PASS1002
1184	P912-E1184	f82r	BIOLOGICAL	f82r.9	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S304	PASS1002
1185	P912-E1185	f82r	BIOLOGICAL	f82r.10	CURRENT_BASE	oroldair	OR+OL+D_ADDR+AIR	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Eintragsklasse, gleiche Reihe weiter, Unterplatz, Ringlauf.	LOCAL_ADDRESS_OR_LABEL		PASS1002
1186	P912-E1186	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	kolchdy	K+OL+CHD+Y	GEBEN · FORTSETZEN · UMSETZEN · POSTEN	IN STATION GEBEN · FORTSETZEN · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S305	PASS1002
1187	P912-E1187	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S305	PASS1002
1188	P912-E1188	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	qopol	CARRIER_Q+O+P+OL	BEGINN · AUSFÜHREN · EINSETZEN · FORTSETZEN	BEGINNEN · AUSFÜHREN · EINSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S306	PASS1002
1189	P912-E1189	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	qotedor	OT+E+D_ADDR+OR	DANACH · KURZ · TEIL · ANSATZ	DANACH · KURZ · TEIL · ANSATZ	RUNNING_STATEMENT	P1006-S306	PASS1002
1190	P912-E1190	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	chopchedy	CH+O+P+CHD+Y	NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	AUS STATION NEHMEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S306	PASS1002
1191	P912-E1191	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	qotal	OT+AL	DANACH · ZIEL	DANACH · ZIELSTATION	RUNNING_STATEMENT	P1006-S306	PASS1002
1192	P912-E1192	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S306	PASS1002
1193	P912-E1193	f82r	BIOLOGICAL	f82r.11	CURRENT_BASE	kam	K+AM_ADDR	GEBEN · INNEN	IN STATION GEBEN · INNEN	RUNNING_STATEMENT	P1006-S306	PASS1002
1194	P912-E1194	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S306	PASS1002
1195	P912-E1195	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	qodched	CARRIER_Q+O+D_ADDR+CHD	BEGINN · AUSFÜHREN · TEIL · UMSETZEN	BEGINNEN · AUSFÜHREN · TEIL · UMSETZEN	RUNNING_STATEMENT	P1006-S307	PASS1002
1196	P912-E1196	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	olqo	OL+CARRIER_Q+O	FORTSETZEN · BEGINN · AUSFÜHREN	FORTSETZEN · BEGINNEN · AUSFÜHREN	RUNNING_STATEMENT	P1006-S307	PASS1002
1197	P912-E1197	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	dar	D_ADDR+AR	TEIL · QUELLE	TEIL · QUELLSTATION	RUNNING_STATEMENT	P1006-S307	PASS1002
1198	P912-E1198	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	checkho	CH+E+CKH+O	NEHMEN · KURZ · DURCHLASS · AUSFÜHREN	AUS STATION NEHMEN · KURZ · DURCHLASS · AUSFÜHREN	RUNNING_STATEMENT	P1006-S307	PASS1002
1199	P912-E1199	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	lolol	L+OL+OL	LEITEN · FORTSETZEN · FORTSETZEN	LEITEN · FORTSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S307	PASS1002
1200	P912-E1200	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	okal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S307	PASS1002
1201	P912-E1201	f82r	BIOLOGICAL	f82r.12	CURRENT_BASE	okarchedy	OK+AR+CHD+Y	SETZEN · QUELLE · UMSETZEN · POSTEN	AN STATION SETZEN · QUELLSTATION · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S307	PASS1002
1202	P912-E1202	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	tcheol	T+CHEO+L	STELLEN · AUSZUG · LEITEN	STELLEN · AUSZUG · LEITEN	RUNNING_STATEMENT	P1006-S307	PASS1002
1203	P912-E1203	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S307	PASS1002
1204	P912-E1204	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S308	PASS1002
1205	P912-E1205	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S309	PASS1002
1206	P912-E1206	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	chedar	CHD+AR	UMSETZEN · QUELLE	UMSETZEN · QUELLSTATION	RUNNING_STATEMENT	P1006-S310	PASS1002
1207	P912-E1207	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	RUNNING_STATEMENT	P1006-S310	PASS1002
1208	P912-E1208	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	lchey	L+Y	LEITEN · POSTEN	LEITEN · POSTEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1209	P912-E1209	f82r	BIOLOGICAL	f82r.13	CURRENT_BASE	solarol	S+OL+AR+OL	AUSWÄHLEN · FORTSETZEN · QUELLE · FORTSETZEN	AUSWÄHLEN · FORTSETZEN · QUELLSTATION · FORTSETZEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1210	P912-E1210	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	r	R	MERKEN	MERKEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1211	P912-E1211	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	olchy	OL+CH+Y	FORTSETZEN · NEHMEN · POSTEN	FORTSETZEN · AUS STATION NEHMEN · POSTEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1212	P912-E1212	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	qokal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S310	PASS1002
1213	P912-E1213	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	chey	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1214	P912-E1214	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	qokain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	RUNNING_STATEMENT	P1006-S310	PASS1002
1215	P912-E1215	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	deeedy	D_ADDR+EEE+D_ADDR+Y	TEIL · VOLL · TEIL · POSTEN	TEIL · VOLL · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1216	P912-E1216	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S310	PASS1002
1217	P912-E1217	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S310	PASS1002
1218	P912-E1218	f82r	BIOLOGICAL	f82r.14	CURRENT_BASE	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S310	PASS1002
1219	P912-E1219	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	kedy	K+E+DY	GEBEN · KURZ · SCHLUSS	IN STATION GEBEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S311	PASS1002
1220	P912-E1220	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S312	PASS1002
1221	P912-E1221	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S313	PASS1002
1222	P912-E1222	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S314	PASS1002
1223	P912-E1223	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	lkeedy	L+K+EE+D_ADDR+Y	LEITEN · GEBEN · LÄNGER · TEIL · POSTEN	LEITEN · IN STATION GEBEN · LÄNGER · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S315	PASS1002
1224	P912-E1224	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S315	PASS1002
1225	P912-E1225	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	dy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S315	PASS1002
1226	P912-E1226	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	RUNNING_STATEMENT	P1006-S315	PASS1002
1227	P912-E1227	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	chdy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S315	PASS1002
1228	P912-E1228	f82r	BIOLOGICAL	f82r.15	CURRENT_BASE	dy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S315	PASS1002
1229	P912-E1229	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S315	PASS1002
1230	P912-E1230	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S316	PASS1002
1231	P912-E1231	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S317	PASS1002
1232	P912-E1232	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	RUNNING_STATEMENT	P1006-S318	PASS1002
1233	P912-E1233	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	r	R	MERKEN	MERKEN	RUNNING_STATEMENT	P1006-S318	PASS1002
1234	P912-E1234	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	RUNNING_STATEMENT	P1006-S318	PASS1002
1235	P912-E1235	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S318	PASS1002
1236	P912-E1236	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S318	PASS1002
1237	P912-E1237	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	aiin	AIIN	MASS	STATIONSWERT	RUNNING_STATEMENT	P1006-S318	PASS1002
1238	P912-E1238	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	chey	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S318	PASS1002
1239	P912-E1239	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	ra	R+A_ADDR	MERKEN · ORT	MERKEN · ORT	RUNNING_STATEMENT	P1006-S318	PASS1002
1240	P912-E1240	f82r	BIOLOGICAL	f82r.16	CURRENT_BASE	dam	DA+AM_ADDR	ZWEIT · INNEN	ZWEIT · INNEN	RUNNING_STATEMENT	P1006-S318	PASS1002
1241	P912-E1241	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	Frischwasser	RUNNING_STATEMENT	P1006-S318	PASS1002
1242	P912-E1242	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S319	PASS1002
1243	P912-E1243	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S319	PASS1002
1244	P912-E1244	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	qokeeey	OK+EEE+Y	SETZEN · VOLL · POSTEN	AN STATION SETZEN · VOLL · POSTEN	RUNNING_STATEMENT	P1006-S319	PASS1002
1245	P912-E1245	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S319	PASS1002
1246	P912-E1246	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	lteedy	L+T+EE+D_ADDR+Y	LEITEN · STELLEN · LÄNGER · TEIL · POSTEN	LEITEN · STELLEN · LÄNGER · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S320	PASS1002
1247	P912-E1247	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S320	PASS1002
1248	P912-E1248	f82r	BIOLOGICAL	f82r.17	CURRENT_BASE	ralchey	R+AL+CH+E+Y	MERKEN · ZIEL · NEHMEN · KURZ · POSTEN	MERKEN · ZIELSTATION · AUS STATION NEHMEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S321	PASS1002
1249	P912-E1249	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	polched	P+OL+CHD	EINSETZEN · FORTSETZEN · UMSETZEN	EINSETZEN · FORTSETZEN · UMSETZEN	RUNNING_STATEMENT	P1006-S321	PASS1002
1250	P912-E1250	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	otain	OT+AIN	DANACH · PORTION	DANACH · PORTION	RUNNING_STATEMENT	P1006-S321	PASS1002
1251	P912-E1251	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S321	PASS1002
1252	P912-E1252	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S322	PASS1002
1253	P912-E1253	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	dal	AL	ZIEL	ZIELSTATION	RUNNING_STATEMENT	P1006-S323	PASS1002
1254	P912-E1254	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	chedar	CHD+AR	UMSETZEN · QUELLE	UMSETZEN · QUELLSTATION	RUNNING_STATEMENT	P1006-S323	PASS1002
1255	P912-E1255	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S323	PASS1002
1256	P912-E1256	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	ykeey	Y+K+EE+Y	POSTEN · GEBEN · LÄNGER · POSTEN	POSTEN · IN STATION GEBEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S323	PASS1002
