surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed	v99r7_spoken_default_de	gdt734_renderer_decision	gdt734_renderer_blocker_status	gdt734_renderer_positive_evidence_de	gdt734_renderer_counterevidence_de	gdt734_candidate_composition	gdt734_component_reading_ids	gdt734_component_export_allowed	gdt734_exact_whole_default_allowed	gdt734_candidate_decision	gdt734_composition_semantic_credit	gdt734_score_formula
olkchdy	olkchdy#1	fertige heiß-trockene Drogenportion	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	40	W2_PROVISIONAL_WORKING	GDT687	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: heiß-trocken aufbereitetes Drogenmaterial; lebender Rivale: dy als selbständiger Befehl innerhalb des Wortes	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	fertige heiß-trockene Drogenportion	olkchdy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	fertige heiß-trockene Drogenportion	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkchey	olkchey#1	erhitzter Holzansatz, bis Mittelstufe getrocknet	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	erhitzter Holzansatz, bis Mittelstufe getrocknet	olkchey#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	erhitzter Holzansatz, bis Mittelstufe getrocknet	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkechy	olkechy#1	Holzansatz mäßig erhitzen, trocknen und abschließen	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 1 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Holzansatz mäßig erhitzen, trocknen und abschließen	olkechy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	Holzansatz mäßig erhitzen, trocknen und abschließen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkedy	olkedy#GLOBAL	erhitzte Drogenbasis, fertig	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	22	16	21	76	W3_SOLID_WORKING_THEORY	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 16 Seiten und 21 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	erhitzte Drogenbasis, fertig	olkedy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	erhitzte Drogenbasis, fertig	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkeedy	olkeedy#1	Holzansatz vollständig erhitzt	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Holzdrogenansatz vollständig erhitzt und abgeschlossen	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Holzansatz vollständig erhitzt	olkeedy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	Holzansatz vollständig erhitzt	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkeeo	olkeeo#GLOBAL	stark erhitzter Drogenauszug	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	56	W2_PROVISIONAL_WORKING	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	stark erhitzter Drogenauszug	olkeeo#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	stark erhitzter Drogenauszug	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkeeody	olkeeody#GLOBAL	vollständig ausgekochter Holzdrogenauszug	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	5	5	5	61	W3_SOLID_WORKING_THEORY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 5 exakte ZL3b-Vorkommen auf 5 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	vollständig ausgekochter Holzdrogenauszug	olkeeody#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	vollständig ausgekochter Holzdrogenauszug	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkeeoldy	olkeeoldy#GLOBAL	Drogenstoff vollständig erhitzen und als Auszug fertigstellen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Drogenstoff vollständig erhitzen und als Auszug fertigstellen	olkeeoldy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Drogenstoff vollständig erhitzen und als Auszug fertigstellen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkees	olkees#GLOBAL	Charge vollständig erhitzten Drogenstoffs	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Charge vollständig erhitzten Drogenstoffs	olkees#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Charge vollständig erhitzten Drogenstoffs	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkeeshy	olkeeshy#GLOBAL	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	olkeeshy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Holzdrogenansatz vollständig erhitzen und leicht anfeuchten	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkeey	olkeey#1	Holzansatz vollständig erhitzt	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Holzdrogenansatz vollständig erhitzt	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Holzansatz vollständig erhitzt	olkeey#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	Holzansatz vollständig erhitzt	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkol	olkol#GLOBAL	heißer Drogenauszug	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	2	3	53	W2_PROVISIONAL_WORKING	GDT663:EXACT_WHOLE	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 2 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	heißer Drogenauszug	olkol#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	heißer Drogenauszug	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olkshey	olkshey#GLOBAL	Holzdrogenansatz erhitzen und bis zur Mittelstufe einweichen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	46	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Holzdrogenansatz erhitzen und bis zur Mittelstufe einweichen	olkshey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Holzdrogenansatz erhitzen und bis zur Mittelstufe einweichen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olol	olol#1	Holz-Grundansatz	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	44	W2_PROVISIONAL_WORKING	GDT690	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Holzdrogen-Grundansatz	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	Holz-Grundansatz	olol#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	Holz-Grundansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olom	olom#GLOBAL	eine Handvoll Holzdroge im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	eine Handvoll Holzdroge im Ansatz	olom#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	eine Handvoll Holzdroge im Ansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olor	olor#GLOBAL	Zutat	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	26	17	25	68	W3_SOLID_WORKING_THEORY	V13:TARGET_SURFACE_DEFAULT	V48-Quelle V13:TARGET_SURFACE_DEFAULT mit Staerke NEW_V11_TARGET_DEFAULT und Scope KNOWN_EXACT_WHOLE; 26 exakte ZL3b-Vorkommen auf 17 Seiten und 25 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Zutat	olor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Zutat	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olord	olord#1	abgezogener Holzanteil	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	30	W1_WEAK_WORKING	GDT691|GDT723	GDT723 trennt portablen Kern und exakte Fundstellenausgabe: IDENTITY_WOOD und VALUE_QUANTITY sind aktiv; zwischen Holzextraktpulver und Menge IV ist ein abgezogener Holzanteil nominal und die lokale Genitivfassung behebt die alte ungrammatische Ausgabe. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	GDT723 Grenze: Holzauszug, Holzzubereitung und Holzansatz bleiben rivalisierende Produktkoepfe; abziehen darf nicht als freie Aktion oder Morphembedeutung exportiert werden. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	abgezogene Portion des Holzauszugs	olord#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	abgezogener Holzanteil	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olpchdy	olpchdy#GLOBAL	fertiges Trockenpulver aus Holzdroge im Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	36	W1_WEAK_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	fertiges Trockenpulver aus Holzdroge im Ansatz	olpchdy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	fertiges Trockenpulver aus Holzdroge im Ansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
olpchedy	olpchedy#1	fertiges Holzextraktpulver	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	1	2	40	W2_PROVISIONAL_WORKING	GDT691	2 aktive exakte Positionen auf 1 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 2 identitaetssignalisierte Positionen; Zwei Belege tragen Holz-, Pulver-, Trocken- und Endpunktsignale.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: getrocknetes Holzpulver|Holzrückstand; Beide liegen auf derselben Seite; Holzpulver und Holzrückstand bleiben lokale Rivalen.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	fertiges Holzextraktpulver	olpchedy#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	fertiges Pulver aus Drogenholz	RENDERER_REVISE	EXTRACT_UNSUPPORTED	Die Herkunft aus Drogenholz und das fertige Pulver bleiben; die unbelegte Extraktionsbehauptung entfällt.	Pulver aus Holz kann weiterhin Extrakt, Abrieb oder getrocknete Zubereitung sein.	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
