page	locus	visible_owner	namespace_id	group_count	visible_sequence	coverage_sequence	continuous_default_reading_de	reading_mode
f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	13	yshey | qokeeody | cheos | oeeos | qockhy | chos | aiin | okeeody | qokoaiin | odain | ar | air | ay	PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	abgelesener oder freigegebener Wert; lokaler Namensrest y.; Ganzzeichen qokeeody: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.; Lokalschluessel cheos fuer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED; Lokalschluessel oeeos fuer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED; durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.; Lokalschluessel chos fuer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED; Sollwert; Ganzzeichen okeeody: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.; Rücknahmewert setzen; Portion vom vorigen Rücknahmeposten; Quelladresse des ROOT-Postens; Lauf oder Bahn; aktueller Hauptwert.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	9	shokchy | chteey | choteey | cphol | cheor | opcheeol | otor | choctheeey | okchoal	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.; lange oder volle Diagrammstufe; lokaler Namensrest cht/y.; Folgeposten laenger halten; lokalen CPH-Posten im selben Lauf weiterfuehren; Bedingungsansatz des lokalen CHE-Postens; lokalen Posten laenger im selben Lauf weiterfuehren; Bedingungsansatz des Folgepostens; Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.; Zieladresse des OKCHO-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	9	tochso | otchl | qokeeedy | cheey | cheeteey | yteody | chpor | cheokorchey | chod	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	Lokalschluessel tochso fuer A2_MIDDLE_PANEL_HEADER; lokaler CHL-Folgeposten; VOLLSTAENDIG_SETZEN__SCHLUSS; Freigabewert; lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.; Ganzzeichen yteody: Phasenplatz fest eingetragen.; Bedingungsansatz des lokalen CHP-Postens; Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.; Lokalschluessel chod fuer A2_MIDDLE_PANEL_HEADER	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	8	ykor | shey | qocheey | chokal | okeey | ror | eckhear | daram	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	Bedingungsansatz des lokalen YK-Postens; Freigabewert; abgelesener oder freigegebener Wert; lokaler Namensrest qo.; Zieladresse des CHOK-Postens; LANGSTUFE_SETZEN; Bedingungsansatz des lokalen R-Postens; Quelladresse des ECKHE-Postens; Lokalschluessel daram fuer A2_RIGHT_PANEL_HEADER	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	2	dchor | okaiiin	PORTABLE_COMPOSITION | LOCAL_COPY_LABEL	Bedingungsansatz des lokalen DCH-Postens; Lokalschluessel okaiiin fuer A2_MULTIPANEL_HEADER_FRAGMENT_04	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	F68_MULTIPANEL_HEADER_QUARANTINE_NS	1	yky	PORTABLE_COMPOSITION	aktuelles Haus.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	F68_MULTIPANEL_HEADER_QUARANTINE_NS	1	dary	PORTABLE_COMPOSITION	Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	F68_MULTIPANEL_HEADER_QUARANTINE_NS	1	chkchykoly	PORTABLE_COMPOSITION	Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS	1	okodaly	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.9	A2_STAR_STATION_01	F68_LOCAL_STAR_SLOT_NS	1	odchecthy	LEARNED_WHOLE_SIGN	Ganzzeichen odchecthy: feste abgeleitete Bedingung.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.10	A2_STAR_STATION_02	F68_LOCAL_STAR_SLOT_NS	1	otcheody	LEARNED_WHOLE_SIGN	Ganzzeichen otcheody: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.11	A2_STAR_STATION_03	F68_LOCAL_STAR_SLOT_NS	1	okoaly	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.12	A2_STAR_STATION_04	F68_LOCAL_STAR_SLOT_NS	1	chocfhy	LEARNED_WHOLE_SIGN	Ganzzeichen chocfhy: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.13	A2_STAR_STATION_05	F68_LOCAL_STAR_SLOT_NS	1	octhey	PORTABLE_COMPOSITION	ausgewählte Grundbedingung.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.14	A2_STAR_STATION_06	F68_LOCAL_STAR_SLOT_NS	1	otshey	PORTABLE_COMPOSITION	naechster freigegebener Wert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.15	A2_STAR_STATION_07	F68_LOCAL_STAR_SLOT_NS	1	otydy	LEARNED_WHOLE_SIGN	Ganzzeichen otydy: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.16	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	1	okear	PORTABLE_COMPOSITION	Quelladresse des OKE-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.17	A2_STAR_STATION_09	F68_LOCAL_STAR_SLOT_NS	1	cphocthy	LEARNED_WHOLE_SIGN	Ganzzeichen cphocthy: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.18	A2_STAR_STATION_10	F68_LOCAL_STAR_SLOT_NS	1	ytchody	LEARNED_WHOLE_SIGN	Ganzzeichen ytchody: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.19	A2_STAR_STATION_11	F68_LOCAL_STAR_SLOT_NS	1	otys	LOCAL_COPY_LABEL	Lokalschluessel otys fuer A2_STAR_STATION_11	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.20	A2_STAR_STATION_12	F68_LOCAL_STAR_SLOT_NS	1	olor	PORTABLE_COMPOSITION	derselbe Ansatz	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.21	A2_STAR_STATION_13	F68_LOCAL_STAR_SLOT_NS	1	ockhy	PORTABLE_COMPOSITION	durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.22	A2_STAR_STATION_14	F68_LOCAL_STAR_SLOT_NS	1	ofcheor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen OFCHE-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.23	A2_STAR_STATION_15	F68_LOCAL_STAR_SLOT_NS	1	otchdy	PORTABLE_COMPOSITION	FOLGEPLATZ_UEBERTRAGEN__SCHLUSS	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.24	A2_STAR_STATION_16	F68_LOCAL_STAR_SLOT_NS	1	otykchs	LOCAL_COPY_LABEL	Lokalschluessel otykchs fuer A2_STAR_STATION_16	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.25	A2_STAR_STATION_17	F68_LOCAL_STAR_SLOT_NS	1	otol	PORTABLE_COMPOSITION	DANACH_FORTSETZEN	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.26	A2_STAR_STATION_18	F68_LOCAL_STAR_SLOT_NS	1	otor	PORTABLE_COMPOSITION	Bedingungsansatz des Folgepostens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.27	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	1	oiinar	PORTABLE_COMPOSITION	Quelladresse des OIIN-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.28	A2_STAR_STATION_20	F68_LOCAL_STAR_SLOT_NS	1	okoldy	LEARNED_WHOLE_SIGN	Ganzzeichen okoldy: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.29	A2_STAR_STATION_21	F68_LOCAL_STAR_SLOT_NS	1	ykchdy	LEARNED_WHOLE_SIGN	Ganzzeichen ykchdy: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.30	A2_STAR_STATION_22	F68_LOCAL_STAR_SLOT_NS	1	oeeody	LEARNED_WHOLE_SIGN	Ganzzeichen oeeody: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.31	A2_STAR_STATION_23	F68_LOCAL_STAR_SLOT_NS	1	ocphy	LEARNED_WHOLE_SIGN	Ganzzeichen ocphy: Grundauswahl.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.32	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	1	okeeodal	PORTABLE_COMPOSITION	Zieladresse des OKEEOD-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.33	A2_STAR_STATION_25	F68_LOCAL_STAR_SLOT_NS	1	okshor	PORTABLE_COMPOSITION	ruhenden Bedingungsansatz einsetzen	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.34	A2_STAR_STATION_26	F68_LOCAL_STAR_SLOT_NS	1	osdaiin	PORTABLE_COMPOSITION	voriger Aufnahmewert	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.35	A2_STAR_STATION_27	F68_LOCAL_STAR_SLOT_NS	1	otochedy	LEARNED_WHOLE_SIGN	Ganzzeichen otochedy: naechster Platz oder folgende Bedingung + Wert oder Platzbezug uebertragen; lokaler Namensrest o/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.36	A2_STAR_STATION_28	F68_LOCAL_STAR_SLOT_NS	1	dolchedy	LEARNED_WHOLE_SIGN	Ganzzeichen dolchedy: im selben Ring, Band oder Satz fortsetzen + Wert oder Platzbezug uebertragen; lokaler Namensrest d/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	5	oky | okchdy | okardy | qear | oygy	PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	einsetzen; Ganzzeichen okchdy: Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; lokaler Namensrest y.; Ganzzeichen okardy: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dy.; Quelladresse des QE-Postens; aktueller Grundgrad.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	40	dair | cheyky | otaza | sar | ar | chykar | okoirsh | ar | chetody | okeeos | o | tey | otokeeey | okeeody | okeey | doiir | teeo | y | chey | ot | y | okedy | chsdy | okeod | y | dy | choaiin | okar | okar | chol | chees | yto | odair | oty | oteeo | dar | o | eykeody | dchor | char	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | LEARNED_WHOLE_SIGN | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	voriger Lauf; Ablesung dieses Hauses.; lokaler AZA-Folgeposten; davon; Quelladresse des ROOT-Postens; Quelladresse des CHYK-Postens; Lokalschluessel okoirsh fuer A3_LEFT_WHEEL_RING_TEXT; Quelladresse des ROOT-Postens; Ganzzeichen chetody: abgeleiteter Platzwert.; Lokalschluessel okeeos fuer A3_LEFT_WHEEL_RING_TEXT; Lokalschluessel o fuer A3_LEFT_WHEEL_RING_TEXT; aktueller Phasenwert.; Folgeposten laenger einsetzen; Ganzzeichen okeeody: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.; LANGSTUFE_SETZEN; Lokalschluessel doiir fuer A3_LEFT_WHEEL_RING_TEXT; Lokalschluessel teeo fuer A3_LEFT_WHEEL_RING_TEXT; dies; dies; Folgeposten; dies; Ganzzeichen okedy: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.; Ganzzeichen chsdy: sekundärer Zustand fest.; Lokalschluessel okeod fuer A3_LEFT_WHEEL_RING_TEXT; dies; dies; Eingabe-Sollwert; Quelladresse des OK-Postens; Quelladresse des OK-Postens; weiter; Lokalschluessel chees fuer A3_LEFT_WHEEL_RING_TEXT; Lokalschluessel yto fuer A3_LEFT_WHEEL_RING_TEXT; vom vorigen Lauf zurücknehmen; Ganzzeichen oty: Teilsektor oder Untereintrag; lokaler Namensrest o.; lokalen Folgeposten laenger halten; davon; Lokalschluessel o fuer A3_LEFT_WHEEL_RING_TEXT; Ganzzeichen eykeody: ausgewählter Klassenplatz.; Bedingungsansatz des lokalen DCH-Postens; davon	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	38	yka | chol | ykar | dal | ykady | iokeeor | cheey | choly | ykeeal | cheo | oaram | ockhy | sheey | aiin | y | daiial | cheody | cheal | yetey | chear | y | dy | ykey | ch | y | dy | chol | ykar | ol | y | ykeeody | chey | dal | ody | airchy | choky | ychey | chey	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	Lokalschluessel yka fuer A3_MIDDLE_WHEEL_RING_TEXT; weiter; Quelladresse des YK-Postens; dorthin; Ganzzeichen ykady: aktuelle Qualität fest.; lokalen Bedingungsansatz laenger aktiv halten; Freigabewert; im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/y.; Zieladresse des YKEE-Postens; Lokalschluessel cheo fuer A3_MIDDLE_WHEEL_RING_TEXT; Lokalschluessel oaram fuer A3_MIDDLE_WHEEL_RING_TEXT; durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.; POSITION_LAENGER_HALTEN; Sollwert; dies; Zieladresse des DAII-Postens; Ganzzeichen cheody: Ablesewert fest.; dorthin; ausgewählter Phasenwert.; Quelladresse des CHE-Postens; dies; dies; aktuelle Klasse.; Lokalschluessel ch fuer A3_MIDDLE_WHEEL_RING_TEXT; dies; dies; weiter; Quelladresse des YK-Postens; weiter; dies; Ganzzeichen ykeeody: lange oder volle Diagrammstufe; lokaler Namensrest yk/ody.; dies; dorthin; POSTEN_ZURUECKNEHMEN__SCHLUSS; Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest chy.; einsetzen; aktueller Ablesewert.; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	29	doair | otaldal | dair | chdy | otoar | ar | chy | qoteor | cho | qotair | chda | oteeal | cheor | ar | air | oteody | ytyd | a | dchy | otoly | okeodal | oteoarar | cheteeser | dair | chey | okody | dal | oteey | oteey	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | LOCAL_COPY_LABEL | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LOCAL_COPY_LABEL | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | LEARNED_WHOLE_SIGN | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	vorigen Rücklauf wählen; Folgeposten an die bezeichnete Ziel-Unteradresse; voriger Lauf; überführen; Quelladresse des Folgepostens; Quelladresse des ROOT-Postens; dies; kurzer Bedingungsansatz des Folgepostens; EINGANGSBEDINGUNG; Laufbahn des Folgepostens; Lokalschluessel chda fuer A3_RIGHT_WHEEL_RING_TEXT; Folgeposten laenger an der Zieladresse halten; Bedingungsansatz des lokalen CHE-Postens; Quelladresse des ROOT-Postens; Lauf oder Bahn; Ganzzeichen oteody: naechster Platz oder folgende Bedingung; lokaler Namensrest eody.; Lokalschluessel ytyd fuer A3_RIGHT_WHEEL_RING_TEXT; Lokalschluessel a fuer A3_RIGHT_WHEEL_RING_TEXT; fester Zustand.; diesen Folgeposten im selben Lauf weiterfuehren; Zieladresse des OKEOD-Postens; Folgeposten mit doppelter Quelladresse; Lokalschluessel cheteeser fuer A3_RIGHT_WHEEL_RING_TEXT; voriger Lauf; dies; Ganzzeichen okody: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.; dorthin; NAECHSTER_LANGSTUFENPOSTEN; NAECHSTER_LANGSTUFENPOSTEN	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	2	okeey | sar	PORTABLE_COMPOSITION | PORTABLE_COMPOSITION	LANGSTUFE_SETZEN; davon	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	2	okeo | dy	LOCAL_COPY_LABEL | PORTABLE_COMPOSITION	Lokalschluessel okeo fuer A3_LEFT_RADIAL_SLOT_02; dies	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.6	A3_LEFT_RADIAL_SLOT_03	F69_LEFT_WHEEL_NS	1	ochoyk	LOCAL_COPY_LABEL	Lokalschluessel ochoyk fuer A3_LEFT_RADIAL_SLOT_03	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	F69_LEFT_WHEEL_NS	1	ykeey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	F69_LEFT_WHEEL_NS	1	ytory	PORTABLE_COMPOSITION	Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.9	A3_LEFT_RADIAL_SLOT_06	F69_LEFT_WHEEL_NS	1	oeesy	LEARNED_WHOLE_SIGN	Ganzzeichen oeesy: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.10	A3_LEFT_RADIAL_SLOT_07	F69_LEFT_WHEEL_NS	1	ytody	LEARNED_WHOLE_SIGN	Ganzzeichen ytody: Platz fest eingetragen.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.11	A3_LEFT_RADIAL_SLOT_08	F69_LEFT_WHEEL_NS	1	okody	LEARNED_WHOLE_SIGN	Ganzzeichen okody: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.12	A3_LEFT_RADIAL_SLOT_09	F69_LEFT_WHEEL_NS	1	otody	LEARNED_WHOLE_SIGN	Ganzzeichen otody: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	1	okeal	PORTABLE_COMPOSITION	Zieladresse des OKE-Postens	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.14	A3_LEFT_RADIAL_SLOT_11	F69_LEFT_WHEEL_NS	1	okeod	LOCAL_COPY_LABEL	Lokalschluessel okeod fuer A3_LEFT_RADIAL_SLOT_11	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	F69_LEFT_WHEEL_NS	1	oteeys	PORTABLE_COMPOSITION	lokalen Folgeposten laenger halten	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	F69_LEFT_WHEEL_NS	1	oteol	PORTABLE_COMPOSITION	Folgeposten kurz im selben Lauf weiterfuehren	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.17	A3_LEFT_RADIAL_SLOT_14	F69_LEFT_WHEEL_NS	1	ykeydy	LEARNED_WHOLE_SIGN	Ganzzeichen ykeydy: aktuelle Klasse fest.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.18	A3_LEFT_RADIAL_SLOT_15	F69_LEFT_WHEEL_NS	1	okeod	LOCAL_COPY_LABEL	Lokalschluessel okeod fuer A3_LEFT_RADIAL_SLOT_15	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	F69_LEFT_WHEEL_NS	1	saral	PORTABLE_COMPOSITION	von der Quelladresse zur Zieladresse	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.20	A3_LEFT_RADIAL_SLOT_17	F69_LEFT_WHEEL_NS	1	saiir	LOCAL_COPY_LABEL	Lokalschluessel saiir fuer A3_LEFT_RADIAL_SLOT_17	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	F69_LEFT_WHEEL_NS	1	okolar	PORTABLE_COMPOSITION	den Lauf von der Quelladresse aktivieren	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
f69v	f69v.22	A3_LEFT_RADIAL_SLOT_19	F69_LEFT_WHEEL_NS	1	ykeody	LEARNED_WHOLE_SIGN	Ganzzeichen ykeody: Klassenplatz fest eingetragen.	LOCAL_LOOKUP_IN_SOURCE_COPY_ORDER
