group_serial	page	locus	visible_owner	namespace_id	visible_surface	coverage_class	component_or_copy_reading_de	source_order_only	orientation_claim	start_claim	cross_page_key
127	f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	F67_LEFT_WHEEL_NS	dadaiin	PORTABLE_COMPOSITION	Sollwert des lokalen DAD-Postens	YES	NONE	NONE	NONE
128	f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	F67_LEFT_WHEEL_NS	qotoear	PORTABLE_COMPOSITION	Quelladresse des Folgepostens	YES	NONE	NONE	NONE
129	f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	F67_LEFT_WHEEL_NS	dchdar	PORTABLE_COMPOSITION	Quelladresse des DCHD-Postens	YES	NONE	NONE	NONE
130	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	y	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
131	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	F67_LEFT_WHEEL_NS	saldal	PORTABLE_COMPOSITION	Zieladresse des SALD-Postens	YES	NONE	NONE	NONE
132	f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	F67_LEFT_WHEEL_NS	ytodal	PORTABLE_COMPOSITION	Zieladresse des YTOD-Postens	YES	NONE	NONE	NONE
133	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	tol	PORTABLE_COMPOSITION	weiter	YES	NONE	NONE	NONE
134	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	F67_LEFT_WHEEL_NS	daiin	PORTABLE_COMPOSITION	Sollwert	YES	NONE	NONE	NONE
135	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	otar	PORTABLE_COMPOSITION	DANACH_VOM_AUSGANGSPLATZ	YES	NONE	NONE	NONE
136	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	F67_LEFT_WHEEL_NS	dy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
137	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	cho	PORTABLE_COMPOSITION	EINGANGSBEDINGUNG	YES	NONE	NONE	NONE
138	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	dal	PORTABLE_COMPOSITION	dorthin	YES	NONE	NONE	NONE
139	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	F67_LEFT_WHEEL_NS	g	LOCAL_COPY_LABEL	Lokalschluessel g fuer A1_LEFT_OUTER_STAR_STATION_07	YES	NONE	NONE	NONE
140	f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	F67_LEFT_WHEEL_NS	ytchodly	LEARNED_WHOLE_SIGN	Ganzzeichen ytchodly: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	YES	NONE	NONE	NONE
141	f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	F67_LEFT_WHEEL_NS	octhys	LOCAL_COPY_LABEL	Lokalschluessel octhys fuer A1_LEFT_OUTER_STAR_STATION_09	YES	NONE	NONE	NONE
142	f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	F67_LEFT_WHEEL_NS	ytokar	PORTABLE_COMPOSITION	Quelladresse des YTOK-Postens	YES	NONE	NONE	NONE
143	f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	F67_LEFT_WHEEL_NS	otolor	PORTABLE_COMPOSITION	Folgeposten; gleiche Reihe; neuer Bedingungsansatz	YES	NONE	NONE	NONE
144	f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	F67_LEFT_WHEEL_NS	okodar	PORTABLE_COMPOSITION	Quelladresse des OKOD-Postens	YES	NONE	NONE	NONE
145	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	s	LOCAL_COPY_LABEL	Lokalschluessel s fuer A1_RIGHT_PHASE_STATION_01	YES	NONE	NONE	NONE
146	f67r2	f67r2.64	A1_RIGHT_PHASE_STATION_01	F67_RIGHT_WHEEL_NS	air	PORTABLE_COMPOSITION	Lauf oder Bahn	YES	NONE	NONE	NONE
147	f67r2	f67r2.65	A1_RIGHT_PHASE_STATION_02	F67_RIGHT_WHEEL_NS	soear	PORTABLE_COMPOSITION	Quelladresse des SOE-Postens	YES	NONE	NONE	NONE
148	f67r2	f67r2.66	A1_RIGHT_PHASE_STATION_03	F67_RIGHT_WHEEL_NS	cpheey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	YES	NONE	NONE	NONE
149	f67r2	f67r2.67	A1_RIGHT_PHASE_STATION_04	F67_RIGHT_WHEEL_NS	okodar	PORTABLE_COMPOSITION	Quelladresse des OKOD-Postens	YES	NONE	NONE	NONE
150	f67r2	f67r2.68	A1_RIGHT_PHASE_STATION_05	F67_RIGHT_WHEEL_NS	oepchod	LOCAL_COPY_LABEL	Lokalschluessel oepchod fuer A1_RIGHT_PHASE_STATION_05	YES	NONE	NONE	NONE
151	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	s	LOCAL_COPY_LABEL	Lokalschluessel s fuer A1_RIGHT_PHASE_STATION_06	YES	NONE	NONE	NONE
152	f67r2	f67r2.69	A1_RIGHT_PHASE_STATION_06	F67_RIGHT_WHEEL_NS	ay	PORTABLE_COMPOSITION	aktueller Hauptwert.	YES	NONE	NONE	NONE
153	f67r2	f67r2.70	A1_RIGHT_PHASE_STATION_07	F67_RIGHT_WHEEL_NS	osar	PORTABLE_COMPOSITION	Quelladresse des OS-Postens	YES	NONE	NONE	NONE
154	f67r2	f67r2.71	A1_RIGHT_PHASE_STATION_08	F67_RIGHT_WHEEL_NS	oran	PORTABLE_COMPOSITION	alternativer Ansatz	YES	NONE	NONE	NONE
155	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	dar	PORTABLE_COMPOSITION	davon	YES	NONE	NONE	NONE
156	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	aldaiin	PORTABLE_COMPOSITION	voriger Ziel-Sollwert	YES	NONE	NONE	NONE
157	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydaiin	PORTABLE_COMPOSITION	Sollwert dieses vorigen Postens	YES	NONE	NONE	NONE
158	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	qkoy	LEARNED_WHOLE_SIGN	Ganzzeichen qkoy: neue Grundklasse.	YES	NONE	NONE	NONE
159	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydaiin	PORTABLE_COMPOSITION	Sollwert dieses vorigen Postens	YES	NONE	NONE	NONE
160	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	qofair	PORTABLE_COMPOSITION	Lauf des lokalen QOF-Postens	YES	NONE	NONE	NONE
161	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ypair	PORTABLE_COMPOSITION	diesen Posten in den Lauf führen	YES	NONE	NONE	NONE
162	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ykoaiin	PORTABLE_COMPOSITION	gebundener Sollwert dieses Postens	YES	NONE	NONE	NONE
163	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ydoly	PORTABLE_COMPOSITION	im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	YES	NONE	NONE	NONE
164	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	ytalchos	LOCAL_COPY_LABEL	Lokalschluessel ytalchos fuer A1_LEFT_OUTER_RING_TEXT	YES	NONE	NONE	NONE
165	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	oly	PORTABLE_COMPOSITION	im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	YES	NONE	NONE	NONE
166	f67r2	f67r2.72	A1_LEFT_OUTER_RING_TEXT	F67_LEFT_WHEEL_NS	okey	PORTABLE_COMPOSITION	KURZSTUFE_SETZEN	YES	NONE	NONE	NONE
167	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	sshey	PORTABLE_COMPOSITION	abgelesener oder freigegebener Wert; lokaler Namensrest s.	YES	NONE	NONE	NONE
168	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	sy	PORTABLE_COMPOSITION	dies	YES	NONE	NONE	NONE
169	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	shees	LOCAL_COPY_LABEL	Lokalschluessel shees fuer A1_RIGHT_OUTER_RING_TEXT	YES	NONE	NONE	NONE
170	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	qeykeey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	YES	NONE	NONE	NONE
171	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ykchey	PORTABLE_COMPOSITION	Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	YES	NONE	NONE	NONE
172	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ykchey	PORTABLE_COMPOSITION	Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	YES	NONE	NONE	NONE
173	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	qokeochy	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	YES	NONE	NONE	NONE
174	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	oaiin	PORTABLE_COMPOSITION	Rücknahmewert	YES	NONE	NONE	NONE
175	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	okol	PORTABLE_COMPOSITION	den Posten einsetzen und im selben Lauf weiter	YES	NONE	NONE	NONE
176	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	ar	PORTABLE_COMPOSITION	Quelladresse des ROOT-Postens	YES	NONE	NONE	NONE
177	f67r2	f67r2.73	A1_RIGHT_OUTER_RING_TEXT	F67_RIGHT_WHEEL_NS	olar	PORTABLE_COMPOSITION	von der Quelladresse im selben Lauf weiter	YES	NONE	NONE	NONE
178	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	yshey	PORTABLE_COMPOSITION	abgelesener oder freigegebener Wert; lokaler Namensrest y.	YES	NONE	NONE	NONE
179	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	qokeeody	LEARNED_WHOLE_SIGN	Ganzzeichen qokeeody: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.	YES	NONE	NONE	NONE
180	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	cheos	LOCAL_COPY_LABEL	Lokalschluessel cheos fuer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	YES	NONE	NONE	NONE
181	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	oeeos	LOCAL_COPY_LABEL	Lokalschluessel oeeos fuer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	YES	NONE	NONE	NONE
182	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	qockhy	PORTABLE_COMPOSITION	durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.	YES	NONE	NONE	NONE
183	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	chos	LOCAL_COPY_LABEL	Lokalschluessel chos fuer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	YES	NONE	NONE	NONE
184	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	aiin	PORTABLE_COMPOSITION	Sollwert	YES	NONE	NONE	NONE
185	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	okeeody	LEARNED_WHOLE_SIGN	Ganzzeichen okeeody: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	YES	NONE	NONE	NONE
186	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	qokoaiin	PORTABLE_COMPOSITION	Rücknahmewert setzen	YES	NONE	NONE	NONE
187	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	odain	PORTABLE_COMPOSITION	Portion vom vorigen Rücknahmeposten	YES	NONE	NONE	NONE
188	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	ar	PORTABLE_COMPOSITION	Quelladresse des ROOT-Postens	YES	NONE	NONE	NONE
189	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	air	PORTABLE_COMPOSITION	Lauf oder Bahn	YES	NONE	NONE	NONE
190	f67r2	f67r2.74	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	F67_PAIRED_LEGEND_QUARANTINE_NS	ay	PORTABLE_COMPOSITION	aktueller Hauptwert.	YES	NONE	NONE	NONE
191	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	shokchy	PORTABLE_COMPOSITION	Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	YES	NONE	NONE	NONE
192	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	chteey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	YES	NONE	NONE	NONE
193	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	choteey	PORTABLE_COMPOSITION	Folgeposten laenger halten	YES	NONE	NONE	NONE
194	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	cphol	PORTABLE_COMPOSITION	lokalen CPH-Posten im selben Lauf weiterfuehren	YES	NONE	NONE	NONE
195	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	cheor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen CHE-Postens	YES	NONE	NONE	NONE
196	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	opcheeol	PORTABLE_COMPOSITION	lokalen Posten laenger im selben Lauf weiterfuehren	YES	NONE	NONE	NONE
197	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	otor	PORTABLE_COMPOSITION	Bedingungsansatz des Folgepostens	YES	NONE	NONE	NONE
198	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	choctheeey	PORTABLE_COMPOSITION	Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/cth/y.	YES	NONE	NONE	NONE
199	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	okchoal	PORTABLE_COMPOSITION	Zieladresse des OKCHO-Postens	YES	NONE	NONE	NONE
200	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	tochso	LOCAL_COPY_LABEL	Lokalschluessel tochso fuer A2_MIDDLE_PANEL_HEADER	YES	NONE	NONE	NONE
201	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	otchl	PORTABLE_COMPOSITION	lokaler CHL-Folgeposten	YES	NONE	NONE	NONE
202	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	qokeeedy	PORTABLE_COMPOSITION	VOLLSTAENDIG_SETZEN__SCHLUSS	YES	NONE	NONE	NONE
203	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheey	PORTABLE_COMPOSITION	Freigabewert	YES	NONE	NONE	NONE
204	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheeteey	PORTABLE_COMPOSITION	lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; lokaler Namensrest ch/t/y.	YES	NONE	NONE	NONE
205	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	yteody	LEARNED_WHOLE_SIGN	Ganzzeichen yteody: Phasenplatz fest eingetragen.	YES	NONE	NONE	NONE
206	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	chpor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen CHP-Postens	YES	NONE	NONE	NONE
207	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	cheokorchey	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren + Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest che/chey.	YES	NONE	NONE	NONE
208	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	chod	LOCAL_COPY_LABEL	Lokalschluessel chod fuer A2_MIDDLE_PANEL_HEADER	YES	NONE	NONE	NONE
209	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	ykor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen YK-Postens	YES	NONE	NONE	NONE
210	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	shey	PORTABLE_COMPOSITION	Freigabewert	YES	NONE	NONE	NONE
211	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	qocheey	PORTABLE_COMPOSITION	abgelesener oder freigegebener Wert; lokaler Namensrest qo.	YES	NONE	NONE	NONE
212	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	chokal	PORTABLE_COMPOSITION	Zieladresse des CHOK-Postens	YES	NONE	NONE	NONE
213	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	okeey	PORTABLE_COMPOSITION	LANGSTUFE_SETZEN	YES	NONE	NONE	NONE
214	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	ror	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen R-Postens	YES	NONE	NONE	NONE
215	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	eckhear	PORTABLE_COMPOSITION	Quelladresse des ECKHE-Postens	YES	NONE	NONE	NONE
216	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	daram	LOCAL_COPY_LABEL	Lokalschluessel daram fuer A2_RIGHT_PANEL_HEADER	YES	NONE	NONE	NONE
217	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	dchor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen DCH-Postens	YES	NONE	NONE	NONE
218	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	okaiiin	LOCAL_COPY_LABEL	Lokalschluessel okaiiin fuer A2_MULTIPANEL_HEADER_FRAGMENT_04	YES	NONE	NONE	NONE
219	f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	F68_MULTIPANEL_HEADER_QUARANTINE_NS	yky	PORTABLE_COMPOSITION	aktuelles Haus.	YES	NONE	NONE	NONE
220	f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	F68_MULTIPANEL_HEADER_QUARANTINE_NS	dary	PORTABLE_COMPOSITION	Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d/y.	YES	NONE	NONE	NONE
221	f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	F68_MULTIPANEL_HEADER_QUARANTINE_NS	chkchykoly	PORTABLE_COMPOSITION	Diagrammplatz berechnen oder bearbeiten + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest ch/yk/y.	YES	NONE	NONE	NONE
222	f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS	okodaly	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od/y.	YES	NONE	NONE	NONE
223	f68r1	f68r1.9	A2_STAR_STATION_01	F68_LOCAL_STAR_SLOT_NS	odchecthy	LEARNED_WHOLE_SIGN	Ganzzeichen odchecthy: feste abgeleitete Bedingung.	YES	NONE	NONE	NONE
224	f68r1	f68r1.10	A2_STAR_STATION_02	F68_LOCAL_STAR_SLOT_NS	otcheody	LEARNED_WHOLE_SIGN	Ganzzeichen otcheody: naechster Platz oder folgende Bedingung; lokaler Namensrest cheody.	YES	NONE	NONE	NONE
225	f68r1	f68r1.11	A2_STAR_STATION_03	F68_LOCAL_STAR_SLOT_NS	okoaly	PORTABLE_COMPOSITION	Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest o/y.	YES	NONE	NONE	NONE
226	f68r1	f68r1.12	A2_STAR_STATION_04	F68_LOCAL_STAR_SLOT_NS	chocfhy	LEARNED_WHOLE_SIGN	Ganzzeichen chocfhy: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/cfhy.	YES	NONE	NONE	NONE
227	f68r1	f68r1.13	A2_STAR_STATION_05	F68_LOCAL_STAR_SLOT_NS	octhey	PORTABLE_COMPOSITION	ausgewählte Grundbedingung.	YES	NONE	NONE	NONE
228	f68r1	f68r1.14	A2_STAR_STATION_06	F68_LOCAL_STAR_SLOT_NS	otshey	PORTABLE_COMPOSITION	naechster freigegebener Wert	YES	NONE	NONE	NONE
229	f68r1	f68r1.15	A2_STAR_STATION_07	F68_LOCAL_STAR_SLOT_NS	otydy	LEARNED_WHOLE_SIGN	Ganzzeichen otydy: Teilsektor oder Untereintrag; lokaler Namensrest o/dy.	YES	NONE	NONE	NONE
230	f68r1	f68r1.16	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	okear	PORTABLE_COMPOSITION	Quelladresse des OKE-Postens	YES	NONE	NONE	NONE
231	f68r1	f68r1.17	A2_STAR_STATION_09	F68_LOCAL_STAR_SLOT_NS	cphocthy	LEARNED_WHOLE_SIGN	Ganzzeichen cphocthy: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest cp/cthy.	YES	NONE	NONE	NONE
232	f68r1	f68r1.18	A2_STAR_STATION_10	F68_LOCAL_STAR_SLOT_NS	ytchody	LEARNED_WHOLE_SIGN	Ganzzeichen ytchody: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dy.	YES	NONE	NONE	NONE
233	f68r1	f68r1.19	A2_STAR_STATION_11	F68_LOCAL_STAR_SLOT_NS	otys	LOCAL_COPY_LABEL	Lokalschluessel otys fuer A2_STAR_STATION_11	YES	NONE	NONE	NONE
234	f68r1	f68r1.20	A2_STAR_STATION_12	F68_LOCAL_STAR_SLOT_NS	olor	PORTABLE_COMPOSITION	derselbe Ansatz	YES	NONE	NONE	NONE
235	f68r1	f68r1.21	A2_STAR_STATION_13	F68_LOCAL_STAR_SLOT_NS	ockhy	PORTABLE_COMPOSITION	durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	YES	NONE	NONE	NONE
236	f68r1	f68r1.22	A2_STAR_STATION_14	F68_LOCAL_STAR_SLOT_NS	ofcheor	PORTABLE_COMPOSITION	Bedingungsansatz des lokalen OFCHE-Postens	YES	NONE	NONE	NONE
237	f68r1	f68r1.23	A2_STAR_STATION_15	F68_LOCAL_STAR_SLOT_NS	otchdy	PORTABLE_COMPOSITION	FOLGEPLATZ_UEBERTRAGEN__SCHLUSS	YES	NONE	NONE	NONE
238	f68r1	f68r1.24	A2_STAR_STATION_16	F68_LOCAL_STAR_SLOT_NS	otykchs	LOCAL_COPY_LABEL	Lokalschluessel otykchs fuer A2_STAR_STATION_16	YES	NONE	NONE	NONE
239	f68r1	f68r1.25	A2_STAR_STATION_17	F68_LOCAL_STAR_SLOT_NS	otol	PORTABLE_COMPOSITION	DANACH_FORTSETZEN	YES	NONE	NONE	NONE
240	f68r1	f68r1.26	A2_STAR_STATION_18	F68_LOCAL_STAR_SLOT_NS	otor	PORTABLE_COMPOSITION	Bedingungsansatz des Folgepostens	YES	NONE	NONE	NONE
241	f68r1	f68r1.27	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	oiinar	PORTABLE_COMPOSITION	Quelladresse des OIIN-Postens	YES	NONE	NONE	NONE
242	f68r1	f68r1.28	A2_STAR_STATION_20	F68_LOCAL_STAR_SLOT_NS	okoldy	LEARNED_WHOLE_SIGN	Ganzzeichen okoldy: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dy.	YES	NONE	NONE	NONE
243	f68r1	f68r1.29	A2_STAR_STATION_21	F68_LOCAL_STAR_SLOT_NS	ykchdy	LEARNED_WHOLE_SIGN	Ganzzeichen ykchdy: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	YES	NONE	NONE	NONE
244	f68r1	f68r1.30	A2_STAR_STATION_22	F68_LOCAL_STAR_SLOT_NS	oeeody	LEARNED_WHOLE_SIGN	Ganzzeichen oeeody: lange oder volle Diagrammstufe; lokaler Namensrest o/ody.	YES	NONE	NONE	NONE
245	f68r1	f68r1.31	A2_STAR_STATION_23	F68_LOCAL_STAR_SLOT_NS	ocphy	LEARNED_WHOLE_SIGN	Ganzzeichen ocphy: Grundauswahl.	YES	NONE	NONE	NONE
246	f68r1	f68r1.32	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	okeeodal	PORTABLE_COMPOSITION	Zieladresse des OKEEOD-Postens	YES	NONE	NONE	NONE
