record	locus	word	role	entity_id	claimed_by	reading
F83_P4	f83r.28:5	shedy	NOUN	F83_P4:shedy	f83r.27:3	Saft
F83_P4	f83r.28:6	oldy	OPEN	NA	NA	[oldy]
F83_P4	f83r.29:1	salchedy	OPEN	NA	NA	[salchedy]
F83_P4	f83r.29:2	cheey	OPEN	NA	NA	[cheey]
F83_P4	f83r.29:3	qody	OPEN	NA	NA	[qody]
F83_P4	f83r.29:4	kesd	OPEN	NA	NA	[kesd]
F83_P4	f83r.29:5	oldy	OPEN	NA	NA	[oldy]
F83_P4	f83r.30:1	s	OPEN	NA	NA	[s]
F83_P4	f83r.30:2	okeedy	OPEN	NA	NA	[okeedy]
F83_P4	f83r.30:3	qokeedy	FROM	NA	NA	Saft stammt aus ?Gegenstand
F83_P4	f83r.30:4	qoky	OPEN	NA	NA	[qoky]
F83_P4	f83r.30:5	saii	OPEN	NA	NA	[saii]
F83_P5	f83r.31:1	techedy	OPEN	NA	NA	[techedy]
F83_P5	f83r.31:2	qotchedy	OPEN	NA	NA	[qotchedy]
F83_P5	f83r.31:3	okeedy	OPEN	NA	NA	[okeedy]
F83_P5	f83r.31:4	ldy	OPEN	NA	NA	[ldy]
F83_P5	f83r.32:1	cheol	OPEN	NA	NA	[cheol]
F83_P5	f83r.32:2	qokchedy	OPEN	NA	NA	[qokchedy]
F83_P5	f83r.32:3	lchedy	NOUN	F83_P5:lchedy	NA	Mark
F83_P5	f83r.32:4	qokey	OPEN	NA	NA	[qokey]
F83_P5	f83r.33:1	sy	OPEN	NA	NA	[sy]
F83_P5	f83r.33:2	s	OPEN	NA	NA	[s]
F83_P5	f83r.33:3	aiin	OPEN	NA	NA	[aiin]
F83_P5	f83r.33:4	sheekchy	OPEN	NA	NA	[sheekchy]
F83_P5	f83r.33:5	qokey	OPEN	NA	NA	[qokey]
F83_P5	f83r.33:6	sain	OPEN	NA	NA	[sain]
F83_P5	f83r.34:1	shky	OPEN	NA	NA	[shky]
F83_P5	f83r.34:2	lchedy	NOUN	F83_P5:lchedy	NA	Mark
F83_P5	f83r.34:3	dolshed	OPEN	NA	NA	[dolshed]
F83_P5	f83r.34:4	qokchy	OPEN	NA	NA	[qokchy]
F83_P5	f83r.35:1	saiin	OPEN	NA	NA	[saiin]
F83_P5	f83r.35:2	cheky	OPEN	NA	NA	[cheky]
F83_P5	f83r.35:3	okeeol	OPEN	NA	NA	[okeeol]
F83_P5	f83r.35:4	okain	OPEN	NA	NA	[okain]
F83_P5	f83r.35:5	chdy	OPEN	NA	NA	[chdy]
F83_P5	f83r.36:1	sor	OPEN	NA	NA	[sor]
F83_P5	f83r.36:2	aiin	OPEN	NA	NA	[aiin]
F83_P5	f83r.36:3	shy	OPEN	NA	NA	[shy]
F83_P5	f83r.36:4	shey	OPEN	NA	NA	[shey]
F83_P5	f83r.36:5	lshedy	OPEN	NA	NA	[lshedy]
F83_P5	f83r.36:6	qoky	OPEN	NA	NA	[qoky]
F83_P5	f83r.37:1	sol	OPEN	NA	NA	[sol]
F83_P5	f83r.37:2	lkedy	OPEN	NA	NA	[lkedy]
F83_P5	f83r.37:3	lchedy	NOUN	F83_P5:lchedy	NA	Mark
F83_P5	f83r.37:4	qokol	OPEN	NA	NA	[qokol]
F83_P5	f83r.37:5	shedy	NOUN	F83_P5:shedy	NA	Saft
F83_P5	f83r.38:1	or	OPEN	NA	NA	[or]
F83_P5	f83r.38:2	chey	OPEN	NA	NA	[chey]
F83_P5	f83r.38:3	qockhey	OPEN	NA	NA	[qockhey]
F83_P5	f83r.38:4	dairydy	OPEN	NA	NA	[dairydy]
F83_P5	f83r.39:1	qokain	OPEN	NA	NA	[qokain]
F83_P5	f83r.39:2	shey	OPEN	NA	NA	[shey]
F83_P5	f83r.39:3	kain	OPEN	NA	NA	[kain]
F83_P5	f83r.39:4	chckhal	OPEN	NA	NA	[chckhal]
F83_P5	f83r.40:1	solchedy	OPEN	NA	NA	[solchedy]
F83_P5	f83r.40:2	olchedy	OPEN	NA	NA	[olchedy]
F83_P5	f83r.40:3	chedaiin	OPEN	NA	NA	[chedaiin]
F83_P5	f83r.41:1	solkey	OPEN	NA	NA	[solkey]
F83_P5	f83r.41:2	lchedy	NOUN	F83_P5:lchedy	NA	Mark
F83_P5	f83r.41:3	qolkain	OPEN	NA	NA	[qolkain]
F83_P5	f83r.41:4	dal	OPEN	NA	NA	[dal]
F83_P5	f83r.42:1	sol	OPEN	NA	NA	[sol]
F83_P5	f83r.42:2	ol	PART_OF	NA	NA	Mark ist Teil von ?Gegenstand
F83_P5	f83r.42:3	chcthdy	OPEN	NA	NA	[chcthdy]
F83_P5	f83r.42:4	l	OPEN	NA	NA	[l]
F83_P5	f83r.42:5	chedy	BECOMES	NA	NA	Mark wird zu ?Gegenstand
F83_P5	f83r.42:6	lchdy	OPEN	NA	NA	[lchdy]
F83_P5	f83r.43:1	daiin	OPEN	NA	NA	[daiin]
F83_P5	f83r.43:2	sheol	OPEN	NA	NA	[sheol]
F83_P5	f83r.43:3	chedy	BECOMES	NA	NA	Mark wird zu Saft
F83_P5	f83r.43:4	qotal	OPEN	NA	NA	[qotal]
F83_P5	f83r.43:5	sar	OPEN	NA	NA	[sar]
F83_P5	f83r.44:1	skar	OPEN	NA	NA	[skar]
F83_P5	f83r.44:2	shedy	NOUN	F83_P5:shedy	f83r.43:3	Saft
F83_Q1	f83r.47:1	otchdy	OPEN	NA	NA	[otchdy]
F83_Q1	f83r.47:2	qokchdy	OPEN	NA	NA	[qokchdy]
F83_Q1	f83r.47:3	shedal	OPEN	NA	NA	[shedal]
F83_Q1	f83r.48:1	dal	OPEN	NA	NA	[dal]
F83_Q1	f83r.48:2	cheol	OPEN	NA	NA	[cheol]
F83_Q1	f83r.48:3	lol	OPEN	NA	NA	[lol]
F83_Q1	f83r.48:4	chdal	OPEN	NA	NA	[chdal]
F83_Q1	f83r.48:5	aiin	OPEN	NA	NA	[aiin]
F83_Q1	f83r.49:1	sol	OPEN	NA	NA	[sol]
F83_Q1	f83r.49:2	daiiin	OPEN	NA	NA	[daiiin]
F83_Q1	f83r.49:3	chedy	BECOMES	NA	NA	?Gegenstand wird zu ?Gegenstand
F83_Q2	f83r.52:1	solkeey	OPEN	NA	NA	[solkeey]
F83_Q2	f83r.52:2	qekey	OPEN	NA	NA	[qekey]
F83_Q2	f83r.52:3	raly	OPEN	NA	NA	[raly]
F83_Q2	f83r.52:4	ol	PART_OF	NA	NA	?Gegenstand ist Teil von ?Gegenstand
F83_Q2	f83r.53:1	solchkal	OPEN	NA	NA	[solchkal]
F83_Q2	f83r.53:2	cheol	OPEN	NA	NA	[cheol]
F83_Q2	f83r.53:3	qotar	OPEN	NA	NA	[qotar]
F83_Q2	f83r.53:4	ol	PART_OF	NA	NA	?Gegenstand ist Teil von ?Gegenstand
F83_Q2	f83r.54:1	daiin	OPEN	NA	NA	[daiin]
F83_Q2	f83r.54:2	ol	PART_OF	NA	NA	?Gegenstand ist Teil von ?Gegenstand
F83_Q2	f83r.54:3	dain	OPEN	NA	NA	[dain]
F83_Q2	f83r.54:4	chey	OPEN	NA	NA	[chey]
F83_Q2	f83r.54:5	ldalor	OPEN	NA	NA	[ldalor]
F83_Q2	f83r.55:1	sol	OPEN	NA	NA	[sol]
F83_Q2	f83r.55:2	rtain	OPEN	NA	NA	[rtain]
F83_Q2	f83r.55:3	cthal	OPEN	NA	NA	[cthal]
