guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard	gdt590_y_lemma_sequence	gdt590_body_station_route	gdt590_changed	gdt590_retained_alternative_de	gdt590_guard
64	ACTION:G407-E1879@1:CHD	G407-E1879	G407-S202	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
65	ACTION:G407-E1883@3:CHD	G407-E1883	G407-S203	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
66	ACTION:G407-E1885@4:CHD	G407-E1885	G407-S204	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
67	ACTION:G407-E1890@1:SH	G407-E1890	G407-S206	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
68	ACTION:G407-E1921@1:CHD	G407-E1921	G407-S211	f76r	CHD_BIO_TREAT	Y+Y	CHD|Y|D_ADDR|AR|AL|Y	AL|AR|D_ADDR	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
69	ACTION:G407-E1927@1:CHD	G407-E1927	G407-S214	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
70	ACTION:G407-E1929@1:CHD	G407-E1929	G407-S214	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
71	ACTION:G407-E1934@1:S	G407-E1934	G407-S214	f76r	S_BIO_DIVERT	Y	S|AL|Y	AL	Strom	Strom	FLOW	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Strom	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
72	ACTION:G407-E1938@2:T	G407-E1938	G407-S215	f76r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
73	ACTION:G407-E1939@1:SH	G407-E1939	G407-S215	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
74	ACTION:G407-E1951@2:T	G407-E1951	G407-S218	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
75	ACTION:G407-E1961@1:CHD	G407-E1961	G407-S219	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
76	ACTION:G407-E1975@1:CHD	G407-E1975	G407-S223	f76r	CHD_BIO_TREAT	Y	AIR|CHD|Y	AIR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
77	ACTION:G407-E1977@1:CHD	G407-E1977	G407-S223	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
78	ACTION:G407-E1989@1:SH	G407-E1989	G407-S224	f76r	SH_REST_HOLD	Y+Y	SH|E|Y|CARRIER_Q|EEE|Y	CARRIER_Q	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
79	ACTION:G407-E1996@1:CHD	G407-E1996	G407-S226	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
80	ACTION:G407-E2003@1:CHD	G407-E2003	G407-S228	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
81	ACTION:G407-E2012@1:CHD	G407-E2012	G407-S234	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
82	ACTION:G407-E2036@1:CHD	G407-E2036	G407-S243	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
83	ACTION:G407-E2037@1:CHD	G407-E2037	G407-S243	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
84	ACTION:G407-E2045@1:CHD	G407-E2045	G407-S244	f76r	CHD_BIO_TREAT	AIIN+Y	AIIN|CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
85	ACTION:G407-E2055@1:CHD	G407-E2055	G407-S246	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
86	ACTION:G407-E2056@4:T	G407-E2056	G407-S246	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
87	ACTION:G407-E2073@1:SH	G407-E2073	G407-S248	f76r	SH_REST_HOLD	Y	Y|SH|E|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
88	ACTION:G407-E2074@1:SH	G407-E2074	G407-S248	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
89	ACTION:G407-E2088@1:SH	G407-E2088	G407-S250	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
90	ACTION:G407-E2097@1:CHD	G407-E2097	G407-S250	f76r	CHD_BIO_TREAT	Y	CHD|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
91	ACTION:G407-E2099@2:T	G407-E2099	G407-S250	f76r	T_PHYSICAL_BROAD	Y	Y|T|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
92	ACTION:G407-E2107@1:SH	G407-E2107	G407-S253	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
93	ACTION:G407-E2108@4:T	G407-E2108	G407-S253	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
94	ACTION:G407-E2116@3:T	G407-E2116	G407-S253	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
95	ACTION:G407-E2117@1:CHD	G407-E2117	G407-S253	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
96	ACTION:G407-E2124@1:S	G407-E2124	G407-S253	f76r	S_REST_SELECT	AIN+Y	S|AIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
97	ACTION:G407-E2136@1:CHD	G407-E2136	G407-S255	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
98	ACTION:G407-E2138@1:CHD	G407-E2138	G407-S255	f76r	CHD_BIO_TREAT	Y+Y	CHD|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
99	ACTION:G407-E2150@1:SH	G407-E2150	G407-S259	f76r	SH_REST_HOLD	Y	SH|E|Y|L	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
100	ACTION:G407-E2154@1:SH	G407-E2154	G407-S259	f76r	SH_REST_HOLD	Y	SH|EE|Y|D_ADDR|AR	AR|D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
101	ACTION:G407-E2157@1:SH	G407-E2157	G407-S259	f76r	SH_REST_HOLD	Y	SH|E|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
102	ACTION:G407-E2161@1:SH	G407-E2161	G407-S261	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
103	ACTION:G407-E2165@3:T	G407-E2165	G407-S262	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
104	ACTION:G407-E2166@1:S	G407-E2166	G407-S262	f76r	S_REST_SELECT	AIN+Y	S|AIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
105	ACTION:G407-E2170@2:SH	G407-E2170	G407-S263	f76r	SH_REST_HOLD	Y	L|SH|E|Y	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
106	ACTION:G407-E2172@3:T	G407-E2172	G407-S263	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
107	ACTION:G407-E2176@1:CHD	G407-E2176	G407-S263	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
108	ACTION:G407-E2178@3:T	G407-E2178	G407-S263	f76r	T_PHYSICAL_BROAD	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
109	ACTION:G407-E2184@2:SH	G407-E2184	G407-S264	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
110	ACTION:G407-E2186@1:CHD	G407-E2186	G407-S264	f76r	CHD_BIO_TREAT	Y+OR+OR	CHD|Y|L|AL|OR|AL|OR	AL|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
111	ACTION:G407-E2208@2:SH	G407-E2208	G407-S270	f76r	SH_REST_HOLD	Y	Y|L|SH|E	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
112	ACTION:G407-E2210@2:T	G407-E2210	G407-S271	f76r	T_PHYSICAL_BROAD	Y+Y	Y|T|AL|Y	AL	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
113	ACTION:G407-E2217@1:SH	G407-E2217	G407-S271	f76r	SH_REST_HOLD	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
114	ACTION:G407-E2220@1:S	G407-E2220	G407-S272	f76r	S_REST_SELECT	OR+Y+Y	S|OR|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
115	ACTION:G407-E2232@1:SH	G407-E2232	G407-S275	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
116	ACTION:G407-E2235@1:CHD	G407-E2235	G407-S275	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
117	ACTION:G407-E2239@2:SH	G407-E2239	G407-S276	f76r	SH_REST_HOLD	Y+AIIN+Y	Y|L|SH|AIIN|Y	L	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
118	ACTION:G407-E2247@1:SH	G407-E2247	G407-S278	f76r	SH_REST_HOLD	Y	Y|SH|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
119	ACTION:G407-E2247@4:T	G407-E2247	G407-S278	f76r	T_PHYSICAL_BROAD	Y	T|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
120	ACTION:G407-E2250@1:SH	G407-E2250	G407-S278	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
121	ACTION:G407-E2253@1:SH	G407-E2253	G407-S278	f76r	SH_REST_HOLD	Y	SH|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
122	ACTION:G407-E2258@1:CHD	G407-E2258	G407-S278	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
123	ACTION:G407-E2272@1:SH	G407-E2272	G407-S281	f76r	SH_REST_HOLD	Y	Y|SH|E	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
124	ACTION:G407-E2276@1:SH	G407-E2276	G407-S282	f76r	SH_REST_HOLD	Y	SH|E|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
125	ACTION:G407-E2280@2:S	G407-E2280	G407-S283	f76r	S_REST_SELECT	Y	O|Y|A_ADDR|S	A_ADDR|O	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
126	ACTION:G407-E2282@1:SH	G407-E2282	G407-S283	f76r	SH_REST_HOLD	Y	SH|EE|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
127	ACTION:G407-E2290@1:CHD	G407-E2290	G407-S287	f76r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
128	ACTION:G407-E2292@1:CHD	G407-E2292	G407-S287	f76r	CHD_BIO_TREAT	Y+AIN+AIN	CHD|Y|AIN|AIN	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
