replay_slot_ordinal	carrier_slot_id	primary_governor_key	physical_page	register	gate_class	gdt583_rule_id	gdt584_rule_id	portable_runtime_rule_id	written_carrier_ordinal	carrier_root	portable_core	expected_context_family	expected_lemma_de	expected_object_form_de	expected_genitive_form_de	historical_rule_lemma_de	historical_rule_exact	portable_lookup_route	observed_register_root_alternatives_de	portable_context_family	portable_lemma_de	portable_object_form_de	portable_genitive_form_de	portable_exact	portable_visible_exact	expected_packet_rule_id	portable_packet_rule_id	guard	gdt590_context_family	gdt590_lemma_de	gdt590_object_form_de	gdt590_genitive_form_de	gdt590_changed	gdt590_decision_source	gdt590_retained_alternative_de	gdt590_guard
182	RUNNING:G407-E0653@1	ACTION:G407-E0652@1:S	f24v	HERBAL	AUTO_CONTEXT	S_HP_SIEVE	S_HP_SIEVE	S_HP_SIEVE	2	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
183	RUNNING:G407-E0655@1	ACTION:G407-E0652@1:S	f24v	HERBAL	AUTO_CONTEXT	S_HP_SIEVE	S_HP_SIEVE	S_HP_SIEVE	3	OR	EINHEIT	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	Pflanzenansatz	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitseinheit/Pflanzenansatz/Pflanzeneinheit	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
184	RUNNING:G407-E0660@2	ACTION:G407-E0659@2:T	f24v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
185	RUNNING:G407-E0684@1	ACTION:G407-E0683@1:SH	f24v	HERBAL	AUTO_CONTEXT	SH_HP_SOAK	SH_HP_SOAK	SH_HP_SOAK	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
186	RUNNING:G407-E0688@3	ACTION:G407-E0688@2:CHD	f24v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_WET_TRITURATE	CHD_HP_DRY_GRIND	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
187	RUNNING:G407-E0691@6	ACTION:G407-E0691@5:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
188	RUNNING:G407-E0692@4	ACTION:G407-E0691@5:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	2	AIN	ANTEIL	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	Pflanzenportion	YES	REGISTER_INVARIANT	Pflanzenportion	REGISTER_INVARIANT_FALLBACK	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
189	RUNNING:G407-E0697@1	ACTION:G407-E0697@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
190	RUNNING:G407-E0697@4	ACTION:G407-E0697@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	T_PHYSICAL_GRADE_TEMPER	2	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
191	RUNNING:G407-E0707@2	ACTION:G407-E0707@1:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
192	RUNNING:G407-E0709@1	ACTION:G407-E0708@1:S	f55v	HERBAL	AUTO_CONTEXT	S_HP_STRAIN	S_HP_STRAIN	S_HP_STRAIN	1	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	KNOWN_PACKET_RULE	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
193	RUNNING:G407-E0718@3	ACTION:G407-E0718@2:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_WET_TRITURATE	CHD_HP_DRY_GRIND	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
194	RUNNING:G407-E0726@1	ACTION:G407-E0727@1:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_REST_PROCESS	CHD_HP_WET_EXTRACT_PROCESS	CHD_REST_PROCESS	1	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	OBSERVED_ACTION_ROOT_CELL	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
195	RUNNING:G407-E0727@2	ACTION:G407-E0727@1:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_REST_PROCESS	CHD_HP_WET_EXTRACT_PROCESS	CHD_REST_PROCESS	2	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
196	RUNNING:G407-E0740@3	ACTION:G407-E0740@2:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
197	RUNNING:G407-E0746@2	ACTION:G407-E0746@1:CHD	f55v	HERBAL	MANUAL_GDT584_OVERRIDE	CHD_HP_DRY_GRIND	CHD_HP_MATERIAL_COMMINUTE	CHD_HP_DRY_GRIND	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	REGISTER_INVARIANT	Pflanzenmaterial	REGISTER_INVARIANT_FALLBACK	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
198	RUNNING:G407-E0753@5	ACTION:G407-E0753@1:T	f55v	HERBAL	AUTO_CONTEXT	T_HP_FORM_SET	T_HP_FORM_SET	T_HP_FORM_SET	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
199	RUNNING:G407-E0769@1	ACTION:G407-E0768@1:S	f55v	HERBAL	AUTO_CONTEXT	S_HP_STRAIN	S_HP_STRAIN	S_HP_STRAIN	1	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	KNOWN_PACKET_RULE	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
200	RUNNING:G407-E0772@1	ACTION:G407-E0772@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
201	RUNNING:G407-E0772@3	ACTION:G407-E0772@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	2	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	OBSERVED_ACTION_ROOT_CELL	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
202	RUNNING:G407-E0774@1	ACTION:G407-E0772@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	3	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
203	RUNNING:G407-E0784@3	ACTION:G407-E0784@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	1	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
204	RUNNING:G407-E0785@1	ACTION:G407-E0784@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	2	OR	EINHEIT	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	Pflanzenansatz	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitseinheit/Pflanzenansatz/Pflanzeneinheit	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
205	RUNNING:G407-E0786@1	ACTION:G407-E0784@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	3	Y	POSTEN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	Pflanzenmaterial	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenmaterial	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
206	RUNNING:G407-E0787@1	ACTION:G407-E0784@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	4	OR	EINHEIT	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	Pflanzenansatz	YES	OBSERVED_ACTION_ROOT_CELL	Arbeitseinheit/Pflanzenansatz/Pflanzeneinheit	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
207	RUNNING:G407-E0787@2	ACTION:G407-E0784@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	5	AIN	ANTEIL	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	Pflanzenportion	YES	OBSERVED_ACTION_ROOT_CELL	Pflanzenportion	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
208	RUNNING:G407-E0788@1	ACTION:G407-E0784@2:T	f55v	HERBAL	AUTO_CONTEXT	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	T_PHYSICAL_BROAD	6	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	OBSERVED_ACTION_ROOT_CELL	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	DEFAULT_GDT584_OBJECT_COMPOSITION	DEFAULT_GDT584_OBJECT_COMPOSITION	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
209	RUNNING:G407-E0794@1	ACTION:G407-E0792@1:S	f55v	HERBAL	AUTO_CONTEXT	S_HP_STRAIN	S_HP_STRAIN	S_HP_STRAIN	1	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	KNOWN_PACKET_RULE	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
210	RUNNING:G407-E0795@1	ACTION:G407-E0792@1:S	f55v	HERBAL	AUTO_CONTEXT	S_HP_STRAIN	S_HP_STRAIN	S_HP_STRAIN	2	AIIN	WERT	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	Pflanzenauszug	YES	KNOWN_PACKET_RULE	Auszugsmenge/Pflanzenauszug	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	YES	YES	HP_EXTRACT_OF_MATERIAL	HP_EXTRACT_OF_MATERIAL	EXACT_SLOT_ID_AND_WRITTEN_ORDINAL__NO_ROOT_OR_MULTIPLICITY_COLLAPSE	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	NO	GDT589_RETAINED	NOT_APPLICABLE	GDT589_SLOT_RETAINED
