surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt521_rank	gdt521_top1	gdt522_rank	gdt522_top1	gdt522_top5	truth_gdt521_score	truth_analogy_bonus	truth_gdt522_score	truth_analogy_trace	top1_gdt521_score	top1_analogy_bonus	top1_gdt522_score	top1_analogy_trace	top1_alignment_trace	decision_change_class	working_policy
da	1	f31r	DA	4	1	DA	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	3.488033908	0.000000000	3.488033908	NO_SUPPORTED_TRANSFORMATION;base=d	3.488033908	0.000000000	3.488033908	NO_SUPPORTED_TRANSFORMATION;base=d	da=>da~DA@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dairal	1	f66r	D_ADDR+AIR+AL	100	1	D_ADDR+AIR+AL	1	D_ADDR+AIR+AL	D_ADDR+AIR+AL | AIR+AL | D_ADDR+AIR+A_ADDR+L | D_ADDR+AIR+A_ADDR+AL | D_ADDR+AIR+L	3.932160563	0.921843436	3.563423188	dair+al=>AL@RIGHT/RIGHT;n=26/28;p=0.898305;r=0.928571;b=0.921843	3.932160563	0.921843436	3.563423188	dair+al=>AL@RIGHT/RIGHT;n=26/28;p=0.898305;r=0.928571;b=0.921843	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dairody	1	f66r	D_ADDR+AIR+O+DY	100	1	D_ADDR+AIR+O+DY	1	D_ADDR+AIR+O+DY	D_ADDR+AIR+O+DY | D_ADDR+AIR+O+D_ADDR+Y | AIR+O+DY | D_ADDR+AIR+O+Y | AIR+O+D_ADDR+Y	4.957360164	0.499460543	4.757575947	dair+ody=>O+DY@RIGHT/RIGHT;n=9/14;p=0.612903;r=0.818182;b=0.499461	4.957360164	0.499460543	4.757575947	dair+ody=>O+DY@RIGHT/RIGHT;n=9/14;p=0.612903;r=0.818182;b=0.499461	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	100	2	D_ADDR+AIR+Y+K+O+DA+S	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_NEAR_OLD_BASE	7.144267724	0.000000000	7.144267724	NO_NEAR_OLD_BASE	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalalshedy	1	f66r	AL+AL+SH+E+DY	100	1	AL+AL+SH+E+DY	1	AL+AL+SH+E+DY	AL+AL+SH+E+DY | D_ADDR+AL+AL+SH+E+DY | AL+A_ADDR+L+SH+E+DY | D_ADDR+AL+L+SH+E+DY | AL+AL+SH+E+Y	5.910068787	0.552380947	5.689116409	dalshedy+al=>AL@INNER/INNER;n=22/34;p=0.608108;r=0.916667;b=0.552381	5.910068787	0.552380947	5.689116409	dalshedy+al=>AL@INNER/INNER;n=22/34;p=0.608108;r=0.916667;b=0.552381	dal=>dal~AL@edit0+alias0.273 | al=>al~AL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	100	2	AL+EEE+K+Y	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_NEAR_OLD_BASE	7.380002282	0.000000000	7.380002282	NO_NEAR_OLD_BASE	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalky	1	f66r	AL+K+Y	10	1	AL+K+Y	1	AL+K+Y	AL+K+Y | D_ADDR+AL+K+Y | DA+L+K+Y | DA+AL+K+Y | D_ADDR+L+K+Y	3.979504348	0.577269388	3.748596593	daly+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269	3.979504348	0.577269388	3.748596593	daly+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269	dal=>dal~AL@edit0+alias0.273 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dalol	1	f66r	AL+OL	44	1	AL+OL	1	AL+OL	AL+OL | D_ADDR+AL+OL | D_ADDR+OL | DA+L+OL | D_ADDR+AL+O+L	3.354440928	-0.236780593	3.449153165	alol+d=>NULL@LEFT/NULL;n=12/47;p=0.252525;r=0.857143;b=-0.236781	3.354440928	-0.236780593	3.449153165	alol+d=>NULL@LEFT/NULL;n=12/47;p=0.252525;r=0.857143;b=-0.236781	dal=>dal~AL@edit0+alias0.273 | ol=>ol~OL@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dard	1	f66r	D_ADDR+AR+D_ADDR	18	1	D_ADDR+AR+D_ADDR	1	D_ADDR+AR+D_ADDR	D_ADDR+AR+D_ADDR | DA+R+D_ADDR | DA+AR+D_ADDR | D_ADDR+R+D_ADDR | D_ADDR+AR+CHD	3.711576052	0.707237976	3.428680862	dar+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	3.711576052	0.707237976	3.428680862	dar+d=>D_ADDR@RIGHT/RIGHT;n=10/12;p=0.777778;r=0.833333;b=0.707238	d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dcheey	1	f31r	D_ADDR+CH+EE+Y	36	1	D_ADDR+CH+EE+Y	1	D_ADDR+CH+EE+Y	D_ADDR+CH+EE+Y | D_ADDR+SH+EE+Y | CH+EE+Y | D_ADDR+EE+Y | D_ADDR+LOCAL_C+EE+Y	4.098299496	0.000000000	4.098299496	NO_SUPPORTED_TRANSFORMATION;base=cheey|dchey	4.098299496	0.000000000	4.098299496	NO_SUPPORTED_TRANSFORMATION;base=cheey|dchey	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dcheol	1	f66r	D_ADDR+CH+E+O+L	45	2	D_ADDR+CH+E+OL	1	D_ADDR+CH+E+O+L	D_ADDR+CH+E+O+L | D_ADDR+CH+E+OL | CH+E+OL | D_ADDR+LOCAL_C+E+OL | CH+E+O+L	5.360694099	0.942857143	4.983551242	dcheo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857	5.360694099	0.942857143	4.983551242	dcheo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857	d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000	GDT521_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dkar	1	f66r	D_ADDR+K+AR	19	1	D_ADDR+K+AR	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	3.306720290	0.639310513	3.050996085	kar+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311	3.306720290	0.639310513	3.050996085	kar+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
doiiin	1	f20v	D_ADDR+O+IIN	100	1	D_ADDR+O+IIN	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	2.843487425	0.639310513	2.587763220	oiiin+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311	2.843487425	0.639310513	2.587763220	oiiin+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	100	1	D_ADDR+OL+AR+SH+Y	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	4.819370988	0.000000000	4.819370988	NO_NEAR_OLD_BASE	4.819370988	0.000000000	4.819370988	NO_NEAR_OLD_BASE	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	100	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_NEAR_OLD_BASE	8.489519376	0.000000000	8.489519376	NO_NEAR_OLD_BASE	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dyky	1	f66r	D_ADDR+Y+K+Y	8	2	Y+K+Y	1	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y | Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	4.711727783	0.639310513	4.456003578	yky+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311	4.711727783	0.639310513	4.456003578	yky+d=>D_ADDR@LEFT/LEFT;n=32/47;p=0.656566;r=0.941176;b=0.639311	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	100	1	D_ADDR+Y+T+CH+EE+Y	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y | DY+T+CH+EE+Y	6.435837127	0.000000000	6.435837127	NO_SUPPORTED_TRANSFORMATION;base=cheey	6.435837127	0.000000000	6.435837127	NO_SUPPORTED_TRANSFORMATION;base=cheey	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
f	4	f66r	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	1	LOCAL_CHAR_F	LOCAL_CHAR_F	2.855424283	0.000000000	2.855424283	NO_NEAR_OLD_BASE	2.855424283	0.000000000	2.855424283	NO_NEAR_OLD_BASE	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	26	1	LOCAL_CHAR_F+IIN+S	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	7.102879028	0.000000000	7.102879028	NO_NEAR_OLD_BASE	7.102879028	0.000000000	7.102879028	NO_NEAR_OLD_BASE	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fary	1	f66r	LOCAL_CHAR_F+AR+Y	4	1	LOCAL_CHAR_F+AR+Y	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+A_ADDR+AR+Y | LOCAL_CHAR_F+D_ADDR+AR+Y	3.304842403	1.021265415	2.896336237	far+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	3.304842403	1.021265415	2.896336237	far+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	43	1	LOCAL_CHAR_F+CHD+AR	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	5.482474841	0.880000000	5.130474841	far+chd=>CHD@INNER/INNER;n=8/8;p=1.000000;r=0.800000;b=0.880000	5.482474841	0.880000000	5.130474841	far+chd=>CHD@INNER/INNER;n=8/8;p=1.000000;r=0.800000;b=0.880000	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	72	1	LOCAL_CHAR_F+CHD+Y+R	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	6.528398691	0.000000000	6.528398691	NO_NEAR_OLD_BASE	6.528398691	0.000000000	6.528398691	NO_NEAR_OLD_BASE	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	53	1	LOCAL_CHAR_F+OL+OL	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	6.006248914	0.000000000	6.006248914	NO_SUPPORTED_TRANSFORMATION;base=chol	6.006248914	0.000000000	6.006248914	NO_SUPPORTED_TRANSFORMATION;base=chol	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	100	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	5.536299434	0.000000000	5.536299434	NO_SUPPORTED_TRANSFORMATION;base=fshody	5.536299434	0.000000000	5.536299434	NO_SUPPORTED_TRANSFORMATION;base=fshody	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kardy	1	f66r	K+AR+DY	32	1	K+AR+DY	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	3.535292148	0.557417452	3.312325167	kar+dy=>DY@RIGHT/RIGHT;n=32/52;p=0.601852;r=0.941176;b=0.557417	3.535292148	0.557417452	3.312325167	kar+dy=>DY@RIGHT/RIGHT;n=32/52;p=0.601852;r=0.941176;b=0.557417	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kcheeky	1	f66r	K+CH+EE+K+Y	68	1	K+CH+EE+K+Y	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	5.330873497	0.577269388	5.099965741	kcheey+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269	5.330873497	0.577269388	5.099965741	kcheey+k=>K@INNER/INNER;n=30/45;p=0.616162;r=0.937500;b=0.577269	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kcheody	1	f66r	K+CH+E+O+Y	52	1	K+CH+E+O+Y	1	K+CH+E+O+Y	K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+D_ADDR+Y | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.550167378	0.952195193	5.169289301	cheody+k=>K@LEFT/LEFT;n=32/34;p=0.915493;r=0.941176;b=0.952195	5.550167378	0.952195193	5.169289301	cheody+k=>K@LEFT/LEFT;n=32/34;p=0.915493;r=0.941176;b=0.952195	k=>k~K@edit0+alias0.000 | cheod=>cheod~CH+E+O@edit0+alias0.264 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kchody	1	f66r	K+CH+O+D_ADDR+Y	44	2	K+CH+O+DY	2	K+CH+O+DY	K+CH+O+DY | K+CH+O+D_ADDR+Y | K+O+DY | K+LOCAL_C+O+DY | K+CH+O+Y	5.516945144	1.021265415	5.108438978	kchod+y=>Y@RIGHT/RIGHT;n=69/72;p=0.952055;r=0.971831;b=1.021265	4.523257086	0.000000000	4.523257086	NO_SUPPORTED_TRANSFORMATION;base=chody|kchdy|kchod	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	46	2	K+E+CH+O+DY	2	K+E+CH+O+DY	K+E+CH+O+DY | K+E+CH+O+D_ADDR+Y | K+E+LOCAL_C+O+DY | K+E+O+DY | K+E+CH+O+Y	7.161039552	0.445995034	6.982641538	chody+ke=>K+E@LEFT/LEFT;n=3/4;p=0.700000;r=0.600000;b=0.445995	5.528580714	0.000000000	5.528580714	NO_SUPPORTED_TRANSFORMATION;base=chody	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
keedey	1	f31r	K+EE+D_ADDR+E+Y	14	1	K+EE+D_ADDR+E+Y	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	4.597111734	0.000000000	4.597111734	NO_SUPPORTED_TRANSFORMATION;base=keedy	4.597111734	0.000000000	4.597111734	NO_SUPPORTED_TRANSFORMATION;base=keedy	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT521_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
keeol	1	f31r	K+EE+O+L	14	2	K+EE+OL	2	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	8.090556263	0.942857143	7.713413406	keeo+l=>L@RIGHT/RIGHT;n=12/12;p=1.000000;r=0.857143;b=0.942857	3.519453544	0.000000000	3.519453544	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	11	2	K+E+O+DY	2	K+E+O+DY	K+E+O+DY | K+E+O+D_ADDR+Y | K+E+O+Y | OK+E+DY | O+D_ADDR+Y	5.389772097	0.000000000	5.389772097	NO_SUPPORTED_TRANSFORMATION;base=kedy	4.117250833	0.718556005	3.829828431	kedy+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT521_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__NEAREST_LOCAL_ANALOGY_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
