surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt521_rank	gdt522_rank	candidate_recipe	gdt521_score	analogy_bonus	gdt522_score	analogy_trace
keeol	K+EE+O+L	NO	10	11	11	K+EE+O+D_ADDR+AL	15.464646832	0.000000000	15.464646832	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keeol	K+EE+O+L	NO	6	12	12	K+E+E+O+L	15.475986803	0.000000000	15.475986803	NO_SUPPORTED_TRANSFORMATION;base=keeo|keol
keody	K+E+O+D_ADDR+Y	NO	1	1	1	K+E+O+DY	4.117250833	0.718556005	3.829828431	kedy+o=>O@INNER/INNER;n=46/61;p=0.704545;r=0.958333;b=0.718556
keody	K+E+O+D_ADDR+Y	YES	2	2	2	K+E+O+D_ADDR+Y	5.389772097	0.000000000	5.389772097	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	4	3	3	K+E+O+Y	7.261457596	0.000000000	7.261457596	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	3	4	4	OK+E+DY	9.717993544	0.000000000	9.717993544	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	5	5	5	O+D_ADDR+Y	10.079014464	0.000000000	10.079014464	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	6	6	6	OK+E+D_ADDR+Y	11.208038537	0.000000000	11.208038537	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	7	7	7	OK+E+Y	11.377727271	0.000000000	11.377727271	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	8	8	8	K+CH+E+O+Y	13.275390441	0.000000000	13.275390441	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	11	9	9	K+E+O+CHD+Y	14.153638239	0.000000000	14.153638239	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	10	10	10	K+E+CH+E+O+Y	16.037386691	0.000000000	16.037386691	NO_SUPPORTED_TRANSFORMATION;base=kedy
keody	K+E+O+D_ADDR+Y	NO	9	11	11	OK+E+CHD+Y	17.745080678	0.000000000	17.745080678	NO_SUPPORTED_TRANSFORMATION;base=kedy
ld	L+D_ADDR	NO	1	1	1	L	2.803637894	-0.365741526	2.949934504	l+d=>NULL@RIGHT/NULL;n=1/12;p=0.111111;r=0.333333;b=-0.365742
ld	L+D_ADDR	YES	3	2	2	L+D_ADDR	4.923272369	0.987383798	4.528318850	d+l=>L@LEFT/LEFT;n=43/45;p=0.935484;r=0.955556;b=0.987384
ld	L+D_ADDR	NO	2	3	3	AL	5.941716437	0.000000000	5.941716437	NO_SUPPORTED_TRANSFORMATION;base=d|l
ld	L+D_ADDR	NO	5	4	4	AL+D_ADDR	8.482339431	0.000000000	8.482339431	NO_SUPPORTED_TRANSFORMATION;base=d|l
ld	L+D_ADDR	NO	4	5	5	L+CHD	10.096927171	0.000000000	10.096927171	NO_SUPPORTED_TRANSFORMATION;base=d|l
ld	L+D_ADDR	NO	6	6	6	AL+CHD	13.914339078	0.000000000	13.914339078	NO_SUPPORTED_TRANSFORMATION;base=d|l
okedals	OK+AL+S	NO	2	1	1	OK+E+D_ADDR+AL+S	5.521873190	0.000000000	5.521873190	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	4	2	2	OK+E+AL+S	6.133618871	0.000000000	6.133618871	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	YES	1	3	3	OK+AL+S	6.759885829	0.856700960	6.417205445	okedal+s=>S@RIGHT/RIGHT;n=20/23;p=0.854167;r=0.909091;b=0.856701
okedals	OK+AL+S	NO	3	4	4	OK+E+AL	7.299773917	0.000000000	7.299773917	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	8	5	5	OK+E+D_ADDR+AL+SH	10.586560710	0.000000000	10.586560710	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	5	6	6	OK+E+DA+L	10.613597661	0.000000000	10.613597661	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	13	7	7	OK+E+AL+SH	10.993740294	0.000000000	10.993740294	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	6	8	8	OK+E+D_ADDR+A_ADDR+L	11.284933318	0.000000000	11.284933318	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	22	9	9	OK+E+D_ADDR+L	11.592870980	0.000000000	11.592870980	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	55	10	10	OK+E+DA+AL+S	11.657831493	0.000000000	11.657831493	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	40	11	11	OK+E+D_ADDR+L+S	12.047880560	0.000000000	12.047880560	NO_SUPPORTED_TRANSFORMATION;base=okedal
okedals	OK+AL+S	NO	28	12	12	OK+E+DA+L+S	12.155715550	0.000000000	12.155715550	NO_SUPPORTED_TRANSFORMATION;base=okedal
qef	E+LOCAL_CHAR_F	NO	1	1	1	CARRIER_Q+E+LOCAL_CHAR_F	4.222664372	0.000000000	4.222664372	NO_NEAR_OLD_BASE
qef	E+LOCAL_CHAR_F	YES	3	2	2	E+LOCAL_CHAR_F	6.743827256	0.000000000	6.743827256	NO_NEAR_OLD_BASE
qef	E+LOCAL_CHAR_F	NO	2	3	3	CARRIER_Q+D_ADDR	7.319903478	0.000000000	7.319903478	NO_NEAR_OLD_BASE
qef	E+LOCAL_CHAR_F	NO	4	4	4	CARRIER_Q+CH+E+LOCAL_CHAR_F	11.386263822	0.000000000	11.386263822	NO_NEAR_OLD_BASE
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	1	1	1	CARRIER_Q+O+CH+T+E+DY	4.997219659	0.000000000	4.997219659	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	3	2	2	O+CH+T+E+DY	6.800680062	0.000000000	6.800680062	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	YES	4	3	3	CARRIER_Q+O+CH+T+E+Y	7.543883975	-0.147258999	7.602787574	qocthey+d=>NULL@INNER/NULL;n=16/56;p=0.282051;r=0.888889;b=-0.147259
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	2	4	4	CARRIER_Q+O+CH+T+E+D_ADDR+Y	8.151703179	0.388565863	7.996276834	qocthey+d=>D_ADDR@INNER/INNER;n=29/56;p=0.504274;r=0.935484;b=0.388566
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	5	5	5	O+CH+T+E+D_ADDR+Y	9.758146121	0.000000000	9.758146121	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	25	6	6	O+CH+T+E+Y	10.040920271	0.000000000	10.040920271	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	9	7	7	CH+T+E+DY	10.295091364	0.000000000	10.295091364	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	15	8	8	CARRIER_Q+O+LOCAL_C+T+E+DY	10.626395548	0.000000000	10.626395548	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	7	9	9	CARRIER_Q+O+CH+T+SH+E+DY	11.198987897	0.000000000	11.198987897	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	19	10	10	O+LOCAL_C+T+E+DY	11.784691766	0.000000000	11.784691766	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	6	11	11	O+CH+T+SH+E+DY	11.802595365	0.000000000	11.802595365	NO_SUPPORTED_TRANSFORMATION;base=qocthey
qocthedy	CARRIER_Q+O+CH+T+E+Y	NO	18	12	12	CARRIER_Q+O+CH+T+CHD+Y	12.488020848	0.000000000	12.488020848	NO_SUPPORTED_TRANSFORMATION;base=qocthey
saiis	S+IIN+S	NO	1	1	1	S+A_ADDR+IIN+S	6.744438423	0.000000000	6.744438423	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	3	2	2	S+AIIN+S	7.266555202	0.856700960	6.923874818	saii+s=>S@RIGHT/RIGHT;n=20/23;p=0.854167;r=0.909091;b=0.856701
saiis	S+IIN+S	YES	4	3	3	S+IIN+S	7.398819307	0.000000000	7.398819307	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	23	4	4	S+LOCAL_CHAR_I+S	9.880087925	0.000000000	9.880087925	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	15	5	5	S+A_ADDR+LOCAL_CHAR_I+S	10.193857956	0.000000000	10.193857956	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	9	6	6	SH+IIN+S	10.460533393	0.000000000	10.460533393	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	8	7	7	S+AIIN+SH	11.046548135	0.000000000	11.046548135	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	6	8	8	SH+A_ADDR+IIN+S	11.191527488	0.000000000	11.191527488	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	14	9	9	S+IIN+SH	11.200425172	0.000000000	11.200425172	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	54	10	10	S+IIN+LOCAL_CHAR_I+S	11.434017146	0.000000000	11.434017146	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	19	11	11	S+A_ADDR+AIIN+S	11.436464566	0.000000000	11.436464566	NO_SUPPORTED_TRANSFORMATION;base=saii
saiis	S+IIN+S	NO	2	12	12	S+A_ADDR+IIN+S+S	11.461276270	0.000000000	11.461276270	NO_SUPPORTED_TRANSFORMATION;base=saii
