visible_insert	visible_position	atom_insert	atom_position	support_pair_count	visible_condition_total	visible_condition_option_count	conditional_probability	reliability	examples
dyt	INNER	CHD+Y+T	LEFT	1	1	1	1.000000000	0.333333333	chy>chdyty
e	INNER	NULL	NULL	19	117	14	0.157258065	0.904761905	chkain>chekain | chy>chey | okchy>okchey | chdy>chedy | ochdy>ochedy | chdal>chedal | chkaiin>chekaiin | chkar>chekar
e	INNER	CH+E	INNER	4	117	14	0.036290323	0.666666667	tchy>tchey | kchy>kchey | ykchy>ykchey | lchar>lchear
e	INNER	CH+E	LEFT	3	117	14	0.028225806	0.600000000	char>chear | chckhy>checkhy | chckho>checkho
e	INNER	CH+EE	LEFT	1	117	14	0.012096774	0.333333333	chety>cheety
e	INNER	CHD	INNER	1	117	14	0.012096774	0.333333333	qotchy>qotchey
e	INNER	E	INNER	78	117	14	0.633064516	0.975000000	shky>sheky | cphy>cphey | otol>oteol | ckhy>ckhey | cthy>cthey | shckhy>shckhey | sho>sheo | shar>shear
e	INNER	E+CH	INNER	2	117	14	0.020161290	0.500000000	chckhy>checkhy | chckho>checkho
e	INNER	EE	INNER	2	117	14	0.020161290	0.500000000	okedal>okeedal | lchey>lcheey
e	INNER	EE+K	INNER	1	117	14	0.012096774	0.333333333	chekaiin>cheekaiin
e	INNER	K+EE	INNER	1	117	14	0.012096774	0.333333333	chekaiin>cheekaiin
e	INNER	SH+E	INNER	1	117	14	0.012096774	0.333333333	okshy>okshey
e	INNER	SH+E	LEFT	2	117	14	0.020161290	0.500000000	shy>shey | shyk>sheyk
e	INNER	SH+EE	INNER	1	117	14	0.012096774	0.333333333	ychey>ycheey
e	INNER	SH+EE	LEFT	1	117	14	0.012096774	0.333333333	chey>cheey
e	LEFT	E	LEFT	7	7	1	1.000000000	0.777777778	s>es | o>eo | y>ey | teeey>eteeey | ol>eol | dy>edy | ky>eky
e	RIGHT	E	RIGHT	3	3	1	1.000000000	0.600000000	as>ase | sh>she | ch>che
ead	RIGHT	E+A_ADDR+D_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	ch>chead
eal	INNER	AL	LEFT	1	3	2	0.375000000	0.333333333	chy>chealy
eal	INNER	E+AL	INNER	2	3	2	0.625000000	0.500000000	cphy>cphealy | shol>shealol
eal	RIGHT	E+AL	RIGHT	1	1	1	1.000000000	0.333333333	sh>sheal
ear	RIGHT	E+AR	RIGHT	5	5	1	1.000000000	0.714285714	ch>chear | sh>shear | o>oear | ot>otear | lch>lchear
ech	INNER	CHD	INNER	1	3	3	0.333333333	0.333333333	qokedy>qokechedy
ech	INNER	E	INNER	1	3	3	0.333333333	0.333333333	qoky>qokechy
ech	INNER	SH+E+CH	LEFT	1	3	3	0.333333333	0.333333333	shy>shechy
ed	INNER	NULL	NULL	1	26	8	0.050000000	0.333333333	okal>okedal
ed	INNER	CH+EE+D_ADDR	INNER	1	26	8	0.050000000	0.333333333	lchey>lcheedy
ed	INNER	CH+EE+D_ADDR	LEFT	1	26	8	0.050000000	0.333333333	chey>cheedy
ed	INNER	CHD	INNER	5	26	8	0.183333333	0.714285714	tchy>tchedy | dchy>dchedy | ychy>ychedy | qokchy>qokchedy | lchar>lchedar
ed	INNER	CHD	LEFT	3	26	8	0.116666667	0.600000000	chy>chedy | char>chedar | chol>chedol
ed	INNER	D_ADDR+E	INNER	1	26	8	0.050000000	0.333333333	lkey>lkedey
ed	INNER	E	INNER	3	26	8	0.116666667	0.600000000	shal>shedal | shaiin>shedaiin | qotaiin>qotedaiin
ed	INNER	E+D_ADDR	INNER	11	26	8	0.383333333	0.846153846	oain>oedain | otar>otedar | qokar>qokedar | okor>okedor | shar>shedar | lkey>lkedey | chky>chkedy | qotor>qotedor
ed	LEFT	E	LEFT	1	1	1	1.000000000	0.333333333	y>edy
ed	RIGHT	E	RIGHT	1	2	2	0.500000000	0.333333333	lsh>lshed
ed	RIGHT	E+D_ADDR	RIGHT	1	2	2	0.500000000	0.333333333	sh>shed
eda	INNER	E+DA	INNER	1	1	1	1.000000000	0.333333333	yky>ykeday
ede	INNER	E+D_ADDR+E	INNER	1	1	1	1.000000000	0.333333333	lky>lkedey
edy	RIGHT	E+DY	RIGHT	12	12	1	1.000000000	0.857142857	es>esedy | sh>shedy | lsh>lshedy | t>tedy | qoksh>qokshedy | chcth>chcthedy | ok>okedy | ot>otedy
ee	INNER	NULL	NULL	1	56	10	0.024590164	0.333333333	ykoly>ykeeoly
ee	INNER	CH+EE	INNER	2	56	10	0.040983607	0.500000000	kchy>kcheey | qokchy>qokcheey
ee	INNER	D_ADDR+EE	LEFT	1	56	10	0.024590164	0.333333333	dy>deey
ee	INNER	EE	INNER	44	56	10	0.729508197	0.956521739	oty>oteey | shokchy>shokcheey | oky>okeey | ky>keey | yty>yteey | chky>cheeky | qoky>qokeey | choky>chokeey
ee	INNER	EE+K	INNER	1	56	10	0.024590164	0.333333333	chkaiin>cheekaiin
ee	INNER	EEE	LEFT	1	56	10	0.024590164	0.333333333	chety>cheeety
ee	INNER	K+EE	INNER	1	56	10	0.024590164	0.333333333	chkaiin>cheekaiin
ee	INNER	S+EE	LEFT	1	56	10	0.024590164	0.333333333	sy>seey
ee	INNER	SH+EE	INNER	1	56	10	0.024590164	0.333333333	ychy>ycheey
ee	INNER	SH+EE	LEFT	3	56	10	0.057377049	0.600000000	chy>cheey | shy>sheey | chol>cheeol
ee	RIGHT	EE	RIGHT	2	2	1	1.000000000	0.500000000	ok>okee | lsh>lshee
eeb	RIGHT	EE+LOCAL_CHAR_B	RIGHT	1	1	1	1.000000000	0.333333333	ch>cheeb
eed	INNER	CH+EE+D_ADDR	INNER	1	10	6	0.115384615	0.333333333	dchy>dcheedy
eed	INNER	CH+EE+D_ADDR	LEFT	1	10	6	0.115384615	0.333333333	chy>cheedy
eed	INNER	D_ADDR+CH+EE	LEFT	1	10	6	0.115384615	0.333333333	dchy>dcheedy
eed	INNER	EE	INNER	2	10	6	0.192307692	0.500000000	okal>okeedal | qokal>qokeedal
eed	INNER	EE	LEFT	1	10	6	0.115384615	0.333333333	char>cheedar
eed	INNER	EE+D_ADDR	INNER	4	10	6	0.346153846	0.666666667	lky>lkeedy | yky>ykeedy | qolky>qolkeedy | lchy>lcheedy
eed	RIGHT	EE+D_ADDR	RIGHT	2	2	1	1.000000000	0.500000000	ok>okeed | sh>sheed
eee	INNER	EEE	INNER	6	6	1	1.000000000	0.750000000	qoky>qokeeey | chocthy>choctheeey | ety>eteeey | oky>okeeey | ody>oeeedy | yky>ykeeey
eek	INNER	CH+K+EE	LEFT	1	3	3	0.333333333	0.333333333	chy>cheeky
eek	INNER	K+EE+K	INNER	1	3	3	0.333333333	0.333333333	chaiin>cheekaiin
eek	INNER	SH+EE+K	LEFT	1	3	3	0.333333333	0.333333333	shy>sheeky
eeo	INNER	O+EE	LEFT	1	1	1	1.000000000	0.333333333	or>oeeor
eeo	RIGHT	EE+O	RIGHT	4	4	1	1.000000000	0.666666667	sh>sheeo | ot>oteeo | ok>okeeo | k>keeo
ees	INNER	EE+S	INNER	2	2	1	1.000000000	0.500000000	ykan>ykeesan | qoty>qoteesy
ees	RIGHT	EE+S	RIGHT	4	4	1	1.000000000	0.666666667	sh>shees | ok>okees | ot>otees | chok>chokees
eet	INNER	CH+EE+T	LEFT	1	3	3	0.333333333	0.333333333	chy>cheety
eet	INNER	EEE+T	LEFT	1	3	3	0.333333333	0.333333333	chey>cheeety
eet	INNER	SH+EE+T	LEFT	1	3	3	0.333333333	0.333333333	shy>sheety
eey	RIGHT	EE+Y	RIGHT	14	14	1	1.000000000	0.875000000	ot>oteey | ok>okeey | k>keey | yt>yteey | chok>chokeey | qokch>qokcheey | t>teey | sh>sheey
ef	INNER	CH+E+LOCAL_CHAR_F	LEFT	1	2	2	0.500000000	0.333333333	char>chefar
ef	INNER	D_ADDR	INNER	1	2	2	0.500000000	0.333333333	qokeoy>qokeoefy
efy	RIGHT	D_ADDR+Y	RIGHT	1	1	1	1.000000000	0.333333333	qokeo>qokeoefy
eg	RIGHT	E+LOCAL_CHAR_G	RIGHT	1	1	1	1.000000000	0.333333333	ch>cheg
ei	INNER	E	INNER	1	1	1	1.000000000	0.333333333	kshy>keishy
ek	INNER	CH+K	LEFT	2	18	8	0.113636364	0.500000000	char>chekar | chol>chekol
ek	INNER	CH+K+E	LEFT	1	18	8	0.068181818	0.333333333	chy>cheky
ek	INNER	CH+K+EE	LEFT	1	18	8	0.068181818	0.333333333	chey>cheeky
ek	INNER	E+K	INNER	6	18	8	0.295454545	0.750000000	oain>oekain | shal>shekal | qeey>qekeey | shor>shekor | qool>qoekol | shaiin>shekaiin
ek	INNER	E+K	LEFT	1	18	8	0.068181818	0.333333333	qey>qekey
ek	INNER	K	INNER	5	18	8	0.250000000	0.714285714	chody>chekody | chaiin>chekaiin | cham>chekam | chair>chekair | chal>chekal
ek	INNER	K+E	INNER	1	18	8	0.068181818	0.333333333	qey>qekey
ek	INNER	SH+E+K	LEFT	1	18	8	0.068181818	0.333333333	shy>sheky
ek	LEFT	E+K	LEFT	1	1	1	1.000000000	0.333333333	y>eky
ek	RIGHT	E+K	RIGHT	1	1	1	1.000000000	0.333333333	sh>shek
eka	INNER	CH+E	LEFT	1	2	2	0.500000000	0.333333333	chckhy>chekackhy
eka	INNER	E+CH	INNER	1	2	2	0.500000000	0.333333333	chckhy>chekackhy
eke	INNER	CH+K+E	LEFT	1	2	2	0.500000000	0.333333333	chol>chekeol
eke	INNER	E+K+E	INNER	1	2	2	0.500000000	0.333333333	qoor>qoekeor
eko	INNER	CH+K+O	LEFT	1	1	1	1.000000000	0.333333333	chy>chekoy
eky	RIGHT	E+K+Y	RIGHT	1	2	2	0.500000000	0.333333333	sh>sheky
eky	RIGHT	K+E+Y	RIGHT	1	2	2	0.500000000	0.333333333	ch>cheky
eo	INNER	NULL	NULL	1	18	6	0.071428571	0.333333333	chcphey>cheocphey
eo	INNER	CH+E+O	LEFT	3	18	6	0.166666667	0.600000000	char>cheoar | chy>cheoy | chckhy>cheockhy
eo	INNER	E+O	INNER	10	18	6	0.500000000	0.833333333	chl>cheol | ytor>yteoor | shdy>sheody | chs>cheos | chr>cheor | chky>cheoky | qoky>qokeoy | chkal>cheokal
eo	INNER	E+O+CH	INNER	2	18	6	0.119047619	0.500000000	qokchy>qokeochy | chckhy>cheockhy
eo	INNER	O+E	INNER	1	18	6	0.071428571	0.333333333	okor>okoeor
eo	INNER	O+E	LEFT	1	18	6	0.071428571	0.333333333	or>oeor
eo	RIGHT	E+O	RIGHT	6	6	1	1.000000000	0.750000000	sh>sheo | ok>okeo | ot>oteo | ch>cheo | t>teo | qot>qoteo
eod	INNER	CH+E+O	LEFT	1	13	3	0.103448276	0.333333333	chy>cheody
eod	INNER	E+O	INNER	6	13	3	0.448275862	0.750000000	kal>keodal | qokal>qokeodal | oty>oteody | cthy>ctheody | chal>cheodal | shal>sheodal
eod	INNER	E+O+D_ADDR	INNER	6	13	3	0.448275862	0.750000000	oky>okeody | otar>oteodar | okaly>okeodaly | tal>teodal | qoky>qokeody | ykain>ykeodain
eod	RIGHT	E+O+D_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	cth>ctheod
eok	INNER	E+O+K	INNER	3	6	4	0.437500000	0.600000000	oteey>oteokeey | chal>cheokal | cham>cheokam
eok	INNER	E+OK	INNER	1	6	4	0.187500000	0.333333333	shey>sheokey
eok	INNER	OK+E	INNER	1	6	4	0.187500000	0.333333333	shey>sheokey
eok	INNER	SH+E+OK	LEFT	1	6	4	0.187500000	0.333333333	shy>sheoky
eok	RIGHT	E+O+K	RIGHT	1	1	1	1.000000000	0.333333333	ch>cheok
eol	INNER	E+O+L	INNER	1	5	3	0.230769231	0.333333333	chs>cheols
eol	INNER	E+OL	INNER	3	5	3	0.538461538	0.600000000	shaiin>sheolaiin | okaiin>okeolaiin | ykol>ykeolol
eol	INNER	SH+E+OL	LEFT	1	5	3	0.230769231	0.333333333	shy>sheoly
eol	RIGHT	E+O+L	RIGHT	1	8	2	0.166666667	0.333333333	ch>cheol
eol	RIGHT	E+OL	RIGHT	7	8	2	0.833333333	0.777777778	ot>oteol | k>keol | chok>chokeol | ok>okeol | sh>sheol | cth>ctheol | qot>qoteol
eom	RIGHT	E+O+AM_ADDR	RIGHT	3	3	1	1.000000000	0.600000000	sh>sheom | ok>okeom | ch>cheom
eor	RIGHT	E+O+R	RIGHT	2	8	2	0.277777778	0.500000000	qokch>qokcheor | ch>cheor
eor	RIGHT	E+OR	RIGHT	6	8	2	0.722222222	0.750000000	ok>okeor | o>oeor | k>keor | sh>sheor | qot>qoteor | ot>oteor
eos	INNER	E+O+S	INNER	1	1	1	1.000000000	0.333333333	okar>okeosar
eos	RIGHT	E+O+S	RIGHT	3	5	2	0.583333333	0.600000000	ch>cheos | ok>okeos | sh>sheos
eos	RIGHT	E+O+S_ADDR	RIGHT	2	5	2	0.416666667	0.500000000	ot>oteos | yt>yteos
eoy	RIGHT	E+O+Y	RIGHT	2	2	1	1.000000000	0.500000000	ch>cheoy | ok>okeoy
ep	INNER	CH+E+P	LEFT	2	3	2	0.625000000	0.500000000	chy>chepy | chol>chepol
ep	INNER	E+P	INNER	1	3	2	0.375000000	0.333333333	oaiin>oepaiin
ep	RIGHT	E+P	RIGHT	1	1	1	1.000000000	0.333333333	ch>chep
epy	RIGHT	E+P+Y	RIGHT	1	1	1	1.000000000	0.333333333	ch>chepy
es	LEFT	E+S	LEFT	1	3	3	0.333333333	0.333333333	es>eses
es	LEFT	E+S	RIGHT	1	3	3	0.333333333	0.333333333	es>eses
es	LEFT	S+E	INNER	1	3	3	0.333333333	0.333333333	es>eses
es	RIGHT	E+S	LEFT	1	7	3	0.176470588	0.333333333	es>eses
es	RIGHT	E+S	RIGHT	5	7	3	0.647058824	0.714285714	cth>cthes | ch>ches | sh>shes | qot>qotes | es>eses
es	RIGHT	S+E	INNER	1	7	3	0.176470588	0.333333333	es>eses
esd	RIGHT	E+S_ADDR+D_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	k>kesd
ese	INNER	E+S+E	INNER	1	1	1	1.000000000	0.333333333	qody>qoesedy
ese	LEFT	E+S+E	LEFT	1	1	1	1.000000000	0.333333333	s>eses
esh	INNER	E+O	INNER	1	1	1	1.000000000	0.333333333	shdy>sheshdy
et	INNER	CH+EE+T	LEFT	1	8	4	0.150000000	0.333333333	chey>cheety
et	INNER	E+T	INNER	4	8	4	0.450000000	0.666666667	cheg>cheteg | shey>shetey | shar>shetar | shoy>shoety
et	INNER	T	LEFT	1	8	4	0.150000000	0.333333333	chy>chety
et	INNER	T+E	INNER	2	8	4	0.250000000	0.500000000	cheg>cheteg | shey>shetey
et	LEFT	E+T	LEFT	1	1	1	1.000000000	0.333333333	y>ety
ety	RIGHT	E+T+Y	RIGHT	2	2	1	1.000000000	0.500000000	lsh>lshety | sho>shoety
ey	INNER	E+Y	INNER	1	1	1	1.000000000	0.333333333	shcthy>sheycthy
ey	RIGHT	E+Y	RIGHT	9	9	1	1.000000000	0.818181818	cth>cthey | sh>shey | ok>okey | ot>otey | t>tey | lsh>lshey | qot>qotey | chcth>chcthey
eyk	INNER	E+Y+K	INNER	1	1	1	1.000000000	0.333333333	qeey>qeykeey
eyk	RIGHT	E+Y+K	RIGHT	1	1	1	1.000000000	0.333333333	sh>sheyk
eyr	RIGHT	E+Y+R	RIGHT	1	1	1	1.000000000	0.333333333	sh>sheyr
eys	INNER	SH+E	LEFT	1	1	1	1.000000000	0.333333333	shy>sheysy
f	INNER	CH+LOCAL_CHAR_F	LEFT	2	6	2	0.357142857	0.500000000	chol>cfhol | chy>cfhy
f	INNER	LOCAL_CHAR_F	INNER	4	6	2	0.642857143	0.666666667	chaiin>cfhaiin | qoaiin>qofaiin | ochdy>ofchdy | chear>chefar
f	LEFT	LOCAL_CHAR_F	LEFT	3	3	1	1.000000000	0.600000000	ar>far | shody>fshody | chodaiin>fchodaiin
f	RIGHT	LOCAL_CHAR_F	RIGHT	1	1	1	1.000000000	0.333333333	qo>qof
fal	RIGHT	LOCAL_CHAR_F+AL	RIGHT	1	1	1	1.000000000	0.333333333	o>ofal
far	RIGHT	LOCAL_CHAR_F+AR	RIGHT	4	4	1	1.000000000	0.666666667	keey>keeyfar | o>ofar | shoy>shoyfar | che>chefar
fch	INNER	LOCAL_CHAR_F+CHD	INNER	1	1	1	1.000000000	0.333333333	qodaiin>qofchdaiin
fch	LEFT	LOCAL_CHAR_F+CH	LEFT	1	1	1	1.000000000	0.333333333	odaiin>fchodaiin
fo	LEFT	LOCAL_CHAR_F+O	LEFT	1	1	1	1.000000000	0.333333333	ar>foar
fsh	LEFT	LOCAL_CHAR_F+SH	LEFT	1	1	1	1.000000000	0.333333333	ody>fshody
fy	INNER	LOCAL_CHAR_F+Y	INNER	1	1	1	1.000000000	0.333333333	ody>ofydy
fyd	INNER	Y	INNER	1	1	1	1.000000000	0.333333333	shaiin>shfydaiin
g	LEFT	LOCAL_CHAR_G	LEFT	1	1	1	1.000000000	0.333333333	iin>giin
g	RIGHT	G_LABEL	RIGHT	2	5	2	0.416666667	0.500000000	o>og | ra>rag
g	RIGHT	LOCAL_CHAR_G	RIGHT	3	5	2	0.583333333	0.600000000	cho>chog | chee>cheeg | che>cheg
h	INNER	NULL	NULL	1	2	2	0.500000000	0.333333333	sy>shy
h	INNER	SH	LEFT	1	2	2	0.500000000	0.333333333	sol>shol
hc	INNER	NULL	NULL	5	26	3	0.200000000	0.714285714	ckhy>chckhy | ckho>chckho | cthal>chcthal | ckhol>chckhol | chky>chchky
hc	INNER	CH	INNER	11	26	3	0.418181818	0.846153846	cthy>chcthy | dchy>dchchy | cphy>chcphy | cth>chcth | chs>chchs | cphedy>chcphedy | ckhey>chckhey | cphey>chcphey
hc	INNER	CH	LEFT	10	26	3	0.381818182	0.833333333	cthy>chcthy | cphy>chcphy | cth>chcth | chs>chchs | cphedy>chcphedy | ckhey>chckhey | cphey>chcphey | cthey>chcthey
hck	INNER	CH+K	INNER	3	7	4	0.388888889	0.600000000	shey>shckhey | shedy>shckhedy | chal>chckhal
hck	INNER	CH+K	LEFT	2	7	4	0.277777778	0.500000000	chy>chckhy | chol>chckhol
hck	INNER	K	RIGHT	1	7	4	0.166666667	0.333333333	ch>chckh
hck	INNER	SH+CH+K	LEFT	1	7	4	0.166666667	0.333333333	shy>shckhy
hcp	INNER	CH+CH+P	LEFT	1	1	1	1.000000000	0.333333333	chy>chcphy
hct	INNER	CH+CH+T	LEFT	2	7	5	0.263157895	0.500000000	chy>chcthy | chol>chcthol
hct	INNER	CH+T	INNER	2	7	5	0.263157895	0.500000000	shaiin>shcthaiin | shey>shcthey
hct	INNER	CH+T	RIGHT	1	7	5	0.157894737	0.333333333	ch>chcth
hct	INNER	SH+CH+T	LEFT	1	7	5	0.157894737	0.333333333	shy>shcthy
hct	INNER	T	INNER	1	7	5	0.157894737	0.333333333	chal>chcthal
hd	INNER	SH+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	sy>shdy
he	INNER	SH+E	LEFT	2	2	1	1.000000000	0.500000000	sy>shey | sol>sheol
hec	INNER	NULL	NULL	1	10	4	0.125000000	0.333333333	cthy>checthy
hec	INNER	CH+E	LEFT	4	10	4	0.375000000	0.666666667	ckhy>checkhy | ckhey>checkhey | ckho>checkho | cphedy>checphedy
hec	INNER	E+CH	INNER	4	10	4	0.375000000	0.666666667	ckhy>checkhy | ckhey>checkhey | ckho>checkho | cphedy>checphedy
hec	INNER	SH+E+CH	LEFT	1	10	4	0.125000000	0.333333333	shy>shechy
hee	INNER	SH+EE	LEFT	2	2	1	1.000000000	0.500000000	sy>sheey | sol>sheeol
hek	INNER	SH+E+K	LEFT	1	1	1	1.000000000	0.333333333	sy>sheky
hes	INNER	E+O	INNER	1	1	1	1.000000000	0.333333333	shdy>sheshdy
hes	RIGHT	SH+E	LEFT	1	1	1	1.000000000	0.333333333	s>shes
hk	INNER	SH+K	LEFT	1	1	1	1.000000000	0.333333333	sy>shky
hkc	INNER	SH+K	LEFT	1	1	1	1.000000000	0.333333333	shy>shkchy
ho	INNER	SH+O	LEFT	1	1	1	1.000000000	0.333333333	sy>shoy
hoc	INNER	CH+O	LEFT	4	11	3	0.360000000	0.666666667	cthy>chocthy | cfhy>chocfhy | cthar>chocthar | cthey>chocthey
hoc	INNER	HO	LEFT	3	11	3	0.280000000	0.600000000	shy>shochy | chor>chochor | ckhy>chockhy
hoc	INNER	O+CH	INNER	4	11	3	0.360000000	0.666666667	cthy>chocthy | cfhy>chocfhy | cthar>chocthar | cthey>chocthey
hor	INNER	SH+OR	LEFT	1	1	1	1.000000000	0.333333333	sy>shory
hos	INNER	O+SH	INNER	1	2	2	0.500000000	0.333333333	otchor>otchoshor
hos	INNER	SH+O+SH	LEFT	1	2	2	0.500000000	0.333333333	shy>shoshy
hos	RIGHT	SH+O	LEFT	1	1	1	1.000000000	0.333333333	s>shos
hpc	INNER	CH+P	INNER	1	2	2	0.500000000	0.333333333	lchdy>lchpchdy
hpc	INNER	CH+P+CH	LEFT	1	2	2	0.500000000	0.333333333	chy>chpchy
ht	INNER	SH+T	LEFT	1	1	1	1.000000000	0.333333333	sol>shtol
htc	INNER	CH+T	LEFT	1	2	2	0.500000000	0.333333333	chor>chtchor
htc	INNER	T+CH	INNER	1	2	2	0.500000000	0.333333333	chor>chtchor
i	INNER	NULL	NULL	5	10	3	0.478260870	0.714285714	soin>soiin | dan>dain | oin>oiin | oiin>oiiin | oiiin>oiiiin
i	INNER	LOCAL_CHAR_I	INNER	3	10	3	0.304347826	0.600000000	cthar>cthiar | oraiin>oraiiin | soiin>soiiin
i	INNER	LOCAL_CHAR_I	RIGHT	2	10	3	0.217391304	0.500000000	alaiin>alaiiin | raiin>raiiin
iar	RIGHT	LOCAL_CHAR_I+AR	RIGHT	1	1	1	1.000000000	0.333333333	cth>cthiar
ii	INNER	NULL	NULL	2	3	2	0.625000000	0.500000000	oin>oiiin | oiin>oiiiin
ii	INNER	LOCAL_CHAR_I	INNER	1	3	2	0.375000000	0.333333333	soin>soiiin
iii	INNER	NULL	NULL	1	1	1	1.000000000	0.333333333	oin>oiiiin
iin	RIGHT	IIN	RIGHT	5	5	1	1.000000000	0.714285714	o>oiin | yto>ytoiin | do>doiin | g>giin | qoko>qokoiin
iir	RIGHT	IIN+R	RIGHT	1	1	1	1.000000000	0.333333333	do>doiir
ika	INNER	A_ADDR+IIN+K	INNER	1	1	1	1.000000000	0.333333333	okaly>okaikaly
in	RIGHT	IIN	RIGHT	1	1	1	1.000000000	0.333333333	o>oin
ina	INNER	D_ADDR+AIN	LEFT	1	1	1	1.000000000	0.333333333	daldy>dainaldy
ira	INNER	AIR	INNER	1	1	1	1.000000000	0.333333333	sal>sairal
is	RIGHT	NULL	NULL	1	1	1	1.000000000	0.333333333	oto>otois
ish	INNER	SH	INNER	1	1	1	1.000000000	0.333333333	key>keishy
j	INNER	NULL	NULL	1	1	1	1.000000000	0.333333333	ay>ajy
ja	INNER	LOCAL_CHAR_J+A_ADDR	INNER	1	1	1	1.000000000	0.333333333	cheom>cheojam
jam	RIGHT	LOCAL_CHAR_J+A_ADDR+AM_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	cheo>cheojam
k	INNER	CARRIER_Q+K	LEFT	1	45	9	0.030303030	0.333333333	qoy>qkoy
k	INNER	CH+K	LEFT	6	45	9	0.131313131	0.750000000	char>ckhar | chy>ckhy | chol>ckhol | char>chkar | cheal>chekal | chy>chky
k	INNER	CH+K+E	INNER	1	45	9	0.030303030	0.333333333	shchey>shckhey
k	INNER	CH+K+E	LEFT	2	45	9	0.050505051	0.500000000	chey>ckhey | chey>cheky
k	INNER	D_ADDR+K	LEFT	2	45	9	0.050505051	0.500000000	dy>dky | dain>dkain
k	INNER	K	INNER	30	45	9	0.616161616	0.937500000	shey>sheky | schey>sckhey | ychy>ykchy | ychol>ykchol | chor>ckhor | yar>ykar | chor>chkor | ycho>ykcho
k	INNER	K	LEFT	1	45	9	0.030303030	0.333333333	qor>qkor
k	INNER	K+CH+E	INNER	1	45	9	0.030303030	0.333333333	ychey>ykchey
k	INNER	SH+K	LEFT	1	45	9	0.030303030	0.333333333	shy>shky
k	LEFT	K	LEFT	32	34	3	0.915492958	0.941176471	or>kor | air>kair | shoy>kshoy | odaiin>kodaiin | ol>kol | chy>kchy | aiin>kaiin | okaiin>kokaiin
k	LEFT	K+CH+E	LEFT	1	34	3	0.042253521	0.333333333	chey>kchey
k	LEFT	K+SH	LEFT	1	34	3	0.042253521	0.333333333	shy>kshy
k	RIGHT	K	RIGHT	4	4	1	1.000000000	0.666666667	shy>shyk | she>shek | cheo>cheok | shey>sheyk
ka	INNER	NULL	NULL	1	4	4	0.250000000	0.333333333	checkhy>chekackhy
ka	INNER	A_ADDR+K	INNER	1	4	4	0.250000000	0.333333333	yky>ykaky
ka	INNER	K	INNER	1	4	4	0.250000000	0.333333333	cheom>cheokam
ka	INNER	K+A_ADDR	INNER	1	4	4	0.250000000	0.333333333	yky>ykaky
kai	INNER	A_ADDR+IIN+K	INNER	1	1	1	1.000000000	0.333333333	okaly>okaikaly
kai	LEFT	K+A_ADDR+LOCAL_CHAR_I	LEFT	1	1	1	1.000000000	0.333333333	iin>kaiiin
kal	LEFT	K+AL	LEFT	1	1	1	1.000000000	0.333333333	ol>kalol
kal	RIGHT	K+AL	RIGHT	6	6	1	1.000000000	0.750000000	y>ykal | ch>chkal | ol>olkal | she>shekal | s>skal | cheo>cheokal
kam	INNER	K+AM_ADDR	INNER	1	1	1	1.000000000	0.333333333	lo>lkamo
kam	RIGHT	K+AM_ADDR	RIGHT	1	1	1	1.000000000	0.333333333	cheo>cheokam
kan	RIGHT	K+AN	RIGHT	1	1	1	1.000000000	0.333333333	y>ykan
kar	INNER	K+AR	INNER	1	1	1	1.000000000	0.333333333	qoly>qolkary
kar	RIGHT	K+AR	RIGHT	5	5	1	1.000000000	0.714285714	y>ykar | chedy>chedykar | ol>olkar | ch>chkar | l>lkar
kch	INNER	CH+K	INNER	1	3	3	0.333333333	0.333333333	ychey>ychekchy
kch	INNER	K+CH	INNER	1	3	3	0.333333333	0.333333333	sheey>sheekchy
kch	INNER	SH+K	LEFT	1	3	3	0.333333333	0.333333333	shy>shkchy
kch	LEFT	K	LEFT	2	7	3	0.294117647	0.500000000	y>kchy | ol>kchol
kch	LEFT	K+CH	LEFT	4	7	3	0.529411765	0.666666667	aiin>kchaiin | or>kchor | ey>kchey | al>kchal
kch	LEFT	K+CHD	LEFT	1	7	3	0.176470588	0.333333333	dy>kchdy
kd	LEFT	K+D_ADDR	LEFT	1	1	1	1.000000000	0.333333333	chy>kdchy
ke	INNER	CH+K+EE	LEFT	2	15	4	0.147058824	0.500000000	cheal>chkeeal | chey>chkeey
ke	INNER	E+K	INNER	1	15	4	0.088235294	0.333333333	qeey>qekeey
ke	INNER	E+K	LEFT	1	15	4	0.088235294	0.333333333	qey>qekey
ke	INNER	K+E	INNER	11	15	4	0.676470588	0.846153846	oldy>olkedy | ldy>lkedy | ly>lkey | yshey>ykeshey | ydy>ykedy | olol>olkeol | qey>qekey | lo>lkeo
ke	LEFT	NULL	NULL	1	4	2	0.300000000	0.333333333	odar>keodar
ke	LEFT	K+E	LEFT	3	4	2	0.700000000	0.600000000	ol>keol | or>keor | y>key
kee	INNER	CH+K+EE	LEFT	1	6	2	0.214285714	0.333333333	chy>chkeey
kee	INNER	K+EE	INNER	5	6	2	0.785714286	0.714285714	olchy>olkeechy | chal>chkeeal | oly>olkeey | oldy>olkeedy | ly>lkeey
kee	LEFT	K+EE	LEFT	3	3	1	1.000000000	0.600000000	y>keey | odaiin>keeodaiin | o>keeo
