universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
153	BIO	B1	f81v	153	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	OPAQUE_PAYLOAD || NONE	TEMPERIEREN?	ACTION	LICENSED_EXACT_WHOLE_CARD	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	TEMPER(ACTIVE_ITEM/PREPARATION)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	okeey	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I005] [EXEMPLAR:A005+A008+A011+A015+A020:die Charge für den vorgesehenen Gebrauch temperieren]	und Zielstation	FROZEN_V60_MNEMONIC=TEMPERIEREN?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	96d4cd201c469e2a87dc	084a16882c4cd592c099	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
154	BIO	B1	f81v	154	f81v.24	F038	B1-S016	dcda95c81a5460feb191	FRAME_O(LINK) || AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	LICENSED_FORMAL_SLOT_CARD	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qol	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I005;PREVIOUS_ITEM=B1:I004] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	auseinander. Nach	FROZEN_FORMAL_SLOT=LINK_ACTIVE; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	2113bc8a63e78258279f	e41b1b65129995d1ded2	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
155	BIO	B1	f81v	155	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	cheedy	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	dem letzten	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	8f72f1bff59322ffbd59	b4012f9fd3afcf357501	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
156	BIO	B1	f81v	156	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	OPAQUE_PAYLOAD || NONE	ZIEL?	TARGET_ASSIGNMENT	LICENSED_EXACT_WHOLE_CARD	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	TARGET/STATION:=EXACT_TARGET_ARGUMENT	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	sal	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T015] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	Nutzer lässt	FROZEN_V60_MNEMONIC=ZIEL?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	484cff9880a45bc5bb6b	1ec4c7cc8aa15d0b363a	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
157	BIO	B1	f81v	157	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	teol	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A003+A009+A011+A014+A020:die erste Öffnung]	er gebrauchte	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	cc50aab7adfdafe195ce	18b1aa7e9c82abaa9f3f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
158	BIO	B1	f81v	158	f81v.24	F039	B1-S017	d225b7a7b95da7aee437	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	dchdy	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A006+A011+A012+A020:seihe es klar und beende den Schritt]	Flüssigkeit	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	b66ab63fef399ab5f392	f6603a8202d303f8e00f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
159	BIO	B1	f81v	159	f81v.24	F040	B1-S018	b38d70daefd663d74625	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	ly	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A009+A011+A020:fülle danach das Gefäß]	ab, spült	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	74bafb1cc113a81ba695	71dd113fe1dff0d1d419	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
160	BIO	B1	f81v	160	f81v.27	F041	B1-S018	74c76d589d44120f647b	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE	dsheol	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A004+A011+A014+A020:wende es an der markierten Stelle an]	Becken und	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	96dc9f51ddb08ebddadf	1a0901466608bca5c314	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
161	BIO	B1	f81v	161	f81v.27	F041	B1-S018	2c82523794dcb7d2b343	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	oiiin	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:bis es klar ist]	Lauf, fängt	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	38a8edc276a3866d53ed	55e1cce1205fde750559	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
162	BIO	B1	f81v	162	f81v.27	F041	B1-S018	3b70942557b3a40e8030	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	olkeedy	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A011+A020:lasse die Flüssigkeit sich setzen und beende den Schritt]	wiederverwendbares klares	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	8eebfab55711a0de3899	bb05ac010db411b447f3	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
163	BIO	B1	f81v	163	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	tedy	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	Wasser getrennt	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	2f54f3cb3b8eca3c41ca	95a970a35ae94f36f1c9	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
164	BIO	B1	f81v	164	f81v.27	F043	B1-S020	d904bf7b044dd3922781	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	cheky	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:bei sanfter Wärme]	und schließt	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	d571d9160748d850121b	7acde4f169b930821c23	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
165	BIO	B1	f81v	165	f81v.27	F043	B1-S020	d68bc8de3bcee09db23c	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	shckhedy	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A006+A009+A011+A020:seihe es einmal durch ein Tuch und beende den Schritt]	mit Vorrats-	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	51d56e1db29b6918abd2	ccd9e639d20f0b22e44e	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
166	BIO	B1	f81v	166	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	OPAQUE_PAYLOAD || NONE	ZIEL?	TARGET_ASSIGNMENT	LICENSED_EXACT_WHOLE_CARD	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T017;PREVIOUS_ITEM=B1:I004	TARGET/STATION:=EXACT_TARGET_ARGUMENT	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T018;PREVIOUS_ITEM=B1:I004	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	chal	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T018] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	und Brennholzeintrag.	FROZEN_V60_MNEMONIC=ZIEL?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	9607acf16d0079832fa6	06fd9f95ce655262bff8	43b1b03a7b4894dd78b2	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
167	BIO	B2	f82r	167	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_SELECTED_STATEMENT	dchedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A021:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Reinige vor	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	ae2866ae486326467b13	2b9d3c11ceb80dd90e09	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
168	BIO	B2	f82r	168	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qolchedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A004+A011+A013+A021:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	jedem	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	2b36fe0843f2e095eccf	a886edec5ae8cd592343	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
169	BIO	B2	f82r	169	f82r.2	F047	B2-S003	1645e612504fcef59ced	SET(<ARG_AIN>) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokain	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A010+A011+A021:gib einen abgemessenen Anteil in das Gefäß]	Dienst das	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	f2fb54b2c046084792f1	eb6e81d76ada14ddeee8	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
170	BIO	B2	f82r	170	f82r.2	F047	B2-S003	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:Diese aktive Portion]	kleine Becken,	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	eb8b2b4ee01541e589d2	c84df1ea92f5d1d0bc15	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
171	BIO	B2	f82r	171	f82r.2	F047	B2-S003	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	qokeedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	den Zulauf	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	310ce7083a7ed3ec2c20	903e0e8c45149f8df529	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
172	BIO	B2	f82r	172	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	SET(<ARG_AL>) || LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	LICENSED_FORMAL_SLOT_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokal	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T003] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen]	und	FROZEN_FORMAL_SLOT=TARGET_ASSIGN; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	856cc99d87343400dc05	269c3fca8fd119b18787	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
