combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
218	B2	BIO_PROCESS	f82r	f82r.26	F063	B2-S016	P:5d5e0b288cf36864ed9d	oteey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
219	B2	BIO_PROCESS	f82r	f82r.26	F063	B2-S016	P:b5fcea1eaed06b2f2291	qokaiin	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
220	B2	BIO_PROCESS	f82r	f82r.26	F063	B2-S016	P:08bd5ca0c2ad137a056d	okey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
221	B2	BIO_PROCESS	f82r	f82r.27	F064	B2-S016	P:65df3cd9e59060042d47	pchedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
222	B2	BIO_PROCESS	f82r	f82r.27	F065	B2-S017	P:98bdc4244c84cbef3321	rsheal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
223	B2	BIO_PROCESS	f82r	f82r.27	F065	B2-S017	P:78b3b3140714da19090d	daldy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:wiederhole es an der zweiten Öffnung und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
224	B2	BIO_PROCESS	f82r	f82r.27	F066	B2-S018	P:7d25241b0e56c836372a	qokeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
225	B2	BIO_PROCESS	f82r	f82r.27	F067	B2-S019	P:7f68f60279efe6b28cd7	rshedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
226	B2	BIO_PROCESS	f82r	f82r.27	F068	B2-S020	P:ff178343c18e287ce3b7	qoteedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
227	B2	BIO_PROCESS	f82r	f82r.27	F069	B2-S021	P:7d25241b0e56c836372a	qokeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
228	B2	BIO_PROCESS	f82r	f82r.27	F070	B2-S022	P:f2af6326898fb5b490a4	lochedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
229	B3	BIO_PROCESS	f83r	f83r.3	F071	B3-S001	P:3b70942557b3a40e8030	olkeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
230	B3	BIO_PROCESS	f83r	f83r.3	F072	B3-S002	P:90bcf0a9ec0ef56399e6	qotal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
231	B3	BIO_PROCESS	f83r	f83r.3	F072	B3-S002	P:a84fbe3ad380df345b97	chkeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A014+A022:benetze den bezeichneten Bereich vollständig und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
232	B3	BIO_PROCESS	f83r	f83r.3	F073	B3-S003	P:b921a237be883a820352	chey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
233	B3	BIO_PROCESS	f83r	f83r.3	F073	B3-S003	P:2f1c5e56e8f0ff459065	daiin	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F073:M]	V60_EXACT+V63_FORMAL_SEPARATE+LOCAL_APPARATUS_ARGUMENT	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
234	B3	BIO_PROCESS	f83r	f83r.3	F073	B3-S003	P:b921a237be883a820352	chey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Diese aktive Portion]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
235	B3	BIO_PROCESS	f83r	f83r.3	F073	B3-S003	P:de7321bface5628e35d6	lchedy	ABLASSEN?	NONE	TERMINAL_DRAIN	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
236	B3	BIO_PROCESS	f83r	f83r.3	F074	B3-S004	P:b5fcea1eaed06b2f2291	qokaiin	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F074:M]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
237	B3	BIO_PROCESS	f83r	f83r.3	F074	B3-S004	P:90bcf0a9ec0ef56399e6	qotal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:zum unteren Ablauf hin]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
238	B3	BIO_PROCESS	f83r	f83r.3	F074	B3-S004	P:4d4559019a961b834aa1	dar	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A007+A011+A022:Daraus, aus demselben Ansatz]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
239	B3	BIO_PROCESS	f83r	f83r.6	F075	B3-S005	P:259b2b3b0bf859882e2c	schedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
240	B3	BIO_PROCESS	f83r	f83r.6	F076	B3-S006	P:5e8441397e7c0faf042b	chedchy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A008+A011+A022:gieße das erwärmte Wasser ein]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
241	B3	BIO_PROCESS	f83r	f83r.6	F076	B3-S006	P:308e8ea2d5d190c498e8	qokal	UNKNOWN	LOKALEN_RELATIONSSLOT_SETZEN	TARGET_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T004] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
