global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
91	HERBAL_MATERIAL	f56r	H5	f56r.13	9ad66e67803a12e745de	okchy	LOCAL[getrocknete Blattfraktion H5-R03 wieder aufnehmen]	gebrauche die frisch bereitete Arznei	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
92	HERBAL_MATERIAL	f56r	H5	f56r.13	087a47b5423438cd6b6a	chokcheo	LOCAL[Lagerfach H5-T04 zuweisen]	trinke es bei Magenschmerz	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
93	HERBAL_MATERIAL	f56r	H5	f56r.13	75a523fcf039b006f97b	kchal	LOCAL[Fraktion trocken im Lagerfach verwahren]	bewahre den Rest trocken im Schatten	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
94	HERBAL_MATERIAL	f56r	H5	f56r.18	2cc054357a929df85f64	sho	LOCAL[frischen Pflanzenrest H5-R04 als neue Arbeitscharge einführen]	nimm danach den folgenden Zusatz oder Pflanzenteil	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
95	HERBAL_MATERIAL	f56r	H5	f56r.18	9ad66e67803a12e745de	chokchy	LOCAL[Rest mit wenig Wasser wieder anfeuchten]	gebrauche die frisch bereitete Arznei	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
96	HERBAL_MATERIAL	f56r	H5	f56r.18	c71c72da4e09e0833392	kchoar	LOCAL[Rest zu gleichmäßiger Klebmasse arbeiten]	mische es mit Honig	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
97	HERBAL_MATERIAL	f56r	H5	f56r.18	61a075bc54793c1c781f	sotodan	LOCAL[frische Masse H5-P02 im bedeckten Topf lagern]	gebrauche es frisch vermischt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
98	HERBAL_MATERIAL	f56r	H5	f56r.19	faf321940aed922846a9	otchey	ANTEIL?=bezeichnete Fraktion wählen ; LOCAL[bezeichnete Blütenfraktion H5-R05 wählen]	Nimm den bezeichneten Anteil	SELECT_PART	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
99	HERBAL_MATERIAL	f56r	H5	f56r.19	9bb7122b386ebbc6138f	keol	LOCAL[geöffnete Blüte als Referenzteil einlegen]	die helle geöffnete Blüte	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
100	HERBAL_MATERIAL	f56r	H5	f56r.19	2f1c5e56e8f0ff459065	daiin	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge des Referenzloses buchen]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
101	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
102	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	b5fcea1eaed06b2f2291	okaiin	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F022:M]	beginne den nächsten abgemessenen Posten	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
103	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	22fb87a5a83e5c3fb510	kair	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	der zurücklaufende Strom	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
104	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	308e8ea2d5d190c498e8	okal	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	mische beide Anteile zusammen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
105	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	4d4559019a961b834aa1	sar	LOCAL_EXEMPLAR[Ausgangsstand im Anlagenbuch markieren;keine Kartenbedeutung]	Daraus, aus demselben Ansatz	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
106	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
107	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	9da1b6ac2c929daea697	kain	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	ein abgemessener Anteil	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
108	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	94df4847b7b16c98394a	olkain	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	das untere Becken	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
109	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	dd0ecaf5e27d81befffc	al	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
110	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
111	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	1496a731803a9f48d2e1	rol	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	bevor es abkühlt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
112	BATHHOUSE_WATERWORK	f81v	B1	f81v.2	0f18de177ed7c878bf95	dl	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	das bereitete Öl	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
113	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	dec401773c1f0347793d	olor	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL_ARGUMENT[Vorcharge im recordlokalen Register B1]	Aus dem vorigen Ansatz entnehmen	SELECT_PREVIOUS	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
114	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F023]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
115	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	4eab1841ed655c20a348	sheckhal	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	eine mäßige Menge	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
116	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	2f1c5e56e8f0ff459065	daiin	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
117	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	93f69c38fdedee1598e9	qokeedal	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	der eingetauchte Teil	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
118	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	2f1c5e56e8f0ff459065	daiin	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	Ein vorgeschriebenes Maß	PARAMETER_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
119	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	2cc8bb3c2af19607888f	chckhy	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	durch die verbundenen Läufe	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
120	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	259b2b3b0bf859882e2c	schedy	LOCAL_EXEMPLAR[Füllstand am Randzeichen prüfen;keine Kartenbedeutung]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
121	BATHHOUSE_WATERWORK	f81v	B1	f81v.7	dcda95c81a5460feb191	qol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F024]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
122	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	54e32e9c1414b20640e9	sshkchdy	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	halte es warm und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
123	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
124	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F026]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
125	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
126	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	28ffbc88b97772a75f1e	qolchedy	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
127	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	1645e612504fcef59ced	qokain	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
128	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	2cc8bb3c2af19607888f	shckhy	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	durch die verbundenen Läufe	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
129	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	0f18de177ed7c878bf95	dl	LOCAL_EXEMPLAR[Rücklauf im unteren Becken auffangen;keine Kartenbedeutung]	das bereitete Öl	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
130	BATHHOUSE_WATERWORK	f81v	B1	f81v.17	4da0f0f7b5fc7ac20067	ral	LOCAL_EXEMPLAR[Rücklauf erneut zuführen;keine Kartenbedeutung]	und lasse es abkühlen	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
131	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	87411f84689b4f93a303	qokchdy	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	erwärme es einmal und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
132	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	b921a237be883a820352	chey	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
133	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
134	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	d904bf7b044dd3922781	cheky	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	bei sanfter Wärme	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
135	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	dcda95c81a5460feb191	ol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
136	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	bc4f1f5c006c74a4d26d	shedy	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
137	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
138	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	spüle die bezeichnete Stelle einmal und beende den Schritt	TERMINAL_FLUSH	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
139	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	2cc8bb3c2af19607888f	chckhy	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	durch die verbundenen Läufe	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
140	BATHHOUSE_WATERWORK	f81v	B1	f81v.18	276a7c2d74d1143446f4	qoky	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F033]	Die aktive Portion verwenden	ACTION_APPLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
141	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	be0974b366c981dc1eef	lsho	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	beginne die Spülung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
142	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	08bd5ca0c2ad137a056d	qokey	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	warmes Wasser	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
143	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	2e7e89e0bd12b999c280	lshedy	LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung]	wasche einmal und beende diesen Durchgang	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
144	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	2e7e89e0bd12b999c280	lshedy	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	wasche einmal und beende diesen Durchgang	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
145	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	6f7ff8287eddf4da9fdb	chedy	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	rühre, bis alles gleichmäßig vermischt ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
146	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	c205570c49d4d93c23d3	qolky	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	die betroffene Stelle	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
147	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	433713294b25b0a12f66	lchedal	LOCAL_EXEMPLAR[Rücklauf im unteren Becken auffangen;keine Kartenbedeutung]	das untere Becken	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
148	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	dcda95c81a5460feb191	qol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F036]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
149	BATHHOUSE_WATERWORK	f81v	B1	f81v.21	b6b654722e55729cc947	otar	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	benutze danach den unteren Ablauf	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
150	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	a7af89ab31ce5e247395	ytey	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	fülle danach das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
151	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	07913ef9b1fb773cd325	okchedy	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	lasse es abkühlen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
152	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	308e8ea2d5d190c498e8	qokal	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	mische beide Anteile zusammen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
153	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	0275fbf14e07935b0a45	okeey	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	ACTION_TEMPER	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
154	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	dcda95c81a5460feb191	qol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F038]	Mit der vorigen Zubereitung weiter	LINK_ACTIVE	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
155	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	bc4f1f5c006c74a4d26d	cheedy	LOCAL_EXEMPLAR[warmen Stand halten;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
156	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	dd0ecaf5e27d81befffc	sal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
157	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	a06244ef1f2b37ca44c1	teol	LOCAL_EXEMPLAR[Schieber am Abgang öffnen;keine Kartenbedeutung]	die erste Öffnung	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
158	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	d225b7a7b95da7aee437	dchdy	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	seihe es klar und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
159	BATHHOUSE_WATERWORK	f81v	B1	f81v.24	b38d70daefd663d74625	ly	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	fülle danach das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
160	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	74c76d589d44120f647b	dsheol	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	wende es an der markierten Stelle an	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
161	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	2c82523794dcb7d2b343	oiiin	LOCAL_EXEMPLAR[Leitungsöffnung ausstreichen;keine Kartenbedeutung]	bis es klar ist	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
162	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	3b70942557b3a40e8030	olkeedy	LOCAL_EXEMPLAR[Beckenrand reinigen;keine Kartenbedeutung]	lasse die Flüssigkeit sich setzen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
163	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	bc4f1f5c006c74a4d26d	tedy	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	lasse es bis zur Bereitschaft stehen und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
164	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	d904bf7b044dd3922781	cheky	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	bei sanfter Wärme	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
165	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	d68bc8de3bcee09db23c	shckhedy	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	seihe es einmal durch ein Tuch und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
166	BATHHOUSE_WATERWORK	f81v	B1	f81v.27	dd0ecaf5e27d81befffc	chal	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	An die bezeichnete Zielstelle führen	TARGET_ASSIGN	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
167	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	259b2b3b0bf859882e2c	dchedy	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
168	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	28ffbc88b97772a75f1e	qolchedy	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
169	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	1645e612504fcef59ced	qokain	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	gib einen abgemessenen Anteil in das Gefäß	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
170	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	b921a237be883a820352	dy	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	Diese aktive Portion	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
171	BATHHOUSE_WATERWORK	f82r	B2	f82r.2	7d25241b0e56c836372a	qokeedy	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	EXEMPLAR_ONLY	LOCAL_TECHNICAL_EXEMPLAR_NOT_CARD_GLOSS
