role_cell_id	source_cell_id	form	opaque_head_id	eva_transcription_label	sta_code	body	occurrences	reader_exact_occurrences	record_location_axis	free_form_proxy_axis	body_affinity_axis	selected_formal_role	revised_body_role_de	structural_role_render_de	aggressive_pharmaceutical_renderer_de	body_role_confidence	head_structural_confidence	head_semantic_confidence	live_rivals	herbal_visual_override_de	literal_head_lexeme	literal_body_lexeme_confidence	eva_initial_credit	sound_credit	component_export_credit	status
G736-C040	G735-C040	lair	H4	l	B2	air	1	1	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Teil- oder Fraktionsstufe II	internes Feld: Teil- oder Fraktionsstufe II	internes Form-/Zustandsfeld: Teil- oder Fraktionsstufe II	MEDIUM	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Wurzel- oder Untergrundteil in the five inherited Herbal visual cases|Formcode II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C041	G735-C041	pchdy	H1	p	P1	chdy	10	6	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	getrocknetes Ergebnis, Grundform	Eintrag: getrocknetes Ergebnis, Grundform	Form-/Zustandseintrag: getrocknetes Ergebnis, Grundform	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=unmarked dry result	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C042	G735-C042	schdy	H2	s	C2	chdy	2	1	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	getrocknetes Ergebnis, Grundform	Posten: getrocknetes Ergebnis, Grundform	Material-/Wertposten: getrocknetes Ergebnis, Grundform	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=unmarked dry result	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C043	G735-C043	rchdy	H3	r	C1	chdy	1	0	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	getrocknetes Ergebnis, Grundform	getrocknetes Ergebnis, Grundform [interner Bezug]	getrocknetes Ergebnis, Grundform; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=unmarked dry result	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C044	G735-C044	lchdy	H4	l	B2	chdy	18	14	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	getrocknetes Ergebnis, Grundform	internes Feld: getrocknetes Ergebnis, Grundform	internes Form-/Zustandsfeld: getrocknetes Ergebnis, Grundform	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=unmarked dry result	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C045	G735-C045	poiin	H1	p	P1	oiin	2	1	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Zubereitungsform III	Eintrag: Zubereitungsform III	Form-/Zustandseintrag: Zubereitungsform III	MEDIUM_HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Extrakt|Dekokt|learned whole	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C046	G735-C046	soiin	H2	s	C2	oiin	15	12	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Zubereitungsform III	Posten: Zubereitungsform III	Material-/Wertposten: Zubereitungsform III	MEDIUM_HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Extrakt|Dekokt|learned whole	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C047	G735-C047	roiin	H3	r	C1	oiin	4	3	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Zubereitungsform III	Zubereitungsform III [interner Bezug]	Zubereitungsform III; interner Zutaten-/Wertbezug	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Extrakt|Dekokt|learned whole	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C048	G735-C048	loiin	H4	l	B2	oiin	4	1	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitungsform III	internes Feld: Zubereitungsform III	internes Form-/Zustandsfeld: Zubereitungsform III	MEDIUM_HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Extrakt|Dekokt|learned whole	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C049	G735-C049	pshey	H1	p	P1	shey	1	0	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	feuchte oder angeweichte Form I	Eintrag: feuchte oder angeweichte Form I	Form-/Zustandseintrag: feuchte oder angeweichte Form I	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=attributive Feuchtbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C050	G735-C050	sshey	H2	s	C2	shey	5	4	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	feuchte oder angeweichte Form I	Posten: feuchte oder angeweichte Form I	Material-/Wertposten: feuchte oder angeweichte Form I	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=attributive Feuchtbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C051	G735-C051	rshey	H3	r	C1	shey	2	1	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	feuchte oder angeweichte Form I	feuchte oder angeweichte Form I [interner Bezug]	feuchte oder angeweichte Form I; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=attributive Feuchtbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C052	G735-C052	lshey	H4	l	B2	shey	17	14	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	feuchte oder angeweichte Form I	internes Feld: feuchte oder angeweichte Form I	internes Form-/Zustandsfeld: feuchte oder angeweichte Form I	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=attributive Feuchtbindung I	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C053	G735-C053	pam	H1	p	P1	am	1	0	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Eintragsabschluss I	Eintrag: Eintragsabschluss I	Form-/Zustandseintrag: Eintragsabschluss I	HIGH_POSITIONAL	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Maß-/Einheitsform I|mischen|Restmenge	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C054	G735-C054	sam	H2	s	C2	am	7	4	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Eintragsabschluss I	Posten: Eintragsabschluss I	Material-/Wertposten: Eintragsabschluss I	HIGH_POSITIONAL	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Maß-/Einheitsform I|mischen|Restmenge	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C055	G735-C055	ram	H3	r	C1	am	11	9	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Eintragsabschluss I	Eintragsabschluss I [interner Bezug]	Eintragsabschluss I; interner Zutaten-/Wertbezug	HIGH_POSITIONAL	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Maß-/Einheitsform I|mischen|Restmenge	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C056	G735-C056	lam	H4	l	B2	am	5	3	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Eintragsabschluss I	internes Feld: Eintragsabschluss I	internes Form-/Zustandsfeld: Eintragsabschluss I	HIGH_POSITIONAL	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Maß-/Einheitsform I|mischen|Restmenge	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C057	G735-C057	pcheey	H1	p	P1	cheey	3	3	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	trockene Form II	Eintrag: trockene Form II	Form-/Zustandseintrag: trockene Form II	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=attributive Trockenbindung II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C058	G735-C058	scheey	H2	s	C2	cheey	1	0	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	trockene Form II	Posten: trockene Form II	Material-/Wertposten: trockene Form II	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=attributive Trockenbindung II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C059	G735-C059	rcheey	H3	r	C1	cheey	5	4	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	trockene Form II	trockene Form II [interner Bezug]	trockene Form II; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=attributive Trockenbindung II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C060	G735-C060	lcheey	H4	l	B2	cheey	13	10	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	trockene Form II	internes Feld: trockene Form II	internes Form-/Zustandsfeld: trockene Form II	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=attributive Trockenbindung II	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C061	G735-C061	pchy	H1	p	P1	chy	2	1	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	trockene Grundform	Eintrag: trockene Grundform	Form-/Zustandseintrag: trockene Grundform	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=ungraded dry state	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C062	G735-C062	schy	H2	s	C2	chy	2	2	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	trockene Grundform	Posten: trockene Grundform	Material-/Wertposten: trockene Grundform	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=ungraded dry state	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C063	G735-C063	rchy	H3	r	C1	chy	3	2	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	trockene Grundform	trockene Grundform [interner Bezug]	trockene Grundform; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=ungraded dry state	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C064	G735-C064	lchy	H4	l	B2	chy	8	7	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	trockene Grundform	internes Feld: trockene Grundform	internes Form-/Zustandsfeld: trockene Grundform	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=ungraded dry state	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C065	G735-C065	polchedy	H1	p	P1	olchedy	7	3	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Materialträger, getrocknetes Ergebnis I	Eintrag: Materialträger, getrocknetes Ergebnis I	Form-/Zustandseintrag: Materialträger, getrocknetes Ergebnis I	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=getrockneter Ansatz|dry extract	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C066	G735-C066	solchedy	H2	s	C2	olchedy	6	2	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Materialträger, getrocknetes Ergebnis I	Posten: Materialträger, getrocknetes Ergebnis I	Material-/Wertposten: Materialträger, getrocknetes Ergebnis I	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=getrockneter Ansatz|dry extract	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C067	G735-C067	rolchedy	H3	r	C1	olchedy	1	0	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Materialträger, getrocknetes Ergebnis I	Materialträger, getrocknetes Ergebnis I [interner Bezug]	Materialträger, getrocknetes Ergebnis I; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=getrockneter Ansatz|dry extract	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C068	G735-C068	lolchedy	H4	l	B2	olchedy	1	0	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Materialträger, getrocknetes Ergebnis I	internes Feld: Materialträger, getrocknetes Ergebnis I	internes Form-/Zustandsfeld: Materialträger, getrocknetes Ergebnis I	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=getrockneter Ansatz|dry extract	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C069	G735-C069	pchol	H1	p	P1	chol	5	5	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Trockenmaterial	Eintrag: Trockenmaterial	Form-/Zustandseintrag: Trockenmaterial	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=dry quality without nominal carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C070	G735-C070	schol	H2	s	C2	chol	3	3	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Trockenmaterial	Posten: Trockenmaterial	Material-/Wertposten: Trockenmaterial	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=dry quality without nominal carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C071	G735-C071	rchol	H3	r	C1	chol	1	0	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Trockenmaterial	Trockenmaterial [interner Bezug]	Trockenmaterial; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=dry quality without nominal carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C072	G735-C072	lchol	H4	l	B2	chol	3	3	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Trockenmaterial	internes Feld: Trockenmaterial	internes Form-/Zustandsfeld: Trockenmaterial	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=dry quality without nominal carrier	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C073	G735-C073	podaiin	H1	p	P1	odaiin	4	4	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Zubereitung: Dosis oder Wert III	Eintrag: Zubereitung: Dosis oder Wert III	Form-/Zustandseintrag: Zubereitung: Dosis oder Wert III	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=Grad III|prepared state III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C074	G735-C074	sodaiin	H2	s	C2	odaiin	3	2	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Zubereitung: Dosis oder Wert III	Posten: Zubereitung: Dosis oder Wert III	Material-/Wertposten: Zubereitung: Dosis oder Wert III	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=Grad III|prepared state III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C075	G735-C075	rodaiin	H3	r	C1	odaiin	2	1	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Zubereitung: Dosis oder Wert III	Zubereitung: Dosis oder Wert III [interner Bezug]	Zubereitung: Dosis oder Wert III; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=Grad III|prepared state III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C076	G735-C076	lodaiin	H4	l	B2	odaiin	3	2	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Zubereitung: Dosis oder Wert III	internes Feld: Zubereitung: Dosis oder Wert III	internes Form-/Zustandsfeld: Zubereitung: Dosis oder Wert III	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=Grad III|prepared state III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C077	G735-C077	poraiin	H1	p	P1	oraiin	2	2	ENTRY	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	PARAGRAPH_OR_RECORD_OPENER	Teil oder Portion: Wert III	Eintrag: Teil oder Portion: Wert III	Form-/Zustandseintrag: Teil oder Portion: Wert III	HIGH	HIGH	LOW	HEAD=RUBRIC|RECIPE_COMMAND|PAGE_HEAD|BOUND_ENTRY_MARKER || BODY=stage III|nominal carrier III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C078	G735-C078	soraiin	H2	s	C2	oraiin	8	6	ENTRY	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LINE_ITEM_OR_SUBENTRY_MARKER	Teil oder Portion: Wert III	Posten: Teil oder Portion: Wert III	Material-/Wertposten: Teil oder Portion: Wert III	HIGH	HIGH	LOW	HEAD=HEADWORD|MATERIA_ITEM|INGREDIENT_ITEM|BATCH_MARKER|OPAQUE_NAME_FRAGMENT || BODY=stage III|nominal carrier III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C079	G735-C079	roraiin	H3	r	C1	oraiin	1	0	INTERNAL_OR_FINAL	HIGH_FREE_FORM_PROXY	CLUSTER_B_MATERIA_VALUE_HEAVY	LATE_REFERENCE_OR_ITEM_CLOSE	Teil oder Portion: Wert III	Teil oder Portion: Wert III [interner Bezug]	Teil oder Portion: Wert III; interner Zutaten-/Wertbezug	HIGH	MEDIUM_HIGH	LOW	HEAD=INGREDIENT|VALUE|PART|SOURCE|REFERENCE|ITEM_CLOSE || BODY=stage III|nominal carrier III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
G736-C080	G735-C080	loraiin	H4	l	B2	oraiin	1	0	INTERNAL_OR_FINAL	LOW_FREE_FORM_PROXY	CLUSTER_A_FORM_STATE_HEAVY	INTERNAL_BOUND_FIELD_OPERATOR	Teil oder Portion: Wert III	internes Feld: Teil oder Portion: Wert III	internes Form-/Zustandsfeld: Teil oder Portion: Wert III	HIGH	MEDIUM_HIGH	LOW	HEAD=FORM_FIELD|STATE_FIELD|MATERIAL_CARRIER|LIQUID_OR_EXTRACT|OPAQUE_BINDER || BODY=stage III|nominal carrier III	NONE	UNRESOLVED	ZERO	0	0	0	SCOPED_ROLE_DEFAULT__REPLACEABLE_BY_EXACT_WHOLE_EVIDENCE
