statement_id	record_unit_id	page	loci	event_count	surface_sequence	master_head_sequence	unique_literal_sequence_de	fluent_workshop_sentence_de	disambiguated_card_count	precision_notes_de	statement_status
B3-S022	B3	f83r	f83r.15	1	qotchedy	otchedy	nächsten Posten überführen; Schluss	Führe die Folgeumsetzung aus und schließe	1	otchedy: Folgeumsetzung; Schluss -> nächsten Posten überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S023	B3	f83r	f83r.15	1	lchedy	lchedy	abführen; Schluss	Führe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S024	B3	f83r	f83r.16	1	tchedy	dchedy	Posten überführen; Schluss	Setze um und schließe	1	dchedy: umsetzen; Schluss -> Posten überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S025	B3	f83r	f83r.16	1	qokchdy	qokchdy	Umsetzung ansetzen; Schluss	Setze um und schließe	1	qokchdy: umsetzen; Schluss -> Umsetzung ansetzen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S026	B3	f83r	f83r.16|f83r.20	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	cheedar chldaiin chdy okain checthy chealror olkeedy	von dort umsetzen -> Absetzmaß -> laufenden Posten umsetzen -> eine Portion zugeben -> bereit -> Ansatz von dort zur Zielstelle -> länger sammeln; Schluss	Setze von dort um, warte bis zum Absetzmass, setze erneut um, gib eine Portion zu, halte bereit, fuehre den Ansatz von dort zur Zielstelle, sammle laenger und schliesse.	1	chdy: umsetzen -> laufenden Posten umsetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S027	B3	f83r	f83r.20	1	qoteedy	qoteedy	lange Folge; Schluss	Nimm die lange Folge und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S028	B3	f83r	f83r.20	2	qokeey qokedy	okeey qokedy	länger ansetzen -> kurz ansetzen; Schluss	Setze länger, dann kurz an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S029	B3	f83r	f83r.20	3	sol cheeety qokedy	cheol cheeety qokedy	fortsetzen -> ganzen Teilposten -> kurz ansetzen; Schluss	Fuehre weiter, nimm den ganzen Teilposten, setze kurz an und schliesse.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S030	B3	f83r	f83r.20|f83r.22	4	qoky saiin schedair otchedy	choky aiin schedair otchedy	aktuellen Posten ansetzen -> Sollmaß -> Wasser weiterleiten -> nächsten Posten überführen; Schluss	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	2	choky: Posten ansetzen -> aktuellen Posten ansetzen | otchedy: Folgeumsetzung; Schluss -> nächsten Posten überführen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S031	B3	f83r	f83r.22	1	qokeedy	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S032	B3	f83r	f83r.22	5	chedain chedy qotedaiin otaiin otedy	chedain chdy qotedaiin otaiin otedy	Portion umsetzen -> laufenden Posten umsetzen -> kurzes Folgemass -> Folgemaß -> kurze Folge; Schluss	Setze eine Portion um, stelle ein kurzes Folgemass und danach das Folgemass ein, fuehre die kurze Folge aus und schliesse.	1	chdy: umsetzen -> laufenden Posten umsetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S033	B3	f83r	f83r.22	1	ldy	ldy	abziehen; Ende	Ziehe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B3-S034	B3	f83r	f83r.24	6	soiiin checthy chety otaiin olsaly shedy	oiiin checthy chety otaiin olsaly cheedy	Sollstufe -> bereit -> Teil abtrennen -> Folgemaß -> untere Zielstelle -> kurz absetzen lassen; Schluss	Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemass ein, fuehre zur unteren Zielstelle, lass absetzen und schliesse.	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S001	B4	f83r	f83r.25	1	qokeedy	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S002	B4	f83r	f83r.25	3	qolchey qokeey qokedy	qolchey okeey qokedy	diesen Posten weiterfuehren -> länger ansetzen -> kurz ansetzen; Schluss	Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S003	B4	f83r	f83r.25|f83r.26	7	chedy otal otchey qokeey qoky tol shedy	chdy otal otchey okeey choky cheol cheedy	laufenden Posten umsetzen -> danach dorthin -> nächster Teilposten -> länger ansetzen -> aktuellen Posten ansetzen -> fortsetzen -> kurz absetzen lassen; Schluss	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	4	chdy: umsetzen -> laufenden Posten umsetzen | otchey: Folgeposten -> nächster Teilposten | choky: Posten ansetzen -> aktuellen Posten ansetzen | cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S004	B4	f83r	f83r.26	1	qokylddy	qokylddy	befestigen	Befestige den Posten und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S005	B4	f83r	f83r.27	3	dain chedy qokeedy	dain chdy qokeedy	Tuch -> laufenden Posten umsetzen -> länger ansetzen; Schluss	Lege das Tuch ein, setze um, setze länger an und schließe	1	chdy: umsetzen -> laufenden Posten umsetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S006	B4	f83r	f83r.27	1	shckhedy	shckhedy	seihen; Schluss	Seih und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S007	B4	f83r	f83r.27	1	shckhedy	shckhedy	seihen; Schluss	Seih und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S008	B4	f83r	f83r.28	4	saiin cheeky sheey qokedy	aiin cheeky sheey qokedy	Sollmaß -> länger erwärmen und offen halten -> laenger ruhen -> kurz ansetzen; Schluss	Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse.	1	cheeky: länger wärmen -> länger erwärmen und offen halten	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S009	B4	f83r	f83r.28	1	shedy	cheedy	kurz absetzen lassen; Schluss	Lass absetzen und schließe	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S010	B4	f83r	f83r.28	1	oldy	oldy	Fortsetzung abschließen	Führe weiter und schließe	1	oldy: fortsetzen; Schluss -> Fortsetzung abschließen	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S011	B4	f83r	f83r.35|f83r.37	7	saiin cheky okeeol okain chdy sol lkedy	aiin cheky okeeol okain chdy cheol lkedy	Sollmaß -> kurz wärmen -> länger fortführen -> eine Portion zugeben -> laufenden Posten umsetzen -> fortsetzen -> nachwaschen	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	1	chdy: umsetzen -> laufenden Posten umsetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S012	B4	f83r	f83r.37	1	lchedy	lchedy	abführen; Schluss	Führe ab und schließe	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S013	B4	f83r	f83r.37	2	qokol shedy	qokol cheedy	Fortsetzung ansetzen -> kurz absetzen lassen; Schluss	Setze die Fortsetzung ein, lass absetzen und schließe	2	qokol: Fortsetzung einsetzen -> Fortsetzung ansetzen | cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S014	B4	f83r	f83r.38	4	or chey qockhey dairydy	chor chey qockhey dairydy	Ansatz -> dieser Posten -> kurzen Durchlauf ansetzen -> Wasserlauf schliessen; Schluss	Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S015	B4	f83r	f83r.39|f83r.41	6	qokain shey kain chckhal solkey lchedy	okain cheey chkain chckhal solkey lchedy	eine Portion zugeben -> klarer Auszug -> eine Portion -> zur Zielstelle durchleiten -> kurz sammeln -> abführen; Schluss	Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse.	1	cheey: Klarlauf -> klarer Auszug	UNIQUE_CARD_DEFAULTS_COMPLETE
B4-S016	B4	f83r	f83r.41|f83r.44	4	qolkain dal skar shedy	olkain al skar cheedy	weitere Portion -> dorthin -> von dort ausgiessen -> kurz absetzen lassen; Schluss	Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.	1	cheedy: absetzen; Schluss -> kurz absetzen lassen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B5-S001	B5	f83r	f83r.47	1	otchdy	otchdy	Folgegang vollziehen; Schluss	Führe die Folgeumsetzung aus und schließe	1	otchdy: Folgeumsetzung; Schluss -> Folgegang vollziehen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B5-S002	B5	f83r	f83r.47	1	qokchdy	qokchdy	Umsetzung ansetzen; Schluss	Setze um und schließe	1	qokchdy: umsetzen; Schluss -> Umsetzung ansetzen; Schluss	UNIQUE_CARD_DEFAULTS_COMPLETE
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	9	shedal dal cheol lol chdal aiin sol daiiin chedy	shedal al cheol lol chdal aiin cheol daiiin chdy	dort absetzen -> dorthin -> fortsetzen -> von dort weiterfuehren -> dort umsetzen -> Sollmaß -> fortsetzen -> Öffnungsstufe -> laufenden Posten umsetzen	Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	1	chdy: umsetzen -> laufenden Posten umsetzen	UNIQUE_CARD_DEFAULTS_COMPLETE
B6-S001	B6	f83r	f83r.52|f83r.54	9	solkeey qekey raly ol daiin ol dain chey ldalor	solkeey qekey raly cheol aiin cheol dain chey ldalor	länger sammeln -> roh -> diesen Posten dorthin -> fortsetzen -> Sollmaß -> fortsetzen -> Tuch -> dieser Posten -> Endziel	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	0	keine Änderung	UNIQUE_CARD_DEFAULTS_COMPLETE
