event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	master_card_id	surface_display	master_head_form	component_reading	previous_short_meaning_de	unique_short_meaning_de	gloss_revision	step_closure_role
119	E119	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	MC035	chckhy	chckhy	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
120	E120	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	MC025	schedy	dchedy	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	Posten überführen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
121	E121	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	MC153	qol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
122	E122	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	MC061	sshkchdy	sshkchdy	SSHK_SWIVEL_WHOLE+CLOSE	schwenken	schwenken	UNCHANGED_UNIQUE	COMMIT_CELL
123	E123	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	MC074	chedy	chdy	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	laufenden Posten umsetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
124	E124	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
125	E125	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	MC128	shedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
126	E126	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	MC028	qolchedy	olchedy	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	weiterüberführen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
127	E127	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	MC017	qokain	okain	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
128	E128	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	MC035	shckhy	chckhy	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
129	E129	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	MC012	dl	dl	DL_BATH_ADDITIVE_WHOLE_CARD	Zusatz	Zusatz	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
130	E130	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	MC056	ral	ral	R_FRAME+AL_TO	zur Zielstelle	zur Zielstelle	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
131	E131	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	MC088	qokchdy	qokchdy	OK+CHD_TRANSFER+CLOSE	umsetzen; Schluss	Umsetzung ansetzen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
132	E132	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	MC123	chey	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
133	E133	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
134	E134	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	MC147	cheky	cheky	CHK_WARM+GRADE_1+Y_OPEN	kurz wärmen	kurz wärmen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
135	E135	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	MC153	ol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
136	E136	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	MC128	shedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
137	E137	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	MC083	qokedy	qokedy	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
138	E138	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	MC083	qokedy	qokedy	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
139	E139	B1	f81v	f81v.18	F033	B1-S011	2cc8bb3c2af19607888f	MC035	chckhy	chckhy	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
140	E140	B1	f81v	f81v.18	F033	B1-S011	276a7c2d74d1143446f4	MC026	qoky	choky	OK_SET+Y_OPEN	Posten ansetzen	aktuellen Posten ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
141	E141	B1	f81v	f81v.21	F034	B1-S012	be0974b366c981dc1eef	MC130	lsho	lsho	LSH_WASH	Waschgang	Waschgang beginnen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
142	E142	B1	f81v	f81v.21	F034	B1-S012	08bd5ca0c2ad137a056d	MC007	qokey	okey	OK_SET+GRADE_1+Y_OPEN	kurz ansetzen	kurz ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
143	E143	B1	f81v	f81v.21	F034	B1-S012	2e7e89e0bd12b999c280	MC038	lshedy	lshedy	LSH_WASH+DY_CLOSE	waschen; Schluss	waschen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
144	E144	B1	f81v	f81v.21	F035	B1-S013	2e7e89e0bd12b999c280	MC038	lshedy	lshedy	LSH_WASH+DY_CLOSE	waschen; Schluss	waschen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
145	E145	B1	f81v	f81v.21	F036	B1-S014	6f7ff8287eddf4da9fdb	MC074	chedy	chdy	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	laufenden Posten umsetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
146	E146	B1	f81v	f81v.21	F036	B1-S014	c205570c49d4d93c23d3	MC134	qolky	qolky	Q_FRAME+OL_CONTINUE+KY_PATH	weiterfuehren	auf dem Arbeitsweg weiterleiten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
147	E147	B1	f81v	f81v.21	F036	B1-S014	433713294b25b0a12f66	MC051	lchedal	lchedal	L_OUT+CHED_TRANSFER+AL_TO	Auslass	zur Ablaufstelle führen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
148	E148	B1	f81v	f81v.21	F036	B1-S014	dcda95c81a5460feb191	MC153	qol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
149	E149	B1	f81v	f81v.21	F036	B1-S014	b6b654722e55729cc947	MC121	otar	otar	OT_NEXT+AR_FROM	danach von dort	danach von dort	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
150	E150	B1	f81v	f81v.24	F037	B1-S015	a7af89ab31ce5e247395	MC109	ytey	ytey	MEMORIZED_WHOLE_CARD	fuellen	fuellen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
151	E151	B1	f81v	f81v.24	F037	B1-S015	07913ef9b1fb773cd325	MC005	okchedy	okchedy	OK+CHED_TRANSFER+CLOSE	umsetzen; Schluss	angesetzten Inhalt überführen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
152	E152	B1	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	MC040	qokal	okal	OK_SET+AL_TO	dort ansetzen	dort ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
153	E153	B1	f81v	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	MC002	okeey	okeey	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
154	E154	B1	f81v	f81v.24	F038	B1-S016	dcda95c81a5460feb191	MC153	qol	cheol	OL_CONTINUE	fortsetzen	fortsetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
155	E155	B1	f81v	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	MC128	cheedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
156	E156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	MC154	sal	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
157	E157	B1	f81v	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	MC106	teol	teol	E_SHORT+OL_CONTINUE	kurz weiterfuehren	kurz weiterleiten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
158	E158	B1	f81v	f81v.24	F039	B1-S017	d225b7a7b95da7aee437	MC139	dchdy	dchdy	D+CHD_TRANSFER+CLOSE	umsetzen; Schluss	weitergeführten Posten überführen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
159	E159	B1	f81v	f81v.24	F040	B1-S018	b38d70daefd663d74625	MC118	ly	ly	MEMORIZED_VESSEL_CARD	Gefaess	Sammelgefäß	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
160	E160	B1	f81v	f81v.27	F041	B1-S018	74c76d589d44120f647b	MC076	dsheol	dsheol	SH_REST+E_SHORT+OL_CONTINUE	kurz weiter ruhen lassen	kurz weiter ruhen lassen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
161	E161	B1	f81v	f81v.27	F041	B1-S018	2c82523794dcb7d2b343	MC033	oiiin	oiiin	IIN_TARGET_STAGE	Sollstufe	Sollstufe	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
162	E162	B1	f81v	f81v.27	F041	B1-S018	3b70942557b3a40e8030	MC045	olkeedy	olkeedy	SOLK_COLLECT+EE_LONG+TERMINAL	länger sammeln; Schluss	länger sammeln; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
163	E163	B1	f81v	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	MC128	tedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
164	E164	B1	f81v	f81v.27	F043	B1-S020	d904bf7b044dd3922781	MC147	cheky	cheky	CHK_WARM+GRADE_1+Y_OPEN	kurz wärmen	kurz wärmen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
165	E165	B1	f81v	f81v.27	F043	B1-S020	d68bc8de3bcee09db23c	MC143	shckhedy	shckhedy	CKHE_STRAIN+TERMINAL	seihen; Schluss	seihen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
166	E166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	MC154	chal	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
167	E167	B2	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	MC025	dchedy	dchedy	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	Posten überführen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
168	E168	B2	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	MC028	qolchedy	olchedy	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	weiterüberführen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
169	E169	B2	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	MC017	qokain	okain	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
170	E170	B2	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	MC123	dy	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
171	E171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	MC082	qokeedy	qokeedy	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
172	E172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	MC040	qokal	okal	OK_SET+AL_TO	dort ansetzen	dort ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
173	E173	B2	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	MC168	lcheckhy	lcheckhy	L_OUT+CKH_THROUGH+Y_ITEM	Ausgangsdurchlass	Ausgangsdurchlass	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
174	E174	B2	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	MC127	lched	lched	L_OUT+CHED_TRANSFER	abführen	abführen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
175	E175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	MC002	qokeey	okeey	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
176	E176	B2	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	MC133	lcheckhedy	lcheckhedy	L_OUT+CKHE_STRAIN+TERMINAL	abseihen; Schluss	abseihen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
177	E177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	MC054	qokaly	qokaly	OK_SET+AL_TO+Y_ITEM	dies dort ansetzen	dies dort ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
178	E178	B2	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	MC036	solkaiin	solkaiin	SOLK_COLLECT+AIIN_MEASURE	bis Sollmass sammeln	bis Sollmass sammeln	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
179	E179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	MC035	chckhy	chckhy	CKH_THROUGH+Y_ITEM	durchleiten	durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
180	E180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	MC120	qokaiin	okaiin	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
181	E181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	MC120	qokaiin	okaiin	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
182	E182	B2	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	MC112	octheol	octheol	CTH_READY+OL_CONTINUE	bereit weiterfuehren	bereitgestellten Gang fortsetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
183	E183	B2	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	MC166	chkeey	chkeey	CHK_WARM+GRADE_2+Y_CURRENT	länger wärmen	diesen Posten länger warm halten	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
184	E184	B2	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	MC004	ldy	ldy	L_OUT+CLOSE_EXACT	abziehen; Ende	abziehen; Ende	UNCHANGED_UNIQUE	COMMIT_CELL
185	E185	B2	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	MC063	oteey	oteey	OT_FOLLOW+GRADE_2+Y_ITEM	langer Folgeposten	langer Folgeposten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
186	E186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	MC040	qokal	okal	OK_SET+AL_TO	dort ansetzen	dort ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
187	E187	B2	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	MC132	sheckhy	sheckhy	CKH_THROUGH+E_SHORT+Y_CURRENT	kurz durchleiten	kurz durchleiten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
188	E188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	MC026	qoky	choky	OK_SET+Y_OPEN	Posten ansetzen	aktuellen Posten ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
189	E189	B2	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	MC138	dshedy	dshedy	DSHE_FRESH_WATER+DY_CLOSE	Frischwasser	Frischwasser	UNCHANGED_UNIQUE	COMMIT_CELL
190	E190	B2	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	MC060	sotaiin	otaiin	OT_FOLLOW+AIIN_MEASURE	Folgemaß	Folgemaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
191	E191	B2	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	MC044	qokar	qokar	OK_SET+AR_FROM	daraus ansetzen	daraus ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
192	E192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	MC128	shedy	cheedy	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	kurz absetzen lassen; Schluss	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
193	E193	B2	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	MC149	solshedy	solshedy	OL_CONTINUE+SHED_SETTLE+CLOSE	weiter absetzen; Schluss	weiter absetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
194	E194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	MC002	qokeey	okeey	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
195	E195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	MC026	qoky	choky	OK_SET+Y_OPEN	Posten ansetzen	aktuellen Posten ansetzen	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
196	E196	B2	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	MC065	ls	ls	L_OUT+S_PORT	Auslass	Durchlassöffnung	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
197	E197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	MC119	cheey	cheey	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	klarer Auszug	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
198	E198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	MC017	okain	okain	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
199	E199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	MC055	char	char	AR_FROM	daraus	aus dem Ansatz	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
200	E200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	MC017	okain	okain	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
201	E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	MC082	qokeedy	qokeedy	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
202	E202	B2	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	MC008	lchy	lchy	LCH_WITHDRAW+Y_ITEM	abziehen	abziehen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
203	E203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	MC119	cheey	cheey	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	klarer Auszug	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
204	E204	B2	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	MC073	qcthey	qcthey	CTH_READY+GRADE_1+Y_CURRENT	kurz bereithalten	kurz bereithalten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
205	E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	MC002	qokeey	okeey	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
206	E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	MC066	lcheey	lcheey	L_OUT+CHEEY_CLEAR_FLOW	Klarlauf abfuehren	Klarlauf abfuehren	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
207	E207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	MC039	daiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
208	E208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	MC123	chey	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
209	E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	MC140	qokeeedy	qokeeedy	OK_SET+GRADE_3+DY_CLOSE	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
210	E210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	MC155	lchedy	lchedy	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
211	E211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	MC029	lar	lar	L_OUT+AR_FROM	von dort abfuehren	von dort abfuehren	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
212	E212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	MC141	tshey	tshey	T_FRAME+SHEY_CLEAR_FLOW	Klarlauf	Klarlauf zugeben	DISAMBIGUATED_DUPLICATE	NO_EVENT_CLOSE
213	E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	MC082	qokeedy	qokeedy	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
214	E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	MC154	cheal	al	AL_TO	dorthin	dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
215	E215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	MC011	lchedar	lchedar	L_OUT+CHED_TRANSFER+AR_FROM	von dort abführen	von dort abführen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
216	E216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	MC152	ches	ches	MEMORIZED_WHOLE_CARD	teilen	teilen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
217	E217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	MC039	aiin	aiin	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
218	E218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	MC063	oteey	oteey	OT_FOLLOW+GRADE_2+Y_ITEM	langer Folgeposten	langer Folgeposten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
219	E219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	MC120	qokaiin	okaiin	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
220	E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	MC007	okey	okey	OK_SET+GRADE_1+Y_OPEN	kurz ansetzen	kurz ansetzen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
221	E221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	MC070	pchedy	pchedy	P_IN+CHED_TRANSFER+TERMINAL	einführen; Schluss	einführen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
222	E222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	MC102	rsheal	rsheal	R_FRAME+SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	kurz am Ziel ruhen	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
223	E223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	MC079	daldy	daldy	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	Nebenoeffnung; Schluss	Nebenoeffnung; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
224	E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	MC082	qokeedy	qokeedy	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
225	E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	MC084	rshedy	rshedy	RSHE_WASH_WHOLE_CARD+DY_CLOSE	Waschgang	Waschgang abschließen	DISAMBIGUATED_DUPLICATE	COMMIT_CELL
226	E226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	MC173	qoteedy	qoteedy	OT_FOLLOW+GRADE_2+CLOSE	lange Folge; Schluss	lange Folge; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
227	E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	MC082	qokeedy	qokeedy	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
228	E228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	MC167	lochedy	lochedy	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	Rest abfuehren; Schluss	Rest abfuehren; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
229	E229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	MC045	olkeedy	olkeedy	SOLK_COLLECT+EE_LONG+TERMINAL	länger sammeln; Schluss	länger sammeln; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
230	E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	MC093	qotal	otal	OT_NEXT+AL_TO	danach dorthin	danach dorthin	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
231	E231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	MC110	chkeedy	chkeedy	CHK_WARM+GRADE_2+DY_CLOSE	länger wärmen; Schluss	länger wärmen; Schluss	UNCHANGED_UNIQUE	COMMIT_CELL
232	E232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	MC123	chey	chey	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	UNCHANGED_UNIQUE	NO_EVENT_CLOSE
