gdt758_occurrence_id	surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	paragraph_first_token	paragraph_last_token	section	language	hand	written_line_eva	immediate_left_surface	immediate_left_reader_exact	immediate_right_surface	immediate_right_reader_exact	formula_predecessor	directly_after_ychor	left_extent	right_extent	left_boundary_reason	right_boundary_reason	boundary_complete	independent_anchor_count	independent_anchor_surfaces	independent_anchor_tags	independent_anchor_evidence	field_channel	slot_class	suspect_neighbor_cells_with_axes_excluded	target_cache_value_background_not_used_as_anchor	gdt758_primary_candidate_de	gdt758_renderer_value_de	gdt758_working_confidence	all_172_productive_compound_axes_excluded_from_field	reader_exact_target	exact_whole_only	literal_identity	confirmed_lexeme	component_export_credit
G758-O0314	s	f24r	f24	f24r.13	3	7	0.333333	MIDDLE	0	0	H	A	1	oees ol s chey chcth s ar	ol	1	chey	1	NONE	0	2	4	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R4	1	2	oees|chcth	DRY|MATERIAL|PREPARATION|END_STAGE	L2 oees=Ansatzcharge auf Endstufe [PREPARATION|END_STAGE;W2_PROVISIONAL_WORKING] || R2 chcth=getrocknete Pflanzendroge [DRY|MATERIAL;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0315	s	f24r	f24	f24r.15	5	5	1.000000	LAST	0	0	H	A	1	ockhoees oeees ol dal s	dal	1	LINE_EDGE	0	NONE	0	4	0	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R0	1	1	oeees	PREPARATION	L3 oeees=Ansatzcharge der letzten Stufe [PREPARATION;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0316	oky	f24r	f24	f24r.17	5	5	1.000000	LAST	0	0	H	A	1	sshey otam sham cthoj oky	cthoj	0	LINE_EDGE	0	NONE	0	3	0	STRICT_INITIAL_BEFORE_R4	LINE_EDGE_AFTER_R0	1	1	sham	AMOUNT	L2 sham=ein Maß Flüssigkeit [AMOUNT;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	heißer Ansatz am Anfang des Grades	erste Wärmestufe / heiß zu Beginn	erste Wärmestufe	C1_RECURRENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0317	chol	f24r	f24	f24r.18	2	5	0.250000	MIDDLE	0	0	H	A	1	ycheol chol daiin chol s	ycheol	0	daiin	1	NONE	0	1	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0318	chol	f24r	f24	f24r.18	4	5	0.750000	MIDDLE	0	0	H	A	1	ycheol chol daiin chol s	daiin	1	s	1	NONE	0	3	1	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0319	s	f24r	f24	f24r.18	5	5	1.000000	LAST	0	0	H	A	1	ycheol chol daiin chol s	chol	1	LINE_EDGE	0	NONE	0	4	0	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0320	chol	f24r	f24	f24r.19	3	5	0.500000	MIDDLE	0	0	H	A	1	yol kol chol shom otacphy	kol	0	shom	1	NONE	0	2	2	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0321	chor	f24v	f24	f24v.6	2	4	0.333333	MIDDLE	0	0	H	A	1	tochol chor arsa r	tochol	1	arsa	0	NONE	0	1	2	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0322	chol	f24v	f24	f24v.9	2	5	0.250000	MIDDLE	0	0	H	A	1	ychol chol or chor om	ychol	1	or	1	ychol	0	1	3	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R3	1	1	ychol	DRY|MATERIAL	L1 ychol=trockne hiervon den Drogenstoff [DRY|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0323	chol	f24v	f24	f24v.13	3	7	0.333333	MIDDLE	0	0	H	A	1	oeeey cheol chol odor sho do otolodal	cheol	1	odor	1	NONE	0	2	4	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R4	1	1	sho	MOIST|PREPARATION	R2 sho=feuchter Ansatz [MOIST|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	1	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0324	chor	f25r	f25	f25r.2	2	9	0.125000	MIDDLE	0	0	H	A	1	otor chor chsky chotchy shair qod shachy kchy chkain	otor	1	chsky	0	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	2	otor|chotchy	COLD|DRY|AMOUNT|MATERIAL|PREPARATION|BEGIN_STAGE	L1 otor=kalte Drogenportion im Ansatz [COLD|AMOUNT|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY] || R2 chotchy=Trockenansatz aus kalt getrockneter Droge in Grundform [COLD|DRY|MATERIAL|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0325	s	f25r	f25	f25r.3	5	9	0.500000	MIDDLE	0	0	H	A	1	qotchy qotshy cheesees sheear s chain daiin chain dan	sheear	1	chain	1	NONE	0	4	4	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R4	1	2	qotshy|qotchy	COLD|DRY|MOIST|BEGIN_STAGE	L4 qotchy=kalt und trocken am Anfang des Grades [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || L3 qotshy=kalt und feucht am Anfang des Grades [COLD|MOIST|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0326	s	f25r	f25	f25r.4	5	8	0.571429	MIDDLE	0	0	H	A	1	dchckhy shocthy ytchey cthor s chan chaiin qotchain	cthor	1	chan	1	NONE	0	4	3	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R3	1	1	cthor	AMOUNT|MATERIAL	L1 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0327	chor	f25v	f25	f25v.2	3	9	0.250000	MIDDLE	0	0	H	A	1	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	cthor	1	daiin	1	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	3	cthor|dchor|ckhey	AMOUNT|PART|MATERIAL|PREPARATION|MIDDLE_STAGE	L2 dchor=abgemessener Pflanzenteil [PART;W3_SOLID_WORKING_THEORY] || L1 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R5 ckhey=Arzneikompositum in der Gradmitte [PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0328	s	f25v	f25	f25v.2	5	9	0.500000	MIDDLE	0	0	H	A	1	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	daiin	1	okeeaiin	1	NONE	0	4	4	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R4	1	3	cthor|dchor|ckhey	AMOUNT|PART|MATERIAL|PREPARATION|MIDDLE_STAGE	L4 dchor=abgemessener Pflanzenteil [PART;W3_SOLID_WORKING_THEORY] || L3 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 ckhey=Arzneikompositum in der Gradmitte [PREPARATION|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0329	chol	f25v	f25	f25v.3	3	9	0.250000	MIDDLE	0	0	H	A	1	orcho kchor chol daiin shcfho r daiin dshey daiity	kchor	1	daiin	1	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	1	kchor	HOT|DRY|AMOUNT|MATERIAL	L1 kchor=Drogenportion, heiß-trocken [HOT|DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0330	s	f25v	f25	f25v.6	9	9	1.000000	LAST	0	0	H	A	1	qokcho r ochy qotchy qotoral cho chain deeaiir s	deeaiir	1	LINE_EDGE	0	NONE	0	5	0	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	2	cho|qotchy	COLD|DRY|PREPARATION|BEGIN_STAGE	L5 qotchy=kalt und trocken am Anfang des Grades [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || L3 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0331	s	f26r	f26	f26r.3	10	12	0.818182	MIDDLE	0	0	H	B	2	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	sheey	1	aiin	0	NONE	0	5	2	RADIUS5_CENSORED	LINE_EDGE_AFTER_R2	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0332	s	f26r	f26	f26r.4	9	10	0.888889	MIDDLE	0	0	H	B	2	qokedy cheos ytedy qokedy ytedy chekedy daiin odam s aldy	odam	1	aldy	1	NONE	0	5	1	RADIUS5_CENSORED	CURRENT_CLOSE_INCLUDED_R1	0	2	odam|aldy	AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|END_STAGE	L1 odam=ein Maß Ansatz abmessen [AMOUNT|PREPARATION|PROCESS;W3_SOLID_WORKING_THEORY] || R1 aldy=Rohstoffklasse I, abgeschlossen [MATERIAL|CLOSE|END_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0333	s	f26r	f26	f26r.7	6	12	0.454545	MIDDLE	0	0	H	B	2	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	ypchseds	1	aiin	1	NONE	0	4	5	STRICT_INITIAL_BEFORE_R5	CURRENT_CLOSE_INCLUDED_R5	1	2	sheo|dalchedy	DRY|MOIST|MATERIAL|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	L2 sheo=Feuchtzubereitung [MOIST|PREPARATION;W3_SOLID_WORKING_THEORY] || R5 dalchedy=abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen [DRY|MATERIAL|CLOSE|MIDDLE_STAGE|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0334	s	f26r	f26	f26r.8	5	10	0.444444	MIDDLE	0	0	H	B	2	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	qoteedar	0	ok	1	NONE	0	4	5	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0335	s	f26r	f26	f26r.9	5	10	0.444444	MIDDLE	0	0	H	B	2	tcheoshy dchdy okedy chckhy s dy dy ykeechy okeedy cheky	chckhy	1	dy	1	NONE	0	4	4	LINE_EDGE_AFTER_R4	CURRENT_CLOSE_INCLUDED_R4	1	1	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	R4 okeedy=heißer Ansatz am Ende des Grades, abgeschlossen [HOT|PREPARATION|CLOSE|END_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0336	ar	f26v	f26	f26v.5	10	10	1.000000	LAST	0	0	H	B	2	deeol cheody qoteedy qokody qotedy qotedy opchedy ofchy chs ar	chs	1	LINE_EDGE	0	NONE	0	3	0	PRIOR_CLOSE_BEFORE_R4	LINE_EDGE_AFTER_R0	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Drogenfraktion I	Teil / Anteil	Anteil	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0337	chol	f27r	f27	f27r.3	1	10	0.000000	FIRST	0	0	H	A	1	chol shy keol chol chy shol chy daiin chey dam	LINE_EDGE	0	shy	1	NONE	0	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	1	keol	HOT|MATERIAL	R2 keol=heißer Drogenstoff [HOT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0338	chol	f27r	f27	f27r.3	4	10	0.333333	MIDDLE	0	0	H	A	1	chol shy keol chol chy shol chy daiin chey dam	keol	1	chy	1	NONE	0	3	5	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	1	keol	HOT|MATERIAL	L1 keol=heißer Drogenstoff [HOT|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0339	chor	f27r	f27	f27r.4	2	8	0.142857	MIDDLE	0	0	H	A	1	qokey chor char chy dchy keey chos cthody	qokey	1	char	1	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	2	qokey|dchy	HOT|DRY|AMOUNT|MATERIAL|BEGIN_STAGE|MIDDLE_STAGE	L1 qokey=heiß in der Mitte des Grades [HOT|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || R3 dchy=eine Portion Trockendroge in Grundform [DRY|AMOUNT|MATERIAL|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0340	chor	f27r	f27	f27r.6	4	8	0.428571	MIDDLE	0	0	H	A	1	chy t chols chor cholaiin shy kchal dy	chols	0	cholaiin	0	NONE	0	3	4	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0341	chol	f27r	f27	f27r.8	4	10	0.333333	MIDDLE	0	0	H	A	1	ytchy chy t chol dy t chey dain chol dal	t	0	dy	1	NONE	0	3	5	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	1	ytchy	COLD|DRY|BEGIN_STAGE	L3 ytchy=Eintrag: kalt-trockene Grundform [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0342	chol	f27r	f27	f27r.9	4	7	0.500000	MIDDLE	0	0	H	A	1	dchey keeod shotchey chol oty chy tolg	shotchey	0	oty	1	NONE	0	3	3	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R3	1	1	dchey	DRY|AMOUNT|PROCESS|MIDDLE_STAGE	L3 dchey=Eine abgemessene Portion bis zur Mittelstufe trocknen [DRY|AMOUNT|PROCESS|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	trocken	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0343	s	f27r	f27	f27r.10	3	7	0.333333	MIDDLE	0	0	H	A	1	qotchey shes s y chy tchey dy	shes	1	y	1	NONE	0	2	4	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R4	1	3	shes|qotchey|tchey	COLD|DRY|MOIST|MATERIAL|MIDDLE_STAGE	L2 qotchey=kalt und trocken in der Mitte des Grades [COLD|DRY|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || L1 shes=feuchtes Drogenmaterial, Mittelstufe [MOIST|MATERIAL|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || R3 tchey=kalt und trocken in der Mitte des Grades [COLD|DRY|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Samen-/Saatgutposten	je / zu gleichen Teilen	je	C2_ORDERED_VALUE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0344	chol	f27r	f27	f27r.11	1	6	0.000000	FIRST	0	0	H	A	1	chol daiiin chees chos ey dan	LINE_EDGE	0	daiiin	1	NONE	0	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	1	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0345	qokchol	f28r	f28	f28r.6	1	8	0.000000	FIRST	0	0	H	A	1	qokchol qodaiin otcholchy daiin cho qokol o kam	LINE_EDGE	0	qodaiin	1	NONE	0	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	2	cho|qokol	HOT|DRY|PREPARATION|PROCESS	R4 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING] || R5 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	heiß-trockenes Drogenmaterial	erhitzt und getrocknet	erhitzt und getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0346	qokchol	f28v	f28	f28v.2	5	10	0.444444	MIDDLE	0	0	H	A	1	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	dy	0	chor	1	NONE	0	4	5	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	1	cheor	DRY|PART|MATERIAL	R4 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	heiß-trockenes Drogenmaterial	erhitzt und getrocknet	erhitzt und getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0347	chor	f28v	f28	f28v.2	6	10	0.555556	MIDDLE	0	0	H	A	1	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	qokchol	1	tchy	0	NONE	0	5	4	RADIUS5_CENSORED	LINE_EDGE_AFTER_R4	0	1	cheor	DRY|PART|MATERIAL	R3 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	1	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0348	chor	f28v	f28	f28v.3	1	4	0.000000	FIRST	0	0	H	A	1	chor chol chy choiin	LINE_EDGE	0	chol	1	NONE	0	0	3	LINE_EDGE_AFTER_R0	LINE_EDGE_AFTER_R3	1	1	choiin	DRY|PREPARATION	R3 choiin=trockene Zubereitungsform III [DRY|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0349	chol	f28v	f28	f28v.3	2	4	0.333333	MIDDLE	0	0	H	A	1	chor chol chy choiin	chor	1	chy	1	NONE	0	1	2	LINE_EDGE_AFTER_R1	LINE_EDGE_AFTER_R2	1	1	choiin	DRY|PREPARATION	R2 choiin=trockene Zubereitungsform III [DRY|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0350	chor	f28v	f28	f28v.4	3	10	0.222222	MIDDLE	0	0	H	A	1	tshoiin cheor chor o chty qotol sheol shor daiin qoty	cheor	1	o	1	NONE	0	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	3	cheor|tshoiin|qotol	COLD|DRY|MOIST|PART|MATERIAL|PREPARATION	L2 tshoiin=kalter Feuchtansatz in Form III [COLD|MOIST|PREPARATION;W2_PROVISIONAL_WORKING] || L1 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 qotol=kaltes Material [COLD|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	1	Pflanzen-/Reproduktionsteil	Pflanzenteil, wahrscheinlich Blüten-/Samenstand	Blüten-/Samenstand	C1_CONVERGENT_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0351	sheol	f28v	f28	f28v.4	7	10	0.666667	MIDDLE	0	0	H	A	1	tshoiin cheor chor o chty qotol sheol shor daiin qoty	qotol	1	shor	1	NONE	0	5	3	RADIUS5_CENSORED	LINE_EDGE_AFTER_R3	0	2	qotol|cheor	COLD|DRY|PART|MATERIAL	L5 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY] || L1 qotol=kaltes Material [COLD|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	feuchtes Material	feucht / eingeweicht	eingeweicht/feucht	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0352	chol	f28v	f28	f28v.5	2	8	0.142857	MIDDLE	0	0	H	A	1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	otol	1	daiin	1	NONE	0	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	5	otol|chkaiin|shoiin|qotchey|qotshey	HOT|COLD|DRY|MOIST|PREPARATION|MIDDLE_STAGE|LEVEL_III	L1 otol=kaltes Zubereitungsgut [COLD|PREPARATION;W3_SOLID_WORKING_THEORY] || R2 chkaiin=heiß-trocken, Grad III [HOT|DRY|LEVEL_III;W3_SOLID_WORKING_THEORY] || R3 shoiin=Feuchtansatz, Form III [MOIST|PREPARATION;W3_SOLID_WORKING_THEORY] || R4 qotchey=kalt und trocken in der Mitte des Grades [COLD|DRY|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || R5 qotshey=kalt und feucht in der Mitte des Grades [COLD|MOIST|MIDDLE_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
G758-O0353	chol	f28v	f28	f28v.7	3	11	0.200000	MIDDLE	0	0	H	A	1	pchol oiir chol tsho daiin sho t chy chtshy dair am	oiir	0	tsho	1	NONE	0	1	5	STRICT_INITIAL_BEFORE_R2	RADIUS5_CENSORED	0	1	sho	MOIST|PREPARATION	R3 sho=feuchter Ansatz [MOIST|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	trocken; nominal trockenes Gut/Material	trocken / getrocknet	trocken/getrocknet	C2_MULTIWHOLE_EXPLORATORY	1	1	1	OPEN	0	0
