target_surface	source_surface	source_recipe	source_event_count	edit_operation	old_char	new_char	edit_index	shared_context_score	candidate_recipe	transform_rule	transform_reason	licensed_close_assumption
fachys	otois	OT+O	1	INS		y	4	1	OT+O+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	otees	OT+EE+S	3	INS		y	4	1	OT+EE+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	okeos	OK+E+O+S	2	INS		y	4	1	OK+E+O+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	qotes	OT+E+S	1	INS		y	4	1	OT+E+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	qokas	OK+A_ADDR+S	1	INS		y	4	1	OK+A_ADDR+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	chees	SH+EE+S_ADDR	3	INS		y	4	1	SH+EE+Y+S_ADDR	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
fachys	rches	R+CH+E+S	1	INS		y	4	1	R+CH+E+Y+S	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
far	ofar	O+LOCAL_CHAR_F+AR	1	DEL	o		0	3	LOCAL_CHAR_F+AR	VISIBLE_DELETE_O	deleted sign removes its atom	NO
fcheey	kcheey	K+CH+EE+Y	1	SUB	k	f	0	5	F+CH+EE+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
fcheey	lcheey	L+EE+Y	2	SUB	l	f	0	5	F+EE+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
fchodaiin	doldaiin	OL+AIIN	1	INS		o	3	5	OL+O+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
fchodaiin	chedaiin	CHD+AIIN	7	INS		o	3	5	CHD+O+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
fchodaiin	shedaiin	SH+E+AIIN	4	INS		o	3	5	SH+O+E+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
fchodaiin	chldaiin	L+AIIN	1	INS		o	3	5	L+O+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
fchodaiin	saldaiin	S+AL+D_ADDR+AIIN	1	INS		o	3	5	S+AL+O+D_ADDR+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
fchodaiin	daldaiin	AL+AIIN	1	INS		o	3	5	AL+O+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
foar	qoar	O+AR	1	SUB	q	f	0	3	F+O+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kaipy	kain	K+AIN	5	INS		y	4	3	K+AIN+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
kaipy	kair	K+AIR	1	INS		y	4	3	K+AIR+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
kchod	kchol	K+OL	4	SUB	l	d	4	4	K+OL+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kchod	kchor	K+CH+OR	2	SUB	r	d	4	4	K+CH+O+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kchod	chod	CH+O+D_ADDR	1	INS		k	0	4	K+CH+O+D_ADDR	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kdchy	dchy	D_ADDR+Y	2	INS		k	0	4	K+D_ADDR+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kdchy	kchy	K+Y	3	INS		d	1	4	D_ADDR+K+Y	VISIBLE_D_ADDRESS	visible d adds a local address	NO
kochky	koldy	K+OL+DY	1	INS		k	4	3	K+OL+K+DY	VISIBLE_INSERT_K	inserted sign adds its atom	YES
kochky	kolpy	K+OL+P+Y	1	INS		k	4	3	K+OL+P+K+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kod	kom	K+O+M_LOCAL	1	SUB	m	d	2	2	K+O+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kod	dod	D_ADDR+O+D_ADDR	1	SUB	d	k	0	2	K+O+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kod	kol	K+OL	2	SUB	l	d	2	2	K+D_ADDR+OL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kod	lod	L+O+D_ADDR	1	SUB	l	k	0	2	K+O+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kod	kor	K+OR	1	SUB	r	d	2	2	K+O+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kodaiin	odaiin	O+D_ADDR+AIIN	2	INS		k	0	6	K+O+D_ADDR+AIIN	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kodaiin	todaiin	T+O+AIIN	1	SUB	t	k	0	6	K+O+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kodaiin	qodaiin	CARRIER_Q+O+AIIN	1	SUB	q	k	0	6	K+O+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kodshey	opshey	O+P+SH+E+Y	1	INS		d	2	4	O+P+D_ADDR+SH+E+Y	VISIBLE_D_ADDRESS	visible d adds a local address	NO
koeam	koey	K+O+E+Y	1	INS		m	4	3	K+O+E+Y+M_LOCAL	VISIBLE_INSERT_M	inserted sign adds its atom	NO
kokaiin	okaiin	OK+AIIN	19	INS		k	0	6	K+OK+AIIN	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kokaiin	qokaiin	OK+AIIN	37	SUB	q	k	0	6	K+OK+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kos	kom	K+O+M_LOCAL	1	SUB	m	s	2	2	K+O+S	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kos	os	OS	5	INS		k	0	2	K+OS	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kos	kol	K+OL	2	SUB	l	s	2	2	K+S+OL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kos	kor	K+OR	1	SUB	r	s	2	2	K+S+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kos	tos	T+O+S	2	SUB	t	k	0	2	K+O+S	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
koshey	kshey	K+SH+E+Y	1	INS		o	1	5	K+O+SH+E+Y	VISIBLE_INSERT_O	inserted sign adds its atom	NO
kshed	ksheo	K+SH+E+O	1	SUB	o	d	4	4	K+SH+E+D_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kshed	shed	SH+E+D_ADDR	2	INS		k	0	4	K+SH+E+D_ADDR	VISIBLE_INSERT_K	inserted sign adds its atom	NO
kshed	lshed	L+SH+E	2	SUB	l	k	0	4	K+SH+E	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kshedy	okshedy	OK+SH+E+DY	2	DEL	o		0	6	OK+SH+E+DY	VISIBLE_DELETE_O	deleted sign removes its atom	YES
ksho	ksheo	K+SH+E+O	1	DEL	e		3	4	K+SH+O	VISIBLE_E_GRADE	deleted e lowers or removes a grade	NO
kshoy	kshy	K+SH+Y	1	INS		o	3	4	K+SH+O+Y	VISIBLE_INSERT_O	inserted sign adds its atom	NO
kshoy	kshey	K+SH+E+Y	1	SUB	e	o	3	4	K+SH+O+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
kshoy	shoy	SH+O+Y	2	INS		k	0	4	K+SH+O+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
lchl	lch	L+CH	1	INS		l	3	3	L+CH+L	VISIBLE_INSERT_L	inserted sign adds its atom	NO
lchl	chl	CH+L	1	INS		l	0	3	L+CH+L	VISIBLE_INSERT_L	inserted sign adds its atom	NO
lchl	lcho	L+CH+O	1	SUB	o	l	3	3	L+CH+L	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
lchl	lchs	L+CH+S	1	SUB	s	l	3	3	L+CH+L	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
lshee	lsheey	L+SH+EE+Y	2	DEL	y		5	5	L+SH+EE	VISIBLE_REMOVE_Y	visible active-posten sign disappears	NO
lshl	lsh	L+SH	1	INS		l	3	3	L+SH+L	VISIBLE_INSERT_L	inserted sign adds its atom	NO
lshl	lsho	L+SH+O	1	SUB	o	l	3	3	L+SH+L	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ochdy	ochedy	O+CHD+Y	1	DEL	e		3	5	O+CHD+Y	LICENSED_CHD_CHED	expanded CHD spelling	NO
ochdy	okchdy	OK+CHD+DY	1	DEL	k		1	5	OK+CHD+DY	VISIBLE_DELETE_K	deleted sign removes its atom	YES
ochdy	opchdy	O+P+CHD+Y	2	DEL	p		1	5	O+CHD+Y	VISIBLE_DELETE_P	deleted sign removes its atom	NO
ochdy	olchdy	OL+CHD+DY	1	DEL	l		1	5	O+CHD+DY	VISIBLE_DELETE_L	deleted sign removes its atom	YES
ochdy	otchdy	OT+CHD+DY	1	DEL	t		1	5	OT+CHD+DY	VISIBLE_DELETE_T	deleted sign removes its atom	YES
ochedar	pchedar	P+CHD+AR	2	SUB	p	o	0	6	O+CHD+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ochedar	chedar	CHD+AR	2	INS		o	0	6	O+CHD+AR	VISIBLE_INSERT_O	inserted sign adds its atom	NO
ochedar	lchedar	L+CHD+AR	1	SUB	l	o	0	6	O+CHD+AR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ocphoraiin	otoldaiin	OT+OL+D_ADDR+AIIN	1	INS		r	5	5	OT+OL+R+D_ADDR+AIIN	VISIBLE_INSERT_R	inserted sign adds its atom	NO
ocphoraiin	okeolaiin	OK+E+OL+AIIN	1	INS		r	5	5	OK+E+R+OL+AIIN	VISIBLE_INSERT_R	inserted sign adds its atom	NO
octhyl	ochol	O+OL	1	INS		y	4	3	O+OL+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
odaiim	odaiin	O+D_ADDR+AIIN	2	SUB	n	m	5	5	O+D_ADDR+A_ADDR+LOCAL_CHAR_I+M_LOCAL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
odchees	otoees	OT+EE+Y	1	INS		h	3	4	OT+EE+SH+Y	VISIBLE_SH_FRAME	s+h carries the SH action	NO
odchees	oteees	OT+EEE+S_ADDR	1	INS		h	3	4	OT+EEE+SH+S_ADDR	VISIBLE_SH_FRAME	s+h carries the SH action	NO
odor	qodor	CARRIER_Q+O+D_ADDR+OR	1	DEL	q		0	4	O+D_ADDR+OR	VISIBLE_Q_REMOVAL	explicit begin sign disappears	NO
oeeedy	oeeed	O+EEE+D_ADDR	1	INS		y	5	5	O+EEE+D_ADDR+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
oeeedy	okeedy	OK+EE+DY	11	SUB	k	e	1	5	E+OK+EE+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
oeeedy	oteedy	OT+EE+DY	7	SUB	t	e	1	5	E+OT+EE+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
oeeedy	eeedy	EEE+DY	1	INS		o	0	5	O+EEE+DY	VISIBLE_INSERT_O	inserted sign adds its atom	YES
oeeedy	deeedy	D_ADDR+EEE+D_ADDR+Y	1	SUB	d	o	0	5	O+EEE+D_ADDR+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oeeedy	keeedy	K+EEE+D_ADDR+Y	2	SUB	k	o	0	5	O+EEE+D_ADDR+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oeeedy	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	1	SUB	q	o	0	5	O+EEE+D_ADDR+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oeeey	okeeey	OK+EEE+Y	2	DEL	k		1	5	OK+EEE+Y	VISIBLE_DELETE_K	deleted sign removes its atom	NO
oekshy	okshy	OK+Y	1	INS		e	1	5	E+OK+Y	VISIBLE_E_GRADE	visible e changes the grade recipe	NO
oeor	okeor	OK+E+OR	3	DEL	k		1	4	OK+E+OR	VISIBLE_DELETE_K	deleted sign removes its atom	NO
oeor	oteor	OT+E+OR	1	DEL	t		1	4	OT+E+OR	VISIBLE_DELETE_T	deleted sign removes its atom	NO
oeor	oeeor	O+EE+OR	1	DEL	e		1	4	O+E+OR	VISIBLE_E_GRADE	deleted e lowers or removes a grade	NO
oepaiin	odaiin	O+D_ADDR+AIIN	2	INS		p	2	5	O+P+D_ADDR+AIIN	VISIBLE_INSERT_P	inserted sign adds its atom	NO
oepaiin	olaiin	OL+AIIN	9	INS		p	2	5	OL+P+AIIN	VISIBLE_INSERT_P	inserted sign adds its atom	NO
oepaiin	okaiin	OK+AIIN	19	INS		p	2	5	OK+P+AIIN	VISIBLE_INSERT_P	inserted sign adds its atom	NO
oepaiin	otaiin	OT+AIIN	9	INS		p	2	5	OT+P+AIIN	VISIBLE_INSERT_P	inserted sign adds its atom	NO
oepaiin	oraiin	OR+AIIN	2	INS		p	2	5	OR+P+AIIN	VISIBLE_INSERT_P	inserted sign adds its atom	NO
oesearies	otytchol	OT+Y+T+CH+OL	1	INS		s	8	1	OT+Y+T+CH+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	opchordy	O+P+CH+OR+DY	1	INS		s	8	1	O+P+CH+OR+DY+S	VISIBLE_INSERT_S	inserted sign adds its atom	YES
oesearies	olkeechy	OL+K+EE+CH+Y	1	INS		s	8	1	OL+K+EE+CH+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	opodchol	O+P+O+D_ADDR+OL	1	INS		s	8	1	O+P+O+D_ADDR+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	ytalchos	Y+T+AL+CH+O+S	1	INS		e	7	1	Y+T+AL+CH+O+E+S	VISIBLE_E_GRADE	visible e changes the grade recipe	NO
oesearies	opcheeol	O+P+CH+EE+OL	1	INS		s	8	1	O+P+CH+EE+OL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	oteokeey	OT+E+O+K+EE+Y	1	INS		s	8	1	OT+E+O+K+EE+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	oteoshar	OT+E+O+SH+AR	1	INS		s	8	1	OT+E+O+SH+AR+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	okeodaly	OK+E+O+D_ADDR+AL+Y	2	INS		s	8	1	OK+E+O+D_ADDR+AL+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	okaikaly	OK+A_ADDR+IIN+K+AL+Y	1	INS		s	8	1	OK+A_ADDR+IIN+K+AL+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	okalshey	S+A_ADDR+L+SH+E+Y	1	INS		s	8	1	S+A_ADDR+L+SH+E+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	okalaiin	OK+AIIN	1	INS		s	8	1	OK+AIIN+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	okalchal	OK+CH+AL	1	INS		s	8	1	OK+CH+AL+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	otochedy	OT+O+CHD+DY	1	INS		s	8	1	OT+O+CHD+DY+S	VISIBLE_INSERT_S	inserted sign adds its atom	YES
oesearies	okaipchy	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	1	INS		s	8	1	OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	olsheedy	OL+SH+EE+DY	1	INS		s	8	1	OL+SH+EE+DY+S	VISIBLE_INSERT_S	inserted sign adds its atom	YES
oesearies	okedalor	OK+E+D_ADDR+AL+OR	1	INS		s	8	1	OK+E+D_ADDR+AL+OR+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	olcheedy	OL+CH+EE+DY	1	INS		s	8	1	OL+CH+EE+DY+S	VISIBLE_INSERT_S	inserted sign adds its atom	YES
oesearies	olsheody	O+L+SH+E+O+D_ADDR+Y	1	INS		s	8	1	O+L+SH+E+O+D_ADDR+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oesearies	olcheody	OL+CH+E+O+DY	1	INS		s	8	1	OL+CH+E+O+DY+S	VISIBLE_INSERT_S	inserted sign adds its atom	YES
oesearies	otolpchy	OT+OL+P+CH+Y	1	INS		s	8	1	OT+OL+P+CH+Y+S	VISIBLE_INSERT_S	inserted sign adds its atom	NO
ofchdy	okchdy	OK+CHD+DY	1	SUB	k	f	1	5	F+OK+CHD+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
ofchdy	opchdy	O+P+CHD+Y	2	SUB	p	f	1	5	O+F+CHD+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ofchdy	olchdy	OL+CHD+DY	1	SUB	l	f	1	5	F+OL+CHD+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
ofchdy	otchdy	OT+CHD+DY	1	SUB	t	f	1	5	F+OT+CHD+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
ofshdy	opshdy	O+P+SH+D_ADDR+Y	1	SUB	p	f	1	5	O+F+SH+D_ADDR+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
ofshdy	otshdy	OT+SH+D_ADDR+Y	1	SUB	t	f	1	5	OT+F+SH+D_ADDR+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
okady	okaldy	OK+AL+DY	1	DEL	l		3	5	OK+AL+DY	VISIBLE_DELETE_L	deleted sign removes its atom	YES
okalody	okaldy	OK+AL+DY	1	INS		o	4	6	OK+AL+O+DY	VISIBLE_INSERT_O	inserted sign adds its atom	YES
okan	okain	OK+AIN	12	DEL	i		3	4	OK+AIN	VISIBLE_I_CHANGE	i change alters quantity/path/variant	NO
okan	dokan	D_ADDR+OK+AN	1	DEL	d		0	4	OK+AN	VISIBLE_REMOVE_D_ADDRESS	visible local d disappears	NO
okan	qokan	OK+AN	1	DEL	q		0	4	OK+AN	LICENSED_Q_WRAPPER	q wrapper does not add an atom	NO
okcho	okchol	OK+OL	1	DEL	l		5	5	OK+O	VISIBLE_DELETE_L	deleted sign removes its atom	NO
okcho	okchor	OK+CH+OR	3	DEL	r		5	5	OK+CH+O	VISIBLE_DELETE_R	deleted sign removes its atom	NO
okchoy	okchol	OK+OL	1	SUB	l	y	5	5	OK+OL+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
okchoy	okchy	OK+Y	3	INS		o	4	5	OK+Y+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
okchoy	okchor	OK+CH+OR	3	SUB	r	y	5	5	OK+CH+Y+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
okchoy	okchey	OK+Y	1	SUB	e	o	4	5	OK+O+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
okchoy	okchom	OK+CH+O+AM_ADDR	1	SUB	m	y	5	5	OK+CH+O+Y+AM_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
okchoy	okchdy	OK+CHD+DY	1	SUB	d	o	4	5	OK+CHD+O+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
okodaiin	todaiin	T+O+AIIN	1	INS		k	1	6	K+T+O+AIIN	VISIBLE_INSERT_K	inserted sign adds its atom	NO
okodaiin	oldaiin	OL+D_ADDR+AIIN	3	INS		o	2	6	OL+O+D_ADDR+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
okodaiin	qodaiin	CARRIER_Q+O+AIIN	1	INS		k	1	6	K+CARRIER_Q+O+AIIN	VISIBLE_INSERT_K	inserted sign adds its atom	NO
okoeor	okeor	OK+E+OR	3	INS		o	2	5	OK+O+E+OR	VISIBLE_INSERT_O	inserted sign adds its atom	NO
okoeor	okeeor	OK+EE+OR	1	SUB	e	o	2	5	OK+O+E+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
okshey	okshedy	OK+SH+E+DY	2	DEL	d		5	6	OK+SH+E+Y	VISIBLE_REMOVE_CLOSE	removing d opens DY to Y	YES
oksho	okshy	OK+Y	1	SUB	y	o	4	4	OK+O	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olam	otam	OT+AM_ADDR	5	SUB	t	l	1	3	L+OT+AM_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olam	olar	OL+AR	1	SUB	r	m	3	3	OL+AR+M_LOCAL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olam	okam	OK+AM_ADDR	1	SUB	k	l	1	3	OL+AM_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olam	olom	OL+O+AM_ADDR	1	SUB	o	a	2	3	OL+A_ADDR+AM_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olkaiin	olaiin	OL+AIIN	9	INS		k	2	6	OL+K+AIIN	VISIBLE_INSERT_K	inserted sign adds its atom	NO
olkaiin	okaiin	OK+AIIN	19	INS		l	1	6	L+OK+AIIN	VISIBLE_INSERT_L	inserted sign adds its atom	NO
olkaiin	lkaiin	L+K+AIIN	3	INS		o	0	6	O+L+K+AIIN	VISIBLE_INSERT_O	inserted sign adds its atom	NO
olkaiin	olkain	OL+K+AIN	2	INS		i	4	6	OL+K+LOCAL_CHAR_I+AIN	VISIBLE_I_VARIANT	extra i is a local variant mark	NO
olkaiin	oldaiin	OL+D_ADDR+AIIN	3	SUB	d	k	2	6	OL+K+AIIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olkal	okal	OK+AL	13	INS		l	1	4	L+OK+AL	VISIBLE_INSERT_L	inserted sign adds its atom	NO
olkal	olkar	OL+K+AR	1	SUB	r	l	4	4	OL+K+AL	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olkal	oldal	OL+DA+L	1	SUB	d	k	2	4	OL+K+DA+L	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olkchdy	okchdy	OK+CHD+DY	1	INS		l	1	6	L+OK+CHD+DY	VISIBLE_INSERT_L	inserted sign adds its atom	YES
olkchdy	olchdy	OL+CHD+DY	1	INS		k	2	6	OL+K+CHD+DY	VISIBLE_INSERT_K	inserted sign adds its atom	YES
olkshdy	olkedy	OL+K+E+DY	3	INS		h	4	5	OL+K+E+SH+DY	VISIBLE_SH_FRAME	s+h carries the SH action	YES
olkshdy	opshdy	O+P+SH+D_ADDR+Y	1	INS		k	2	5	O+P+K+SH+D_ADDR+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
olkshdy	olchdy	OL+CHD+DY	1	INS		s	3	5	OL+CHD+S+DY	VISIBLE_INSERT_S	inserted sign adds its atom	YES
olkshdy	otshdy	OT+SH+D_ADDR+Y	1	INS		k	2	5	OT+K+SH+D_ADDR+Y	VISIBLE_INSERT_K	inserted sign adds its atom	NO
olpchedy	olchedy	OL+CHD+DY	7	INS		p	2	7	OL+P+CHD+DY	VISIBLE_INSERT_P	inserted sign adds its atom	YES
olpchedy	opchedy	O+P+CHD+DY	1	INS		l	1	7	O+L+P+CHD+DY	VISIBLE_INSERT_L	inserted sign adds its atom	YES
olpchedy	lpchedy	L+P+CHD+Y	1	INS		o	0	7	O+L+P+CHD+Y	VISIBLE_INSERT_O	inserted sign adds its atom	NO
olsain	osain	O+S+AIN	1	INS		l	1	5	O+L+S+AIN	VISIBLE_INSERT_L	inserted sign adds its atom	NO
olsain	olain	OL+AIN	3	INS		s	2	5	OL+S+AIN	VISIBLE_INSERT_S	inserted sign adds its atom	NO
olsain	olkain	OL+K+AIN	2	SUB	k	s	2	5	OL+S+AIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olsain	oldain	OL+AIN	1	SUB	d	s	2	5	OL+S+AIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
olshey	olshedy	OL+SH+E+DY	4	DEL	d		5	6	OL+SH+E+Y	VISIBLE_REMOVE_CLOSE	removing d opens DY to Y	YES
olteedy	oteedy	OT+EE+DY	7	INS		l	1	6	L+OT+EE+DY	VISIBLE_INSERT_L	inserted sign adds its atom	YES
olteedy	oltedy	OL+T+E+DY	1	INS		e	3	6	OL+T+EE+DY	VISIBLE_E_GRADE	visible e changes the grade recipe	YES
olteedy	olkeedy	OL+K+EE+DY	5	SUB	k	t	2	6	OL+T+EE+DY	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	YES
olteedy	lteedy	L+T+EE+D_ADDR+Y	1	INS		o	0	6	O+L+T+EE+D_ADDR+Y	VISIBLE_INSERT_O	inserted sign adds its atom	NO
opol	qopol	CARRIER_Q+O+P+OL	1	DEL	q		0	4	O+P+OL	VISIBLE_Q_REMOVAL	explicit begin sign disappears	NO
opom	olom	OL+O+AM_ADDR	1	SUB	l	p	1	3	OL+P+O+AM_ADDR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
opshody	opshdy	O+P+SH+D_ADDR+Y	1	INS		o	4	6	O+P+SH+O+D_ADDR+Y	VISIBLE_INSERT_O	inserted sign adds its atom	NO
opshody	opshedy	O+P+SH+E+Y	1	SUB	e	o	4	6	O+P+SH+O+Y	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oraiiin	odaiiin	O+DA+LOCAL_CHAR_I+IIN	1	SUB	d	r	1	6	O+R+DA+LOCAL_CHAR_I+IIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oraiiin	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	1	SUB	k	r	1	6	OK+R+A_ADDR+LOCAL_CHAR_I+IIN	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oraiiin	oraiin	OR+AIIN	2	INS		i	3	6	OR+LOCAL_CHAR_I+AIIN	VISIBLE_I_VARIANT	extra i is a local variant mark	NO
oraiiin	raiiin	R+AIIN+LOCAL_CHAR_I	1	INS		o	0	6	O+R+AIIN+LOCAL_CHAR_I	VISIBLE_INSERT_O	inserted sign adds its atom	NO
oraisy	orain	OR+AIN	1	INS		y	5	4	OR+AIN+Y	VISIBLE_INSERT_Y	inserted sign adds its atom	NO
oraisy	oraly	OR+AL+Y	1	INS		s	4	4	OR+AL+S+Y	VISIBLE_INSERT_S	inserted sign adds its atom	NO
oro	or	OR	33	INS		o	2	2	OR+O	VISIBLE_INSERT_O	inserted sign adds its atom	NO
oro	oto	OT+O	1	SUB	t	r	1	2	OT+R+O	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oro	ory	OR+Y	1	SUB	y	o	2	2	OR+O	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oror	otor	OT+OR	5	SUB	t	r	1	3	R+OT+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oror	okor	OK+OR	3	SUB	k	r	1	3	R+OK+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
oror	ror	R+OR	2	INS		o	0	3	O+R+OR	VISIBLE_INSERT_O	inserted sign adds its atom	NO
oror	olor	OL+OR	3	SUB	l	r	1	3	OR+OR	VISIBLE_SUBSTITUTION	substituted sign changes the visible atom	NO
osheedy	olsheedy	OL+SH+EE+DY	1	DEL	l		1	7	O+SH+EE+DY	VISIBLE_DELETE_L	deleted sign removes its atom	YES
osheedy	qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	1	DEL	q		0	7	O+SH+EE+D_ADDR+Y	VISIBLE_Q_REMOVAL	explicit begin sign disappears	NO
