action_case_id	page	locus	action_ordinal	action_surface	action_gloss_de	semantic_item_count	item_ranks	item_ordinals	item_surfaces	item_glosses_de	lexical_first_terminal_rank	lexical_first_terminal_ordinal	lexical_first_terminal_surface	lexical_first_terminal_gloss_de	lexical_terminal_field_count	later_lexical_terminal_ranks_blocked	operator_terminal_rank	operator_terminal_ordinal	operator_terminal_surface	operator_terminal_gloss_de	operator_matches_lexical_first	path_class	best_endpoint_ranks	best_endpoint_ordinals	best_endpoint_surfaces	best_endpoint_glosses_de	strict_decision	exploratory_decision	first_blocker_rank	first_blocker_ordinal	first_blocker_surface	first_blocker_gloss_de	first_blocker_class	blocker_inside_selected_endpoint	practical_reading_de	decision_reason_de	prior_shorter_holds_preserved	portable_default	new_relation_edge	word_delta	status
A047	f76v	f76v.10	3	qopchdy	fertig getrocknetes Pulver nehmen	6	1|2|3|4|5|6	4|5|6|7|8|9	dshedy|shedy|tchedy|lsheetal|shecphy|daiin	bis zur Mittelstufe angefeuchtete Drogenportion|mittlere Feuchtstufe erreicht|kalt-trockene Mittelstufe erreicht|Rohholz I, vollständig eingeweicht und kaltgestellt|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum|drei Portionen des eingeweichten Arzneikompositums	4	7	lsheetal	Rohholz I, vollständig eingeweicht und kaltgestellt	2	5	5	8	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	1	4	dshedy	bis zur Mittelstufe angefeuchtete Drogenportion	STATE_REVERSAL	0	Fertiges Trockenpulver nehmen; abgeschlossenes Kompositum erscheint erst nach Feuchte-, Kälte- und Holzwechseln.	Der erste Wert kehrt fertig trocken sofort zu feucht um; der spätere Abschlusswert hat keinen stabilen Patienten.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A048	f77r	f77r.38	3	qoeedy	nimm die Endportion hinzu	2	1|2	4|5	qokaiin|chcphey	heiß, Grad III|bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	2	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	1	NONE	2	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	1|2	4|5	qokaiin|chcphey	heiß, Grad III|bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	STOP	HIGH_HOLD_NEW_FOCUS	2	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	UNLICENSED_DRYING_AND_CLOSURE	1	Endportion hinzugeben; danach heiß, Grad III; mögliches terminales Produkt: abgeschlossenes, bis zur Mittelstufe getrocknetes Arzneikompositum.	Die Folge ist praktisch konkret und endet sauber; Hinzugeben allein erklärt Trocknung, Abschluss und Materialidentität noch nicht.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A049	f77r	f77r.38	6	qol	Drogenstoff zugeben	2	1|2	7|8	ltaiin|shedy	Holz, kalt auf Stufe III|mittlere Feuchtstufe erreicht	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	NONE	NONE	NONE	NONE	WINDOW_END_WITHOUT_TERMINAL	0	Drogenstoff zugeben; danach kaltes Holz III und mittlere Feuchte.	Das Fenster endet ohne Abschlusswert und wechselt Droge zu Holz.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A053	f77v	f77v.7	5	ycheedy	hiervon bis zur Endstufe trocknen	5	1|2|3|4|5	6|7|8|9|10	okedy|lshedy|chs|shdal|chedy	heißer Ansatz, Mittelstufe erreicht|vollständig eingeweichtes Holz, Form I|Trockengut, Grundform|feuchte abgemessene Rohstoffmenge I am Gradanfang|mittlere Trockenstufe erreicht	2	7	lshedy	vollständig eingeweichtes Holz, Form I	1	NONE	NONE	NONE	NONE	NONE	0	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	1	6	okedy	heißer Ansatz, Mittelstufe erreicht	DEGREE_AND_TEMPERATURE_RESET	0	Bis zur Endstufe trocknen; danach heißer Mittelansatz und vollständig eingeweichtes Holz.	Endstufe springt sofort zu heißer Mittelstufe; danach wechseln Operation und Material.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A055	f7r	f7r.2	1	dcheey	eine Dosis vollständig trocknen und abschließen	3	1|2|3	2|3|4	keo|r|shor	Ansatz auf mittlerer Heizstufe|Wurzel|Blüte	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	1	2	keo	Ansatz auf mittlerer Heizstufe	OPERATION_RESET	0	Dosis vollständig trocknen und schließen; rechts stehen Heizansatz, Wurzel und Blüte.	Der erste Wert eröffnet eine mittlere Heizstufe; kein passendes geschlossenes Trockenprodukt folgt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A059	f80r	f80r.17	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	3	1|2|3	8|9|10	ol|olkar|okain	Grundansatz|Anteil I des heißen Holzansatzes|heißer Ansatz, Grad II	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	2	9	olkar	Anteil I des heißen Holzansatzes	TEMPERATURE_AND_MATERIAL_CONFLICT	0	Bis zur Mitte trocknen und auf Kühlstufe II bringen; kein fertiges Produkt geschrieben.	Der spätere heiße Holzanteil widerspricht Kühlung; das Fenster enthält keinen Terminalwert.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A063	f80v	f80v.35	6	qol	Drogenstoff zugeben	6	1|2|3|4|5|6	7|8|9|10|11|12	kain|okiin|ol|kain|shey|ldy	heiß, Grad II|erhitzte Zubereitung, Form III|Grundansatz|heiß, Grad II|feucht in der Mitte des Grades|fertig aufbereitetes Holz	6	12	ldy	fertig aufbereitetes Holz	1	NONE	6	12	ldy	fertig aufbereitetes Holz	1	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	3	9	ol	Grundansatz	EARLIER_COMPLETE_STATE_AND_MATERIAL_RESET	0	Drogenstoff zugeben; fertig aufbereitetes Holz folgt erst nach mehreren Empfänger- und Zustandsblöcken.	Ein vollständiger Zustand und neuer Grundansatz stehen vor dem fertigen Holz; kein ungebrochener Produktpfad.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A064	f83v	f83v.12	4	lldar	Anteil I der Holzdroge abmessen	7	1|2|3|4|5|6|7	5|6|7|8|9|10|11	cheey|qoal|qokeedy|olkar|sheedy|qokain|olal	trocken am Ende des Grades|Rohstoffklasse I|heiß am Ende des Grades|Anteil I des heißen Holzansatzes|feucht am Ende des Grades|heiß, Grad II|Ansatz aus Holzrohstoff, Form I	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	5	9	sheedy	feucht am Ende des Grades	STATE_REVERSAL	0	Holzdrogenanteil abmessen; danach wechselnde trockene, heiße und feuchte Ansatzwerte.	Feuchtes Gradende folgt auf trockene und heiße Endwerte; kein terminales Produkt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A065	f86v3	f86v3.13	3	tcheody	abkühlen, bis zur Mittelstufe trocknen und ansetzen	6	1|2|3|4|5|6	4|5|6|7|8|9	qokain|qodaiin|olkar|chedaiin|y|chedy	heiß, Grad II|drei Portionen des folgenden Anteils|Anteil I des heißen Holzansatzes|abgemessene Trockendroge, Dosis III|Hierzu:|mittlere Trockenstufe erreicht	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	STOP_RESET	1	4	qokain	heiß, Grad II	TEMPERATURE_RESET	0	Abkühlen, mitteltrocknen und ansetzen; rechts beginnt sofort ein heißer II-Wert.	Der erste Wert widerspricht der Abkühlung; spätere Mengen und Materialien bilden keinen Abschluss.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A067	f86v3	f86v3.18	4	qopchol	nimm getrockneten Pulverstoff	3	1|2|3	5|6|7	shol|sheody|solkam	feucht|feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen|ein Maß erhitzter Samenzubereitung	2	6	sheody	feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen	1	NONE	2	6	sheody	feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen	1	EARLIER_COMPLETION_BLOCKS_LONGER	2	6	sheody	feucht angesetztes Mazerat auf Anfangsstufe, abgeschlossen	STOP	STOP_EARLY_CONFLICT	1	5	shol	feucht	STATE_REVERSAL	0	Getrocknetes Pulver nehmen; danach abgeschlossenes feuchtes Anfangsmazerat.	Feucht kehrt den trockenen Zustand sofort um; der Abschlusswert gehört bereits zu einem neuen Mazerat.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A070	f86v3	f86v3.19	4	qokam	nimm ein Maß und erhitze es	6	1|2|3|4|5|6	5|6|7|8|9|10	chol|kchdy|chol|tchdy|dar|aiindy	trocken|heiß-trockene Anfangsstufe erreicht|trocken|kalt-trockene Anfangsstufe erreicht|abgemessener Anteil I|drei fertig abgeteilte Teile	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	RESET_OR_BREAK_BEFORE_ATTRACTION	NONE	NONE	NONE	NONE	STOP	PRESERVE_SHORTER_HOLD	3	7	chol	trocken	STATE_RESTART	0	Maß nehmen und erhitzen; heiß-trockener Anfang bleibt ein nichtterminaler Zustandsblock.	Der kurze Hitze-Hold bleibt; die Trockenwiederholung und folgende Kälteumkehr sperren jede Verlängerung.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A071	f86v5	f86v5.2	7	qopchol	nimm getrockneten Pulverstoff	2	1|2	8|9	tal|ol	Rohstoffklasse I, kalt am Gradanfang|Grundansatz	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	NONE	NONE	NONE	NONE	WINDOW_END_WITHOUT_TERMINAL	0	Getrocknetes Pulver nehmen; danach kalter Rohstoff I und Grundansatz.	Das Fenster endet ohne Abschluss und ohne stabilen Materialkopf.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A072	f86v5	f86v5.2	10	ytol	kühle hiervon den Drogenstoff ab	2	1|2	11|12	otam|otam	ein Maß kalten Ansatzes|ein Maß kalten Ansatzes	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	NONE	NONE	NONE	NONE	WINDOW_END_WITHOUT_TERMINAL	0	Drogenstoff abkühlen; rechts stehen zweimal Maße kalten Ansatzes.	Kälte ist kompatibel, aber es wird nur Menge und Ansatz geschrieben, kein fertiges Produkt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A073	f86v5	f86v5.24	3	ykain	erhitze hiervon auf Stufe II	6	1|2|3|4|5|6	4|5|6|7|8|9	okal|kchody|chckhy|otaiin|olkar|otaiin	Rohstoffklasse I im heißen Ansatz, Gradanfang|fertige heiß-trockene Zubereitung|Arzneikompositum: trocken, Gradanfang|kalter Ansatz, Grad III|Anteil I des heißen Holzansatzes|kalter Ansatz, Grad III	2	5	kchody	fertige heiß-trockene Zubereitung	1	NONE	2	5	kchody	fertige heiß-trockene Zubereitung	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	1|2	4|5	okal|kchody	Rohstoffklasse I im heißen Ansatz, Gradanfang|fertige heiß-trockene Zubereitung	HOLD	HOLD_COHERENT_ENDPOINT	3	6	chckhy	Arzneikompositum: trocken, Gradanfang	MATERIAL_AND_DEGREE_RESET	0	Auf Stufe II erhitzen; mögliche fertige heiß-trockene Zubereitung, aber Grad und Patient offen.	Das Produkt ist konkret und heiß; Rang eins konkurriert mit Stufe II, Rang drei wechselt zu trockenem Kompositum am Gradanfang.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A074	f86v5	f86v5.4	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	10	1|2|3|4|5|6|7|8|9|10	2|3|4|5|6|7|8|9|10|11	oky|sheeey|qoty|qotaiin|sail|chepy|ltedy|dar|olkar|am	heißer Ansatz am Anfang des Grades|vollständig eingeweichtes Gut der Schlussstufe|kalt am Anfang des Grades|kalt, Grad III|Samen, Charge II|Trockenpulver in Grundform|fertig abgekühltes Holz, Mittelstufe|abgemessener Anteil I|Anteil I des heißen Holzansatzes|Maßeinheit I	2	3	sheeey	vollständig eingeweichtes Gut der Schlussstufe	2	7	2	3	sheeey	vollständig eingeweichtes Gut der Schlussstufe	1	EARLIER_COMPLETION_BLOCKS_LONGER	2	3	sheeey	vollständig eingeweichtes Gut der Schlussstufe	STOP	STOP_EARLY_CONFLICT	1	2	oky	heißer Ansatz am Anfang des Grades	STATE_AND_DEGREE_CONFLICT	0	Samenpulver mitteltrocknen; danach vollständig eingeweichtes Gut der Schlussstufe.	Heißer Gradanfang steht vor dem Abschluss; Einweichen und Schlussstufe widersprechen Trocknung und Mittelstufe.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A075	f86v6	f86v6.25	1	yteedy	hiervon bis zur Endstufe abkühlen	2	1|2	2|3	qokar|olkar	heißer Drogenanteil I|Anteil I des heißen Holzansatzes	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	1	2	qokar	heißer Drogenanteil I	TEMPERATURE_RESET	0	Bis zur Endstufe abkühlen; rechts bleiben heiße Drogen- und Holzanteile.	Der erste Wert ist heiß und wechselt später das Material; kein terminales Produkt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A077	f86v6	f86v6.25	5	ykaiin	erhitze hiervon auf Stufe III	5	1|2|3|4|5	6|7|8|9|10	or|okeeeey|ofchedy|qokaiin|araram	Drogenportion|Zubereitung vollständig bis zur letzten Heizstufe geführt|fertig getrocknete Blütenmasse|heiß, Grad III|Drogenanteil I; davon ein Maß	2	7	okeeeey	Zubereitung vollständig bis zur letzten Heizstufe geführt	2	3	2	7	okeeeey	Zubereitung vollständig bis zur letzten Heizstufe geführt	1	LOCALLY_READABLE_PRODUCT_ENDPOINT	1|2	6|7	or|okeeeey	Drogenportion|Zubereitung vollständig bis zur letzten Heizstufe geführt	ADMIT_EXISTING_C019	REPLAY_C019	3	8	ofchedy	fertig getrocknete Blütenmasse	NEW_MATERIAL_AND_OPERATION_AFTER_TERMINAL	0	Drogenportion auf III erhitzen; vollständig bis zur letzten Heizstufe geführte Zubereitung.	Materialträger, Erhitzung, Abschluss und Stufe bilden C019; die folgende Blütentrocknung beginnt einen anderen Pfad.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A079	f88r	f88r.19	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	1|2	2|3	chokol|daiin	heißer Absud aus Trockengut|Qualitätsgrad III dieses heißen Absuds	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	1	2	chokol	heißer Absud aus Trockengut	MATERIAL_RESET	0	Portion mitteltrocknen; danach heißer Absud Grad III.	Der erste Wert wechselt zu heißem Absud und erklärt weder Portion noch Mittelstufe.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A082	f88r	f88r.19	6	qockhol	Drogenstoff aus Arzneikompositum zugeben	2	1|2	7|8	okol|cheol	heißer Ansatzstoff|trockener Drogenstoff	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	NO_COHERENT_PRODUCT_PATH	NONE	NONE	NONE	NONE	STOP	STOP_NO_PATH	NONE	NONE	NONE	NONE	WINDOW_END_WITHOUT_TERMINAL	0	Drogenstoff aus Arzneikompositum zugeben; danach heißer Ansatzstoff und trockener Drogenstoff.	Die konkrete Argumentkette bleibt als früherer Hold erhalten, schreibt aber kein verwandeltes Endprodukt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
A083	f8r	f8r.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	9	1|2|3|4|5|6|7|8|9	2|3|4|5|6|7|8|9|10	ckhol|chol|chey|kc|chy|daiin|dol|daiiiry|ckhy	Drogenstoff aus Arzneikompositum|trocken|trocken in der Mitte des Grades|Charge unter Wärme getrockneter Droge|trocken am Anfang des Grades|drei Materialmaße|Materialmaß|abgemessener Drogenanteil IV, leicht getrocknet|Arzneikompositum am Gradanfang	NONE	NONE	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	COHERENT_NONFINISHED_RESULT_STATE	1|2|3	2|3|4	ckhol|chol|chey	Drogenstoff aus Arzneikompositum|trocken|trocken in der Mitte des Grades	STOP	PRESERVE_C020_NONTERMINAL	4	5	kc	Charge unter Wärme getrockneter Droge	NEW_CHARGE_AFTER_STATE_BUNDLE	0	Portion mitteltrocknen; Drogenstoff, trocken, Gradmitte bilden C020, aber keinen expliziten Terminalwert.	Der kohärente Zustandsblock C020 bleibt; die neue Charge auf Rang vier beendet ihn und ist kein Fertigprodukt.	1	NO	0	0	PASS_V82_42_WINDOWS_203_ITEMS__25_LEXICAL_FIRST_TERMINALS_22_OPERATOR_TERMINALS_9_EXPLORATORY_ENDPOINTS__0_NEW_EDGES__A048_HIGH_HOLD_ZERO_WORD_DELTA
