field_id	page	record_unit_id	locus	surface_sequence	closure_status	anchor_event_count	observed_trigger_sequence	parse_class	template_sequence	required_anonymous_registers	formal_effect_sequence	creative_local_expansion	strongest_rival
F064	f82r	B2	f82r.27	pchedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	ziehe es ab und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F065	f82r	B2	f82r.27	rsheal daldy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F066	f82r	B2	f82r.27	qokeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F067	f82r	B2	f82r.27	rshedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	trinke den angegebenen Anteil und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F068	f82r	B2	f82r.27	qoteedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	binde es auf die Stelle und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F069	f82r	B2	f82r.27	qokeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F070	f82r	B2	f82r.27	lochedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	mische zu gleichen Teilen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F071	f83r	B3	f83r.3	olkeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	lasse die Flüssigkeit sich setzen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F072	f83r	B3	f83r.3	qotal chkeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	zum unteren Ablauf hin ; tauche vollständig ein und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F073	f83r	B3	f83r.3	chey daiin chey lchedy	TERMINAL	2	E233:FORMAL=VORGABEPARAMETER? | E233:MNEMONIC=MASS? | E235:MNEMONIC=ABLASSEN?	COMPOSITE_SEQUENCE	REQUEST_STANDARD_PARAMETER > PARAMETER_VALUE > DRAIN_AND_COMMIT	ACTIVE|TARGET	request(parameter_slot) ; parameter_slot := EXEMPLAR_VALUE ; drain(ACTIVE,TARGET?); commit	Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F074	f83r	B3	f83r.3	qokaiin qotal dar	OPEN	1	E236:FORMAL=STANDARDSLOT_SETZEN	SINGLE_TEMPLATE	FORMAL_SET_STANDARD_SLOT	ACTIVE	set(standard_slot)	beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz	MNEMONIC_BAG_WITHOUT_ORDER
F075	f83r	B3	f83r.6	schedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F076	f83r	B3	f83r.6	chedchy qokal olchedy	TERMINAL	1	E241:FORMAL=LOKALEN_RELATIONSSLOT_SETZEN	SINGLE_TEMPLATE	FORMAL_SET_RELATION_SLOT	TARGET	set(local_relation_slot)	gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F077	f83r	B3	f83r.6	qokaiin chedy qokeedy	TERMINAL	1	E243:FORMAL=STANDARDSLOT_SETZEN	SINGLE_TEMPLATE	FORMAL_SET_STANDARD_SLOT	ACTIVE	set(standard_slot)	beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F078	f83r	B3	f83r.6	lchedy	TERMINAL	1	E246:MNEMONIC=ABLASSEN?	SINGLE_TEMPLATE	DRAIN_AND_COMMIT	ACTIVE|TARGET	drain(ACTIVE,TARGET?); commit	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F079	f83r	B3	f83r.6	qoky	OPEN	1	E247:MNEMONIC=ANWENDEN?	SINGLE_TEMPLATE	APPLY_ACTIVE	ACTIVE|TARGET	apply(ACTIVE,TARGET?)	Die aktive Portion verwenden	MNEMONIC_BAG_WITHOUT_ORDER
F080	f83r	B3	f83r.8	pchedal otedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F081	f83r	B3	f83r.8	shecthedchy qoky chedy chary	OPEN	1	E251:MNEMONIC=ANWENDEN?	SINGLE_TEMPLATE	APPLY_ACTIVE	ACTIVE|TARGET	apply(ACTIVE,TARGET?)	wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen	MNEMONIC_BAG_WITHOUT_ORDER
F082	f83r	B3	f83r.11	sor shedy	TERMINAL	1	E254:MNEMONIC=ANSATZ?	SINGLE_TEMPLATE	BIND_WORKING_BATCH	ACTIVE	assert_or_bind(ACTIVE)	Die bereitete Arbeitsflüssigkeit ; lasse es bis zur Bereitschaft stehen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F083	f83r	B3	f83r.11	qokaiin chkain shcthey qokedy	TERMINAL	2	E256:FORMAL=STANDARDSLOT_SETZEN | E259:MNEMONIC=SPÜLEN?	COMPOSITE_SEQUENCE	FORMAL_SET_STANDARD_SLOT > FLUSH_AND_COMMIT	ACTIVE|TARGET	set(standard_slot) ; flush(ACTIVE,TARGET?); commit	beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F084	f83r	B3	f83r.11	okair sheedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	öffne danach den oberen Lauf ; wasche einmal und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F085	f83r	B3	f83r.11	lchedy	TERMINAL	1	E262:MNEMONIC=ABLASSEN?	SINGLE_TEMPLATE	DRAIN_AND_COMMIT	ACTIVE|TARGET	drain(ACTIVE,TARGET?); commit	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F086	f83r	B3	f83r.11	lo	OPEN	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	schließe den unteren Ablauf	WHOLE_FIELD_EXEMPLAR
F087	f83r	B3	f83r.14	qokchedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	lasse es abkühlen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F088	f83r	B3	f83r.14	qokeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F089	f83r	B3	f83r.14	shedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F090	f83r	B3	f83r.14	qokshedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	koche sanft und beende diesen Arbeitsschritt	WHOLE_FIELD_EXEMPLAR
F091	f83r	B3	f83r.14	dal lchedy	TERMINAL	2	E268:MNEMONIC=ZIEL? | E269:MNEMONIC=ABLASSEN?	COMPOSITE_SEQUENCE	TARGET_VALUE > DRAIN_AND_COMMIT	TARGET|ACTIVE	TARGET := EXEMPLAR_TARGET ; drain(ACTIVE,TARGET?); commit	An die bezeichnete Zielstelle führen ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F092	f83r	B3	f83r.14	qokaiin shcthy dal sy	OPEN	3	E270:FORMAL=STANDARDSLOT_SETZEN | E271:MNEMONIC=BEREIT? | E272:MNEMONIC=ZIEL?	COMPOSITE_SEQUENCE	FORMAL_SET_STANDARD_SLOT > TEST_READY_STATE > TARGET_VALUE	ACTIVE|TARGET	set(standard_slot) ; test(ACTIVE,READY?) ; TARGET := EXEMPLAR_TARGET	beginne den nächsten abgemessenen Posten ; Sobald die Zubereitung gebrauchsfertig ist ; An die bezeichnete Zielstelle führen ; Diese aktive Portion	MNEMONIC_BAG_WITHOUT_ORDER
F093	f83r	B3	f83r.15	saiin shedal shecthy chey tal shcthy dalchdy	TERMINAL	3	E274:MNEMONIC=MASS? | E278:MNEMONIC=ZIEL? | E279:MNEMONIC=BEREIT?	COMPOSITE_SEQUENCE	PARAMETER_VALUE > TARGET_VALUE > TEST_READY_STATE	ACTIVE|TARGET	parameter_slot := EXEMPLAR_VALUE ; TARGET := EXEMPLAR_TARGET ; test(ACTIVE,READY?)	Ein vorgeschriebenes Maß ; für einen Zeitabschnitt ; warmes Wasser ; Diese aktive Portion ; An die bezeichnete Zielstelle führen ; Sobald die Zubereitung gebrauchsfertig ist ; behalte den Rückstand und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F094	f83r	B3	f83r.15	qotchedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	mische zu gleichen Teilen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F095	f83r	B3	f83r.15	lchedy	TERMINAL	1	E282:MNEMONIC=ABLASSEN?	SINGLE_TEMPLATE	DRAIN_AND_COMMIT	ACTIVE|TARGET	drain(ACTIVE,TARGET?); commit	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F096	f83r	B3	f83r.16	tchedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F097	f83r	B3	f83r.16	qokchdy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	erwärme es einmal und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F098	f83r	B3	f83r.16	cheedar chldaiin chedy qokain checthy chealror	OPEN	1	E289:MNEMONIC=BEREIT?	SINGLE_TEMPLATE	TEST_READY_STATE	ACTIVE	test(ACTIVE,READY?)	setze die Person an das Becken ; nach dem Absetzen ; rühre, bis alles gleichmäßig vermischt ist ; gib einen abgemessenen Anteil in das Gefäß ; Sobald die Zubereitung gebrauchsfertig ist ; bis der Strom klar wird	MNEMONIC_BAG_WITHOUT_ORDER
F099	f83r	B3	f83r.20	solkeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	lasse die Flüssigkeit sich setzen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F100	f83r	B3	f83r.20	qoteedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	binde es auf die Stelle und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F101	f83r	B3	f83r.20	qokeey qokedy	TERMINAL	2	E293:MNEMONIC=TEMPERIEREN? | E294:MNEMONIC=SPÜLEN?	COMPOSITE_SEQUENCE	TEMPER_ACTIVE > FLUSH_AND_COMMIT	ACTIVE|TARGET	temper(ACTIVE) ; flush(ACTIVE,TARGET?); commit	temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F102	f83r	B3	f83r.20	sol cheeety qokedy	TERMINAL	2	E295:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | E297:MNEMONIC=SPÜLEN?	COMPOSITE_SEQUENCE	FORMAL_LINK_ACTIVE_STATE > FLUSH_AND_COMMIT	ACTIVE|TARGET	link(active_work_state) ; flush(ACTIVE,TARGET?); commit	Mit der vorigen Zubereitung weiter ; nach der ersten Spülung ; spüle die bezeichnete Stelle einmal und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F103	f83r	B3	f83r.20	qoky saiin	OPEN	2	E298:MNEMONIC=ANWENDEN? | E299:MNEMONIC=MASS?	COMPOSITE_SEQUENCE	APPLY_ACTIVE > PARAMETER_VALUE	ACTIVE|TARGET	apply(ACTIVE,TARGET?) ; parameter_slot := EXEMPLAR_VALUE	Die aktive Portion verwenden ; Ein vorgeschriebenes Maß	MNEMONIC_BAG_WITHOUT_ORDER
F104	f83r	B3	f83r.22	schedair otchedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	ziehe die klare Flüssigkeit ab ; mische zu gleichen Teilen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F105	f83r	B3	f83r.22	qokeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F106	f83r	B3	f83r.22	chedain chedy qotedaiin otaiin otedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	beginne die Spülung ; rühre, bis alles gleichmäßig vermischt ist ; das breite Gefäß ; für dieselbe Dauer wie zuvor ; lasse es bis zur Klarheit ziehen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F107	f83r	B3	f83r.22	ldy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	ziehe es ab und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F108	f83r	B3	f83r.24	soiiin checthy chety otaiin olsaly shedy	TERMINAL	1	E310:MNEMONIC=BEREIT?	SINGLE_TEMPLATE	TEST_READY_STATE	ACTIVE	test(ACTIVE,READY?)	bis es klar ist ; Sobald die Zubereitung gebrauchsfertig ist ; Gleichmäßig bearbeiten ; für dieselbe Dauer wie zuvor ; das untere Becken ; lasse es bis zur Bereitschaft stehen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F109	f83r	B4	f83r.25	qokeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F110	f83r	B4	f83r.25	qolchey qokeey qokedy	TERMINAL	2	E317:MNEMONIC=TEMPERIEREN? | E318:MNEMONIC=SPÜLEN?	COMPOSITE_SEQUENCE	TEMPER_ACTIVE > FLUSH_AND_COMMIT	ACTIVE|TARGET	temper(ACTIVE) ; flush(ACTIVE,TARGET?); commit	fülle danach das Gefäß ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; spüle die bezeichnete Stelle einmal und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F111	f83r	B4	f83r.25	chedy otal	OPEN	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	rühre, bis alles gleichmäßig vermischt ist ; zum unteren Ablauf hin	WHOLE_FIELD_EXEMPLAR
F112	f83r	B4	f83r.26	otchey qokeey qoky tol shedy	TERMINAL	4	E321:MNEMONIC=ANTEIL? | E322:MNEMONIC=TEMPERIEREN? | E323:MNEMONIC=ANWENDEN? | E324:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	COMPOSITE_SEQUENCE	SELECT_PART > TEMPER_ACTIVE > APPLY_ACTIVE > FORMAL_LINK_ACTIVE_STATE	ACTIVE|TARGET	ACTIVE := part_of(ACTIVE) ; temper(ACTIVE) ; apply(ACTIVE,TARGET?) ; link(active_work_state)	Nimm den bezeichneten Anteil ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; Die aktive Portion verwenden ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F113	f83r	B4	f83r.26	qokylddy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	binde es auf die Stelle und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F114	f83r	B4	f83r.27	dain chedy qokeedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	durch ein Tuch ; rühre, bis alles gleichmäßig vermischt ist ; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F115	f83r	B4	f83r.27	shckhedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	seihe es einmal durch ein Tuch und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F116	f83r	B4	f83r.27	shckhedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	seihe es einmal durch ein Tuch und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F117	f83r	B4	f83r.28	saiin cheeky sheey qokedy	TERMINAL	2	E332:MNEMONIC=MASS? | E335:MNEMONIC=SPÜLEN?	COMPOSITE_SEQUENCE	PARAMETER_VALUE > FLUSH_AND_COMMIT	ACTIVE|TARGET	parameter_slot := EXEMPLAR_VALUE ; flush(ACTIVE,TARGET?); commit	Ein vorgeschriebenes Maß ; solange es noch warm ist ; die erste Öffnung ; spüle die bezeichnete Stelle einmal und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F118	f83r	B4	f83r.28	shedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	lasse es bis zur Bereitschaft stehen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F119	f83r	B4	f83r.28	oldy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	koche sanft und beende diesen Arbeitsschritt	WHOLE_FIELD_EXEMPLAR
F120	f83r	B4	f83r.35	saiin cheky okeeol okain chdy	OPEN	1	E338:MNEMONIC=MASS?	SINGLE_TEMPLATE	PARAMETER_VALUE	ACTIVE	parameter_slot := EXEMPLAR_VALUE	Ein vorgeschriebenes Maß ; bei sanfter Wärme ; das breite Gefäß ; gib einen abgemessenen Anteil in das Gefäß ; rühre, bis alles gleichmäßig vermischt ist	MNEMONIC_BAG_WITHOUT_ORDER
F121	f83r	B4	f83r.37	sol lkedy	TERMINAL	1	E343:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	SINGLE_TEMPLATE	FORMAL_LINK_ACTIVE_STATE	ACTIVE	link(active_work_state)	Mit der vorigen Zubereitung weiter ; wasche zweimal und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F122	f83r	B4	f83r.37	lchedy	TERMINAL	1	E345:MNEMONIC=ABLASSEN?	SINGLE_TEMPLATE	DRAIN_AND_COMMIT	ACTIVE|TARGET	drain(ACTIVE,TARGET?); commit	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F123	f83r	B4	f83r.37	qokol shedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	lasse die Mischung einlaufen ; lasse es bis zur Bereitschaft stehen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F124	f83r	B4	f83r.38	or chey qockhey dairydy	TERMINAL	1	E348:MNEMONIC=ANSATZ?	SINGLE_TEMPLATE	BIND_WORKING_BATCH	ACTIVE	assert_or_bind(ACTIVE)	Die bereitete Arbeitsflüssigkeit ; Diese aktive Portion ; über der örtlich bezeichneten Stelle ; gebrauche sie sofort und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F125	f83r	B4	f83r.39	qokain shey kain chckhal	OPEN	1	E353:MNEMONIC=KLAR?	SINGLE_TEMPLATE	TEST_CLEAR_STATE	ACTIVE	test(ACTIVE,CLEAR?)	gib einen abgemessenen Anteil in das Gefäß ; Bis die Flüssigkeit klar abläuft ; ein abgemessener Anteil ; für die angegebene Dauer	MNEMONIC_BAG_WITHOUT_ORDER
F126	f83r	B4	f83r.41	solkey lchedy	TERMINAL	1	E357:MNEMONIC=ABLASSEN?	SINGLE_TEMPLATE	DRAIN_AND_COMMIT	ACTIVE|TARGET	drain(ACTIVE,TARGET?); commit	öffne danach den oberen Lauf ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt	MNEMONIC_BAG_WITHOUT_ORDER
F127	f83r	B4	f83r.41	qolkain dal	OPEN	1	E359:MNEMONIC=ZIEL?	SINGLE_TEMPLATE	TARGET_VALUE	TARGET	TARGET := EXEMPLAR_TARGET	das untere Becken ; An die bezeichnete Zielstelle führen	MNEMONIC_BAG_WITHOUT_ORDER
F128	f83r	B4	f83r.44	skar shedy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	gieße das erwärmte Wasser ein ; lasse es bis zur Bereitschaft stehen und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F129	f83r	B5	f83r.47	otchdy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	ziehe es ab und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F130	f83r	B5	f83r.47	qokchdy	TERMINAL	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	erwärme es einmal und beende den Schritt	WHOLE_FIELD_EXEMPLAR
F131	f83r	B5	f83r.47	shedal	OPEN	0	NONE	EXEMPLAR_ONLY	EXEMPLAR_ONLY	OWNER|ACTIVE	NONE	für einen Zeitabschnitt	WHOLE_FIELD_EXEMPLAR
F132	f83r	B5	f83r.48	dal cheol lol chdal aiin	OPEN	3	E365:MNEMONIC=ZIEL? | E366:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN | E369:MNEMONIC=MASS?	COMPOSITE_SEQUENCE	TARGET_VALUE > FORMAL_LINK_ACTIVE_STATE > PARAMETER_VALUE	TARGET|ACTIVE	TARGET := EXEMPLAR_TARGET ; link(active_work_state) ; parameter_slot := EXEMPLAR_VALUE	An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bis es warm ist ; mit der vorigen Mischung ; Ein vorgeschriebenes Maß	MNEMONIC_BAG_WITHOUT_ORDER
F133	f83r	B5	f83r.49	sol daiiin chedy	OPEN	1	E370:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	SINGLE_TEMPLATE	FORMAL_LINK_ACTIVE_STATE	ACTIVE	link(active_work_state)	Mit der vorigen Zubereitung weiter ; die zweite Öffnung ; rühre, bis alles gleichmäßig vermischt ist	MNEMONIC_BAG_WITHOUT_ORDER
F134	f83r	B6	f83r.52	solkeey qekey raly ol	OPEN	1	E376:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	SINGLE_TEMPLATE	FORMAL_LINK_ACTIVE_STATE	ACTIVE	link(active_work_state)	setze die Person an das Becken ; ohne Kochen ; die erste Öffnung ; Mit der vorigen Zubereitung weiter	MNEMONIC_BAG_WITHOUT_ORDER
F135	f83r	B6	f83r.54	daiin ol dain chey ldalor	OPEN	2	E377:FORMAL=VORGABEPARAMETER? | E377:MNEMONIC=MASS? | E378:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	COMPOSITE_SEQUENCE	REQUEST_STANDARD_PARAMETER > PARAMETER_VALUE > FORMAL_LINK_ACTIVE_STATE	ACTIVE	request(parameter_slot) ; parameter_slot := EXEMPLAR_VALUE ; link(active_work_state)	Ein vorgeschriebenes Maß ; Mit der vorigen Zubereitung weiter ; durch ein Tuch ; Diese aktive Portion ; an der bezeichneten Stelle	MNEMONIC_BAG_WITHOUT_ORDER
