event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	trigger_origin	template_payload	required_registers	symbolic_register_effect	event_parse_status	opaque_roundtrip_atom	formal_semantic_noninheritance	binding_contract	source_lineage
93	f56r	f56r.13	H5	F018	H5-S004	75a523fcf039b006f97b	kchal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E93@75a523fcf039b006f97b	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
94	f56r	f56r.18	H5	F019	H5-S005	2cc054357a929df85f64	sho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E94@2cc054357a929df85f64	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
95	f56r	f56r.18	H5	F019	H5-S005	9ad66e67803a12e745de	chokchy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E95@9ad66e67803a12e745de	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
96	f56r	f56r.18	H5	F019	H5-S005	c71c72da4e09e0833392	kchoar	OPAQUE_PAYLOAD + <ARG_AR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E96@c71c72da4e09e0833392	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
97	f56r	f56r.18	H5	F019	H5-S005	61a075bc54793c1c781f	sotodan	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E97@61a075bc54793c1c781f	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
98	f56r	f56r.19	H5	F020	H5-S006	faf321940aed922846a9	otchey	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	ANTEIL?	SELECT_PART	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ANTEIL?	OWNER|ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	PREVIOUS_ITEM:=ACTIVE_ITEM/PREPARATION;ACTIVE_ITEM/PREPARATION:=EXACT_SELECTED_PART	UNIQUE_EXACT	E98@faf321940aed922846a9	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
99	f56r	f56r.19	H5	F020	H5-S006	9bb7122b386ebbc6138f	keol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E99@9bb7122b386ebbc6138f	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
100	f56r	f56r.19	H5	F020	H5-S006	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	EXACT:MASS?|FORMAL:VORGABEPARAMETER?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_CONVERGENT_CHANNELS	E100@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
101	f81v	f81v.2	B1	F021	B1-S001	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:SPÜLEN?	ACTIVE_ITEM/PREPARATION|TARGET/STATION	FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	UNIQUE_EXACT	E101@7db18b2f0fb7ed0fcfd3	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
102	f81v	f81v.2	B1	F022	B1-S002	b5fcea1eaed06b2f2291	okaiin	SET(<ARG_AIIN>)	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	STRICT_FORMAL_PROMPT_ONLY	FORMAL:STANDARDSLOT_SETZEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_FORMAL_ONLY	E102@b5fcea1eaed06b2f2291	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
103	f81v	f81v.2	B1	F022	B1-S002	22fb87a5a83e5c3fb510	kair	OPAQUE_PAYLOAD + <ARG_AIR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E103@22fb87a5a83e5c3fb510	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
104	f81v	f81v.2	B1	F022	B1-S002	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	STRICT_FORMAL_PROMPT_ONLY	FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;SEMANTIC_VALUE=NONE	OWNER|TARGET/STATION	TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE)	UNIQUE_FORMAL_ONLY	E104@308e8ea2d5d190c498e8	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
105	f81v	f81v.2	B1	F022	B1-S002	4d4559019a961b834aa1	sar	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E105@4d4559019a961b834aa1	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
106	f81v	f81v.2	B1	F022	B1-S002	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E106@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
107	f81v	f81v.2	B1	F022	B1-S002	9da1b6ac2c929daea697	kain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E107@9da1b6ac2c929daea697	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
108	f81v	f81v.2	B1	F022	B1-S002	94df4847b7b16c98394a	olkain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E108@94df4847b7b16c98394a	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
109	f81v	f81v.2	B1	F022	B1-S002	dd0ecaf5e27d81befffc	al	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:ZIEL?	OWNER|TARGET/STATION	TARGET/STATION:=EXACT_TARGET_ARGUMENT	UNIQUE_EXACT	E109@dd0ecaf5e27d81befffc	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
110	f81v	f81v.2	B1	F022	B1-S002	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E110@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
111	f81v	f81v.2	B1	F022	B1-S002	1496a731803a9f48d2e1	rol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E111@1496a731803a9f48d2e1	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
112	f81v	f81v.2	B1	F022	B1-S002	0f18de177ed7c878bf95	dl	LINK	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E112@0f18de177ed7c878bf95	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
113	f81v	f81v.7	B1	F023	B1-S002	dec401773c1f0347793d	olor	OPAQUE_PAYLOAD	NONCLOSE	NONE	VORIGES?	SELECT_PREVIOUS	EXACT_JOINT_TUPLE_MNEMONIC	EXACT:VORIGES?	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	UNIQUE_EXACT	E113@dec401773c1f0347793d	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
114	f81v	f81v.7	B1	F023	B1-S002	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E114@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
115	f81v	f81v.7	B1	F023	B1-S002	4eab1841ed655c20a348	sheckhal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E115@4eab1841ed655c20a348	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
116	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	EXACT:MASS?|FORMAL:VORGABEPARAMETER?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_CONVERGENT_CHANNELS	E116@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
117	f81v	f81v.7	B1	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E117@93f69c38fdedee1598e9	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
118	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	EXACT:MASS?|FORMAL:VORGABEPARAMETER?	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	UNIQUE_CONVERGENT_CHANNELS	E118@2f1c5e56e8f0ff459065	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_R3_BOUNDED_SLOT_PARSE
119	f81v	f81v.7	B1	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E119@2cc8bb3c2af19607888f	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
120	f81v	f81v.7	B1	F023	B1-S002	259b2b3b0bf859882e2c	schedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E120@259b2b3b0bf859882e2c	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
121	f81v	f81v.7	B1	F024	B1-S003	dcda95c81a5460feb191	qol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E121@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
122	f81v	f81v.17	B1	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E122@54e32e9c1414b20640e9	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
123	f81v	f81v.17	B1	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	OPAQUE_EXACT_EVENT;SEMANTIC_VALUE=NONE	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	UNPARSED_EXEMPLAR	E123@6f7ff8287eddf4da9fdb	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
124	f81v	f81v.17	B1	F026	B1-S004	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	STRICT_FORMAL_PROMPT_ONLY	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;SEMANTIC_VALUE=NONE	ACTIVE_ITEM/PREPARATION|PREVIOUS_ITEM	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	UNIQUE_FORMAL_ONLY	E124@dcda95c81a5460feb191	ENFORCED	EXACT_JOINT_TUPLE_ATOMIC;NO_STRING_OR_COMPONENT_INHERITANCE;STRICT_FORMAL_PROMPT_HAS_NO_SEMANTIC_WORD	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_R3_BOUNDED_SLOT_PARSE
