context_id	source_recipe	incoming_action	incoming_argument	scope_incoming_action	next_recipe	occurrence_count	event_ids	statement_ids	physical_pages	owners_de	actual_source_factor_gate_statuses	recomputed_source_factor_gate_status	source_context_gate_matches_actual
G448-C1235	D_ADDR+O+D_ADDR	CH	AIIN	CH	D_ADDR+OL	1	G407-E0333	P1009-S004	f11r	blühender dreikroniger Sodenstock	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1236	D_ADDR+O+IIN	S	Y	S	OL+DY	1	G407-E0907	P1009-S031	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1237	D_ADDR+O+IIN	SH	Y	SH	Y+K+OL+Y	1	G407-E0436	P1009-S008	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1238	D_ADDR+O+IIN+R	CH	OR	CH	O+DY	1	G407-E0252	P1009-S001	f10r	zweiknolliges blauköpfiges Heilkraut	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1239	D_ADDR+O+IIN+R	SH	OR	SH	CH+EE+O+D_ADDR+AM_ADDR	1	G407-E0680	G404-S010	f24v	F24V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1240	D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL	CH	Y	CH	S+CH+E+O+R	1	G407-E4353	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1241	D_ADDR+O+S+AR	S	AIIN	NONE	O+DA+S	1	G407-E0945	P1009-S036	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1242	D_ADDR+O+Y	OK	Y	OK	D_ADDR+AIR	1	G407-E4047	P1009-S606	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1243	D_ADDR+OK+AN	S	AIIN	S	O+E+AR	1	G407-E0949	P1009-S036	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1244	D_ADDR+OL	CH	AIIN	CH	Y	1	G407-E0334	P1009-S004	f11r	blühender dreikroniger Sodenstock	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1245	D_ADDR+OL	CH	AIIN	NONE	CH+E+O+L	1	G407-E4262	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1246	D_ADDR+OL	CH	Y	CH	CARRIER_Q+O+E+K+E+OR	1	G407-E3927	P1009-S594	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1247	D_ADDR+OL	CH	Y	CH	OL	1	G407-E0375	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1248	D_ADDR+OL	CH	Y	CH	SH+K+Y	1	G407-E0377	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1249	D_ADDR+OL	K	Y	NONE	OK+CHD+Y	1	G407-E2887	G404-S050	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1250	D_ADDR+OL	OK	AIIN	OK	SH+OR	1	G407-E2529	P1009-S347	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1251	D_ADDR+OL	OK	Y	OK	SH+E+DY	1	G407-E2791	G404-S024	f81r	F81R_UPPER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1252	D_ADDR+OL	OK	Y	OK	Y	1	G407-E3103	P1009-S421	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1253	D_ADDR+OL	R	Y	CH	CH+E+O+R	1	G407-E4357	P1009-S627	f89r	Gefäß-/Pflanzenteilgruppe F	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1254	D_ADDR+OL	R	Y	NONE	CARRIER_Q+O+E+S+E+DY	1	G407-E3376	P1009-S477	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1255	D_ADDR+OL	S	Y	S	OK+Y	1	G407-E4216	P1009-S617	f89r	Gefäß-/Pflanzenteilgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1256	D_ADDR+OL	S	Y	S	SH+D_ADDR+Y	1	G407-E2329	P1009-S281	f76r	unbebilderter Textabschnitt C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1257	D_ADDR+OL+CH+L	CHD	Y	CHD	OK+EE+DY	1	G407-E2616	P1009-S367	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1258	D_ADDR+OL+CH+S+Y+CH+K+E+OL	CHD	AIN	CHD	AIIN	1	G407-E4208	P1009-S617	f89r	Gefäß-/Pflanzenteilgruppe D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1259	D_ADDR+OL+EEE+Y	CH	AIIN	CH	OR	1	G407-E3832	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1260	D_ADDR+OL+K+AIN	CHD	Y	CHD	OT+AR+DY	1	G407-E4523	G404-S078	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1261	D_ADDR+OL+K+Y	T	Y	T	T+CHD+AIIN	1	G407-E4569	G404-S087	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1262	D_ADDR+OL+SH+E	CHD	Y	NONE	OK+Y	1	G407-E3723	P1009-S578	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1263	D_ADDR+OR	CH	OR	CH	AIIN	1	G407-E0409	P1009-S006	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1264	D_ADDR+OR	CHD	Y	CHD	OL+K+EE+DY	1	G407-E3472	P1009-S502	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1265	D_ADDR+OR	K	Y	NONE	OT+CH+OL	1	G407-E0458	P1009-S014	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1266	D_ADDR+OR	OK	Y	NONE	Y+SH+E+DY	1	G407-E1794	P1009-S167	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1267	D_ADDR+OR	SH	Y	NONE	CH+K+AM_ADDR	1	G407-E1521	P1009-S091	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1268	D_ADDR+OR	T	Y	T	Y+K+Y+CH+Y	1	G407-E0327	P1009-S004	f11r	blühender dreikroniger Sodenstock	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1269	D_ADDR+OR+SH+E+O+Y	NONE	NONE	NONE	CH+T+E+OL	1	G407-E3796	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1270	D_ADDR+OR+Y	K	Y	K	SH+E+OR	1	G407-E3799	P1009-S590	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1271	D_ADDR+OT+EE+Y	S	Y	S	S+OR	1	G407-E1373	P1009-S067	f72r	Tierkreis-Ringgruppe H	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1272	D_ADDR+P+Y	K	Y	K	O+P+Y	1	G407-E0404	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1273	D_ADDR+SH+E+CH+K+Y	OK	Y	NONE	OK+AIN	1	G407-E1489	P1009-S081	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1274	D_ADDR+SH+E+Y	CHD	Y	CHD	K+AIN	1	G407-E4514	G404-S078	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1275	D_ADDR+SH+EE+S	OK	Y	OK	OK+AIN	1	G407-E2760	G404-S015	f81r	F81R_UPPER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1276	D_ADDR+SH+OL+Y+D_ADDR	K	Y	K	OL	1	G407-E3030	P1009-S400	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1277	D_ADDR+SH+OR	S	AIIN	S	SH+OR	1	G407-E3938	P1009-S595	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1278	D_ADDR+SH+OR	S	Y	S	OT+AR	1	G407-E1503	P1009-S086	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1279	D_ADDR+Y	K	Y	K	OK+Y	1	G407-E0417	P1009-S006	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1280	D_ADDR+Y	T	Y	T	OK+OL	1	G407-E0267	P1009-S002	f10r	zweiknolliges blauköpfiges Heilkraut	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1281	D_ADDR+Y+CH+E+AR	CH	Y	CH	S+AR	1	G407-E0499	P1009-S017	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1282	D_ADDR+Y+K+AIN	OK	AIIN	NONE	SH+E+K	1	G407-E2951	P1009-S388	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1283	D_ADDR+Y+L+CH+E+S	CH	Y	CH	SH+CH+T+Y	1	G407-E2164	P1009-S252	f76r	unbebilderter Textabschnitt A8	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1284	D_ADDR+Y+L+CH+E+S	CHD	Y	CHD	OL+K+E+DY	1	G407-E2399	P1009-S301	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1285	D_ADDR+Y+P+Y	CH	OR	CH	D_ADDR+CH+LOCAL_CHAR_G	1	G407-E0373	P1009-S005	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1286	E+CH+K+E+AR	R	OR	R	DA+R+A_ADDR+AM_ADDR	1	G407-E1052	P1009-S044	f68r1	mehrteilige Sternstellentafel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1287	E+K+E+Y	K	Y	K	R+AL+Y	1	G407-E3781	P1009-S589	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1288	E+K+Y	K	Y	K	OK+OL	1	G407-E4276	P1009-S622	f89r	Gefäß-/Pflanzenteilgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1289	E+O	K	Y	K	R	1	G407-E0109	G404-S005	f1r	F1R_TEXT_BLOCK_C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1290	E+O	T	OR	T	OL	1	G407-E0209	G404-S007	f1r	F1R_TEXT_BLOCK_D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1291	E+OL	OK	Y	OK	SH+E+Y	1	G407-E1379	P1009-S067	f72r	Tierkreis-Ringgruppe H	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1292	E+OL	S	AIIN	S	CH+OR	1	G407-E3868	P1009-S592	f88r	sechzehn Drogenposten und drei Gefäßansätze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1293	E+OL	S	Y	S	CHD+DY	1	G407-E3146	P1009-S429	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1294	E+OL	SH	Y	SH	SH+EE+Y	1	G407-E1345	P1009-S064	f72r	Tierkreis-Ringgruppe G	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1295	E+S	CH	Y	CH	O+DA+LOCAL_CHAR_I+IIN	1	G407-E0979	P1009-S039	f67r2	zwei getrennte Himmelsräder und Tabelle	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1296	E+S	P	Y	P	OK+SH+O	1	G407-E0079	G404-S005	f1r	F1R_TEXT_BLOCK_C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1297	E+S+E+DY	S	Y	S	NONE	1	G407-E0802	P1009-S028	f56r	stachelköpfiges Kraut in mehreren Reifestufen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1298	E+S+E+S	S	AIN	S	OT+EE+Y	1	G407-E2755	G404-S015	f81r	F81R_UPPER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1299	E+T+EEE+Y	CHD	Y	NONE	OK+AL	1	G407-E1277	P1009-S059	f72r	Tierkreis-Ringgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1300	E+T+Y	K	Y	NONE	AIN	1	G407-E4487	G404-S071	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1301	E+T+Y	OK	AIIN	OK	OT+OR	1	G407-E0232	P1009-S001	f10r	zweiknolliges blauköpfiges Heilkraut	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1302	E+Y	CH	AIN	CH	CH+E+O+R	1	G407-E3452	P1009-S498	f82r	mehrere getrennte Bad- und Leitungsstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1303	E+Y	CH	OR	CH	OR	1	G407-E0540	P1009-S019	f18r	große abgebildete Blütenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1304	E+Y	CH	Y	CH	K+AIN	1	G407-E1443	P1009-S075	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1305	E+Y	OK	AIIN	OK	AIIN	1	G407-E4133	P1009-S612	f89r	Gefäß-/Pflanzenteilgruppe B	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1306	E+Y	SH	Y	SH	OK+AIN	1	G407-E1595	P1009-S109	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1307	EE+AR	CHD	Y	NONE	L+AIIN	1	G407-E3599	P1009-S539	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1308	EE+DY	S	Y	S	NONE	1	G407-E1412	P1009-S069	f72r	Tierkreis-Ringgruppe I	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1309	EEE+DY	P	Y	P	NONE	1	G407-E1391	P1009-S068	f72r	Tierkreis-Ringgruppe I	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1310	EEE+DY	SH	AIIN	NONE	NONE	1	G407-E2645	P1009-S373	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1311	EEE+T+Y	OK	Y	NONE	OK+E+DY	1	G407-E3636	P1009-S546	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1312	HO	CH	OR	CH	HO+AL+Y	1	G407-E0830	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1313	HO	CH	Y	CH	L+K+E+O+P+OL	1	G407-E4243	P1009-S620	f89r	Gefäß-/Pflanzenteilgruppe E	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1314	HO	K	Y	K	CH+K+Y	1	G407-E3951	P1009-S596	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1315	HO	K	Y	K	D_ADDR+CH+OR	1	G407-E0619	G404-S009	f24v	F24V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1316	HO	OK	AIIN	OK	AR	1	G407-E0751	P1009-S026	f55v	große aromatische Doldenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1317	HO	SH	OR	SH	K+CH+E+Y	1	G407-E0869	P1009-S030	f56r	stachelköpfiges Kraut in mehreren Reifestufen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1318	HO	SH	Y	SH	OK+CH+E+O+R	1	G407-E0489	P1009-S016	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1319	HO	T	Y	T	O	1	G407-E0180	G404-S006	f1r	F1R_TEXT_BLOCK_D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1320	HO+AL+Y	CH	OR	CH	AIIN	1	G407-E0831	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1321	HO+CH+K+Y	K	OR	K	OT+OL	1	G407-E3994	P1009-S601	f88v	zweite Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1322	HO+CH+K+Y	T	Y	T	AL	1	G407-E4073	P1009-S610	f89r	Gefäß-/Pflanzenteilgruppe A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1323	HO+CH+OR	CHD	Y	CHD	HO	1	G407-E0829	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1324	HO+EE+Y	K	Y	K	K+EE+O+D_ADDR	1	G407-E3956	P1009-S596	f88v	erste Gefaess-/Zutatengruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1325	HO+LOCAL_CHAR_G	R	Y	R	O+P+Y+DY	1	G407-E0446	P1009-S011	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1326	HO+M_LOCAL	CH	AIN	CH	CH+AIIN	1	G407-E4159	P1009-S614	f89r	Gefäß-/Pflanzenteilgruppe C	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1327	HO+M_LOCAL	T	AIIN	T	Y+Y	1	G407-E0556	P1009-S020	f18r	große abgebildete Blütenpflanze	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1328	HO+Y	CH	AIIN	CH	OK+Y	1	G407-E0426	P1009-S007	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1329	HO+Y	OK	Y	OK	OK+Y	1	G407-E0845	P1009-S029	f56r	stachelköpfiges Kraut in mehreren Reifestufen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1330	HO+Y	T	OR	T	K+E+OL	1	G407-E0660	G404-S010	f24v	F24V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1331	IIN	S	Y	S	OL+K+AIN	1	G407-E2569	P1009-S358	f77r	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1332	K	CH	Y	CH	CHD+AIN	1	G407-E4547	G404-S083	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1333	K	P	AIIN	P	O	1	G407-E0613	G404-S009	f24v	F24V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1334	K	T	AIIN	T	SH+OL	1	G407-E4536	G404-S082	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1335	K	T	Y	T	S	1	G407-E0429	P1009-S007	f13r	große Wurzelkrone mit Blatt und Blütenstand	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1336	K+AIIN	K	OR	K	OL+K+SH+D_ADDR+Y	1	G407-E2911	G404-S054	f81r	F81R_LOWER_POOL	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1337	K+AIIN	K	Y	K	AIN	1	G407-E2961	P1009-S389	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1338	K+AIIN	OK	Y	OK	Y	1	G407-E1106	P1009-S047	f71v	zweite lokale Figuren-/Sternringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1339	K+AIIN	P	Y	NONE	OK+EE+Y	1	G407-E3006	P1009-S396	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1340	K+AIIN	SH	AIN	SH	D_ADDR+AR	1	G407-E0176	G404-S006	f1r	F1R_TEXT_BLOCK_D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1341	K+AIIN	T	Y	T	SH+O+AIIN	1	G407-E0182	G404-S006	f1r	F1R_TEXT_BLOCK_D	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1342	K+AIN	CH	Y	CH	SH+EE+K+Y	1	G407-E1444	P1009-S075	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1343	K+AIN	OK	Y	OK	CH+E+CH+K+Y	1	G407-E1981	P1009-S213	f76r	unbebilderter Textabschnitt A4	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1344	K+AIN	OK	Y	OK	OL+T+E+DY	1	G407-E1739	P1009-S134	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1345	K+AIN	S	AIIN	S	OL+K+AIN	1	G407-E2941	P1009-S386	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1346	K+AIN	SH	Y	SH	CH+CH+K+AL	1	G407-E3747	P1009-S583	f83r	Variantenatlas lokaler Becken und Anwendungen	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1347	K+AIN	SH	Y	SH	OK+AR	1	G407-E4515	G404-S078	f95v	F95V_WHOLE_PLANT	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1348	K+AIR	K	Y	K	CH+T+AIIN	1	G407-E0015	G404-S001	f1r	F1R_TEXT_BLOCK_A	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1349	K+AIR	OK	AIIN	OK	OK+AL	1	G407-E2937	P1009-S386	f81v	gemeinsames zweireihiges Badfeld	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
G448-C1350	K+AL	CH	Y	CH	NONE	1	G407-E1136	P1009-S049	f71v	dritte lokale Ringgruppe	FACTOR_GREEN_CROSS_PAGE	FACTOR_GREEN_CROSS_PAGE	YES
