record	locus	position	source	word	version	role	qualification	render	row_status
F83_P5	f83r.35	3	f83r.35:3	okeeol	W	OPEN	NA	[okeeol — offen]	recorded
F83_P5	f83r.35	4	f83r.35:4	okain	W	OPEN	NA	[okain — offen]	recorded
F83_P5	f83r.35	5	f83r.35:5	chdy	W	OPEN	NA	[chdy — offen]	recorded
F83_P5	f83r.36	1	f83r.36:1	sor	W	OPEN	NA	[sor — offen]	recorded
F83_P5	f83r.36	2	f83r.36:2	aiin	W	OPEN	NA	[aiin — offen]	recorded
F83_P5	f83r.36	3	f83r.36:3	shy	W	OPEN	NA	[shy — offen]	recorded
F83_P5	f83r.36	4	f83r.36:4	shey	W	OPEN	NA	[shey — offen]	recorded
F83_P5	f83r.36	5	f83r.36:5	lshedy	W	OPEN	NA	[lshedy — offen]	recorded
F83_P5	f83r.36	6	f83r.36:6	qoky	W	OPEN	NA	[qoky — offen]	recorded
F83_P5	f83r.37	1	f83r.37:1	sol	W	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_P5	f83r.37	2	f83r.37:2	lkedy	W	OPEN	NA	[lkedy — offen]	recorded
F83_P5	f83r.37	3	f83r.37:3	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P5	f83r.37	4	f83r.37:4	qokol	W	OPEN	NA	[qokol — offen]	recorded
F83_P5	f83r.37	5	f83r.37:5	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_P5	f83r.38	1	f83r.38:1	or	W	OPEN	NA	[or — offen]	recorded
F83_P5	f83r.38	2	f83r.38:2	chey	W	OPEN	NA	[chey — offen]	recorded
F83_P5	f83r.38	3	f83r.38:3	qockhey	W	OPEN	NA	[qockhey — offen]	recorded
F83_P5	f83r.38	4	f83r.38:4	dairydy	W	OPEN	NA	[dairydy — offen]	recorded
F83_P5	f83r.39	1	f83r.39:1	qokain	W	OPEN	NA	[qokain — offen]	recorded
F83_P5	f83r.39	2	f83r.39:2	shey	W	OPEN	NA	[shey — offen]	recorded
F83_P5	f83r.39	3	f83r.39:3	kain	W	OPEN	NA	[kain — offen]	recorded
F83_P5	f83r.39	4	f83r.39:4	chckhal	W	OPEN	NA	[chckhal — offen]	recorded
F83_P5	f83r.40	1	f83r.40:1	solchedy	W	MATERIAL	solchedy	zuvor filtrierter Ansatz	recorded
F83_P5	f83r.40	2	f83r.40:2	olchedy	W	OPEN	NA	[olchedy — offen]	recorded
F83_P5	f83r.40	3	f83r.40:3	chedaiin	W	OPEN	NA	[chedaiin — offen]	recorded
F83_P5	f83r.41	1	f83r.41:1	solkey	W	OPEN	NA	[solkey — offen]	recorded
F83_P5	f83r.41	2	f83r.41:2	lchedy	W	MATERIAL	UNKNOWN	Zusatzstoff	recorded
F83_P5	f83r.41	3	f83r.41:3	qolkain	W	OPEN	NA	[qolkain — offen]	recorded
F83_P5	f83r.41	4	f83r.41:4	dal	W	OPEN	NA	[dal — offen]	recorded
F83_P5	f83r.42	1	f83r.42:1	sol	W	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_P5	f83r.42	2	f83r.42:2	ol	W	OPEN	NA	[ol — offen]	recorded
F83_P5	f83r.42	3	f83r.42:3	chcthdy	W	OPEN	NA	[chcthdy — offen]	recorded
F83_P5	f83r.42	4	f83r.42:4	l	W	OPEN	NA	[l — offen]	recorded
F83_P5	f83r.42	5	f83r.42:5	chedy	W	ACTION	NA	erwärme Ansatz [Qualifikation offen]	recorded
F83_P5	f83r.42	6	f83r.42:6	lchdy	W	OPEN	NA	[lchdy — offen]	recorded
F83_P5	f83r.43	1	f83r.43:1	daiin	W	OPEN	NA	[daiin — offen]	recorded
F83_P5	f83r.43	2	f83r.43:2	sheol	W	OPEN	NA	[sheol — offen]	recorded
F83_P5	f83r.43	3	f83r.43:3	chedy	W	ACTION	NA	erwärme Ansatz [Qualifikation offen]	recorded
F83_P5	f83r.43	4	f83r.43:4	qotal	W	OPEN	NA	[qotal — offen]	recorded
F83_P5	f83r.43	5	f83r.43:5	sar	W	OPEN	NA	[sar — offen]	recorded
F83_P5	f83r.44	1	f83r.44:1	skar	W	OPEN	NA	[skar — offen]	recorded
F83_P5	f83r.44	2	f83r.44:2	shedy	W	MATERIAL	UNKNOWN	Flüssigkeit	recorded
F83_Q1	f83r.47	1	f83r.47:1	otchdy	W	OPEN	NA	[otchdy — offen]	recorded
F83_Q1	f83r.47	2	f83r.47:2	qokchdy	W	OPEN	NA	[qokchdy — offen]	recorded
F83_Q1	f83r.47	3	f83r.47:3	shedal	W	OPEN	NA	[shedal — offen]	recorded
F83_Q1	f83r.48	1	f83r.48:1	dal	W	OPEN	NA	[dal — offen]	recorded
F83_Q1	f83r.48	2	f83r.48:2	cheol	W	OPEN	NA	[cheol — offen]	recorded
F83_Q1	f83r.48	3	f83r.48:3	lol	W	OPEN	NA	[lol — offen]	recorded
F83_Q1	f83r.48	4	f83r.48:4	chdal	W	OPEN	NA	[chdal — offen]	recorded
F83_Q1	f83r.48	5	f83r.48:5	aiin	W	OPEN	NA	[aiin — offen]	recorded
F83_Q1	f83r.49	1	f83r.49:1	sol	W	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_Q1	f83r.49	2	f83r.49:2	daiiin	W	OPEN	NA	[daiiin — offen]	recorded
F83_Q1	f83r.49	3	f83r.49:3	chedy	W	ACTION	NA	erwärme Ansatz [Qualifikation offen]	recorded
F83_Q2	f83r.52	1	f83r.52:1	solkeey	W	OPEN	NA	[solkeey — offen]	recorded
F83_Q2	f83r.52	2	f83r.52:2	qekey	W	OPEN	NA	[qekey — offen]	recorded
F83_Q2	f83r.52	3	f83r.52:3	raly	W	OPEN	NA	[raly — offen]	recorded
F83_Q2	f83r.52	4	f83r.52:4	ol	W	OPEN	NA	[ol — offen]	recorded
F83_Q2	f83r.53	1	f83r.53:1	solchkal	W	OPEN	NA	[solchkal — offen]	recorded
F83_Q2	f83r.53	2	f83r.53:2	cheol	W	OPEN	NA	[cheol — offen]	recorded
F83_Q2	f83r.53	3	f83r.53:3	qotar	W	OPEN	NA	[qotar — offen]	recorded
F83_Q2	f83r.53	4	f83r.53:4	ol	W	OPEN	NA	[ol — offen]	recorded
F83_Q2	f83r.54	1	f83r.54:1	daiin	W	OPEN	NA	[daiin — offen]	recorded
F83_Q2	f83r.54	2	f83r.54:2	ol	W	OPEN	NA	[ol — offen]	recorded
F83_Q2	f83r.54	3	f83r.54:3	dain	W	OPEN	NA	[dain — offen]	recorded
F83_Q2	f83r.54	4	f83r.54:4	chey	W	OPEN	NA	[chey — offen]	recorded
F83_Q2	f83r.54	5	f83r.54:5	ldalor	W	OPEN	NA	[ldalor — offen]	recorded
F83_Q2	f83r.55	1	f83r.55:1	sol	W	MATERIAL	UNKNOWN	Ansatz [Qualifikation offen]	recorded
F83_Q2	f83r.55	2	f83r.55:2	rtain	W	OPEN	NA	[rtain — offen]	recorded
F83_Q2	f83r.55	3	f83r.55:3	cthal	W	OPEN	NA	[cthal — offen]	recorded
