statement_id	record_unit_id	page	loci	surface_sequence	corrected_atom_chain	attachment_skeleton_de	previous_reading_de	speakable_reading_de	editorial_mode	fusion_unit_count	equal_distance_attachments	crosses_physical_line
B3-S011	B3	f83r	f83r.8	shecthedchy qoky chedy chary	CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	Übertrage den bereiten Posten / Setze den aktuellen Posten / Übertrage den aktuellen Posten; dazu aus diesem Posten	Übertrage den bereiten Posten, setze ihn an, übertrage den aktuellen Posten und nimm ihn vom Ausgang.	Übertrage den bereiten Posten, setze ihn an, übertrage den aktuellen Posten und nimm ihn vom Ausgang.	UNCHANGED_COMPACT	3	0	NO
B3-S012	B3	f83r	f83r.11	sor shedy	OR | SHED+E+CLOSE	Vorgabe Ansatz: Lass kurz absetzen und schließe	Bereite den Ansatz, lass ihn absetzen und schließe.	Bereite den Ansatz, lass ihn absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S013	B3	f83r	f83r.11	qokaiin chkain shcthey qokedy	OK+AIIN | AIN | CTH+E+Y | OK+E+CLOSE	Stelle auf den Vorgabewert ein; dazu eine Portion / Halte kurz bereit / Setze kurz und schließe	Stelle den Vorgabewert ein, nimm einen Anteil, halte kurz bereit, setze kurz an und schließe.	Arbeite nach Sollmaß, nimm einen Anteil, halte kurz bereit, bearbeite kurz und schließe.	CONSISTENT_WORKSHOP_REPHRASE	3	1	NO
B3-S014	B3	f83r	f83r.11	okair sheedy	OK+AIR | SHED+EE+CLOSE	Öffne den Wasserlauf / Lass länger absetzen und schließe	Lass Wasser ein, lass länger absetzen und schließe.	Lass Wasser ein, lass länger absetzen und schließe.	UNCHANGED_COMPACT	2	0	NO
B3-S015	B3	f83r	f83r.11	lchedy	L+CHD+CLOSE	Führe ab und schließe	Führe ab und schließe.	Führe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S016	B3	f83r	f83r.11|f83r.14	lo qokchedy	L | OK+CHD+CLOSE	Führe ab / Setze an, übertrage und schließe	Führe ab, setze den Posten um und schließe.	Führe ab, setze den Posten um und schließe.	UNCHANGED_COMPACT	2	0	YES
B3-S017	B3	f83r	f83r.14	qokeedy	OK+EE+CLOSE	Setze länger und schließe	Setze länger an und schließe.	Bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B3-S018	B3	f83r	f83r.14	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe	Lass absetzen und schließe.	Lass absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S019	B3	f83r	f83r.14	qokshedy	OK+SHED+CLOSE	Beginne den Absetzgang und schließe	Lass absetzen und schließe.	Lass absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S020	B3	f83r	f83r.14	dal lchedy	AL | L+CHD+CLOSE	Vorgabe dorthin: Führe ab und schließe	Führe dorthin, führe ab und schließe.	Führe dorthin, führe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S021	B3	f83r	f83r.14|f83r.15	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | CTH+E+Y | Y | AL | CTH+Y | AL+CHD+CLOSE	Stelle auf den Vorgabewert ein / Halte den Posten bereit; dazu dorthin; dieser Posten / Vorgabe Sollmaß: Lass am Ziel absetzen / Halte kurz bereit; dazu dieser Posten / Vorgabe dorthin: Halte den Posten bereit / Übertrage zum Ziel und schließe	Stelle den Vorgabewert ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, übertrage und schließe.	Arbeite nach Sollmaß, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, übertrage und schließe.	CONSISTENT_WORKSHOP_REPHRASE	6	1	YES
B3-S022	B3	f83r	f83r.15	qotchedy	OT+CHD+CLOSE	Übertrage den Folgeposten und schließe	Übertrage den Folgeposten und schließe.	Übertrage den Folgeposten und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S023	B3	f83r	f83r.15	lchedy	L+CHD+CLOSE	Führe ab und schließe	Führe ab und schließe.	Führe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S024	B3	f83r	f83r.16	tchedy	CHD+CLOSE	Übertrage und schließe	Übertrage und schließe.	Übertrage und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S025	B3	f83r	f83r.16	qokchdy	OK+CHD+CLOSE	Setze an, übertrage und schließe	Übertrage und schließe.	Übertrage und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S026	B3	f83r	f83r.16|f83r.20	cheedar chldaiin chedy qokain checthy chealror solkeedy	CHD+AR | SHED+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+OR | SOLK+EE+CLOSE	Übertrage vom Ausgang / Stelle den Absetzwert ein / Übertrage den aktuellen Posten / Gib einen gezählten Anteil zu / Halte den Posten bereit; dazu Ansatz von dort zur Zielstelle / Sammle länger und schließe	Übertrage vom Ausgang, stelle den Absetzwert ein, übertrage den aktuellen Posten, gib einen Anteil zu, halte den Posten bereit, führe den Ansatz zum Ziel, sammle länger und schließe.	Übertrage vom Ausgang, stelle den Absetzwert ein, übertrage den aktuellen Posten, gib einen Anteil zu, halte den Posten bereit, führe den Ansatz zum Ziel, sammle länger und schließe.	UNCHANGED_COMPACT	6	1	YES
B3-S027	B3	f83r	f83r.20	qoteedy	OT+EE+CLOSE	Führe die lange Folge aus und schließe	Nimm die lange Folge und schließe.	Führe den längeren Folgegang aus und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B3-S028	B3	f83r	f83r.20	qokeey qokedy	OK+EE+Y | OK+E+CLOSE	Setze die lange Stufe / Setze kurz und schließe	Setze länger, dann kurz an und schließe.	Setze länger, dann kurz an und schließe.	UNCHANGED_COMPACT	2	0	NO
B3-S029	B3	f83r	f83r.20	sol cheeety qokedy	OL | EEE+TY | OK+E+CLOSE	Führe fort; dazu ganzen Teilposten / Setze kurz und schließe	Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	Führe weiter, nimm den ganzen Teilposten, bearbeite kurz und schließe.	CONSISTENT_WORKSHOP_REPHRASE	2	1	NO
B3-S030	B3	f83r	f83r.20|f83r.22	qoky saiin schedair otchedy	OK+Y | AIIN | AIR | OT+CHD+CLOSE	Setze den aktuellen Posten; dazu Sollmaß / Vorgabe Wasser weiterleiten: Übertrage den Folgeposten und schließe	Setze den Posten an, stelle den Vorgabewert ein, nutze den Wasserlauf, übertrage den Folgeposten und schließe.	Nimm den Posten in Arbeit, arbeite nach Sollmaß, nutze den Wasserlauf, übertrage den Folgeposten und schließe.	CONSISTENT_WORKSHOP_REPHRASE	2	0	YES
B3-S031	B3	f83r	f83r.22	qokeedy	OK+EE+CLOSE	Setze länger und schließe	Setze länger an und schließe.	Bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B3-S032	B3	f83r	f83r.22	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+CLOSE	Übertrage einen Anteil / Übertrage den aktuellen Posten; dazu kurzes Folgemass; Folgemaß; kurze Folge; Schluss	Übertrage einen Anteil und den aktuellen Posten, setze den kurzen Folgewert und den Folgewert, führe die kurze Folge aus und schließe.	Übertrage einen Anteil und den aktuellen Posten, setze den kurzen Folgewert und den Folgewert, führe die kurze Folge aus und schließe.	UNCHANGED_COMPACT	2	0	NO
B3-S033	B3	f83r	f83r.22	ldy	L+CLOSE	Führe ab und schließe	Ziehe ab und schließe.	Ziehe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B3-S034	B3	f83r	f83r.24	soiiin checthy chety otaiin olsaly shedy	IIN | CTH+Y | PARTITION+TY | OT+AIIN | AL+Y | SHED+E+CLOSE	Vorgabe Sollstufe: Halte den Posten bereit / Trenne einen Teil ab / Vorgabe Folgemaß; untere Zielstelle: Lass kurz absetzen und schließe	Setze die Stufe, halte bereit, trenne einen Teil, setze den Folgewert, führe zur unteren Zielstelle, setze kurz ab und schließe.	Setze die Stufe, halte bereit, trenne einen Teil, setze den Folgewert, führe zur unteren Zielstelle, setze kurz ab und schließe.	UNCHANGED_COMPACT	3	0	NO
B4-S001	B4	f83r	f83r.25	qokeedy	OK+EE+CLOSE	Setze länger und schließe	Setze länger an und schließe.	Bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	1	0	NO
B4-S002	B4	f83r	f83r.25	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+CLOSE	Führe den aktuellen Posten fort / Setze die lange Stufe / Setze kurz und schließe	Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	UNCHANGED_COMPACT	3	0	NO
B4-S003	B4	f83r	f83r.25|f83r.26	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+E+CLOSE	Übertrage den aktuellen Posten / Vorgabe danach dorthin; nächster Teilposten: Setze die lange Stufe / Setze den aktuellen Posten / Führe fort / Lass kurz absetzen und schließe	Übertrage, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe.	Übertrage, führe danach dorthin, wähle den Folgeposten, bearbeite länger, führe weiter, lass absetzen und schließe.	CONSISTENT_WORKSHOP_REPHRASE	5	0	YES
B4-S004	B4	f83r	f83r.26	qokylddy	OK+Y+LDDY	Befestige den aktuellen Posten und schließe	Befestige den aktuellen Posten und schließe.	Befestige den aktuellen Posten und schließe.	UNCHANGED_COMPACT	1	0	NO
B4-S005	B4	f83r	f83r.27	dain chedy qokeedy	DAIN | CHD+Y | OK+EE+CLOSE	Vorgabe Tuch: Übertrage den aktuellen Posten / Setze länger und schließe	Lege das Tuch ein, übertrage, setze länger an und schließe.	Lege das Tuch ein, übertrage, bearbeite länger und schließe.	CONSISTENT_WORKSHOP_REPHRASE	2	0	NO
B4-S006	B4	f83r	f83r.27	shckhedy	CKHE+CLOSE	Seihe und schließe	Seih und schließe.	Seih und schließe.	UNCHANGED_COMPACT	1	0	NO
B4-S007	B4	f83r	f83r.27	shckhedy	CKHE+CLOSE	Seihe und schließe	Seih und schließe.	Seih und schließe.	UNCHANGED_COMPACT	1	0	NO
B4-S008	B4	f83r	f83r.28	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+CLOSE	Vorgabe Sollmaß: Wärme länger / Halte länger / Setze kurz und schließe	Stelle den Vorgabewert ein, wärme länger, lass länger ruhen, setze kurz an und schließe.	Arbeite nach Sollmaß, wärme länger, lass länger ruhen, bearbeite kurz und schließe.	CONSISTENT_WORKSHOP_REPHRASE	3	0	NO
B4-S009	B4	f83r	f83r.28	shedy	SHED+E+CLOSE	Lass kurz absetzen und schließe	Lass absetzen und schließe.	Lass absetzen und schließe.	UNCHANGED_COMPACT	1	0	NO
B4-S010	B4	f83r	f83r.28	oldy	OL+CLOSE	Führe fort und schließe	Führe weiter und schließe.	Führe weiter und schließe.	UNCHANGED_COMPACT	1	0	NO
B4-S011	B4	f83r	f83r.35|f83r.37	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+E+CLOSE	Vorgabe Sollmaß: Wärme kurz / Führe länger fort / Gib einen gezählten Anteil zu / Übertrage den aktuellen Posten / Führe fort / Führe kurz ab und schließe	Stelle den Vorgabewert ein, wärme kurz, führe länger fort, gib einen Anteil zu, übertrage, führe weiter, führe kurz ab und schließe.	Arbeite nach Sollmaß, wärme kurz, führe länger fort, gib einen Anteil zu, übertrage, führe weiter, führe kurz ab und schließe.	CONSISTENT_WORKSHOP_REPHRASE	6	0	YES
B4-S012	B4	f83r	f83r.37	lchedy	L+CHD+CLOSE	Führe ab und schließe	Führe ab und schließe.	Führe ab und schließe.	UNCHANGED_COMPACT	1	0	NO
B4-S013	B4	f83r	f83r.37	qokol shedy	OK+OL | SHED+E+CLOSE	Setze die Fortsetzung / Lass kurz absetzen und schließe	Setze die Fortsetzung ein, lass absetzen und schließe.	Setze die Fortsetzung ein, lass absetzen und schließe.	UNCHANGED_COMPACT	2	0	NO
B4-S014	B4	f83r	f83r.38	or chey qockhey dairydy	OR | Y | OK+CKH+E+Y | AIR+Y+CLOSE	Vorgabe Ansatz; dieser Posten: Setze den kurzen Durchlauf; dazu Wasserlauf schliessen; Schluss	Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	UNCHANGED_COMPACT	1	0	NO
B4-S015	B4	f83r	f83r.39|f83r.41	qokain shey kain chckhal solkey lchedy	OK+AIN | CHEEY | AIN | CKH+AL | SOLK+E+Y | L+CHD+CLOSE	Gib einen gezählten Anteil zu; dazu klarer Auszug / Vorgabe eine Portion: Leite zum Ziel durch / Sammle kurz / Führe ab und schließe	Gib einen Anteil zu, nimm den freigegebenen Auszug, leite den Anteil zur Zielstelle, sammle kurz, führe ab und schließe.	Gib einen Anteil zu, nimm den Klarauszug, leite den Anteil zur Zielstelle, sammle kurz, führe ab und schließe.	CONSISTENT_WORKSHOP_REPHRASE	4	0	YES
B4-S016	B4	f83r	f83r.41|f83r.44	qolkain dal skar shedy	OL+AIN | AL | SK+AR | SHED+E+CLOSE	Nimm einen weiteren Anteil; dazu dorthin / Gieße vom Ausgang aus / Lass kurz absetzen und schließe	Gib einen weiteren Anteil zum Ziel, gieße ihn vom Ausgang aus, lass absetzen und schließe.	Gib einen weiteren Anteil zum Ziel, gieße ihn vom Ausgang aus, lass absetzen und schließe.	UNCHANGED_COMPACT	3	1	YES
B5-S001	B5	f83r	f83r.47	otchdy	OT+CHD+CLOSE	Übertrage den Folgeposten und schließe	Führe die Folgeumsetzung aus und schließe.	Führe die Folgeumsetzung aus und schließe.	UNCHANGED_COMPACT	1	0	NO
B5-S002	B5	f83r	f83r.47	qokchdy	OK+CHD+CLOSE	Setze an, übertrage und schließe	Übertrage und schließe.	Übertrage und schließe.	UNCHANGED_COMPACT	1	0	NO
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | IIN | CHD+Y	Lass am Ziel absetzen; dazu dorthin / Führe fort / Führe die Abführung fort / Übertrage zum Ziel; dazu Sollmaß / Führe fort; dazu Öffnungsstufe / Übertrage den aktuellen Posten	Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle den Vorgabewert ein und setze weiter um.	Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, arbeite nach Sollmaß und setze weiter um.	CONSISTENT_WORKSHOP_REPHRASE	6	3	YES
B6-S001	B6	f83r	f83r.52|f83r.54	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | KCH+E+Y | AL+Y | OL | AIIN | OL | DAIN | Y | AL	Sammle länger / Bearbeite den aktuellen Posten kurz; dazu diesen Posten dorthin / Führe fort; dazu Sollmaß / Führe fort; dazu Tuch; dieser Posten; Endziel	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, stelle den Vorgabewert ein, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	CONSISTENT_WORKSHOP_REPHRASE	4	2	YES
