edition	model	paragraph	position	form	meaning	role	raw_line	action_patient	action_patient_form	action_rule	action_debts	L_patient	L_debts	R_patient	R_debts	row_status
ZL3b	CT	f45v|f45v.5-f45v.11	f45v.5:5	oty	kühle	ACTION	qotol choiin okchar dar oty shoto dol py otytam	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	f45v.5:1	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
ZL3b	CT	f45v|f45v.5-f45v.11	f45v.9:3	chol	trockne	ACTION	ychor cthy chol qokom sy sa ykchom	f45v.9:2	cthy	LOCAL_LEFT		f45v.9:2		f45v.9:2		recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	kühl	STATE	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy						MISSING_MATERIAL_BINDING	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	kühl	STATE	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy						MISSING_MATERIAL_BINDING	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	kühl	STATE	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy						MISSING_MATERIAL_BINDING	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	kühl	STATE	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy						MISSING_MATERIAL_BINDING	f86v5.18:8	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	kühle	ACTION	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy	f86v5.18:8	ody	PARAGRAPH_CARRY	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	kühle	ACTION	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy	f86v5.18:8	ody	PARAGRAPH_CARRY	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	kühle	ACTION	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy	f86v5.18:8	ody	PARAGRAPH_CARRY	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	kühle	ACTION	ycheeytydaiin ykeeo chey shckhy shoky oty oty otain olkchdy	f86v5.18:8	ody	PARAGRAPH_CARRY	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	f86v5.18:8	UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.2:3	chol	trocken	STATE	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol					f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.6:6	chol	trocken	STATE	tar otor s cho s chol sheoees					f93r.6:2		f93r.6:2		recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.31:2	chol	trocken	STATE	ol chol cthol olchod					f93r.31:3		f93r.31:3		recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.2:3	chol	trockne	ACTION	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	f93r.2:6	sheo	LOCAL_RIGHT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.6:6	chol	trockne	ACTION	tar otor s cho s chol sheoees	f93r.6:2	otor	LOCAL_LEFT		f93r.6:2		f93r.6:2		recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.31:2	chol	trockne	ACTION	ol chol cthol olchod	f93r.31:3	cthol	LOCAL_RIGHT		f93r.31:3		f93r.31:3		recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.2:3	chol	trocken	STATE	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol					f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.6:6	chol	trocken	STATE	tar otor s cho s chol sheoees					f93r.6:2		f93r.6:2		recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.31:2	chol	trocken	STATE	ol chol cthol olchod					f93r.31:3		f93r.31:3		recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.2:3	chol	trockne	ACTION	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	f93r.2:6	sheo	LOCAL_RIGHT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	f93r.2:6	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.6:6	chol	trockne	ACTION	tar otor s cho s chol sheoees	f93r.6:2	otor	LOCAL_LEFT		f93r.6:2		f93r.6:2		recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.31:2	chol	trockne	ACTION	ol chol cthol olchod	f93r.31:3	cthol	LOCAL_RIGHT		f93r.31:3		f93r.31:3		recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.48:4	chol	trocken	STATE	ykeol okeol ockhey chol cheodal okeo r alcheeg orar					f99r.48:2	UNREAD_BETWEEN:f99r.48:3	f99r.48:2	UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.48:4	chol	trockne	ACTION	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	f99r.48:2	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f99r.48:3	f99r.48:2	UNREAD_BETWEEN:f99r.48:3	f99r.48:2	UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	T	f99r|f99r.47-f99r.52	f99r.48:4	chol	trocken	STATE	ykeol okeol ockhey chol cheodal okeo r alcheeg orar					f99r.48:2	UNREAD_BETWEEN:f99r.48:3	f99r.48:2	UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	CT	f99r|f99r.47-f99r.52	f99r.48:4	chol	trockne	ACTION	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	f99r.48:2	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f99r.48:3	f99r.48:2	UNREAD_BETWEEN:f99r.48:3	f99r.48:2	UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	N	f106r|f106r.8-f106r.9	f106r.9:2	chol	trocken	STATE	ychor chol qokain chocphol lchedy qocheo qokar					f106r.9:3		f106r.9:3		recorded
ZL3b	C	f106r|f106r.8-f106r.9	f106r.9:2	chol	trockne	ACTION	ychor chol qokain chocphol lchedy qocheo qokar	f106r.9:3	qokain	LOCAL_RIGHT		f106r.9:3		f106r.9:3		recorded
ZL3b	T	f106r|f106r.8-f106r.9	f106r.9:2	chol	trocken	STATE	ychor chol qokain chocphol lchedy qocheo qokar					f106r.9:3		f106r.9:3		recorded
ZL3b	CT	f106r|f106r.8-f106r.9	f106r.9:2	chol	trockne	ACTION	ychor chol qokain chocphol lchedy qocheo qokar	f106r.9:3	qokain	LOCAL_RIGHT		f106r.9:3		f106r.9:3		recorded
IT2a	N	f6v|f6v.6-f6v.21	f6v.14:2	chol	trocken	STATE	qokor chol cthol tchalody					f6v.14:3		f6v.14:3		recorded
IT2a	C	f6v|f6v.6-f6v.21	f6v.14:2	chol	trockne	ACTION	qokor chol cthol tchalody	f6v.14:3	cthol	LOCAL_RIGHT		f6v.14:3		f6v.14:3		recorded
IT2a	T	f6v|f6v.6-f6v.21	f6v.14:2	chol	trocken	STATE	qokor chol cthol tchalody					f6v.14:3		f6v.14:3		recorded
IT2a	CT	f6v|f6v.6-f6v.21	f6v.14:2	chol	trockne	ACTION	qokor chol cthol tchalody	f6v.14:3	cthol	LOCAL_RIGHT		f6v.14:3		f6v.14:3		recorded
IT2a	N	f9v|f9v.5-f9v.12	f9v.7:2	chol	trocken	STATE	qochol chol ctchy daiin otal dor daim					f9v.7:5	UNREAD_BETWEEN:f9v.7:3	f9v.7:5	UNREAD_BETWEEN:f9v.7:3	recorded
IT2a	N	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühl	STATE	oty kchol chol chy kyty					f9v.10:2		f9v.10:2		recorded
IT2a	N	f9v|f9v.5-f9v.12	f9v.10:3	chol	trocken	STATE	oty kchol chol chy kyty					f9v.10:2		f9v.10:2		recorded
IT2a	C	f9v|f9v.5-f9v.12	f9v.7:2	chol	trockne	ACTION	qochol chol ctchy daiin otal dor daim	f9v.7:5	otal	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:3	f9v.7:5	UNREAD_BETWEEN:f9v.7:3	f9v.7:5	UNREAD_BETWEEN:f9v.7:3	recorded
IT2a	C	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühl	STATE	oty kchol chol chy kyty					f9v.10:2		f9v.10:2		recorded
IT2a	C	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_LEFT		f9v.10:2		f9v.10:2		recorded
IT2a	T	f9v|f9v.5-f9v.12	f9v.7:2	chol	trocken	STATE	qochol chol ctchy daiin otal dor daim					f9v.7:5	UNREAD_BETWEEN:f9v.7:3	f9v.7:5	UNREAD_BETWEEN:f9v.7:3	recorded
IT2a	T	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühle	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_RIGHT		f9v.10:2		f9v.10:2		recorded
IT2a	T	f9v|f9v.5-f9v.12	f9v.10:3	chol	trocken	STATE	oty kchol chol chy kyty					f9v.10:2		f9v.10:2		recorded
IT2a	CT	f9v|f9v.5-f9v.12	f9v.7:2	chol	trockne	ACTION	qochol chol ctchy daiin otal dor daim	f9v.7:5	otal	LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:3	f9v.7:5	UNREAD_BETWEEN:f9v.7:3	f9v.7:5	UNREAD_BETWEEN:f9v.7:3	recorded
IT2a	CT	f9v|f9v.5-f9v.12	f9v.10:1	oty	kühle	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_RIGHT		f9v.10:2		f9v.10:2		recorded
IT2a	CT	f9v|f9v.5-f9v.12	f9v.10:3	chol	trockne	ACTION	oty kchol chol chy kyty	f9v.10:2	kchol	LOCAL_LEFT		f9v.10:2		f9v.10:2		recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.5:2	chol	trocken	STATE	ychol chol dolcheey tchol dar ckhy					f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.11:4	chol	trocken	STATE	qokcheo qokoiir ctheol chol						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.13:2	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.13:3	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.16:2	chol	trocken	STATE	okcheol chol okeol cthol otcheolom					f17v.16:3		f17v.16:3		recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.18:4	chol	trocken	STATE	otor cheeor ol chol dor chr or eees					f17v.18:2		f17v.18:2		recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.19:5	chol	trocken	STATE	dain chey qoaiin cthor chol chom					f17v.19:4		f17v.19:4		recorded
IT2a	N	f17v|f17v.1-f17v.23	f17v.20:4	chol	trocken	STATE	ykeey okeey cheor chol sho ydaiin					f17v.20:3		f17v.20:3		recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	ACTION	ychol chol dolcheey tchol dar ckhy	f17v.5:4	tchol	LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	ACTION	qokcheo qokoiir ctheol chol	f17v.10:4	okol	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.12:6	chor	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.13:4	cthol	LOCAL_RIGHT		f17v.13:4		f17v.13:4		recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	ACTION	okcheol chol okeol cthol otcheolom	f17v.16:3	okeol	LOCAL_RIGHT		f17v.16:3		f17v.16:3		recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	ACTION	otor cheeor ol chol dor chr or eees	f17v.18:2	cheeor	LOCAL_LEFT		f17v.18:2		f17v.18:2		recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.19:5	chol	trockne	ACTION	dain chey qoaiin cthor chol chom	f17v.19:4	cthor	LOCAL_LEFT		f17v.19:4		f17v.19:4		recorded
IT2a	C	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	ACTION	ykeey okeey cheor chol sho ydaiin	f17v.20:3	cheor	LOCAL_LEFT		f17v.20:3		f17v.20:3		recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.5:2	chol	trocken	STATE	ychol chol dolcheey tchol dar ckhy					f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.11:4	chol	trocken	STATE	qokcheo qokoiir ctheol chol						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.13:2	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.13:3	chol	trocken	STATE	ykeor chol chol cthol chkor sheol					f17v.13:4		f17v.13:4		recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.16:2	chol	trocken	STATE	okcheol chol okeol cthol otcheolom					f17v.16:3		f17v.16:3		recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.18:4	chol	trocken	STATE	otor cheeor ol chol dor chr or eees					f17v.18:2		f17v.18:2		recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.19:5	chol	trocken	STATE	dain chey qoaiin cthor chol chom					f17v.19:4		f17v.19:4		recorded
IT2a	T	f17v|f17v.1-f17v.23	f17v.20:4	chol	trocken	STATE	ykeey okeey cheor chol sho ydaiin					f17v.20:3		f17v.20:3		recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.5:2	chol	trockne	ACTION	ychol chol dolcheey tchol dar ckhy	f17v.5:4	tchol	LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	f17v.5:4	UNREAD_BETWEEN:f17v.5:3	recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.11:4	chol	trockne	ACTION	qokcheo qokoiir ctheol chol	f17v.10:4	okol	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	f17v.10:4	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.13:2	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.12:6	chor	PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	f17v.12:6	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.13:3	chol	trockne	ACTION	ykeor chol chol cthol chkor sheol	f17v.13:4	cthol	LOCAL_RIGHT		f17v.13:4		f17v.13:4		recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.16:2	chol	trockne	ACTION	okcheol chol okeol cthol otcheolom	f17v.16:3	okeol	LOCAL_RIGHT		f17v.16:3		f17v.16:3		recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.18:4	chol	trockne	ACTION	otor cheeor ol chol dor chr or eees	f17v.18:2	cheeor	LOCAL_LEFT		f17v.18:2		f17v.18:2		recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.19:5	chol	trockne	ACTION	dain chey qoaiin cthor chol chom	f17v.19:4	cthor	LOCAL_LEFT		f17v.19:4		f17v.19:4		recorded
IT2a	CT	f17v|f17v.1-f17v.23	f17v.20:4	chol	trockne	ACTION	ykeey okeey cheor chol sho ydaiin	f17v.20:3	cheor	LOCAL_LEFT		f17v.20:3		f17v.20:3		recorded
IT2a	N	f19v|f19v.8-f19v.14	f19v.9:5	chol	trocken	STATE	ychor oky chor ytal chol oky ddor					f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	N	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühl	STATE	yees ykchol oty ytor ytar ytchor ytaiin					f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
IT2a	C	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	ACTION	ychor oky chor ytal chol oky ddor	f19v.9:3	chor	LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	C	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühl	STATE	yees ykchol oty ytor ytar ytchor ytaiin					f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
IT2a	T	f19v|f19v.8-f19v.14	f19v.9:5	chol	trocken	STATE	ychor oky chor ytal chol oky ddor					f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	T	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühle	ACTION	yees ykchol oty ytor ytar ytchor ytaiin	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
IT2a	CT	f19v|f19v.8-f19v.14	f19v.9:5	chol	trockne	ACTION	ychor oky chor ytal chol oky ddor	f19v.9:3	chor	LOCAL_LEFT	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	f19v.9:3	UNREAD_BETWEEN:f19v.9:4	recorded
IT2a	CT	f19v|f19v.8-f19v.14	f19v.13:3	oty	kühle	ACTION	yees ykchol oty ytor ytar ytchor ytaiin	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	f19v.13:7	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
IT2a	N	f22v|f22v.6-f22v.16	f22v.9:3	chol	trocken	STATE	okshor shody chol teeol otaiin daiin					f22v.9:2		f22v.9:2		recorded
IT2a	N	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühl	STATE	sokaiin oty dy						MISSING_MATERIAL_BINDING		MISSING_MATERIAL_BINDING	recorded
IT2a	C	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	ACTION	okshor shody chol teeol otaiin daiin	f22v.9:2	shody	LOCAL_LEFT		f22v.9:2		f22v.9:2		recorded
