paragraph	locus	index	raw	status	N	C	T	CT	row_status
f17v|f17v.1-f17v.23	f17v.12	1	oy	UNREAD	[ungelesen: oy]	[ungelesen: oy]	[ungelesen: oy]	[ungelesen: oy]	recorded
f17v|f17v.1-f17v.23	f17v.12	2	choy	ASSUMED	grob	grob	grob	grob	recorded
f17v|f17v.1-f17v.23	f17v.12	3	keaiin	UNREAD	[ungelesen: keaiin]	[ungelesen: keaiin]	[ungelesen: keaiin]	[ungelesen: keaiin]	recorded
f17v|f17v.1-f17v.23	f17v.12	4	chckhey	UNREAD	[ungelesen: chckhey]	[ungelesen: chckhey]	[ungelesen: chckhey]	[ungelesen: chckhey]	recorded
f17v|f17v.1-f17v.23	f17v.12	5	ol	ASSUMED	mit	mit	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.12	6	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f17v|f17v.1-f17v.23	f17v.13	1	ykeor	UNREAD	[ungelesen: ykeor]	[ungelesen: ykeor]	[ungelesen: ykeor]	[ungelesen: ykeor]	recorded
f17v|f17v.1-f17v.23	f17v.13	2	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f17v|f17v.1-f17v.23	f17v.13	3	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f17v|f17v.1-f17v.23	f17v.13	4	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f17v|f17v.1-f17v.23	f17v.13	5	chkor	UNREAD	[ungelesen: chkor]	[ungelesen: chkor]	[ungelesen: chkor]	[ungelesen: chkor]	recorded
f17v|f17v.1-f17v.23	f17v.13	6	sheol	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	1	olo	UNREAD	[ungelesen: olo]	[ungelesen: olo]	[ungelesen: olo]	[ungelesen: olo]	recorded
f17v|f17v.1-f17v.23	f17v.14	2	r	ASSUMED	darauf	darauf	darauf	darauf	recorded
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	UNREAD	[ungelesen: okeeol]	[ungelesen: okeeol]	[ungelesen: okeeol]	[ungelesen: okeeol]	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	5	okeol	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	UNREAD	[ungelesen: tchory]	[ungelesen: tchory]	[ungelesen: tchory]	[ungelesen: tchory]	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	UNREAD	[ungelesen: che'eky]	[ungelesen: che'eky]	[ungelesen: che'eky]	[ungelesen: che'eky]	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	ASSUMED	Zubereitung	Zubereitung	Zubereitung	Zubereitung	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	ASSUMED	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	UNREAD	[ungelesen: okcheol]	[ungelesen: okcheol]	[ungelesen: okcheol]	[ungelesen: okcheol]	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	UNREAD	[ungelesen: otcheolom]	[ungelesen: otcheolom]	[ungelesen: otcheolom]	[ungelesen: otcheolom]	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	UNREAD	[ungelesen: qoain]	[ungelesen: qoain]	[ungelesen: qoain]	[ungelesen: qoain]	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	UNREAD	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	ASSUMED	lasse stehen	lasse stehen	lasse stehen	lasse stehen	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	ASSUMED	Portion	Portion	Portion	Portion	recorded
f17v|f17v.1-f17v.23	f17v.17	5	qopchaiin	UNREAD	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	recorded
f17v|f17v.1-f17v.23	f17v.17	6	cthor	ASSUMED	Krautanteil	Krautanteil	Krautanteil	Krautanteil	recorded
f17v|f17v.1-f17v.23	f17v.18	1	otor	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.18	2	cheeor	ASSUMED	geklärter Auszug	geklärter Auszug	geklärter Auszug	geklärter Auszug	recorded
f17v|f17v.1-f17v.23	f17v.18	3	ol	ASSUMED	mit	mit	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.18	4	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f17v|f17v.1-f17v.23	f17v.18	5	dor	ASSUMED	abgemessene Menge	abgemessene Menge	abgemessene Menge	abgemessene Menge	recorded
f17v|f17v.1-f17v.23	f17v.18	6	chr	ASSUMED	Blütenrest	Blütenrest	Blütenrest	Blütenrest	recorded
f17v|f17v.1-f17v.23	f17v.18	7	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f17v|f17v.1-f17v.23	f17v.18	8	eees	UNREAD	[ungelesen: eees]	[ungelesen: eees]	[ungelesen: eees]	[ungelesen: eees]	recorded
f17v|f17v.1-f17v.23	f17v.19	1	dain	ASSUMED	Dosis P	Dosis P	Dosis P	Dosis P	recorded
f17v|f17v.1-f17v.23	f17v.19	2	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f17v|f17v.1-f17v.23	f17v.19	3	qoaiin	UNREAD	[ungelesen: qoaiin]	[ungelesen: qoaiin]	[ungelesen: qoaiin]	[ungelesen: qoaiin]	recorded
f17v|f17v.1-f17v.23	f17v.19	4	cthor	ASSUMED	Krautanteil	Krautanteil	Krautanteil	Krautanteil	recorded
f17v|f17v.1-f17v.23	f17v.19	5	cholchom	UNREAD	[ungelesen: cholchom]	[ungelesen: cholchom]	[ungelesen: cholchom]	[ungelesen: cholchom]	recorded
f17v|f17v.1-f17v.23	f17v.20	1	ykeey	ASSUMED	erwärme erneut	erwärme erneut	erwärme erneut	erwärme erneut	recorded
f17v|f17v.1-f17v.23	f17v.20	2	okeey	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f17v|f17v.1-f17v.23	f17v.20	3	cheor	ASSUMED	Auszug	Auszug	Auszug	Auszug	recorded
f17v|f17v.1-f17v.23	f17v.20	4	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f17v|f17v.1-f17v.23	f17v.20	5	sho	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f17v|f17v.1-f17v.23	f17v.20	6	odaiin	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f17v|f17v.1-f17v.23	f17v.21	1	oal	UNREAD	[ungelesen: oal]	[ungelesen: oal]	[ungelesen: oal]	[ungelesen: oal]	recorded
f17v|f17v.1-f17v.23	f17v.21	2	sheor	UNREAD	[ungelesen: sheor]	[ungelesen: sheor]	[ungelesen: sheor]	[ungelesen: sheor]	recorded
f17v|f17v.1-f17v.23	f17v.21	3	sholor	UNREAD	[ungelesen: sholor]	[ungelesen: sholor]	[ungelesen: sholor]	[ungelesen: sholor]	recorded
f17v|f17v.1-f17v.23	f17v.21	4	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f17v|f17v.1-f17v.23	f17v.21	5	shecthy	UNREAD	[ungelesen: shecthy]	[ungelesen: shecthy]	[ungelesen: shecthy]	[ungelesen: shecthy]	recorded
f17v|f17v.1-f17v.23	f17v.21	6	cpheor	UNREAD	[ungelesen: cpheor]	[ungelesen: cpheor]	[ungelesen: cpheor]	[ungelesen: cpheor]	recorded
f17v|f17v.1-f17v.23	f17v.21	7	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f17v|f17v.1-f17v.23	f17v.22	1	qokeee	UNREAD	[ungelesen: qokeee]	[ungelesen: qokeee]	[ungelesen: qokeee]	[ungelesen: qokeee]	recorded
f17v|f17v.1-f17v.23	f17v.22	2	dar	ASSUMED	Teilmenge	Teilmenge	Teilmenge	Teilmenge	recorded
f17v|f17v.1-f17v.23	f17v.22	3	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f17v|f17v.1-f17v.23	f17v.22	4	keeor	ASSUMED	Feinauszug	Feinauszug	Feinauszug	Feinauszug	recorded
f17v|f17v.1-f17v.23	f17v.22	5	cheeol	UNREAD	[ungelesen: cheeol]	[ungelesen: cheeol]	[ungelesen: cheeol]	[ungelesen: cheeol]	recorded
f17v|f17v.1-f17v.23	f17v.22	6	ctheey	ASSUMED	Krautzubereitung	Krautzubereitung	Krautzubereitung	Krautzubereitung	recorded
f17v|f17v.1-f17v.23	f17v.22	7	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f17v|f17v.1-f17v.23	f17v.23	1	chkeey	ASSUMED	zerreibe vollständig	zerreibe vollständig	zerreibe vollständig	zerreibe vollständig	recorded
f17v|f17v.1-f17v.23	f17v.23	2	okeor	ASSUMED	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.23	3	sh[a:o]r	UNREAD	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	recorded
f17v|f17v.1-f17v.23	f17v.23	4	okeom	UNREAD	[ungelesen: okeom]	[ungelesen: okeom]	[ungelesen: okeom]	[ungelesen: okeom]	recorded
f19v|f19v.8-f19v.14	f19v.8	1	toy	UNREAD	[ungelesen: toy]	[ungelesen: toy]	[ungelesen: toy]	[ungelesen: toy]	recorded
f19v|f19v.8-f19v.14	f19v.8	2	tchey	UNREAD	[ungelesen: tchey]	[ungelesen: tchey]	[ungelesen: tchey]	[ungelesen: tchey]	recorded
f19v|f19v.8-f19v.14	f19v.8	3	qo	ASSUMED	nimm	nimm	nimm	nimm	recorded
f19v|f19v.8-f19v.14	f19v.8	4	dchol	UNREAD	[ungelesen: dchol]	[ungelesen: dchol]	[ungelesen: dchol]	[ungelesen: dchol]	recorded
f19v|f19v.8-f19v.14	f19v.8	5	qokchs	UNREAD	[ungelesen: qokchs]	[ungelesen: qokchs]	[ungelesen: qokchs]	[ungelesen: qokchs]	recorded
f19v|f19v.8-f19v.14	f19v.8	6	dom	UNREAD	[ungelesen: dom]	[ungelesen: dom]	[ungelesen: dom]	[ungelesen: dom]	recorded
f19v|f19v.8-f19v.14	f19v.9	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f19v|f19v.8-f19v.14	f19v.9	2	oky	ASSUMED	warm	warm	warm	warm	recorded
f19v|f19v.8-f19v.14	f19v.9	3	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f19v|f19v.8-f19v.14	f19v.9	4	yt[o:a]l	UNREAD	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	recorded
f19v|f19v.8-f19v.14	f19v.9	5	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f19v|f19v.8-f19v.14	f19v.9	6	oky	ASSUMED	warm	warm	warm	warm	recorded
f19v|f19v.8-f19v.14	f19v.9	7	ddor	UNREAD	[ungelesen: ddor]	[ungelesen: ddor]	[ungelesen: ddor]	[ungelesen: ddor]	recorded
f19v|f19v.8-f19v.14	f19v.10	1	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.10	2	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f19v|f19v.8-f19v.14	f19v.10	3	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.10	4	qoko[r:n]	UNREAD	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	recorded
f19v|f19v.8-f19v.14	f19v.10	5	y	ASSUMED	und	und	und	und	recorded
f19v|f19v.8-f19v.14	f19v.10	6	okchan	UNREAD	[ungelesen: okchan]	[ungelesen: okchan]	[ungelesen: okchan]	[ungelesen: okchan]	recorded
f19v|f19v.8-f19v.14	f19v.11	1	qotol	ASSUMED	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	kalter Ansatz [nominale Qualität: Stoffkonstitution]	recorded
f19v|f19v.8-f19v.14	f19v.11	2	d[o:a]r	UNREAD	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	recorded
f19v|f19v.8-f19v.14	f19v.11	3	okchor	UNREAD	[ungelesen: okchor]	[ungelesen: okchor]	[ungelesen: okchor]	[ungelesen: okchor]	recorded
f19v|f19v.8-f19v.14	f19v.11	4	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.11	5	cthor	ASSUMED	Krautanteil	Krautanteil	Krautanteil	Krautanteil	recorded
f19v|f19v.8-f19v.14	f19v.11	6	otam	ASSUMED	Ansatzmasse	Ansatzmasse	Ansatzmasse	Ansatzmasse	recorded
f19v|f19v.8-f19v.14	f19v.12	1	otch	UNREAD	[ungelesen: otch]	[ungelesen: otch]	[ungelesen: otch]	[ungelesen: otch]	recorded
f19v|f19v.8-f19v.14	f19v.12	2	okchodshy	UNREAD	[ungelesen: okchodshy]	[ungelesen: okchodshy]	[ungelesen: okchodshy]	[ungelesen: okchodshy]	recorded
f19v|f19v.8-f19v.14	f19v.12	3	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f19v|f19v.8-f19v.14	f19v.12	4	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f19v|f19v.8-f19v.14	f19v.12	5	otaiin	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f19v|f19v.8-f19v.14	f19v.12	6	dai[s:r]	UNREAD	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	recorded
f19v|f19v.8-f19v.14	f19v.13	1	yees	UNREAD	[ungelesen: yees]	[ungelesen: yees]	[ungelesen: yees]	[ungelesen: yees]	recorded
f19v|f19v.8-f19v.14	f19v.13	2	ykchol	UNREAD	[ungelesen: ykchol]	[ungelesen: ykchol]	[ungelesen: ykchol]	[ungelesen: ykchol]	recorded
f19v|f19v.8-f19v.14	f19v.13	3	oty	ASSUMED	kühl	kühl	kühle	kühle	recorded
f19v|f19v.8-f19v.14	f19v.13	4	ytor	UNREAD	[ungelesen: ytor]	[ungelesen: ytor]	[ungelesen: ytor]	[ungelesen: ytor]	recorded
f19v|f19v.8-f19v.14	f19v.13	5	ytar	ASSUMED	weiterer Teil	weiterer Teil	weiterer Teil	weiterer Teil	recorded
f19v|f19v.8-f19v.14	f19v.13	6	ytchor	UNREAD	[ungelesen: ytchor]	[ungelesen: ytchor]	[ungelesen: ytchor]	[ungelesen: ytchor]	recorded
f19v|f19v.8-f19v.14	f19v.13	7	ytaiin	ASSUMED	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f19v|f19v.8-f19v.14	f19v.14	1	otchol	UNREAD	[ungelesen: otchol]	[ungelesen: otchol]	[ungelesen: otchol]	[ungelesen: otchol]	recorded
f19v|f19v.8-f19v.14	f19v.14	2	cheaiin	UNREAD	[ungelesen: cheaiin]	[ungelesen: cheaiin]	[ungelesen: cheaiin]	[ungelesen: cheaiin]	recorded
f19v|f19v.8-f19v.14	f19v.14	3	cthol	ASSUMED	Krautpulver	Krautpulver	Krautpulver	Krautpulver	recorded
f22v|f22v.6-f22v.16	f22v.6	1	fshor	UNREAD	[ungelesen: fshor]	[ungelesen: fshor]	[ungelesen: fshor]	[ungelesen: fshor]	recorded
f22v|f22v.6-f22v.16	f22v.6	2	shy	ASSUMED	feucht	feucht	feucht	feucht	recorded
f22v|f22v.6-f22v.16	f22v.6	3	tchor	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f22v|f22v.6-f22v.16	f22v.6	4	otaiin	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f22v|f22v.6-f22v.16	f22v.7	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f22v|f22v.6-f22v.16	f22v.7	2	chor	ASSUMED	Blüten	Blüten	Blüten	Blüten	recorded
f22v|f22v.6-f22v.16	f22v.7	3	qokchol	ASSUMED	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	erwärmtes Trockenmaterial [nominale Qualität: Stoffkonstitution]	recorded
f22v|f22v.6-f22v.16	f22v.7	4	chory	ASSUMED	frische Blüten	frische Blüten	frische Blüten	frische Blüten	recorded
f22v|f22v.6-f22v.16	f22v.8	1	qotchy	ASSUMED	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	trenne … von … [verbinde … mit … bleibt Rivale]	recorded
f22v|f22v.6-f22v.16	f22v.8	2	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f22v|f22v.6-f22v.16	f22v.8	3	qokol	ASSUMED	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	recorded
f22v|f22v.6-f22v.16	f22v.8	4	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.8	5	dam	ASSUMED	Restmenge	Restmenge	Restmenge	Restmenge	recorded
f22v|f22v.6-f22v.16	f22v.9	1	okshor	UNREAD	[ungelesen: okshor]	[ungelesen: okshor]	[ungelesen: okshor]	[ungelesen: okshor]	recorded
f22v|f22v.6-f22v.16	f22v.9	2	shody	ASSUMED	benetztes Material	benetztes Material	benetztes Material	benetztes Material	recorded
f22v|f22v.6-f22v.16	f22v.9	3	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f22v|f22v.6-f22v.16	f22v.9	4	tchol	ASSUMED	getrockneter Anteil	getrockneter Anteil	getrockneter Anteil	getrockneter Anteil	recorded
f22v|f22v.6-f22v.16	f22v.9	5	otaiin	ASSUMED	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	Dosis des kühlen Ansatzes [nominale Qualität: Stoffkonstitution]	recorded
f22v|f22v.6-f22v.16	f22v.9	6	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.10	1	qokchy	ASSUMED	mische ein	mische ein	mische ein	mische ein	recorded
f22v|f22v.6-f22v.16	f22v.10	2	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.10	3	s	ASSUMED	jeweils	jeweils	jeweils	jeweils	recorded
f22v|f22v.6-f22v.16	f22v.10	4	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f22v|f22v.6-f22v.16	f22v.10	5	ytal	UNREAD	[ungelesen: ytal]	[ungelesen: ytal]	[ungelesen: ytal]	[ungelesen: ytal]	recorded
f22v|f22v.6-f22v.16	f22v.11	1	sokaiin	UNREAD	[ungelesen: sokaiin]	[ungelesen: sokaiin]	[ungelesen: sokaiin]	[ungelesen: sokaiin]	recorded
f22v|f22v.6-f22v.16	f22v.11	2	oty	ASSUMED	kühl	kühl	kühle	kühle	recorded
f22v|f22v.6-f22v.16	f22v.11	3	dy	ASSUMED	fertig	fertig	fertig	fertig	recorded
f22v|f22v.6-f22v.16	f22v.12	1	ychky	UNREAD	[ungelesen: ychky]	[ungelesen: ychky]	[ungelesen: ychky]	[ungelesen: ychky]	recorded
f22v|f22v.6-f22v.16	f22v.12	2	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.12	3	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f22v|f22v.6-f22v.16	f22v.13	1	okchain	UNREAD	[ungelesen: okchain]	[ungelesen: okchain]	[ungelesen: okchain]	[ungelesen: okchain]	recorded
f22v|f22v.6-f22v.16	f22v.13	2	chkoldy	UNREAD	[ungelesen: chkoldy]	[ungelesen: chkoldy]	[ungelesen: chkoldy]	[ungelesen: chkoldy]	recorded
f22v|f22v.6-f22v.16	f22v.13	3	shotoly	UNREAD	[ungelesen: shotoly]	[ungelesen: shotoly]	[ungelesen: shotoly]	[ungelesen: shotoly]	recorded
f22v|f22v.6-f22v.16	f22v.14	1	qotch[y:?]	UNREAD	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	recorded
f22v|f22v.6-f22v.16	f22v.14	2	olshly	UNREAD	[ungelesen: olshly]	[ungelesen: olshly]	[ungelesen: olshly]	[ungelesen: olshly]	recorded
f22v|f22v.6-f22v.16	f22v.14	3	shol	ASSUMED	feucht	feucht	feucht	feucht	recorded
f22v|f22v.6-f22v.16	f22v.14	4	daiin	ASSUMED	Dosis Q	Dosis Q	Dosis Q	Dosis Q	recorded
f22v|f22v.6-f22v.16	f22v.15	1	sho	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f22v|f22v.6-f22v.16	f22v.15	2	cthy	ASSUMED	Kraut	Kraut	Kraut	Kraut	recorded
f22v|f22v.6-f22v.16	f22v.15	3	chocthy	UNREAD	[ungelesen: chocthy]	[ungelesen: chocthy]	[ungelesen: chocthy]	[ungelesen: chocthy]	recorded
f22v|f22v.6-f22v.16	f22v.15	4	qokchy	ASSUMED	mische ein	mische ein	mische ein	mische ein	recorded
f22v|f22v.6-f22v.16	f22v.15	5	dory	UNREAD	[ungelesen: dory]	[ungelesen: dory]	[ungelesen: dory]	[ungelesen: dory]	recorded
f22v|f22v.6-f22v.16	f22v.16	1	saiinchy	UNREAD	[ungelesen: saiinchy]	[ungelesen: saiinchy]	[ungelesen: saiinchy]	[ungelesen: saiinchy]	recorded
f22v|f22v.6-f22v.16	f22v.16	2	daldalol	UNREAD	[ungelesen: daldalol]	[ungelesen: daldalol]	[ungelesen: daldalol]	[ungelesen: daldalol]	recorded
f23r|f23r.4-f23r.5	f23r.4	1	qokoldy	UNREAD	[ungelesen: qokoldy]	[ungelesen: qokoldy]	[ungelesen: qokoldy]	[ungelesen: qokoldy]	recorded
f23r|f23r.4-f23r.5	f23r.4	2	okaiir	UNREAD	[ungelesen: okaiir]	[ungelesen: okaiir]	[ungelesen: okaiir]	[ungelesen: okaiir]	recorded
f23r|f23r.4-f23r.5	f23r.4	3	ykaiil	UNREAD	[ungelesen: ykaiil]	[ungelesen: ykaiil]	[ungelesen: ykaiil]	[ungelesen: ykaiil]	recorded
f23r|f23r.4-f23r.5	f23r.4	4	g	UNREAD	[ungelesen: g]	[ungelesen: g]	[ungelesen: g]	[ungelesen: g]	recorded
f23r|f23r.4-f23r.5	f23r.4	5	qokeey	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f23r|f23r.4-f23r.5	f23r.4	6	ofchol	UNREAD	[ungelesen: ofchol]	[ungelesen: ofchol]	[ungelesen: ofchol]	[ungelesen: ofchol]	recorded
f23r|f23r.4-f23r.5	f23r.4	7	dain	ASSUMED	Dosis P	Dosis P	Dosis P	Dosis P	recorded
f23r|f23r.4-f23r.5	f23r.4	8	yfchor	UNREAD	[ungelesen: yfchor]	[ungelesen: yfchor]	[ungelesen: yfchor]	[ungelesen: yfchor]	recorded
f23r|f23r.4-f23r.5	f23r.4	9	olfchor	UNREAD	[ungelesen: olfchor]	[ungelesen: olfchor]	[ungelesen: olfchor]	[ungelesen: olfchor]	recorded
f23r|f23r.4-f23r.5	f23r.4	10	otchald	UNREAD	[ungelesen: otchald]	[ungelesen: otchald]	[ungelesen: otchald]	[ungelesen: otchald]	recorded
f23r|f23r.4-f23r.5	f23r.5	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
