edition	model	paragraph	operation	form	meaning	patient	patient_form	rule	coingredient	debts	row_status
ZL3b	T	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	RELATION_LOCAL	f22v.8:3		recorded
ZL3b	T	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	T	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühle	f22v.9:5	otaiin	PARAGRAPH_CARRY		UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	LOCAL_LEFT	f22v.15:1	UNREAD_BETWEEN:f22v.15:3	recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f22v.8:2	cthy	RELATION_LOCAL	f22v.8:3		recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.9:3	chol	trockne	f22v.9:2	shody	LOCAL_LEFT			recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	mische ein	f22v.9:5	otaiin	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.11:2	oty	kühle	f22v.9:5	otaiin	PARAGRAPH_CARRY		UNREAD_BETWEEN:f22v.10:5;UNREAD_BETWEEN:f22v.11:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	mische ein	f22v.15:2	cthy	LOCAL_LEFT	f22v.15:1	UNREAD_BETWEEN:f22v.15:3	recorded
ZL3b	N	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend			MISSING		MISSING_PATIENT	recorded
ZL3b	C	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend			MISSING		MISSING_PATIENT	recorded
ZL3b	C	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	f23r.5:2	qokchol	LOCAL_LEFT		UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	C	f23r|f23r.4-f23r.5	f23r.5:6	chol	trockne	f23r.5:2	qokchol	LOCAL_LEFT		UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	T	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend			MISSING		MISSING_PATIENT	recorded
ZL3b	CT	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	erhitze anhaltend			MISSING		MISSING_PATIENT	recorded
ZL3b	CT	f23r|f23r.4-f23r.5	f23r.5:4	chol	trockne	f23r.5:2	qokchol	LOCAL_LEFT		UNREAD_BETWEEN:f23r.5:3	recorded
ZL3b	CT	f23r|f23r.4-f23r.5	f23r.5:6	chol	trockne	f23r.5:2	qokchol	LOCAL_LEFT		UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.1:6	she	lasse stehen	f24r.1:4	chor	LOCAL_LEFT		UNREAD_BETWEEN:f24r.1:5	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.3:5	ckhy	stampfe	f24r.3:3	okol	LOCAL_LEFT			recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.5:4	chey	prüfe	f24r.5:5	cthy	LOCAL_RIGHT			recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.6:5	qoky	erwärme mäßig	f24r.6:3	otal	LOCAL_LEFT		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	mische ein	f24r.11:5	qokain	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.12:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f24r.12:3	tol	RELATION_LOCAL	f24r.12:4		recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.12:5	ckhy	stampfe	f24r.12:4	tod	LOCAL_LEFT			recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.13:4	chey	prüfe	f24r.12:4	tod	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f24r|f24r.1-f24r.20	f24r.14:2	cheey	zerreibe fein	f24r.14:4	char	LOCAL_RIGHT		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.1:6	she	lasse stehen	f24r.1:4	chor	LOCAL_LEFT		UNREAD_BETWEEN:f24r.1:5	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.3:5	ckhy	stampfe	f24r.3:3	okol	LOCAL_LEFT			recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.5:4	chey	prüfe	f24r.5:5	cthy	LOCAL_RIGHT			recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.6:5	qoky	erwärme mäßig	f24r.6:3	otal	LOCAL_LEFT		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	mische ein	f24r.11:5	qokain	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.12:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f24r.12:3	tol	RELATION_LOCAL	f24r.12:4		recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.12:5	ckhy	stampfe	f24r.12:4	tod	LOCAL_LEFT			recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.13:4	chey	prüfe	f24r.12:4	tod	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.14:2	cheey	zerreibe fein	f24r.14:4	char	LOCAL_RIGHT		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.18:2	chol	trockne	f24r.17:3	sham	PARAGRAPH_CARRY		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.18:4	chol	trockne	f24r.17:3	sham	PARAGRAPH_CARRY		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f24r|f24r.1-f24r.20	f24r.19:3	chol	trockne	f24r.17:3	sham	PARAGRAPH_CARRY		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.1:6	she	lasse stehen	f24r.1:4	chor	LOCAL_LEFT		UNREAD_BETWEEN:f24r.1:5	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.3:5	ckhy	stampfe	f24r.3:3	okol	LOCAL_LEFT			recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.5:4	chey	prüfe	f24r.5:5	cthy	LOCAL_RIGHT			recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.6:5	qoky	erwärme mäßig	f24r.6:3	otal	LOCAL_LEFT		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	mische ein	f24r.11:5	qokain	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.12:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f24r.12:3	tol	RELATION_LOCAL	f24r.12:4		recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.12:5	ckhy	stampfe	f24r.12:4	tod	LOCAL_LEFT			recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.13:4	chey	prüfe	f24r.12:4	tod	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f24r|f24r.1-f24r.20	f24r.14:2	cheey	zerreibe fein	f24r.14:4	char	LOCAL_RIGHT		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.1:6	she	lasse stehen	f24r.1:4	chor	LOCAL_LEFT		UNREAD_BETWEEN:f24r.1:5	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.3:5	ckhy	stampfe	f24r.3:3	okol	LOCAL_LEFT			recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.5:4	chey	prüfe	f24r.5:5	cthy	LOCAL_RIGHT			recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.6:5	qoky	erwärme mäßig	f24r.6:3	otal	LOCAL_LEFT		UNREAD_BETWEEN:f24r.6:4	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	mische ein	f24r.11:5	qokain	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.12:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f24r.12:3	tol	RELATION_LOCAL	f24r.12:4		recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.12:5	ckhy	stampfe	f24r.12:4	tod	LOCAL_LEFT			recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.13:4	chey	prüfe	f24r.12:4	tod	PARAGRAPH_CARRY		IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.14:2	cheey	zerreibe fein	f24r.14:4	char	LOCAL_RIGHT		UNREAD_BETWEEN:f24r.14:3	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.18:2	chol	trockne	f24r.17:3	sham	PARAGRAPH_CARRY		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.18:4	chol	trockne	f24r.17:3	sham	PARAGRAPH_CARRY		UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f24r|f24r.1-f24r.20	f24r.19:3	chol	trockne	f24r.17:3	sham	PARAGRAPH_CARRY		UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f45v|f45v.5-f45v.11	f45v.9:4	qokom	erwärme portionsweise	f45v.9:2	cthy	LOCAL_LEFT			recorded
ZL3b	C	f45v|f45v.5-f45v.11	f45v.9:3	chol	trockne	f45v.9:2	cthy	LOCAL_LEFT			recorded
ZL3b	C	f45v|f45v.5-f45v.11	f45v.9:4	qokom	erwärme portionsweise	f45v.9:2	cthy	LOCAL_LEFT			recorded
ZL3b	T	f45v|f45v.5-f45v.11	f45v.5:5	oty	kühle	f45v.5:1	qotol	LOCAL_LEFT		UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
ZL3b	T	f45v|f45v.5-f45v.11	f45v.9:4	qokom	erwärme portionsweise	f45v.9:2	cthy	LOCAL_LEFT			recorded
ZL3b	CT	f45v|f45v.5-f45v.11	f45v.5:5	oty	kühle	f45v.5:1	qotol	LOCAL_LEFT		UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
ZL3b	CT	f45v|f45v.5-f45v.11	f45v.9:3	chol	trockne	f45v.9:2	cthy	LOCAL_LEFT			recorded
ZL3b	CT	f45v|f45v.5-f45v.11	f45v.9:4	qokom	erwärme portionsweise	f45v.9:2	cthy	LOCAL_LEFT			recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.19:3	chey	prüfe	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	kühle erneut	f86v5.21:4	okaiin	LOCAL_LEFT			recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	kühle erneut	f86v5.21:6	ytaiin	LOCAL_LEFT		UNREAD_BETWEEN:f86v5.21:7	recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	erwärme erneut	f86v5.22:1	ykaiin	LOCAL_LEFT			recorded
ZL3b	N	f86v5|f86v5.18-f86v5.25	f86v5.23:8	cheey	zerreibe fein	f86v5.23:7	qokar	LOCAL_LEFT			recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.19:3	chey	prüfe	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	kühle erneut	f86v5.21:4	okaiin	LOCAL_LEFT			recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	kühle erneut	f86v5.21:6	ytaiin	LOCAL_LEFT		UNREAD_BETWEEN:f86v5.21:7	recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	erwärme erneut	f86v5.22:1	ykaiin	LOCAL_LEFT			recorded
ZL3b	C	f86v5|f86v5.18-f86v5.25	f86v5.23:8	cheey	zerreibe fein	f86v5.23:7	qokar	LOCAL_LEFT			recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.19:3	chey	prüfe	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	kühle	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	kühle	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	kühle erneut	f86v5.21:4	okaiin	LOCAL_LEFT			recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	kühle erneut	f86v5.21:6	ytaiin	LOCAL_LEFT		UNREAD_BETWEEN:f86v5.21:7	recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	erwärme erneut	f86v5.22:1	ykaiin	LOCAL_LEFT			recorded
ZL3b	T	f86v5|f86v5.18-f86v5.25	f86v5.23:8	cheey	zerreibe fein	f86v5.23:7	qokar	LOCAL_LEFT			recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.19:3	chey	prüfe	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.19:6	oty	kühle	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.19:7	oty	kühle	f86v5.18:8	ody	PARAGRAPH_CARRY		UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.21:5	yteey	kühle erneut	f86v5.21:4	okaiin	LOCAL_LEFT			recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.21:9	yteey	kühle erneut	f86v5.21:6	ytaiin	LOCAL_LEFT		UNREAD_BETWEEN:f86v5.21:7	recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.22:2	ykeey	erwärme erneut	f86v5.22:1	ykaiin	LOCAL_LEFT			recorded
ZL3b	CT	f86v5|f86v5.18-f86v5.25	f86v5.23:8	cheey	zerreibe fein	f86v5.23:7	qokar	LOCAL_LEFT			recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.10:1	ychos	zerkleinere	f93r.8:3	chodaiin	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.10:2	chey	prüfe	f93r.10:4	cheol	LOCAL_RIGHT		UNREAD_BETWEEN:f93r.10:3	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.12:1	qokor	erhitze	f93r.11:5	sheo	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.11:7;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.13:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f93r.13:1	shodaiin	RELATION_LOCAL	f93r.13:3		recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.16:2	qokor	erhitze	f93r.14:4	chr	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.27:1	qokor	erhitze	f93r.27:2	cheo	LOCAL_RIGHT			recorded
ZL3b	N	f93r|f93r.1-f93r.32	f93r.30:2	qokcho	verarbeite warm	f93r.30:1	shodaiin	LOCAL_LEFT			recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.2:3	chol	trockne	f93r.2:6	sheo	LOCAL_RIGHT		UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.6:6	chol	trockne	f93r.6:2	otor	LOCAL_LEFT			recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.10:1	ychos	zerkleinere	f93r.8:3	chodaiin	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.10:2	chey	prüfe	f93r.10:4	cheol	LOCAL_RIGHT		UNREAD_BETWEEN:f93r.10:3	recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.12:1	qokor	erhitze	f93r.11:5	sheo	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.11:7;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.13:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f93r.13:1	shodaiin	RELATION_LOCAL	f93r.13:3		recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.16:2	qokor	erhitze	f93r.14:4	chr	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.27:1	qokor	erhitze	f93r.27:2	cheo	LOCAL_RIGHT			recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.30:2	qokcho	verarbeite warm	f93r.30:1	shodaiin	LOCAL_LEFT			recorded
ZL3b	C	f93r|f93r.1-f93r.32	f93r.31:2	chol	trockne	f93r.31:3	cthol	LOCAL_RIGHT			recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.10:1	ychos	zerkleinere	f93r.8:3	chodaiin	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.10:2	chey	prüfe	f93r.10:4	cheol	LOCAL_RIGHT		UNREAD_BETWEEN:f93r.10:3	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.12:1	qokor	erhitze	f93r.11:5	sheo	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.11:7;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.13:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f93r.13:1	shodaiin	RELATION_LOCAL	f93r.13:3		recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.16:2	qokor	erhitze	f93r.14:4	chr	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.27:1	qokor	erhitze	f93r.27:2	cheo	LOCAL_RIGHT			recorded
ZL3b	T	f93r|f93r.1-f93r.32	f93r.30:2	qokcho	verarbeite warm	f93r.30:1	shodaiin	LOCAL_LEFT			recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.2:3	chol	trockne	f93r.2:6	sheo	LOCAL_RIGHT		UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.6:6	chol	trockne	f93r.6:2	otor	LOCAL_LEFT			recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.10:1	ychos	zerkleinere	f93r.8:3	chodaiin	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.8:5;UNREAD_BETWEEN:f93r.9:1;UNREAD_BETWEEN:f93r.9:2;UNREAD_BETWEEN:f93r.9:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.10:2	chey	prüfe	f93r.10:4	cheol	LOCAL_RIGHT		UNREAD_BETWEEN:f93r.10:3	recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.12:1	qokor	erhitze	f93r.11:5	sheo	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.11:7;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.13:2	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]	f93r.13:1	shodaiin	RELATION_LOCAL	f93r.13:3		recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.16:2	qokor	erhitze	f93r.14:4	chr	PARAGRAPH_CARRY		UNREAD_BETWEEN:f93r.15:1;UNREAD_BETWEEN:f93r.15:2;UNREAD_BETWEEN:f93r.15:4;UNREAD_BETWEEN:f93r.16:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.27:1	qokor	erhitze	f93r.27:2	cheo	LOCAL_RIGHT			recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.30:2	qokcho	verarbeite warm	f93r.30:1	shodaiin	LOCAL_LEFT			recorded
ZL3b	CT	f93r|f93r.1-f93r.32	f93r.31:2	chol	trockne	f93r.31:3	cthol	LOCAL_RIGHT			recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6	okeol	LOCAL_RIGHT			recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6	okeol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6	okeol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	N	f99r|f99r.47-f99r.52	f99r.51:7	okeey	erwärme vorsichtig	f99r.49:6	okeol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.48:4	chol	trockne	f99r.48:2	okeol	LOCAL_LEFT		UNREAD_BETWEEN:f99r.48:3	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.49:4	okeey	erwärme vorsichtig	f99r.49:6	okeol	LOCAL_RIGHT			recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.50:2	okeey	erwärme vorsichtig	f99r.49:6	okeol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
ZL3b	C	f99r|f99r.47-f99r.52	f99r.50:3	qokeey	erhitze anhaltend	f99r.49:6	okeol	PARAGRAPH_CARRY		UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
