gdt466_label_id	gdt465_label_id	gdt464_label_id	gdt463_label_id	source_event_id	physical_page	register	locus	owner_de	surface	content_class	gdt463_hybrid_status	gdt464_hybrid_status	surface_segmentation	prefix_stem	prefix_recipe	internal_stem_trace	suffix_stem	suffix_recipe	owner_family_stem_trace	known_function_character_count	remaining_learned_character_count	surface_character_count	known_function_fraction	ordered_function_recipe_trace	revised_short_default_de	gdt464_change	strongest_rival	image_object_id	review_image_sha256	gdt465_hybrid_status	gdt465_change	gdt465_decision_evidence	gdt466_hybrid_status	gdt466_change	gdt466_decision_evidence
G466-L030	G465-L030	G464-L030	G463-L030	P1008-E0194	f72r	CELESTIAL	f72r2.5	lokale Kennung für Tierkreis-Ringgruppe D	okealar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	3:al=AL	ar	AR	ala=STERNSTELLENFAMILIE|alar=STERNSTELLENFAMILIE	6	1	7	0.857143	OK+AL+AR	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L031	G465-L031	G464-L031	G463-L031	P1008-E0243	f72r	CELESTIAL	f72r2.13	lokale Kennung für Tierkreis-Ringgruppe D	oteeary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ot	OT	4:ar=AR	NONE	NONE	NONE	4	3	7	0.571429	OT+AR	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L032	G465-L032	G464-L032	G463-L032	P1008-E0246	f72r	CELESTIAL	f72r2.15	lokale Kennung für Tierkreis-Ringgruppe D	okaircham	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	2:air=AIR	am	AM_ADDR	NONE	7	2	9	0.777778	OK+AIR+AM_ADDR	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L033	G465-L033	G464-L033	G463-L033	P1008-E0247	f72r	CELESTIAL	f72r2.16	lokale Kennung für Tierkreis-Ringgruppe D	okeal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	NONE	al	AL	NONE	4	1	5	0.800000	OK+AL	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L034	G465-L034	G464-L034	G463-L034	P1008-E0250	f72r	CELESTIAL	f72r2.19	lokale Kennung für Tierkreis-Ringgruppe D	orary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	or	OR	2:ar=AR	NONE	NONE	NONE	4	1	5	0.800000	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L035	G465-L035	G464-L035	G463-L035	P1008-E0251	f72r	CELESTIAL	f72r2.20	lokale Kennung für Tierkreis-Ringgruppe D	okyd	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	NONE	NONE	NONE	NONE	2	2	4	0.500000	OK	SETZEN · [STERNSTELLENNAME:yd]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L036	G465-L036	G464-L036	G463-L036	P1008-E0252	f72r	CELESTIAL	f72r2.21	lokale Kennung für Tierkreis-Ringgruppe D	otolam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	otol	OT+OL	NONE	am	AM_ADDR	NONE	6	0	6	1.000000	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L037	G465-L037	G464-L037	G463-L037	P1008-E0280	f72r	CELESTIAL	f72r2.24	lokale Kennung für Tierkreis-Ringgruppe E	ralal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	1:al=AL	al	AL	ala=STERNSTELLENFAMILIE	4	1	5	0.800000	AL+AL	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L038	G465-L038	G464-L038	G463-L038	P1008-E0284	f72r	CELESTIAL	f72r2.28	lokale Kennung für Tierkreis-Ringgruppe E	chosar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ar	AR	NONE	2	4	6	0.333333	AR	[STERNSTELLENNAME:chos] · AUSGANG	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L039	G465-L039	G464-L039	G463-L039	P1008-E0286	f72r	CELESTIAL	f72r2.30	lokale Kennung für Tierkreis-Ringgruppe E	ainaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	aly	AL+Y	NONE	3	3	6	0.500000	AL+Y	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L040	G465-L040	G464-L040	G463-L040	P1008-E0287	f72r	CELESTIAL	f72r2.31	lokale Kennung für Tierkreis-Ringgruppe E	okarcham	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ok	OK	2:ar=AR	am	AM_ADDR	kar=STERNSTELLENFAMILIE|okar=STERNSTELLENFAMILIE	6	2	8	0.750000	OK+AR+AM_ADDR	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L041	G465-L041	G464-L041	G463-L041	P1008-E0350	f72r	CELESTIAL	f72r3.2	lokale Kennung für Tierkreis-Ringgruppe G	olkalaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ol	OL	3:al=AL	aiin	AIIN	ala=STERNSTELLENFAMILIE	8	1	9	0.888889	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L042	G465-L042	G464-L042	G463-L042	P1008-E0352	f72r	CELESTIAL	f72r3.4	lokale Kennung für Tierkreis-Ringgruppe G	oraiinam	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	or	OR	NONE	am	AM_ADDR	raii=STERNSTELLENFAMILIE|raiin=STERNSTELLENFAMILIE	4	4	8	0.500000	OR+AM_ADDR	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L043	G465-L043	G464-L043	G463-L043	P1008-E0353	f72r	CELESTIAL	f72r3.5	lokale Kennung für Tierkreis-Ringgruppe G	osarsheeeo	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:ar=AR|4:sh=SH	NONE	NONE	NONE	4	6	10	0.400000	AR+SH	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L044	G465-L044	G464-L044	G463-L044	P1008-E0356	f72r	CELESTIAL	f72r3.7	lokale Kennung für Tierkreis-Ringgruppe G	opoiiinoin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	[STERNSTELLENNAME:opoiiin]|oin	NONE	NONE	NONE	oin	O+IIN	NONE	3	7	10	0.300000	O+IIN	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	UNCHANGED	EMBEDDED_EXACT_CARD_IS_NAME_OR_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L045	G465-L045	G464-L045	G463-L045	P1008-E0359	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	ypaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	aiin	AIIN	pa=STERNSTELLENFAMILIE	4	2	6	0.666667	AIIN	[STERNSTELLENNAME:yp] · WERT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L046	G465-L046	G464-L046	G463-L046	P1008-E0360	f72r	CELESTIAL	f72r3.8	lokale Kennung für Tierkreis-Ringgruppe G	alaly	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT462	al	AL	NONE	aly	AL+Y	ala=STERNSTELLENFAMILIE	5	0	5	1.000000	AL+AL+Y	ZIELORT · ZIELORT · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L047	G465-L047	G464-L047	G463-L047	P1008-E0363	f72r	CELESTIAL	f72r3.10	lokale Kennung für Tierkreis-Ringgruppe G	oeeodaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	daiin	AIIN	NONE	5	4	9	0.555556	AIIN	[STERNSTELLENNAME:oeeo] · WERT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L048	G465-L048	G464-L048	G463-L048	P1008-E0364	f72r	CELESTIAL	f72r3.11	lokale Kennung für Tierkreis-Ringgruppe G	ofsholdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	of|sh|ol|[STERNSTELLENNAME:dy]	of	O+LOCAL_CHAR_F	2:sh=SH|4:ol=OL	NONE	NONE	sho=STERNSTELLENFAMILIE	6	2	8	0.750000	O+LOCAL_CHAR_F+SH+OL	AUSFÜHRUNG · HIER · HALTEN · FORTSETZEN · [STERNSTELLENNAME:dy]	OF_FUNCTION_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L049	G465-L049	G464-L049	G463-L049	P1008-E0365	f72r	CELESTIAL	f72r3.12	lokale Kennung für Tierkreis-Ringgruppe G	opoeey	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	FUNCTION_SHELL_PLUS_LEARNED_CORE	[STERNSTELLENNAME:opo]|eey	NONE	NONE	NONE	eey	EE+Y	NONE	3	3	6	0.500000	EE+Y	[STERNSTELLENNAME:opo] · GRAD II · POSTEN	EEY_GRADE_BOUNDARY_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L050	G465-L050	G464-L050	G463-L050	P1008-E0367	f72r	CELESTIAL	f72r3.13	lokale Kennung für Tierkreis-Ringgruppe G	ykolairol	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:ol=OL|4:air=AIR	ol	OL	NONE	7	2	9	0.777778	OL+AIR+OL	[STERNSTELLENNAME:yk] · FORTSETZEN · BAHN · FORTSETZEN	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L051	G465-L051	G464-L051	G463-L051	P1008-E0409	f72r	CELESTIAL	f72r3.15	lokale Kennung für Tierkreis-Ringgruppe H	oralkam	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	or	OR	2:al=AL	am	AM_ADDR	NONE	6	1	7	0.857143	OR+AL+AM_ADDR	EINHEIT · ZIELORT · [STERNSTELLENNAME:k] · HIER	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L052	G465-L052	G464-L052	G463-L052	P1008-E0410	f72r	CELESTIAL	f72r3.16	lokale Kennung für Tierkreis-Ringgruppe H	ytairal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:air=AIR	al	AL	NONE	5	2	7	0.714286	AIR+AL	[STERNSTELLENNAME:yt] · BAHN · ZIELORT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L053	G465-L053	G464-L053	G463-L053	P1008-E0411	f72r	CELESTIAL	f72r3.17	lokale Kennung für Tierkreis-Ringgruppe H	oeeesaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	aiin	AIIN	NONE	4	5	9	0.444444	AIIN	[STERNSTELLENNAME:oeees] · WERT	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L054	G465-L054	G464-L054	G463-L054	P1008-E0414	f72r	CELESTIAL	f72r3.19	lokale Kennung für Tierkreis-Ringgruppe H	fydy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	ydy	Y+DY	NONE	3	1	4	0.750000	Y+DY	[STERNSTELLENNAME:f] · POSTEN · SCHLUSS	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L055	G465-L055	G464-L055	G463-L055	P1008-E0415	f72r	CELESTIAL	f72r3.20	lokale Kennung für Tierkreis-Ringgruppe H	of	STAR_BEARING_RING_POSITION	WHOLE_LEARNED_LABEL	FULL_FUNCTION_FORMULA	of	of	O+LOCAL_CHAR_F	NONE	NONE	NONE	NONE	2	0	2	1.000000	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER	OF_FUNCTION_CHANNEL	EMBEDDED_PACKAGE_IS_NAME_SPELLING	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FULL_FUNCTION_FORMULA	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L056	G465-L056	G464-L056	G463-L056	P1008-E0417	f72r	CELESTIAL	f72r3.20	lokale Kennung für Tierkreis-Ringgruppe H	eeesaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	NONE	aly	AL+Y	NONE	3	4	7	0.428571	AL+Y	[STERNSTELLENNAME:eees] · ZIELORT · POSTEN	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L057	G465-L057	G464-L057	G463-L057	P1008-E0418	f72r	CELESTIAL	f72r3.21	lokale Kennung für Tierkreis-Ringgruppe H	ykaraiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	NONE	NONE	2:ar=AR	aiin	AIIN	raii=STERNSTELLENFAMILIE|kar=STERNSTELLENFAMILIE|raiin=STERNSTELLENFAMILIE|kara=STERNSTELLENFAMILIE	6	2	8	0.750000	AR+AIIN	[STERNSTELLENNAME:yk] · AUSGANG · WERT	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L058	G465-L058	G464-L058	G463-L058	P1008-E0421	f72r	CELESTIAL	f72r3.23	lokale Kennung für Tierkreis-Ringgruppe H	orara	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	or	OR	2:ar=AR	NONE	NONE	NONE	4	1	5	0.800000	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	UNCHANGED	INTERNAL_RENDERER_COINCIDENCE	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
G466-L059	G465-L059	G464-L059	G463-L059	P1008-E0423	f72r	CELESTIAL	f72r3.24	lokale Kennung für Tierkreis-Ringgruppe H	olay	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT462	ol	OL	NONE	NONE	NONE	NONE	2	2	4	0.500000	OL	FORTSETZEN · [STERNSTELLENNAME:ay]	UNCHANGED	RENDERER_EDGE_WITHOUT_SEMANTIC_CONTRIBUTION	1006203	7eaf311574f105436335d50d4e67b33cef6191e32d0c54742d30a7076e966c93	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT464	NOT_IN_SCOPE	FUNCTION_SHELL_PLUS_LEARNED_CORE	UNCHANGED_FROM_GDT465	NOT_IN_PROPAGATION_GAP
