group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	default_local_meaning_de	copy_instruction_de	instrument_reading_de	orientation	crosspage_key
49	A1	f67r2	f67r2.19	3	A1:G049	A1_LEFT_LOCAL_FIELD_19	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_19.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
50	A1	f67r2	f67r2.19	4	A1:G050	A1_LEFT_LOCAL_FIELD_19	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_19.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
51	A1	f67r2	f67r2.20	1	A1:G051	A1_LEFT_LOCAL_FIELD_20	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_20.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
52	A1	f67r2	f67r2.20	2	A1:G052	A1_LEFT_LOCAL_FIELD_20	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_20.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
53	A1	f67r2	f67r2.21	1	A1:G053	A1_LEFT_LOCAL_FIELD_21	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_21.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
54	A1	f67r2	f67r2.21	2	A1:G054	A1_LEFT_LOCAL_FIELD_21	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_21.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
55	A1	f67r2	f67r2.21	3	A1:G055	A1_LEFT_LOCAL_FIELD_21	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_21.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
56	A1	f67r2	f67r2.22	1	A1:G056	A1_LEFT_LOCAL_FIELD_22	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_22.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
57	A1	f67r2	f67r2.23	1	A1:G057	A1_LEFT_LOCAL_FIELD_23	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_23.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
58	A1	f67r2	f67r2.23	2	A1:G058	A1_LEFT_LOCAL_FIELD_23	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_23.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
59	A1	f67r2	f67r2.24	1	A1:G059	A1_LEFT_LOCAL_FIELD_24	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_24.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
60	A1	f67r2	f67r2.24	2	A1:G060	A1_LEFT_LOCAL_FIELD_24	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_24.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
61	A1	f67r2	f67r2.24	3	A1:G061	A1_LEFT_LOCAL_FIELD_24	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_24.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
62	A1	f67r2	f67r2.25	1	A1:G062	A1_LEFT_LOCAL_FIELD_25	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_25.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
63	A1	f67r2	f67r2.26	1	A1:G063	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_26.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
64	A1	f67r2	f67r2.26	2	A1:G064	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_26.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
65	A1	f67r2	f67r2.26	3	A1:G065	A1_LEFT_LOCAL_FIELD_26	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_26.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
66	A1	f67r2	f67r2.27	1	A1:G066	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_27.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
67	A1	f67r2	f67r2.27	2	A1:G067	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_27.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
68	A1	f67r2	f67r2.27	3	A1:G068	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_27.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
69	A1	f67r2	f67r2.27	4	A1:G069	A1_LEFT_LOCAL_FIELD_27	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_27.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
70	A1	f67r2	f67r2.28	1	A1:G070	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_28.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
71	A1	f67r2	f67r2.28	2	A1:G071	A1_LEFT_LOCAL_FIELD_28	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_28.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
72	A1	f67r2	f67r2.29	1	A1:G072	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_29.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
73	A1	f67r2	f67r2.29	2	A1:G073	A1_LEFT_LOCAL_FIELD_29	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_29.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
74	A1	f67r2	f67r2.30	1	A1:G074	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_30.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
75	A1	f67r2	f67r2.30	2	A1:G075	A1_LEFT_LOCAL_FIELD_30	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_30.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
76	A1	f67r2	f67r2.31	1	A1:G076	A1_LEFT_LOCAL_FIELD_31	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_31.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
77	A1	f67r2	f67r2.32	1	A1:G077	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_32.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
78	A1	f67r2	f67r2.32	2	A1:G078	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_32.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
79	A1	f67r2	f67r2.32	3	A1:G079	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_32.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
80	A1	f67r2	f67r2.32	4	A1:G080	A1_LEFT_LOCAL_FIELD_32	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_32.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
81	A1	f67r2	f67r2.33	1	A1:G081	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_33.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
82	A1	f67r2	f67r2.33	2	A1:G082	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_33.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
83	A1	f67r2	f67r2.33	3	A1:G083	A1_LEFT_LOCAL_FIELD_33	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_33.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
84	A1	f67r2	f67r2.34	1	A1:G084	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_34.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
85	A1	f67r2	f67r2.34	2	A1:G085	A1_LEFT_LOCAL_FIELD_34	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_34.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
86	A1	f67r2	f67r2.35	1	A1:G086	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_35.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
87	A1	f67r2	f67r2.35	2	A1:G087	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_35.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
88	A1	f67r2	f67r2.35	3	A1:G088	A1_LEFT_LOCAL_FIELD_35	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_35.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
89	A1	f67r2	f67r2.36	1	A1:G089	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_36.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
90	A1	f67r2	f67r2.36	2	A1:G090	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_36.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
91	A1	f67r2	f67r2.36	3	A1:G091	A1_LEFT_LOCAL_FIELD_36	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_36.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
92	A1	f67r2	f67r2.37	1	A1:G092	A1_LEFT_LOCAL_FIELD_37	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_37.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
93	A1	f67r2	f67r2.38	1	A1:G093	A1_LEFT_LOCAL_FIELD_38	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_38.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
94	A1	f67r2	f67r2.38	2	A1:G094	A1_LEFT_LOCAL_FIELD_38	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_38.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
95	A1	f67r2	f67r2.39	1	A1:G095	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_39.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
96	A1	f67r2	f67r2.39	2	A1:G096	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_39.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
97	A1	f67r2	f67r2.39	3	A1:G097	A1_LEFT_LOCAL_FIELD_39	A1_LEFT_WHEEL_ONLY	örtliches Himmels-, Kalender- oder Wahlzeichen	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_39.	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	NONE	NONE
