statement_order	statement_id	record_unit_id	page	physical_loci	line_crossing	event_count	visible_surface_sequence	master_card_sequence	semantic_atom_program	card_near_workshop_reading_de	concrete_source_expansion_de	record_program_de	sentence_boundary_rule
42	B2-S002	B2	f82r	f82r.2	NO	1	qolchedy	MC028	OL+CHD+CLOSE	Führe weiter und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Führe weiter und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
43	B2-S003	B2	f82r	f82r.2	NO	3	qokain dy qokeedy	MC017 MC123 MC082	OK+AIN | Y | OK+EE+CLOSE	Gib eine Portion zu, setze den Posten länger an und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Gib eine Portion zu, setze den Posten länger an und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
44	B2-S004	B2	f82r	f82r.2|f82r.3	YES__CONTINUE_ACROSS_PHYSICAL_LINE	5	qokal lcheckhy lched qokeey lcheckhedy	MC040 MC168 MC127 MC002 MC133	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKHE+CLOSE	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
45	B2-S005	B2	f82r	f82r.3|f82r.4	YES__CONTINUE_ACROSS_PHYSICAL_LINE	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	MC054 MC036 MC035 MC120 MC120 MC112 MC166 MC004	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | CTH+OL | CHK+EE+Y | L+CLOSE	Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	An der jeweils neu gesetzten lokalen Beckenstation: Setze diesen Posten dort an, sammle bis zum Sollmaß, leite durch, stelle das Sollmaß ein, führe bereit weiter, wärme länger, ziehe ab und schließe.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
46	B2-S006	B2	f82r	f82r.4	NO	4	oteey qokal sheckhy qoky	MC063 MC040 MC132 MC026	OT+EE+Y | OK+AL | CKH+E+Y | OK+Y	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	An der jeweils neu gesetzten lokalen Beckenstation: Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
47	B2-S007	B2	f82r	f82r.7	NO	1	dshedy	MC138	SHED+E+CLOSE	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
48	B2-S008	B2	f82r	f82r.7	NO	3	sotaiin qokar shedy	MC060 MC044 MC128	OT+AIIN | OK+AR | SHED+E+CLOSE	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
49	B2-S009	B2	f82r	f82r.7	NO	1	solshedy	MC149	OL+SHED+CLOSE	Lass weiter absetzen und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Lass weiter absetzen und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
50	B2-S010	B2	f82r	f82r.7	NO	4	qokeey qoky ls cheey	MC002 MC026 MC065 MC119	OK+EE+Y | OK+Y | L | CHEEY	Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an, führe den Posten durch den Auslass und nimm den Klarlauf.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
51	B2-S011	B2	f82r	f82r.19	NO	4	okain char okain qokeedy	MC017 MC055 MC017 MC082	OK+AIN | AR | OK+AIN | OK+EE+CLOSE	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
52	B2-S012	B2	f82r	f82r.19|f82r.23	YES__CONTINUE_ACROSS_PHYSICAL_LINE	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	MC008 MC119 MC073 MC002 MC066 MC039 MC123 MC140	L+Y | CHEEY | CTH+E+Y | OK+EE+Y | L+CHEEY | AIIN | Y | OK+EEE+CLOSE	Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	An der jeweils neu gesetzten lokalen Beckenstation: Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe den Klarlauf ab, stelle das Sollmaß ein, führe den Posten vollständig aus und schließe.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
53	B2-S013	B2	f82r	f82r.23	NO	1	lchedy	MC155	L+CHD+CLOSE	Führe ab und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Führe ab und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
54	B2-S014	B2	f82r	f82r.23	NO	1	lar	MC029	L+AR	Führe von dort ab.	An der jeweils neu gesetzten lokalen Beckenstation: Führe von dort ab.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
55	B2-S015	B2	f82r	f82r.26	NO	2	tshey qokeedy	MC141 MC082	CHEEY | OK+EE+CLOSE	Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	An der jeweils neu gesetzten lokalen Beckenstation: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
56	B2-S016	B2	f82r	f82r.26|f82r.27	YES__CONTINUE_ACROSS_PHYSICAL_LINE	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	MC154 MC011 MC152 MC039 MC063 MC120 MC007 MC070	AL | L+CHD+AR | PARTITION | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+CLOSE	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
57	B2-S017	B2	f82r	f82r.27	NO	2	rsheal daldy	MC102 MC079	SH+E+AL | AL+CLOSE	Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	An der jeweils neu gesetzten lokalen Beckenstation: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
58	B2-S018	B2	f82r	f82r.27	NO	1	qokeedy	MC082	OK+EE+CLOSE	Setze länger an und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
59	B2-S019	B2	f82r	f82r.27	NO	1	rshedy	MC084	WASH+CLOSE	Führe den Waschgang aus und schließe.	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Waschgang aus und schließe.	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
60	B2-S020	B2	f82r	f82r.27	NO	1	qoteedy	MC173	OT+EE+CLOSE	Nimm die lange Folge und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Nimm die lange Folge und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
61	B2-S021	B2	f82r	f82r.27	NO	1	qokeedy	MC082	OK+EE+CLOSE	Setze länger an und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
62	B2-S022	B2	f82r	f82r.27	NO	1	lochedy	MC167	L+CHD+CLOSE	Führe den Rest ab und schließe	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Rest ab und schließe	Die fünf sichtbaren Beckenstationen einzeln neu einrichten. Badwasser am Einlass in den örtlichen Wasserlauf geben, Kräuterzusatz und Badwärme einstellen, die Badenden für die Badezeit im Teilbad halten und jede Station getrennt zum Ablauf oder Seihgang führen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
63	B3-S001	B3	f83r	f83r.3	NO	1	olkeedy	MC045	SOLK+EE+CLOSE	Sammle länger und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Sammle länger und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
64	B3-S002	B3	f83r	f83r.3	NO	2	qotal chkeedy	MC093 MC110	OT+AL | CHK+EE+CLOSE	Führe danach dorthin, wärme länger und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
65	B3-S003	B3	f83r	f83r.3	NO	4	chey daiin chey lchedy	MC123 MC039 MC123 MC155	Y | AIIN | Y | L+CHD+CLOSE	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
66	B3-S004	B3	f83r	f83r.3	NO	3	qokaiin qotal dar	MC120 MC093 MC055	OK+AIIN | OT+AL | AR	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
67	B3-S005	B3	f83r	f83r.6	NO	1	schedy	MC025	CHD+CLOSE	Setze die entnommene Sollmaßportion um und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze die entnommene Sollmaßportion um und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
68	B3-S006	B3	f83r	f83r.6	NO	3	chedchy qokal olchedy	MC064 MC040 MC028	CHD+Y | OK+AL | OL+CHD+CLOSE	Setze dorthin um, führe weiter und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
69	B3-S007	B3	f83r	f83r.6	NO	3	qokaiin chedy qokeedy	MC120 MC074 MC082	OK+AIIN | CHD+Y | OK+EE+CLOSE	Stelle das Sollmaß ein, setze um, setze länger an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
70	B3-S008	B3	f83r	f83r.6	NO	1	lchedy	MC155	L+CHD+CLOSE	Führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
71	B3-S009	B3	f83r	f83r.6	NO	1	qoky	MC026	OK+Y	Setze den Posten an	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten an	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
72	B3-S010	B3	f83r	f83r.8	NO	2	pchedal otedy	MC126 MC135	P+CHD+AL | OT+E+CLOSE	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
73	B3-S011	B3	f83r	f83r.8	NO	4	shecthedchy qoky chedy chary	MC043 MC026 MC074 MC009	CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
74	B3-S012	B3	f83r	f83r.11	NO	2	sor shedy	MC080 MC128	OR | SHED+E+CLOSE	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
75	B3-S013	B3	f83r	f83r.11	NO	4	qokaiin chkain shcthey qokedy	MC120 MC105 MC073 MC083	OK+AIIN | AIN | CTH+E+Y | OK+E+CLOSE	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
76	B3-S014	B3	f83r	f83r.11	NO	2	okair sheedy	MC081 MC003	OK+AIR | SHED+EE+CLOSE	Lass Wasser ein, lass länger absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
77	B3-S015	B3	f83r	f83r.11	NO	1	lchedy	MC155	L+CHD+CLOSE	Führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
78	B3-S016	B3	f83r	f83r.11|f83r.14	YES__CONTINUE_ACROSS_PHYSICAL_LINE	2	lo qokchedy	MC030 MC005	L | OK+CHD+CLOSE	Führe ab, setze den Posten um und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
79	B3-S017	B3	f83r	f83r.14	NO	1	qokeedy	MC082	OK+EE+CLOSE	Setze länger an und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
80	B3-S018	B3	f83r	f83r.14	NO	1	shedy	MC128	SHED+E+CLOSE	Lass absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
81	B3-S019	B3	f83r	f83r.14	NO	1	qokshedy	MC151	OK+SHED+CLOSE	Lass absetzen und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
82	B3-S020	B3	f83r	f83r.14	NO	2	dal lchedy	MC154 MC155	AL | L+CHD+CLOSE	Führe dorthin, führe ab und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
83	B3-S021	B3	f83r	f83r.14|f83r.15	YES__CONTINUE_ACROSS_PHYSICAL_LINE	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	MC120 MC161 MC154 MC123 MC039 MC113 MC137 MC123 MC154 MC161 MC031	OK+AIIN | CTH+Y | AL | Y | AIIN | SHED+AL | CTH+E+Y | Y | AL | CTH+Y | AL+CHD+CLOSE	Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
84	B3-S022	B3	f83r	f83r.15	NO	1	qotchedy	MC057	OT+CHD+CLOSE	Führe die Folgeumsetzung aus und schließe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe die Folgeumsetzung aus und schließe	Die drei Randbecken zuerst einzeln mit Badwasser füllen, waschen, absetzen und ins Auffangbecken abführen. Danach das sichtbar gekoppelte Hauptpaar mit Badwärme, Tuch, Seihgang und örtlichem Ablauf bedienen; die unverbundene Lücke nicht als Wasserlauf lesen.	STATEMENT_BOUNDARY__NEVER_INFERRED_FROM_LINE_END
