edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
966	G407-E0966	G407-S048	9	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	Stelle den äußeren Positionsposten und den inneren Positionsposten ein, setze den äußeren Positionsposten und den inneren Positionsposten ein und nimm den äußeren Positionsposten und den inneren Positionsposten auf; beim Einstellen: als Ausführung; beim Einstellen: auf Grad I; beim Einsetzen: ebenfalls als Ausführung; beim Aufnehmen: ebenfalls auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
967	G407-E0967	G407-S048	10	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chekody	CH+K+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
968	G407-E0968	G407-S048	11	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sosho	S+O+SH+O	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	Wähle denselben Positionsposten und halte ihn; beim Wählen: als Ausführung; beim Halten: ebenfalls als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
969	G407-E0969	G407-S048	12	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chos	CH+O+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
970	G407-E0970	G407-S048	13	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ockhy	O+CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
971	G407-E0971	G407-S048	14	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
972	G407-E0972	G407-S048	15	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
973	G407-E0973	G407-S048	16	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	Im laufenden Gang ordne denselben Positionswert zu; wie zuvor.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
974	G407-E0974	G407-S048	17	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qsg	CARRIER_Q+S+G_LABEL	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
975	G407-E0975	G407-S048	18	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ofydy	O+LOCAL_CHAR_F+Y+DY	STATE_CARD	DY	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
976	G407-E0976	G407-S049	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sheody	SH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
977	G407-E0977	G407-S049	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Positionswert.	Im laufenden Gang halte den Positionswert.	Im laufenden Gang halte den Positionswert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
978	G407-E0978	G407-S049	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ycheody	Y+CH+E+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
979	G407-E0979	G407-S049	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	es	E+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionsposten; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	Wähle denselben Positionsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
980	G407-E0980	G407-S049	5	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	odaiiin	O+DA+LOCAL_CHAR_I+IIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
981	G407-E0981	G407-S049	6	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	yekees	Y+E+K+EE+S	NONSTATE_CARD	NOT_APPLICABLE	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	Ordne den Positionsposten zu und wähle ihn; auf Grad I und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
982	G407-E0982	G407-S049	7	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	oraly	OR+AL+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	Im laufenden Gang wähle die Positionseinheit und den Positionsposten; zur Zielposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
983	G407-E0983	G407-S050	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	todaiin	T+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Positionswert ein; als Ausführung.	Stelle den Positionswert ein; als Ausführung.	Stelle den Positionswert ein; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
984	G407-E0984	G407-S050	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Sektoranteil ein.	Im laufenden Gang stelle den Sektoranteil ein.	Im laufenden Gang stelle den Sektoranteil ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
985	G407-E0985	G407-S050	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten ein.	Im laufenden Gang stelle den Positionsposten ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
986	G407-E0986	G407-S050	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	os	OS	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	Im laufenden Gang stelle denselben Positionsposten ein; wie zuvor.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
987	G407-E0987	G407-S050	5	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	choer	CH+O+E+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf und markiere ihn; als Ausführung und auf Grad I.	Nimm denselben Positionsposten auf und markiere ihn; als Ausführung und auf Grad I.	Nimm denselben Positionsposten auf und markiere ihn; als Ausführung und auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
988	G407-E0988	G407-S050	6	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang markiere den Positionswert.	Im laufenden Gang markiere den Positionswert.	Im laufenden Gang markiere den Positionswert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
989	G407-E0989	G407-S050	7	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	choeea	CH+O+EE+A_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der A-Stelle.	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der A-Stelle.	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der A-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
990	G407-E0990	G407-S050	8	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sal	S+AL	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionswert; zur Zielposition.	Wähle denselben Positionswert; zur Zielposition.	Wähle denselben Positionswert; zur Zielposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
991	G407-E0991	G407-S050	9	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dadaiin	DA+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Positionswert; auf der zweiten Stufe; an der D-Stelle.	Im laufenden Gang wähle den Positionswert; auf der zweiten Stufe; an der D-Stelle.	Im laufenden Gang wähle den Positionswert; auf der zweiten Stufe; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
992	G407-E0992	G407-S051	1	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	dar	D_ADDR+AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der D-Stelle.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der D-Stelle.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
993	G407-E0993	G407-S051	2	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aldaiin	AL+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Positionswert; zur Zielposition; an der D-Stelle.	Im laufenden Gang wähle den Positionswert; zur Zielposition; an der D-Stelle.	Im laufenden Gang wähle den Positionswert; zur Zielposition; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
994	G407-E0994	G407-S051	3	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ydaiin	Y+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Positionsposten und den Positionswert; an der D-Stelle.	Im laufenden Gang wähle den Positionsposten und den Positionswert; an der D-Stelle.	Im laufenden Gang wähle den Positionsposten und den Positionswert; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
995	G407-E0995	G407-S051	4	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qkoy	CARRIER_Q+K+O+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den Positionsposten zu; als neuen Einsatz und als Ausführung.	Ordne den Positionsposten zu; als neuen Einsatz und als Ausführung.	Ordne den Positionsposten zu; als neuen Einsatz und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
996	G407-E0996	G407-S051	5	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ydaiin	Y+D_ADDR+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne den Positionsposten und den Positionswert zu; an der D-Stelle.	Im laufenden Gang ordne den Positionsposten und den Positionswert zu; an der D-Stelle.	Im laufenden Gang ordne den Positionsposten und den Positionswert zu; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
997	G407-E0997	G407-S051	6	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
998	G407-E0998	G407-S051	7	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ypair	Y+P+AIR	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionsposten ein; entlang der Ringbahn.	Setze den Positionsposten ein; entlang der Ringbahn.	Setze den Positionsposten ein; entlang der Ringbahn.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
999	G407-E0999	G407-S051	8	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ykoaiin	Y+K+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Ordne den Positionsposten und den Positionswert zu; als Ausführung.	Ordne den Positionsposten und den Positionswert zu; als Ausführung.	Ordne den Positionsposten und den Positionswert zu; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1000	G407-E1000	G407-S051	9	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ydoly	Y+D_ADDR+OL+Y	STATE_CARD	OL	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der D-Stelle.	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der D-Stelle.	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1001	G407-E1001	G407-S051	10	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ytalchos	Y+T+AL+CH+O+S	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Positionsposten ein, nimm ihn auf und wähle ihn; zur Zielposition; als Ausführung.	Stelle den Positionsposten ein, nimm ihn auf und wähle ihn; zur Zielposition; als Ausführung.	Stelle den Positionsposten ein, nimm ihn auf und wähle ihn; zur Zielposition; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1002	G407-E1002	G407-S051	11	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	oly	OL+Y	STATE_CARD	OL	Weiter im laufenden Gang: wähle den Positionsposten.	Weiter im laufenden Gang: wähle den Positionsposten.	Weiter im laufenden Gang: wähle den Positionsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1003	G407-E1003	G407-S051	12	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	okey	OK+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionsposten; auf Grad I.	Setze den Positionsposten; auf Grad I.	Setze den Positionsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1004	G407-E1004	G407-S051	13	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sshey	S+SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Positionsposten und halte ihn; auf Grad I.	Wähle den Positionsposten und halte ihn; auf Grad I.	Wähle den Positionsposten und halte ihn; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1005	G407-E1005	G407-S051	14	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	sy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Positionsposten.	Im laufenden Gang halte den Positionsposten.	Im laufenden Gang halte den Positionsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1006	G407-E1006	G407-S051	15	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	shees	SH+EE+S	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Positionsposten und wähle ihn; auf Grad II.	Halte denselben Positionsposten und wähle ihn; auf Grad II.	Halte denselben Positionsposten und wähle ihn; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1007	G407-E1007	G407-S051	16	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qeykeey	CARRIER_Q+E+Y+K+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den äußeren Positionsposten und den inneren Positionsposten zu; als neuen Einsatz, auf Grad I und auf Grad II.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu; als neuen Einsatz, auf Grad I und auf Grad II.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu; als neuen Einsatz, auf Grad I und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1008	G407-E1008	G407-S051	17	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ykchey	Y+K+CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1009	G407-E1009	G407-S051	18	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ykchey	Y+K+CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu und nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1010	G407-E1010	G407-S051	19	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qokeochy	OK+E+O+CH+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionsposten und nimm ihn auf; auf Grad I und als Ausführung.	Setze den Positionsposten und nimm ihn auf; auf Grad I und als Ausführung.	Setze den Positionsposten und nimm ihn auf; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1011	G407-E1011	G407-S051	20	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	oaiin	O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang nimm den Positionswert auf; als Ausführung.	Im laufenden Gang nimm den Positionswert auf; als Ausführung.	Im laufenden Gang nimm den Positionswert auf; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1012	G407-E1012	G407-S051	21	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	okol	OK+OL	STATE_CARD	OL	Weiter: setze denselben Positionswert.	Weiter: setze denselben Positionswert.	Weiter: setze denselben Positionswert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1013	G407-E1013	G407-S051	22	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ar	AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition.	Im laufenden Gang setze denselben Positionswert; von der Ausgangsposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1014	G407-E1014	G407-S051	23	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	olar	OL+AR	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Positionswert; von der Ausgangsposition.	Weiter im laufenden Gang: setze denselben Positionswert; von der Ausgangsposition.	Weiter im laufenden Gang: setze denselben Positionswert; von der Ausgangsposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1015	G407-E1015	G407-S051	24	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	yshey	Y+SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den äußeren Positionsposten und den inneren Positionsposten; auf Grad I.	Halte den äußeren Positionsposten und den inneren Positionsposten; auf Grad I.	Halte den äußeren Positionsposten und den inneren Positionsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
