assignment_id	source_event_id	record_id	bundle_id	physical_page	register	active_model	surface	working_recipe	strict_template_id	strict_occurrence_count	role_shape_id	role_occurrence_count	event_support_tier	event_support_detail	source_event_reading_de	current_event_reading_de	reading_refined_by_gdt483	provenance_assigned	source_meaning_preserved
G484-E074	P1008-E0283	G475-R056	G474-B056	f72r	CELESTIAL	INSTRUCTION	okaldy	OK+AL+DY	G481-ET062	1	G481-ES025	4	RECURRENT_ROLE_EVENT	G481-ES025 ×4	Setze den Eintrag zur Zielposition, und schließe den Schritt.	Setze den Eintrag zur Zielposition, und schließe den Schritt.	NO	YES	YES
G484-E075	P1008-E0284	G475-R057	G474-B057	f72r	CELESTIAL	CATALOGUE	chosar	AR	G481-ET063	2	G481-ES050	3	RECURRENT_STRICT_EVENT	G481-ET063 ×2	Sternstelle »chos« — Ausgangszuordnung.	Sternstelle »chos« — Ausgangszuordnung.	NO	YES	YES
G484-E076	P1008-E0285	G475-R058	G474-B058	f72r	CELESTIAL	COORDINATE	otam	OT+AM_ADDR	G481-ET064	1	G481-ES051	2	RECURRENT_ROLE_EVENT	G481-ES051 ×2	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	Adressspur: danach → hier. Reihenfolge konkret: OT — danach bezeichnete Stelle.	NO	YES	YES
G484-E077	P1008-E0286	G475-R059	G474-B059	f72r	CELESTIAL	CATALOGUE	ainaly	AL+Y	G481-ET005	3	G481-ES005	5	RECURRENT_STRICT_EVENT	G481-ET005 ×3	Sternstelle »ain« — Zielzuordnung, Postenangabe.	Sternstelle »ain« — Zielzuordnung, Postenangabe.	NO	YES	YES
G484-E078	P1008-E0287	G475-R060	G474-B060	f72r	CELESTIAL	INSTRUCTION	okarcham	OK+AR+AM_ADDR	G481-ET065	1	G481-ES043	2	RECURRENT_ROLE_EVENT	G481-ES043 ×2	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	Setze den Sternstelleneintrag »ch« von der Ausgangsposition an der bezeichneten Stelle.	NO	YES	YES
G484-E079	P1008-E0350	G475-R060	G474-B061	f72r	CELESTIAL	INSTRUCTION	olkalaiin	OL+AL+AIIN	G481-ET066	1	G481-ES052	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	Weiter beziehe den Sternstelleneintrag »k« und den Positionswert zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »k«.	NO	YES	YES
G484-E080	P1008-E0351	G475-R060	G474-B062	f72r	CELESTIAL	COORDINATE	olalsy	OL+AL+Y	G481-ET067	1	G481-ES053	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	Adressspur: weiter → Zielposition → Positionsposten. Reihenfolge konkret: OL — weiter mit Zielort.	NO	YES	YES
G484-E081	P1008-E0352	G475-R061	G474-B063	f72r	CELESTIAL	CATALOGUE	oraiinam	OR+AM_ADDR	G481-ET068	1	G481-ES054	1	LOCAL_COMPONENT_RECURRENT	[EINHEIT · {N1} ×1] + [HIER ×26]	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	NO	YES	YES
G484-E082	P1008-E0353	G475-R062	G474-B064	f72r	CELESTIAL	INSTRUCTION	osarsheeeo	AR+SH	G481-ET069	1	G481-ES026	2	RECURRENT_ROLE_EVENT	G481-ES026 ×2	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	Halte den Sternstelleneintrag »os« und den Sternstelleneintrag »eeeo« von der Ausgangsposition.	NO	YES	YES
G484-E083	P1008-E0354	G475-R063	G474-B065	f72r	CELESTIAL	COORDINATE	oto	OT+O	G481-ET070	1	G481-ES051	2	RECURRENT_ROLE_EVENT	G481-ES051 ×2	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	Adressspur: danach → Ausführungspunkt. Reihenfolge konkret: OT — danach Ausführung.	NO	YES	YES
G484-E084	P1008-E0355	G475-R063	G474-B065	f72r	CELESTIAL	COORDINATE	aiin	AIIN	G481-ET071	2	G481-ES015	4	RECURRENT_STRICT_EVENT	G481-ET071 ×2	Adressspur: Positionswert.	Adressspur: Positionswert.	NO	YES	YES
G484-E085	P1008-E0356	G475-R064	G474-B066	f72r	CELESTIAL	INSTRUCTION	opoiiinoin	O+IIN	G481-ET072	1	G481-ES055	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	Beziehe den Sternstelleneintrag »opoiiin«, als Ausführung und auf der bezeichneten Stufe.	NO	YES	YES
G484-E086	P1008-E0357	G475-R064	G474-B066	f72r	CELESTIAL	INSTRUCTION	al	AL	G481-ET073	1	G481-ES056	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Beziehe den Eintrag zur Zielposition.	Beziehe den Eintrag zur Zielposition.	NO	YES	YES
G484-E087	P1008-E0358	G475-R064	G474-B066	f72r	CELESTIAL	INSTRUCTION	ches	CH+E+S	G481-ET074	2	G481-ES057	2	RECURRENT_STRICT_EVENT	G481-ET074 ×2	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	Nimm den Eintrag auf und wähle den Eintrag, auf Grad I.	NO	YES	YES
G484-E088	P1008-E0359	G475-R065	G474-B067	f72r	CELESTIAL	CATALOGUE	ypaiin	AIIN	G481-ET075	3	G481-ES058	6	RECURRENT_STRICT_EVENT	G481-ET075 ×3	Sternstelle »yp« — Wertangabe.	Sternstelle »yp« — Wertangabe.	NO	YES	YES
G484-E089	P1008-E0360	G475-R065	G474-B067	f72r	CELESTIAL	CATALOGUE	alaly	AL+AL+Y	G481-ET076	1	G481-ES059	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	Eintrag »alaly« — Zielzuordnung, Zielzuordnung, Postenangabe.	NO	YES	YES
G484-E090	P1008-E0361	G475-R066	G474-B068	f72r	CELESTIAL	COORDINATE	oteey	OT+EE+Y	G481-ET077	1	G481-ES060	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.	Adressspur: danach → Grad II → Positionsposten. Reihenfolge konkret: OT — danach Grad II.	NO	YES	YES
G484-E091	P1008-E0362	G475-R066	G474-B068	f72r	CELESTIAL	COORDINATE	daiin	AIIN	G481-ET071	2	G481-ES015	4	RECURRENT_STRICT_EVENT	G481-ET071 ×2	Adressspur: Positionswert.	Adressspur: Positionswert.	NO	YES	YES
G484-E092	P1008-E0363	G475-R067	G474-B069	f72r	CELESTIAL	CATALOGUE	oeeodaiin	AIIN	G481-ET075	3	G481-ES058	6	RECURRENT_STRICT_EVENT	G481-ET075 ×3	Sternstelle »oeeo« — Wertangabe.	Sternstelle »oeeo« — Wertangabe.	NO	YES	YES
G484-E093	P1008-E0364	G475-R068	G474-B070	f72r	CELESTIAL	INSTRUCTION	ofsholdy	O+LOCAL_CHAR_F+SH+OL	G481-ET078	1	G481-ES061	1	LOCAL_COMPONENT_RECURRENT	[AUSFÜHRUNG · HIER ×5] + [HALTEN · FORTSETZEN ×2] + [{N1} ×88]	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	NO	YES	YES
G484-E094	P1008-E0365	G475-R069	G474-B071	f72r	CELESTIAL	INSTRUCTION	opoeey	EE+Y	G481-ET079	1	G481-ES062	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	Beziehe den Sternstelleneintrag »opo« und den Positionsposten, auf Grad II.	NO	YES	YES
G484-E095	P1008-E0366	G475-R069	G474-B071	f72r	CELESTIAL	INSTRUCTION	okaiin	OK+AIIN	G481-ET080	3	G481-ES063	4	RECURRENT_STRICT_EVENT	G481-ET080 ×3	Setze den Positionswert.	Setze den Positionswert.	NO	YES	YES
G484-E096	P1008-E0367	G475-R069	G474-B072	f72r	CELESTIAL	INSTRUCTION	ykolairol	OL+AIR+OL	G481-ET081	1	G481-ES064	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	Weiter und weiter beziehe den Sternstelleneintrag »yk« entlang der Ringbahn. Reihenfolge konkret: OL — Sternstelle »yk« in Bahn weiterführen; OL — Bahn weiterführen.	NO	YES	YES
G484-E097	P1008-E0409	G475-R070	G474-B073	f72r	CELESTIAL	CATALOGUE	oralkam	OR+AL+AM_ADDR	G481-ET082	1	G481-ES065	1	LOCAL_COMPONENT_RECURRENT	[EINHEIT ×10] + [ZIELORT · {N1} ×4] + [HIER ×26]	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	NO	YES	YES
G484-E098	P1008-E0410	G475-R071	G474-B074	f72r	CELESTIAL	CATALOGUE	ytairal	AIR+AL	G481-ET083	1	G481-ES048	3	RECURRENT_ROLE_EVENT	G481-ES048 ×3	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	Sternstelle »yt« — Bahnvermerk, Zielzuordnung.	NO	YES	YES
G484-E099	P1008-E0411	G475-R072	G474-B075	f72r	CELESTIAL	CATALOGUE	oeeesaiin	AIIN	G481-ET075	3	G481-ES058	6	RECURRENT_STRICT_EVENT	G481-ET075 ×3	Sternstelle »oeees« — Wertangabe.	Sternstelle »oeees« — Wertangabe.	NO	YES	YES
G484-E100	P1008-E0412	G475-R073	G474-B076	f72r	CELESTIAL	COORDINATE	ory	OR+Y	G481-ET084	1	G481-ES066	1	LOCAL_COMPONENT_RECURRENT	[EINHEIT · POSTEN ×1]	Adressspur: Positionseinheit → Positionsposten.	Adressspur: Positionseinheit → Positionsposten.	NO	YES	YES
G484-E101	P1008-E0413	G475-R074	G474-B077	f72r	CELESTIAL	INSTRUCTION	ochey	O+CH+E+Y	G481-ET085	1	G481-ES067	1	SAME_MODEL_COMPONENT_TILE	[AUSFÜHRUNG ×6] + [NEHMEN · GRAD I ×4] + [POSTEN ×18]	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	Nimm den Positionsposten auf, als Ausführung und auf Grad I.	NO	YES	YES
G484-E102	P1008-E0414	G475-R074	G474-B077	f72r	CELESTIAL	INSTRUCTION	fydy	Y+DY	G481-ET086	1	G481-ES068	1	SAME_MODEL_COMPONENT_TILE	[{N1} ×26] + [POSTEN ×18] + [SCHLUSS ×3]	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	NO	YES	YES
G484-E103	P1008-E0415	G475-R075	G474-B078	f72r	CELESTIAL	CATALOGUE	of	O+LOCAL_CHAR_F	G481-ET087	1	G481-ES069	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	Eintrag »of« — Ausführungsvermerk, Hier-Vermerk.	NO	YES	YES
G484-E104	P1008-E0416	G475-R075	G474-B078	f72r	CELESTIAL	CATALOGUE	o	O	G481-ET088	1	G481-ES070	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »o« — Ausführungsvermerk.	Eintrag »o« — Ausführungsvermerk.	NO	YES	YES
G484-E105	P1008-E0417	G475-R075	G474-B078	f72r	CELESTIAL	CATALOGUE	eeesaly	AL+Y	G481-ET005	3	G481-ES005	5	RECURRENT_STRICT_EVENT	G481-ET005 ×3	Sternstelle »eees« — Zielzuordnung, Postenangabe.	Sternstelle »eees« — Zielzuordnung, Postenangabe.	NO	YES	YES
G484-E106	P1008-E0418	G475-R076	G474-B079	f72r	CELESTIAL	CATALOGUE	ykaraiin	AR+AIIN	G481-ET089	1	G481-ES005	5	RECURRENT_ROLE_EVENT	G481-ES005 ×5	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	Sternstelle »yk« — Ausgangszuordnung, Wertangabe.	NO	YES	YES
G484-E107	P1008-E0419	G475-R076	G474-B079	f72r	CELESTIAL	CATALOGUE	airal	AIR+AL	G481-ET090	1	G481-ES071	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	Eintrag »airal« — Bahnvermerk, Zielzuordnung.	NO	YES	YES
G484-E108	P1008-E0420	G475-R077	G474-B080	f72r	CELESTIAL	INSTRUCTION	okalar	OK+AL+AR	G481-ET047	2	G481-ES041	2	RECURRENT_STRICT_EVENT	G481-ET047 ×2	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	NO	YES	YES
G484-E109	P1008-E0421	G475-R078	G474-B081	f72r	CELESTIAL	CATALOGUE	orara	OR+AR	G481-ET055	2	G481-ES045	2	RECURRENT_STRICT_EVENT	G481-ET055 ×2	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	NO	YES	YES
G484-E110	P1008-E0422	G475-R078	G474-B082	f72r	CELESTIAL	CATALOGUE	olaiin	OL+AIIN	G481-ET091	1	G481-ES072	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. Reihenfolge konkret: OL — weiter mit Wert.	NO	YES	YES
G484-E111	P1008-E0423	G475-R078	G474-B082	f72r	CELESTIAL	CATALOGUE	olay	OL	G481-ET092	2	G481-ES073	2	RECURRENT_STRICT_EVENT	G481-ET092 ×2	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.	Sternstelle »ay« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Sternstelle »ay«.	NO	YES	YES
G484-E112	P1008-E0424	G475-R078	G474-B083	f72r	CELESTIAL	INSTRUCTION	olfsheoral	OL+SH+AL	G481-ET093	1	G481-ES074	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »f«.	NO	YES	YES
G484-E113	P1008-E0452	G475-R079	G474-B084	f72r	CELESTIAL	CATALOGUE	opalal	AL+AL	G481-ET059	2	G481-ES048	3	RECURRENT_STRICT_EVENT	G481-ET059 ×2	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	NO	YES	YES
G484-E114	P1008-E0453	G475-R080	G474-B085	f72r	CELESTIAL	CATALOGUE	yfary	AR	G481-ET094	2	G481-ES075	2	RECURRENT_STRICT_EVENT	G481-ET094 ×2	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	NO	YES	YES
G484-E115	P1008-E0454	G475-R081	G474-B086	f72r	CELESTIAL	CATALOGUE	oraiiral	OR+AL	G481-ET095	1	G481-ES076	1	LOCAL_COMPONENT_RECURRENT	[EINHEIT · {N1} ×1] + [ZIELORT ×47]	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	NO	YES	YES
G484-E116	P1008-E0455	G475-R082	G474-B087	f72r	CELESTIAL	CATALOGUE	ytoar	AR	G481-ET063	2	G481-ES050	3	RECURRENT_STRICT_EVENT	G481-ET063 ×2	Sternstelle »yto« — Ausgangszuordnung.	Sternstelle »yto« — Ausgangszuordnung.	NO	YES	YES
G484-E117	P1008-E0456	G475-R082	G474-B087	f72r	CELESTIAL	CATALOGUE	shar	SH+AR	G481-ET096	1	G481-ES077	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	NO	YES	YES
G484-E118	P1008-E0457	G475-R083	G474-B088	f72r	CELESTIAL	INSTRUCTION	octho	CH+T	G481-ET097	1	G481-ES078	1	LOCAL_COMPONENT_RECURRENT	[{N1} · NEHMEN · EINSTELLEN ×1] + [{N1} ×88]	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	NO	YES	YES
G484-E119	P1008-E0458	G475-R084	G474-B089	f72r	CELESTIAL	COORDINATE	aral	AR+AL	G481-ET098	1	G481-ES079	1	SAME_MODEL_COMPONENT_TILE	[AUSGANG · ZIELORT ×3]	Adressspur: Ausgangsposition → Zielposition.	Adressspur: Ausgangsposition → Zielposition.	NO	YES	YES
G484-E120	P1008-E0459	G475-R084	G474-B090	f72r	CELESTIAL	COORDINATE	oletal	OL+AL	G481-ET099	1	G481-ES080	1	SAME_MODEL_COMPONENT_TILE	[FORTSETZEN ×5] + [{N1} · ZIELORT ×1]	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	NO	YES	YES
G484-E121	P1003-E0081	G475-R085	G474-B091	f77r	BIOLOGICAL	CATALOGUE	darchdar	AR+AR	G481-ET100	1	G481-ES081	2	RECURRENT_ROLE_EVENT	G481-ES081 ×2	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	NO	YES	YES
G484-E122	P1003-E0082	G475-R085	G474-B092	f77r	BIOLOGICAL	CATALOGUE	olkchs	OL	G481-ET092	2	G481-ES073	2	RECURRENT_STRICT_EVENT	G481-ET092 ×2	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	NO	YES	YES
G484-E123	P1003-E0083	G475-R086	G474-B093	f77r	BIOLOGICAL	COORDINATE	otedy	OT+E+DY	G481-ET101	1	G481-ES082	1	LOCAL_COMPONENT_RECURRENT	[DANACH ×40] + [GRAD I ×5] + [SCHLUSS ×4]	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	NO	YES	YES
G484-E124	P1003-E0084	G475-R087	G474-B094	f77r	BIOLOGICAL	CATALOGUE	otork	OT	G481-ET001	5	G481-ES001	5	RECURRENT_STRICT_EVENT	G481-ET001 ×5	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	NO	YES	YES
G484-E125	P1003-E0085	G475-R088	G474-B095	f77r	BIOLOGICAL	COORDINATE	otol	OT+OL	G481-ET102	1	G481-ES083	1	LOCAL_COMPONENT_RECURRENT	[DANACH · FORTSETZEN ×5]	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	NO	YES	YES
G484-E126	P1003-E0086	G475-R089	G474-B096	f77r	BIOLOGICAL	INSTRUCTION	dchdy	CHD+DY	G481-ET103	1	G481-ES049	2	RECURRENT_ROLE_EVENT	G481-ES049 ×2	Bearbeite den Eintrag, und schließe den Schritt.	Bearbeite den Eintrag, und schließe den Schritt.	NO	YES	YES
G484-E127	P1003-E0087	G475-R090	G474-B097	f77r	BIOLOGICAL	CATALOGUE	soral	AL	G481-ET104	1	G481-ES050	3	RECURRENT_ROLE_EVENT	G481-ES050 ×3	Badstation »sor« — Zielzuordnung.	Badstation »sor« — Zielzuordnung.	NO	YES	YES
G484-E128	P1003-E0088	G475-R091	G474-B098	f77r	BIOLOGICAL	CATALOGUE	dotedy	OT	G481-ET105	1	G481-ES084	1	LOCAL_COMPONENT_RECURRENT	[{N1} ×88] + [DANACH ×40] + [{N2} ×14]	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	NO	YES	YES
G484-E129	P1003-E0410	G475-R092	G474-B099	f77r	BIOLOGICAL	INSTRUCTION	otchdy	OT+CHD+DY	G481-ET106	1	G481-ES085	1	LOCAL_COMPONENT_RECURRENT	[DANACH ×40] + [BEARBEITEN · SCHLUSS ×1]	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	NO	YES	YES
G484-E130	P1003-E0411	G475-R093	G474-B100	f77r	BIOLOGICAL	COORDINATE	otolaiin	OT+OL+AIIN	G481-ET107	1	G481-ES086	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	Adressspur: danach → weiter → Stationswert. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	NO	YES	YES
G484-E131	P1003-E0412	G475-R093	G474-B100	f77r	BIOLOGICAL	COORDINATE	o	O	G481-ET108	1	G481-ES014	2	RECURRENT_ROLE_EVENT	G481-ES014 ×2	Adressspur: Ausführungspunkt.	Adressspur: Ausführungspunkt.	NO	YES	YES
G484-E132	P1003-E0413	G475-R094	G474-B101	f88v	PHARMA	INSTRUCTION	okalyd	OK+AL	G481-ET109	1	G481-ES039	2	RECURRENT_ROLE_EVENT	G481-ES039 ×2	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	NO	YES	YES
G484-E133	P1003-E0414	G475-R095	G474-B102	f88v	PHARMA	INSTRUCTION	cheocthy	CH+T+Y	G481-ET110	1	G481-ES087	1	LOCAL_COMPONENT_RECURRENT	[{N1} · NEHMEN · EINSTELLEN ×1] + [POSTEN ×39]	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	NO	YES	YES
G484-E134	P1003-E0415	G475-R096	G474-B103	f88v	PHARMA	CATALOGUE	cpheor	OR	G481-ET111	1	G481-ES058	6	RECURRENT_ROLE_EVENT	G481-ES058 ×6	Droge »cphe« — Einheitsangabe.	Droge »cphe« — Einheitsangabe.	NO	YES	YES
G484-E135	P1003-E0416	G475-R097	G474-B104	f88v	PHARMA	CATALOGUE	otar	OT+AR	G481-ET112	1	G481-ES088	1	LOCAL_EVENT_CARRIED_BY_STRONGER_RECORD_SUPPORT	Record-level template or mixed fragment support	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	NO	YES	YES
G484-E136	P1003-E0417	G475-R097	G474-B104	f88v	PHARMA	CATALOGUE	arody	AR	G481-ET004	2	G481-ES004	3	RECURRENT_STRICT_EVENT	G481-ET004 ×2	Droge »ody« — Ausgangszuordnung.	Droge »ody« — Ausgangszuordnung.	NO	YES	YES
G484-E137	P1003-E0418	G475-R098	G474-B105	f88v	PHARMA	INSTRUCTION	otokol	OT+OK+OL	G481-ET113	1	G481-ES089	1	LOCAL_COMPONENT_RECURRENT	[DANACH ×40] + [SETZEN · FORTSETZEN ×2]	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	NO	YES	YES
G484-E138	P1003-E0458	G475-R099	G474-B106	f88v	PHARMA	CATALOGUE	otoram	OT+AM_ADDR	G481-ET114	1	G481-ES090	1	LOCAL_COMPONENT_RECURRENT	[DANACH · {N1} · HIER ×1]	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	NO	YES	YES
G484-E139	P1003-E0459	G475-R100	G474-B107	f88v	PHARMA	CATALOGUE	otora	OT	G481-ET001	5	G481-ES001	5	RECURRENT_STRICT_EVENT	G481-ET001 ×5	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	NO	YES	YES
G484-E140	P1003-E0460	G475-R101	G474-B108	f88v	PHARMA	CATALOGUE	cheosdy	NONE	G481-ET115	1	G481-ES091	1	LEARNED_LEXICAL_SLOT_ONLY	{F1}:NAMENSFAMILIE	Droge »cheosdy« — Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	NO	YES	YES
G484-E141	P1003-E0461	G475-R102	G474-B109	f88v	PHARMA	INSTRUCTION	okaiin	OK+AIIN	G481-ET080	3	G481-ES063	4	RECURRENT_STRICT_EVENT	G481-ET080 ×3	Setze den Mengenwert als Ansatz an.	Setze den Mengenwert als Ansatz an.	NO	YES	YES
G484-E142	P1003-E0554	G475-R103	G474-B110	f88v	PHARMA	CATALOGUE	daramdal	AR+AL	G481-ET116	1	G481-ES081	2	RECURRENT_ROLE_EVENT	G481-ES081 ×2	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	NO	YES	YES
