page	panel_id	record_id	locus	position	word	mention	model	identity	entity	type	meaning	destination_after
f83r	F83_LOWER_COUPLED	F83_P5	f83r.37	5	shedy	f83r.37:5	L1	FRESH	F83_P5:A@f83r.37:5	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.41	2	lchedy	f83r.41:2	L1	FRESH	F83_P5:C@f83r.41:2	MATERIAL	Zusatzstoff	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.44	2	shedy	f83r.44:2	L1	FRESH	F83_P5:A@f83r.44:2	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	6	shedy	f83r.1:6	T0	FRESH	F83_P1:A@f83r.1:6	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	3	qokaiin	f83r.2:3	T0	FRESH	F83_P1:B@f83r.2:3	CONTAINER	Gefäß	Gefäß F83_P1:B@f83r.2:3
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	7	lchedy	f83r.3:7	T0	FRESH	F83_P1:C@f83r.3:7	MATERIAL	Zusatzstoff	Gefäß F83_P1:B@f83r.2:3
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	8	qokaiin	f83r.3:8	T0	FRESH	F83_P1:B@f83r.3:8	CONTAINER	Gefäß	Gefäß F83_P1:B@f83r.3:8
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	7	shedy	f83r.4:7	T0	FRESH	F83_P1:A@f83r.4:7	MATERIAL	Flüssigkeit	Gefäß F83_P1:B@f83r.3:8
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	6	shedy	f83r.5:6	T0	FRESH	F83_P1:A@f83r.5:6	MATERIAL	Flüssigkeit	Gefäß F83_P1:B@f83r.3:8
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	5	qokaiin	f83r.6:5	T0	FRESH	F83_P1:B@f83r.6:5	CONTAINER	Gefäß	Gefäß F83_P1:B@f83r.6:5
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	8	lchedy	f83r.6:8	T0	FRESH	F83_P1:C@f83r.6:8	MATERIAL	Zusatzstoff	Gefäß F83_P1:B@f83r.6:5
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.11	2	shedy	f83r.11:2	T0	FRESH	F83_P2:A@f83r.11:2	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.11	3	qokaiin	f83r.11:3	T0	FRESH	F83_P2:B@f83r.11:3	CONTAINER	Gefäß	Gefäß F83_P2:B@f83r.11:3
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.11	9	lchedy	f83r.11:9	T0	FRESH	F83_P2:C@f83r.11:9	MATERIAL	Zusatzstoff	Gefäß F83_P2:B@f83r.11:3
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.13	3	shedy	f83r.13:3	T0	FRESH	F83_P2:A@f83r.13:3	MATERIAL	Flüssigkeit	Gefäß F83_P2:B@f83r.11:3
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.14	3	shedy	f83r.14:3	T0	FRESH	F83_P2:A@f83r.14:3	MATERIAL	Flüssigkeit	Gefäß F83_P2:B@f83r.11:3
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.14	6	lchedy	f83r.14:6	T0	FRESH	F83_P2:C@f83r.14:6	MATERIAL	Zusatzstoff	Gefäß F83_P2:B@f83r.11:3
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.14	7	qokaiin	f83r.14:7	T0	FRESH	F83_P2:B@f83r.14:7	CONTAINER	Gefäß	Gefäß F83_P2:B@f83r.14:7
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.15	9	lchedy	f83r.15:9	T0	FRESH	F83_P2:C@f83r.15:9	MATERIAL	Zusatzstoff	Gefäß F83_P2:B@f83r.14:7
f83r	F83_LOWER_DRIP	F83_P3	f83r.18	4	shedy	f83r.18:4	T0	FRESH	F83_P3:A@f83r.18:4	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_DRIP	F83_P3	f83r.19	6	shedy	f83r.19:6	T0	FRESH	F83_P3:A@f83r.19:6	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_DRIP	F83_P3	f83r.19	9	shedy	f83r.19:9	T0	FRESH	F83_P3:A@f83r.19:9	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_DRIP	F83_P3	f83r.19	11	lchedy	f83r.19:11	T0	FRESH	F83_P3:C@f83r.19:11	MATERIAL	Zusatzstoff	[Teilnehmer fehlt]
f83r	F83_LOWER_DRIP	F83_P3	f83r.23	4	shedy	f83r.23:4	T0	FRESH	F83_P3:A@f83r.23:4	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_DRIP	F83_P3	f83r.24	6	shedy	f83r.24:6	T0	FRESH	F83_P3:A@f83r.24:6	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P4	f83r.26	5	shedy	f83r.26:5	T0	FRESH	F83_P4:A@f83r.26:5	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P4	f83r.28	5	shedy	f83r.28:5	T0	FRESH	F83_P4:A@f83r.28:5	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.32	3	lchedy	f83r.32:3	T0	FRESH	F83_P5:C@f83r.32:3	MATERIAL	Zusatzstoff	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.34	2	lchedy	f83r.34:2	T0	FRESH	F83_P5:C@f83r.34:2	MATERIAL	Zusatzstoff	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.37	3	lchedy	f83r.37:3	T0	FRESH	F83_P5:C@f83r.37:3	MATERIAL	Zusatzstoff	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.37	5	shedy	f83r.37:5	T0	FRESH	F83_P5:A@f83r.37:5	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.41	2	lchedy	f83r.41:2	T0	FRESH	F83_P5:C@f83r.41:2	MATERIAL	Zusatzstoff	[Teilnehmer fehlt]
f83r	F83_LOWER_COUPLED	F83_P5	f83r.44	2	shedy	f83r.44:2	T0	FRESH	F83_P5:A@f83r.44:2	MATERIAL	Flüssigkeit	[Teilnehmer fehlt]
