selection_id	source_recipe	mutation_family	neutral_selection_class	neighbor_id	target_recipe	target_is_exact_catalog_key	neutral_execution_decision	neutral_blocked_factor_rules	selection_rule
G454-V00680	CH+EE+T+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N03975	CH+EE+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00681	CH+EE+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N03979	CH+E+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00682	CH+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04000	CH+Y+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00683	CH+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04002	CH+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00684	CH+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04005	CH+E+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00685	CH+K	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04018	K+CH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00686	CH+K	ATOM_DELETION	NEUTRAL_READABLE	G447-N04019	CH	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00687	CH+K	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04021	CH+CH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00688	CH+K	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04022	CH+CHD	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00689	CH+K+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04037	CH+AIIN+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00690	CH+K+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04039	CH+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00691	CH+K+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04042	CH+CH+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00692	CH+K+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04043	CH+CHD+AIIN	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00693	CH+K+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04061	CH+AIN+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00694	CH+K+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04063	CH+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00695	CH+K+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04066	CH+CH+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00696	CH+K+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04067	CH+CHD+AIN	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00697	CH+K+AIR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04085	CH+AIR+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00698	CH+K+AIR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04087	CH+AIR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00699	CH+K+AIR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04090	CH+CH+AIR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00700	CH+K+AIR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04091	CH+CHD+AIR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00701	CH+K+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04109	CH+AL+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00702	CH+K+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N04111	CH+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00703	CH+K+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04114	CH+CH+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00704	CH+K+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04115	CH+CHD+AL	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00705	CH+K+AM_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04133	CH+AM_ADDR+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00706	CH+K+AM_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04135	CH+AM_ADDR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00707	CH+K+AM_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04138	CH+CH+AM_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00708	CH+K+AM_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04139	CH+CHD+AM_ADDR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00709	CH+K+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04154	CH+AR+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00710	CH+K+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04156	CH+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00711	CH+K+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04159	CH+CH+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00712	CH+K+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04160	CH+CHD+AR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00713	CH+K+CH+Y+K+OL+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04178	CH+CH+K+Y+K+OL+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00714	CH+K+CH+Y+K+OL+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04184	CH+CH+Y+K+OL+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00715	CH+K+CH+Y+K+OL+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04191	CH+CH+CH+Y+K+OL+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00716	CH+K+CH+Y+K+OL+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04192	CH+CHD+CH+Y+K+OL+Y	NO	STOP	PAIR:CH>CHD|PAIR:CHD>CH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00717	CH+K+E+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04230	CH+E+K+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00718	CH+K+E+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04233	CH+E+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00719	CH+K+E+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04237	CH+CH+E+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00720	CH+K+E+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04238	CH+CHD+E+AIIN	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00721	CH+K+E+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04258	CH+E+K+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00722	CH+K+E+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04261	CH+E+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00723	CH+K+E+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04265	CH+CH+E+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00724	CH+K+E+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04266	CH+CHD+E+AIN	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00725	CH+K+E+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04286	CH+E+K+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00726	CH+K+E+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04290	CH+E+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00727	CH+K+E+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04295	CH+CH+E+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00728	CH+K+E+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04296	CH+CHD+E+D_ADDR+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00729	CH+K+E+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04316	CH+E+K+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00730	CH+K+E+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N04319	CH+E+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00731	CH+K+E+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04323	CH+CH+E+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00732	CH+K+E+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04324	CH+CHD+E+OL	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00733	CH+K+E+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04342	CH+E+K+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00734	CH+K+E+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04345	CH+E+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00735	CH+K+E+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04349	CH+CH+E+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00736	CH+K+E+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04350	CH+CHD+E+OR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00737	CH+K+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04370	CH+E+K+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00738	CH+K+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04373	CH+E+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00739	CH+K+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04377	CH+CH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00740	CH+K+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04378	CH+CHD+E+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00741	CH+K+EE+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04398	CH+EE+K+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00742	CH+K+EE+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N04401	CH+EE+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00743	CH+K+EE+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04405	CH+CH+EE+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00744	CH+K+EE+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04406	CH+CHD+EE+AL	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00745	CH+K+EE+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04426	CH+EE+K+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00746	CH+K+EE+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N04429	CH+EE+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00747	CH+K+EE+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04433	CH+CH+EE+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00748	CH+K+EE+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04434	CH+CHD+EE+DY	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00749	CH+K+EE+K+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04452	CH+K+EE+AIIN+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00750	CH+K+EE+K+AIIN	ADJACENT_SWAP	NEUTRAL_STOP	G447-N04451	CH+EE+K+K+AIIN	NO	STOP	PAIR:K>K	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00751	CH+K+EE+K+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04455	CH+EE+K+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00752	CH+K+EE+K+AIIN	ATOM_DELETION	NEUTRAL_STOP	G447-N04458	CH+K+K+AIIN	NO	STOP	PAIR:K>K	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00753	CH+K+EE+K+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04460	CH+CH+EE+K+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00754	CH+K+EE+K+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04461	CH+CHD+EE+K+AIIN	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00755	CH+K+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04489	CH+EE+K+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00756	CH+K+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04492	CH+EE+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00757	CH+K+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04496	CH+CH+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00758	CH+K+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04497	CH+CHD+EE+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00759	CH+K+L	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04517	CH+L+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00760	CH+K+L	ATOM_DELETION	NEUTRAL_READABLE	G447-N04519	CH+K	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00761	CH+K+L	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04522	CH+CH+L	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00762	CH+K+L	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04523	CH+CHD+L	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00763	CH+K+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04541	CH+O+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00764	CH+K+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N04543	CH+K	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00765	CH+K+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04546	CH+CH+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00766	CH+K+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04547	CH+CHD+O	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00767	CH+K+O+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04562	CH+K+DY+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00768	CH+K+O+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N04565	CH+K+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00769	CH+K+O+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04569	CH+CH+O+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00770	CH+K+O+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04570	CH+CHD+O+DY	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00771	CH+K+O+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04585	CH+K+D_ADDR+O+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00772	CH+K+O+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04589	CH+K+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00773	CH+K+O+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04594	CH+CH+O+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00774	CH+K+O+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04595	CH+CHD+O+D_ADDR+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00775	CH+K+O+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04613	CH+K+Y+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00776	CH+K+O+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04616	CH+K+O	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00777	CH+K+O+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04620	CH+CH+O+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00778	CH+K+O+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04621	CH+CHD+O+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00779	CH+K+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04639	CH+OL+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00780	CH+K+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N04641	CH+K	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00781	CH+K+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04644	CH+CH+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00782	CH+K+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04645	CH+CHD+OL	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00783	CH+K+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04661	CH+OR+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
