page	locus	kind	paragraph_start	paragraph_end	ivtff_raw	readings_json	origins_json
f76r	f76r.5	P	0	0	qokedy.qokeey.or,or.or.chkorol.otey.qokedy.lkedy.chdy.qokchdy.qokal.chdam	"{""zl3b_clean"": ""qokedy qokeey or or or chkorol otey qokedy lkedy chdy qokchdy qokal chdam"", ""it2a_clean"": ""qokedy qokchy orar or chkarol otey qokedy lkedy chdy qokchdy qokal chdam"", ""rf1b_clean"": ""qokedy qokee or ar or chk rol otey qokedy lkedy chdy qokch y qokal chdam""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.6	P	0	0	solchedy.qokeedy.qopchedy.qokeeo.rol.shedy.qokedy.sheey.okees.al.al.chedain.dar	"{""zl3b_clean"": ""solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar"", ""it2a_clean"": ""solchedy qokeedy qopchedy qokeeo sol shedy qokedy sheey okees al al chedain dar"", ""rf1b_clean"": ""solchedy qokeedy qopchedy qokeeo sol shedy qokedy sheey okees al al chedain dar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.7	L	0	0	d	"{""zl3b_clean"": ""d"", ""it2a_clean"": ""d"", ""rf1b_clean"": ""d""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.8	P	0	0	qoaiin.ches.okeedal.qoked.qokeey.shedy.chey.lkeedy.okey.dar.aiin.chekain.oldy	"{""zl3b_clean"": ""qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy"", ""it2a_clean"": ""qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar oiin chekain oldy"", ""rf1b_clean"": ""qoaiin ches okeedal qoke qokee shedy chey lkeed key dar aiin chekain ldy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.9	P	0	0	shed.al,shckhy.[r:s],ain.chcphedy.ain.olkeey.lkar.ain.otchy.lkain.chedy.dar.daly	"{""zl3b_clean"": ""shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly"", ""it2a_clean"": ""shed al shckhy sain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly"", ""rf1b_clean"": ""shed al ckhy sain chcphedy ain olkeey lkar ain oteey lkain chedy ar daly""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.10	L	0	0	q	"{""zl3b_clean"": ""q"", ""it2a_clean"": ""q"", ""rf1b_clean"": ""q""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.11	P	0	0	qotedshedy.qorain.oteedy.chedy.ol.chdy.raiiin.chekain.dain.chckhy,sal.oty	"{""zl3b_clean"": ""qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty"", ""it2a_clean"": ""qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty"", ""rf1b_clean"": ""qotedshedy qorain oteedy chedy ol chdy r aiiin chekain dain chckhy sal oty""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.12	P	0	0	solshedy.qool.qctheed.shdy.qa.ol.keey.dain.saiin.s.ar.shedy.qokeor,okeedy	"{""zl3b_clean"": ""solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy"", ""it2a_clean"": ""sol shedy qool qctheed shdy qo ol keey dain saiin sar shedy qokeor okeedy"", ""rf1b_clean"": ""solshedy qool qctheed shdy q ol teey ain saiin s ar shedy qokeor okee""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.13	P	0	0	qokeedy.checthy.chckhey.okal.okaiin.sheckhey.okeedy.otey.dal.y,kal.chedy,sar	"{""zl3b_clean"": ""qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar"", ""it2a_clean"": ""qokeedy checthy chckhey okol okaiin sheckhey okeedy otey dal ykal chedy sar"", ""rf1b_clean"": ""qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal ykal chedy sar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.14	L	0	0	s	"{""zl3b_clean"": ""s"", ""it2a_clean"": ""s"", ""rf1b_clean"": ""s""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.15	P	0	0	chorshedy.qoked.okees,al.ar.aiin.ar,ain.chckheed,lchedy.shedy.qolair.chedy	"{""zl3b_clean"": ""chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy"", ""it2a_clean"": ""chor shedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy"", ""rf1b_clean"": ""chorshedy qoked okees al ar aiin ar ain chckheedlched shedy qolair chedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.16	P	0	0	qotes.chedy.shckhy.qokeey.okeey.kain.checkhy.qokeedy.qotey.qotain.chekair	"{""zl3b_clean"": ""qotes chedy shckhy qokeey okeey kain checkhy qokeedy qotey qotain chekair"", ""it2a_clean"": ""qotes chedy shckhy qokeey okeey kain checkhy qokeedy qotey qotain chekear"", ""rf1b_clean"": ""qotes chedy shckhy qokeey okeey kain checkhy qokeed qotey qotain chekear""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.17	P	0	0	chey.chckh.shey.qeeey.chol.lkain.shedy.qokeedy.okain.chedy.okeed.qokaloro	"{""zl3b_clean"": ""chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro"", ""it2a_clean"": ""chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro"", ""rf1b_clean"": ""chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.18	L	0	0	o	"{""zl3b_clean"": ""o"", ""it2a_clean"": ""o"", ""rf1b_clean"": ""o""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.19	P	0	0	dcheedy.qolchey.qokeey.qokeey.chedy.qokar.shedy.shedy.lshedy.qolchedy.otedyl	"{""zl3b_clean"": ""dcheedy qolchey qokeey qokeey chedy qokar shedy shedy lshedy qolchedy otedyl"", ""it2a_clean"": ""dcheedy qolchey qokeey qokeey chedy qokar shedy shedy lshedy qolchedy otedyl"", ""rf1b_clean"": ""dcheedy qolchey qokeey qokee chedy qokar shedy she y lshedy qolchedy otedyl""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.20	P	0	0	dshedy.qo.chedy.lchedy.qokey.qolchey.qotain.chckhy.shckhy.lchar.okar.alchdy	"{""zl3b_clean"": ""dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy"", ""it2a_clean"": ""dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy"", ""rf1b_clean"": ""shedy qo che y lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.21	P	0	0	qokch[s:?]dy.okeey,lchedy.qo.olain.ot.shedy.qotaly.dar.sain.shedy.oleeed	"{""zl3b_clean"": ""qokchsdy okeey lchedy qo olain ot shedy qotaly dar sain shedy oleeed"", ""it2a_clean"": ""qokchsdy okeey lchedy qo olain otshedy qotaly dar sain shedy oleeed"", ""rf1b_clean"": ""qokch dy okeey lchedy qo olain ot edy qotaly dar sain shedy oleeed""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.22	L	0	0	l	"{""zl3b_clean"": ""l"", ""it2a_clean"": ""l"", ""rf1b_clean"": ""l""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.23	P	0	0	sheedy.qokedy.chedy.chedy.qokain.chckhy.olchy.l,ain.shedy.olaiin.chedy,qokey	"{""zl3b_clean"": ""sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey"", ""it2a_clean"": ""sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olain chedy qokey"", ""rf1b_clean"": ""sheedy qokedy chedy che y qokain chckhy olchy l ain shedy olaiin chedy qokey""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.24	P	0	0	dalshedy.qol,sheedy.qokaldy.chepy.dain.alolor.olain.chedy.shecthy.qokey.lor	"{""zl3b_clean"": ""dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokey lor"", ""it2a_clean"": ""dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokeey lor"", ""rf1b_clean"": ""dalshedy qoleedy qokaldy chepy dain alolor olain chedy shecthy qokey lar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.25	P	0	0	qoloin.chey.qokeey.lchedy.chckhy.chey,ky.chey.qolal.lklchey.lchedy.chey.llaiir,y	"{""zl3b_clean"": ""qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y"", ""it2a_clean"": ""qaloin chey qokeey lchedy chckhy chey ky chey qolal lkl chey lchedy chey llaiiry"", ""rf1b_clean"": ""qal in chey qokeey lchedy chcthy cheyky chey qolal lkl chey lchedy chey llaiiry""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.26	P	0	0	shedal.shey.qokey.qolchedy.qolain.ain.chey.qokaiin.okain.cheedy.lchey,l,oly.dy	"{""zl3b_clean"": ""shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy"", ""it2a_clean"": ""shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey loly sy"", ""rf1b_clean"": ""shedal shey qoke qolche y qolain ain chey qotaiin okain cheedy lcheyloly dy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.27	L	0	0	k	"{""zl3b_clean"": ""k"", ""it2a_clean"": ""k"", ""rf1b_clean"": ""k""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.28	P	0	0	soin.sheey.chear.ol,aiin.chodaiin.qokaiin.chey.qokalchey.dal,chdy.dal.ytal	"{""zl3b_clean"": ""soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal"", ""it2a_clean"": ""soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal"", ""rf1b_clean"": ""s in shee chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.29	P	0	0	qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okain.y,laiin,y	"{""zl3b_clean"": ""qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y"", ""it2a_clean"": ""qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain ylaiin y"", ""rf1b_clean"": ""qokar edy shedy qokar she y qokain d r ey lshcthy okar okain ylaiiny""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.30	P	0	0	darchey.cheolchey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokain.olky.sain.chy	"{""zl3b_clean"": ""darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy"", ""it2a_clean"": ""darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy"", ""rf1b_clean"": ""darchey cheolchey shcth chedy qo qokey dalaiin sheeky qokain olky sain chy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.31	L	0	0	r	"{""zl3b_clean"": ""r"", ""it2a_clean"": ""r"", ""rf1b_clean"": ""r""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.32	P	0	0	che[o:a],r.ain.okaiin.dain.chey.dalshedy.qokaiin.che[o:a]l.shy.chedy.rain.chedy.shy	"{""zl3b_clean"": ""cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy"", ""it2a_clean"": ""cheor ain okaiin dain chey dal shedy qokaiin cheol shy chedy rain chedy shy"", ""rf1b_clean"": ""chear ain okaiin dain chey dalshedy qokaiin che l shy chedy ain che y y""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.33	P	0	0	qokedy.lkey.kal.shedy.qopchey.qo,l,pchedy.okchy.chckhy.shey.lol.r,ol.sheey.dar	"{""zl3b_clean"": ""qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar"", ""it2a_clean"": ""qokedy lkey kal shedy qopchey qol pchedy okchy chckhy shey lol ral sheey dar"", ""rf1b_clean"": ""qokedy lkey kal she y qopchey qol pchedy okchy chckhy shey lol r al sheey dar""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.34	P	0	0	cheor.shey.qoolkal,shedy.shedy.shey.shedy.ollchy.shlches.shcthy.sain.oly	"{""zl3b_clean"": ""cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly"", ""it2a_clean"": ""cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly"", ""rf1b_clean"": ""chear ey qo lkal shedy shedy shey shedy ollchy shlches shcthy sain oly""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.35	P	0	0	sain.shedy.lshey.qokal.chcthy.okeolor.cheol.otar.chedy.qol.chcthy.chckhy	"{""zl3b_clean"": ""sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy"", ""it2a_clean"": ""saiin shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy"", ""rf1b_clean"": ""sain edy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.36	P	0	0	qok[a:o]l.shedy.sheol.cheol.alshy.chol,chdy.talor.ol,alor.chol.okeor,ar,o.oly	"{""zl3b_clean"": ""qokal shedy sheol cheol alshy chol chdy talor ol alor chol okeor ar o oly"", ""it2a_clean"": ""qokal shedy sheol cheal alshy chol chdy talor olalor chol okeyr ar oly"", ""rf1b_clean"": ""qokal edy eol cheal alshy cholchdy talor ol alor chol oke r ar o ol""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f76r	f76r.37	L	0	0	s	"{""zl3b_clean"": ""s"", ""it2a_clean"": ""s"", ""rf1b_clean"": ""s""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/INTERLEAVED_LABELS.tsv""]"
f76r	f76r.38	P	0	1	oteey.lchey.chey.olsheol.qokal.chal<$>	"{""zl3b_clean"": ""oteey lchey chey olsheol qokal chal"", ""it2a_clean"": ""oteey lchey chey olsheol qokal chal"", ""rf1b_clean"": ""otee lchey chey olsheol qokal chal""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.9	P	1	0	<%>poldarais,ol.qokol.chey.qopchedy.qopchedy.dylches.olkedy.loly	"{""zl3b_clean"": ""poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly"", ""it2a_clean"": ""pol darair ol qokol chey qopchedy qopchedy dylches olkedy loly"", ""rf1b_clean"": ""poldarairol qokol chey qopchedy qopchedy dylches olkedy loly""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.10	P	0	0	tolchd,ar.shey.qotaiin.qotedy.qokol.chdy.qokain.chetey.sal	"{""zl3b_clean"": ""tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal"", ""it2a_clean"": ""tol chd ar shey qotaiin qotedy qokol chdy qokain chetey sal"", ""rf1b_clean"": ""tolch ar shey qotaiin qotedy qokol chdy qokain chetey sal""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.11	P	0	0	qoteedy.qokaiin.shedy.chol.shedy.shcthey.qokeedy.oteedy.cham	"{""zl3b_clean"": ""qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham"", ""it2a_clean"": ""qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham"", ""rf1b_clean"": ""qoteedy qokaiin shedy chol she y shcthey qokeedy oteedy cham""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.12	P	0	0	solteedy.qoteedy.qodeedy.chedaiin.chedy.shedaiin.she[a:o]lol.ched	"{""zl3b_clean"": ""solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched"", ""it2a_clean"": ""solteedy qoteedy qodeedy shedaiin chedy shedaiin sheol ol ched"", ""rf1b_clean"": ""soltee y qotee y qodeedy che aiin che y shedaiin sheolol che""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.13	P	0	0	qokeedy.qol,sheedy.shol.tedy.chedy.lsheedy.qokedy.qolal.chedy	"{""zl3b_clean"": ""qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy"", ""it2a_clean"": ""qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy"", ""rf1b_clean"": ""qokeedy qol eedy shol tedy che y lshee y qoke y qol al chedy""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.14	P	0	0	sokcheey.sain.sheeol.qoteedy.qokaiin.shedy.qokeedy.qotedy	"{""zl3b_clean"": ""sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy"", ""it2a_clean"": ""sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy"", ""rf1b_clean"": ""sokcheey sain sheeol qoteedy qokaiin edy qokeedy qote y""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.15	P	0	0	qokeedy.shedy.qotol.shedy.qokaiin.sheety.qokeed,y.lchedy,lol	"{""zl3b_clean"": ""qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol"", ""it2a_clean"": ""qokeedy shedy qotol shedy qokaiin sheety qokeedy lchedy lol"", ""rf1b_clean"": ""qokeedy she y qotol edy qokaiin sheety qokeedy lchedy lol""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.16	P	0	0	sshedy.qotaiin.chedy.qokaiin.shedy.qolcheedy.qokeedy.lol	"{""zl3b_clean"": ""sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol"", ""it2a_clean"": ""sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol"", ""rf1b_clean"": ""sshedy qotaiin che y qokaiin edy qolcheedy qokeedy lol""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.17	P	0	0	qoteedy.qoteedy.qokedy.sheed.qeey.saiin.sheety.qokeedy,lol	"{""zl3b_clean"": ""qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol"", ""it2a_clean"": ""qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol"", ""rf1b_clean"": ""qoteedy qoteedy qoke y sheed qeey saiin eety qoteedy lol""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.18	P	0	0	daiin.cheedy.lshey.qo,l,or.chees.sheckhedy.qol.cheedy.qotaiin	"{""zl3b_clean"": ""daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin"", ""it2a_clean"": ""daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin"", ""rf1b_clean"": ""daiin cheedy lshey qol r chees sheckhedy qol cheedy qotaiin""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.19	P	0	0	qokeedy.lchey.lsheey.qokeedy.qokeedy.qokar.qokeey.laiin.chey	"{""zl3b_clean"": ""qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey"", ""it2a_clean"": ""qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey"", ""rf1b_clean"": ""qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.20	P	0	0	qotain.sheal.qokeedy.qoteey.qokain.sheey.qotedy.dalchedy	"{""zl3b_clean"": ""qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy"", ""it2a_clean"": ""qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy"", ""rf1b_clean"": ""qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.21	P	0	0	chedaiin.shedy.qokeedy.qokedy.qokeey.chedy.shear.olaiiny	"{""zl3b_clean"": ""chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny"", ""it2a_clean"": ""chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny"", ""rf1b_clean"": ""chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.22	P	0	0	qoteedy.al.lchedy.r.oin.chy.chedaiin.cheey.okedy.qoky	"{""zl3b_clean"": ""qoteedy al lchedy r oin chy chedaiin cheey okedy qoky"", ""it2a_clean"": ""qoteedy al lchedy r oin chy chedaiin cheey okedy qoky"", ""rf1b_clean"": ""qoteedy al lchedy r oin chy che aiin cheey okedy qoky""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTINUATION_CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.23	P	0	0	sheoky.qokaiin.chedy.lchedy.olshedy.qokeedy.chedy.qok[a:o]l	"{""zl3b_clean"": ""sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal"", ""it2a_clean"": ""sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol"", ""rf1b_clean"": ""eoky qokaiin che y lche y olshe y qokeedy chedy qokal""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.24	P	0	1	daiin.dol,shor.cphey.lfcheal.shear.qolchy<$>	"{""zl3b_clean"": ""daiin dol shor cphey lfcheal shear qolchy"", ""it2a_clean"": ""daiin dol shor cphey lfcheol shear qolchy"", ""rf1b_clean"": ""daiin dol shor cphey lfcheol shear qolchy""}"	"[""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
f77r	f77r.25	P	1	0	<%>otedy.qokar,shedy.qokal.shedar.dal,chedy.daror	"{""zl3b_clean"": ""otedy qokar shedy qokal shedar dal chedy daror"", ""it2a_clean"": ""otedy qokor shedy qokal shedar dal chedy daror"", ""rf1b_clean"": ""otedy qokor shedy qokal shedar dal chedy daror""}"	"[""experiments/yolo/gdt818_fixed_material_container_relation/artifacts/CONTEXTS.tsv"", ""experiments/yolo/gdt819_written_predicate_boundary_review/artifacts/PARAGRAPHS.tsv""]"
