event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision	pre_617_standard_command_de	noun_address_components	noun_address_revision
E081	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	choky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E082	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	dal	PROC055	AL	CMD004	ZIELSTELLE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	ZIEL	NONE	NO	ZIEL	AL	YES
E083	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	schol	PROC034	RESUME_CARD	CMD162	WIEDERAUFNEHMEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	WIEDERAUFNEHMEN	NONE	NO	WIEDERAUFNEHMEN	NONE	NO
E084	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	choy	PROC056	HO+Y	CMD040	ZUTAT · ARBEITSPOSTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	GABE · DIES	NONE	NO	GABE · DIES	HO|Y	YES
E085	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	choky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E086	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	cheeckhody	PROC057	CH+EE+CKH+O+DY	CMD016	ABNEHMEN · LANG · DURCHLASSKANAL · ARBEITSGANG; SCHLUSS	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten durch den Durchlass im Arbeitsgang länger ablaufen lassen und den Schritt schließen	ABZIEHEN · LANG · DURCHLASS · GANG; SCHLUSS	CH|O	YES	ABNEHMEN · LANG · DURCHLASS · ARBEITSGANG; SCHLUSS	CKH	YES
E087	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	sh	PROC058	SH	CMD131	HALTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten halten	HALTEN	NONE	NO	HALTEN	NONE	NO
E088	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	cho	PROC052	HO	CMD037	ZUTAT	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	GABE	NONE	NO	GABE	HO	YES
E089	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	kchey	PROC059	K+E+Y	CMD046	ZUDOSIEREN · KURZ · ARBEITSPOSTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	ZUFUEHREN · KURZ · DIES	K	YES	ZUDOSIEREN · KURZ · DIES	Y	YES
E090	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	qokokchy	PROC060	OK+OK+Y	CMD092	ANSETZEN · ANSETZEN · ARBEITSPOSTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten erneut einsetzen	ANSETZEN · ANSETZEN · DIES	NONE	NO	ANSETZEN · ANSETZEN · DIES	Y	YES
E091	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	okchy	PROC011	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E092	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	chokcheo	PROC061	OK+CH+E+O	CMD083	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen	ANSETZEN · ABZIEHEN · KURZ · GANG	CH|O	YES	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	NONE	NO
E093	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	kchal	PROC062	K+AL	CMD043	ZUDOSIEREN · ZIELSTELLE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten an der bezeichneten Stelle zuführen	ZUFUEHREN · ZIEL	K	YES	ZUDOSIEREN · ZIEL	AL	YES
E094	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	sho	PROC052	HO	CMD037	ZUTAT	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	GABE	NONE	NO	GABE	HO	YES
E095	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	chokchy	PROC011	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E096	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	kchoar	PROC063	K+HO+AR	CMD047	ZUDOSIEREN · ZUTAT · VORRAT	NO	abgebildete mehrköpfige stachelige Pflanze	die Gabe von dort zugeben	ZUFUEHREN · GABE · QUELLE	K	YES	ZUDOSIEREN · GABE · QUELLE	AR|HO	YES
E097	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	sotodan	PROC064	OT+O+AIN	CMD119	DANACH · ARBEITSGANG · PORTION	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	DANACH · GANG · PORTION	O	YES	DANACH · ARBEITSGANG · PORTION	NONE	NO
E098	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	otchey	PROC065	OT+Y	CMD121	DANACH · ARBEITSPOSTEN	YES	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	DANACH · DIES	NONE	NO	DANACH · DIES	Y	YES
E099	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	keol	PROC066	K+E+OL	CMD045	ZUDOSIEREN · KURZ · FORTSETZEN	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	ZUFUEHREN · KURZ · FORTSETZEN	K	YES	ZUDOSIEREN · KURZ · FORTSETZEN	NONE	NO
E100	f56r	H5	H5-S006	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	abgebildete mehrköpfige stachelige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	MASS	NONE	NO	MASS	AIIN	YES
E101	f81v	B1	B1-S001	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E102	f81v	B1	B1-S002	B_BAD_ANWENDUNG	okaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · SOLLMASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO	ANSETZEN · MASS	AIIN	YES
E103	f81v	B1	B1-S002	B_BAD_ANWENDUNG	kair	PROC068	K+AIR	CMD042	ZUDOSIEREN · FLUESSIGKEITSLAUF	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Lauf einspeisen	ZUFUEHREN · LAUF	K	YES	ZUDOSIEREN · LAUF	AIR	YES
E104	f81v	B1	B1-S002	B_BAD_ANWENDUNG	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO	ANSETZEN · ZIEL	AL	YES
E105	f81v	B1	B1-S002	B_BAD_ANWENDUNG	sar	PROC003	AR	CMD008	VORRAT	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	QUELLE	NONE	NO	QUELLE	AR	YES
E106	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E107	f81v	B1	B1-S002	B_BAD_ANWENDUNG	kain	PROC069	K+AIN	CMD041	ZUDOSIEREN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter von dort dosiert zugeben	ZUFUEHREN · PORTION	K	YES	ZUDOSIEREN · PORTION	NONE	NO
E108	f81v	B1	B1-S002	B_BAD_ANWENDUNG	olkain	PROC070	OL+K+AIN	CMD101	FORTSETZEN · ZUDOSIEREN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion weiter dosiert zugeben	FORTSETZEN · ZUFUEHREN · PORTION	K	YES	FORTSETZEN · ZUDOSIEREN · PORTION	NONE	NO
E109	f81v	B1	B1-S002	B_BAD_ANWENDUNG	al	PROC055	AL	CMD004	ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	ZIEL	NONE	NO	ZIEL	AL	YES
E110	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E111	f81v	B1	B1-S002	B_BAD_ANWENDUNG	rol	PROC071	R+OL	CMD128	KUEHLEN · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle abkühlen lassen	KUEHLEN · FORTSETZEN	NONE	NO	KUEHLEN · FORTSETZEN	NONE	NO
E112	f81v	B1	B1-S002	B_BAD_ANWENDUNG	dl	PROC072	L	CMD051	WEITERLEITEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	FUEHREN	L	YES	WEITERLEITEN	NONE	NO
E113	f81v	B1	B1-S002	B_BAD_ANWENDUNG	olor	PROC022	OL+OR	CMD102	FORTSETZEN · ANSATZ	NO	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	FORTSETZEN · ANSATZ	NONE	NO	FORTSETZEN · ANSATZ	NONE	NO
E114	f81v	B1	B1-S002	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E115	f81v	B1	B1-S002	B_BAD_ANWENDUNG	sheckhal	PROC073	SH+E+CKH+AL	CMD133	HALTEN · KURZ · DURCHLASSKANAL · ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz zurückhalten	HALTEN · KURZ · DURCHLASS · ZIEL	NONE	NO	HALTEN · KURZ · DURCHLASS · ZIEL	AL|CKH	YES
E116	f81v	B1	B1-S002	B_BAD_ANWENDUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	MASS	NONE	NO	MASS	AIIN	YES
E117	f81v	B1	B1-S002	B_BAD_ANWENDUNG	qokeedal	PROC074	OK+EE+AL	CMD087	ANSETZEN · LANG · ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	ANSETZEN · LANG · ZIEL	NONE	NO	ANSETZEN · LANG · ZIEL	AL	YES
E118	f81v	B1	B1-S002	B_BAD_ANWENDUNG	daiin	PROC009	AIIN	CMD001	SOLLMASS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	MASS	NONE	NO	MASS	AIIN	YES
E119	f81v	B1	B1-S002	B_BAD_ANWENDUNG	chckhy	PROC075	CKH+Y	CMD026	DURCHLASSKANAL · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	DURCHLASS · DIES	NONE	NO	DURCHLASS · DIES	CKH|Y	YES
E120	f81v	B1	B1-S002	B_BAD_ANWENDUNG	schedy	PROC076	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO	UMSETZEN; SCHLUSS	NONE	NO
E121	f81v	B1	B1-S003	B_BAD_ANWENDUNG	qol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E122	f81v	B1	B1-S003	B_BAD_ANWENDUNG	sshkchdy	PROC077	SH+K+CHD+DY	CMD142	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	HALTEN · ZUFUEHREN · UMSETZEN; SCHLUSS	K	YES	HALTEN · ZUDOSIEREN · UMSETZEN; SCHLUSS	NONE	NO
E123	f81v	B1	B1-S004	B_BAD_ANWENDUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E124	f81v	B1	B1-S004	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E125	f81v	B1	B1-S004	B_BAD_ANWENDUNG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E126	f81v	B1	B1-S005	B_BAD_ANWENDUNG	qolchedy	PROC079	OL+CHD+DY	CMD099	FORTSETZEN · UMSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter überführen und den Schritt schließen	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO	FORTSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E127	f81v	B1	B1-S006	B_BAD_ANWENDUNG	qokain	PROC080	OK+AIN	CMD078	ANSETZEN · PORTION	NO	gemeinsame zweireihige Figuren-/Beckenstation	eine Portion einsetzen	ANSETZEN · PORTION	NONE	NO	ANSETZEN · PORTION	NONE	NO
E128	f81v	B1	B1-S006	B_BAD_ANWENDUNG	shckhy	PROC075	CKH+Y	CMD026	DURCHLASSKANAL · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	DURCHLASS · DIES	NONE	NO	DURCHLASS · DIES	CKH|Y	YES
E129	f81v	B1	B1-S006	B_BAD_ANWENDUNG	dl	PROC072	L	CMD051	WEITERLEITEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass durchleiten	FUEHREN	L	YES	WEITERLEITEN	NONE	NO
E130	f81v	B1	B1-S006	B_BAD_ANWENDUNG	ral	PROC081	R+AL	CMD126	KUEHLEN · ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle abkühlen lassen	KUEHLEN · ZIEL	NONE	NO	KUEHLEN · ZIEL	AL	YES
E131	f81v	B1	B1-S007	B_BAD_ANWENDUNG	qokchdy	PROC082	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E132	f81v	B1	B1-S008	B_BAD_ANWENDUNG	chey	PROC019	Y	CMD158	ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	DIES	NONE	NO	DIES	Y	YES
E133	f81v	B1	B1-S008	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E134	f81v	B1	B1-S008	B_BAD_ANWENDUNG	cheky	PROC083	CHK+E+Y	CMD023	WAERMEN · KURZ · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz warm halten	WAERMEN · KURZ · DIES	NONE	NO	WAERMEN · KURZ · DIES	Y	YES
E135	f81v	B1	B1-S008	B_BAD_ANWENDUNG	ol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E136	f81v	B1	B1-S008	B_BAD_ANWENDUNG	shedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E137	f81v	B1	B1-S009	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E138	f81v	B1	B1-S010	B_BAD_ANWENDUNG	qokedy	PROC067	OK+E+DY	CMD085	ANSETZEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz einwirken lassen und den Schritt schließen	ANSETZEN · KURZ; SCHLUSS	NONE	NO	ANSETZEN · KURZ; SCHLUSS	NONE	NO
E139	f81v	B1	B1-S011	B_BAD_ANWENDUNG	chckhy	PROC075	CKH+Y	CMD026	DURCHLASSKANAL · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	DURCHLASS · DIES	NONE	NO	DURCHLASS · DIES	CKH|Y	YES
E140	f81v	B1	B1-S011	B_BAD_ANWENDUNG	qoky	PROC008	OK+Y	CMD095	ANSETZEN · ARBEITSPOSTEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten durch den Durchlass einleiten	ANSETZEN · DIES	NONE	NO	ANSETZEN · DIES	Y	YES
E141	f81v	B1	B1-S012	B_BAD_ANWENDUNG	lsho	PROC084	LSH+O	CMD070	WASCHEN · ARBEITSGANG	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang waschen	WASCHEN · GANG	O	YES	WASCHEN · ARBEITSGANG	NONE	NO
E142	f81v	B1	B1-S012	B_BAD_ANWENDUNG	qokey	PROC085	OK+E+Y	CMD086	ANSETZEN · KURZ · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz wirken lassen	ANSETZEN · KURZ · DIES	NONE	NO	ANSETZEN · KURZ · DIES	Y	YES
E143	f81v	B1	B1-S012	B_BAD_ANWENDUNG	lshedy	PROC086	LSH+E+DY	CMD069	WASCHEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	WASCHEN · KURZ; SCHLUSS	NONE	NO	WASCHEN · KURZ; SCHLUSS	NONE	NO
E144	f81v	B1	B1-S013	B_BAD_ANWENDUNG	lshedy	PROC086	LSH+E+DY	CMD069	WASCHEN · KURZ; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten kurz durchwaschen und den Schritt schließen	WASCHEN · KURZ; SCHLUSS	NONE	NO	WASCHEN · KURZ; SCHLUSS	NONE	NO
E145	f81v	B1	B1-S014	B_BAD_ANWENDUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · ARBEITSPOSTEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten umsetzen	UMSETZEN · DIES	NONE	NO	UMSETZEN · DIES	Y	YES
E146	f81v	B1	B1-S014	B_BAD_ANWENDUNG	qolky	PROC087	SOLK+Y	CMD152	AUFFANGEN · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten auffangen	AUFFANGEN · DIES	NONE	NO	AUFFANGEN · DIES	Y	YES
E147	f81v	B1	B1-S014	B_BAD_ANWENDUNG	lchedal	PROC088	L+CHD+AL	CMD057	WEITERLEITEN · UMSETZEN · ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen	FUEHREN · UMSETZEN · ZIEL	L	YES	WEITERLEITEN · UMSETZEN · ZIEL	AL	YES
E148	f81v	B1	B1-S014	B_BAD_ANWENDUNG	qol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E149	f81v	B1	B1-S014	B_BAD_ANWENDUNG	otar	PROC089	OT+AR	CMD111	DANACH · VORRAT	NO	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	DANACH · QUELLE	NONE	NO	DANACH · QUELLE	AR	YES
E150	f81v	B1	B1-S015	B_BAD_ANWENDUNG	ytey	PROC090	T+E+Y	CMD154	EINTRAGEN · KURZ · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	danach den laufenden Posten weiter von dort kurz übertragen	EINTRAGEN · KURZ · DIES	NONE	NO	EINTRAGEN · KURZ · DIES	Y	YES
E151	f81v	B1	B1-S015	B_BAD_ANWENDUNG	okchedy	PROC091	OK+CHD+DY	CMD084	ANSETZEN · UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten einsetzen und überführen und den Schritt schließen	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO	ANSETZEN · UMSETZEN; SCHLUSS	NONE	NO
E152	f81v	B1	B1-S016	B_BAD_ANWENDUNG	qokal	PROC048	OK+AL	CMD080	ANSETZEN · ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO	ANSETZEN · ZIEL	AL	YES
E153	f81v	B1	B1-S016	B_BAD_ANWENDUNG	okeey	PROC092	OK+EE+Y	CMD090	ANSETZEN · LANG · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten länger wirken lassen	ANSETZEN · LANG · DIES	NONE	NO	ANSETZEN · LANG · DIES	Y	YES
E154	f81v	B1	B1-S016	B_BAD_ANWENDUNG	qol	PROC013	OL	CMD097	FORTSETZEN	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	FORTSETZEN	NONE	NO	FORTSETZEN	NONE	NO
E155	f81v	B1	B1-S016	B_BAD_ANWENDUNG	cheedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
E156	f81v	B1	B1-S017	B_BAD_ANWENDUNG	sal	PROC055	AL	CMD004	ZIELSTELLE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	ZIEL	NONE	NO	ZIEL	AL	YES
E157	f81v	B1	B1-S017	B_BAD_ANWENDUNG	teol	PROC093	E+OL	CMD033	KURZ · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	KURZ · FORTSETZEN	NONE	NO	KURZ · FORTSETZEN	NONE	NO
E158	f81v	B1	B1-S017	B_BAD_ANWENDUNG	dchdy	PROC094	CHD+DY	CMD021	UMSETZEN; SCHLUSS	YES	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	UMSETZEN; SCHLUSS	NONE	NO	UMSETZEN; SCHLUSS	NONE	NO
E159	f81v	B1	B1-S018	B_BAD_ANWENDUNG	ly	PROC095	L+Y	CMD068	WEITERLEITEN · ARBEITSPOSTEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten führen	FUEHREN · DIES	L	YES	WEITERLEITEN · DIES	Y	YES
E160	f81v	B1	B1-S018	B_BAD_ANWENDUNG	dsheol	PROC096	SH+E+OL	CMD138	HALTEN · KURZ · FORTSETZEN	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten weiter kurz halten	HALTEN · KURZ · FORTSETZEN	NONE	NO	HALTEN · KURZ · FORTSETZEN	NONE	NO
E161	f81v	B1	B1-S018	B_BAD_ANWENDUNG	oiiin	PROC097	O+IIN	CMD075	ARBEITSGANG · ARBEITSSTUFE	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen	GANG · STUFE	O	YES	ARBEITSGANG · STUFE	IIN	YES
E162	f81v	B1	B1-S018	B_BAD_ANWENDUNG	olkeedy	PROC098	SOLK+EE+DY	CMD150	AUFFANGEN · LANG; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und stehen lassen und den Schritt schließen	AUFFANGEN · LANG; SCHLUSS	NONE	NO	AUFFANGEN · LANG; SCHLUSS	NONE	NO
E163	f81v	B1	B1-S019	B_BAD_ANWENDUNG	tedy	PROC078	SHED+DY	CMD147	ABSETZEN; SCHLUSS	NO	gemeinsame zweireihige Figuren-/Beckenstation	den laufenden Posten absetzen lassen und den Schritt schließen	ABSETZEN; SCHLUSS	NONE	NO	ABSETZEN; SCHLUSS	NONE	NO
